BRAND-NAME,DOSAGE-FORM,PRODUCER,PRODUCT-IMAGE,LABEL-IMAGE,APPROVAL-DATE,REGISTRATION-NUMBER,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Aniva T88 3688,"0.5g Hard Concentrate: 462.25mg total cannabinoids, =1.85g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2369742&GUID=E515487A-7D4F-469D-81A5-586B834ED371),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2369740&GUID=A2E0FD03-D4A6-47BC-9F01-7FE974589A52),10/18/2017 12:00:00 AM,MMBR.0002634,29.546,58.886,29.546,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnivaPure T903C7 3945,"1.2mL Oil Syringe: 947.13mg total cannabinoids, 78.93mg/0.1mL, =3.79g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2426687&GUID=67A6EE3E-827F-477C-A3DA-C5B348A19678),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2426681&GUID=9DB9D74E-0EC9-4D31-B13C-260CBE19B8F2),12/13/2017 12:00:00 AM,MMBR.0002835,30.8,38.1,30.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNABIDIOL A 1:1 LEMON COOKIE NDC: 4050,Edible,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2428177&GUID=6ED0F17E-2477-4BC0-8CD0-74324B096F76),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2428174&GUID=F0235486-3ED6-486E-9F73-C569C3835C6D),12/14/2017 12:00:00 AM,MMBR.0002845,0.1,<0.1,0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T26% S 1456,Flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1774452&GUID=0219C894-495D-4901-8907-B309261585D1),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1774453&GUID=2F7E9580-BDB9-49D9-BB1F-508BEF81C5FA),03/14/2016 12:00:00 AM,MMBR.0000877,0.2,26.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Honey C200 5467,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792723&GUID=13FD45F9-2434-410A-966C-F1655DD624A6),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792722&GUID=371ADB5D-E492-473D-B2B2-BC7D463C7EA5),11/21/2018 12:00:00 AM,MMBR.0004473,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold T17% S 1449,Flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1774675&GUID=05B25332-F586-4B46-B8CC-D00B8F0861D0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1774676&GUID=6C75384C-619E-4901-B7B3-A40C1C094182),03/09/2016 12:00:00 AM,MMBR.0000857,0.6,16.7,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haracept T50 3229,"10 Capsules: 569.5mg total cannabinoids, 56.95mg/pill, =2.28g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2230591&GUID=820962EC-DB63-4332-804F-2368DB4320F2),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2230576&GUID=85785E5E-AB80-4397-B744-03B050237039),05/26/2017 12:00:00 AM,MMBR.0002171,17,1.6,17,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol X 23.59 NDC: 6431,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2889904&GUID=71148DB9-9353-4AC7-970F-6E3232B51F40),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2889903&GUID=6033548E-AA20-40BA-985E-0F9FFE2FE070),02/21/2019 12:00:00 AM,MMBR.0004973,0.49,23.1,0.49,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBD18:1 C50T3 5569,Capsules or pills,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792894&GUID=65203702-9973-4C8B-9309-220305BDF0FE),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792892&GUID=9305F532-7045-411C-87CD-0B09EAA60929),11/21/2018 12:00:00 AM,MMBR.0004484,0.46,<0.10,0.46,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 Micro Dose Tabs 7854 Chewable Mint,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3254333&GUID=3867B230-DDEF-4699-BB4A-B5A9172AF14B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3254332&GUID=1B4A6F42-A7F6-4B6C-A5FB-2E7F280145CD),12/06/2019 12:00:00 AM,MMBR.0006537,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Honey NDC: 3765,Edible,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2363771&GUID=8FFD3883-5967-40EB-A42C-4CD9BE287863),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2363770&GUID=86E71645-15AD-4848-BB24-2349E6507BA3),10/12/2017 12:00:00 AM,MMBR.0002615,0.1,<0.1,0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 VPen 330 NDC: 5065,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2656970&GUID=AD6D8778-4720-4FA3-859B-499EC70E385A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2656968&GUID=2378E221-6AEF-4671-A2FE-FC7789801D46),07/20/2018 12:00:00 AM,MMBR.0003770,28.6,<0.10,28.6,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loolica T32 7565,Raw material (flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3196191&GUID=DF3D7051-1DEB-4D2D-AA58-955C34886767),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3196189&GUID=260B9F59-36E8-4753-BCF3-AD958397E96A),10/23/2019 12:00:00 AM,MMBR.0006267,0.23,31.3,0.23,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loolica T32 PR 7566,Cigarettes (pre-rolled cones),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3196201&GUID=E06500D3-C83F-4F02-B5E3-E734893FBA75),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3196200&GUID=626D7BC4-A459-4CDE-B71E-83C273D8ADAD),10/23/2019 12:00:00 AM,MMBR.0006270,0.23,31.3,0.23,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loolica T850 7584,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3215135&GUID=5FBBBF7D-5BDF-42A7-B7BD-6EC021C2E238),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3215131&GUID=778001F3-53C3-4390-A60B-58AF5A006836),11/06/2019 12:00:00 AM,MMBR.0006363,2.97,0.19,2.97,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loolica T855 8826,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3438114&GUID=D5F46648-AA35-4362-A292-391507FB6BDF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3438113&GUID=F4BFCE41-E255-4B5F-BE5A-DD86A1632C47),04/23/2020 12:00:00 AM,MMBR.0007407,3.06,<0.10,3.06,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loolica T89 CR 8455,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3365879&GUID=03134C21-9C91-4FFD-B22E-B69BB679FA6D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3365876&GUID=94D3377A-C2EE-4457-B3BD-ECED79FAA919),02/28/2020 12:00:00 AM,MMBR.0007082,5.17,84.1,5.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoolicaPure T200C1 7596,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3234004&GUID=91544F45-5BC0-4C4C-9E7C-A7389AE2292A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3234003&GUID=04C8BD85-48BC-422A-B712-27E6A1764FDD),11/20/2019 12:00:00 AM,MMBR.0006430,81.0,0.79,81.0,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoolicaPure T200C1 8418,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3354739&GUID=B700C50F-7154-497A-9B05-C281BF38DEEF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3354731&GUID=5CB520CB-CD00-4DAA-BD2A-BACC056A3F09),02/18/2020 12:00:00 AM,MMBR.0006991,82.7,0.33,82.7,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoolicaPure T350C1 7595,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3233987&GUID=8072D534-FDF6-4CEF-AE5E-FCA172187298),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3233984&GUID=3B041BCD-F68B-49FD-AB80-47C6FA095ED4),11/20/2019 12:00:00 AM,MMBR.0006428,81.0,0.79,81.0,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoolicaPure T807C3 7597,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3234016&GUID=6FB40A2F-91FA-4247-89D3-391652D19A74),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3234015&GUID=78A0F0FD-7569-4671-9EC8-D8B126B54122),11/20/2019 12:00:00 AM,MMBR.0006429,81.0,0.79,81.0,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca C14% T10% CBD 6558,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3055564&GUID=2B49838F-4A10-42D9-A3D0-B561BBBDA877),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3055563&GUID=9BA88B5B-A261-4E09-958E-C2B613750D36),06/26/2019 12:00:00 AM,MMBR.0005641,0.90,9.09,0.90,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T31% S 6399,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2968138&GUID=6D0665E6-6D7C-4E18-8007-98E42D66E005),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2968137&GUID=6E6B9439-D82A-4E52-B117-1CC9C0727678),04/22/2019 12:00:00 AM,MMBR.0005241,0.57,30.01,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch Chocolate Chip Cookies 3816,Edible- 3 Pack,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2387375&GUID=BDF3BCF7-BCDD-48AC-B195-15424AB1D642),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2387378&GUID=B805AF90-0AA0-41C2-8FAF-6FFEF8DA6131),11/02/2017 12:00:00 AM,MMBR.0002677,0.1,<0.1,0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald T21% S 4829,Cone 3 Pack,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2602771&GUID=3E79EAA2-9523-487E-A076-FB1E5A4EB216),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2602770&GUID=FC920D65-D287-44D4-B942-7C4D2F68B9A7),05/30/2018 12:00:00 AM,MMBR.0003494,0.57,20.0,0.57,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol D 25.34 NDC: 4325,Raw Flower,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2477464&GUID=E40E9316-F373-4611-B6A5-A616158A118B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2477463&GUID=144D4A3F-2634-4216-A161-91FE63589338),02/02/2018 12:00:00 AM,MMBR.0003019,0.32,25.02,0.32,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol K Pure VPen 450 NDC: 4335,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2484180&GUID=343DBBC9-34B5-4B54-9E1A-963EC1B54029),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2484179&GUID=908FEE1A-0C9A-4321-B8BF-B665BEB8A330),02/09/2018 12:00:00 AM,MMBR.0003046,86.57,<0.1,86.57,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol B Second Cut 28.38 NDC: 8215,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3320130&GUID=41152D81-DB05-40E8-BFF9-FB5D56C6D4EB),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3320109&GUID=1278F6FA-68B9-45B4-B888-6E65511E00C2),01/23/2020 12:00:00 AM,MMBR.0006840,1.18,27.2,1.18,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol B Select Grind 30.06 NDC: 6769,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2992340&GUID=C8E30186-BBF8-407C-A96D-23F98AA24ADE),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2992339&GUID=9E9A3A6E-0E42-42C3-8152-51A350E55ABA),05/13/2019 12:00:00 AM,MMBR.0005377,1.46,28.6,1.46,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoolicaPure T831C3 7058,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3089669&GUID=CF38A0B4-86F6-4E1F-8CA1-990E59B2D748),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3089667&GUID=B09D1C06-22FD-4D3F-853C-FD881BD5CFB7),07/24/2019 12:00:00 AM,MMBR.0005802,83.1,0.42,83.1,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C102T5 SUNRISE SYRINGE,oral syringe,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1799714&GUID=ABB6E86C-9DB6-4728-B25B-0A7F294E475A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1799715&GUID=5454E60F-D807-4028-A29D-728F926942B0),07/07/2015 12:00:00 AM,MMBR.0000323,0.561,0.033,0.561,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD1:1 T19C25 3623,"10 Capsules: 473.1mg total cannabinoids, 47.31mg/pill, =1.89g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2313708&GUID=14739A63-EA5C-4BA1-80C1-D2A97C7BB4F4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2313705&GUID=B5966B83-E486-41E0-B7CE-172E74E81714),08/22/2017 12:00:00 AM,MMBR.0002447,7.4,<0.1,7.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charudine+X,779.1mg x 3/700= 3.35g Raw Flower Equivalency,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1778828&GUID=F5CABE35-679D-4AA8-91F0-CB228C60BB8B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1778833&GUID=8574876C-D850-4F0B-96B1-4B87D39AC09F),01/12/2016 12:00:00 AM,MMBR.0000678,37.53,36.30,37.53,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Oil T295C479 1910 Syringe,Oil in Oral Syringe,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1886623&GUID=F19BF310-60CB-44DA-8187-C6F25A32DEF4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1886622&GUID=986747D4-9B35-4869-B776-ED89A1F0A3D1),06/21/2016 12:00:00 AM,MMBR.0001155,28.98,0.47,28.98,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraden C T26 Flower 2753,Flower,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2164950&GUID=66446B59-EC7A-4519-BF29-EEA6676EC303),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2164949&GUID=57F08EB9-ACAE-4DB7-9B09-1419298BB325),03/22/2017 12:00:00 AM,MMBR.0001955,0.29,25.91,0.29,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol Q 26.10 NDC 3761,Raw Flower,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2362878&GUID=CA50FB14-0453-43AE-B923-4983C7798C20),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2362875&GUID=5A9CCEE2-EC30-45D1-8C55-23498BD15646),10/10/2017 12:00:00 AM,MMBR.0002603,0.37,25.73,0.37,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol W 29.61 NDC: 7261,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3125811&GUID=76BC9D40-AD96-44F1-AA0D-94CDCE18BE7E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3125778&GUID=067FB443-B844-47D8-9B2A-2A73DAA32E37),08/26/2019 12:00:00 AM,MMBR.0005966,0.61,29.0,0.61,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol B SH 86.54 NDC: 3744,Concentrate,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2348035&GUID=19956A20-F76E-4451-B81B-784878A4B99C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2348033&GUID=82426B7F-A363-41D1-9D9E-9ADE1E687258),09/26/2017 12:00:00 AM,MMBR.0002563,5.18,81.36,5.18,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loragen Flower,Flower,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1803368&GUID=48AD4A93-AFF5-4130-AABF-646BE9429B28),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1803369&GUID=C85617DD-DEB2-4C03-854B-CBD4BC410055),05/06/2015 12:00:00 AM,MMBR.0000225,1.61,23.9,1.61,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aniva T88 3689,"0.5g Soft Concentrate: 462.25mg total cannabinoids, =1.85g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2369757&GUID=DC542CFB-AE2A-4517-B67B-F16594C854FD),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2369755&GUID=A7E8E921-4128-4160-A0BB-E8DF0DF2E409),10/16/2017 12:00:00 AM,MMBR.0002632,29.546,58.886,29.546,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca C14% T8% CBD 6335,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2884952&GUID=75737BEC-B792-4061-A7D0-B611995C533C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2884951&GUID=C7F9CBFC-64B1-464B-83C8-07CD8CC27A28),02/14/2019 12:00:00 AM,MMBR.0004928,0.44,7.82,0.44,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T31% S 7434,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3154955&GUID=BE0CDF8A-314A-4908-82A4-65E6A4F04793),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3154941&GUID=BF1F55F7-D76C-4E19-83C6-527BD16D0F32),09/20/2019 12:00:00 AM,MMBR.0006107,0.30,31.00,0.30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald T21% S 5646,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2753432&GUID=C313F90A-E6AA-43D6-9801-E0FB8017F052),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2753431&GUID=90B4880E-E0D6-4018-A726-0FABB9B71FBB),10/16/2018 12:00:00 AM,MMBR.0004238,0.20,20.48,0.20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol A Pure Oil T714 NDC: 5246,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2717946&GUID=85292BC1-2ADA-4832-A067-391CE2892ACF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2717945&GUID=D4765213-15E6-476E-B174-C096A43345E7),09/17/2018 12:00:00 AM,MMBR.0004063,64.9,6.55,64.9,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol F VPen 250 NDC: 3389,Northeast Laboratories,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2307127&GUID=51A3B359-5B95-41CB-9F24-AFF64D006A9C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2307124&GUID=22209359-92B5-45B1-B4F7-62BBB54E99D7),08/17/2017 12:00:00 AM,MMBR.0002415,65.68,<0.1,65.68,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
