PermitID,PermitApplication,FullPermitNo,FullApplicationNo,ApplicationDate,IssueDate,PermitFromDate,PermitToDate,ApplicationTypeName,ApplicationTypeOther,OldPermitNo,OldExpirationDate,OldGrossVehicleWeight,PermitServiceCompany,PermitteeCompany,IndustryTypeName,IndustryTypeOther,LeaseCompanyName,LeaseExpirationDate,Year,Make,Model,State,CDNo,SerialNo,ManufacturerGVWR,RegisteredGVWR,VehicleType,VehicleTypeOther,PermitType,OverallWidth,OverallLength,OverallHeight,TotalNoOfAxle,WheelBase,LoadInDescription,LoadInWidth,LoadInHeight,LoadInLength,LoadInWeight,LoadOutDescription,LoadOutWidth,LoadOutHeight,LoadOutLength,LoadOutWeight,SteeringWeight,SteeringNoOfTires,SteeringLoadRating,Axle2Weight,Axle2Space,Axle2NoOfTires,Axle2LoadRating,Axle3Weight,Axle3Space,Axle3NoOfTires,Axle3LoadRating,Axle4Weight,Axle4Space,Axle4NoOfTires,Axle4LoadRating,Axle5Weight,Axle5Space,Axle5NoOfTires,Axle5LoadRating,Axle6Weight,Axle6Space,Axle6NoOfTires,Axle6LoadRating,Axle7Weight,Axle7Space,Axle7NoOfTires,Axle7LoadRating,Axle8Weight,Axle8Space,Axle8NoOfTires,Axle8LoadRating,Axle9Weight,Axle9Space,Axle9NoOfTires,Axle9LoadRating,Axle10Weight,Axle10Space,Axle10NoOfTires,Axle10LoadRating,Axle11Weight,Axle11Space,Axle11NoOfTires,Axle11LoadRating
3064,Crane,W946-2015410-306,Bay-20141211-1334,12/11/2014 12:00:39 PM,04/10/2015 01:03:15 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,TADANO,TR450,NY,3633,540405,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5975,Crane,FM43-2017321-340,DEF1-2017113-83,01/13/2017 01:14:30 PM,03/21/2017 04:21:23 PM,03/21/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,DEFOE CORP,,Special Hauling,,,,2000,Grove,RT635C,NY,2905,220711,64842,,,,,9.10,41.02,11.09,2,12.06,,,,,,,,,,,32961,,,31881,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,Crane,PVSR-2017824-638,ABL-2017621-384,06/21/2017 07:55:58 PM,08/24/2017 04:07:21 PM,08/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,"ABLE RIGGING CONTRACTORS, INC.",,Special Hauling,,,,2000,PETERBUILT,NATIONAL CRANE 18142,NY,2978,32331,62000,,,,,8.06,37.10,13.05,4,24.11,,,,,,,,,,,15500,,,15500,18.10,,,15500,3.04,,,15500,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,Overweight,TPMJ-201615-10,J.B-2015116-1252,11/06/2015 01:45:51 PM,01/05/2016 09:26:14 AM,01/05/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,V8L7-20141213-1219,10/31/2015 12:00:00 AM,120000,J.Bruno & Sons Inc,,Construction,,,,2009,MACK,,,,,120000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,Overweight,TPMJ-201615-18,Mid-20151111-1260,11/11/2015 11:20:28 AM,01/05/2016 09:52:17 AM,01/05/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,YS1R-2015126-5,,,Mid-Bronx Haulage Corp.,,Waste Management,,,,2006,Mack,,,,,62000,62000,Dump Truck,,"Type 2, 3 to 4 axles",8,35,11.06,3,23.02,,,,,,,,,,,18000,2,18000,22000,4.07,4,22000,22000,18.07,4,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,Overweight,JFXV-2016128-179,con-20151117-1266,11/17/2015 11:21:35 AM,01/28/2016 12:00:31 PM,01/28/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Other,New with Banked Weight Credit,,,,consolidated edison co. inc.,,Other,,,,2016,Freightliner,,,,,62000,62000,Other Single,Tank,"Type 2, 3 to 4 axles",8,34,12,3,23,,,,,,,,,,,16000,2,20000,23000,18.05,4,24040,23000,4.07,4,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,Overweight,JFXV-2016128-180,con-20151117-1267,11/17/2015 11:39:31 AM,01/28/2016 12:02:24 PM,01/28/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Other,New with Banked Weight Credit,,,,consolidated edison co. inc.,,Other,,,,2016,Freightliner,,,,,62000,62000,Other Single,Tank,"Type 2, 3 to 4 axles",8,34,12,3,23,,,,,,,,,,,16000,2,20000,23000,18.05,4,24040,23000,4.07,4,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,Overweight,UAXW-201618-26,Ecc1-20151118-1280,11/18/2015 10:13:08 AM,01/08/2016 10:54:49 AM,01/08/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,KUPW-2015711-601,10/31/2015 12:00:00 AM,77280,"Ecco III Enterprises, Inc.",,Construction,,,,1994,MACK,,,,,77280,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,27,10.08,3,19.02,,,,,,,,,,,20000,2,20000,28640,14.08,4,28640,28640,4.06,4,28640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,Overweight,J1Y2-2016620-502,CAS1-20151118-1283,11/18/2015 03:59:45 PM,06/20/2016 04:42:53 PM,06/20/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,qw9g-20141217-1249,,,CASA REDIMIX CONCRETE CORP.,,Cement,,,,2005,KENWORTH,,,,,80000,93000,Tractor Trailer,,"Type 3, 5 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,Overweight,UAXW-201618-28,CAS1-20151118-1284,11/18/2015 04:18:43 PM,01/08/2016 10:57:12 AM,01/08/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,HMQ7-2014117-1151,10/31/2015 12:00:00 AM,77330,CASA REDIMIX CONCRETE CORP.,,Cement,,,,2005,VOLVO,,,,,77330,57500,Cement Truck,,"Type 2, 3 to 4 axles",8,32.06,12.06,3,21.11,,,,,,,,,,,20000,2,20000,28665,17.03,4,28665,28665,4.08,4,28665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,Overweight,JFXV-2016128-178,Dis-20151123-1290,11/23/2015 04:52:49 PM,01/28/2016 11:57:43 AM,01/28/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Other,,awn2-2014517-697,12/13/2014 12:00:00 AM,,Disano Trucking Inc.,,Construction,,,,1997,PETERBILT,,,,,56000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,Overweight,M95Y-20151124-1117,con-20151124-1298,11/24/2015 11:46:05 AM,11/24/2015 11:52:44 AM,11/24/2015 12:00:00 AM,10/31/2016 12:00:00 AM,Other,to correct renewal app 1225 remove trailer,s8w5-2015421-383,,,consolidated edison co. inc.,,Other,,,,2015,Freightliner,,,,,62000,62000,Other Single,Tank,"Type 2, 3 to 4 axles",8,34,12,3,22.11,,,,,,,,,,,16000,2,20000,23000,18.05,4,24020,23000,4.06,4,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,Overweight,UAXW-201618-33,Sca-20151124-1300,11/24/2015 02:48:13 PM,01/08/2016 11:10:56 AM,01/08/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Renewal,,JPD6-2015716-632,12/31/2015 12:00:00 AM,77460,"Scaccia & Son's Leasing Co., Inc.",,Cement,,,,2003,MACK,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,32.08,12.05,3,20,,,,,,,,,,,18460,2,20000,29500,15.06,4,29500,29500,4.06,4,29500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,Crane,PVSR-2017824-632,DEC-201765-354,06/05/2017 09:49:08 AM,08/24/2017 03:14:44 PM,08/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2007,VOLVO,CORMACH 30000 WB 80-03,NY,0000,790603,80000,,,,,8.06,42.10,12.10,4,26.10,,,,,,,,,,,20000,,,18000,18,,,21000,4.05,,,21000,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,Crane,S93X-20171227-997,Bay-20171129-771,11/29/2017 01:45:18 PM,12/27/2017 03:22:50 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3132,540321,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,Overweight,JFXV-2016128-174,55--20151130-1313,11/30/2015 07:10:12 AM,01/28/2016 11:25:24 AM,01/28/2016 12:00:00 AM,05/31/2016 12:00:00 AM,Renewal,,X5TA-201478-798,05/31/2015 12:00:00 AM,42000,PETROLEUM HEAT & POWER Co Inc,,Other,PETROLEUM HEAT & POWER INC,,,1289,MACK,,,,,46100,42000,Other Single,tank truck,"Type 1, 2 axles",7.06,26.06,9.02,2,17.07,,,,,,,,,,,13220,2,8370,24000,17.07,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,Overweight,JFXV-2016128-175,Y.M-20151130-1314,11/30/2015 03:36:27 PM,01/28/2016 11:31:44 AM,01/28/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Renewal,,QW9G-20141217-1254,04/30/2015 12:00:00 AM,120000,Y.M.I. Trucking Corp.,,Construction,,,,2002,Peterbilt,,,,,80000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,Overweight,JFXV-2016128-176,Mon-2015121-1319,12/01/2015 02:38:30 PM,01/28/2016 11:50:15 AM,01/28/2016 12:00:00 AM,01/30/2016 12:00:00 AM,Correction,,ZOGM-201534-63,01/31/2016 12:00:00 AM,120000,Montfort Bros Inc,,Other,,,,2007,International,,,,,60000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,Crane,AWL9-2017126-212,Bay-20161130-994,11/30/2016 01:22:19 PM,01/26/2017 02:15:54 PM,01/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2015,Tadano,GR-500XL,NY,4744,541313,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,Crane,XFL3-20141118-1163,con1-2014101-1067,10/01/2014 11:38:58 AM,11/18/2014 06:36:07 PM,11/18/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,liebherr,1055-3.2,NY,4525,085250,79200,,,,,8.04,37.03,12.04,3,15.03,,,,,,,,,,,26400,,,26400,9.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,Overweight,JFXV-2016128-190,Acm-2015122-1324,12/02/2015 03:37:07 PM,01/28/2016 04:36:27 PM,01/28/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Renewal,,YS1R-2015126-21,12/31/2015 12:00:00 AM,79000,"Acme Skillman Concrete Co., Inc.",,Construction,,,,1992,Mack,,,,,79000,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,28,10.03,3,23.09,,,,,,,,,,,20000,2,20000,29500,19.03,4,29500,29500,4.06,4,29500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,Crane,QGZG-20151211-1133,Gal-2015123-1326,12/03/2015 04:30:28 PM,12/11/2015 02:50:00 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Galasso Trucking Inc.,,Special Hauling,,,,2013,Peter/Manitex,M38124,NY,4488,198939,63540,,,,,8.06,41.03,12.06,4,25.07,,,,,,,,,,,19740,,,14600,16.07,,,14600,4.06,,,14600,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,Crane,QGZG-20151211-1134,Sup-2015125-1333,12/05/2015 10:59:35 AM,12/11/2015 02:52:05 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,"Superior Crane Rental, Inc,",,Special Hauling,,,,2012,KenW / Manitex,38124SHL,NJ,4410,193567,69060,,,,,8,39.04,13,5,29.09,,,,,,,,,,,15200,,,10380,16.06,,,17180,4.04,,,17000,4.07,,,9300,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,Crane,QGZG-20151211-1136,Sup-2015125-1335,12/05/2015 11:21:41 AM,12/11/2015 02:53:29 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,"Superior Crane Rental, Inc,",,Special Hauling,,,,2007,Peterbilt-Altec,AC38127SHL,NJ,3716,0206EG0253,68240,,,,,8,38,12.09,4,26.03,,,,,,,,,,,18666,,,9320,17.05,,,20127,4.04,,,20127,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,Crane,QGZG-20151211-1135,Sup-2015125-1336,12/05/2015 11:37:36 AM,12/11/2015 02:52:47 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,"Superior Crane Rental, Inc,",,Special Hauling,,,,2007,Peterbilt-Altec,AC38127SHL,NJ,3818,0207EG0380,68240,,,,,8,38,12.09,4,26.03,,,,,,,,,,,18666,,,9320,17.05,,,20127,4.04,,,20127,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,Crane,S93X-20171227-984,Bay-20171129-757,11/29/2017 12:24:52 PM,12/27/2017 11:07:11 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2012,DEMAG,AC55,NY,4383,15091,79366,,,,,8.10,25.05,11,3,13.10,,,,,,,,,,,26366,,,26500,8.05,,,26500,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,Crane,W3SX-2016516-388,Atl-2015127-1341,12/07/2015 03:59:56 PM,05/16/2016 05:02:17 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Atlantic Crane(Lessee) TKO Crane (Lessor),,Special Hauling,,,,2001,TADANO,TR-450 XL-4,NY,3093,540310,69980,,,,,9.06,41.02,12.03,2,12.06,,,,,,,,,,,34990,,,34990,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,Crane,W3SX-2016516-390,Atl-2015127-1342,12/07/2015 04:05:00 PM,05/16/2016 05:05:33 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Atlantic Crane(Lessee) TKO Crane (Lessor),,Special Hauling,,,,2001,TANDANO,TR-450XL-4,NY,3087,540309,69980,,,,,9.06,41.02,12.03,2,12.06,,,,,,,,,,,34990,,,34990,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,Crane,D3UQ-2015323-179,DEC-20141217-1386,12/17/2014 01:06:04 PM,03/23/2015 01:49:58 PM,03/23/2015 12:00:00 AM,08/31/2015 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2005,VOLVO,VHD,NY,0000,790302,63000,,,,,8.06,41.06,12.10,3,22.11,,,,,,,,,,,18000,,,22500,18.01,,,22500,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6794,Crane,LMWS-2018111-35,TRI1-201812-4,01/02/2018 10:43:14 AM,01/11/2018 02:59:10 PM,01/12/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,2000,VOLVO,Cormach 3000,NY,0000,0000,92560,,,,,8.06,44.04,13.06,4,30.04,,,,,,,,,,,18800,,,26880,20.08,,,26880,4.10,,,20000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,Crane,R3HU-2017119-127,THE-20161216-1082,12/16/2016 01:08:22 PM,01/19/2017 02:51:59 PM,01/19/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,THE PRINCE LUMBER CO INC.,,Special Hauling,,,,2016,WESTERN STAR,4700SB,NJ,0000,3803-5238,80000,,,,,8.06,40.04,13.08,4,31.10,,,,,,,,,,,20000,,,20000,20.07,,,20000,4.07,,,20000,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,Crane,MA7R-201619-110,Bay-20151214-1422,12/14/2015 01:56:54 PM,01/09/2016 03:35:29 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,Liebherr,LTM1100,NY,4737,064221,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,Crane,T65Q-2015530-468,Bay-2014122-1249,12/02/2014 10:41:30 AM,05/30/2015 11:32:03 AM,05/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2008,LIEBHERR,LTM1090,NY,4016,62023,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,Crane,Z9L7-2016321-281,Ult-2015129-1354,12/09/2015 03:33:15 PM,03/21/2016 04:55:28 PM,03/21/2016 12:00:00 AM,08/31/2016 12:00:00 AM,,,,,,Ultimate Signs & Designs Corp.,,Special Hauling,,,,2003,International,SP100,NY,3199,682502,52000,,,,,8,35.08,10.08,3,22.03,,,,,,,,,,,16566,,,16006,18,,,19428,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,Overweight,UAXW-201618-46,St-2015129-1355,12/09/2015 04:01:15 PM,01/08/2016 11:28:56 AM,01/08/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Renewal,,TILC-2015224-25,12/31/2015 12:00:00 AM,64000,Catholic Cemeteries,,Other,,,,2002,Freightliner,,,,,64000,49630,Dump Truck,,"Type 2, 3 to 4 axles",8,22.04,13.04,3,17,,,,,,,,,,,18000,2,9000,23000,12.04,4,6610,23000,4.08,4,6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,Overweight,QGZG-20151211-1118,IT&-20151211-1358,12/11/2015 10:29:30 AM,12/11/2015 10:29:38 AM,12/11/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Other,,,,,IT&Telecom,,Construction,,,,2008,12,,,,,12,12,Cement Truck,,"Type 1, 2 axles",2.02,4.02,2.02,2,3.02,,,,,,,,,,,2,2,3,2,3.02,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,Crane,I3JF-2016126-160,Bay-20151214-1391,12/14/2015 11:07:11 AM,01/26/2016 03:34:18 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2009,TADANO,TR450,NY,4091,540570,69980,,,,,9.06,41.02,12.03,2,12.05,,,,,,,,,,,36980,,,33000,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,Crane,MA7R-201619-90,Bay-20151214-1401,12/14/2015 12:19:20 PM,01/09/2016 03:15:05 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,1995,TADANO,TR280XL,NY,3107,555204,51545,,,,,8.08,35.11,11.05,2,5.01,,,,,,,,,,,25926,,,25619,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,Crane,MA7R-201619-91,Bay-20151214-1402,12/14/2015 12:20:40 PM,01/09/2016 03:15:57 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,1995,TADANO,TR280XL,NY,3108,555207,51545,,,,,8.08,35.11,11.05,2,5.01,,,,,,,,,,,25926,,,25619,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,Crane,MA7R-201619-101,Bay-20151214-1413,12/14/2015 12:58:43 PM,01/09/2016 03:24:51 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,1992,TADANO,TR280XL,NY,3106,555092,51545,,,,,8.08,35.11,11.05,2,5.01,,,,,,,,,,,25926,,,25619,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,Crane,ZUBW-2015416-354,Gal1-2015220-187,02/20/2015 12:04:37 PM,04/16/2015 10:22:14 AM,04/16/2015 12:00:00 AM,05/04/2015 12:00:00 AM,,,,,,Galasso Trucking & Rigging Inc.,,Special Hauling,,,,2013,Terex/Demag,AC40 City,NY,4492,70972,72755,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,22755,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,Crane,W3SX-2016516-375,Lon-20151214-1429,12/14/2015 02:20:20 PM,05/16/2016 04:03:10 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Long Island R & R Rigging Inc,,Special Hauling,,,,2005,MANITEX,38124SHL,NY,4213,115583,71020,,,,,8.06,33.06,12.06,4,24.02,,,,,,,,,,,17655,,,10355,14.08,,,21505,5,,,21505,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,Crane,W3SX-2016516-392,M-Q-20151214-1430,12/14/2015 02:32:29 PM,05/16/2016 05:21:42 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,M-QUIP INC,,Special Hauling,,,,2013,WESTERNSTAR,TEREX CROSSOVER 5000,NY,4570,120187,93180,,,,,8,40,13,5,32.08,,,,,,,,,,,18636,,,18636,15.08,,,18636,6.05,,,18636,4.02,,,18636,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,Crane,W3SX-2016516-393,M-Q-20151214-1431,12/14/2015 02:36:24 PM,05/16/2016 05:23:19 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,M-QUIP INC,,Special Hauling,,,,2015,VOLVO,MANITEX 38124SHL,NY,4547,212919,66000,,,,,8,35,12.04,3,23.06,,,,,,,,,,,20000,,,23000,18.06,,,23000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,Crane,W3SX-2016516-394,M-Q-20151214-1432,12/14/2015 02:50:50 PM,05/16/2016 05:24:31 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,M-QUIP INC,,Special Hauling,,,,2014,PETE,MANITEX 38124SHL,NY,4695,214746,61160,,,,,8,35,12.04,3,23.06,,,,,,,,,,,15160,,,23000,18.06,,,23000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,Overweight,UAXW-201618-39,Val-20151214-1439,12/14/2015 03:48:45 PM,01/08/2016 11:20:31 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1278,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2007,MACK,,,,,77460,77460,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,32.08,12.06,3,21.02,,,,,,,,,,,18460,2,8800,29500,16.08,4,8800,29500,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,Overweight,UAXW-201618-40,Val-20151214-1440,12/14/2015 04:01:59 PM,01/08/2016 11:22:11 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1279,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2007,MACK,,,,,77460,77460,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,32.08,12.06,3,21.02,,,,,,,,,,,18460,2,8800,29500,16.08,4,8800,29500,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,Overweight,UAXW-201618-41,Val-20151214-1441,12/14/2015 04:08:09 PM,01/08/2016 11:23:24 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1280,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2009,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,Bulk Milk,N5XK-201631-234,NYC1-2016126-129,01/26/2016 04:48:29 PM,03/01/2016 04:51:34 PM,03/01/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,,,,,NYC DOT bm,gerster,Bulk Transportation,,,,2015,KENWORTH,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,32200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,Overweight,UAXW-201618-42,Val-20151214-1442,12/14/2015 04:13:21 PM,01/08/2016 11:24:50 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1281,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2009,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,Overweight,UAXW-201618-43,Val-20151214-1443,12/14/2015 04:17:31 PM,01/08/2016 11:25:43 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1282,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2009,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Overweight,UAXW-201618-44,Val-20151214-1444,12/14/2015 04:21:38 PM,01/08/2016 11:26:51 AM,01/08/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Renewal,,XQAD-20141222-1283,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2009,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
