id,Year,Employer_Name,Employer_Email,Employer_Phone,Employer_Address,Employer_City,Employer_State,Employer_Zip,Employer_Country,compensation,expenditures,agg_contrib,ballot_prop,entertain,vendor,expert_retain,inform_material,lobbying_comm,ie_in_support,itemized_exp,other_l3_exp,political,corr_compensation,corr_expend,total_exp,l3_nid,employer_nid
16530-2017,2017,INLAND EMPIRE PAPER,LORIMCMAHON@IEPCO.COM,(509) 720-5853,3320 N ARGONNE RD,SPOKANE,WA,99212,US,36000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36000.00,41511,16530
16531-2016,2016,INLAND NW AGC,DLARSON@NWAGC.ORG,(509) 535-0391,4935 E TRENT AVE,SPOKANE,WA,98212,US,7340.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11340.00,31934,16531
16536-2018,2018,ALCOA US PRIMARY METALS INTALCO ALUMINUM CORP,Laura.mckinney@ALCOA.COM,(360) 384-7316,4050 MOUNTAIN VIEW ROAD,FERNDALE,WA,98248,US,100183.76,157.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100341.09,50576,16536
16532-2016,2016,INLAND POWER & LIGHT,bhess@inlandpower.com,(509) 789-4228,PO BOX A,SPOKANE,WA,992195000,US,42000.00,1756.69,0.00,0.00,1230.00,0.00,0.00,0.00,0.00,0.00,0.00,1190.00,200.00,0.00,0.00,46376.69,30845,16532
17263-2019,2019,WA ST DIST & MUNICIPAL COURT JUDGES ASSN,DMCJATREASURER@GMAIL.COM,(360) 753-8312,PO BOX 41170,OLYMPIA,WA,98506,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,63446,17263
16106-2019,2019,AMERICAN FIRE SPRINKLER ASSN,RGREENMAN@BATES.CTC.EDU,,4110 OLSON DR NW,GIG HARBOR,WA,98335,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63449,16106
16533-2016,2016,INLANDBOATMEN'S UNION,TERRI.IBU@MINDSPRING.COM,(206) 284-6001,1711 W NICKERSON ST #D,SEATTLE,WA,981191663,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16533
16533-2017,2017,INLANDBOATMEN'S UNION,TERRI.IBU@MINDSPRING.COM,(206) 284-6001,1711 W NICKERSON ST #D,SEATTLE,WA,981191663,US,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18000.00,41415,16533
16235-2019,2019,CASCADE NATURAL GAS,ERIC.MARTUSCELLI@CNGC.COM,(509) 734-4585,8113 W GRANDRIDGE BLVD,KENNEWICK,WA,993367166,US,72000.00,19162.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91162.73,62815,16235
16534-2016,2016,INSTITUTE OF REAL ESTATE MGMT,sydney@irem27.org,(425) 820-9873,12131 113 AVE NE STE 101,KIRKLAND,WA,98034-6944,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16534
16534-2017,2017,INSTITUTE OF REAL ESTATE MGMT,sydney@irem27.org,(425) 820-9873,12131 113 AVE NE STE 101,KIRKLAND,WA,98034-6944,US,4500.00,733.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5233.34,40000,16534
16532-2017,2017,INLAND POWER & LIGHT,bhess@inlandpower.com,(509) 789-4228,PO BOX A,SPOKANE,WA,992195000,US,42000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1169.00,3750.00,0.00,0.00,46919.00,62643,16532
16536-2016,2016,ALCOA US PRIMARY METALS INTALCO ALUMINUM CORP,Laura.mckinney@ALCOA.COM,(360) 384-7316,4050 MOUNTAIN VIEW ROAD,FERNDALE,WA,98248,US,99809.50,664.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99810.00,4614.17,4614.17,36559,16536
16536-2017,2017,ALCOA US PRIMARY METALS INTALCO ALUMINUM CORP,Laura.mckinney@ALCOA.COM,(360) 384-7316,4050 MOUNTAIN VIEW ROAD,FERNDALE,WA,98248,US,123297.50,323.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123620.67,39280,16536
16532-2018,2018,INLAND POWER & LIGHT,bhess@inlandpower.com,(509) 789-4228,PO BOX A,SPOKANE,WA,992195000,US,48000.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4050.00,0.00,0.00,52750.00,62647,16532
16537-2016,2016,INTL REHAB ASSN MGMT GROUP,irina@abilityvoc.com,(360) 339-6674,4305 Lacey Blvd SE,LACEY,WA,98503,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,30435,16537
16537-2017,2017,INTL REHAB ASSN MGMT GROUP,irina@abilityvoc.com,(360) 339-6674,4305 Lacey Blvd SE,LACEY,WA,98503,US,10500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,10500.00,41471,16537
16596-2018,2018,LES SCHWAB TIRE CENTERS,neil.a.cole@lesschwab.com,5414165432,PO Box 5350,Bend,OR,97708,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18000.00,7500.00,7500.00,48945,16596
16534-2018,2018,INSTITUTE OF REAL ESTATE MGMT,sydney@irem27.org,(425) 820-9873,12131 113 AVE NE STE 101,KIRKLAND,WA,98034-6944,US,2625.00,555.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3180.22,51286,16534
16533-2018,2018,INLANDBOATMEN'S UNION,TERRI.IBU@MINDSPRING.COM,(206) 284-6001,1711 W NICKERSON ST #D,SEATTLE,WA,981191663,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62948,16533
16809-2018,2018,PORT OF WALLA WALLA,PR@PORTWALLAWALLA.COM,(509) 525-3100,310 A ST,WALLA WALLA,WA,993622269,US,42100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42100.00,52231,16809
16539-2016,2016,INTL CODE COUNCIL,SYERKES@ICCSAFE.ORG,(202) 370-1800,500 NEW JERSEY AVE NW 6TH FL,WASHINGTON,DC,20001,US,48116.68,1911.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50028.63,29663,16539
16539-2017,2017,INTL CODE COUNCIL,SYERKES@ICCSAFE.ORG,(202) 370-1800,500 NEW JERSEY AVE NW 6TH FL,WASHINGTON,DC,20001,US,45934.51,3063.70,0.00,0.00,397.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49934.51,2767.09,3164.26,40442,16539
16540-2016,2016,INTL COUNCIL OF SHOPPING CENTERS,pjacobson@icsc.org,303-570-3764,555 12TH ST NW STE 660,WASHINGTON,DC,20024,US,11250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3750.00,0.00,11250.00,32090,16540
16541-2018,2018,INTL LONGSHORE & WAREHOUSE UNION PUGET SOUND DIST COUNCIL,JOFUSCLEOFUS@YAHOO.COM,(253) 219-0440,3440 E MARGINAL WAY S,SEATTLE,WA,981341132,US,24999.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24999.96,50794,16541
16541-2016,2016,INTL LONGSHORE & WAREHOUSE UNION PUGET SOUND DIST COUNCIL,JOFUSCLEOFUS@YAHOO.COM,(253) 219-0440,3440 E MARGINAL WAY S,SEATTLE,WA,981341132,US,21996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21996.00,31182,16541
16541-2017,2017,INTL LONGSHORE & WAREHOUSE UNION PUGET SOUND DIST COUNCIL,JOFUSCLEOFUS@YAHOO.COM,(253) 219-0440,3440 E MARGINAL WAY S,SEATTLE,WA,981341132,US,24999.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24999.96,40214,16541
16664-2018,2018,NATL ELECTRICAL MANUFACTURERS ASSN (THRU MULTISTATE),CCASTRO@MULTISTATE.COM,(703) 684-1110,515 KING ST STE 300,ALEXANDRIA,VA,22314,US,74000.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74000.56,52404,16664
16542-2016,2016,INTERCITY TRANSIT,afreeman@intercitytransit.com,,526 PATTISON SE,OLYMPIA,WA,985070659,US,22249.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22249.99,30674,16542
16542-2017,2017,INTERCITY TRANSIT,afreeman@intercitytransit.com,,526 PATTISON SE,OLYMPIA,WA,985070659,US,42000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42000.00,40242,16542
16543-2018,2018,IUPAT DIST COUNCIL 5,leticia@iupatdc5.org,(206) 441-5554,6770 E MARGINAL WAY S #E321,SEATTLE,WA,98108,US,8306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8306.00,54048,16543
16543-2016,2016,IUPAT DIST COUNCIL 5,leticia@iupatdc5.org,(206) 441-5554,6770 E MARGINAL WAY S #E321,SEATTLE,WA,98108,US,4645.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4645.90,29235,16543
16543-2017,2017,IUPAT DIST COUNCIL 5,leticia@iupatdc5.org,(206) 441-5554,6770 E MARGINAL WAY S #E321,SEATTLE,WA,98108,US,3431.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3431.00,39982,16543
17016-2016,2016,UNITED TECHNOLOGIES CORP,kimberly.douglas@utc.com,(202) 336-7423,1101 Pennsylvania Ave NW 10th Floor,Washington,DC,20004,US,30000.00,55.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,64.77,64.77,31980,17016
16544-2017,2017,INTOXIMETERS INC,Frank@intox.com,(314) 429-4000,2081 Craig Rd,St Louis,MO,63146,US,20400.00,1539.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21939.74,40752,16544
16544-2016,2016,INTOXIMETERS INC,Frank@intox.com,(314) 429-4000,2081 Craig Rd,St Louis,MO,63146,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40800.00,1495.00,1495.00,32020,16544
16545-2016,2016,INTUIT,lorin_alusic@intuit.com,(202) 256-9198,1121 L St Ste 100,Sacramento,CA,95814,US,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,0.00,22000.00,32021,16545
16545-2017,2017,INTUIT,lorin_alusic@intuit.com,(202) 256-9198,1121 L St Ste 100,Sacramento,CA,95814,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,42459,16545
16088-2017,2017,AMAZON.COM SERVICES LLC,lisakohn@amazon.com ,(202) 442-2900,601 NEW JERSEY AVE NW,WASHINGTON,DC,20001,US,134285.59,544929.17,0.00,0.00,340.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,679555.03,41010,16088
17117-2020,2020,WA FOOD INDUSTRY,INFO@WA-FOOD-IND.ORG,(360) 753-5177,1415 Harrison Ave NW Suite 101,OLYMPIA,WA,98502,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17117
16171-2018,2018,ASSN OF WA ST PUBLIC FACILITIES DISTS,BGARWOOD@SPOKANEPFD.ORG,(509) 279-7015,720 MALLON AVE W,SPOKANE,WA,992012134,US,9000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9000.00,50832,16171
16548-2016,2016,IRON WORKERS LOCAL UNION 86,LOCAL86@LOCAL86.ORG,(206) 248-4246,4550 S 134TH PL #102,TUKWILA,WA,98168,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16548
16550-2016,2016,Issaquah School District,grace.yuan@klgates.com,(206) 623-7580,925 4th Ave Ste 2900,Seattle,WA,98104-1158,US,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,29207,16550
16551-2016,2016,ITEK ENERGY,INFO@ITEKENERGY.COM,(360) 647-9531,3886 HAMMER DR,BELLINGHAM,WA,98226,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16551
16540-2018,2018,INTL COUNCIL OF SHOPPING CENTERS,pjacobson@icsc.org,303-570-3764,555 12TH ST NW STE 660,WASHINGTON,DC,20024,US,11550.00,3179.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14729.17,49929,16540
16537-2018,2018,INTL REHAB ASSN MGMT GROUP,irina@abilityvoc.com,(360) 339-6674,4305 Lacey Blvd SE,LACEY,WA,98503,US,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,10000.00,51189,16537
16542-2018,2018,INTERCITY TRANSIT,afreeman@intercitytransit.com,,526 PATTISON SE,OLYMPIA,WA,985070659,US,43750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22750.00,0.00,43750.00,51166,16542
16539-2018,2018,INTL CODE COUNCIL,SYERKES@ICCSAFE.ORG,(202) 370-1800,500 NEW JERSEY AVE NW 6TH FL,WASHINGTON,DC,20001,US,39779.10,2865.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42644.44,51618,16539
16551-2018,2018,ITEK ENERGY,INFO@ITEKENERGY.COM,(360) 647-9531,3886 HAMMER DR,BELLINGHAM,WA,98226,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16551
16552-2016,2016,IUOE LOCAL 302,BCOLEGROVE@LOCAL302.COM,(425) 806-0302,18701 120TH AVE NE,BOTHELL,WA,98011,US,65152.87,113968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65152.87,114968.00,114968.00,29710,16552
16552-2017,2017,IUOE LOCAL 302,BCOLEGROVE@LOCAL302.COM,(425) 806-0302,18701 120TH AVE NE,BOTHELL,WA,98011,US,75901.07,19771.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95672.94,40338,16552
16553-2016,2016,IUOE LOCAL 609,IUOE609@QWESTOFFICE.NET,(206) 441-8544,2800 FIRST AVE #311,SEATTLE,WA,98121,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3200.00,5060.05,929.93,4129.93,29761,16553
16553-2017,2017,IUOE LOCAL 609,IUOE609@QWESTOFFICE.NET,(206) 441-8544,2800 FIRST AVE #311,SEATTLE,WA,98121,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2250.00,10222.53,1745.11,3995.11,41531,16553
16645-2020,2020,"MOTION PICTURE ASSOCIATION, INC.",VSTEVENSON@MOTIONPICTURES.ORG,(202) 378-9140,1600 EYE ST NW,WASHINGTON,DC,20006,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16645
16554-2016,2016,INTL UNION OF OPERATING ENGINEERS LOCAL 612,ERNIE@IUOE612.COM,,1555 S FAWCETT AVE,TACOMA,WA,98401,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16554
16554-2017,2017,INTL UNION OF OPERATING ENGINEERS LOCAL 612,ERNIE@IUOE612.COM,,1555 S FAWCETT AVE,TACOMA,WA,98401,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16554
16556-2016,2016,JAKES FIREWORKS,JEREMY.MOHNEY@JAKESFIREWORKS.COM,(206) 300-6270,739 NEVIL RD,WINLOCK,WA,98596,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,0.00,0.00,30851,16556
16556-2017,2017,JAKES FIREWORKS,JEREMY.MOHNEY@JAKESFIREWORKS.COM,(206) 300-6270,739 NEVIL RD,WINLOCK,WA,98596,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16556
16557-2016,2016,JAMESTOWN S'KLALLAM TRIBE,RALLEN@JAMESTOWNTRIBE.ORG,(360) 681-4621,1033 OLD BLYN HWY,SEQUIM,WA,98382,US,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,30175,16557
16557-2017,2017,JAMESTOWN S'KLALLAM TRIBE,RALLEN@JAMESTOWNTRIBE.ORG,(360) 681-4621,1033 OLD BLYN HWY,SEQUIM,WA,98382,US,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,40012,16557
16564-2018,2018,JOINT COUNCIL OF TEAMSTERS #28,DIANA@JC28.ORG,(206) 441-7470,14675 INTERURBAN AVE S STE 301,TUKWILA,WA,98168,US,75792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75792.00,52592,16564
16558-2016,2016,JEFFERSON CO PUBLIC WORKS,invalid@invalid.com,,623 SHERIDAN ST,PORT TOWNSEND,WA,98368,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16558
16558-2017,2017,JEFFERSON CO PUBLIC WORKS,invalid@invalid.com,,623 SHERIDAN ST,PORT TOWNSEND,WA,98368,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16558
16558-2018,2018,JEFFERSON CO PUBLIC WORKS,invalid@invalid.com,,623 SHERIDAN ST,PORT TOWNSEND,WA,98368,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16558
17035-2018,2018,VIGOR INDUSTRIAL,jill.mackie@vigor.net,(206) 498-5298,1801 16th Ave SW,SEATTLE,WA,98134,US,55668.54,429.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22750.00,0.00,0.00,77179.77,51104,17035
17189-2018,2018,WA STEM CENTER,jill@WASHINGTONSTEM.ORG,(206) 658-4320,210 S HUDSON ST,SEATTLE,WA,98134,US,33813.53,282.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34096.17,52732,17189
28696-2020,2020,Washington State Association of Boundary Review Boards,angelica.velasquez@kingcounty.gov,206-477-0633,400 Yesler Way,Seattle,WA,98104,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,28696
16560-2016,2016,JJ 206 LLC,mcharles@mdchc.com,(206) 441-9365,2234 1st Ave,Seattle,WA,98121,US,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,29124,16560
16561-2016,2016,Johnson Controls,SUTTON.A.PLOMBON@JCI.COM,(608) 770-0041,507 E Michigan St,Milwaukee,WI,53202,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29185,16561
17016-2017,2017,UNITED TECHNOLOGIES CORP,kimberly.douglas@utc.com,(202) 336-7423,1101 Pennsylvania Ave NW 10th Floor,Washington,DC,20004,US,30000.00,202.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,202.53,202.53,40720,17016
17168-2020,2020,HCAOA Washington,nataly@hcaoa.org,202 508 3872,444 North Capitol Street NW,Washington,DC,20001,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17168
17168-2019,2019,HCAOA Washington,nataly@hcaoa.org,202 508 3872,444 North Capitol Street NW,Washington,DC,20001,US,22000.00,185.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22185.37,64165,17168
16564-2016,2016,JOINT COUNCIL OF TEAMSTERS #28,DIANA@JC28.ORG,(206) 441-7470,14675 INTERURBAN AVE S STE 301,TUKWILA,WA,98168,US,175713.04,132976.89,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52179.00,174632.00,249852.20,312031.20,30748,16564
16564-2017,2017,JOINT COUNCIL OF TEAMSTERS #28,DIANA@JC28.ORG,(206) 441-7470,14675 INTERURBAN AVE S STE 301,TUKWILA,WA,98168,US,181723.13,310090.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,107323.61,224661.94,236661.94,41732,16564
16565-2016,2016,JOOS PAUL,invalid@invalid.com,,4011 TALBOT RD S #210,RENTON,WA,98005,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16565
16566-2016,2016,JPMORGAN CHASE & CO,ALLISON.R.SWATEK@JPMCHASE.COM,(212) 270-5906,270 PARK AVE,NEW YORK,NY,10017,US,2917.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2917.75,30040,16566
16567-2016,2016,K12 INC.,GPRADO@HVJLAW.COM,(540) 341-8808,2300 CORPORATE PARK DR STE 200,HERNDON,VA,20171,US,60000.00,11285.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71285.62,29811,16567
16567-2017,2017,K12 INC.,GPRADO@HVJLAW.COM,(540) 341-8808,2300 CORPORATE PARK DR STE 200,HERNDON,VA,20171,US,66000.00,296.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66296.71,40998,16567
16559-2016,2016,JEWISH FEDERATION OF GREATER SEATTLE,JEANC@JEWISHINSEATTLE.ORG,(206) 774-2229,2033 6th Ave Ste 810,Seattle,WA,98121-4300,US,14866.00,4309.25,0.00,0.00,0.00,4310.00,0.00,1108.00,3081.00,0.00,0.00,0.00,0.00,20167.00,0.00,27674.25,32016,16559
16570-2016,2016,KALISPEL TRIBE,cholmes@kalispeltribe.com,(509) 481-6168,100 N HAYFORD ROAD,AIRWAY HEIGHTS,WA,99001,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,0.00,0.00,30903,16570
16568-2016,2016,KAISER ALUMINUM,KYLE.ENGLAND@KAISERALUMINUM.COM,(509) 927-6609,PO BOX 15108,SPOKANE,WA,99215,US,53500.00,226.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,1113.19,1113.19,30790,16568
16568-2017,2017,KAISER ALUMINUM,KYLE.ENGLAND@KAISERALUMINUM.COM,(509) 927-6609,PO BOX 15108,SPOKANE,WA,99215,US,32400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32400.00,41663,16568
16578-2016,2016,KING CO SEXUAL ASSAULT RESOURCE CENTER,amacedeines@kcsarc.orc,(425) 226-0335,PO BOX 300,RENTON,WA,98057,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16578
16569-2017,2017,Kaiser Foundation Health Plan of the Northwest,amy.k.fauver@kp.org,(503) 813-3828,500 NE Multnomah St Ste 100,Portland,OR,97203,US,20518.00,608.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21126.35,41538,16569
28207-2019,2019,National Organization for Women-WA ST Chapter,treasurer@nowseattle.org,2063049418,PO Box 111684 Ste 201,Tacoma,WA,98411-1684,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,28207
16569-2016,2016,Kaiser Foundation Health Plan of the Northwest,amy.k.fauver@kp.org,(503) 813-3828,500 NE Multnomah St Ste 100,Portland,OR,97203,US,16800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16800.00,29577,16569
17238-2018,2018,WA ST DENTAL ASSN,bracken@WSDA.ORG,(206) 448-1914,126 NW CANAL ST,SEATTLE,WA,98107,US,210400.00,35980.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246380.70,51721,17238
16520-2018,2018,IDENTITY CLARK CO,admin@iccbusiness.org,(360) 695-4116,900 Washington St,VANCOUVER,WA,98660,US,20999.92,445.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21445.66,51237,16520
16775-2019,2019,PHARMACEUTICAL CARE MANAGEMENT ASSN,bhead@pcmanet.org,(202) 756-5745,325 7TH ST NW 9TH FLOOR,WASHINGTON,DC,20004,US,137500.00,5997.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143497.68,62307,16775
16567-2018,2018,K12 INC.,GPRADO@HVJLAW.COM,(540) 341-8808,2300 CORPORATE PARK DR STE 200,HERNDON,VA,20171,US,66000.00,13700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79700.00,52169,16567
16432-2018,2018,FAITH ACTION NETWORK,DEGOOYER@FANWA.ORG,(206) 625-9790,3720 AIRPORT WAY S,SEATTLE,WA,981342217,US,3221.98,1924.49,0.00,1126.77,0.00,0.00,0.00,1112.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7385.42,52235,16432
