License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B80266,E Z AMERICAN VAN LINES INC.,7189261128,No,3626,KINGS HIGHWAY  5D,BROOKLYN,NY,11234,COMMUTER VAN AUTHORITY BASE,40.621047,-73.939488,05/10/2020,18:02:48,"(40.621047, -73.939488)"
B80107,FLUSHING VAN SERVICE INC,7182362082,No,86,BOWERY  2B,NEW YORK,NY,10013,COMMUTER VAN AUTHORITY BASE,40.717173,-73.995852,05/10/2020,18:02:48,"(40.717173, -73.995852)"
B01306,"R N D TRANSPORTATION, INC.",7183831500,No,135,GREENPOINT AVENUE,BROOKLYN,NY,11222,LIVERY BASE,40.730181,-73.954586,05/10/2020,18:02:48,"(40.730181, -73.954586)"
B02637,ROOSEVELT CAR & LIMO INC.,7187868888,No,47 - 16,48 AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,40.754266,-73.919855,05/10/2020,18:02:48,"(40.754266, -73.919855)"
B02901,GALLANT LUXURY SERVICE CORP.,2123040707,No,5030,BROADWAY  SUITE 804,NEW YORK,NY,10034,BLACK CAR BASE,40.86885,-73.91664,05/10/2020,18:02:48,"(40.86885, -73.91664)"
B01079,THE METRO MARINE CAR SERVICE INC,7187455555,No,9425,5 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.618621,-74.030267,05/10/2020,18:02:48,"(40.618621, -74.030267)"
B01420,A.M.N. MANAGEMENT INC.,7184160723,No,69-38,76 STREET,MID. VILLAGE,NY,11379,LIVERY BASE,40.707629,-73.875081,05/10/2020,18:02:48,"(40.707629, -73.875081)"
B02460,CABOT LIMO NY CORP.,7184646666,No,212-03,UNION TURNPIKE,OAKLAND GRDNS,NY,11364,LUXURY/LIMOUSINE,40.733903,-73.758753,05/10/2020,18:02:48,"(40.733903, -73.758753)"
B02144,"SILVER STAR LIMOUSINES, INC.",5165400040,No,145,WEST JOHN STREET,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.767439,-73.532154,05/10/2020,18:02:48,"(40.767439, -73.532154)"
B02465,7 STAR CAR & LIMOUSINE INC.,7187076166,No,43-23,35 STREET,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.745471,-73.92933,05/10/2020,18:02:48,"(40.745471, -73.92933)"
B01963,AFRO CAR SERVICE CORP,7183424200,No,73,HEGEMAN AVENUE,BROOKLYN,NY,11212,LIVERY BASE,40.65609,-73.90948,05/10/2020,18:02:48,"(40.65609, -73.90948)"
B03247,Q FAMILY DIGITAL DISPATCH CORP.,6462962939,No,72,WEST  106 STREET,NEW YORK CITY,NY,10025,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02472,NEW BUSHWICK LUXURY INC.,7188217777,No,184,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,BLACK CAR BASE,40.703715,-73.927365,05/10/2020,18:02:48,"(40.703715, -73.927365)"
B00833,OMEGA CAR SERVICE INC.,7183411777,No,231-32,MERRICK BOULEVARD,LAURELTON,NY,11413,LIVERY BASE,40.675213,-73.73848,05/10/2020,18:02:48,"(40.675213, -73.73848)"
B03145,YERZ CAR INC.,3476214317,No,1018,CASTLE HILL AVENUE  OFFICE#2,BRONX,NY,10472,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2127411562,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.98998,05/10/2020,18:02:48,"(40.678782, -73.98998)"
B90334,TAMAR TRANSP CORP,7183681111,No,601,BRIGHTON BEACH_AVE,BROOKLYN,NY,11235,PARATRANSIT BASE,40.577898,-73.961479,05/10/2020,18:02:48,"(40.577898, -73.961479)"
B03191,GUILLEN TRANSPORTATION SERVICES INC,3475776369,No,1274-A,BRONX RIVER AVENUE  SUITE 1 FL1,BRONX,NY,10472,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02760,VISMAR RADIO DISPATCH INC.,9174737777,No,1040-52,FREEMAN STREET,BRONX,NY,10459,LIVERY BASE,40.828466,-73.88637,05/10/2020,18:02:48,"(40.828466, -73.88637)"
B01259,THE NEW BROOKLYN C/S INC,7183882828,No,390,BROADWAY  1FL,BROOKLYN,NY,11211,LIVERY BASE,40.709336,-73.95656,05/10/2020,18:02:48,"(40.709336, -73.95656)"
B90734,SUPREME EXPRESS SERVICE,7187561792,No,3419,CHURCH AVENUE  1ST FLOOR,BROOKLYN,NY,11203,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02739,TRAXLINE CAR SERVICE INC.,7187894901,No,7,MARCUS GARVEY BLVD  STE 212,BROOKLYN,NY,11206,BLACK CAR BASE,40.693704,-73.962047,05/10/2020,18:02:48,"(40.693704, -73.962047)"
B02795,LIMO SEVEN TRANSPORTATION INC,6464625191,No,3514,14 AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.641301,-73.98238,05/10/2020,18:02:48,"(40.641301, -73.98238)"
B03076,CHARRITOS BLACK CAR INC,7184422004,No,103,PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03131,HYTCH HOLDING LLC,9178467102,No,570,KINDERKAMACK ROAD,RIVER EDGE,NJ,07661,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02840,RAELEEN CAR CORP.,9176031815,No,565,VAN NEST AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.755734,-73.93795,05/10/2020,18:02:48,"(40.755734, -73.93795)"
B02756,ALLY CAR SERVICE LLC,7184357777,No,2939,AVENUE Y,BROOKLYN,NY,11235,LIVERY BASE,40.591996,-73.93961,05/10/2020,18:02:48,"(40.591996, -73.93961)"
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,7183242222,No,708,NEREID AVENUE,BRONX,NY,10466,LIVERY BASE,40.898142,-73.854019,05/10/2020,18:02:48,"(40.898142, -73.854019)"
B01536,FIRST CLASS C/L SVC CORP,2123041111,Yes,4980,BROADWAY,NEW YORK,NY,10034,LIVERY BASE,40.868198,-73.91923,05/10/2020,18:02:48,"(40.868198, -73.91923)"
B02887,"EINUNDZWANZIG-NY, LLC",6466657350,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B80169,ROYAL ROSE TRANSPORTATION LLC,7185939290,No,839,TROY AVENUE,BROOKLYN,NY,11203,COMMUTER VAN AUTHORITY BASE,40.652592,-73.935959,05/10/2020,18:02:48,"(40.652592, -73.935959)"
B03291,TRACY LUXURY CORP.,3479070505,No,12,LAKESHORE DRIVE  SUITE A2,FARMINGTON,CT,06032,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03062,BQN VOUCHER INC,6462716133,No,1106,GARRISON AVENUE,BRONX,NY,10474,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,7184838388,No,325,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02653,NEW COLLEGE CAR SVCE INC,7187313333,Yes,1588,DR M L KING JR BOULEVARD,BRONX,NY,10453,LIVERY BASE,40.846778,-73.920631,05/10/2020,18:02:48,"(40.846778, -73.920631)"
B01745,AZUAY CORPORATION,7187384994,Yes,96-04,LIBERTY AVE,QUEENS,NY,11417,LIVERY BASE,40.68254,-73.8359,05/10/2020,18:02:48,"(40.68254, -73.8359)"
B00222,"REYNO CAR SVC, INC.",2129236800,Yes,199,AUDUBON AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.844996,-73.9348,05/10/2020,18:02:48,"(40.844996, -73.9348)"
B02925,SIGNATURE BLACK CAR LLC,9295220461,No,33-24,NORTHERN BOULEVARD,LIC,NY,11101,BLACK CAR BASE,40.751736,-73.930223,05/10/2020,18:02:48,"(40.751736, -73.930223)"
B00693,BUSHWICK CAR SVCE INC,7183865002,No,184,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,LIVERY BASE,40.703715,-73.92737,05/10/2020,18:02:48,"(40.703715, -73.92737)"
B03115,TAHA INC.,3477574656,No,1,NEW KING STREET  SUITE 102,WEST HARRISON,NY,10604,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02390,TEL AVIV CAR & LIMOUSINE SERVICE INC.,2125050555,No,43-23,35 STREET,LIC,NY,11101,LIVERY BASE,40.745471,-73.929332,05/10/2020,18:02:48,"(40.745471, -73.929332)"
B03098,USA DRIVERS GROUP INC.,7182054872,No,55-01,69TH STREET,MASPETH,NY,11378,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03281,JARPA TRANSPORTATION CORP.,7186350047,No,2825,THIRD AVENUE  SUITE 301,BRONX,NY,10455,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",7185622222,Yes,550,EAST  187 STREET,BRONX,NY,10458,LIVERY BASE,40.856193,-73.889072,05/10/2020,18:02:48,"(40.856193, -73.889072)"
B01244,MASADA II C/L SVC INC,7188059090,No,63-51,AUSTIN STREET,REGO PARK,NY,11375,LIVERY BASE,40.727542,-73.86449,05/10/2020,18:02:48,"(40.727542, -73.86449)"
B03159,A1 ACCESSIBLE TRANSPORTATION LLC,6464187947,No,57,WEST   57 STREET  4TH FLOOR,NEW YORK,NY,10019,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,7187987802,No,3455,A BAYCHESTER AVENUE,BRONX,NY,10469,LIVERY BASE,40.880322,-73.83821,05/10/2020,18:02:48,"(40.880322, -73.83821)"
B00991,BLUE LANE CAR SERVICE INC,7186411111,No,104-19,99TH STREET,OZONE PARK,NY,11417,LIVERY BASE,40.682799,-73.841307,05/10/2020,18:02:48,"(40.682799, -73.841307)"
B00196,NEW EASY WAY RADIO DISP INC,2123606241,No,220,EAST  116 STREET,NEW YORK,NY,10029,LIVERY BASE,40.797323,-73.9393,05/10/2020,18:02:48,"(40.797323, -73.9393)"
B02956,W.K.EXPRESS LIMO SERVICE INC,7182747888,No,1206,60 STREET,BROOKLYN,NY,11219,BLACK CAR BASE,40.712007,-73.99515,05/10/2020,18:02:48,"(40.712007, -73.99515)"
B02736,TRINITY CAR SERVICE INC,7183228700,No,134-15,ROCKAWAY BOULEVARD,SOUTH OZONE PK,NY,11420,LIVERY BASE,40.674804,-73.80358,05/10/2020,18:02:48,"(40.674804, -73.80358)"
B03136,GREENPOINT TRANSIT LLC,6468468748,No,31-00,47TH AVENUE  SUITE 2115,QUEENS,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",9142419211,No,296,ADAMS STREET,BEDFORD HILLS,NY,10507,LUXURY/LIMOUSINE,41.239825,-73.692715,05/10/2020,18:02:48,"(41.239825, -73.692715)"
B02553,"NEW JUBILEE CAR SERVICE, INC.",7183592222,No,14-21,COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,LIVERY BASE,40.784715,-73.84563,05/10/2020,18:02:48,"(40.784715, -73.84563)"
B02133,"TWR CAR & LIMO, INC.",7186432200,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B90653,LAKEVILLE AMBULETTE TRANSPORTATION LLC,7182892235,No,271-11,76 AVENUE,NEW HYDE PARK,NY,11040,PARATRANSIT BASE,40.755518,-73.707367,05/10/2020,18:02:48,"(40.755518, -73.707367)"
B02806,WIZ LIMO TRANSIT INC.,7186965555,Yes,147-13,UNION TURNPIKE,FLUSHING,NY,11367,BLACK CAR BASE,40.718909,-73.813241,05/10/2020,18:02:48,"(40.718909, -73.813241)"
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",2036220973,No,209,BRUCE PARK AVE,GREENWICH,CT,06830,LUXURY/LIMOUSINE,41.022593,-73.619392,05/10/2020,18:02:48,"(41.022593, -73.619392)"
B02738,EXPLORER CAR SERVICE INC.,7182380404,No,6809,3 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.636094,-74.02563,05/10/2020,18:02:48,"(40.636094, -74.02563)"
B03073,"TRANSMEDI, LLC",6462346133,No,152 - 53,10 AVENUE  STE 217,WHITESTONE,NY,11357,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03048,ATLANTIS TRANSPORTATION SERVICES INC,9177412099,No,2607,NOSTRAND AVENUE,BROOKLYN,NY,11210,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02727,OSCAR LIMOUSINE INC,6468530201,No,3646,PRAIRIE PATH,BETHPAGE,NY,11714,LUXURY/LIMOUSINE,40.803977,-73.40549,05/10/2020,18:02:48,"(40.803977, -73.40549)"
B03078,EQUALTRANS LLC,7182612620,No,3148,EAST TREMONT AVENUE  STE 4,BRONX,NY,10461,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01678,"G.T.N.Y. CAR SERVICE, INC.",2123042222,Yes,177,SHERMAN AVENUE,NEW YORK,NY,10034,LIVERY BASE,40.864581,-73.92253,05/10/2020,18:02:48,"(40.864581, -73.92253)"
B01109,UNITED EXP C/L SVCE,7184524000,Yes,1304,UTICA AVENUE,BROOKLYN,NY,11203,LIVERY BASE,40.680038,-73.95798,05/10/2020,18:02:48,"(40.680038, -73.95798)"
B01009,UNITED LIMO C/M SVC CORP,7183876175,No,208,ROSS STREET,BROOKLYN,NY,11211,LIVERY BASE,40.706479,-73.958924,05/10/2020,18:02:48,"(40.706479, -73.958924)"
B90726,BLOOM TRANS SERVICES LLC,6462474839,No,1565,ODELL STREET,BRONX,NY,10462,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02243,BARONAS LUXURY II INC,7184244141,No,1804,RANDALL AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.816803,-73.862557,05/10/2020,18:02:48,"(40.816803, -73.862557)"
B02315,LA MORENITA CAR LIMO SERVICE INC,7186150039,No,115,BRIGHTON   11 STREET,BROOKLYN,NY,11235,LIVERY BASE,40.579811,-73.95744,05/10/2020,18:02:48,"(40.579811, -73.95744)"
B02687,ECO RIDE INC.,7186463500,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,LIVERY BASE,40.640231,-73.918947,05/10/2020,18:02:48,"(40.640231, -73.918947)"
B80164,"TRANSXPRESS SERVICES,INC",7188999348,No,34-52,60TH STREET,WOODSIDE,NY,11377,COMMUTER VAN AUTHORITY BASE,40.750472,-73.902523,05/10/2020,18:02:48,"(40.750472, -73.902523)"
B01616,"H & B CAR AND LIMOUSINE, INC",7185072600,No,72-17,QUEENS BOULEVARD,WOODSIDE,NY,11377,LIVERY BASE,40.739709,-73.890955,05/10/2020,18:02:48,"(40.739709, -73.890955)"
B02787,SEMPERIDE LLC,7183509591,No,85,BROAD STREET  27TH FLOOR,NEW YORK,NY,10004,BLACK CAR BASE,40.7042,-74.00824,05/10/2020,18:02:48,"(40.7042, -74.00824)"
B01600,R & N CAR SERVICE INC.,7186582233,No,179-36,HILLSIDE AVENUE,JAMAICA,NY,11432,LIVERY BASE,40.712662,-73.78303,05/10/2020,18:02:48,"(40.712662, -73.78303)"
B03039,BLEXCAR CORP,3473939438,No,367,HARNED RD,COMMACK,NY,11725,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,3476068698,Yes,886,RUTLAND ROAD  1ST FLOOR,BROOKLYN,NY,11203,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00811,LLAMA LIMO C/S CORP,7185386000,Yes,49,WEST  170 STREET,BRONX,NY,10452,LIVERY BASE,40.840787,-73.920353,05/10/2020,18:02:48,"(40.840787, -73.920353)"
B90627,ATLAS AMBULETTE INC,7187763314,No,263-18,HILLSIDE AVENUE,FLORAL PARK,NY,11004,PARATRANSIT BASE,40.73776,-73.704729,05/10/2020,18:02:48,"(40.73776, -73.704729)"
B02967,ABIEL TRANSPORTATION CORP,7187336000,No,261,EAST KINGSBRIDGE ROAD  N-46,BRONX,NY,10458,BLACK CAR BASE,40.863983,-73.89383,05/10/2020,18:02:48,"(40.863983, -73.89383)"
B03069,"HINOMARUNY INTERNATIONAL,INC",2127819000,No,315,FIFTH AVENUE  SUITE 506,NEW YORK,NY,10016,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01051,B Q N C/S CORP,7183281111,No,1104,GARRISON AVENUE,BRONX,NY,10474,LIVERY BASE,40.819497,-73.88907,05/10/2020,18:02:48,"(40.819497, -73.88907)"
B02634,VETERANS RADIO DISPATCHER CORP.,7183647878,No,131,KINGSBRIDGE ROAD,BRONX,NY,10468,LIVERY BASE,40.86927,-73.90281,05/10/2020,18:02:48,"(40.86927, -73.90281)"
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,7183881800,No,390,METROPOLITAN AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.713899,-73.95531,05/10/2020,18:02:48,"(40.713899, -73.95531)"
B02334,"GROUND TRAVEL SERVICES II, LTD.",7183666856,No,64-32,SHALER AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.703281,-73.892304,05/10/2020,18:02:48,"(40.703281, -73.892304)"
B03188,JC LUXURY INC,7186260101,No,35-28,19 AVENUE,ASTORIA,NY,11105,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01444,REGO PARK EXPRESS INC.,7189979700,No,66-20,99 STREET,FOREST HILLS,NY,11374,LIVERY BASE,40.72785,-73.854874,05/10/2020,18:02:48,"(40.72785, -73.854874)"
B00256,FAST OPERATING CORP,2126666666,No,2642,BROADWAY,NY,NY,10025,LIVERY BASE,40.760313,-73.9412,05/10/2020,18:02:48,"(40.760313, -73.9412)"
B03114,PRAISE RIDE INC.,3475793828,No,38,WAVERLY AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03042,BAYRIDGE EXPRESS LUXYRY INC,9088382287,No,377,BAYRIDGE AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03221,FRONT LINE CAR & LIMO SERVICE INC,9179458847,No,8623,5 TH AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01309,ACME LIMOUSINE LLC,2124311900,No,43-39,21 STREET  STE 207,LIC,NY,11101,BLACK CAR BASE,40.751808,-73.9473,05/10/2020,18:02:48,"(40.751808, -73.9473)"
B02207,"EASTERN LUXURY, INC.",7184993355,No,222,15 STREET,BROOKLYN,NY,11215,BLACK CAR BASE,40.665361,-73.989169,05/10/2020,18:02:48,"(40.665361, -73.989169)"
B02962,"HEALTH BLACK CAR SERVICES, CORP",7186761132,No,454B,RIVERDALE AVENUE  GROUND FLOOR,YONKERS,NY,10705,BLACK CAR BASE,40.829281,-73.876669,05/10/2020,18:02:48,"(40.829281, -73.876669)"
B02346,PIA CAR LIMO. INC.,7188590100,Yes,1131,CONEY ISLAND AVENUE,BROOKLYN,NY,11230,LIVERY BASE,40.630098,-73.96582,05/10/2020,18:02:48,"(40.630098, -73.96582)"
B02664,CORPORATE CAR LTD.,7184181100,No,7310,88 STREET,GLENDALE,NY,11385,BLACK CAR BASE,40.70868,-73.863547,05/10/2020,18:02:48,"(40.70868, -73.863547)"
B02254,"FINESSE GROUP LIMOUSINE,INC.",7182229999,No,424,BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,BLACK CAR BASE,40.684202,-73.978792,05/10/2020,18:02:48,"(40.684202, -73.978792)"
B02984,GRAND PRIX TRANSPORTATION LLC,3479729911,No,1702,AVENUE Z  #102,BROOKLYN,NY,11235,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01928,DISCOVER LIMO INC,7188517777,No,740,MYRTLE AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.62617,-73.994136,05/10/2020,18:02:48,"(40.62617, -73.994136)"
B03229,FVR TRANSPORTATION INC.,9179295146,No,1379,WHITE PLAINS ROAD  #301,BRONX,NY,10462,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03059,"VOYAGER'S CAR & LIMO,INC",7188056666,No,120-19,JAMAICA AVENUE,RICHMOND HILL,NY,11418,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03241,KAIRON LLC,7187499656,No,687A,WASHINGTON AVENUE,BROOKLYN,NY,11238,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03101,MBS LIMOS LTD,3478258077,No,33-20,55 STREET  UNIT 235,WOODSIDE,NY,11377,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90097,CITYWIDE MOBILE RESPONSE CORP,7185976100,No,1624,STILLWELL AVENUE,BRONX,NY,10461,PARATRANSIT BASE,40.855619,-73.839821,05/10/2020,18:02:48,"(40.855619, -73.839821)"
B00350,CHAMPION CAR & LIMO SVC. INC.,7187798080,Yes,107-04,37 AVENUE,CORONA,NY,11368,LIVERY BASE,40.753702,-73.86129,05/10/2020,18:02:48,"(40.753702, -73.86129)"
B00937,RIVERSIDE RADIO DISPATCHER,2129231111,Yes,1642,ST NICHOLAS AVENUE,NEW YORK,NY,10040,LIVERY BASE,40.856313,-73.928389,05/10/2020,18:02:48,"(40.856313, -73.928389)"
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",9147259444,No,600,MAMARONECK AVE  4TH FL,HARRISON,NY,10528,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,7186348282,No,114-04,BEACH CHANNEL DRIVE,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.580875,-73.828193,05/10/2020,18:02:48,"(40.580875, -73.828193)"
B01386,FENIX PREMIUM CORP.,7188212121,No,586,SENECA AVENUE,RIDGEWOOD,NY,11385,LIVERY BASE,40.704206,-73.91033,05/10/2020,18:02:48,"(40.704206, -73.91033)"
B01738,SAETA CAR SERVICE INC.,7184248282,No,80-01,31 AVENUE,EAST ELMHURST,NY,11370,LIVERY BASE,40.759078,-73.88774,05/10/2020,18:02:48,"(40.759078, -73.88774)"
B01768,NEW SUPERIOR RADIO GRP CORP,7186180093,Yes,1748,EAST TREMONT AVENUE,BRONX,NY,10460,LIVERY BASE,40.808373,-73.929466,05/10/2020,18:02:48,"(40.808373, -73.929466)"
B03139,MJ LUXURY INC.,7183282222,No,781,VAN NEST AVE,BRONX,NY,10462,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03152,EXIT LUXURY INC.,7184729800,Yes,29 - 10,36 AVENUE,ASTORIA,NY,11106,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03037,RIDE SOLUTION WORLDWIDE INC,5162349980,No,79,SEVILLE STREET,ELMONT,NY,11003,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B03297,ABA LUXURY CAR INC.,7184828468,No,45-35,39 AVENUE,SUNNYSIDE,NY,11104,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B01239,BEST DEAL PVT C/S INC,7187985555,No,757A,BURKE AVENUE,BRONX,NY,10467,LIVERY BASE,40.871551,-73.86485,05/10/2020,18:02:48,"(40.871551, -73.86485)"
B02897,FC LIMOUSINE INC,2126530087,No,85 - 56,118 STREET,KEW GARDENS,NY,11415,LUXURY/LIMOUSINE,40.764583,-73.83384,05/10/2020,18:02:48,"(40.764583, -73.83384)"
B02878,"ELF-NY,LLC",6466657540,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B02819,FIVE STAR LUXURY INC.,7189400044,No,787,CONEY ISLAND AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.638265,-73.96821,05/10/2020,18:02:48,"(40.638265, -73.96821)"
B90122,SINAI I INC,7188680099,No,1224,BRUNSWICK AVENUE,FAR ROCKAWAY,NY,11691,PARATRANSIT BASE,40.610014,-73.748686,05/10/2020,18:02:48,"(40.610014, -73.748686)"
B00248,YELLOWSTONE TRANSPORTATION INC.,7185397777,No,41-31,MAIN STREET,FLUSHING,NY,11355,LIVERY BASE,40.758114,-73.82962,05/10/2020,18:02:48,"(40.758114, -73.82962)"
B00628,"CONCORD LIMOUSINE 1, LLC",7189656100,No,712,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.663353,-73.99894,05/10/2020,18:02:48,"(40.663353, -73.99894)"
B02608,PARADA LUXURY INC.,9176564676,No,125,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.65464,-74.013585,05/10/2020,18:02:48,"(40.65464, -74.013585)"
B02898,SANO CAR LLC,2125675009,No,5030,BROADWAY  SUITE 676,NEW YORK,NY,10034,BLACK CAR BASE,40.86885,-73.91664,05/10/2020,18:02:48,"(40.86885, -73.91664)"
B03057,PROSPECT LUXURY CAR SERVICE,9294003838,No,1161,SOUTHERN BOULEVARD,BRONX,NY,10459,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02532,COZY RIDE LIMOUSINE INC,7183595000,No,36-26,UNION STREET  3RD FLR,FLUSHING,NY,11354,BLACK CAR BASE,40.763441,-73.828039,05/10/2020,18:02:48,"(40.763441, -73.828039)"
B01057,NEW AMERICAN C/L SVC,7189727979,No,221,DITMAS AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.635927,-73.976186,05/10/2020,18:02:48,"(40.635927, -73.976186)"
B01606,LA MEXICANA EXPRESS INC.,7184375555,No,4604,7 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.644713,-74.003866,05/10/2020,18:02:48,"(40.644713, -74.003866)"
B01623,JAMAICA EXPRESS CAR SERVICE INC.,7183221800,No,111-05,ROCKAWAY BOULEVARD,SOUTH OZONE PK,NY,11420,LIVERY BASE,40.677677,-73.827348,05/10/2020,18:02:48,"(40.677677, -73.827348)"
B02512,UNTER LLC,7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,LUXURY/LIMOUSINE,40.74844,-73.93946,05/10/2020,18:02:48,"(40.74844, -73.93946)"
B01479,PRATT CAR SERVICE INC,7187894900,No,175,TOMPKINS AVENUE,BROOKLYN,NY,11206,LIVERY BASE,40.693241,-73.945613,05/10/2020,18:02:48,"(40.693241, -73.945613)"
B00280,FLEET RADIO DISPATCH CORP.,7186517300,No,59-01,37 AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,40.749922,-73.903309,05/10/2020,18:02:48,"(40.749922, -73.903309)"
B00401,TREMONT DISPATCHING CORP,7188227777,No,1733,EDISON AVENUE,BRONX,NY,10461,LIVERY BASE,40.846504,-73.832717,05/10/2020,18:02:48,"(40.846504, -73.832717)"
B03002,"REYNO,INC.",2129272225,No,199,AUDUBON AVENUE,NEW YORK,NY,10033,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90691,"ALTA MEDICAL TRANSPORTATION, INC.",7188972582,No,85-02,67 AVENUE  SUITE 1,REGO PARK,NY,11374,PARATRANSIT BASE,40.717275,-73.86211,05/10/2020,18:02:48,"(40.717275, -73.86211)"
B03244,HI5 TRANSPORTATION INC.,9293235153,No,8623,5 AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02167,MADISON LIMOUSINE INC,7187679210,No,18-31,COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,BLACK CAR BASE,40.782244,-73.8456,05/10/2020,18:02:48,"(40.782244, -73.8456)"
B03184,COOP CAR CARE INC,7188281381,No,3287B,WESTCHERSTER AVENUE,BRONX,NY,10461,BLACK CAR BASE,,,05/10/2020,18:02:48,
