name;segment;length;status;geo_shape;width;trailtype;surftype;installdate;priorcorr;pilzone;equestrian;ada;projname;projnum;lastmaint;notes;rating;looptrail;loopname;geo_point_2d
Churchill Estates Greenway;Camp Branch GW to Churchill Estates;0.35676824;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77703159727925, 35.68380644281035], [-78.77621196091091, 35.68413895989241], [-78.77520760887721, 35.68453207755083], [-78.77508497127471, 35.684584193646714], [-78.7745436551493, 35.68479209762753], [-78.77396445910192, 35.68502701237907], [-78.77328084485823, 35.685299937237126], [-78.77263673861951, 35.68556251761006], [-78.77223043575972, 35.68574479136809], [-78.77227142910661, 35.686046782847605], [-78.7722896208903, 35.68631380523633], [-78.7722902282517, 35.68654693644284]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.6849518932, -78.7743100682
Churchill Estates GW Connector;Connects to Orchard Knoll Dr;0.09941377999999901;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.7755831496904, 35.685846156445216], [-78.77572037270424, 35.68542223071945], [-78.77570751529635, 35.68517065553568], [-78.77563811744918, 35.68493735688359], [-78.77553368886223, 35.684737300184565], [-78.775330207835, 35.68449423359817]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.6851428292, -78.775608788
Highcroft Dr Street-Side Trail;Carpenter Fire Station Rd to Morris Branch GW;0.22828309999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.88501682525067, 35.82656986189589], [-78.88504821800552, 35.826404459543326], [-78.8850694916086, 35.82627093219392], [-78.88507908921379, 35.8261106847043], [-78.8850792546416, 35.82599430778243], [-78.88503274430936, 35.82575387819], [-78.88479025838211, 35.824948549187454], [-78.88474839080509, 35.824738650059416], [-78.88470888272403, 35.82451730533004], [-78.88469271827103, 35.82435321717007], [-78.88469364612212, 35.8237026508295], [-78.88470149619063, 35.82356057782015], [-78.884713513299, 35.82334691239991], [-78.88472134768935, 35.82329495626033]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8249392923, -78.8848480453
Panther Creek Greenway;NC540 Underpass;0.10600697;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.89293391386474, 35.81565990902112], [-78.89280458873982, 35.81548272566961], [-78.89277753879264, 35.81545766102668], [-78.89274390327766, 35.81543020655497], [-78.89270806388767, 35.815409904919676], [-78.89265319988309, 35.81538362329608], [-78.89257198775181, 35.81535553108205], [-78.89218931966732, 35.815238934671385], [-78.89197281460046, 35.81517070940095], [-78.89191134026686, 35.815161711865635], [-78.89184839473211, 35.81515807863312], [-78.89177079587351, 35.81516576031843], [-78.89170196734752, 35.81518298856191], [-78.89162725866298, 35.815218098504495], [-78.89159209036477, 35.81524310717881], [-78.89156496891415, 35.81527170039554], [-78.89153857331354, 35.81530446742657], [-78.8915224323787, 35.815332474622764], [-78.89150334014967, 35.815377768570755], [-78.89148499727717, 35.81541054275727], [-78.89145199314777, 35.81545880501908]]}";10.0;Greenway;Concrete;;Um Park To ATT;West;;;White Oak and Panther Creek Greenway Underpass at NC Turnpike;PR1187 R2635C2;;;;;;35.8153172803, -78.8921881028
Swift Creek Greenway;Along NE Hemlock Bluffs;0.80367215;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.78967053110081, 35.7301184923901], [-78.78965499064297, 35.73013427359467], [-78.78964333195657, 35.730147288019275], [-78.78963023555005, 35.73016267414091], [-78.7896185694873, 35.730178948769684], [-78.78960537255931, 35.73020025665043], [-78.78959326684534, 35.73022363503672], [-78.7895817680461, 35.730240197484605], [-78.78956665044578, 35.73025531600724], [-78.78954892929349, 35.73026754206988], [-78.78952860346824, 35.73027688197912], [-78.78950643164751, 35.73028405542923], [-78.78948342762475, 35.73028690000687], [-78.78946043033265, 35.730287581327666], [-78.78943744318947, 35.73028393613346], [-78.78941538991546, 35.73027740729679], [-78.7894047878214, 35.730273061528486], [-78.78938005448579, 35.7302607629506], [-78.78935802109561, 35.730247022356025], [-78.78933683380119, 35.73023184555219], [-78.78931741976054, 35.73021450314084], [-78.7892988510453, 35.73019644560796], [-78.78928390751766, 35.730176952170446], [-78.78926980933761, 35.730156734599326], [-78.78925674152453, 35.730128841926096], [-78.789248692322, 35.7301141565546], [-78.78924325105744, 35.73010109634266], [-78.78923664479932, 35.730082886446034], [-78.78922576082255, 35.73005732576249], [-78.78921369902498, 35.730031119467434], [-78.78919413764746, 35.73000586103557], [-78.78917069340265, 35.72998378939536], [-78.78914959403868, 35.72996714890089], [-78.7891206720918, 35.72994602410709], [-78.78909258916384, 35.72992618249384], [-78.7890620593564, 35.729908248419456], [-78.78900460843421, 35.72987685724785], [-78.78891424965846, 35.729834872097], [-78.78879683099088, 35.72976869971001], [-78.78870027543029, 35.72971270822834], [-78.78856634163486, 35.72961615094157], [-78.78849060315173, 35.72955626010204], [-78.78841936488935, 35.72948246093362], [-78.78836869610411, 35.729402548399115], [-78.78826657997762, 35.72921845368008], [-78.78819013080401, 35.7291084791221], [-78.7881253007918, 35.72903237442251], [-78.78810428714617, 35.728983165935446], [-78.78805740822972, 35.728935824204285], [-78.78802923020255, 35.728920449315304], [-78.78796821290922, 35.72890054918759], [-78.78789465472151, 35.72887679099091], [-78.78781145982587, 35.72883391522442], [-78.7877204920219, 35.728768137600426], [-78.78754951669865, 35.728568101474174], [-78.78748210074397, 35.72851526323228], [-78.78735558439169, 35.728418305597394], [-78.78720683083492, 35.72835321352283], [-78.7871108631218, 35.72833073436704], [-78.78698624652068, 35.72831236298914], [-78.78688381504628, 35.7283139972619], [-78.7867570267162, 35.72828836138741], [-78.78668935281928, 35.72826992898807], [-78.78651876757755, 35.728210880196634], [-78.78640760756919, 35.72820046469617], [-78.78631360653343, 35.72819902251354], [-78.78621651969586, 35.72818608068822], [-78.78606929539748, 35.72818071225958], [-78.78595029465302, 35.728172842427625], [-78.78587360355777, 35.7281554645359], [-78.78575940529181, 35.728115669556345], [-78.78566862476933, 35.72807528023897], [-78.78556540627217, 35.72802400935189], [-78.78549653482484, 35.72798046136566], [-78.78539645412442, 35.72792153519669], [-78.7853027316432, 35.72784729071391], [-78.78521819352483, 35.72780371764199], [-78.78515250337072, 35.727767839341084], [-78.78509315669426, 35.72772175707971], [-78.78501031024427, 35.72767563239079], [-78.78492893640203, 35.727646109707976], [-78.78478493007086, 35.72760243216273], [-78.78466291609712, 35.727556237989596], [-78.78454077975272, 35.72752409208786], [-78.78441868101129, 35.72750982282078], [-78.78430755625237, 35.72748663948606], [-78.78423713868047, 35.72745458489758], [-78.78417298970325, 35.72740976549102], [-78.78406977639708, 35.72735722060963], [-78.7839445483285, 35.72731612622086], [-78.78374421696506, 35.72726340506355], [-78.78354624539053, 35.727210048705906], [-78.7832516576097, 35.72706326433435], [-78.78319958992032, 35.72703638497476], [-78.78315036736198, 35.727016598963985], [-78.78309630818597, 35.72701020214719], [-78.78303632849563, 35.727012460440704], [-78.7828480868609, 35.72697509330155], [-78.78273027304994, 35.72693391533695], [-78.78266105191709, 35.72689594903566], [-78.78258239260236, 35.72685975323842], [-78.7825291393099, 35.72683529072574], [-78.78237863064737, 35.726861841777016], [-78.78230351984047, 35.7268527686908], [-78.78213918785795, 35.72678861509102], [-78.78194194756358, 35.72674611161269], [-78.78180893483267, 35.72671905419434], [-78.78167274509306, 35.72668304762701], [-78.7815475037699, 35.72664769961796], [-78.78148734118284, 35.726593308971225], [-78.78135896427514, 35.72647153262156], [-78.78129448109809, 35.726394996683254], [-78.78120858650232, 35.72629394756664], [-78.78107152081068, 35.726208209739426], [-78.78096918049553, 35.72617708913286], [-78.78072567577615, 35.72608126962892], [-78.78030576444584, 35.72571636616139], [-78.78009745353737, 35.725564566735514], [-78.77991683740854, 35.72551205151643], [-78.77981670823374, 35.72547355718605], [-78.77972677942398, 35.72543188319841], [-78.77963012244757, 35.725417342370726], [-78.77950566909163, 35.7254029854789], [-78.77937830885958, 35.7254047665782], [-78.77922319420944, 35.72542172752172], [-78.77908217823402, 35.72545787229361], [-78.77898504986712, 35.72546216765439], [-78.77892872439904, 35.72545312658161], [-78.77877773871337, 35.72537685670878], [-78.77870530201818, 35.72534571821752], [-78.77849347856956, 35.72524774706899], [-78.77812994098626, 35.72512493793937], [-78.77781027939301, 35.725036243223954]]}";10.0;Greenway;Asphalt;;RTP To Middle Creek;South;No;;;;;;;;;35.7273999176, -78.7839424731
Swift Creek Greenway;Connects to Apex Lake;0.12582678999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.82858307431603, 35.756495745829675], [-78.82860313627958, 35.75637284949527], [-78.82861625717153, 35.756225365320084], [-78.82861052133389, 35.7559095325178], [-78.82860908374342, 35.755593705732295], [-78.82860961669145, 35.75534208771122], [-78.82860153661407, 35.755139047647425], [-78.82858971825898, 35.754672233253835]]}";0.0;Street-Side;Concrete;;RTP To Middle Creek;Central;;;;;;;;;;35.7555849034, -78.8286051184
NW Cary Pkwy Street-Side Trail;Thorpe Dr to Silverridge Ct;0.09649436999999901;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.79171597015791, 35.81773385880117], [-78.79166641871915, 35.81778640663022], [-78.79158996419744, 35.81784043259549], [-78.79148403991798, 35.817877174587466], [-78.79127684170291, 35.817945746775614], [-78.7911277985857, 35.81799288180418], [-78.79099665299049, 35.818032353552425], [-78.7907345455639, 35.81813806206031], [-78.7905812540014, 35.81822980697044], [-78.79043220222225, 35.818345248741686], [-78.79027245533656, 35.8184551386338]]}";10.0;Street-Side;Asphalt;;NA;Central;No;;;;;;;;;35.8180708614, -78.7909843508
Swift Creek Greenway;Gregson Dr to Regency Pkwy;0.9053175799999991;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.80434894064311, 35.73408075552591], [-78.80345254090969, 35.73405038175604], [-78.80334171544834, 35.73403686719747], [-78.80324891322196, 35.733990046714325], [-78.80317551293778, 35.733897617225175], [-78.80310785270146, 35.733800582014474], [-78.80305716923911, 35.73368510718544], [-78.80300096486224, 35.733518856162625], [-78.80292229265191, 35.73327410093678], [-78.80290563560061, 35.73312637278631], [-78.80286077136796, 35.73297398760443], [-78.80284386434573, 35.732928954469514], [-78.80280438798172, 35.73288158090556], [-78.80273082047538, 35.73285838423356], [-78.80266294784023, 35.73284904252408], [-78.8025383942641, 35.732834993904206], [-78.80241676932073, 35.73282902788956], [-78.80233319671133, 35.732832353455166], [-78.80218186767306, 35.73281364603825], [-78.80210543611805, 35.732790443432734], [-78.80175135322088, 35.73235600266706], [-78.80159049212718, 35.732171114311555], [-78.80136975214252, 35.732152291843434], [-78.80091109928749, 35.7321792360736], [-78.80056560697011, 35.73226175071687], [-78.79940980714615, 35.73266140841261], [-78.79898488478226, 35.7328084097174], [-78.7985120342287, 35.732986739888815], [-78.79820856220894, 35.73300537134473], [-78.79804481982627, 35.73293147323022], [-78.79789932575879, 35.73263362013224], [-78.79776786220403, 35.73245263334113], [-78.79705541221796, 35.732305789996715], [-78.79684493003604, 35.732093836743914], [-78.79656861531991, 35.73176517687469], [-78.79641737681202, 35.731544334362006], [-78.79618095453571, 35.73109737640268], [-78.7961553064842, 35.73081217839961], [-78.7959377346149, 35.73074186840442], [-78.7957856977743, 35.730838457378276], [-78.79549524284519, 35.73087563225576], [-78.79530421671059, 35.73076770690402], [-78.79509318813275, 35.73070816953573], [-78.79484554477291, 35.73087075169292], [-78.79443323585113, 35.73076085739024], [-78.79422798082032, 35.73071688934535], [-78.79428205974119, 35.73051849137974], [-78.79453526070134, 35.73045632942097], [-78.79475124383306, 35.73025564900297], [-78.79457934438398, 35.73017951144676], [-78.79436875489613, 35.73008066343709], [-78.79415731848948, 35.72995077799845], [-78.79397137399023, 35.729800140950786], [-78.7937098055936, 35.72954339897755], [-78.79392743621501, 35.72935717606712]]}";0.0;Greenway;Asphalt;;RTP To Middle Creek;Central;;;;;;;;;;35.7319983395, -78.7985169034
Indian Creek GW Connector;Connects to Twin Lakes Private Trail;0.031957069999999005;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.8413505635593, 35.829565308137816], [-78.84137398841168, 35.829566769933756], [-78.84141379666305, 35.82957588369863], [-78.84149340027129, 35.829601265928986], [-78.84151974812573, 35.82960559231852], [-78.8416228521868, 35.829593325820795], [-78.84163867831343, 35.829587146133264], [-78.84165744780906, 35.82957286190359], [-78.8416914812673, 35.82954047265222], [-78.84170966150901, 35.829528095764374], [-78.84174657403636, 35.82952098893348], [-78.84180062353215, 35.829521626926685], [-78.84185222521226, 35.829528267281255], [-78.84187455961359, 35.82953608013927]]}";6.0;Greenway Connector;Asphalt;;NA;Central;No;;;;;;;;;35.8295646921, -78.8416141832
Downing Village Greenway;Twin Lakes GW to Lake Grove Blvd;0.15591847;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.84372906367327, 35.82422241796066], [-78.8438351937843, 35.82415816465743], [-78.84387724540677, 35.823999823931324], [-78.84396912831998, 35.823889065181056], [-78.84413052387559, 35.823767078146595], [-78.84430288666795, 35.82368584148816], [-78.84448090873849, 35.82360008171193], [-78.84470056020425, 35.82353021562388], [-78.8449089887768, 35.823507849461116], [-78.84510061241394, 35.823497230275386], [-78.84476547404111, 35.823146807795936], [-78.84466956077851, 35.823029722482794], [-78.84462354570435, 35.8229261179314], [-78.8446060072133, 35.82279332037347]]}";0.0;Greenway;Asphalt;;NA;Central;;;;;;;;;;35.8235426165, -78.8445049689
Chatham St Street-Side Trail;High House at Chatham Street;0.07026633999999901;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.79335058671859, 35.78277975274027], [-78.79351027889527, 35.78256325277875], [-78.79376875588373, 35.78224820726243], [-78.79387655951601, 35.78211678252178], [-78.79404097769813, 35.78193029018702]]}";10.0;Street-Side;Concrete;;NA;Maynard;No;;;;;;;;;35.7823496015, -78.7936890588
Mills Park Dr Street-Side Trail;Connects to Parking Lot;0.2541465;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.89640732663398, 35.81338176372977], [-78.89677598464192, 35.81337891193794], [-78.89715071379649, 35.81337656259218], [-78.89723992292144, 35.81337930398736], [-78.89727430846541, 35.81339266370668], [-78.89729553951018, 35.81340734360234], [-78.8973175999692, 35.81343202629804], [-78.89732490841199, 35.81345336162637], [-78.89732899045262, 35.813492691174744], [-78.8973362576965, 35.81354735329618], [-78.89734850919832, 35.813594020274095], [-78.89738358629442, 35.81366070527103], [-78.89741742554355, 35.813707040696734], [-78.8974569171445, 35.81375086254077], [-78.89749843163229, 35.81379468246728], [-78.89756084676327, 35.81384861128352], [-78.89765015982331, 35.813902546433766], [-78.89773123244359, 35.81393793957114], [-78.89784342133696, 35.813973328995246], [-78.89795571458819, 35.813991867964454], [-78.89812198368621, 35.81400366491558], [-78.89853142976935, 35.81402220441602], [-78.89862038784013, 35.81402367190698], [-78.89874316671455, 35.81401977655765], [-78.89885448522791, 35.81400920350585], [-78.89899280509155, 35.81398399163458], [-78.89912995862834, 35.81394805096402], [-78.89929000167442, 35.81388025427974], [-78.89940382684333, 35.813820360899314], [-78.89948609798931, 35.8137627605251], [-78.89956030888422, 35.813700513384546], [-78.89962497222908, 35.813642577527666], [-78.89969057988161, 35.81356997950976], [-78.89974708713984, 35.81349270596025], [-78.89979879583987, 35.813409431861544], [-78.89983405323098, 35.81333213989396], [-78.89987678409442, 35.81321219480843], [-78.89990141212373, 35.813138896007636], [-78.8999210932227, 35.81311158642091], [-78.89994565273079, 35.81309360603966]]}";10.0;Street-Side;Asphalt;;NA;West;No;;;;;;;;;35.8136999294, -78.8982742937
