year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2019-05,2019-12,Long-term migrant,Net,Female,75-79 years,-6,5,Provisional
2019-06,2019-12,Long-term migrant,Net,Female,75-79 years,-4,5,Provisional
2019-07,2019-12,Long-term migrant,Net,Female,75-79 years,-2,6,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,75-79 years,3,6,Provisional
2019-09,2019-12,Long-term migrant,Net,Female,75-79 years,1,9,Provisional
2019-10,2019-12,Long-term migrant,Net,Female,75-79 years,5,15,Provisional
2019-11,2019-12,Long-term migrant,Net,Female,75-79 years,16,10,Provisional
2019-12,2019-12,Long-term migrant,Net,Female,75-79 years,26,26,Provisional
2018-08,2019-12,Long-term migrant,Net,Male,75-79 years,7,0,Final
2018-09,2019-12,Long-term migrant,Net,Male,75-79 years,12,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,75-79 years,9,1,Provisional
2018-11,2019-12,Long-term migrant,Net,Male,75-79 years,-6,2,Provisional
2018-12,2019-12,Long-term migrant,Net,Male,75-79 years,6,2,Provisional
2019-01,2019-12,Long-term migrant,Net,Male,75-79 years,-2,2,Provisional
2019-02,2019-12,Long-term migrant,Net,Male,75-79 years,-5,4,Provisional
2019-03,2019-12,Long-term migrant,Net,Male,75-79 years,-3,5,Provisional
2019-04,2019-12,Long-term migrant,Net,Male,75-79 years,-13,5,Provisional
2019-05,2019-12,Long-term migrant,Net,Male,75-79 years,-13,5,Provisional
2019-06,2019-12,Long-term migrant,Net,Male,75-79 years,-2,5,Provisional
2019-07,2019-12,Long-term migrant,Net,Male,75-79 years,-2,5,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,75-79 years,5,6,Provisional
2019-09,2019-12,Long-term migrant,Net,Male,75-79 years,3,9,Provisional
2019-10,2019-12,Long-term migrant,Net,Male,75-79 years,12,15,Provisional
2019-11,2019-12,Long-term migrant,Net,Male,75-79 years,32,12,Provisional
2019-12,2019-12,Long-term migrant,Net,Male,75-79 years,36,24,Provisional
2018-08,2019-12,Long-term migrant,Net,Female,80-84 years,-9,0,Final
2018-09,2019-12,Long-term migrant,Net,Female,80-84 years,0,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,80-84 years,2,0,Provisional
2018-11,2019-12,Long-term migrant,Net,Female,80-84 years,4,1,Provisional
2018-12,2019-12,Long-term migrant,Net,Female,80-84 years,-4,2,Provisional
2019-01,2019-12,Long-term migrant,Net,Female,80-84 years,-5,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Female,80-84 years,13,3,Provisional
2019-03,2019-12,Long-term migrant,Net,Female,80-84 years,0,3,Provisional
2019-04,2019-12,Long-term migrant,Net,Female,80-84 years,-5,3,Provisional
2019-05,2019-12,Long-term migrant,Net,Female,80-84 years,-4,4,Provisional
2019-06,2019-12,Long-term migrant,Net,Female,80-84 years,-6,3,Provisional
2019-07,2019-12,Long-term migrant,Net,Female,80-84 years,-8,4,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,80-84 years,-5,4,Provisional
2019-09,2019-12,Long-term migrant,Net,Female,80-84 years,0,7,Provisional
2019-10,2019-12,Long-term migrant,Net,Female,80-84 years,3,7,Provisional
2019-11,2019-12,Long-term migrant,Net,Female,80-84 years,11,8,Provisional
2019-12,2019-12,Long-term migrant,Net,Female,80-84 years,12,14,Provisional
2018-08,2019-12,Long-term migrant,Net,Male,80-84 years,-5,0,Final
2018-09,2019-12,Long-term migrant,Net,Male,80-84 years,7,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,80-84 years,2,1,Provisional
2018-11,2019-12,Long-term migrant,Net,Male,80-84 years,-6,1,Provisional
2018-12,2019-12,Long-term migrant,Net,Male,80-84 years,3,1,Provisional
2019-01,2019-12,Long-term migrant,Net,Male,80-84 years,10,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Male,80-84 years,5,2,Provisional
2019-03,2019-12,Long-term migrant,Net,Male,80-84 years,-2,2,Provisional
2019-04,2019-12,Long-term migrant,Net,Male,80-84 years,-5,2,Provisional
2019-05,2019-12,Long-term migrant,Net,Male,80-84 years,-7,3,Provisional
2019-06,2019-12,Long-term migrant,Net,Male,80-84 years,0,3,Provisional
2019-07,2019-12,Long-term migrant,Net,Male,80-84 years,-5,4,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,80-84 years,0,4,Provisional
2019-09,2019-12,Long-term migrant,Net,Male,80-84 years,5,6,Provisional
2019-10,2019-12,Long-term migrant,Net,Male,80-84 years,4,7,Provisional
2019-11,2019-12,Long-term migrant,Net,Male,80-84 years,5,9,Provisional
2019-12,2019-12,Long-term migrant,Net,Male,80-84 years,19,12,Provisional
2018-08,2019-12,Long-term migrant,Net,Female,85-89 years,5,0,Final
2018-09,2019-12,Long-term migrant,Net,Female,85-89 years,-3,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,85-89 years,2,0,Provisional
2018-11,2019-12,Long-term migrant,Net,Female,85-89 years,7,1,Provisional
2018-12,2019-12,Long-term migrant,Net,Female,85-89 years,0,1,Provisional
2019-01,2019-12,Long-term migrant,Net,Female,85-89 years,8,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Female,85-89 years,-2,1,Provisional
2019-03,2019-12,Long-term migrant,Net,Female,85-89 years,-1,1,Provisional
2019-04,2019-12,Long-term migrant,Net,Female,85-89 years,-2,2,Provisional
2019-05,2019-12,Long-term migrant,Net,Female,85-89 years,0,2,Provisional
2019-06,2019-12,Long-term migrant,Net,Female,85-89 years,-3,2,Provisional
2019-07,2019-12,Long-term migrant,Net,Female,85-89 years,-1,2,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,85-89 years,2,3,Provisional
2019-09,2019-12,Long-term migrant,Net,Female,85-89 years,7,3,Provisional
2019-10,2019-12,Long-term migrant,Net,Female,85-89 years,3,3,Provisional
2019-11,2019-12,Long-term migrant,Net,Female,85-89 years,1,4,Provisional
2019-12,2019-12,Long-term migrant,Net,Female,85-89 years,9,8,Provisional
2018-08,2019-12,Long-term migrant,Net,Male,85-89 years,0,0,Final
2018-09,2019-12,Long-term migrant,Net,Male,85-89 years,-1,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,85-89 years,-5,0,Provisional
2018-11,2019-12,Long-term migrant,Net,Male,85-89 years,-1,0,Provisional
2018-12,2019-12,Long-term migrant,Net,Male,85-89 years,-2,1,Provisional
2019-01,2019-12,Long-term migrant,Net,Male,85-89 years,2,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Male,85-89 years,-1,1,Provisional
2019-03,2019-12,Long-term migrant,Net,Male,85-89 years,1,1,Provisional
2019-04,2019-12,Long-term migrant,Net,Male,85-89 years,-4,1,Provisional
2019-05,2019-12,Long-term migrant,Net,Male,85-89 years,-1,2,Provisional
2019-06,2019-12,Long-term migrant,Net,Male,85-89 years,-3,2,Provisional
2019-07,2019-12,Long-term migrant,Net,Male,85-89 years,-3,2,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,85-89 years,-1,2,Provisional
2019-09,2019-12,Long-term migrant,Net,Male,85-89 years,1,3,Provisional
2019-10,2019-12,Long-term migrant,Net,Male,85-89 years,0,3,Provisional
2019-11,2019-12,Long-term migrant,Net,Male,85-89 years,3,4,Provisional
2019-12,2019-12,Long-term migrant,Net,Male,85-89 years,5,6,Provisional
2018-08,2019-12,Long-term migrant,Net,Female,90+ years,0,0,Final
2018-09,2019-12,Long-term migrant,Net,Female,90+ years,-3,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,90+ years,2,0,Provisional
2018-11,2019-12,Long-term migrant,Net,Female,90+ years,1,1,Provisional
2018-12,2019-12,Long-term migrant,Net,Female,90+ years,4,0,Provisional
2019-01,2019-12,Long-term migrant,Net,Female,90+ years,-1,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Female,90+ years,-1,0,Provisional
2019-03,2019-12,Long-term migrant,Net,Female,90+ years,-3,1,Provisional
2019-04,2019-12,Long-term migrant,Net,Female,90+ years,2,1,Provisional
2019-05,2019-12,Long-term migrant,Net,Female,90+ years,-2,1,Provisional
2019-06,2019-12,Long-term migrant,Net,Female,90+ years,0,1,Provisional
2019-07,2019-12,Long-term migrant,Net,Female,90+ years,0,1,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,90+ years,4,2,Provisional
2019-09,2019-12,Long-term migrant,Net,Female,90+ years,-1,2,Provisional
2019-10,2019-12,Long-term migrant,Net,Female,90+ years,1,2,Provisional
2019-11,2019-12,Long-term migrant,Net,Female,90+ years,1,2,Provisional
2019-12,2019-12,Long-term migrant,Net,Female,90+ years,1,3,Provisional
2018-08,2019-12,Long-term migrant,Net,Male,90+ years,-1,0,Final
2018-09,2019-12,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2018-11,2019-12,Long-term migrant,Net,Male,90+ years,1,0,Provisional
2018-12,2019-12,Long-term migrant,Net,Male,90+ years,2,0,Provisional
2019-01,2019-12,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2019-02,2019-12,Long-term migrant,Net,Male,90+ years,0,1,Provisional
2019-03,2019-12,Long-term migrant,Net,Male,90+ years,-3,1,Provisional
2019-04,2019-12,Long-term migrant,Net,Male,90+ years,-1,1,Provisional
2019-05,2019-12,Long-term migrant,Net,Male,90+ years,-2,1,Provisional
2019-06,2019-12,Long-term migrant,Net,Male,90+ years,-2,1,Provisional
2019-07,2019-12,Long-term migrant,Net,Male,90+ years,-2,1,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2019-09,2019-12,Long-term migrant,Net,Male,90+ years,0,1,Provisional
2019-10,2019-12,Long-term migrant,Net,Male,90+ years,0,1,Provisional
2019-11,2019-12,Long-term migrant,Net,Male,90+ years,0,1,Provisional
2019-12,2019-12,Long-term migrant,Net,Male,90+ years,2,2,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,851,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,804,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,798,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,771,4,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,990,7,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,862,12,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,742,16,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,749,18,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,579,19,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,639,20,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,693,19,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,744,24,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,860,23,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,830,38,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,782,44,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,823,76,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,1167,114,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,521,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,469,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,468,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,415,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,877,7,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,1092,21,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,449,11,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,419,11,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,422,16,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,393,12,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,445,13,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,819,27,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,566,17,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,478,17,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,494,21,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,418,21,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,976,65,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,733,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,630,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,639,3,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,584,5,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,787,8,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,1440,43,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,1025,33,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,573,18,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,614,28,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,408,14,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,519,19,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,1329,54,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,651,24,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,654,28,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,638,32,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,625,30,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,880,62,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1446,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1644,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1390,5,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1506,9,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1304,10,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1515,21,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,2361,49,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1393,33,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,893,27,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1030,26,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1161,33,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1960,46,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1410,36,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1478,44,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1545,51,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1640,62,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1406,75,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2256,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2418,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2407,6,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2458,11,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2121,14,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2144,26,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2609,46,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2023,44,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,1390,35,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,1676,37,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,1701,40,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2048,40,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2090,51,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2251,55,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2474,68,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2375,76,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2280,108,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1640,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1674,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1722,5,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1616,8,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1668,13,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1625,19,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1733,30,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1531,31,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1077,27,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1407,30,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1395,31,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1468,33,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1623,36,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1673,44,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1854,54,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1723,56,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1815,89,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1162,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1154,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1148,3,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1097,7,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1141,10,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1264,15,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1221,23,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1039,20,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,802,23,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,941,22,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,973,24,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1110,29,Provisional
