number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
161,3,1MV,SUGAR CREEK,521 S. STERLING AVE.,,SUGAR CREEK,MO,64054-0000,,Jackson,(816) 836-9191,(816) 836-9193,3,SUGARCREEKAGENTOFFICE@DOR.MO.GOV,"PAUL J. WRABEC CO, INC.",WADE WILKEN JR,,"Monday - Thursday - 8:00 to 6:30, Friday - 8:00 to 6:00, Saturdays - 8:00 to 1:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/13/2020 (open at 11:00 AM),  3/24/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/2020 (open at 8:00 AM),  4/24/2020, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:00 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(39.1039531, -94.4451086)",,http://m.facebook.com/sugarcreeklicenseoffice/,(816) 803-5920,,,"Public E-mail Address: brianna.corso11@gmail.com, Alternative Contact: 816-898-4098, Call-Ahead: 816-527-8786","Due to COVID- 19 the following are changes at this officeMonday - Friday 9:00 a.m. - 5:00 p.m.Office will being do temperature testing of customers and clerks to ensure the safety of their customers and staffCustomers must sign in via a queue sign in or schedule an appointmentAbility to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, Twitter and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
121,5,1MV,WENTZVILLE,807 B EAST PEARCE BLVD,,WENTZVILLE,MO,63385-0000,,St. Charles,(636) 445-5053,(636) 856-5327,3,WENTZVILLEAGENTOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",VACANT,,"Monday - Friday - 9:00 to 5:30, Saturday - 9:00 to 1:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/21/2020, 03/23/20, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 9:00 AM), 5/23/20, 7/4/20, 9/5/20, 11/27/20, 12/24/20, 12/26/20",,"(38.813491, -90.846761)",twitter.com/WentzvilleDMV/,www.facebook.com/WentzvilleDMV/,(314) 374-6222,,,Public E-mail Address: wentzvilledmv@gmail.com Contractor Web Page Address: https://elledmv.com/,"Due to COVID-19 the office is operating by appointment onlyOther Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop-off service. Ways to Contact the office: E-mail or “Contact Us” link on the internet, Facebook, Twitter, and a Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, process transactions in the customer waiting area and direct customers to the front of the line. Customer Satisfaction Initiatives: Completed comment cards will be used in a drawing."
064,11,1MV,CRANE,103-2 SOUTH STREET,,CRANE,MO,65633-0000,WALKER REALTY & INSURANCE,Stone,(417) 723-8552,(417) 723-8536,1,CRANEAGENTOFFICE@DOR.MO.GOV,"MCMENAMY VENTURES, LLC",NAOMI MCCULLOUGH,,"Tuesday - Friday - 9:00 to 4:30, Saturday - 8:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20),  Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/25/2020,    03/26/20,    03/27/20,    03/28/20,    03/30/20,    03/31/20,    04/01/20,    04/02/20,    04/03/20,    04/04/20,    04/06/20,     4/7/2020 (open at 9:00 AM ),   04/08/20,   04/09/20,   04/10/20,     4/11/20,   04/11/20,   04/13/20,    4/14/2020 (open at 9:00 AM ),  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,   4/28/2020 (open at 9:00 AM ), 04/29/20, 04/30/20, 05/01/20, 05/02/20, 05/04/20,  5/5/2020 (open at 9:00 AM ),   5/23/20,   6/30/20,   7/1/20,    7/2/20,   7/3/20,   7/4/20,   7/6/20,   9/5/20,   11/27/20,   11/28/20,   12/24/20 (p.m. only),   12/26/20",,"(36.8981128, -93.573544)",,,,,,,
169,1,1MV,PARKVILLE,6400 N COSBY AVENUE,,KANSAS CITY,MO,64151-0000,,Platte,(816) 286-4351,(816) 396-5991,3,PARKVILLEAGENTOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",CRYSTAL HABERMEHL,,"Monday - Friday - 8:30 to 6:00, Saturday - 8:30 to 12:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 8:30 AM), 5/23/20, 7/4/20, 9/5/20, 11/27/20, 12/24/20, 12/26/20",,"(39.211099, -94.647375)",,www.facebook.com/Parkville-License-Office-500808950073890,(314) 374-4622,,,Public E-mail Address: parkvilledmv@gmail.com Contractors Web Page: https://elledmv.com/,"Due to COVID-19 office requires an appointment for all transaction typesOther Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop-off service. Ways to Contact the office: E-mail, Facebook, Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, process transactions in the customer waiting area and direct customers to the front of the line. Customer Satisfaction Initiatives: Completed comment cards will be used in a drawing."
050,5,1MV,SAINT CHARLES,2499 RAYMOND DRIVE,,ST CHARLES,MO,63301-0000,,St. Charles,(636) 946-4456,(636) 946-1211,3,SAINTCHARLESAGENTOFFICE@DOR.MO.GOV,HOPE IN MOTION,KELLIE WYNN,,"Monday - Friday - 8:30 to 5:30, Saturdays - 8:30 to 1:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/21/2020, 3/23/2020, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 8:30 AM), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/2020 (open at 8:30 AM), 5/23/20, 7/4/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.7868358, -90.5132509)",,https://www.facebook.com/stcharlesdmv,,,,Public E-mail Address: hopeinmotionstl@gmail.comText Office @ stcharlesdmv@gmail.com,"Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, Twitter and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
007,2,1MV,GALLATIN - OFFICE CLOSED,101 INDUSTRIAL PARKWAY,,GALLATIN,MO,64640,"This office is closing until further notice at the end of business on November 30, 2018.  Any personalized plates will be sent to the Trenton License Office.",DAVIESS,() -,() -,1,GALLATINAGENTOFFICE@DOR.MO.GOV,,,,,,,,,"(39.918204, -93.981833)",,,,,,,
200,8,1MV,SOUTH KINGSHIGHWAY,4628 SOUTH KINGSHIGHWAY,,ST. LOUIS,MO,63109-0000,,St. Louis City,(314) 752-3177,(314) 752-1386,3,SOUTHKINGSHIGHWAYAGENTOFFICE@DOR.MO.GOV,DOGS ON DUTY,SANELA HALL,,"Monday - Friday - 7:30 to 6:00, Saturday - 8:00 to 2:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/29/2020,   3/18/2020,   03/19/20,   03/20/20,   03/21/20,   03/23/20,   03/24/20,   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   4/6/2020 (open at 7:30 AM),   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,   04/20/20,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,   4/27/2020 (open at 7:30 AM),  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,  05/04/20,   5/5/2020 (open at 8:00 AM ), 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20, 05/15/20, 05/16/20,  5/18/2020 (open at 7:30 AM ),          5/23/20,   9/5/20,   11/25/20 (p.m. only),   12/24/20 (p.m. only)",,"(38.5872681, -90.276214)",www.twitter.com/South_Kings_Lic,www.facebook.com/SouthKingsLicenseOffice,(314) 884-1378,,,Public E-mail Address: southkingshighwaylicenseoffice@gmail.comContractor's Website: Dogsondutymo.org,"Due to COVID - 19 the office is closed until May 18, 2020Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, Twitter and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability and handicap assist entryway door. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
154,8,1MV,SOUTH COUNTY,111 CONCORD PLAZA SHOPPING CENTER,,ST LOUIS,MO,63128-0000,,St. Louis County,(314) 843-5223,(314) 843-8920,3,SOUTHCOUNTYAGENTOFFICE@DOR.MO.GOV,"BELLE HART SCHMIDT, LLC",LAUREN BALL,,"Monday, Wednesday, Friday - 9:00 to 5:00, Tuesday, Thursday - 9:00 to 7:00, Saturday - 9:00 to 1:00, Last Weekday of the Month - 9:00 to 7:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/9/2020 (at 10:00 AM ),   4/10/2020,    04/11/20,     4/13/2020 (open at 9:00 AM ),  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,  04/28/20,  04/29/20,  04/30/20,   5/1/2020 (open at 9:00 AM ), 05/02/20,  5/4/2020 (open at 9:00 AM ),    7/4/20,     9/5/20,     11/27/20,     11/28/20,     12/24/20,     12/26/20",,"(38.524325, -90.362496)",,https://www.facebook.com/southcountymolicense/,(314) 939-0420,,,Public E-mail Address: southcounty@molicense.comContractor's Website: www.molicense.com,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
100,14,1MV,POPLAR BLUFF,2509 THREE RIVERS BLVD,,POPLAR BLUFF,MO,63901-0000,,Butler,(573) 686-8890,(573) 686-8884,3,POPLARBLUFFAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",CAROL ROMMEL,,Monday - Friday - 8:00 to 5:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/27/2020, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ), 11/25/20,  11/27/20,  12/24/20,  12/31/20",,"(36.7814402, -90.4281043)",https://twitter.com/BluffPoplar,https://www.facebook.com/pages/Poplar-Bluff-License-Office/181599338521224,(573) 840-0317,,,Public E-mail Address: poplarbluff.los@gmail.com,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday 8:00 a.m. - 5:00 p.m.8:00 - 9:00 reserved for individuals 60 and older.Open every Saturday until further noticeThe first hour is reserved for senior citizensA limited number of customers will be allowed in the lobby at one time.
049,9,1MV,PARIS,211 N MAIN ST,,PARIS,MO,65275-0035,,Monroe,(660) 327-4382,(660) 327-4243,1,PARISAGENTOFFICE@DOR.MO.GOV,"J.A.C.S RAMOS, LLC",CHERYLENE RAMOS,,Monday - Friday - 9:00 to 4:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/10/20, 7/3/20, 9/11/20, 11/27/20, 12/24/20",,"(39.481566, -92.000177)",,Facebook.com/parislicenseoffice,,,,Public E-mail Address: jacsramos@outlook.com,"Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook (links listed below). Services for the Elderly or Disabled: Curbside Service,  Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area.Other Services: Free WiFi."
042,2,1MV,MEMPHIS,388 S CLAY ST SUITE B,,MEMPHIS,MO,63555-0000,,Scotland,(660) 465-7373,(660) 465-8973,1,MEMPHISAGENTOFFICE@DOR.MO.GOV,KAY EGGLESTON BOOKKEEPING AND TAX,TAYLAR EGGLESTON-WOOD,,Monday - Friday - 9:00 to 5:00,Monday - Friday from 11:30 to 12:30,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/4/2020 (at 4:00 PM ), 7/10/20, 8/7/20, 11/27/20, 12/24/20",,"(40.454867, -92.174065)",,,,,,,"Ability to schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the Internet. Services for the Elderly or Disabled: Curbside Service,  Assist with changing or replacing plates/tabs. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service."
044,2,1MV,MILAN,200 E 3RD ST,,MILAN,MO,63556,NICKELS & DIMES,Sullivan,(660) 265-4352,(660) 265-3080,1,MILANAGENTOFFICE@DOR.MO.GOV,LAURA STAFFORD,LAURA STAFFORD,,Monday - Friday - 8:30 to 4:30,Monday - Thursday from 12:00 to 1:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/20/2020 (at 8:30 AM until 1:00 PM ), 3/25/2020, 3/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20,   04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 8:30 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 4/13/20, 04/13/20, 4/14/2020 (open at 8:30 AM ), 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ), 11/27/20, 12/24/20",,"(40.201926, -93.124456)",,,,,,,Services for the Elderly or Disabled: Curbside Service.
118,5,1MV,OVERLAND,10292 PAGE AVENUE,,ST LOUIS,MO,63132-0000,PAGE COMMERCE CENTER,St. Louis County,(314) 890-0860,(314) 890-8245,2,OVERLANDAGENTOFFICE@DOR.MO.GOV,BEACON VIRTUAL ASSISSTANTS,AMBER STEIB,,"Monday - Friday - 8:00 to 6:00, Saturday - 8:30 to 1:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/18/2020,  03/19/20,  03/20/20,  03/21/20,  03/23/20,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:00 AM),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  4/27/2020 (open at 8:00 AM), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20, 05/04/20,  5/5/2020 (open at 8:00 AM ),  5/23/20,  9/5/20,   11/25/20 (p.m.),  12/24/20 (p.m. only)",,"(38.690609, -90.388033)",www.twitter.com/OverlandLicense,https://www.facebook.com/OverlandLicenseOffice/,(314) 252-8357,,,Public E-mail Address: overlandlicenseoffice@gmail.com Contractor's Website: www.beaconvirtualassistants.com,Due to COVID-19 office hours will be temporarily adjustedMonday - Friday 9:00 a.m. - 4:00 p.m.Closed Saturdays
163,9,1MV,LOUISIANA,202 SOUTH THIRD SUITE 113,,LOUISIANA,MO,63353-0000,LOUISIANA CITY HALL,Pike,(573) 754-6864,(573) 754-5179,1,LOUISIANAAGENTOFFICE@DOR.MO.GOV,CITY OF LOUISIANA,CHRISTINA BOYD,,Monday - Friday - 8:00 to 4:30,Monday - Friday from 12:30 to 1:30,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:00 AM ), 11/27/20, 12/24/20 (p.m. only)",,"(39.4492309, -91.0468925)",,,,,,Contractor's Website: www.louisiana-mo.com,Due to COVID-19 the office is operating by appointment only
167,12,1MV,REPUBLIC,243 US HIGHWAY 60 WEST,,REPUBLIC,MO,65738-0000,PLAZA SOUTHWEST,Greene,(417) 732-7557,(417) 732-5358,3,REPUBLICAGENTOFFICE@DOR.MO.GOV,BREAST CANCER FOUNDATION OF THE OZARKS,BRIDGETTE HOLMES,,"Monday - Friday - 8:30 to 5:30, Saturday - 8:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/24/2020,  3/25/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:30 AM),  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  4/27/2020 (open at 8:30 AM), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/26/20",,"(37.113252, -93.482964)",,www.facebook.com/bcforepubliclicenseoffice/,(417) 860-2481,,,Public E-mail Address: amber@bcfo.org,"Temporary hours effective March 23 -April 6, 2020Monday - Friday 8:30 a.m. - 4:00 p.m. Saturday 9:00 a.m. - 12:00 p.m."
102,10,1MV,POTOSI,303 N MISSOURI ST SUITE C,,POTOSI,MO,63664,,Washington,(573) 438-2278,(573) 436-2280,2,POTOSIAGENTOFFICE@DOR.MO.GOV,WASHINGTON COUNTY CHAMBER OF COMMERCE,JAN SKAGGS,,"Monday-Friday - 8:30 to 5:00, Last Saturday - 9:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/30/2020 (at 8:30 AM),  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 8:30 AM),  4/6/2020 (at 8:30 AM),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  4/27/2020 (open at 8:30 AM), 05/02/20,  5/4/2020 (open at 8:30 AM ),  11/27/20,  11/28/20,  12/24/20",,"(37.9377422, -90.7863098)",,https://www.facebook.com/PotosiLicenseOffice/,,,,Contractor's Website: www.potosichamber.com Public E-mail Address: licenseoffice@potosichamber.com,Due to COVID-19 the office is operating by appointment only
