Application Type,Application Number,Process Date,Issued Date,Final Date,Expire Date,Street number,Street Pre direction,Street name,Street Post direction,Street suffix,City,State   ,Zip Code,Proposed Construction,Section 59,Existing Structure,New SFD,Non Complying,Non Conforming,Proposed Structure,Room Add,Accessory structure,Fence - Retaining wall,Porch,Swim Pool,Garage - Carport,Shed,Deck,Other,Zoning Type,Location,Comments,Location1
DEVELOPMENT STANDARDS VARIANCE,262394,07/15/2009,07/15/2009,,,25022,,OAK,,DR,DAMASCUS,MD,20872,OF SWIMMING POOL REQ VAR TO BE PLACED IN SIDE YARD.,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-200,,building permit denial to allow swimming to be placed in side yard,"25022 OAK DR
DAMASCUS, MD 20872
(39.266628, -77.220664)"
DEVELOPMENT STANDARDS VARIANCE,358277,06/07/2017,,,,9906,,DAMERON,,DR,SILVER SPRING,MD,20902,Single Story Room Addition,4.4.9.,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"9906 DAMERON DR
SILVER SPRING, MD 20902
(39.019165, -77.034372)"
DEVELOPMENT STANDARDS VARIANCE,230524,07/20/2004,07/20/2004,,,5609,,ONTARIO,,CIR,BETHESDA,MD,20816,OF A BAY WINDOW REQ A VAR FROM THE 7' SIDE YD SETBACK.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,R-60,,building permit denial for bay window into side yard setback from 7' to 5.9',"5609 ONTARIO CIR
BETHESDA, MD 20816
(38.954575, -77.113877)"
DEVELOPMENT STANDARDS VARIANCE,230074,06/25/2004,06/25/2004,,,7721,,FONTAINE,,ST,POTOMAC,MD,20854,OF 8' TALL 75' LONG FENCE REQ A VAR FROM THE SIDE YARD,C-1.326(a)(2)(C)(4),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-90,,"building permit denial to reduce side yard setback for 75' long, 8' tall fence","7721 FONTAINE ST
POTOMAC, MD 20854
(39.049777, -77.161982)"
DEVELOPMENT STANDARDS VARIANCE,246116,05/23/2006,05/24/2006,06/05/2006,,6506,,79TH,,PL,CABIN JOHN,MD,20818,OF A NEW SFD REQ A VAR FROM 33.5' EBL (79TH PL),,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-90,,building permit denial to reduce front yard setback along 79th Place from 33.6' to 28' in accordance with established building line for new single family dwelling,"6506 79TH PL
CABIN JOHN, MD 20818
(38.975527, -77.163803)"
DEVELOPMENT STANDARDS VARIANCE,301769,09/24/2013,,,,12605,,PENTENVILLE,,RD,SILVER SPRING,MD,20904,of carport req var from 12' min & 25' total side yards,C-1.323(b)(1),Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,R200DC,,,"12605 PENTENVILLE RD
SILVER SPRING, MD 20904
(39.063249, -77.014199)"
DEVELOPMENT STANDARDS VARIANCE,278950,08/17/2012,,,,706,,AUBURN,,AVE,TAKOMA PARK,MD,20912,is an exisitng she with a new addition in rear yard,C-1.326(a)(3)(C),Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,R-60,,,"706 AUBURN AVE
TAKOMA PARK, MD 20912
(38.976442, -76.995115)"
DEVELOPMENT STANDARDS VARIANCE,258056,06/04/2008,,,,16605,,ALDEN,,AVE,GAITHERSBURG,MD,20877,OF EXISTING GARAGE EXTENSION REQ A VAR FROM 7' REAR YD.,C-1.326(a)(2)(B),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-200,,"building permit denial to reduce rear yard setback of accessory structure from 7' to 6""","16605 ALDEN AVE
GAITHERSBURG, MD 20877
(39.127902, -77.187223)"
DEVELOPMENT STANDARDS VARIANCE,229373,05/13/2004,05/13/2004,,,32,,EASTMOOR,,DR,SILVER SPRING,MD,20901,EXISTING ROOM ADDN REQ A VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,R-60,,variance to reduce existing rear yard setback from 20' to 16.5',"32 EASTMOOR DR
SILVER SPRING, MD 20901
(39.026858, -77.007199)"
DEVELOPMENT STANDARDS VARIANCE,242172,12/23/2005,12/23/2005,,,7011,,MEADOW,,LN,CHEVY CHASE,MD,20815,OF A ROOM ADDN REQ A 19.33' FROM 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback for mudroom addition from 20' to .67',"7011 MEADOW LN
CHEVY CHASE, MD 20815
(38.980427, -77.0804)"
DEVELOPMENT STANDARDS VARIANCE,232055,10/12/2004,10/14/2004,,,20410,,BOLAND FARM,,RD,GERMANTOWN,MD,20876,OF A NEW SFD REQ A VAR FROM 84.6' EST BLDG LINE.,C-1.323(a),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-200,,buidling permit denial to reduce 84.6' established building line to 40',"20410 BOLAND FARM RD
GERMANTOWN, MD 20876
(39.190677, -77.250419)"
DEVELOPMENT STANDARDS VARIANCE,210216,02/13/2001,02/13/2001,02/13/2001,,30,,COLUMBIA,,AVE,TAKOMA PARK,MD,20912,,C-1.323(a),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"30 COLUMBIA AVE
TAKOMA PARK, MD 20912
(38.976163, -77.007264)"
DEVELOPMENT STANDARDS VARIANCE,209471,12/15/2000,12/15/2000,,,5619,,ALTA VISTA,,RD,BETHESDA,MD,20817,"IS AN 8FT TALL FENCE(6FT.6INCH FENCE,18INCHES OF MESH)",c-1.326(a)(4),N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,R-60,,,"5619 ALTA VISTA RD
BETHESDA, MD 20817
(39.006124, -77.11425)"
DEVELOPMENT STANDARDS VARIANCE,219340,11/04/2002,11/04/2002,,,10302,,MEREDITH,,AVE,KENSINGTON,MD,20895,OF A SUNROOM REQ A VAR FROM THE 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#291052,"10302 MEREDITH AVE
KENSINGTON, MD 20895
(39.023982, -77.066223)"
DEVELOPMENT STANDARDS VARIANCE,365256,09/25/2018,,,,3324,,PLYERS MILL,,RD,KENSINGTON,MD,20895,This is a new house sited at less than 25 feet,59-4.4.9 B 2,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"3324 PLYERS MILL RD
KENSINGTON, MD 20895
(39.02923, -77.067842)"
DEVELOPMENT STANDARDS VARIANCE,244739,03/30/2006,03/30/2006,,,9302,,KINGSLEY,,AVE,BETHESDA,MD,20814,ROOM ADDN REQ A VARIANCE FROM 20' REAR YARD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard for room addition from 20' to 16',"9302 KINGSLEY AVE
BETHESDA, MD 20814
(39.007765, -77.105096)"
DEVELOPMENT STANDARDS VARIANCE,208057,09/12/2000,09/12/2000,09/14/2000,,4705,,BAYARD,,BLVD,BETHESDA,MD,20816,PORCH REQUIRES 6' VARIANCE FROM 25' FRONT SETBACK.,C-1.323(a),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"4705 BAYARD BLVD
BETHESDA, MD 20816
(38.952073, -77.099199)"
DEVELOPMENT STANDARDS VARIANCE,212132,06/04/2001,06/04/2001,,,19925,,WHITE GROUND,,RD,BOYDS,MD,20841,COVERED UNENCLOSED PORCH,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-200,,BLDG PERMIT#249609,"19925 WHITE GROUND RD
BOYDS, MD 20841
(39.183499, -77.314871)"
DEVELOPMENT STANDARDS VARIANCE,217446,06/12/2002,06/12/2002,04/15/2013,,4608,,GLENBROOK,,PKWY,BETHESDA,MD,20814,OF A PORCH REQ A VAR FROM REAR YARD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,BLDG PERMIT#279663,"4608 GLENBROOK PKWY
BETHESDA, MD 20814
(38.996268, -77.09399)"
DEVELOPMENT STANDARDS VARIANCE,214660,11/23/2001,11/23/2001,,,2710,,SPENCER,,RD,CHEVY CHASE,MD,20815,OF A PORCH REQ A VAR FROM THE 27.3' EST BLDG LINE,C-1.323(a)&B-3.1,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,bldg permit#263710,"2710 SPENCER RD
CHEVY CHASE, MD 20815
(38.993199, -77.057284)"
DEVELOPMENT STANDARDS VARIANCE,203134,02/09/2000,02/09/2000,,,8930,,HARVEST SQUARE,,CT,POTOMAC,MD,20854,"OF POOL IN THE ""FRT"" YARD REQ.VARI 59-C-1.326(A)1",,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,RE-2,,BLDG PERMIT#210083,"8930 HARVEST SQUARE CT
POTOMAC, MD 20854
(39.025125, -77.187839)"
DEVELOPMENT STANDARDS VARIANCE,234461,02/23/2005,02/23/2005,,,8112,,FLOWER,,AVE,TAKOMA PARK,MD,20912,OF A GARAGE REQ A VAR TO BE LOCATED IN THE FRONT YARD.,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-40,,building permit denial to permit construction of a detached garage in the front yard,"8112 FLOWER AVE
TAKOMA PARK, MD 20912
(38.990762, -77.0018)"
DEVELOPMENT STANDARDS VARIANCE,272304,12/15/2011,,,,8609,,GRANT,,ST,BETHESDA,MD,20817,PARKING EXTENDS UP TO 20' BEYOND PARKING SETBACK,E-2.83(b),N,N,N,N,Y,N,N,N,N,N,N,N,N,N,R-60,,,"8609 GRANT ST
BETHESDA, MD 20817
(38.996792, -77.111886)"
DEVELOPMENT STANDARDS VARIANCE,361921,01/31/2018,,,,6714,,FAIRFAX,,RD,CHEVY CHASE,MD,20815,deck without permit up to rear and side property lines.,4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,"Deck built without permits right up to rear, left and right property lines. Deck is setback 0' from all three property linesA-6551 DENIED 3/15/2018","6714 FAIRFAX RD
CHEVY CHASE, MD 20815
(38.976076, -77.102051)"
DEVELOPMENT STANDARDS VARIANCE,202235,12/10/1999,12/10/1999,,,8804,,POSTOAK,,RD,POTOMAC,MD,20854,"IS TENNIS COURT FENCING, 218 FT. IN LENGTH.",C-1.326(a)(4),N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,R-90,,"fee was waived, as $33 permit fee was already processed. If variance is granted applicant needs new permit and pay new fence permit fee.  Fee processed on permit #206837","8804 POSTOAK RD
POTOMAC, MD 20854
(39.046701, -77.178622)"
DEVELOPMENT STANDARDS VARIANCE,216335,04/01/2002,04/01/2002,,,8300,,TILBURY,,ST,BETHESDA,MD,20814,2 STY ROOM ADDN REQ A VAR FROM THE ST LINE SETBACK,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#273330,"8300 TILBURY ST
BETHESDA, MD 20814
(38.992954, -77.094067)"
DEVELOPMENT STANDARDS VARIANCE,252394,04/04/2007,04/04/2007,04/04/2007,,4330,,KENTBURY,,DR,BETHESDA,MD,20814,EXISTING CARPORT REQ A VAR TO REMAIN IN SIDE YARD.,C-1.326(a)(1),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to allow carport to remain in side yard,"4330 KENTBURY DR
BETHESDA, MD 20814
(38.986663, -77.087434)"
DEVELOPMENT STANDARDS VARIANCE,355197,11/02/2016,,,,3810,,KAYSON,,ST,SILVER SPRING,MD,20906,of existing carport req a var from 60' front setback,4.4.9.B,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-60,,,"3810 KAYSON ST
SILVER SPRING, MD 20906
(39.067606, -77.076567)"
DEVELOPMENT STANDARDS VARIANCE,262057,06/15/2009,,,,19801,,BRAMBLE BUSH,,DR,GAITHERSBURG,MD,20879,EXISTING CONSTRUCTION IS A SHED,C-1.326(b)(2),Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,R-200,,,"19801 BRAMBLE BUSH DR
GAITHERSBURG, MD 20879
(39.180903, -77.188397)"
DEVELOPMENT STANDARDS VARIANCE,204317,04/14/2000,04/19/2000,,,4715,,JAMESTOWN,,RD,BETHESDA,MD,20816,IS A ONE-STORY ADDITION IN THE REAR YARD.,C-1.323(b)(2),N,N,N,N,N,Y,N,N,N,N,N,N,N,N,R-60,,,"4715 JAMESTOWN RD
BETHESDA, MD 20816
(38.951332, -77.102971)"
DEVELOPMENT STANDARDS VARIANCE,202696,01/10/2000,01/10/2000,,,7302,,POMANDER,,LN,CHEVY CHASE,MD,20815,"FOR 3RD STORY ADD.,ONLY 2 1/2 PERMITTED 59-C-1.327(A)",,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLLDG PERMIT#206122,"7302 POMANDER LN
CHEVY CHASE, MD 20815
(38.982816, -77.062692)"
DEVELOPMENT STANDARDS VARIANCE,345132,09/08/2015,,,,111,,VALLEY,,RD,BETHESDA,MD,20816,2' Addition of Dormer over existing structure,4.4.9.B,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"111 VALLEY RD
BETHESDA, MD 20816
(38.945497, -77.122883)"
DEVELOPMENT STANDARDS VARIANCE,213712,09/14/2001,09/14/2001,,,4404,,WEST VIRGINIA,,AVE,BETHESDA,MD,20814,SECOND FLOOR ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#258441,"4404 WEST VIRGINIA AVE
BETHESDA, MD 20814
(38.990807, -77.088203)"
DEVELOPMENT STANDARDS VARIANCE,220687,03/06/2003,03/06/2003,,,14012,,CASTAWAY,,DR,ROCKVILLE,MD,20853,GARAGE REQ A VAR FROM 25' TOTAL SIDE YD SETBACKS.,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-90,,,"14012 CASTAWAY DR
ROCKVILLE, MD 20853
(39.086625, -77.101646)"
DEVELOPMENT STANDARDS VARIANCE,203426,03/02/2000,03/02/2000,,,11114,,VALLEY VIEW,,AVE,KENSINGTON,MD,20895,OF AN ADD ATTACHING A PREVIOUS ACCESS.STRUCT REQS A VAR,C-1.323(b)(1),Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,,"11114 VALLEY VIEW AVE
KENSINGTON, MD 20895
(39.038403, -77.060988)"
DEVELOPMENT STANDARDS VARIANCE,218768,09/17/2002,09/17/2002,,,16815,,BETHAYRES,,RD,ROCKVILLE,MD,20855,EXISTING SHED REQ A VAR FROM THE 12' SIDE SETBACK.,C-1.326(a)(2)(C),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#287657,"16815 BETHAYRES RD
ROCKVILLE, MD 20855
(39.131783, -77.151454)"
DEVELOPMENT STANDARDS VARIANCE,203619,03/10/2000,03/10/2000,,,3506,,LELAND,,ST,CHEVY CHASE,MD,20815,OF A 2ND FLOOR ADD. TOWARD THE SIDE YARD REQ.A VARIANCE,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"3506 LELAND ST
CHEVY CHASE, MD 20815
(38.986332, -77.069511)"
DEVELOPMENT STANDARDS VARIANCE,221545,05/09/2003,05/09/2003,,,6811,,FLORIDA,,ST,CHEVY CHASE,MD,20815,EXISTING DWELLING REQ A VAR FROM 7' SIDE SETBACK.,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#305435,"6811 FLORIDA ST
CHEVY CHASE, MD 20815
(38.978949, -77.074124)"
DEVELOPMENT STANDARDS VARIANCE,229750,06/07/2004,06/07/2004,12/27/2004,,15401,,GOOD HOPE,,RD,SILVER SPRING,MD,20905,EXISTING GAR ADDN REQ A VAR FROM 12' REAR YD SETBACK,C-1.326(a)(2)(C),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,RE-1,,permit denial to reduce rear yard setback of garage-BLDG PERMIT #347224,"15401 GOOD HOPE RD
SILVER SPRING, MD 20905
(39.107953, -76.97977)"
DEVELOPMENT STANDARDS VARIANCE,203671,03/15/2000,03/15/2000,,,4316,,STANFORD,,ST,CHEVY CHASE,MD,20815,OF A 2 1/2 STORY ADDITION ON A CORNER REQ. A VARIANCE.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"4316 STANFORD ST
CHEVY CHASE, MD 20815
(38.979012, -77.086709)"
DEVELOPMENT STANDARDS VARIANCE,212251,06/11/2001,06/13/2001,,,157,,QUINCY,,ST,CHEVY CHASE,MD,20815,IS A 1/2 STORY ADD. OVER AN EXISTING NON-CONFORMING,c-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"157 QUINCY ST
CHEVY CHASE, MD 20815
(38.974955, -77.06958)"
DEVELOPMENT STANDARDS VARIANCE,272842,02/08/2012,02/08/2012,,,7118,,MAPLE,,AVE,TAKOMA PARK,MD,20912,REQ A VAR FOR 2ND FL IN EXCESS OF 15' MEAN HT @ 18.07',C-1.326(3)(C)(4),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to reduce side yard setback for proposed second floor room addition,"7118 MAPLE AVE
TAKOMA PARK, MD 20912
(38.976411, -77.013749)"
DEVELOPMENT STANDARDS VARIANCE,232719,11/16/2004,11/16/2004,11/16/2004,,6205,,WINDWARD,,PL,BETHESDA,MD,20816,,C-1.323(a)&59-B-3.1,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,,"6205 WINDWARD PL
BETHESDA, MD 20816
(38.943416, -77.116946)"
DEVELOPMENT STANDARDS VARIANCE,236905,05/26/2005,05/26/2005,,,8012,,ELLINGSON,,DR,CHEVY CHASE,MD,20815,ELEVATED DECK TO BE 1' FROM REAR PROPERTY LINE,C-1.323(b)(2)&B3.1(a,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,,"8012 ELLINGSON DR
CHEVY CHASE, MD 20815
(38.989599, -77.052683)"
DEVELOPMENT STANDARDS VARIANCE,213566,09/04/2001,09/04/2001,01/04/2002,,5536,,JOHNSON,,AVE,BETHESDA,MD,20817,OF A ROOM ADDN. REQ. A VAR. FROM THE E.B.L.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"5536 JOHNSON AVE
BETHESDA, MD 20817
(39.005179, -77.115009)"
DEVELOPMENT STANDARDS VARIANCE,252176,03/15/2007,03/15/2007,03/31/2008,,4312,,KNOWLES,,AVE,KENSINGTON,MD,20895,IS SUBJECT TO 1952 ZONING DEVELOPMENT STANDARDS.,C-1.323(b)(1),Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-60,,building permit denial to reduce exempted side yard setback from 4' to 2',"4312 KNOWLES AVE
KENSINGTON, MD 20895
(39.030313, -77.084968)"
DEVELOPMENT STANDARDS VARIANCE,251386,01/09/2007,01/09/2007,01/09/2007,,6519,,ALLEGHENY,,AVE,TAKOMA PARK,MD,20912,RESULTED IN REMOVAL OF WALLS OF EXISTING SFD.,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"6519 ALLEGHENY AVE
TAKOMA PARK, MD 20912
(38.970916, -77.00557)"
DEVELOPMENT STANDARDS VARIANCE,218306,08/06/2002,08/06/2002,,,1021,,NORWOOD,,RD,SILVER SPRING,MD,20905,EXISTING PUMP HOUSE REQ A VAR IN ACCORDANCE WITH SE.,G-2.30.(4)(ii),Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,RE-2C,,,"1021 NORWOOD RD
SILVER SPRING, MD 20905
(39.124915, -77.027365)"
DEVELOPMENT STANDARDS VARIANCE,216074,03/14/2002,03/14/2002,,,23613,,WOODFIELD,,RD,GAITHERSBURG,MD,20882,OF AN ATTACHED GARAGE REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RE-2,,,"23613 WOODFIELD RD
GAITHERSBURG, MD 20882
(39.244024, -77.185983)"
DEVELOPMENT STANDARDS VARIANCE,220767,03/13/2003,03/13/2003,,,14074,,BERRYVILLE,,RD,GERMANTOWN,MD,20874,EXISTING REQUIRES A VARIANCE TO REMAIN IN SIDE YARD.,C-9.45,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,RC,,BLDG PERMIT#300019,"14074 BERRYVILLE RD
GERMANTOWN, MD 20874
(39.086036, -77.326257)"
DEVELOPMENT STANDARDS VARIANCE,253504,06/22/2007,06/22/2007,,,6815,,FULTON,,ST,CHEVY CHASE,MD,20815,REQ A VAR OF 15.6' FROM 31.3' BLDG LINE (FULTON ST).,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,building permit denial to reduce front yard setback from 31.3' to 15.6' for proposed deck which is entitled to 9' exemption from 40.3' established building line,"6815 FULTON ST
CHEVY CHASE, MD 20815
(38.979628, -77.073883)"
DEVELOPMENT STANDARDS VARIANCE,229686,06/04/2004,06/04/2004,,,6702,,EAST,,AVE,CHEVY CHASE,MD,20815,OF A 2ND FL ROOM ADDN REQ A VAR FROM THE 25' SETBACK.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial for room addition within 15' of front property line-BLDG PERMIT#346463,"6702 EAST AVE
CHEVY CHASE, MD 20815
(38.977558, -77.086722)"
DEVELOPMENT STANDARDS VARIANCE,219057,10/09/2002,10/09/2002,,,15210,,BRIARCLIFF MANOR,,WAY,BURTONSVILLE,MD,20866,EXISTING SHED REQ A VAR FROM THE 15' SIDE SETBACK.,C-1.326(a)(2)(C),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,RE-1,,BLDG PERMIT#289635,"15210 BRIARCLIFF MANOR WAY
BURTONSVILLE, MD 20866
(39.10564, -76.943643)"
DEVELOPMENT STANDARDS VARIANCE,266452,07/30/2010,07/30/2010,,,231,,GRANT,,AVE,TAKOMA PARK,MD,20912,OF SHED REQUIRES A VARIANCE TO BE LOCATED IN SIDE YARD.,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to permit accessory structure to be located in side yard,"231 GRANT AVE
TAKOMA PARK, MD 20912
(38.983324, -77.011761)"
DEVELOPMENT STANDARDS VARIANCE,205158,05/25/2000,,,,8610,,FERNWOOD,,RD,BETHESDA,MD,20817,OF A BRIDGE IS IN VIOLATION OF SECTION 59-C-1.326(A)(1),,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,R-90,,,"8610 FERNWOOD RD
BETHESDA, MD 20817
(38.998029, -77.134243)"
DEVELOPMENT STANDARDS VARIANCE,232718,11/16/2004,11/16/2004,11/16/2004,,324,,BOYD,,AVE,TAKOMA PARK,MD,20912,,C-1.323(b)(1),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"324 BOYD AVE
TAKOMA PARK, MD 20912
(38.979596, -77.002333)"
DEVELOPMENT STANDARDS VARIANCE,213821,09/25/2001,,,,4705,,DERUSSEY,,PKWY,CHEVY CHASE,MD,20815,IS A COVERED PORCH,C-1.323(b)(2),Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-60,,,"4705 DERUSSEY PKWY
CHEVY CHASE, MD 20815
(38.972121, -77.092983)"
DEVELOPMENT STANDARDS VARIANCE,236830,05/23/2005,05/23/2005,10/04/2005,,8000,,PINEY BRANCH,,RD,SILVER SPRING,MD,20910,REQ A VAR FROM THE 20'MIN & 9' EXEMPTION FROM SETBACKS,C-1.323(b)(2),N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,permit denial for deck setback reduction from minimum and exemption,"8000 PINEY BRANCH RD
SILVER SPRING, MD 20910
(38.989231, -77.011484)"
DEVELOPMENT STANDARDS VARIANCE,368317,04/12/2019,,,,17505,,PARK MILL,,DR,ROCKVILLE,MD,20855,of exist. house w/in 11.2' (12'min) so 0.8' var. needed,4.4.7.B.2,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,R-200,,Existing house is 11.2' from right property line. Minimum is 12' so needs a variance of 0.8',"17505 PARK MILL DR
ROCKVILLE, MD 20855
(39.143241, -77.15181)"
DEVELOPMENT STANDARDS VARIANCE,211050,03/29/2001,03/29/2001,,,4613,,FLOWER VALLEY,,DR,ROCKVILLE,MD,20853,,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-200,,BLDG PERMIT#244189,"4613 FLOWER VALLEY DR
ROCKVILLE, MD 20853
(39.1037, -77.092921)"
DEVELOPMENT STANDARDS VARIANCE,226010,12/30/2003,12/30/2003,,,14408,,OLD COLUMBIA,,PIKE,BURTONSVILLE,MD,20866,OF AN EXISITNG GARAGE REQ A VAR FROM THE 12' SIDE YARD,C-1.323(b)(1),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-200,,denial for existing garage less than 12' from side yard-BLDG PERMIT#328544,"14408 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.093593, -76.946797)"
DEVELOPMENT STANDARDS VARIANCE,202828,01/18/2000,01/18/2000,,,6845,,GLENBROOK,,RD,BETHESDA,MD,20814,IS A 2-STORY ADDITION WITH A BASEMENT LEVEL GARAGE.,A-5.33(c),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"6845 GLENBROOK RD
BETHESDA, MD 20814
(38.978559, -77.105567)"
DEVELOPMENT STANDARDS VARIANCE,343292,08/17/2015,08/24/2015,08/24/2015,,13503,,KEATING,,ST,ROCKVILLE,MD,20853,of a carport req a var from 8' min & 18' total side yds,4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,carport,"13503 KEATING ST
ROCKVILLE, MD 20853
(39.077522, -77.08637)"
DEVELOPMENT STANDARDS VARIANCE,200793,10/11/1999,10/13/1999,,,4401,,STANFORD,,ST,CHEVY CHASE,MD,20815,IS A ONE STORY ADDITION,c-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"4401 STANFORD ST
CHEVY CHASE, MD 20815
(38.978953, -77.087182)"
DEVELOPMENT STANDARDS VARIANCE,248215,08/21/2006,08/21/2006,,,14520,,BARKWOOD,,DR,ROCKVILLE,MD,20853,OF A SUNROOM REQ A VAR FROM 40.25' EST BLDG LINE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,building permit denial to reduce front yard setback for sunroom from 40.25' to 30',"14520 BARKWOOD DR
ROCKVILLE, MD 20853
(39.094632, -77.101045)"
DEVELOPMENT STANDARDS VARIANCE,237600,06/24/2005,06/24/2005,,,4620,,NORWOOD,,DR,CHEVY CHASE,MD,20815,OF A 1 STY ROOM ADDN REQ A VAR FROM 40' EST BLDG LINE,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial for room addition to reduce front setback from 40' to 29',"4620 NORWOOD DR
CHEVY CHASE, MD 20815
(38.97536, -77.092064)"
DEVELOPMENT STANDARDS VARIANCE,347411,10/07/2015,,,,3609,,RANDOLPH,,RD,SILVER SPRING,MD,20906,of carport req var to reduce side yd from 7' to 0',4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,building permit denial to reduce side yard setback for proposed carport from 7' to 0',"3609 RANDOLPH RD
SILVER SPRING, MD 20906
(39.057865, -77.071885)"
