Reporting Area,MMWR Year,MMWR Week,"Brucellosis, Current week","Brucellosis, Current week, flag","Brucellosis, Previous 52 weeks Max†","Brucellosis, Previous 52 weeks Max†, flag","Brucellosis, Cum 2020†","Brucellosis, Cum 2020†, flag","Brucellosis, Cum 2019†","Brucellosis, Cum 2019, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Max†","Campylobacteriosis, Previous 52 weeks Max†, flag","Campylobacteriosis, Cum 2020†","Campylobacteriosis, Cum 2020†, flag","Campylobacteriosis, Cum 2019†","Campylobacteriosis, Cum 2019†, flag","Candida auris, clinical§, Current week","Candida auris, clinical§, Current week, flag","Candida auris, clinical§, Previous 52 weeks Max†","Candida auris, clinical§, Previous 52 weeks Max†, flag","Candida auris, clinical§, Cum 2020†","Candida auris, clinical§, Cum 2020†, flag","Candida auris, clinical§, Cum 2019†","Candida auris, clinical§, Cum 2019, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,1,,2,,2,,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
TOTAL,2020,18,1,,7,,11,,45,,104,,2135,,10501,,18452,,,-,10,,1,,47,,,TOTAL,20201870,
US RESIDENTS,2020,18,1,,7,,11,,45,,104,,2135,,10499,,18450,,,-,10,,1,,47,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,,-,,-,15,,62,,86,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,1,,,-,,-,14,,94,,432,,554,,,-,0,,,-,,-,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,2,,,-,13,,15,,331,,1795,,2850,,,-,0,,,-,,-,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,4,,4,,12,,,-,295,,1080,,1885,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,1,,,-,1,,,-,41,,127,,189,,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,1,,,-,3,,,-,100,,511,,923,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,0,,,-,,-,,-,15,,26,,88,,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,1,,,-,1,,,-,9,,25,,64,,,-,0,,,-,,-,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,2,,,-,,-,2,,86,,453,,737,,,-,10,,1,,47,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,1,,,-,1,,6,,57,,283,,389,,,-,0,,,-,,-,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,4,,3,,10,,,-,206,,588,,1156,,,-,0,,,-,,-,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,1,,,-,,-,,-,7,,,-,37,,,-,0,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,1,,,-,,-,,-,7,,7,,35,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,1,,,-,1,,,-,75,,401,,547,,,-,0,,,-,,-,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,1,,,-,1,,11,,133,,556,,896,,,-,0,,,-,,-,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,0,,,-,,-,,-,19,,29,,81,,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,0,,,-,,-,6,,39,,219,,282,,,-,0,,,-,,-,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,2,,,-,,-,,-,11,,35,,63,,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,1,,,-,3,,,-,24,,145,,237,,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,0,,,-,,-,1,,30,,58,,222,,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,1,,,-,,-,,-,66,,252,,564,,,-,0,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,1,,,-,,-,,-,68,,9,,590,,,-,0,,,-,,-,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,1,,,-,,-,,-,34,,74,,161,,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,2,,1,,,-,9,,273,,1385,,2234,,,-,10,,1,,47,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,1,,,-,,-,,-,32,,168,,262,,,-,0,,,-,,-,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,0,,,-,,-,5,,29,,114,,186,,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,2,,2,,,-,,-,38,,158,,267,,,-,0,,,-,,-,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,1,,,-,1,,4,,30,,128,,167,,,-,0,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,1,,,-,1,,,-,51,,213,,277,,,-,0,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,1,,1,,,-,,-,99,,427,,610,,,-,0,,,-,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,1,,,-,1,,,-,54,,,-,407,,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,1,,1,,1,,,-,30,,147,,292,,,-,0,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,1,,,-,,-,,-,21,,76,,94,,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,3,,4,,5,,13,,335,,2151,,3582,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,1,,,-,1,,,-,96,,491,,734,,,-,0,,,-,,-,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,0,,,-,1,,,-,22,,97,,161,,,-,0,,,-,,-,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,-,0,,,-,2,,1,,45,,193,,299,,,-,0,,,-,,-,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,0,,,-,,-,,-,9,,29,,47,,,-,0,,,-,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,0,,,-,,-,,-,46,,130,,247,,,-,0,,,-,,-,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,0,,,-,,-,2,,8,,28,,38,,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,1,,,-,1,,,-,97,,318,,414,,,-,0,,,-,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,1,,1,,2,,1,,31,,65,,319,,416,,,-,0,,,-,,-,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,1,,,-,,-,7,,57,,296,,440,,,-,0,,,-,,-,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,1,,,-,1,,,-,24,,27,,144,,,-,0,,,-,,-,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,1,,,-,,-,,-,59,,209,,447,,,-,0,,,-,,-,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,1,,,-,,-,,-,43,,300,,404,,,-,0,,,-,,-,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,1,,,-,1,,3,,76,,664,,958,,,-,0,,,-,,-,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,1,,,-,,-,,-,28,,132,,160,,,-,0,,,-,,-,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,0,,,-,,-,,-,23,,68,,177,,,-,0,,,-,,-,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,0,,,-,,-,,-,30,,34,,161,,,-,0,,,-,,-,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,0,,,-,,-,,-,11,,12,,70,,,-,0,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,1,,,-,,-,,-,49,,122,,376,,,-,0,,,-,,-,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,,-,2,,,-,2,,17,,316,,1596,,2836,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,-,2,,,-,12,,9,,217,,1099,,1890,,,-,0,,,-,,-,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,0,,,-,,-,,-,25,,43,,120,,,-,0,,,-,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,,-,2,,2,,3,,9,,123,,910,,1548,,,-,0,,,-,,-,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,0,,,-,,-,,-,19,,28,,97,,,-,0,,,-,,-,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,2,,,-,3,,7,,229,,650,,1832,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,1,,,-,1,,4,,66,,294,,458,,,-,0,,,-,,-,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,1,,1,,2,,6,,32,,178,,775,,1412,,,-,0,,,-,,-,,MOUNTAIN,20201848,
TOTAL,2020,15,,-,7,,6,,38,,165,,2212,,9755,,15745,,,-,10,,1,,43,,,TOTAL,20201570,
US RESIDENTS,2020,15,,-,7,,6,,38,,165,,2212,,9753,,15743,,,-,10,,1,,43,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,0,,,-,,-,3,,15,,61,,69,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,1,,,-,,-,10,,94,,378,,447,,,-,0,,,-,,-,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,2,,,-,9,,21,,419,,2296,,3100,,,-,0,,,-,,-,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,4,,,-,10,,27,,295,,822,,1561,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,1,,,-,1,,5,,41,,113,,149,,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,1,,,-,3,,4,,99,,366,,730,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,0,,,-,,-,,-,15,,24,,56,,,-,0,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,1,,,-,1,,,-,9,,24,,54,,,-,0,,,-,,-,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,2,,,-,,-,,-,86,,352,,607,,,-,10,,1,,43,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,1,,,-,1,,7,,57,,257,,326,,,-,0,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,4,,,-,8,,,-,204,,447,,945,,,-,0,,,-,,-,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,1,,,-,,-,,-,7,,,-,33,,,-,0,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,1,,,-,,-,,-,7,,8,,34,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,1,,,-,,-,2,,75,,380,,469,,,-,0,,,-,,-,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,1,,,-,,-,7,,133,,506,,698,,,-,0,,,-,,-,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,0,,,-,,-,,-,19,,29,,67,,,-,0,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,0,,,-,,-,2,,38,,193,,239,,,-,0,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,2,,,-,,-,,-,11,,35,,54,,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,1,,,-,3,,1,,24,,129,,185,,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,2,,30,,52,,181,,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,1,,,-,,-,,-,66,,220,,461,,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,1,,,-,,-,,-,68,,9,,492,,,-,0,,,-,,-,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,1,,,-,,-,,-,34,,69,,121,,,-,0,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,2,,1,,,-,30,,272,,1198,,1843,,,-,10,,1,,43,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,1,,,-,,-,3,,32,,150,,226,,,-,0,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,0,,,-,,-,,-,29,,91,,146,,,-,0,,,-,,-,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,2,,2,,,-,3,,38,,154,,223,,,-,0,,,-,,-,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,1,,,-,1,,2,,30,,119,,132,,,-,0,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,1,,,-,1,,13,,51,,197,,231,,,-,0,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,1,,1,,,-,21,,99,,400,,504,,,-,0,,,-,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,1,,,-,1,,,-,54,,,-,330,,,-,0,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,1,,,-,1,,9,,30,,51,,257,,,-,0,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,,-,,-,1,,21,,64,,72,,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,3,,4,,5,,21,,326,,1839,,2928,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,1,,,-,1,,13,,96,,454,,588,,,-,0,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,0,,,-,1,,,-,22,,80,,128,,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,1,,,-,2,,5,,45,,180,,247,,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,1,,9,,28,,36,,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,0,,,-,,-,,-,44,,19,,169,,,-,0,,,-,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,0,,,-,,-,,-,8,,23,,32,,,-,0,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,1,,,-,1,,7,,97,,298,,312,,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,1,,1,,1,,12,,65,,225,,295,,,-,0,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,1,,,-,,-,8,,56,,256,,366,,,-,0,,,-,,-,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,1,,,-,1,,,-,24,,25,,108,,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,1,,,-,,-,1,,59,,190,,365,,,-,0,,,-,,-,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,1,,,-,,-,,-,43,,238,,339,,,-,0,,,-,,-,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,1,,,-,1,,1,,76,,640,,817,,,-,0,,,-,,-,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,1,,,-,,-,5,,28,,127,,128,,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,,-,,-,23,,68,,150,,,-,0,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,0,,,-,,-,,-,30,,34,,119,,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,0,,,-,,-,,-,11,,12,,52,,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,1,,,-,,-,,-,49,,122,,299,,,-,0,,,-,,-,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,2,,,-,2,,24,,316,,1481,,2344,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,2,,,-,9,,16,,316,,1659,,2287,,,-,0,,,-,,-,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,,-,,-,16,,5,,103,,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,2,,2,,3,,9,,123,,762,,1270,,,-,0,,,-,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,0,,,-,,-,,-,19,,28,,74,,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,2,,,-,3,,14,,229,,602,,1460,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,1,,,-,,-,3,,66,,274,,348,,,-,0,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,,-,1,,1,,6,,17,,178,,643,,1079,,,-,0,,,-,,-,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,1,,2,,2,,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
MOUNTAIN,2020,16,,-,1,,1,,6,,13,,178,,673,,1187,,,-,0,,,-,,-,,MOUNTAIN,20201648,
INDIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,1,,2,,2,,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
TOTAL,2020,17,1,,7,,8,,41,,222,,2224,,10894,,18077,,,-,10,,1,,46,,,TOTAL,20201770,
US RESIDENTS,2020,17,1,,7,,8,,41,,222,,2224,,10892,,18075,,,-,10,,1,,46,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,0,,,-,,-,,-,15,,62,,79,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,1,,,-,,-,9,,94,,418,,525,,,-,0,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,,-,2,,,-,11,,47,,420,,2444,,3525,,,-,0,,,-,,-,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,1,,4,,2,,10,,63,,295,,1080,,1778,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,1,,,-,1,,8,,41,,127,,177,,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,,-,1,,,-,3,,6,,100,,511,,852,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,0,,,-,,-,,-,15,,26,,73,,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,1,,,-,1,,,-,9,,25,,61,,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,2,,,-,,-,,-,86,,414,,689,,,-,10,,1,,46,,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,1,,,-,1,,6,,57,,274,,366,,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,4,,1,,8,,36,,206,,588,,1087,,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,1,,,-,,-,,-,7,,,-,37,,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,1,,,-,,-,,-,7,,7,,31,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,1,,,-,1,,6,,75,,401,,523,,,-,0,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,1,,,-,1,,4,,133,,526,,834,,,-,0,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,0,,,-,,-,,-,19,,29,,79,,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,0,,,-,,-,3,,39,,207,,269,,,-,0,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,2,,,-,,-,,-,11,,35,,60,,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,1,,,-,3,,4,,24,,145,,216,,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,0,,,-,,-,3,,30,,57,,210,,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,1,,,-,,-,,-,66,,252,,529,,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,1,,,-,,-,,-,68,,9,,559,,,-,0,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,1,,,-,,-,2,,34,,74,,141,,,-,0,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,,-,2,,1,,,-,12,,273,,1335,,2091,,,-,10,,1,,46,,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,1,,,-,,-,2,,32,,168,,250,,,-,0,,,-,,-,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,0,,,-,,-,1,,29,,99,,172,,,-,0,,,-,,-,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,2,,2,,,-,,-,38,,158,,252,,,-,0,,,-,,-,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,1,,,-,1,,,-,30,,123,,148,,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,1,,,-,1,,16,,51,,213,,256,,,-,0,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
