Project Number,Contract Number,Title,Status,Procurement Type,Award Type,Contract Award Date,Contract End Date,Contract Amount,Expended Amount YTD,Expended Amount LTD,Remaining Balance,Number of Bids,MWBE,MWBE Proposals,Vendor Name,Address Line 1,Address Line 2,City,State,Zip Code,Country,Location 1
39X161,T006059,CONSTR: Repl Roof - Donovan,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/28/2014,02/16/2016,1077811.00,0.00,1077811.00,0.00,10,Y,2,Titan Roofing Inc,200 Tapley Street,,Springfield,MA,1104,USA,"200 Tapley Street
Springfield, MA 01104
(42.12659, -72.560744)"
281004,T006352,"DESIGN: Replace Roofs Cary, Farber and Sherman Annex",Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/03/2018,10/02/2020,591000.00,0.00,251897.82,339102.18,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
01XA49,T005969,CONSTR: Relocate University Data Center ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/18/2012,09/15/2016,25200976.00,4321859.00,25200976.00,0.00,11,N,0,Jersen Construction Group,6 Industry Drive,,Waterford,NY,12188,USA,"6 Industry Drive
Waterford, NY 12188
(42.801896, -73.672153)"
301028,T006352,DESIGN: Replace Roofs Beane Service and Helm Warehouse,Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/03/2018,10/02/2020,625000.00,0.00,276415.22,348584.78,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
141077,T006367,DESIGN: Replace BSB Chiller,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/01/2019,09/26/2020,840000.00,0.00,90265.06,749734.94,0,N,0,"O'Brien & Gere Engineers, Inc",333 West Washington St,PO Box 4873,Syracuse,NY,13221,USA,"333 West Washington St
Syracuse, NY 13221
(43.049616, -76.155894)"
021028,T006372,DESIGN: Reconstruct Allen Loop Plaza and New Campus Drive,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/01/2019,09/26/2020,852000.00,0.00,106363.03,745636.97,0,N,0,"C & S Engineers, Inc.",499 Col. E. Collins Blvd.,,Syracuse,NY,13212,USA,"499 Col E Collins Blvd
Syracuse, NY 13212"
09X331,T005788,"CONSTR: Replace VAT Flooring,  Phase II ",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/04/2011,08/05/2012,107527.00,1370.00,107527.00,0.00,6,N,0,Continental Flooring Co.,9319 N 94 Way Suite 10000,,Scottsdale,AZ,85250,USA,"9319 N 94 Way
Scottsdale, AZ 85250
(33.569999, -111.876946)"
251018,T006461,"CONSTR: Replace Boilers & Chillers, Various Buildings",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/18/2018,09/16/2020,1226338.00,0.00,1216338.00,10000.00,1,Y,0,"Wilkins Mechanical, Inc.",6923 Herman Road,,Syracuse,NY,13209,USA,"6923 Herman Road
Syracuse, NY 13209
(43.104671, -76.290603)"
29X402,T006472,CONSTR: Job Order Contracting - NYC Region,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/29/2019,10/15/2020,134925.00,0.00,10331.00,124594.00,3,N,1,"Volmar Construction, Inc",4400 Second Avenue,,Brooklyn,NY,11232,USA,"4400 Second Avenue
Brooklyn, NY 11232
(40.652263, -74.013635)"
14XA62,T005582,CONSTR: Radioactive Storage BSB Bldg 0001,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/17/2009,03/31/2013,1353193.00,0.00,1353193.00,0.00,4,N,1,"Structure tone, Inc.",770 Broadway,,New York,NY,10003,USA,"770 Broadway
New York, NY 10003
(40.730928, -73.991353)"
051010,T006101,DESIGN: Rehabilitate Plaza Maytum/Reed/McEwen,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/14/2017,10/10/2023,552000.00,0.00,244347.63,307652.37,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
11X309,T005862,CONSTR: Facility Enhancements for the School of Business,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/09/2011,08/31/2015,15311531.00,8805977.00,15311531.00,0.00,8,N,0,The Pike Company Inc,One Circle Street,,Rochester,NY,14607,USA,"One Circle Street
Rochester, NY 14607"
32X468,T006001,DESIGN: Commissioning Services-MART/New Beds and Support Tower,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/20/2012,10/08/2021,1295923.00,0.00,1293652.80,2270.20,18,N,0,"RMF Engineering, Inc., P.C.",Suite 300,5520 Research Park Drive,Baltimore,MD,21228,USA,"300 Baltimore
MD 21228
(39.398837, -76.607341)"
26X269,T005415,CONSTR: Water Distribution System Improvements,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/23/2008,12/01/2010,2228792.00,0.00,2228792.00,0.00,3,N,0,"Merrick Utility Associates, Inc.",91 Marine Street,,Farmingdale,NY,11735,USA,"91 Marine Street
Farmingdale, NY 11735
(40.71458, -73.419868)"
13X7A6,T005968,CONSTR: Job Order Contracting Program - New York,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/21/2012,08/31/2018,58395.00,0.00,58395.00,0.00,0,N,0,"Corbex, Inc.",74-16 Grand Avenue,,Elmhurst,NY,11373,USA,"74 16 Grand Avenue
Elmhurst, NY 11373"
07XA24,T005364,DESIGN: Rehabilitate Elevators Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/18/2008,07/16/2014,35021.28,39435.63,411021.28,-376000.00,0,N,0,"Syska Hennessy Group, Inc",14th Floor,1515 Broadway,New York,NY,10038,USA,
20X127,D005218,CONSTR: Replace Domestic Water Lines at Walters Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/22/2006,10/31/2010,2471228.00,0.00,2471228.00,0.00,4,N,0,"Hueber-Breuer Construction Co., Inc.",P.O Box 515,148 Berwyn Avenue,Syracuse,NY,13205,USA,"515 Syracuse
NY 13205"
05X340,T005647,DESIGN: Rehabilitate  Upgrade Elevators,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/19/2010,07/28/2017,237733.41,0.00,237733.41,0.00,5,N,0,"Delta Engineers, Archs & Land Survs, DPC",860 Hooper Road,,Endwell,NY,13760,USA,"860 Hooper Road
Endwell, NY 13760
(42.12898, -76.03068)"
41X050,T006123,CONSTR: Lobby Renovation,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/05/2015,07/04/2017,4634304.00,0.00,4634304.00,0.00,9,N,0,Stalco Construction Inc.,1316 Motor Parkway,,Islandia,NY,11749,USA,"1316 Motor Parkway
Islandia, NY 11749
(40.806518, -73.194062)"
02X396,T005356,DESIGN: Replace Roofs - Various Buildings Phase III,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/26/2010,05/29/2015,186595.80,60760.12,186595.80,0.00,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
29X402,T005536,DESIGN: Renovate/Construct Center for Integrated Technology Learning,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/06/2009,02/25/2022,4367835.57,333762.53,4032984.00,334851.57,49,N,2,"FXCollaborative Architects, LLP",22 West 19th Street,,New York,NY,10011,USA,"22 West 19th Street
New York, NY 10011
(40.73962, -73.992645)"
03X404,T005356,"DESIGN: Roof Replacements, Group B Various Bldgs",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/01/2009,05/29/2015,503130.99,4983.31,503130.99,0.00,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
30XA81,T005921,CONSTR: ADA Improvements - Phase IIA,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/03/2012,03/29/2014,1353163.00,959927.00,1353163.00,0.00,16,N,1,Trason Development Corp,7350 Boston State Road,,Hamburg,NY,14075,USA,"7350 Boston State Road
Hamburg, NY 14075
(42.683985, -78.767151)"
05X247,T004889,CONSTR: Renovate And Construction Addition Cranston Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/17/2004,12/31/2010,17771643.00,0.00,17771643.00,0.00,7,N,0,Lecesse Construction Co.,75 Thruway Park Drive,,West Henrietta,NY,14586,USA,"75 Thruway Park Drive
West Henrietta, NY 14586
(43.045684, -77.666126)"
35X100,T005552,CONSTR: Install Heat Recovery System BINNS-MERRILL HALL,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,07/13/2009,03/26/2011,1639139.00,0.00,1639139.00,0.00,3,N,0,Postler & Jaeckle Corp.,615 South Avenue,,Rochester,NY,14620,USA,"615 South Avenue
Rochester, NY 14620
(43.14352, -77.604797)"
07XA51,T005577,DESIGN: Site Improvements - Parking & East/West Drives,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/09/2010,02/03/2018,138406.65,28808.02,138406.65,0.00,0,N,0,"C & S Engineers, Inc.",499 Col. E. Collins Blvd.,,Syracuse,NY,13212,USA,"499 Col E Collins Blvd
Syracuse, NY 13212"
36X110,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,456503.00,0.00,456503.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
28X360,T005513,CONSTR: Cary Farber Sherman - Replace/Repair Mechanical/Electrical/Plumbing Systems,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/23/2009,06/15/2013,3991058.00,132038.00,3991058.00,0.00,6,N,1,"D.V. Brown & Associates, Inc.",567 Vickers Street,,Tonawanda,NY,14150,USA,"567 Vickers Street
Tonawanda, NY 14150
(43.01223, -78.854719)"
01XA58,T005868,DESIGN: CM - Construction Services Rehab. Water Tower & Fountain,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/15/2012,12/01/2015,482961.32,247751.13,482961.32,0.00,0,N,0,The Whiting-Turner Contracting Company,Suite 180,1720 Spillman Drive,Bethlehem,PA,18015,USA,"180 Bethlehem
PA 18015"
05X336,T005930,CONSTR: Upgrade Domestic Water Systems Phase II,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/09/2012,08/01/2014,2290428.00,2091044.00,2290428.00,0.00,6,N,0,"New Frontier Excavating & Paving, Inc.",8265 East Eden Road,,Eden,NY,14057,USA,"8265 East Eden Road
Eden, NY 14057
(42.661468, -78.827514)"
25X280,T004924,"DESIGN: Replace Roof, Farnsworth Hall, Bldg. No. 9",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/11/2006,04/30/2009,44930.76,0.00,44930.76,0.00,0,N,0,"Collins & Scoville Architects, P.C.",40 Beaver Street,,Albany,NY,12207,USA,"40 Beaver Street
Albany, NY 12207
(42.648482, -73.752642)"
801802,T006367,DESIGN: Engineering Services - O'Brien & Gere Engineers - Master Term Agreement,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/26/2017,09/26/2020,5000000.00,0.00,0.00,5000000.00,111,N,24,"O'Brien & Gere Engineers, Inc",333 West Washington St,PO Box 4873,Syracuse,NY,13221,USA,"333 West Washington St
Syracuse, NY 13221
(43.049616, -76.155894)"
01XA94,T006127,DESIGN: CM Renovate Lecture Center,Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/28/2017,05/07/2021,899571.00,0.00,446526.40,453044.60,0,N,0,Gilbane Building Company,7 Southwoods Boulevard,3rd Floor,Albany,NY,12211,USA,"7 Southwoods Boulevard
Albany, NY 12211
(42.683415, -73.770704)"
391018,T006356,DESIGN: Facility Master Planning - Albany Campus,Active,Design and Construction/Maintenance,Authority Contract - Best Value,04/22/2019,09/26/2020,149917.00,0.00,42042.23,107874.77,0,Y,0,JMZ Architects & Planners PC,190 Glen Street,P. O. Box 725,Glens Falls,NY,12801,USA,"190 Glen Street
Glens Falls, NY 12801
(43.309981, -73.644771)"
35X103,T005337,CONSTR: Replace McMahon Hall Building Systems,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/03/2008,05/19/2010,2956728.00,0.00,2956728.00,0.00,7,N,0,"Christa Construction, LLC",119 Victor Heights Pkwy,,Victor,NY,14564,USA,"119 Victor Heights Pkwy
Victor, NY 14564
(42.996299, -77.444647)"
17X090,T005284,DESIGN: Commissioning Services - North Martha Van Rensselaer Rpl W/ Parking Structure,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/17/2007,01/08/2014,395630.29,72477.54,395630.29,0.00,5,N,1,"Horizon Engineering Associates, LLP",800 Veterans Memorial,"Highway, Suite 310",Hauppauge,NY,11788,USA,"800 Veterans
Hauppauge, NY 11788
(40.821625, -73.206075)"
04X334,T005743,DESIGN: Commissioning Services for Bowers Hall Upgrade to Sciences Phase I,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/05/2011,02/26/2017,128690.40,17637.73,128690.40,0.00,15,N,0,"C.J. Brown Energy & Engineering, P.C.",Suite 204,4245 Union Road,Buffalo,NY,14225,USA,"204 Buffalo
NY 14225"
22X7A4,T005631,CONSTR: JOCs - Rochester Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,01/31/2018,199745.00,0.00,199745.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
36X138,T006107,DESIGN: Replace Federal Building Windows,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/03/2015,11/30/2021,136000.00,0.00,126639.52,9360.48,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
01XA18,D005249,CONSTR: Uptown Exterior Rehab-Various Buildings Phase 1,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/20/2007,12/31/2009,531379.00,0.00,531379.00,0.00,6,N,0,"AOW Associates, Inc.",30 Essex Street,,Albany,NY,12206,USA,"30 Essex Street
Albany, NY 12206
(42.677542, -73.779722)"
03X387,T006348,"CONSTR: Renovate Science Building - Bldg. 15, Phase III",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/07/2017,07/09/2019,5137728.00,0.00,5137728.00,0.00,1,Y,1,"Mark Cerrone, Inc.",2368 Maryland Avenue,,Niagara Falls,NY,14305,USA,"2368 Maryland Avenue
Niagara Falls, NY 14305
(43.125204, -79.035483)"
28X358,T005206,DESIGN: Construction Manager - Acheson Hall ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/12/2007,06/01/2013,2769959.12,0.00,2772038.74,-2079.62,5,N,0,Turner Construction Company,Suite 200,50 Lakefront Boulevard,Buffalo,NY,14202,USA,"200 Buffalo
NY 14202"
26X285,T005425,DESIGN: Rehabilitate Roadways/Walkways/ Landscaping,Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/27/2009,04/30/2016,1082702.69,69869.75,1063228.98,19473.71,17,N,2,"Hughes Assoc, Land.Arch't DBA Hmh Site & Sports Des",2nd Floor,330 East State Street,Ithaca,NY,14850,USA,
081018,T006330,DESIGN: Upgrade Lecture Center Mechanical System,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/22/2017,06/09/2022,1050000.00,0.00,420776.68,629223.32,24,N,5,"O'Brien & Gere Engineers, Inc",333 West Washington St,PO Box 4873,Syracuse,NY,13221,USA,"333 West Washington St
Syracuse, NY 13221
(43.049616, -76.155894)"
13XD12,T005967,CONSTR: New Computer Science Building,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/05/2012,03/30/2018,33380781.00,3861471.00,33380781.00,0.00,9,N,0,MPCC Corp.,81 Rockdale Avenue,,New Rochelle,NY,10801,USA,"81 Rockdale Avenue
New Rochelle, NY 10801
(40.905212, -73.793057)"
41X7A7,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,82359.00,8901.00,82359.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
08X436,T005956,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/18/2012,11/20/2018,0.00,0.00,0.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
031003,T006098,DESIGN: Renovate B-Wing at Buckham Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/04/2015,11/03/2021,482832.69,0.00,482832.69,0.00,0,N,0,"Kideney Architects, P.C.",143 Genesee Street,,Buffalo,NY,14203,USA,"143 Genesee Street
Buffalo, NY 14203
(42.890071, -78.869032)"
27X153,D005081,CONSTR: Upgrade Fire Alarm System,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,10/13/2005,12/31/2010,1508588.00,0.00,1508588.00,0.00,6,N,0,Bagnall Electric Inc.,45 Classic Street,P. O. Box 577,Sherburne,NY,13460,USA,"45 Classic Street
Sherburne, NY 13460
(42.686609, -75.498702)"
24X250,T005192,DESIGN: Building Commissioning - Frisbie Hall ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/16/2007,12/31/2013,100967.54,3061.45,100967.54,0.00,0,N,0,"Syska Hennessy Group, Inc",14th Floor,1515 Broadway,New York,NY,10038,USA,
11X293,T005523,CONSTR: Renovate Sundowner Dining,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/18/2009,12/31/2011,1980109.00,0.00,1980109.00,0.00,3,N,0,"Murnane Building Contractors, Inc.",P.O. Box 3048,104 Sharron Avenue,Plattsburgh,NY,12901,USA,"3048 Plattsburgh
NY 12901"
30XB05,T006053,CONSTR: CFA Replace North Stair and Plaza Deck,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/15/2014,12/20/2016,7065441.00,0.00,7065441.00,0.00,4,N,0,Rodems Construction Corp.,3555 North Buffalo Road,,Orchard Park,NY,14127,USA,"3555 North Buffalo Road
Orchard Park, NY 14127
(42.787052, -78.750024)"
31X229,T005866,"DESIGN: Construction Manager Library Rehabilitation, Stage 1",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,12/20/2013,02/01/2019,475999.31,0.00,547938.89,-71939.58,0,N,0,Jacobs Project Management Co.,Suite 0603,Two Penn Plaza,New York,NY,10121,USA,"0603 New
York, NY 10121"
121004,T006241,"CONSTR: Construct New ADA Restrooms, Kellas Hall",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/29/2016,09/30/2017,369513.00,0.00,369513.00,0.00,4,N,0,Northern Tier Contracting,329A Scotch Settlement Rd,,Gouverneur,NY,13642,USA,"329A Scotch Settlement Rd
Gouverneur, NY 13642
(44.350272, -75.425712)"
36X103,T004926,DESIGN: Rehab 3rd Floor South Bldg 5,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/27/2007,03/31/2011,20614.42,0.00,160436.35,-139821.93,0,Y,0,JMZ Architects & Planners PC,190 Glen Street,P. O. Box 725,Glens Falls,NY,12801,USA,"190 Glen Street
Glens Falls, NY 12801
(43.309981, -73.644771)"
031015,T006391,CONSTR: Upgrade Mechanical Systems for Safety at Upton Hall,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/11/2017,01/14/2020,4927394.00,0.00,4651987.00,275407.00,5,N,0,"Sicoli Construction Services, Inc.",4800 Hyde Park Boulevard,,Niagara Falls,NY,14305,USA,"4800 Hyde Park Boulevard
Niagara Falls, NY 14305
(43.131099, -79.039859)"
271006,T006108,DESIGN: Replace Roofs -Bailey and Bicknell Halls,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/08/2016,08/18/2021,148240.74,0.00,148240.74,0.00,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
