Lobbyist Firm/Sole Proprietor,Activity Date,Client,Person Lobbied,Person Lobbied Title,Lobbyist,Contact Nature,Subject Matter
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),11/19/2017,CALIFORNIA NURSES ASSOCIATION (DBA NNOC)," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., JOHN JAY  SHANNON, RICHARD R. BOYKIN, SEAN  MORRISON, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY, DENNIS DEER"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, CEO, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER, COUNTY BOARD COMMISSIONER, 2ND DISTRICT",MARTI SMITH ,Letter,IN SUPPORT OF A BUDGET THAT PRESERVES CRITICAL COUNTY SERVICES
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),10/29/2018,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MARTI SMITH ,Meeting,ADVOCATING FOR ADDITIONAL FUNDS FROM BUDGET ALLOCATED FOR PUBLIC HEALTH
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),10/31/2018,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,MARTI SMITH ,Meeting,ADVOCATING FOR ADDITIONAL FUNDS FROM BUDGET ALLOCATED FOR PUBLIC HEALTH
"CITIBANK, N.A.",08/11/2015,"CITIBANK, N.A.", PAT  NESTER, CCTO CFO,KEVIN WRENN ,Meeting,COUNTY COLLATERAL REQUIREMENTS AND BANKING SERVICES
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),12/21/2018,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MARTI SMITH ,Meeting,PLANNING CHARITY CARE CAMPAIGN FOR NEXT BUDGET YEAR
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),12/21/2018,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",SHEILAH GARLAND-OLANIRAN ,Meeting,PLANNING CHARITY CARE CAMPAIGN FOR NEXT BUDGET YEAR
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),01/18/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MARTI SMITH ,Meeting,PROPOSED STRICTER REGULATION OF CHARITY CARE
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),02/12/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",SHEILAH GARLAND-OLANIRAN ,Meeting,PROPOSING STRICTER REGULATION
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),06/13/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), WILLIAM LOWRY," COOK COUNTY COMMISSIONER, 4TH DISTRICT",SHEILAH GARLAND-OLANIRAN ,Meeting,ENCOURAGED CONTINUANCE OF CERTAIN SERVICES AT JACKSON PARK HOSPITAL
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),11/06/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,DANIEL RITTER ,Meeting,DISCUSSED SAVING RN JOBS AND ADVOCATING FOR PROGRESSIVE SOURCES OF REVENUE TO BALANCE BUDGET.
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),11/06/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",DANIEL RITTER ,Meeting,DISCUSSED SAVING RN JOBS AND ADVOCATING FOR PROGRESSIVE SOURCES OF REVENUE TO BALANCE BUDGET.
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),11/06/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC)," JOHN DALEY, LARRY SUFFREDIN"," COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT",DANIEL RITTER ,Meeting,DISCUSSED SAVING RN JOBS AND ADVOCATING FOR PROGRESSIVE SOURCES OF REVENUE TO BALANCE BUDGET.
CALIFORNIA NURSES ASSOCIATION (DBA NATIONAL NURSES ORGANIZING COMMITTEE),11/07/2019,CALIFORNIA NURSES ASSOCIATION (DBA NNOC), TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DANIEL RITTER ,Meeting,DISCUSSED SAVING RN JOBS AND ADVOCATING FOR PROGRESSIVE SOURCES OF REVENUE TO BALANCE BUDGET.
"CAPITOL CONSULTING GROUP ILLINOIS, LLC",09/27/2017,VILLAGE OF LYONS, ED MOODY, COMMISSIONER,JEFFREY GLASS A,Meeting,REAL ESTATE ISSUE RE A LAND SWAP WITH THE FOREST PRESERVE.
CAROL  RONEN,12/11/2015,ALKERMES, DOUG  ELWELL, DEPUTY CEO/COOK COUNTY HEALTH AND HOSPITAL SYSTEM,CAROL RONEN ,Meeting,DISCUSSION OF MENTALLY ILL AT CERMAK HOSPITAL
CARPENTER LIPPS & LELAND,12/10/2018,SPOT HERO," LARRY SUFFREDIN, BRIDGET DEGNEN"," COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER",JOHN KAMIS ,Meeting,PARKING TAX
CARPENTER LIPPS & LELAND,12/11/2018,SPOT HERO, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,JOHN KAMIS ,Meeting,REPEAL OF PARKING TAX
CARPENTER LIPPS & LELAND,07/01/2019,"ALIGHT SOLUTIONS, LLC", TED BERGER, DEPUTY CHIEF OF STAFF,LINDSAY ANDERSON ,Meeting,INTRODUCTION TO ALIGHT SOLUTIONS
CARPENTER LIPPS & LELAND,08/22/2019,"ALIGHT SOLUTIONS, LLC", DEANNA ZALAS, RISK MANAGEMENT,LINDSAY ANDERSON ,Meeting,INTRODUCTION TO ALIGHT SOLUTIONS
CARPENTER LIPPS & LELAND,08/22/2019,"ALIGHT SOLUTIONS, LLC", JEAN GALOVICH," MANAGER, EMPLOYEE BENEFITS",LINDSAY ANDERSON ,Meeting,INTRODUCTION TO ALIGHT SOLUTIONS
CARPENTER LIPPS & LELAND,12/16/2019,"ALIGHT SOLUTIONS, LLC", DEANNA ZALAS, RISK MANAGEMENT,LINDSAY ANDERSON ,Phone Call,DISCUSS HUMAN CAPITAL MANAGEMENT.
CARPENTER LIPPS & LELAND,12/16/2019,"ALIGHT SOLUTIONS, LLC", JEAN GALOVICH," MANAGER, EMPLOYEE BENEFITS",LINDSAY ANDERSON ,Phone Call,DISCUSS HUMAN CAPITAL MANAGEMENT.
CHICAGO ASSOCIATION OF REALTORS,08/10/2015,CHICAGO ASSOCIATION OF REALTORS, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",BRIAN BERNARDONI ,Meeting,LAND BANK
CHICAGO ASSOCIATION OF REALTORS,08/10/2015,CHICAGO ASSOCIATION OF REALTORS, THOMAS  JACONETTY, ASSESSMEN,BRIAN BERNARDONI ,Meeting,BED AND BREAKFAST
CHICAGO ASSOCIATION OF REALTORS,09/28/2015,CHICAGO ASSOCIATION OF REALTORS, THOMAS  JACONETTY, ASSESSMEN,BRIAN BERNARDONI ,Meeting,BED AND BREAKFAST
CHICAGO ASSOCIATION OF REALTORS,12/16/2015,CHICAGO ASSOCIATION OF REALTORS, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",BRIAN BERNARDONI ,Meeting,LAND BANK DISCUSSION
CHICAGO ASSOCIATION OF REALTORS,04/08/2016,CHICAGO ASSOCIATION OF REALTORS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,BRIAN BERNARDONI ,Phone Call,DISCUSSION ON UNINCORPORATED COOK COUNTY RENTAL ORDINANCE
CHICAGO ASSOCIATION OF REALTORS,05/16/2016,CHICAGO ASSOCIATION OF REALTORS, JOHN  KELLER, PRESIDENT'S OFFICE,BRIAN BERNARDONI ,Other,AMENDING COOK COUNTY RENTAL INSPECTION ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,07/22/2015,CHICAGOLAND APARTMENT ASSOCIATION, JOHN  KELLER, PRESIDENT'S OFFICE,MICHAEL MINI J.,Meeting,PROPOSAL FOR APARTMENT INSPECTION.
CHICAGOLAND APARTMENT ASSOCIATION,05/03/2016,CHICAGOLAND APARTMENT ASSOCIATION," JOHN  KELLER, JONATHAN BUCKNER, TIMOTHY BLEUHER"," PRESIDENT'S OFFICE, PESIDENT'S AIDE, DIRECTOR OF BUILDING AND ZONING",MICHAEL MINI J.,Meeting,RESIDENTIAL RENTAL LICENSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,05/25/2016,CHICAGOLAND APARTMENT ASSOCIATION," PETER  SILVESTRI, JOHN  KELLER, JONATHAN BUCKNER, TIMOTHY BLEUHER"," COOK COUNTY COMMISSIONER, PRESIDENT'S OFFICE, PESIDENT'S AIDE, DIRECTOR OF BUILDING AND ZONING",MICHAEL MINI J.,Meeting,RESIDNETIAL RENTAL LICENSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,06/21/2016,CHICAGOLAND APARTMENT ASSOCIATION," PETER  SILVESTRI, JOHN  KELLER, JONATHAN BUCKNER, TIMOTHY BLEUHER"," COOK COUNTY COMMISSIONER, PRESIDENT'S OFFICE, PESIDENT'S AIDE, DIRECTOR OF BUILDING AND ZONING",MICHAEL MINI J.,Meeting,RESIDENTIAL RENTAL LICENSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,07/26/2018,CHICAGOLAND APARTMENT ASSOCIATION, ZARA  ALI," ACTING DIRECTOR, COOK COUNTY DEPARTMENT OF REVENUE",MICHAEL MINI J.,Meeting,PARKING TAX ORDINANCE; ENFORCEMENT OF EXEMPTION FOR APARTMENT RESIDENTS
CHICAGOLAND APARTMENT ASSOCIATION,04/18/2019,CHICAGOLAND APARTMENT ASSOCIATION, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,TOM BENEDETTO ,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,04/24/2019,CHICAGOLAND APARTMENT ASSOCIATION," LARRY SUFFREDIN, BRANDON JOHNSON"," COOK COUNTY COMMISSIONER, 13TH DISTRICT, COMMISSIONER- DISTRICT 1",TOM BENEDETTO ,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,04/24/2019,CHICAGOLAND APARTMENT ASSOCIATION," LARRY SUFFREDIN, BRANDON JOHNSON, CLINEE HEDSPETH"," COOK COUNTY COMMISSIONER, 13TH DISTRICT, COMMISSIONER- DISTRICT 1, CHIEF OF STAFF",MICHAEL MINI J.,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,04/24/2019,CHICAGOLAND APARTMENT ASSOCIATION," LARRY SUFFREDIN, BRANDON JOHNSON, CLINEE HEDSPETH"," COOK COUNTY COMMISSIONER, 13TH DISTRICT, COMMISSIONER- DISTRICT 1, CHIEF OF STAFF",TOM BENEDETTO ,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,04/26/2019,CHICAGOLAND APARTMENT ASSOCIATION," DONALD J. MEYER, FRITZ KAEGI"," DEPUTY ASSESSOR AND CHIEF VALUATIONS OFFICER, TAX ASSESSOR",MICHAEL MINI J.,Meeting,PROPERTY TAX ASSESSMENTS
CHICAGOLAND APARTMENT ASSOCIATION,06/04/2019,CHICAGOLAND APARTMENT ASSOCIATION," BRIDGET DEGNEN, LORI PROBASCO"," COOK COUNTY COMMISSIONER, COMMISSIONER DEGNEN'S OFFICE",TOM BENEDETTO ,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,06/05/2019,CHICAGOLAND APARTMENT ASSOCIATION," BRIDGET GAINER, JOHN DALEY, LARRY SUFFREDIN, NICHOLAS CHAMBERS"," COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, DIRECTOR",TOM BENEDETTO ,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,08/21/2019,CHICAGOLAND APARTMENT ASSOCIATION, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,08/27/2019,CHICAGOLAND APARTMENT ASSOCIATION, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,08/27/2019,CHICAGOLAND APARTMENT ASSOCIATION, LA'MONT WILLIAMS, CHIEF OF STAFF,TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,09/04/2019,CHICAGOLAND APARTMENT ASSOCIATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,09/19/2019,CHICAGOLAND APARTMENT ASSOCIATION, CLINEE HEDSPETH, CHIEF OF STAFF,TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,09/23/2019,CHICAGOLAND APARTMENT ASSOCIATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,10/16/2019,CHICAGOLAND APARTMENT ASSOCIATION, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,TOM BENEDETTO ,Phone Call,JHO
CHICAGOLAND APARTMENT ASSOCIATION,10/31/2019,CHICAGOLAND APARTMENT ASSOCIATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL MINI J.,Phone Call,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,11/05/2019,CHICAGOLAND APARTMENT ASSOCIATION, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,11/13/2019,CHICAGOLAND APARTMENT ASSOCIATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL MINI J.,Phone Call,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,11/14/2019,CHICAGOLAND APARTMENT ASSOCIATION, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,TOM BENEDETTO ,Meeting,JHO
CHICAGOLAND APARTMENT ASSOCIATION,11/20/2019,CHICAGOLAND APARTMENT ASSOCIATION, JOHN ROBERSON," DIRECTOR OF EXTERNAL AFFAIRS, PRESIDENT'S OFFICE",MICHAEL MINI J.,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND APARTMENT ASSOCIATION,11/20/2019,CHICAGOLAND APARTMENT ASSOCIATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL MINI J.,Meeting,JUST HOUSING ORDINANCE
CHICAGOLAND CHAMBER OF COMMERCE,07/01/2015,CHICAGOLAND CHAMBER OF COMMERCE, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",MICHAEL REEVER L.,Phone Call,SALES TAX
CHICAGOLAND CHAMBER OF COMMERCE,07/15/2015,CHICAGOLAND CHAMBER OF COMMERCE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOAN PATRICIA MURPHY, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 6TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT",ELISE HOUREN MARIE,Letter,SALES TAX
CHICAGOLAND CHAMBER OF COMMERCE,07/15/2015,CHICAGOLAND CHAMBER OF COMMERCE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOAN PATRICIA MURPHY, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 6TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT",MICHAEL REEVER L.,Letter,SALES TAX
CHICAGOLAND CHAMBER OF COMMERCE,10/16/2015,CHICAGOLAND CHAMBER OF COMMERCE, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",MICHAEL REEVER L.,Phone Call,AMUSEMENT TAX AND MINIMUM WAGE (RESPONSIBLE BUSINESS ACT)
CHICAGOLAND CHAMBER OF COMMERCE,10/16/2015,CHICAGOLAND CHAMBER OF COMMERCE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL REEVER L.,Phone Call,AMUSEMENT TAX AND MINIMUM WAGE (RESPONSIBLE BUSINESS ACT)
CHICAGOLAND CHAMBER OF COMMERCE,10/16/2015,CHICAGOLAND CHAMBER OF COMMERCE, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",MICHAEL REEVER L.,Phone Call,AMUSEMENT TAX & MINIMUM WAGE (RESPONSIBLE BUSINESS ACT)
CHICAGOLAND CHAMBER OF COMMERCE,10/16/2015,CHICAGOLAND CHAMBER OF COMMERCE, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",MICHAEL REEVER L.,Phone Call,AMUSEMENT TAX/MINIMUM WAGE (RESPONSIBLE BUSINESS ACT)
CHICAGOLAND CHAMBER OF COMMERCE,10/21/2015,CHICAGOLAND CHAMBER OF COMMERCE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL REEVER L.,Phone Call,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/22/2015,CHICAGOLAND CHAMBER OF COMMERCE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOAN PATRICIA MURPHY, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 6TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT",ELISE HOUREN MARIE,Letter,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/22/2015,CHICAGOLAND CHAMBER OF COMMERCE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOAN PATRICIA MURPHY, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 6TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT",MICHAEL REEVER L.,Letter,MINIMUM WAGE (RESPONSIBLE BUSINESS ACT)
CHICAGOLAND CHAMBER OF COMMERCE,10/23/2015,CHICAGOLAND CHAMBER OF COMMERCE, PATRICK  CAREY, SPECIAL ASSISTANT/OFFICE OF THE PRESIDENT,ELISE HOUREN MARIE,Phone Call,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/23/2015,CHICAGOLAND CHAMBER OF COMMERCE, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",ELISE HOUREN MARIE,Phone Call,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/26/2015,CHICAGOLAND CHAMBER OF COMMERCE, JOAN PATRICIA MURPHY," COOK COUNTY COMMISSIONER, 6TH DISTRICT",ELISE HOUREN MARIE,Meeting,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/26/2015,CHICAGOLAND CHAMBER OF COMMERCE, SEAN  MORRISON, COMMISSIONER,ELISE HOUREN MARIE,Meeting,RESPONSIBLE BUSINESS ACT
CHICAGOLAND CHAMBER OF COMMERCE,10/27/2015,CHICAGOLAND CHAMBER OF COMMERCE, PATRICK  CAREY, SPECIAL ASSISTANT/OFFICE OF THE PRESIDENT,ELISE HOUREN MARIE,Phone Call,LIQUID WASTE
CHICAGOLAND CHAMBER OF COMMERCE,10/28/2015,CHICAGOLAND CHAMBER OF COMMERCE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOAN PATRICIA MURPHY, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 6TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT",MICHAEL REEVER L.,Letter,AMUSEMENT TAX
