Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
23779,09/01/2010,09/15/2010,"Email notification received 8/31/10 at 11:33 AM.  Lvl 1 SSO @ 27 Pine Avenue, Takoma Park. Began @ 9:23AM. Estim. flow unable to determine sewer water surface only when occupants use. SSO [ONGOING ]. Cause is broken sewer service pipe. WO#9932005. UC on call is Joe Fulton. (Repairs will be made by City Contractors today.)",2010,Water Quality,Overflows
23849,09/20/2010,10/19/2010,"From: communications@wsscwater.com [mailto:conf-1359377691@everbridge.net] 
Sent: Friday, September 17, 2010 4:00 PM
Lvl 1 SSO @ 11600 Game Preserve RD, Gaithersburg. Began at 10:20 am Estim. flow 10 Gal Total. SSO ENDED @ 11:00 am. Cause is a broken and collapsed pipe @ cleanout stack on the property line connection. WO#9976614. UC on call is Lindell Peoples (Acting Unit Coordinator.)",2010,Water Quality,Overflows
23850,09/20/2010,11/01/2010,"From: communications@wsscwater.com [mailto:conf-1360594771@everbridge.net] 
Sent: Saturday, September 18, 2010 11:14 AM
Lvl 1 SSO @ 28/30 Pennydog Ct. Began @ 9:50am. Estim. flow 1 gal/min. Cause is UNKNOWN. WO#9977166. UC on call is Richard Thompson.",2010,Water Quality,Overflows
23851,09/20/2010,10/07/2010,"From: communications@wsscwater.com [mailto:conf-1361018801@everbridge.net] 
Sent: Sunday, September 19, 2010 3:12 PM
Lvl 1 SSO @ 25 Holt Pl., Takoma Park, Began @ 11:08am. Estim. flow 1 gal. SSO Cause is roots in m/l. WO#9977745. UC on call is R. Thompson.",2010,Water Quality,Overflows
23931,10/11/2010,10/12/2010,Lvl 2 Waterway SSO @ 1214 Ruatan ST Silver Spring into Northwest Branch OF WATERWAY. Began @ 10:17 am. Estim. flow of 10 gal/min. Cause is manhole on property. WO#0027623. UC on call is Robert Martin.,2010,Water Quality,Overflows
23976,10/20/2010,11/23/2010,"Email notification received on 10/18/10 at 6:31 PM reporting an SSO @ 7503 Palmer Ln, Takoma Park. Began @ 3:25pm. Estim. flow 5 gal/min. SSO evidence of overflow at c/o in r/w off bike path. Cause is UNKNOWN. WO#0040428. UC on call is Joe Fulton.",2010,Water Quality,Overflows
24021,10/27/2010,01/04/2011,"Email notification received Tue 10/26/2010 9:06 AM.  Lvl 1 SSO @ 6429 Orchard Ave, Takoma Park. Began @ 7:03 am. The estimated flow is 12 total gallons.  The SSO [ONGOING].  The cause is UNKNOWN. WO#0055459.  The UC on call is Joe Fulton.

Email notification received Tue 10/26/2010 1:04 PM.  Lvl 1 SSO @ 6429 Orchard Ave, Takoma Park has ended @ 8:55 am. The estimated flow was 12 gal.  The cause is soft stoppage.",2010,Water Quality,Overflows
24041,11/01/2010,11/24/2010,"From: communications@wsscwater.com [mailto:conf-1457941491@everbridge.net] 
Sent: Sunday, October 31, 2010 2:23 PM.  Lvl 2 Waterway SSO @ 1800 Glenallan Ave in Silver Spring going into stream bed at Botanical Gardens at MNPCC(Northwestern Branch). Began @ 12:54 PM. Estim. flow of 5 gal/min. Cause is UNKNOWN at this time. WO#0065383. UC on call is Joe Fulton. 

From: communications@wsscwater.com [mailto:conf-1458020451@everbridge.net] 
Sent: Sunday, October 31, 2010 6:32 PM.  Lvl 2 SSO @ 1800 Glenallan Ave located in Silver Spring ended. Began @ 12:54pm. Ended @ 4:45pm. Total volume of 2310 gal. Caused by a severe root blockage in main.",2010,Water Quality,Overflows
24069,11/12/2010,12/02/2010,"Email notification received Tuesday, November 09, 2010 9:34 AM.  Lvl 2 Waterway SSO @ 10233 Seven Locks Rd, Rockville into Cabin John. Began @ 8:31am. Estim. flow of 3 gal/min. Cause is UNKNOWN. WO#0091728. UC on call is Veric Brown.",2010,Water Quality,Overflows
24071,11/12/2010,11/22/2010,"Email notification received 11/10/10 at 4:03 pm.  Lvl 1 SSO @ 8100 Georgia Ave, Silver Spring. Began @ 2:06 pm. Estim. flow 1 gal/min. SSO ongoing. Cause is UNKNOWN at this time. WO0094813. UC on call is Veric Brown.
Email notification received 11/11/10 at 12:11 am.  Lvl 1 SSO @ 8100 Georgia ave ended.  It began @ 01:42 pm and ended @ 03:50 pm.  The estimated flow is 0013 gal.   The cause is hard grease.",2010,Water Quality,Overflows
24097,11/17/2010,11/30/2010,"Email notification from WSSC received 11/17/10 at 12:11 PM reporting a Lvl 1 SSO @ 4840 Cordell Ave, Bethesda. Began @ 10:11am. Estim. flow 1 gal/about every 10mins. SSO ONGOING Cause is UNKNOWN. WO#0105502. UC on call is Robert Martin.",2010,Water Quality,Overflows
24141,11/29/2010,01/07/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1521127461@everbridge.net] 
Sent: Sunday, November 28, 2010 9:14 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1
Importance: High

The following is a message from WSSC: 

Lvl 1 SSO @ 5016 Moorland Lane, Bethesda. Began @ 8:15PM. Estim. flow 20 gal total. SSO ENDED @ 8:15PM. Cause is UNKNOWN. WO#0120246. UC on call is Veric Brown. (When plumber took cap off of the clean out a total of 20 gal spilled onto the street).

 


 
If you have received this notification in error, please reply to:
communications@wsscwater.com",2010,Water Quality,Overflows
24173,12/03/2010,01/03/2011,"From: communications@wsscwater.com [mailto:conf-1532308951@everbridge.net] 
Sent: Wednesday, December 01, 2010 7:46 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 WATERWAY

The following is a message from WSSC: 

Lvl 2 Waterway SSO @ 12214 Judson Rd located in Silver Spring,going into Storm Drain. Began @ 4:23pm. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#0128025. UC on call is Richard Thompson. 

From: communications@wsscwater.com [mailto:conf-1532458231@everbridge.net] 
Sent: Wednesday, December 01, 2010 11:50 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 ENDS
Lvl 2 SSO @ 12214 Judson Rd located in Silver Spring, ended. Began @ 4:23pm. Ended @ 9:45pm. Estim. flow of 644 gal. Cause is UNKNOWN.",2010,Water Quality,Overflows
24179,12/06/2010,12/27/2010,"From: communications@wsscwater.com [mailto:conf-1537140771@everbridge.net] 
Sent: Sunday, December 05, 2010 5:10 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 10600 Glenwild Rd., Silver Spring into Northwest Branch. Began @ 3:23PM. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#0185835. UC on call is Robert Martin.",2010,Water Quality,Overflows
24180,12/06/2010,01/03/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1537579931@everbridge.net] 
Sent: Monday, December 06, 2010 10:54 AM
To: Martin, Steve
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 19934 Sweetgum Cir, Germantown. Began @ 9:24am. Estim. flow 1 gal/min. SSO [ONGOING]. Cause is UNKNOWN. WO#0187161. UC on call is Veric Brown.

 -----Original Message-----
From: communications@wsscwater.com [mailto:conf-1537816401@everbridge.net] 
Sent: Monday, December 06, 2010 1:01 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 19934 Sweetgum Cir, Germantown ended. Began @ 9:24am. Ended @ 1:00pm. Estim. flow 108 gal. Cause is Roots.",2010,Water Quality,Overflows
24213,12/16/2010,01/03/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1554951701@everbridge.net] 
Sent: Tuesday, December 14, 2010 11:14 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 2208 Mc Auliffe Dr, Rockville. Began @ 9:35pm. Estim. amount unknown at this time, is ongoing. Cause is UNKNOWN. WO#0210492. Acting UC on call in Min Lwin.
 
-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1555005951@everbridge.net] 
Sent: Wednesday, December 15, 2010 3:30 AM
To: Martin, Steve
Subject: OPS: SSO Lvl 1 ENDS
Importance: High

Lvl 1 SSO @ 2208 Mc Auliffe Dr, Rockville ended. Began @ 9:34 pm. Ended @ 2:45 am. Estim. flow 62 gal. Cause was Roots.",2010,Water Quality,Overflows
24219,12/20/2010,01/13/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1563577101@everbridge.net] 
Sent: Monday, December 20, 2010 1:57 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1
Importance: High

Lvl 1 SSO @ 16600 block of Kipling Road (Right of Way), Rockville. Began @ 09:57am. Estim. flow 1 gal/min. SSO [ONGOING] Cause is over flowing manhole. WO#0222562. UC on call is Veric Brown.",2010,Water Quality,Overflows
25757,12/05/2011,01/10/2012,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-377316383@everbridge.net] 
Sent: Friday, December 02, 2011 4:15 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 15313 Carrolton Rd, Rockville 4:00p. Began @ 12:28pm. Ended @ 4:00pm. Estim. 50 Total gal. Cause is Roots.",2011,Water Quality,Overflows
24232,12/27/2010,01/14/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1572105251@everbridge.net] 
Sent: Sunday, December 26, 2010 4:02 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 3227 Bel Pre Rd, Wheaton. Began @ 1:09pm. Estim. flow 56 gal total. SSO [ENDED @ 3:00pm]. Cause is UNKNOWN at this time. WO#0233734. UC on call is Min Lwin.",2010,Water Quality,Overflows
24239,12/29/2010,01/31/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1578491641@everbridge.net] 
Sent: Wednesday, December 29, 2010 9:32 AM
To: Martin, Steve
Subject: OPS: SSO Lvl 1

Lvl 1 SSO on 12/28/10 @ 14345 Clopper Rd, Germantown. Began @ 11:30 am. Estim. flow 3000 gal total. SSO ended on 12/28/10 @ 12:45 pm. Cause is Grease. WO #0238766. UC on call is Min Lwin.",2010,Water Quality,Overflows
24243,01/03/2011,01/21/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1580488941@everbridge.net] 
Sent: Friday, December 31, 2010 11:51 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4710 Chevy Chase Blvd located in Chevy Chase. Began @ 4:05pm. Total volume 5 gal. SSO ENDED @ 6:10pm. Cause is UNKNOWN. WO#0244327. UC on call is Robert Martin.               -----Original Message-----
From: communications@wsscwater.com [mailto:conf-1580459451@everbridge.net] 
Sent: Friday, December 31, 2010 11:57 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4710 Chevy Chase Blvd located in Chevy Chase ended. Began @ 4:05pm. Ended @ 6:10pm. Estim. flow 5 gal total. Cause is UNKNOWN.",2011,Water Quality,Overflows
24244,01/03/2011,01/31/2011,"From: communications@wsscwater.com [mailto:conf-1580344761@everbridge.net] 
Sent: Friday, December 31, 2010 6:23 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 14808 Coles Chance Rd located in Gaithersburg,going into an unknown creek. Began @ 3:24pm. Estim. flow of 1/2 gal/min. Cause is UNKNOWN. WO#0244103. UC on call is Richard Thompson. 
From: communications@wsscwater.com [mailto:conf-1580337411@everbridge.net] 
Sent: Friday, December 31, 2010 6:57 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 14808 Coles Chance Rd located in Gaithersburg ended. Began @ 3:24pm. Ended @ 5:30pm. Estim. flow of 63 gal. Cause is UNKNOWN.",2011,Water Quality,Overflows
24261,01/06/2011,01/14/2011,"From: communications@wsscwater.com [mailto:conf-1583339751@everbridge.net] 
Sent: Wednesday, January 05, 2011 8:35 AM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 12730 Twinbrook Pkw, Rockville into Rock Creek. Began @ 7:22am. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#0250878. UC on call is Veric Brown. 
From: communications@wsscwater.com [mailto:conf-1583489501@everbridge.net] 
Sent: Wednesday, January 05, 2011 11:07 AM
To: Martin, Steve
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 12730 Twinbrook Pkw, Rockville ended. Began @ 7:22am. Ended @ 9:45am. Estim. flow of 286 gal. Cause is Soft Grease.",2011,Water Quality,Overflows
24317,01/24/2011,03/08/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1638213121@everbridge.net] 
Sent: Friday, January 21, 2011 9:14 PM
Subject: OPS: SSO Lvl 2 WATERWAY
Lvl 2 Waterway SSO @ 2100 Washington Ave, Silver Spring entering into a storm drain. Began @ 6:34pm. Estim. flow unknown at this time. Cause is UNKNOWN at this time. WO#0282087. UC on call is Joe Fulton.",2011,Water Quality,Overflows
24328,01/26/2011,02/17/2011,"From: communications@wsscwater.com [mailto:conf-1646910051@everbridge.net] 
Sent: Tuesday, January 25, 2011 10:44 PM
Subject: OPS: SSO Lvl 1 ENDS

UPDATE l SSO @ 1925 Merrifields Dr, Silver Spring ended. Began @ 10:40am. Ended @ 4:15pm. Estim. flow abt 10 gal total. Cause was cloth rags in line.",2011,Water Quality,Overflows
24337,01/31/2011,02/08/2011,"From: communications@wsscwater.com [mailto:conf-1672878041@everbridge.net] 
Sent: Monday, January 31, 2011 9:05 AM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 11404 Waterbury Way, Germantown into Seneca Creek. Began @ 8:07am. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#0296731. UC on call is Veric Brown.",2011,Water Quality,Overflows
24401,02/16/2011,03/30/2011,"From: communications@wsscwater.com [mailto:conf-1757510121@everbridge.net] 
Sent: Tuesday, February 15, 2011 5:31 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 1587 Hugo Circle, Silver Spring into Northwest Branch. Began @ 3:41pm. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#0330225. UC on call is Richard Thompson. Jet crew is in route.
-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1757739351@everbridge.net] 
Sent: Tuesday, February 15, 2011 8:42 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 1587 Hugo Circle, Silver Spring ended. Began @ 5:16 PM. Ended @ 8:30PM. Estim. flow of 289 gal. Cause is UNKNOWN.",2011,Water Quality,Overflows
24416,02/22/2011,03/21/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1744911401@everbridge.net] 
Sent: Wednesday, February 09, 2011 2:46 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 7709 Cayuga Ave, Bethesda. Began @ 9:33am. Estim. flow .05 gal/min. SSO [ENDED @ 9:33am]. Cause is Roots. WO#0320382. UC on call is Robert Martin.**Upon arrival of sewer crew clean out @ property line had overflowed a half gal.**",2011,Water Quality,Overflows
24417,02/22/2011,03/02/2011,"From: communications@wsscwater.com [mailto:conf-1759796691@everbridge.net] 
Sent: Wednesday, February 16, 2011 6:48 PM
Subject: OPS: SSO Lvl 2 WATERWAY
Importance: High

Lvl 2 Waterway SSO @ 6301 Excutive Blvd., Rockville into Cabin John. Began @ 4:47pm. Estim. flow of 25 gallons total. Cause is UNKNOWN. WO#0332346. UC on call is Richard Thompson.",2011,Water Quality,Overflows
24531,03/21/2011,04/05/2011,"From: communications@wsscwater.com [mailto:conf-1831191621@everbridge.net] 
Sent: Sunday, March 20, 2011 7:14 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 6406 78th Street, in Cabin John. Began @ 4:28PM. Estim. flow 76 gallons total. SSO ENDED @ 7:00pm. Cause is UNKNOWN at this time. WO#0397877. UC on call is Joe Fulton.",2011,Water Quality,Overflows
24418,02/22/2011,03/21/2011,"From: communications@wsscwater.com [mailto:conf-1770688151@everbridge.net] 
Sent: Monday, February 21, 2011 12:09 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 6630 Hillmead Rd, West Bethesda into Cabin John. Began @ 10:40am. Estim. flow of 1 gal every hour. Cause is UNKNOWN. WO#0338285. UC on call is Joe Fulton. Crew is enroute.
From: communications@wsscwater.com [mailto:conf-1770777661@everbridge.net] 
Sent: Monday, February 21, 2011 3:22 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 6630 Hillmead Rd, West Bethesda ended. Began @ 10:40am. Ended @ 1:05pm. Estim. flow of 145 gal. Cause is heavy grease and rags.",2011,Water Quality,Overflows
24438,02/25/2011,03/23/2011,"-----Original Message-----
From: communications@wsscwater.com [mailto:conf-1778602181@everbridge.net] 
Sent: Thursday, February 24, 2011 10:32 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12305 Connecticut Ave, Silver Spring. Began @ 6:34am. Estim. flow 3 gal/total. SSO [ENDED @ 10:05am]. Cause is Rags. WO#0342527. UC on call is Richard Thompson.",2011,Water Quality,Overflows
24443,02/28/2011,03/11/2011,"From: communications@wsscwater.com mailto:conf-1785761111@everbridge.net] 
Sent: Saturday, February 26, 2011 11:42 AM
Subject: OPS: SSO Lvl 1
Importance: High

Lvl 1 SSO @ 5006 Acacia Ave, Bethesda. Began @ 9:58 am. Estim. flow 5 gal. SSO ongoing. Cause is UNKNOWN. WO#0349456. UC on call is Tom Harley.

From: communications@wsscwater.com [mailto:conf-1785924071@everbridge.net] 
Sent: Saturday, February 26, 2011 1:58 PM
Subject: OPS: SSO Lvl 1 ENDS
Importance: High

Lvl 1 SSO @ 5006 Acacia Ave, Bethesda ended. Began @ 9:58 am. Ended @ 11:20 am. Estim. flow 5 gal. Cause is roots.",2011,Water Quality,Overflows
