Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2020†","Gonorrhea, Cum 2020†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
US RESIDENTS,2020,12,3114,,12810,,104127,,137943,,42,,178,,1231,,1492,,,-,3,,3,,7,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,1,,15,,72,,116,,,-,3,,9,,10,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,224,,539,,2973,,2130,,1,,20,,44,,55,,,-,1,,,-,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,416,,2239,,20936,,23095,,1,,10,,50,,58,,,-,1,,,-,,-,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,118,,1353,,6736,,16901,,3,,48,,191,,171,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,81,,461,,598,,,-,3,,17,,8,,,-,0,,,-,,-,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,92,,1236,,7463,,10211,,1,,24,,125,,145,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,5,,38,,236,,383,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,278,,1516,,2519,,,-,4,,6,,16,,,-,1,,,-,1,,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,21,,693,,2682,,6219,,,-,11,,43,,53,,,-,0,,,-,,-,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,29,,130,,1190,,1227,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,786,,2258,,10776,,,-,38,,92,,95,,,-,1,,,-,1,,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,62,,269,,495,,,-,2,,,-,7,,,-,1,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,29,,124,,1083,,1064,,,-,1,,1,,4,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,140,,321,,1875,,2545,,,-,2,,2,,3,,,-,0,,,-,,-,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,8,,374,,1866,,3124,,,-,11,,61,,72,,,-,0,,,-,,-,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,4,,81,,187,,208,,,-,4,,3,,8,,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,124,,158,,1415,,1323,,,-,7,,32,,22,,,-,0,,,-,,-,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,59,,300,,451,,,-,3,,1,,5,,,-,0,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,378,,2441,,3349,,,-,7,,31,,32,,,-,0,,,-,,-,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,113,,,-,1171,,,-,2,,,-,,-,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,630,,1640,,5990,,,-,11,,37,,60,,,-,0,,,-,,-,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,254,,2006,,2215,,,-,6,,11,,31,,,-,0,,,-,,-,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,14,,123,,759,,1131,,2,,5,,18,,18,,,-,0,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,473,,2146,,15348,,20271,,7,,38,,195,,245,,,-,2,,,-,4,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,400,,2943,,3689,,,-,10,,52,,68,,,-,0,,,-,,-,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,121,,708,,885,,,-,3,,10,,14,,,-,0,,,-,,-,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,23,,305,,1946,,2313,,4,,6,,32,,34,,,-,0,,,-,1,,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,310,,,-,3462,,,-,7,,12,,39,,,-,0,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,22,,232,,1400,,1761,,3,,6,,39,,27,,,-,0,,,-,,-,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,255,,598,,5478,,5849,,7,,16,,89,,86,,,-,1,,,-,2,,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,7,,212,,1834,,1640,,,-,6,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,96,,317,,2896,,2739,,,-,7,,37,,27,,,-,1,,1,,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,40,,,-,376,,1,,3,,7,,10,,,-,0,,,-,,-,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,889,,2574,,20305,,29163,,13,,43,,262,,361,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,172,,411,,3892,,3453,,2,,14,,76,,77,,,-,0,,,-,,-,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,34,,76,,596,,608,,2,,5,,19,,12,,,-,0,,,-,,-,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,212,,278,,2117,,1969,,4,,8,,29,,33,,,-,0,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,8,,19,,3,,,-,4,,4,,4,,,-,0,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,259,,57,,791,,,-,9,,28,,22,,,-,1,,1,,,-,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,14,,4,,128,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,3,,27,,112,,131,,,-,3,,4,,13,,,-,0,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,250,,358,,3423,,3162,,4,,9,,28,,38,,,-,0,,,-,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,8,,359,,2409,,3180,,2,,9,,47,,62,,,-,1,,,-,,-,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,103,,247,,1983,,1818,,,-,5,,3,,27,,,-,1,,,-,2,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,57,,256,,349,,,-,2,,3,,11,,,-,0,,,-,,-,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,31,,466,,2645,,3915,,,-,13,,38,,38,,,-,0,,,-,,-,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,102,,503,,3273,,4911,,,-,10,,31,,80,,,-,1,,1,,,-,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,210,,868,,7680,,8294,,2,,9,,41,,39,,,-,0,,,-,,-,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,157,,182,,1625,,,-,8,,23,,22,,,-,0,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,92,,312,,2022,,2382,,1,,5,,14,,23,,,-,1,,,-,,-,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,57,,33,,436,,,-,2,,1,,6,,,-,0,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,15,,46,,109,,,-,2,,1,,1,,,-,0,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,181,,379,,3100,,3452,,2,,7,,30,,53,,,-,0,,,-,,-,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,606,,1744,,16551,,16092,,5,,26,,172,,202,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,152,,1835,,17377,,18356,,,-,4,,9,,16,,,-,0,,,-,,-,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,40,,146,,443,,425,,,-,4,,8,,13,,,-,0,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,445,,899,,8197,,7385,,5,,26,,112,,88,,,-,0,,,-,,-,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,22,,57,,369,,314,,,-,4,,2,,8,,,-,0,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,222,,818,,6854,,8907,,2,,12,,50,,77,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,201,,768,,1781,,,-,7,,31,,23,,,-,0,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,290,,1079,,8068,,10179,,10,,19,,125,,161,,,-,1,,,-,1,,,MOUNTAIN,20201248,
INDIANA,2020,12,63,,314,,2560,,2470,,,-,8,,22,,41,,,-,1,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,14,,4,,128,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,1614,,12547,,111899,,145927,,30,,180,,1314,,1624,,,-,3,,3,,8,,,TOTAL,20201370,
US RESIDENTS,2020,13,1614,,12532,,111895,,145788,,30,,180,,1314,,1624,,,-,3,,3,,8,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,15,,72,,125,,,-,3,,10,,10,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,203,,543,,3176,,2366,,2,,20,,46,,59,,,-,1,,,-,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,107,,2239,,21953,,24904,,,-,10,,56,,68,,,-,1,,,-,,-,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,51,,1357,,7677,,18173,,5,,48,,201,,189,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,32,,83,,734,,635,,,-,3,,17,,8,,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,1281,,8266,,11023,,,-,24,,129,,153,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,7,,38,,251,,419,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,226,,1601,,1529,,,-,4,,6,,18,,,-,0,,,-,1,,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,26,,693,,2911,,6754,,,-,11,,45,,57,,,-,0,,,-,,-,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,19,,130,,1276,,1321,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,23,,788,,3087,,11530,,1,,38,,97,,104,,,-,1,,,-,1,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,62,,269,,532,,,-,2,,,-,7,,,-,1,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,124,,1083,,1148,,,-,1,,1,,5,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,321,,1875,,2785,,,-,2,,2,,5,,,-,0,,,-,,-,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
RHODE ISLAND,2020,13,,-,81,,187,,217,,,-,4,,3,,8,,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,92,,158,,1509,,1419,,,-,7,,35,,28,,,-,0,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,59,,300,,496,,,-,3,,1,,6,,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,378,,2441,,3651,,,-,7,,31,,33,,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,113,,,-,1263,,,-,2,,,-,,-,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,630,,2260,,6438,,,-,10,,44,,67,,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,254,,2006,,2383,,,-,6,,11,,33,,,-,0,,,-,,-,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,8,,122,,842,,1222,,,-,5,,18,,19,,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,382,,2145,,16290,,21907,,2,,38,,204,,273,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,400,,3031,,3979,,,-,10,,56,,72,,,-,0,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,121,,708,,955,,,-,3,,10,,16,,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,11,,306,,2194,,2491,,1,,6,,33,,38,,,-,0,,,-,1,,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,310,,,-,3772,,,-,7,,12,,43,,,-,0,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,28,,232,,1512,,1912,,2,,6,,41,,29,,,-,0,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,285,,599,,5893,,6285,,2,,16,,91,,95,,,-,1,,,-,3,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,3,,212,,1963,,1776,,,-,6,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,317,,2896,,2974,,,-,7,,38,,28,,,-,1,,1,,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,40,,,-,392,,,-,3,,7,,11,,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,263,,2580,,21613,,31469,,12,,45,,287,,394,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,152,,411,,4101,,3746,,1,,14,,79,,81,,,-,0,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,34,,77,,653,,667,,,-,5,,19,,12,,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,124,,279,,2250,,2110,,3,,8,,32,,36,,,-,0,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,8,,19,,5,,,-,4,,4,,4,,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,780,,772,,853,,,-,9,,28,,25,,,-,1,,1,,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,15,,4,,137,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,27,,112,,139,,,-,3,,4,,13,,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,179,,358,,3601,,3478,,1,,9,,34,,40,,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,8,,359,,2454,,3439,,3,,9,,55,,70,,,-,1,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,247,,1983,,1954,,,-,5,,3,,30,,,-,0,,,-,2,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,57,,256,,377,,,-,2,,3,,11,,,-,0,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,466,,2645,,4258,,,-,13,,38,,46,,,-,0,,,-,,-,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,73,,503,,3535,,5184,,1,,10,,33,,89,,,-,1,,1,,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,868,,7679,,7098,,2,,9,,43,,43,,,-,0,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,157,,182,,1757,,2,,8,,25,,28,,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,312,,2022,,2540,,,-,5,,14,,23,,,-,1,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,57,,33,,462,,,-,2,,1,,6,,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,16,,50,,110,,,-,2,,1,,1,,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,153,,379,,3340,,3730,,,-,7,,30,,55,,,-,0,,,-,,-,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,355,,1744,,16962,,15593,,5,,26,,179,,216,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,15,,1833,,18300,,19776,,,-,4,,12,,17,,,-,0,,,-,,-,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,146,,443,,440,,,-,4,,8,,13,,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,899,,8197,,8022,,9,,26,,121,,93,,,-,0,,,-,,-,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,20,,57,,402,,337,,,-,4,,2,,8,,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,214,,818,,7597,,9606,,,-,12,,50,,79,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,48,,207,,1931,,1881,,,-,7,,41,,26,,,-,0,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,194,,958,,8508,,9791,,6,,19,,136,,175,,,-,1,,,-,1,,,MOUNTAIN,20201348,
INDIANA,2020,13,71,,314,,2858,,2656,,,-,8,,27,,45,,,-,1,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,15,,4,,137,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
WEST NORTH CENTRAL,2020,16,24,,818,,8205,,11673,,,-,12,,51,,90,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201620,
TOTAL,2020,14,2316,,12554,,120277,,156476,,19,,182,,1364,,1759,,,-,3,,3,,8,,,TOTAL,20201470,
US RESIDENTS,2020,14,2316,,12539,,120273,,156327,,19,,182,,1364,,1759,,,-,3,,3,,8,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,1,,15,,73,,136,,,-,3,,10,,11,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,154,,597,,3337,,2584,,2,,20,,48,,63,,,-,1,,,-,,-,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,623,,2240,,23948,,26708,,,-,8,,56,,71,,,-,1,,,-,,-,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,82,,1357,,8245,,19481,,,-,48,,201,,214,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,41,,83,,799,,689,,,-,3,,17,,8,,,-,0,,,-,,-,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,14,,1281,,8378,,11822,,1,,24,,132,,166,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,6,,38,,266,,455,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,229,,1707,,1654,,,-,4,,6,,18,,,-,0,,,-,1,,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,693,,2911,,7307,,,-,11,,45,,65,,,-,0,,,-,,-,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,130,,1276,,1410,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,4,,793,,3291,,12268,,,-,38,,97,,123,,,-,1,,,-,1,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,62,,269,,565,,,-,2,,,-,7,,,-,1,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,12,,124,,1145,,1233,,,-,1,,3,,5,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,100,,321,,1975,,2982,,,-,1,,2,,5,,,-,0,,,-,,-,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,2,,384,,3143,,3538,,,-,11,,72,,79,,,-,0,,,-,,-,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,1,,81,,192,,236,,,-,4,,3,,8,,,-,0,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,70,,164,,1621,,1528,,,-,7,,35,,30,,,-,0,,,-,,-,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,59,,300,,525,,,-,3,,1,,7,,,-,0,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,378,,2441,,3915,,,-,7,,32,,37,,,-,0,,,-,,-,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,113,,,-,1360,,,-,2,,,-,,-,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,630,,3608,,6929,,,-,10,,51,,72,,,-,0,,,-,,-,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,62,,251,,2516,,2572,,,-,6,,14,,37,,,-,0,,,-,,-,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,11,,122,,936,,1287,,,-,5,,19,,20,,,-,0,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,364,,2145,,16854,,23583,,1,,38,,214,,304,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,400,,3031,,4238,,1,,10,,58,,77,,,-,0,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,121,,816,,1006,,,-,3,,10,,16,,,-,0,,,-,,-,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,306,,2194,,2684,,,-,6,,34,,39,,,-,0,,,-,1,,MARYLAND,,20201433,POINT (-76.687282 38.946466)
