PEPID,Inspection ID,Observation,Comments
24454,107956,Unsightly paint or repair,On routed sign adj E 67 St.
24451,107956,Unsightly paint or repair,On HBCT wall.
24453,107957,Unsightly paint or repair,On HBCT wall.
24458,107958,Unsightly paint or repair,On MPPA lamppost inside plgd adj fence line & DOE parking area.
24450,107962,Unsightly paint or repair,On trees in natural area.
24459,107964,Unsightly paint or repair,On walls and structural elements along Greenway.
24455,107972,Unleashed dogs,4 on Pal's Oval.6 on Indian Field.2 on Tudor Field
24457,107974,Smoking/cigarette butts inside park,Cigarette butts at sitting area near comfort station inside park.
24448,107907,Unsightly paint or repair,Graffiti cover on BBCT.
24449,107942,Homeless persons present,Displaced person in bathroom.
24442,107896,Homeless persons present,Person sleeping on rocky outcropping below Zone 2 ballfield.
24441,107896,Drug use,Heavy amount of needle caps & alcohol swabs throughout entire site.  Local non-profit Corner Project on site assessing problems areas.
24437,107874,Illegal vehicles/dirt bikes,Evidence of dirt bike use along Gerritsen Ave lawns and in sections leading to natural area.
24439,107883,Unleashed dogs,one unleashed dog on AF's
24438,107883,Homeless (or other) encampment,Encampment underneath Southern Blvd
24433,107845,Other enforcement issues,Staff & visitors from Care facility across from park on Ely Av are smoking cigarettes on sw & disposing of the buds on Parks lawn & sw.
24435,107854,Unsightly paint or repair,"Graffiti cover on rocks, trees and structural elements throughout zone."
24436,107859,Unsightly paint or repair,Unsightly paint on fire alarm adj W2nd St. across from aquarium renovation.
24466,107816,Unsightly paint or repair,Paint on handball court.
24432,107822,Unsightly paint or repair,On HBCT wall.
24431,107822,Unsightly paint or repair,Spray paint on routed sign used to cover old graffiti.
24429,107831,Homeless (or other) encampment,one homeless male sitting on benches with shopping cart.
24417,107732,Smoking/cigarette butts inside park,Rock outcropping overlooking East Drive (e/o Heckscher comfort station)
24416,107741,Other enforcement issues,Several persons riding bicycles through playground for convenience
24419,107743,Smoking/cigarette butts inside park,several persons smoking throughout site
24427,107746,Disorderly patrons,Bread included animal feeding .
24415,107706,Full or partial closure with no signage,Gates locked to bridge entrances with no explanation for the public
24418,107713,Unsightly paint or repair,"Multiple sections of graffiti poorly removed- Maguie Ave walkway adj dog run, and intersection of path and trail in S/W corner"
24412,107655,Illegal vehicles/dirt bikes,parked near the CS.
24413,107680,Public urination/defecation,Public defecation on roof of comfort station.
24414,107701,Unsightly paint or repair,On HBCT wall.
24411,107608,Unsightly paint or repair,Paint on guardrail along Clay Avenue.
24409,107611,Drainage issues/standing water,Standing water on safety surface at GameTime Adventure.
24410,107614,Drug use,Patron smoking marijuana in women's bathroom.
24404,107552,Unsightly paint or repair,Graffiti cover on play equipment.
24405,107561,Illegal vehicles,aparked on SW adj sanitation depot.
24406,107562,Unleashed dogs,on SS in PE area.
24407,107563,Disorderly patrons,Parked in tree line the length of site.
24402,107527,Sink holes/uneven pavement,throughout MPPA.
24403,107541,Homeless persons present,Homeless man hanging out in CS mens room
24401,107497,Drug use,Park patrons smoking marijuana in parking lot adj non-pks food truck sign.
24387,107497,Alcohol use,Park patrons in parking lot drinking beer in plain view adj non-pks food truck sign.
24386,107479,Unsightly paint or repair,Graffiti cover on rocks and trees.
24376,107385,Smoking/cigarette butts inside park,Patron smoking cigarette inside playground.
24375,107385,Homeless persons present,Homeless persons present inside playground.
24378,107394,Other enforcement issues,Multiple vehicles parked inside natural area along Ashworth Ave near Carpenter Ave.
24379,107399,Other enforcement issues,Several persons riding bicycles on Old Croton trail.
24383,107399,Unsightly paint or repair,Unsightly paint used to cover grafitti on Old Croton trail sign
24371,107345,Unsightly paint or repair,HBCT requiring paint on wall.
24374,107346,Homeless (or other) encampment,Homeless debris on sw adj lamppost on McKibbin St.
24373,107353,Unsightly paint or repair,Lappost poorly repaired near E 156 Street.
24372,107363,Homeless (or other) encampment,sleeping on benches adj Bocce Courts with encampment.
24367,107335,Unleashed dogs,Multiple unleashed dogs throughout zone.
24368,107338,Unleashed dogs,One Unleashed Dog
24382,107317,Drainage issues/standing water,Some of the PS & lawns not inspected due to flooding.
24380,107318,Drainage issues/standing water,Throughout site
24385,107262,Unsightly paint or repair,On routed sign adj plgd entrance.
24366,107275,Other enforcement issues,Dog owner temporarily had gate closed/locked w chain & caribineer when inspector approached site.
24365,107275,Unleashed dogs,Two unleashed dogs w different owners
24359,107222,Drug use,Multiple syringe caps throughout lawns and rocky outcroppings.
24360,107225,Unleashed dogs,on lawns adj north parking lot.
24369,107228,Drainage issues/standing water,Flood within outfield AF #21 & AF #22.  Flooded on benches within AF.
24364,107229,Homeless persons present,Homeless person hanging out adj C&CT's & possibly sleeping on Tennis Courts # 8 & 11
24363,107233,Other enforcement issues,Persons riding bicycles on path to tennis courts
24362,107233,Smoking/cigarette butts inside park,Persons smoking while walking through park
24361,107233,Unleashed dogs,Several people w unleashed dogs
24358,107199,Unsightly paint or repair,Graffiti cover on rocks and SIRR bridge.
24356,107211,Homeless (or other) encampment,Two encampments within zone. One under the 135 st ramp & one under the 139 st ramp.
24352,107147,Homeless persons present,Homless male sitting inside plgd adj c+c tables.
24353,107170,Unsightly paint or repair,Graffiti cover throughout park.
24354,107178,Unsightly paint or repair,Unsightly paint on both New Adventures at playground.
24355,107130,Public urination/defecation,Public defecation outside men's restroom near entrance.
24350,107136,Unleashed dogs,One unleashed dog on AF
24351,107137,Smoking/cigarette butts inside park,persons smoking in skate park
24346,107100,Unsightly paint or repair,Graffiti cover on PE.
24347,107102,Unsightly paint or repair,Graffiti cover on paths and trail markers.
24344,107072,Other patron complaints or suggestions,"Patron complained about unevenness of newly paved asphalt area adjacent to E 3 Street, and standing water on same paved area."
24345,107072,Unsightly paint or repair,Unsightly fence (chain-link) repair at entrance on E 3 Street.
24343,107076,Unleashed dogs,9 throughout site
24342,107005,Unsightly paint or repair,Graffiti cover on PE.
24338,106969,Homeless (or other) encampment,In natural area behind backstop & 3rd base dugout of AF 4
24339,106970,Unleashed dogs,one unleashed dog on the meadow
24340,106974,Unleashed dogs,"Park patrons complained about an unleashed pit bull, I advised the owner to place leash on dog."
24334,106948,Unsightly paint or repair,Painting required on HBCT wall.
24335,106952,Unsightly paint or repair,Painting required on HBCT wall.
24333,106952,Drug use,Males smoking marijuana inside BBCT adj train tracks.
24329,106831,Unleashed dogs,On MPPA.
24332,106871,Alcohol use,benches in back corner behind adventure PE
24331,106871,Smoking/cigarette butts inside park,benches in back corner behind adventure PE
24327,106816,Unleashed dogs,"Multiple dogs off leash.  Muitiple dogs leapt on inspector during inspection. Told by patrons that dogs could be off leash due to area was ""Dog Friendly"""
24326,106817,Illegal vehicles/dirt bikes,Child riding dirt bike in ballfield with father.
24328,106819,Prostitution/sexual activity,patron performing sexual act on boyfriend at the overlook at eastern side of zone.
24325,106798,Drainage issues/standing water,Drainage issues at several locations in park.
24323,106808,Homeless persons present,Sleeping under arch at W65th St
24324,106809,Homeless (or other) encampment,"or other mysterious dumping (large black bags), behind hort area across from southeast corner of sheep meadow, ledge overlooking 65th St transverse"
24320,106769,Homeless (or other) encampment,Encampment between south end of BF + Belt Pkwy.
24322,106779,Public urination/defecation,behind bench along promenade at 141st St
24316,106733,Unleashed dogs,Several dogs off leash.
24317,106738,Unsightly paint or repair,Porly removed graffiti on Jackson Ave routed sign.
24336,106752,Public urination/defecation,Human feces adj backdoor of mens CS.
24319,106756,Unleashed dogs,Several Unleashed dogs overall
24318,106756,Areas/equipment being used other than intended,HBCT being used as dog run by one woman & her dog
24315,106726,Unleashed dogs,two dogs unleashed
24314,106714,Unsightly paint or repair,"Large amount of trees throughout site feature poorly removed graffiti, and large blotches of red or blue paint (does not appear to be trail blazes)."
24313,106714,Homeless (or other) encampment,Large encampment near trailhead at Nancy Court (closer to Timber Ridge Dr.)
24312,106682,Other patron complaints or suggestions,Patron complaineda about Dance room being cold always.
24309,106652,Drainage issues/standing water,Standing water on paved surface adjacent to sprinkler.
24310,106654,Drainage issues/standing water,Standing water at playground.
24311,106571,Homeless (or other) encampment,Encampment on trail intersection in south end of zone.
24306,106577,Unsightly paint or repair,Graffiti cover on trees directly adj trails.
24307,106583,Unauthorized presence/truancy,Fencing left open allowing multiple teens to gain access within fenced off construction area north of HBCTs under HHP.
24304,106545,Unsightly paint or repair,Unsightly fence repair at MPPA and courts in playground.
24305,106559,Smoking/cigarette butts inside park,one person smoking on bench
24302,106500,Other patron complaints or suggestions,Park patrons complaining about lose equipment & overall condition of exercise station.
24303,106521,Drug use,Teenagers smoking marijuana in playground.
24296,106458,Smoking/cigarette butts inside park,Park patron smoking inside park.
