Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,400,,1440,,14740,,17858,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,9,,580,,5116,,6611,,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,105,,838,,8105,,10319,,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,2001,,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,0,,,-,,-,,-,0,,,-,1,,1667,,7639,,76090,,105900,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,388,,1460,,15525,,16213,,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,2,,3,,3,,,-,0,,,-,,-,77,,276,,2743,,2988,,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1194,,1260,,7625,,7855,,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,341,,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,2030,,2356,,2925,,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1627,,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,21,,125,,805,,1086,,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,515,,1127,,12095,,13835,,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,2,,5,,11,,26,,,-,1,,,-,,-,230,,955,,9537,,11644,,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,3,,3,,7,,,-,0,,,-,,-,186,,686,,6326,,7856,,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,48,,173,,1683,,1952,,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,6,,,-,31,,,-,0,,,-,,-,,-,1170,,7385,,13502,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,166,,1522,,12035,,18778,,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1646,,14220,,20583,,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,409,,328,,4886,,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,16,,604,,3988,,6436,,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1204,,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,1,,1,,2,,,-,0,,,-,,-,16,,59,,518,,548,,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,792,,6534,,9128,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1163,,4730,,50064,,59295,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,6,,16,,,-,,-,1,,1,,,-,998,,4998,,50999,,65709,,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1509,,1387,,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,963,,2644,,27843,,28419,,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,39,,116,,1152,,1217,,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,100,,2172,,18552,,28560,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,746,,6956,,8608,,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,2,,6,,16,,31,,,-,1,,,-,,-,1631,,2955,,31603,,34851,,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,149,,863,,8712,,9391,,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1627,,,US TERRITORIES,20201463,
US RESIDENTS,2020,18,,-,13,,52,,84,,,-,1,,1,,2,,6371,,36147,,403581,,619989,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,48,,124,,892,,1316,,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,333,,1110,,12883,,16891,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,6,,20,,1,,,-,1,,1,,,-,1477,,6401,,73385,,107188,,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,163,,3962,,22258,,64212,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,244,,2600,,3051,,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,214,,3404,,25157,,39234,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,628,,1367,,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,2,,1,,,-,,-,0,,,-,,-,,-,678,,6099,,6163,,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,62,,1767,,11542,,27810,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,24,,389,,4163,,5527,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2378,,8404,,38418,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,23,,151,,1533,,2165,,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,7,,247,,2309,,3262,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,304,,1227,,6631,,11874,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,8,,,-,,-,,-,1,,,-,,-,105,,1491,,13411,,20001,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,8,,,-,,-,,-,0,,,-,,-,,-,303,,1015,,1200,,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,190,,504,,5246,,6466,,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,2118,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,11921,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,99,,610,,4169,,10501,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,5,,1556,,16209,,24517,,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,12,,887,,9788,,13313,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,30,,340,,4064,,5002,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,8,,3,,49,,,-,0,,,-,,-,1115,,5740,,58818,,90215,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,214,,956,,10726,,14360,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2635,,4782,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,0,,,-,,-,,-,0,,,-,1,,,-,841,,8833,,12695,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,643,,,-,12906,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,445,,3651,,6555,,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,497,,1440,,17419,,22857,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,23,,583,,6006,,8472,,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,163,,838,,8718,,12994,,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,1,,,-,1,,,-,0,,,-,,-,,-,185,,,-,2613,,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,0,,,-,,-,,-,0,,,-,1,,1710,,7709,,93152,,134121,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,480,,1459,,17510,,21140,,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,2,,4,,3,,,-,0,,,-,,-,117,,276,,3315,,3822,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1261,,8691,,10323,,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,23,,61,,226,,477,,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,,-,2301,,3998,,4608,,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1818,,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,34,,106,,1134,,1429,,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,448,,1127,,14128,,17451,,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,5,,23,,29,,,-,1,,,-,1,,304,,956,,12117,,15051,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,3,,3,,8,,,-,0,,,-,,-,227,,686,,7560,,10045,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,96,,189,,2115,,2498,,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,6,,,-,41,,,-,0,,,-,,-,65,,1172,,11845,,17326,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,186,,1523,,15224,,22488,,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1646,,14220,,26218,,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,425,,1485,,6245,,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,605,,4468,,8345,,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1547,,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,1,,1,,2,,,-,0,,,-,,-,21,,59,,607,,697,,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,792,,6534,,11860,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,825,,4757,,54401,,77562,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,-,6,,20,,,-,,-,1,,1,,,-,960,,4997,,59975,,84070,,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,70,,354,,1946,,1434,,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,994,,2644,,33210,,37250,,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,48,,116,,1381,,1575,,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,146,,2409,,24610,,42325,,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,,-,754,,7509,,10797,,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,,-,6,,29,,34,,,-,1,,,-,1,,616,,2954,,38389,,45131,,,MOUNTAIN,20201848,
INDIANA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,264,,865,,10452,,12177,,INDIANA,,20201816,POINT (-86.2818 39.919991)
TOTAL,2020,15,4,,14,,42,,75,,,-,1,,1,,1,,4884,,35478,,351582,,507660,,,TOTAL,20201570,
US RESIDENTS,2020,15,4,,14,,42,,75,,,-,1,,1,,1,,4884,,35440,,351254,,505963,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,37,,124,,787,,1058,,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,274,,2542,,11577,,13127,,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,6,,17,,1,,,-,1,,1,,,-,1520,,6400,,64664,,89438,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,38,,3943,,20306,,53632,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,86,,244,,2600,,2438,,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,197,,3013,,22791,,32020,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,628,,1158,,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,2,,1,,,-,,-,0,,,-,,-,,-,662,,5421,,5168,,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,30,,1766,,8821,,23259,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,390,,3269,,4597,,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,5,,2364,,8404,,31984,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1782,,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,8,,247,,2213,,2743,,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,262,,1056,,5794,,9867,,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,8,,,-,,-,,-,1,,,-,,-,67,,1500,,12385,,16517,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,8,,,-,,-,,-,0,,,-,,-,,-,303,,1015,,663,,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,168,,457,,4783,,5259,,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,1797,,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,9935,,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,4276,,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,2,,1549,,13021,,20723,,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,144,,887,,9275,,11187,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,26,,342,,3414,,4132,,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,8,,3,,42,,,-,0,,,-,,-,801,,5737,,48893,,75322,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,62,,959,,10002,,12003,,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2635,,3966,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,0,,,-,,-,,-,0,,,-,1,,,-,846,,7664,,10529,,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,10934,,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,33,,445,,3469,,5393,,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,382,,1440,,15320,,19122,,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,580,,5312,,7076,,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,838,,8105,,11006,,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,185,,,-,2169,,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,0,,,-,,-,,-,0,,,-,1,,774,,7639,,79137,,112960,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,366,,1467,,16077,,11639,,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,2,,3,,3,,,-,0,,,-,,-,,-,276,,2743,,3179,,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,288,,1261,,7930,,8511,,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,369,,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,2030,,2356,,3121,,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1695,,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,30,,125,,840,,1211,,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,499,,1127,,12592,,14687,,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,4,,5,,17,,27,,,-,1,,,-,,-,248,,956,,10104,,12540,,ARIZONA,,20201549,POINT (-111.664616 34.293239)
WISCONSIN,2020,15,,-,3,,3,,8,,,-,0,,,-,,-,221,,686,,6638,,8419,,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,22,,173,,1731,,2105,,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,6,,,-,34,,,-,0,,,-,,-,,-,1172,,8981,,14480,,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,175,,1523,,12791,,19494,,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1646,,14220,,21973,,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,398,,328,,5249,,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,135,,604,,4468,,6961,,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1267,,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,1,,1,,2,,,-,0,,,-,,-,,-,59,,518,,565,,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,792,,6534,,9826,,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,784,,4617,,51149,,57926,,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,6,,17,,,-,,-,1,,1,,,-,1090,,4998,,53385,,70361,,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,90,,354,,1720,,1392,,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2644,,27843,,30661,,FLORIDA,,20201531,POINT (-82.420978 28.260731)
