Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
WYOMING,2017,29,,-,0,,0,,,-,,-,,-,0,,2,,5,,5,,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2017,29,,-,0,,1,,2,,,-,1,,9,,21,,292,,361,,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2017,29,,-,0,,0,,,-,,-,,-,4,,32,,96,,166,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,29,,-,0,,0,,,-,,-,,-,4,,16,,172,,199,,"MASSACHUSETTS
(42.268546, -72.085064)",
C.N.M.I.,2017,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
W.N. CENTRAL,2017,29,,-,0,,1,,2,,,-,1,,14,,29,,342,,464,,,
MID. ATLANTIC,2017,29,,-,0,,2,,3,,4,,10,,18,,36,,526,,643,,,
MARYLAND,2017,29,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2017,29,,-,0,,0,,,-,,-,,-,6,,23,,222,,195,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,29,,-,0,,0,,,-,,-,,-,8,,23,,234,,247,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2017,29,,-,1,,4,,23,,18,,64,,157,,243,,4042,,5238,,,
GUAM,2017,29,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2017,29,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2017,29,,-,0,,1,,,-,1,,2,,8,,23,,243,,257,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2017,29,,-,0,,1,,1,,,-,,-,1,,5,,29,,61,,"ALABAMA
(32.839182, -86.631125)",
AMER. SAMOA,2017,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
WISCONSIN,2017,29,,-,0,,0,,,-,,-,1,,5,,21,,137,,221,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2017,29,,-,0,,0,,,-,,-,,-,0,,2,,13,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2017,29,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
VIRGIN ISL.,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UTAH,2017,29,,-,0,,1,,1,,,-,,-,3,,10,,114,,159,,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2017,29,,-,0,,1,,1,,2,,10,,11,,21,,292,,396,,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2017,29,,-,0,,0,,,-,2,,16,,23,,91,,675,,753,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2017,29,,-,0,,0,,,-,,-,,-,1,,5,,28,,21,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2017,29,,-,0,,0,,,-,,-,1,,3,,8,,72,,82,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2017,29,,-,0,,1,,1,,1,,,-,2,,15,,28,,152,,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2017,29,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2017,29,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
NEW HAMPSHIRE,2017,29,,-,0,,0,,,-,,-,,-,0,,5,,,-,54,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2017,29,,-,0,,0,,,-,,-,5,,1,,4,,29,,33,,"VERMONT
(43.622479, -72.51927)",
GEORGIA,2017,29,,-,0,,0,,,-,,-,1,,4,,18,,126,,93,,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,29,,-,0,,1,,2,,,-,,-,0,,3,,15,,27,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2017,29,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
IOWA,2017,29,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MONTANA,2017,29,,-,0,,1,,1,,,-,1,,1,,8,,23,,48,,"MONTANA
(47.062617, -109.430168)",
MAINE,2017,29,,-,0,,1,,1,,,-,4,,4,,10,,109,,127,,"MAINE
(45.252223, -68.986647)",
OHIO,2017,30,,-,0,,1,,,-,1,,3,,8,,23,,246,,263,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2017,30,,-,0,,0,,,-,,-,,-,4,,18,,127,,95,,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2017,30,,-,0,,0,,,-,,-,,-,2,,15,,66,,77,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2017,30,,-,0,,1,,1,,,-,,-,0,,3,,18,,18,,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2017,30,,-,0,,1,,1,,3,,9,,12,,28,,390,,482,,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2017,30,,-,0,,1,,1,,,-,2,,2,,10,,55,,77,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2017,30,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2017,30,,-,0,,0,,,-,,-,1,,1,,5,,58,,78,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2017,30,,-,0,,0,,,-,,-,,-,0,,2,,13,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALASKA,2017,30,1,,0,,0,,1,,1,,,-,1,,3,,28,,10,,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,30,,-,0,,1,,2,,,-,,-,0,,3,,15,,28,,"CALIFORNIA
(37.640735, -121.002435)",
MOUNTAIN,2017,30,,-,0,,1,,4,,1,,6,,16,,39,,397,,586,,,
NEW YORK,2017,30,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
UTAH,2017,30,,-,0,,1,,1,,,-,,-,3,,10,,116,,160,,"UTAH
(39.359772, -111.584173)",
DIST. OF COL.,2017,30,,-,0,,0,,,-,,-,,-,0,,2,,12,,11,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,30,,-,0,,0,,,-,,-,,-,0,,3,,18,,32,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2017,30,,-,0,,0,,,-,1,,,-,0,,2,,3,,2,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW ENGLAND,2017,30,,-,0,,1,,1,,,-,3,,13,,24,,396,,538,,,
MASSACHUSETTS,2017,30,,-,0,,0,,,-,,-,,-,4,,16,,172,,212,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2017,30,,-,0,,0,,,-,1,,,-,7,,17,,182,,276,,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2017,30,,-,0,,1,,1,,,-,,-,1,,5,,29,,62,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2017,30,,-,0,,0,,,-,1,,,-,0,,2,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2017,30,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2017,30,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2017,30,,-,0,,1,,1,,,-,,-,1,,8,,23,,48,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2017,30,,-,0,,0,,,-,,-,1,,1,,6,,50,,37,,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2017,30,,-,0,,0,,,-,,-,,-,5,,21,,136,,228,,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2017,30,,-,0,,0,,,-,,-,,-,0,,2,,5,,6,,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2017,30,1,,0,,1,,4,,1,,2,,2,,6,,74,,59,,,
HAWAII,2017,30,,-,0,,0,,,-,,-,2,,1,,5,,31,,21,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,30,,-,0,,0,,,-,1,,,-,4,,13,,102,,166,,"ARIZONA
(34.869712, -111.760902)",
VERMONT,2017,30,,-,0,,0,,,-,,-,,-,1,,5,,29,,33,,"VERMONT
(43.622479, -72.51927)",
E.S. CENTRAL,2017,30,,-,0,,1,,1,,2,,,-,1,,5,,32,,64,,,
UNITED STATES,2017,30,1,,1,,4,,24,,18,,39,,157,,243,,4125,,5340,,,
MICHIGAN,2017,30,,-,0,,1,,2,,,-,1,,9,,21,,298,,364,,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2017,30,,-,0,,1,,1,,1,,,-,2,,15,,32,,157,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2017,30,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
KANSAS,2017,30,,-,0,,1,,1,,,-,,-,0,,11,,,-,114,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2017,30,,-,0,,0,,,-,,-,,-,8,,23,,244,,249,,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2017,30,,-,0,,0,,,-,,-,,-,6,,23,,224,,198,,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2017,30,,-,0,,0,,,-,,-,,-,0,,4,,,-,55,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2017,30,,-,0,,0,,,-,,-,,-,0,,5,,26,,32,,"RHODE ISLAND
(41.707447, -71.522488)",
S. ATLANTIC,2017,30,,-,0,,1,,6,,5,,9,,22,,48,,638,,834,,,
W.S. CENTRAL,2017,30,,-,0,,1,,1,,3,,9,,25,,96,,738,,893,,,
VIRGIN ISL.,2017,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MID. ATLANTIC,2017,30,,-,0,,1,,3,,4,,4,,18,,36,,540,,652,,,
OREGON,2017,30,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
INDIANA,2017,30,,-,0,,1,,,-,,-,,-,3,,10,,99,,113,,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2017,30,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
PUERTO RICO,2017,30,,-,0,,0,,,-,,-,,-,1,,5,,20,,50,,"PUERTO RICO
(18.215692, -66.414655)",
W.N. CENTRAL,2017,30,,-,0,,1,,2,,,-,2,,14,,29,,349,,470,,,
E.N. CENTRAL,2017,30,,-,0,,1,,2,,2,,4,,34,,56,,961,,1244,,,
KENTUCKY,2017,30,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
C.N.M.I.,2017,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2017,30,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2017,30,,-,0,,0,,,-,,-,2,,2,,8,,76,,83,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2017,30,,-,0,,0,,,-,,-,,-,0,,3,,11,,7,,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2017,30,,-,0,,0,,,-,,-,,-,0,,8,,1,,45,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK CITY,2017,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
IOWA,2017,30,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MAINE,2017,30,,-,0,,1,,1,,,-,2,,4,,10,,111,,128,,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,30,,-,0,,0,,,-,2,,7,,23,,91,,682,,771,,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2017,30,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2017,30,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2017,30,,-,0,,1,,1,,2,,4,,11,,21,,296,,403,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2017,30,,-,0,,0,,,-,,-,5,,4,,32,,101,,169,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2017,30,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,31,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2017,31,,-,0,,0,,,-,,-,,-,0,,2,,5,,8,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2017,31,,-,0,,0,,,-,1,,,-,4,,13,,102,,168,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,31,,-,0,,1,,1,,,-,,-,1,,8,,23,,49,,"MONTANA
(47.062617, -109.430168)",
NEVADA,2017,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,31,,-,0,,1,,1,,,-,,-,0,,3,,18,,18,,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2017,31,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2017,31,,-,0,,1,,1,,2,,,-,1,,5,,32,,67,,,
OHIO,2017,31,,-,0,,1,,,-,1,,5,,8,,23,,251,,265,,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2017,31,,-,0,,0,,,-,,-,,-,8,,23,,244,,252,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2017,31,,-,0,,0,,,-,,-,1,,4,,18,,129,,98,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2017,31,,-,0,,1,,,-,,-,,-,3,,10,,100,,119,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2017,31,,-,0,,0,,,-,,-,3,,5,,21,,138,,230,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2017,31,,-,0,,0,,,-,,-,,-,1,,5,,31,,21,,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2017,31,,-,0,,0,,,-,1,,,-,0,,2,,3,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PENNSYLVANIA,2017,31,,-,0,,1,,1,,2,,3,,11,,21,,302,,406,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGIN ISL.,2017,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
FLORIDA,2017,31,1,,0,,1,,2,,3,,12,,12,,28,,402,,493,,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2017,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2017,31,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2017,31,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2017,31,,-,0,,1,,1,,1,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
W.S. CENTRAL,2017,31,,-,0,,1,,1,,3,,13,,25,,96,,755,,910,,,
COLORADO,2017,31,,-,0,,0,,,-,,-,,-,4,,32,,101,,170,,"COLORADO
(38.841772, -106.132562)",
MOUNTAIN,2017,31,,-,0,,1,,4,,1,,,-,16,,39,,397,,594,,,
KANSAS,2017,31,,-,0,,1,,1,,,-,,-,0,,11,,,-,115,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2017,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,31,,-,0,,0,,,-,,-,,-,0,,8,,1,,45,,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2017,31,,-,0,,1,,1,,,-,,-,2,,10,,58,,80,,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2017,31,,-,0,,0,,,-,,-,1,,1,,5,,31,,33,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2017,31,,-,0,,0,,,-,,-,,-,2,,15,,66,,79,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MID. ATLANTIC,2017,31,,-,0,,1,,2,,4,,3,,18,,37,,546,,658,,,
ILLINOIS,2017,31,,-,0,,0,,,-,1,,,-,7,,17,,189,,281,,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2017,31,,-,0,,1,,2,,,-,,-,0,,3,,15,,29,,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2017,31,,-,0,,0,,,-,,-,,-,0,,5,,26,,32,,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2017,31,,-,0,,0,,,-,,-,,-,6,,23,,233,,205,,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2017,31,,-,0,,1,,1,,1,,,-,2,,15,,32,,160,,"VIRGINIA
(37.542699, -78.45822)",
S. ATLANTIC,2017,31,1,,0,,1,,7,,5,,13,,22,,48,,653,,850,,,
OREGON,2017,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
TEXAS,2017,31,,-,0,,0,,,-,2,,13,,23,,91,,696,,785,,"TEXAS
(31.827233, -99.423022)",
NEW ENGLAND,2017,31,,-,0,,1,,1,,,-,5,,14,,24,,439,,549,,,
NEW MEXICO,2017,31,,-,0,,0,,,-,,-,,-,1,,6,,50,,39,,"NEW MEXICO
(34.520396, -106.244402)",
W.N. CENTRAL,2017,31,,-,0,,1,,2,,,-,,-,14,,29,,363,,481,,,
MISSOURI,2017,31,,-,0,,0,,,-,,-,,-,3,,8,,79,,86,,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2017,31,,-,0,,0,,,-,,-,,-,5,,16,,207,,217,,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2017,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2017,31,,-,0,,1,,2,,,-,,-,9,,21,,304,,366,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2017,31,,-,0,,0,,,-,,-,,-,0,,2,,15,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2017,31,,-,0,,1,,1,,,-,,-,3,,10,,116,,160,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,31,,-,0,,0,,,-,,-,1,,1,,5,,60,,78,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2017,31,,-,0,,0,,,-,,-,,-,0,,3,,18,,32,,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2017,31,,-,0,,1,,3,,1,,,-,2,,6,,75,,60,,,
WEST VIRGINIA,2017,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALASKA,2017,31,,-,0,,0,,,-,1,,,-,1,,3,,29,,10,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2017,31,,-,0,,0,,,-,,-,,-,1,,5,,20,,52,,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2017,31,,-,0,,0,,,-,,-,,-,0,,3,,11,,7,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2017,31,,-,0,,1,,1,,,-,,-,1,,5,,29,,64,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,31,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
AMER. SAMOA,2017,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
DIST. OF COL.,2017,31,,-,0,,0,,,-,,-,,-,0,,2,,13,,13,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
E.N. CENTRAL,2017,31,,-,0,,1,,2,,2,,8,,35,,56,,982,,1261,,,
IOWA,2017,31,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2017,31,,-,0,,0,,,-,,-,,-,0,,4,,,-,56,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,31,,-,0,,1,,1,,,-,3,,4,,10,,115,,133,,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2017,31,1,,1,,3,,23,,18,,42,,157,,241,,4242,,5430,,,
E.S. CENTRAL,2017,32,,-,0,,1,,1,,3,,1,,1,,5,,34,,67,,,
KANSAS,2017,32,,-,0,,1,,1,,,-,,-,0,,11,,,-,119,,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2017,32,,-,0,,0,,,-,,-,,-,6,,23,,241,,209,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2017,32,,-,0,,0,,,-,,-,,-,2,,15,,69,,83,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2017,32,,-,0,,1,,1,,,-,,-,0,,3,,18,,18,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2017,32,,-,0,,0,,,-,,-,1,,1,,5,,34,,21,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,32,,-,0,,0,,,-,,-,,-,8,,23,,244,,255,,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2017,32,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2017,32,,-,0,,0,,,-,,-,,-,0,,3,,11,,7,,"DELAWARE
(39.008676, -75.574561)",
OREGON,2017,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2017,32,,-,0,,0,,,-,,-,,-,5,,16,,209,,222,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2017,32,,-,0,,1,,1,,,-,6,,4,,10,,120,,137,,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2017,32,,-,0,,0,,,-,,-,,-,1,,6,,50,,40,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2017,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2017,32,,-,1,,3,,24,,19,,55,,157,,241,,4340,,5518,,,
IOWA,2017,32,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW ENGLAND,2017,32,,-,0,,1,,1,,,-,8,,14,,25,,448,,561,,,
DIST. OF COL.,2017,32,,-,0,,0,,,-,,-,,-,0,,2,,13,,14,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2017,32,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2017,32,,-,0,,1,,2,,,-,,-,9,,21,,304,,368,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2017,32,,-,0,,1,,1,,,-,,-,1,,5,,29,,64,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2017,32,,-,0,,0,,,-,,-,,-,0,,2,,5,,9,,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2017,32,,-,0,,1,,1,,1,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALASKA,2017,32,,-,0,,0,,,-,1,,,-,1,,3,,29,,10,,"ALASKA
(64.836661, -147.738891)",
AMER. SAMOA,2017,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
W.S. CENTRAL,2017,32,,-,0,,1,,2,,3,,15,,25,,96,,771,,924,,,
COLORADO,2017,32,,-,0,,0,,,-,,-,5,,4,,32,,106,,171,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2017,32,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
CALIFORNIA,2017,32,,-,0,,1,,2,,,-,,-,0,,3,,15,,29,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2017,32,,-,0,,0,,,-,1,,1,,7,,17,,190,,286,,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2017,32,,-,0,,0,,,-,,-,,-,4,,18,,132,,103,,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2017,32,,-,0,,0,,,-,,-,,-,1,,5,,20,,54,,"PUERTO RICO
(18.215692, -66.414655)",
MID. ATLANTIC,2017,32,,-,0,,1,,2,,4,,7,,19,,38,,563,,666,,,
SOUTH DAKOTA,2017,32,,-,0,,0,,,-,,-,,-,0,,2,,15,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2017,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2017,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2017,32,,-,0,,0,,,-,1,,1,,0,,2,,5,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2017,32,,-,0,,0,,,-,,-,,-,0,,3,,18,,32,,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2017,32,,-,0,,1,,3,,1,,1,,2,,6,,78,,60,,,
ARIZONA,2017,32,,-,0,,0,,,-,1,,3,,4,,13,,105,,169,,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2017,32,,-,0,,0,,,-,,-,2,,5,,21,,142,,234,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK CITY,2017,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2017,32,,-,0,,1,,4,,1,,8,,16,,39,,405,,603,,,
LOUISIANA,2017,32,,-,0,,0,,,-,,-,,-,0,,8,,1,,45,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2017,32,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2017,32,,-,0,,1,,2,,3,,7,,12,,28,,410,,500,,"FLORIDA
(28.915325, -81.922409)",
