OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2017OPA-0582,Done,OPA Close Case,12/09/2017 12:00:00 AM,01/30/2018 12:00:00 AM,11/29/2017 12:00:00 AM,2017-208548,2017-12-09T00:00:00.000,2018-01-30T00:00:00.000,2017-11-29T00:00:00.000,Done
2017OPA-0748,Done,OPA Close SA,,09/21/2017 12:00:00 AM,09/21/2017 12:00:00 AM,,,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,Done
2015OPA-0667,Done,OPA Close Case,11/19/2015 12:00:00 AM,11/25/2015 12:00:00 AM,11/06/2015 12:00:00 AM,,2015-11-19T00:00:00.000,2015-11-25T00:00:00.000,2015-11-06T00:00:00.000,Done
2015OPA-1464,Done,OPA Close Case,02/16/2016 12:00:00 AM,03/10/2016 12:00:00 AM,01/29/2016 12:00:00 AM,2015-295240,2016-02-16T00:00:00.000,2016-03-10T00:00:00.000,2016-01-29T00:00:00.000,Done
2017OPA-0441,Done,OPA Send Complainant Closing Letter,05/28/2017 12:00:00 AM,05/26/2017 12:00:00 AM,05/23/2017 12:00:00 AM,2017-135741,2017-05-28T00:00:00.000,2017-05-26T00:00:00.000,2017-05-23T00:00:00.000,Done
2019OPA-0692,Done,OPA Close CL,10/20/2019 12:00:00 AM,01/06/2020 12:00:00 AM,10/15/2019 12:00:00 AM,2019-353777,2019-10-20T00:00:00.000,2020-01-06T00:00:00.000,2019-10-15T00:00:00.000,Done
2019OPA-0813,Done,OPA 180 Extension Request,05/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2019-408077,2020-05-30T00:00:00.000,2020-06-29T00:00:00.000,2020-04-02T00:00:00.000,Done
2015OPA-0798,Done,OPA Close SA,11/08/2015 12:00:00 AM,11/04/2015 12:00:00 AM,11/03/2015 12:00:00 AM,,2015-11-08T00:00:00.000,2015-11-04T00:00:00.000,2015-11-03T00:00:00.000,Done
2016OPA-0440,Done,OPA Close Case,01/14/2017 12:00:00 AM,01/14/2017 12:00:00 AM,01/03/2017 12:00:00 AM,2016-123125,2017-01-14T00:00:00.000,2017-01-14T00:00:00.000,2017-01-03T00:00:00.000,Done
2017OPA-0755,Done,OPA Close Case,10/05/2018 12:00:00 AM,09/25/2018 12:00:00 AM,09/25/2018 12:00:00 AM,,2018-10-05T00:00:00.000,2018-09-25T00:00:00.000,2018-09-25T00:00:00.000,Done
2018OPA-0275,Done,OPA Close Case,09/08/2018 12:00:00 AM,10/16/2018 12:00:00 AM,08/29/2018 12:00:00 AM,2018-076860,2018-09-08T00:00:00.000,2018-10-16T00:00:00.000,2018-08-29T00:00:00.000,Done
2019OPA-0382,Done,OPA Close Case,01/22/2020 12:00:00 AM,03/25/2020 12:00:00 AM,01/08/2020 12:00:00 AM,,2020-01-22T00:00:00.000,2020-03-25T00:00:00.000,2020-01-08T00:00:00.000,Done
2015OPA-0331,Done,OPA Process SA,03/31/2015 12:00:00 AM,03/26/2015 12:00:00 AM,03/26/2015 12:00:00 AM,2015-081744,2015-03-31T00:00:00.000,2015-03-26T00:00:00.000,2015-03-26T00:00:00.000,Done
2015OPA-0656,Done,OPA Close CL,,06/08/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-08T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-0733,Done,OPA Close CL,,08/09/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-09T00:00:00.000,2015-10-15T00:00:00.000,Done
2019OPA-0811,Done,OPA OIG Certification,03/21/2020 12:00:00 AM,03/17/2020 12:00:00 AM,03/11/2020 12:00:00 AM,,2020-03-21T00:00:00.000,2020-03-17T00:00:00.000,2020-03-11T00:00:00.000,Done
2016OPA-0794,Done,OPA Close Case,01/08/2017 12:00:00 AM,01/08/2017 12:00:00 AM,12/27/2016 12:00:00 AM,2016-249499,2017-01-08T00:00:00.000,2017-01-08T00:00:00.000,2016-12-27T00:00:00.000,Done
2016OPA-1214,Done,OPA Send Complainant Closing Letter,11/02/2016 12:00:00 AM,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,,2016-11-02T00:00:00.000,2016-10-04T00:00:00.000,2016-10-04T00:00:00.000,Done
2017OPA-0094,Done,OPA Close CL,03/01/2017 12:00:00 AM,08/17/2017 12:00:00 AM,02/24/2017 12:00:00 AM,2017-031071,2017-03-01T00:00:00.000,2017-08-17T00:00:00.000,2017-02-24T00:00:00.000,Done
2017OPA-0700,Done,OPA Final Discipline Action Report,,12/21/2017 12:00:00 AM,01/22/2019 12:00:00 AM,,,2017-12-21T00:00:00.000,2019-01-22T00:00:00.000,Done
2015OPA-1493,Done,OPA Close CL,,10/19/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-10-19T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1513,Done,OPA Close SA,03/23/2016 12:00:00 AM,03/18/2016 12:00:00 AM,03/18/2016 12:00:00 AM,2015-317683,2016-03-23T00:00:00.000,2016-03-18T00:00:00.000,2016-03-18T00:00:00.000,Done
2015OPA-1909,Done,OPA Close SA,04/27/2016 12:00:00 AM,05/31/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,2016-04-27T00:00:00.000,2016-05-31T00:00:00.000,2016-04-12T00:00:00.000,Done
2016OPA-1237,Done,OPA Close Case,04/13/2017 12:00:00 AM,04/14/2017 12:00:00 AM,04/03/2017 12:00:00 AM,2016-363648,2017-04-13T00:00:00.000,2017-04-14T00:00:00.000,2017-04-03T00:00:00.000,Done
2017OPA-0300,Done,OPA Close CL,04/14/2017 12:00:00 AM,04/11/2017 12:00:00 AM,04/04/2017 12:00:00 AM,2017-044664,2017-04-14T00:00:00.000,2017-04-11T00:00:00.000,2017-04-04T00:00:00.000,Done
2017OPA-1094,Done,OPA Close SA,,02/27/2018 12:00:00 AM,02/27/2018 12:00:00 AM,2017-358049,,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000,Done
2017OPA-1182,Done,OPA Close CL,12/13/2017 12:00:00 AM,11/22/2017 12:00:00 AM,11/13/2017 12:00:00 AM,,2017-12-13T00:00:00.000,2017-11-22T00:00:00.000,2017-11-13T00:00:00.000,Done
2015OPA-0155,Done,OPA Close Case,12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,12/16/2015 12:00:00 AM,2015-032903,2015-12-29T00:00:00.000,2015-12-29T00:00:00.000,2015-12-16T00:00:00.000,Done
2015OPA-1853,Done,OPA Close Case,06/27/2016 12:00:00 AM,06/30/2016 12:00:00 AM,06/14/2016 12:00:00 AM,2015-415202,2016-06-27T00:00:00.000,2016-06-30T00:00:00.000,2016-06-14T00:00:00.000,Done
2016OPA-0832,Done,OPA Close SA,,09/02/2016 12:00:00 AM,09/02/2016 12:00:00 AM,2016-233529,,2016-09-02T00:00:00.000,2016-09-02T00:00:00.000,Done
2019OPA-0566,Done,OPA Close CL,09/01/2019 12:00:00 AM,09/06/2019 12:00:00 AM,08/27/2019 12:00:00 AM,2019-287041,2019-09-01T00:00:00.000,2019-09-06T00:00:00.000,2019-08-27T00:00:00.000,Done
2019OPA-0751,Done,OPA Close CL,11/14/2019 12:00:00 AM,11/15/2019 12:00:00 AM,11/07/2019 12:00:00 AM,2019-382671,2019-11-14T00:00:00.000,2019-11-15T00:00:00.000,2019-11-07T00:00:00.000,Done
2016OPA-0657,Done,OPA Close SA,08/11/2016 12:00:00 AM,07/27/2016 12:00:00 AM,07/27/2016 12:00:00 AM,,2016-08-11T00:00:00.000,2016-07-27T00:00:00.000,2016-07-27T00:00:00.000,Done
2016OPA-0768,Done,OPA Close CL,08/02/2016 12:00:00 AM,08/05/2016 12:00:00 AM,07/28/2016 12:00:00 AM,,2016-08-02T00:00:00.000,2016-08-05T00:00:00.000,2016-07-28T00:00:00.000,Done
2016OPA-0821,Done,OPA Close CL,08/17/2016 12:00:00 AM,08/15/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,2016-08-17T00:00:00.000,2016-08-15T00:00:00.000,2016-08-12T00:00:00.000,Done
2016OPA-1177,Done,OPA Close CL,09/28/2016 12:00:00 AM,09/25/2016 12:00:00 AM,09/23/2016 12:00:00 AM,2016-330527,2016-09-28T00:00:00.000,2016-09-25T00:00:00.000,2016-09-23T00:00:00.000,Done
2017OPA-1320,Done,OPA Close CL,01/27/2018 12:00:00 AM,01/16/2018 12:00:00 AM,12/28/2017 12:00:00 AM,,2018-01-27T00:00:00.000,2018-01-16T00:00:00.000,2017-12-28T00:00:00.000,Done
2018OPA-0349,Done,OPA Send Complainant Closing Letter,10/24/2018 12:00:00 AM,10/24/2018 12:00:00 AM,10/24/2018 12:00:00 AM,2018-138634,2018-10-24T00:00:00.000,2018-10-24T00:00:00.000,2018-10-24T00:00:00.000,Done
2018OPA-1000,Done,OPA Close CL,11/10/2018 12:00:00 AM,11/16/2018 12:00:00 AM,11/05/2018 12:00:00 AM,,2018-11-10T00:00:00.000,2018-11-16T00:00:00.000,2018-11-05T00:00:00.000,Done
2015OPA-0541,Done,OPA Director SA Review,06/20/2015 12:00:00 AM,06/17/2015 12:00:00 AM,06/15/2015 12:00:00 AM,2015-098840,2015-06-20T00:00:00.000,2015-06-17T00:00:00.000,2015-06-15T00:00:00.000,Done
2015OPA-0989,Done,OPA Close SA,10/17/2015 12:00:00 AM,10/15/2015 12:00:00 AM,10/12/2015 12:00:00 AM,,2015-10-17T00:00:00.000,2015-10-15T00:00:00.000,2015-10-12T00:00:00.000,Done
2016OPA-0561,Done,OPA Close CL,06/20/2016 12:00:00 AM,06/21/2016 12:00:00 AM,06/15/2016 12:00:00 AM,,2016-06-20T00:00:00.000,2016-06-21T00:00:00.000,2016-06-15T00:00:00.000,Done
2016OPA-1060,Done,OPA Close SA,,10/25/2016 12:00:00 AM,10/25/2016 12:00:00 AM,2015-319153,,2016-10-25T00:00:00.000,2016-10-25T00:00:00.000,Done
2017OPA-0529,Done,OPA Close SA,,07/13/2017 12:00:00 AM,07/13/2017 12:00:00 AM,2017-149694,,2017-07-13T00:00:00.000,2017-07-13T00:00:00.000,Done
2018OPA-0279,Done,OPA Close SA,,04/04/2019 12:00:00 AM,04/04/2019 12:00:00 AM,,,2019-04-04T00:00:00.000,2019-04-04T00:00:00.000,Done
2015OPA-0303,Done,OPA Close CL,,03/23/2015 12:00:00 AM,10/21/2015 12:00:00 AM,,,2015-03-23T00:00:00.000,2015-10-21T00:00:00.000,Done
2015OPA-1338,Done,OPA Close SA,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2015-277223,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,2015-12-30T00:00:00.000,Done
2015OPA-1843,Done,OPA Close SA,02/13/2016 12:00:00 AM,02/09/2016 12:00:00 AM,02/08/2016 12:00:00 AM,,2016-02-13T00:00:00.000,2016-02-09T00:00:00.000,2016-02-08T00:00:00.000,Done
2017OPA-0525,Done,OPA Close SA,,07/07/2017 12:00:00 AM,07/07/2017 12:00:00 AM,2017-178750,,2017-07-07T00:00:00.000,2017-07-07T00:00:00.000,Done
2017OPA-1239,Done,OPA Close CL,12/31/2017 12:00:00 AM,12/28/2017 12:00:00 AM,12/01/2017 12:00:00 AM,2017-441567,2017-12-31T00:00:00.000,2017-12-28T00:00:00.000,2017-12-01T00:00:00.000,Done
2018OPA-0582,Done,OPA Training Referral,02/10/2019 12:00:00 AM,02/15/2019 12:00:00 AM,02/15/2019 12:00:00 AM,2018-231040,2019-02-10T00:00:00.000,2019-02-15T00:00:00.000,2019-02-15T00:00:00.000,Done
2018OPA-0851,Done,OPA Close SA,,11/26/2018 12:00:00 AM,11/26/2018 12:00:00 AM,,,2018-11-26T00:00:00.000,2018-11-26T00:00:00.000,Done
2020OPA-0120,Done,OPA 180 Extension Request,07/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,04/04/2020 12:00:00 AM,2020-038657,2020-07-29T00:00:00.000,2020-08-28T00:00:00.000,2020-04-04T00:00:00.000,Done
2015OPA-0242,Done,OPA Close CL,,03/13/2015 12:00:00 AM,10/22/2015 12:00:00 AM,,,2015-03-13T00:00:00.000,2015-10-22T00:00:00.000,Done
2016OPA-0598,Done,OPA Close CL,07/03/2016 12:00:00 AM,06/30/2016 12:00:00 AM,06/28/2016 12:00:00 AM,,2016-07-03T00:00:00.000,2016-06-30T00:00:00.000,2016-06-28T00:00:00.000,Done
2015OPA-1042,Done,OPA Close CL,,10/16/2015 12:00:00 AM,10/16/2015 12:00:00 AM,2015-216757,,2015-10-16T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1533,Done,OPA Close Case,01/08/2016 12:00:00 AM,12/30/2015 12:00:00 AM,12/15/2015 12:00:00 AM,2015-180378,2016-01-08T00:00:00.000,2015-12-30T00:00:00.000,2015-12-15T00:00:00.000,Done
2017OPA-0018,Done,OPA Close Case,07/13/2017 12:00:00 AM,08/03/2017 12:00:00 AM,07/03/2017 12:00:00 AM,2017-002007,2017-07-13T00:00:00.000,2017-08-03T00:00:00.000,2017-07-03T00:00:00.000,Done
2020OPA-0067,Done,OPA Close CL,02/25/2020 12:00:00 AM,02/21/2020 12:00:00 AM,02/18/2020 12:00:00 AM,,2020-02-25T00:00:00.000,2020-02-21T00:00:00.000,2020-02-18T00:00:00.000,Done
2017OPA-0151,Done,OPA Close SA,,04/13/2017 12:00:00 AM,04/13/2017 12:00:00 AM,2017-013404,,2017-04-13T00:00:00.000,2017-04-13T00:00:00.000,Done
2017OPA-0199,Done,OPA Close Case,06/29/2017 12:00:00 AM,07/18/2017 12:00:00 AM,06/26/2017 12:00:00 AM,,2017-06-29T00:00:00.000,2017-07-18T00:00:00.000,2017-06-26T00:00:00.000,Done
2017OPA-0330,Done,OPA Send Complainant Closing Letter,05/01/2017 12:00:00 AM,04/04/2017 12:00:00 AM,04/03/2017 12:00:00 AM,,2017-05-01T00:00:00.000,2017-04-04T00:00:00.000,2017-04-03T00:00:00.000,Done
2017OPA-0613,Done,OPA Send Complaint Receipt,06/26/2017 12:00:00 AM,06/21/2017 12:00:00 AM,06/21/2017 12:00:00 AM,,2017-06-26T00:00:00.000,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Done
2017OPA-0801,Done,OPA Close CL,08/23/2017 12:00:00 AM,08/22/2017 12:00:00 AM,08/18/2017 12:00:00 AM,2017-282860,2017-08-23T00:00:00.000,2017-08-22T00:00:00.000,2017-08-18T00:00:00.000,Done
2018OPA-0535,Done,OPA Close CL,07/15/2018 12:00:00 AM,07/11/2018 12:00:00 AM,07/10/2018 12:00:00 AM,2018-064107,2018-07-15T00:00:00.000,2018-07-11T00:00:00.000,2018-07-10T00:00:00.000,Done
2015OPA-0762,Done,OPA Close SA,07/13/2015 12:00:00 AM,07/10/2015 12:00:00 AM,07/08/2015 12:00:00 AM,,2015-07-13T00:00:00.000,2015-07-10T00:00:00.000,2015-07-08T00:00:00.000,Done
2015OPA-1679,Done,OPA Close SA,,01/05/2016 12:00:00 AM,01/05/2016 12:00:00 AM,2015-395542,,2016-01-05T00:00:00.000,2016-01-05T00:00:00.000,Done
2015OPA-1811,Done,OPA Close CL,12/19/2015 12:00:00 AM,12/17/2015 12:00:00 AM,12/14/2015 12:00:00 AM,,2015-12-19T00:00:00.000,2015-12-17T00:00:00.000,2015-12-14T00:00:00.000,Done
2016OPA-0405,Done,OPA Close CL,04/30/2016 12:00:00 AM,04/28/2016 12:00:00 AM,04/25/2016 12:00:00 AM,,2016-04-30T00:00:00.000,2016-04-28T00:00:00.000,2016-04-25T00:00:00.000,Done
2016OPA-1479,Done,OPA Close Case,06/01/2018 12:00:00 AM,08/20/2018 12:00:00 AM,05/22/2018 12:00:00 AM,,2018-06-01T00:00:00.000,2018-08-20T00:00:00.000,2018-05-22T00:00:00.000,Done
2017OPA-0390,Done,OPA Send Complaint Receipt,04/21/2017 12:00:00 AM,04/17/2017 12:00:00 AM,04/17/2017 12:00:00 AM,,2017-04-21T00:00:00.000,2017-04-17T00:00:00.000,2017-04-17T00:00:00.000,Done
2017OPA-0571,Done,OPA Management Action,,03/31/2018 12:00:00 AM,12/19/2017 12:00:00 AM,2016-151119,,2018-03-31T00:00:00.000,2017-12-19T00:00:00.000,Done
2017OPA-0920,Done,OPA Close Case,03/15/2018 12:00:00 AM,08/23/2018 12:00:00 AM,03/05/2018 12:00:00 AM,2017-226012,2018-03-15T00:00:00.000,2018-08-23T00:00:00.000,2018-03-05T00:00:00.000,Done
2018OPA-0418,Done,OPA Close Case,11/25/2018 12:00:00 AM,01/15/2019 12:00:00 AM,11/15/2018 12:00:00 AM,2018-158903,2018-11-25T00:00:00.000,2019-01-15T00:00:00.000,2018-11-15T00:00:00.000,Done
2018OPA-0712,Done,OPA Close CL,09/04/2018 12:00:00 AM,08/30/2018 12:00:00 AM,08/29/2018 12:00:00 AM,2018-231040,2018-09-04T00:00:00.000,2018-08-30T00:00:00.000,2018-08-29T00:00:00.000,Done
2016OPA-1130,Done,OPA Close CL,09/23/2016 12:00:00 AM,09/21/2016 12:00:00 AM,09/18/2016 12:00:00 AM,,2016-09-23T00:00:00.000,2016-09-21T00:00:00.000,2016-09-18T00:00:00.000,Done
2016OPA-1487,Done,OPA Close CL,01/22/2017 12:00:00 AM,01/18/2017 12:00:00 AM,01/12/2017 12:00:00 AM,,2017-01-22T00:00:00.000,2017-01-18T00:00:00.000,2017-01-12T00:00:00.000,Done
2017OPA-0383,Done,OPA Close CL,05/15/2017 12:00:00 AM,05/10/2017 12:00:00 AM,05/10/2017 12:00:00 AM,2016-392886,2017-05-15T00:00:00.000,2017-05-10T00:00:00.000,2017-05-10T00:00:00.000,Done
2019OPA-0545,Done,OPA Close CL,08/26/2019 12:00:00 AM,08/27/2019 12:00:00 AM,08/21/2019 12:00:00 AM,,2019-08-26T00:00:00.000,2019-08-27T00:00:00.000,2019-08-21T00:00:00.000,Done
2015OPA-0713,Done,OPA Close CL,,09/25/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,,2015-09-25T00:00:00.000,2015-10-14T00:00:00.000,Done
2015OPA-1126,Done,OPA Close CL,,08/09/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-09T00:00:00.000,2015-10-15T00:00:00.000,Done
2016OPA-0111,Done,OPA Close SA,03/27/2016 12:00:00 AM,03/22/2016 12:00:00 AM,03/22/2016 12:00:00 AM,2016-020154,2016-03-27T00:00:00.000,2016-03-22T00:00:00.000,2016-03-22T00:00:00.000,Done
2016OPA-0248,Done,OPA Close CL,04/08/2016 12:00:00 AM,04/06/2016 12:00:00 AM,04/03/2016 12:00:00 AM,2016-061412,2016-04-08T00:00:00.000,2016-04-06T00:00:00.000,2016-04-03T00:00:00.000,Done
2016OPA-1224,Done,OPA Close SA,,12/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,,,2016-12-28T00:00:00.000,2016-12-28T00:00:00.000,Done
2017OPA-0124,Done,OPA Close Case,06/05/2017 12:00:00 AM,06/12/2017 12:00:00 AM,05/26/2017 12:00:00 AM,,2017-06-05T00:00:00.000,2017-06-12T00:00:00.000,2017-05-26T00:00:00.000,Done
2018OPA-0758,Done,OPA Close Case,02/15/2019 12:00:00 AM,02/20/2019 12:00:00 AM,02/05/2019 12:00:00 AM,2017-310989,2019-02-15T00:00:00.000,2019-02-20T00:00:00.000,2019-02-05T00:00:00.000,Done
2019OPA-0406,Done,OPA OIG Certification,10/24/2019 12:00:00 AM,10/19/2019 12:00:00 AM,10/12/2019 12:00:00 AM,2019-208616,2019-10-24T00:00:00.000,2019-10-19T00:00:00.000,2019-10-12T00:00:00.000,Done
2020OPA-0014,Done,OPA Close CL,01/18/2020 12:00:00 AM,01/14/2020 12:00:00 AM,01/11/2020 12:00:00 AM,,2020-01-18T00:00:00.000,2020-01-14T00:00:00.000,2020-01-11T00:00:00.000,Done
2015OPA-0984,Done,OPA Close CL,,07/15/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-15T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1280,Done,OPA Close CL,,09/03/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-09-03T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1801,Done,OPA Close CL,11/30/2015 12:00:00 AM,11/30/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-11-30T00:00:00.000,2015-11-30T00:00:00.000,2015-11-25T00:00:00.000,Done
2017OPA-1309,Done,OPA Director Certification/Finding,06/24/2018 12:00:00 AM,05/05/2020 12:00:00 AM,01/30/2019 12:00:00 AM,2017-418367,2018-06-24T00:00:00.000,2020-05-05T00:00:00.000,2019-01-30T00:00:00.000,Done
2018OPA-0611,Done,OPA Close CL,08/04/2018 12:00:00 AM,08/01/2018 12:00:00 AM,07/30/2018 12:00:00 AM,,2018-08-04T00:00:00.000,2018-08-01T00:00:00.000,2018-07-30T00:00:00.000,Done
2018OPA-0722,Done,OPA Close CL,09/22/2018 12:00:00 AM,09/18/2018 12:00:00 AM,09/17/2018 12:00:00 AM,2018-228327,2018-09-22T00:00:00.000,2018-09-18T00:00:00.000,2018-09-17T00:00:00.000,Done
2018OPA-0741,Done,OPA Close Case,,02/13/2019 12:00:00 AM,01/23/2019 12:00:00 AM,2018-283033,,2019-02-13T00:00:00.000,2019-01-23T00:00:00.000,Done
2016OPA-0130,Done,OPA Close CL,02/19/2016 12:00:00 AM,02/18/2016 12:00:00 AM,02/18/2016 12:00:00 AM,,2016-02-19T00:00:00.000,2016-02-18T00:00:00.000,2016-02-18T00:00:00.000,Done
2016OPA-0276,Done,Running sheet entry,08/18/2016 12:00:00 AM,08/18/2016 12:00:00 AM,08/18/2016 12:00:00 AM,,2016-08-18T00:00:00.000,2016-08-18T00:00:00.000,2016-08-18T00:00:00.000,Done
2016OPA-0454,Done,OPA Close CL,05/04/2016 12:00:00 AM,05/04/2016 12:00:00 AM,05/04/2016 12:00:00 AM,,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,Done
2017OPA-0165,Done,OPA Close SA,,04/04/2017 12:00:00 AM,04/04/2017 12:00:00 AM,2017-053375,,2017-04-04T00:00:00.000,2017-04-04T00:00:00.000,Done
2017OPA-0795,Done,OPA Close CL,09/02/2017 12:00:00 AM,08/31/2017 12:00:00 AM,08/04/2017 12:00:00 AM,2017-259472,2017-09-02T00:00:00.000,2017-08-31T00:00:00.000,2017-08-04T00:00:00.000,Done
2017OPA-1215,Done,OPA Close CL,12/11/2017 12:00:00 AM,12/08/2017 12:00:00 AM,12/06/2017 12:00:00 AM,2017-417824,2017-12-11T00:00:00.000,2017-12-08T00:00:00.000,2017-12-06T00:00:00.000,Done
2015OPA-0112,Done,OPA Close CL,,02/13/2015 12:00:00 AM,10/22/2015 12:00:00 AM,2014-222942,,2015-02-13T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-0518,Done,OPA Close Case,12/14/2015 12:00:00 AM,12/14/2015 12:00:00 AM,11/18/2015 12:00:00 AM,,2015-12-14T00:00:00.000,2015-12-14T00:00:00.000,2015-11-18T00:00:00.000,Done
2015OPA-1025,Done,OPA Close CL,,07/15/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-15T00:00:00.000,2015-10-16T00:00:00.000,Done
2016OPA-1309,Done,OPA Close CL,12/01/2016 12:00:00 AM,11/22/2016 12:00:00 AM,11/02/2016 12:00:00 AM,,2016-12-01T00:00:00.000,2016-11-22T00:00:00.000,2016-11-02T00:00:00.000,Done
2016OPA-1409,Done,OPA Close SA,,01/30/2017 12:00:00 AM,01/30/2017 12:00:00 AM,,,2017-01-30T00:00:00.000,2017-01-30T00:00:00.000,Done
2017OPA-0461,Done,OPA Close CL,05/09/2017 12:00:00 AM,06/02/2017 12:00:00 AM,05/04/2017 12:00:00 AM,,2017-05-09T00:00:00.000,2017-06-02T00:00:00.000,2017-05-04T00:00:00.000,Done
2017OPA-0740,Done,OPA Close SA,,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,2017-103381,,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,Done
2017OPA-0814,Done,OPA Close CL,08/28/2017 12:00:00 AM,08/22/2017 12:00:00 AM,08/18/2017 12:00:00 AM,2017-275915,2017-08-28T00:00:00.000,2017-08-22T00:00:00.000,2017-08-18T00:00:00.000,Done
2017OPA-1025,Done,OPA Close CL,03/13/2018 12:00:00 AM,03/14/2018 12:00:00 AM,03/08/2018 12:00:00 AM,2017-334206,2018-03-13T00:00:00.000,2018-03-14T00:00:00.000,2018-03-08T00:00:00.000,Done
2018OPA-0708,Done,OPA Close CL,08/26/2018 12:00:00 AM,08/23/2018 12:00:00 AM,08/21/2018 12:00:00 AM,2018-275903,2018-08-26T00:00:00.000,2018-08-23T00:00:00.000,2018-08-21T00:00:00.000,Done
2015OPA-0838,Done,OPA Close CL,07/07/2015 12:00:00 AM,07/07/2015 12:00:00 AM,07/02/2015 12:00:00 AM,,2015-07-07T00:00:00.000,2015-07-07T00:00:00.000,2015-07-02T00:00:00.000,Done
2015OPA-0886,Done,OPA Close Case,12/09/2015 12:00:00 AM,12/14/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-12-09T00:00:00.000,2015-12-14T00:00:00.000,2015-11-25T00:00:00.000,Done
2015OPA-1864,Done,OPA Close CL,12/23/2015 12:00:00 AM,12/21/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,2015-12-23T00:00:00.000,2015-12-21T00:00:00.000,2015-12-18T00:00:00.000,Done
2016OPA-1091,Done,OPA Close CL,09/21/2016 12:00:00 AM,09/21/2016 12:00:00 AM,09/16/2016 12:00:00 AM,,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,2016-09-16T00:00:00.000,Done
2017OPA-0563,Done,OPA Close CL,06/20/2017 12:00:00 AM,06/21/2017 12:00:00 AM,06/15/2017 12:00:00 AM,,2017-06-20T00:00:00.000,2017-06-21T00:00:00.000,2017-06-15T00:00:00.000,Done
2018OPA-1153,Done,OPA Close CL,12/24/2018 12:00:00 AM,01/02/2019 12:00:00 AM,12/19/2018 12:00:00 AM,2018-305146,2018-12-24T00:00:00.000,2019-01-02T00:00:00.000,2018-12-19T00:00:00.000,Done
2015OPA-0322,Done,OPA Close CL,,03/30/2015 12:00:00 AM,10/20/2015 12:00:00 AM,2014-222942,,2015-03-30T00:00:00.000,2015-10-20T00:00:00.000,Done
2017OPA-1221,Done,OPA Close CL,12/22/2017 12:00:00 AM,12/22/2017 12:00:00 AM,11/27/2017 12:00:00 AM,2017-432415,2017-12-22T00:00:00.000,2017-12-22T00:00:00.000,2017-11-27T00:00:00.000,Done
2019OPA-0033,Done,OPA Close Case,07/20/2019 12:00:00 AM,08/05/2019 12:00:00 AM,07/10/2019 12:00:00 AM,,2019-07-20T00:00:00.000,2019-08-05T00:00:00.000,2019-07-10T00:00:00.000,Done
2016OPA-0102,Done,OPA Close CL,02/07/2016 12:00:00 AM,02/03/2016 12:00:00 AM,02/02/2016 12:00:00 AM,,2016-02-07T00:00:00.000,2016-02-03T00:00:00.000,2016-02-02T00:00:00.000,Done
2016OPA-0623,Done,OPA Send Complainant Closing Letter,07/12/2016 12:00:00 AM,07/08/2016 12:00:00 AM,07/07/2016 12:00:00 AM,,2016-07-12T00:00:00.000,2016-07-08T00:00:00.000,2016-07-07T00:00:00.000,Done
2016OPA-0774,Done,OPA Close CL,08/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,08/03/2016 12:00:00 AM,,2016-08-08T00:00:00.000,2016-08-08T00:00:00.000,2016-08-03T00:00:00.000,Done
