Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†, flag","Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Max†","Giardiasis, Previous 52 weeks Max†, flag","Giardiasis, Cum 2020†","Giardiasis, Cum 2020†, flag","Giardiasis, Cum 2019†","Giardiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
TOTAL,2020,12,,-,4,,1,,,-,,-,7,,6,,7,,61,,406,,1808,,2712,,,TOTAL,20201270,
US RESIDENTS,2020,12,,-,4,,1,,,-,,-,7,,6,,7,,61,,406,,1808,,2710,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,11,,18,,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,0,,,-,,-,,-,4,,1,,2,,16,,57,,183,,144,,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,5,,102,,415,,689,,,PACIFIC,20201257,
TOTAL,2020,13,,-,4,,1,,,-,,-,8,,6,,7,,42,,406,,1937,,2981,,,TOTAL,20201370,
WEST SOUTH CENTRAL,2020,12,,-,2,,,-,,-,,-,1,,,-,,-,2,,17,,22,,53,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,15,,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,15,,30,,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,18,,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,10,,14,,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,27,,49,,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,12,,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,17,,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,26,,74,,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,0,,,-,,-,,-,2,,1,,,-,8,,34,,163,,183,,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,10,,8,,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,40,,60,,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,8,,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,15,,30,,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,,-,32,,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,36,,95,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,11,,16,,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,1,,,-,,-,,-,2,,,-,3,,12,,74,,167,,221,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,36,,53,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,2,,8,,30,,39,,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,0,,,-,,-,,-,2,,,-,,-,1,,9,,27,,33,,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,12,,59,,100,,66,,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,86,,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,12,,5,,36,,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,4,,12,,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,1,,1,,,-,,-,2,,,-,,-,4,,60,,249,,448,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,0,,,-,,-,,-,2,,4,,,-,3,,23,,80,,85,,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,2,,9,,24,,27,,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,1,,22,,86,,92,,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,0,,,-,,-,,-,1,,1,,,-,5,,8,,27,,16,,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,35,,26,,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,23,,28,,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,0,,,-,,-,,-,2,,,-,3,,,-,40,,54,,81,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,32,,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,18,,13,,74,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,78,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,8,,38,,224,,289,,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,2,,,-,,-,,-,1,,,-,,-,1,,9,,17,,17,,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,10,,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,1,,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,32,,42,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,1,,,-,,-,,-,5,,5,,4,,27,,94,,523,,613,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,5,,87,,345,,531,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,21,,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,1,,1,,,-,,-,1,,,-,,-,1,,39,,148,,226,,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,11,,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,3,,,-,,-,,-,5,,,-,,-,,-,50,,77,,252,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,2,,22,,79,,88,,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,3,,53,,177,,221,,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,,US TERRITORIES,20201263,
US RESIDENTS,2020,13,,-,4,,1,,,-,,-,8,,6,,7,,42,,406,,1937,,2979,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,11,,20,,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,0,,,-,,-,,-,4,,1,,2,,8,,57,,191,,161,,NEW YORK,,20201311,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,13,,-,2,,,-,,-,,-,1,,,-,,-,,-,17,,22,,58,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,20,,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,15,,32,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,18,,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,16,,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,28,,58,,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,14,,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,20,,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,29,,80,,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,0,,,-,,-,,-,2,,1,,,-,8,,34,,171,,196,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,10,,8,,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1,,15,,42,,63,,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1,,2,,5,,8,,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,15,,32,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,10,,13,,37,,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,40,,100,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,11,,17,,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,1,,,-,,-,,-,3,,,-,3,,4,,74,,193,,254,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,36,,54,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,1,,8,,30,,41,,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,2,,,-,,-,,-,9,,27,,42,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,4,,59,,104,,87,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,95,,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,5,,38,,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,4,,13,,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,1,,1,,,-,,-,2,,,-,,-,4,,60,,255,,506,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,0,,,-,,-,,-,2,,4,,,-,5,,23,,96,,90,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,3,,9,,27,,30,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,3,,22,,89,,101,,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,0,,,-,,-,,-,1,,1,,,-,4,,8,,31,,21,,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,2,,16,,39,,29,,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,24,,29,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,0,,,-,,-,,-,3,,,-,3,,,-,40,,63,,88,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,32,,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,26,,79,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,95,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,3,,38,,233,,311,,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,2,,,-,,-,,-,1,,,-,,-,,-,9,,17,,20,,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,11,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,2,,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,32,,48,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,1,,,-,,-,,-,5,,5,,4,,16,,94,,560,,662,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,3,,87,,370,,575,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,22,,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,1,,1,,,-,,-,1,,,-,,-,,-,39,,148,,249,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,12,,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,3,,,-,,-,,-,6,,,-,,-,,-,50,,91,,287,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,4,,22,,83,,93,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,6,,53,,185,,239,,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,,US TERRITORIES,20201363,
WEST VIRGINIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,25,,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,,-,1,,1,,,-,,-,1,,,-,,-,,-,39,,193,,312,,FLORIDA,,20201631,POINT (-82.420978 28.260731)
US RESIDENTS,2020,14,,-,4,,1,,,-,,-,9,,6,,10,,34,,406,,2133,,3262,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,14,,22,,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,0,,,-,,-,,-,4,,1,,2,,12,,57,,204,,181,,NEW YORK,,20201411,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,14,,-,2,,,-,,-,,-,1,,,-,,-,,-,17,,22,,66,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,9,,23,,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,20,,33,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,20,,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,19,,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,28,,60,,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,16,,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,22,,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,33,,91,,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,0,,,-,,-,,-,2,,1,,1,,5,,34,,183,,216,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,13,,10,,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1,,15,,44,,69,,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,5,,8,,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,20,,33,,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,10,,14,,43,,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,40,,106,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,11,,21,,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,1,,,-,,-,,-,5,,,-,5,,1,,74,,205,,280,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,36,,58,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,1,,8,,32,,43,,MARYLAND,,20201433,POINT (-76.687282 38.946466)
