Customer,Address Line 1,Address Line 2,City,State,Zip,Date Enrolled,VAT202 Category,Status,Observation Date,Crash Notification,Conviction Notification,Suspension Notification,Point Insurance Reduction Course Completion Notification,Driver Status Change Notification,License Expiration Notification,Hazardous Material Endorsement Notification,CDL Medical Certification Status Change Notification,Ticket Notification,Drivers Monitored,Latest Driver Add Date,Latest Driver Drop Date,LENS Internet Interface Users
BRADFORD CENTRAL SCHOOL,2820 STATE ROUTE 226,,BRADFORD,NY,14815,06/17/2015,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,0,,,0
BRADHURST SITE CONST. CORP.,140 BRADHURST AVE,,VALHALLA,NY,10595,05/03/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
BRADS NORTHSIDE SERVICE INC,165  PARK AVE,,BROCKPORT,NY,14420,11/02/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,6,04/26/2019,04/27/2018,1
BRADY SYSTEMS,811 N ALVORD STREET,,SYRACUSE,NY,13208,02/08/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,25,11/12/2019,09/16/2019,1
BRANFORD REALTY,56 CLINTWOOD COURT,,ROCHESTER,NY,14620,11/16/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,5,01/25/2019,08/21/2019,1
BRANON CONSTRUCTION COMPANY INC.,802 DURAND RD.,,PLATTSBURGH,NY,12901,02/07/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,6,03/12/2018,,1
"BRANT LAKE CAMP, INC.",7586 STATE ROUTE 8,,BRANT LAKE,NY,12815,06/05/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
BRASHER FALLS CENTRAL SCHOOL DISTRICT,1039 STATE HIGHWAY 11C,,BRASHER FALLS,NY,13613,05/26/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,22,10/24/2019,12/05/2019,2
BRAVO VOLUNTEER AMBULANCE SERVICE INC.,8507 7AVE,,BROOKLYN,NY,11228,08/16/2019,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,42,12/19/2019,,1
BRAVO VOLUNTEER AMBULANCE SERVICE INC.,8507 7TH AVENUE,,BROOKLYN,NY,112283297,11/29/2001,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
BRAVO ZULU LLC,55 WEST 116 ST,SUITE 276,NEW YORK,NY,11722,12/22/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,34,04/01/2020,12/18/2019,1
"BRAWDY CONSTRUCTION, INC.",P.O. BOX470,,CLARENCE CENTER,NY,14032,10/01/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,38,01/15/2020,02/27/2020,1
BRD INC.,82 PEARL STREET,,BUFFALO,NY,14202,01/08/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,23,11/19/2019,11/19/2019,1
BREAD ALONE INC,RT 28,,BOICEVILLE,NY,12412,11/20/2003,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,14,09/17/2012,09/17/2012,1
BREAKAWAY COURIER CORPORATION,444 W. 36TH STREET,,NEW YORK,NY,10018,08/29/2016,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,0
BREAKING GROUND,505 8TH AVENUE,,NEW YORK,NY,10018,02/20/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,146,04/29/2020,04/29/2020,1
BREATHE EASY OF NY INC.,37-41 57TH ST.,,WOODSIDE,NY,11377,06/29/2007,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,7,05/01/2014,03/19/2016,1
BREESPORT BAPTIST CHURCH,1811 NORTH CHEMUNG RD,,BREESPORT,NY,14816,05/06/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,N,N,0,,,1
BREEZE NATIONAL,843 S. OCEAN AVE,,FREEPORT,NY,11520,06/04/2018,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
BREEZY POINT COOPERATIVE INC,202-30 ROCKAWAY POINT BLVD.,,ROCKAWAY POINT,NY,11967,06/16/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,130,02/07/2020,02/07/2020,1
BRENTWOOD FIRE DISTRICT,P.O. BOX 32,,BRENTWOOD,NY,11717,07/09/2013,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,197,04/20/2020,04/20/2020,2
BRENTWOOD LEGION AMBULANCE,29 3RD AVE,PO BOX 506,BRENTWOOD,NY,11717,06/10/2008,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,106,01/28/2020,12/10/2019,1
BRER-FOUR TRANSPORTATION CORP,16 GRAND AVE,,FARMINGDALE,NY,11735,05/12/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
BRETSON FREIGHT INC,19 PALM ST,,SELDEN,NY,11784,08/22/2017,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,16,01/07/2020,01/07/2020,1
BREW FINCH FUNERAL HOME INC,48 SOUTH STREET,,AUBURN,NY,13021,12/27/2010,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,8,05/20/2013,11/03/2017,0
BREWER FIRE ENGINE COMPANY 1,PO BOX 41,,MONSEY,NY,10952,04/05/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,55,03/20/2020,11/17/2019,2
BREWERTON FIRE DISTRICT,9625 BREWERTON ROAD,,BREWERTON,NY,13029,08/26/2015,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,59,03/07/2020,12/28/2019,2
BREWERTON VOLUNTEER FIRE DEPARTMENT AMBULANCE,PO BOX 364 9625,,BREWERTON,NY,13029,10/11/2016,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,13,05/06/2017,05/06/2017,1
BREWSTER CENTRAL SCHOOL DISTRICT,40 FARM TO MARKET RD,,BREWSTER,NY,10509,03/07/2016,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,102,01/14/2020,03/27/2020,1
BREWSTER CENTRAL SCHOOL DISTRICT,50 FOGGINTOWN ROAD,,BREWSTER,NY,10509,08/07/2019,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,1,09/25/2019,,0
BREWSTER HIGH SCHOOL,50 FOGGINTOWN ROAD,,BREWSTER,NY,10509,05/03/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,9,09/27/2019,09/04/2019,3
BREWSTER SOUTHEAST JOINT FIRE DISTRICT,501 NORTH MAIN STREET,,BREWSTER,NY,10509,01/18/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,86,02/26/2020,,1
BREWSTER VILLAGE,50 MAIN STREET,,BREWSTER,NY,10509,10/19/2012,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,113,11/21/2019,11/21/2019,0
BRG CHARLES LLC,150 GREAT NECK RD SUITE 402,,GREAT NECK,NY,11021,01/27/2009,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,2,06/26/2009,02/16/2016,1
BRIAN MACNEIL TRUCKING LLC,4301 STATE ROUTE 29,,SALEM,NY,12865,03/24/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,6,10/13/2016,,1
BRIAN MORIARTY,412 WILBUR STREET,,ONEIDA,NY,13421,03/19/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
BRIAN WIEDMAN,44 ENWRIGHT DRIVE,,FAIRPORT,NY,14450,01/29/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
BRIARCLIFF BUS COMPANY INC,PO BOX 9103,,SCARBOROUGH,NY,10510,01/29/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,30,07/02/2015,02/01/2016,1
BRIARCLIFF MANOR UFSD,444 PLEASANTVILLE ROAD,,BRIARCLIFF,NY,10510,10/18/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,10,09/07/2019,06/10/2019,2
BRIARCLIFF MANOR VILLAGE,1111 PLEASANTVILLE ROAD,,BRIARCLIFF MNR,NY,10510,08/24/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,N,N,119,01/30/2020,01/30/2020,1
"BRIDGE BACK RECOVERY HOMES, INC.",3044 CONEY ISLAND AVE - 3RD FLOOR,,BROOKLYN,NY,10235,11/20/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
BRIDGE HAMPTON FIRE DISTRICT,64 SCHOOL ST,PO BOX 958,BRIDGEHAMPTON,NY,11932,11/29/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,109,02/17/2020,02/17/2020,2
BRIDGE STREET MOTORS LLC,6717 MANLIUS CENTER RD,,EAST SYRACUSE,NY,13057,01/24/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,43,03/06/2020,02/12/2020,1
BRIDGE VIEW EXCAVATION,27 ORCHARD PLACE,,HOPEWELL JCT,NY,12533,02/23/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,9,09/24/2019,08/22/2019,2
BRIDGEHAMPTON UFSD,2685 MONTAUK HWY,PO BOX 3021,BRIDGEHAMPTON,NY,11932,12/02/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,1,01/20/2015,01/20/2015,1
BRIDGEPORT FIRE DISTRICT,2528 LOWER LAKE ROAD,,SENECA FALLS,NY,13148,01/13/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,39,12/12/2019,10/29/2019,1
BRIDGES,"873 ROUTE 45, SUITE 108",,NEW CITY,NY,10956,06/11/2012,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,21,02/24/2014,02/18/2014,1
BRIDGES FOR BRAIN INJURY,5760 DUKE OF GLOUCESTER WAY,,FARMINGTON,NY,14425,02/20/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,12,04/03/2020,03/25/2020,1
BRIDGET RAY,PO BOX 712,,NESCONSET,NY,11767,12/02/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
"BRIGAR X-PRESS SOLUTIONS, INC.",5 SAND CREEK ROAD,,ALBANY,NY,12205,08/23/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,3,01/24/2020,,1
BRIGER SECURITY SERVICES INC.,3 SNOOP STREET,,MONROE,NY,10950,01/21/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,4,03/25/2015,,1
BRIGHT BEGINNINGS THERAPY SERVICES OT PT SLP,5205 OAKWOOD DRIVE,,NORTH TONAWANDA,NY,14120,07/14/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,28,03/09/2020,,2
BRIGHT SHINE CLEANERS NY LLC,51 FOREST RD # 316-905,,MONROE,NY,10950,10/06/2019,PAYING,ACTIVE,05/07/2020,Y,N,Y,N,Y,Y,N,N,N,0,,,1
BRIGHT STARTS OF CNY LLC,5962 ROUTE 31 SUITE 7,BOX 10,CICERO,NY,13039,11/22/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
"BRIGHT'S SYSTEMS, INC.",PO BOX 137,,NORTH TONAWANDA,NY,14120,04/22/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,26,02/04/2020,09/24/2019,2
BRIGHTMAN TRUCKING LLC,6108 COUNTY ROAD 32,,NORWICH,NY,13815,10/16/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,1,03/16/2018,01/17/2019,1
BRIGHTON AMBULANCE,1551 WINTON ROAD SOUTH,,ROCHESTER,NY,14618,03/04/2004,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
BRIGHTON FIRE DISTRICT,3100 EAST AVENUE,,ROCHESTER,NY,146103522,02/18/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,123,04/16/2020,05/23/2019,2
BRIGHTON INSTALLATION CO. INC.,125 SOUTH MAIN STREET,,FREEPORT,NY,11520,02/12/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,16,06/10/2019,01/23/2020,1
BRIGHTON VOLUNTEER AMBULANCE INC,1551 WINTON RD SOUTH,,ROCHESTER,NY,14618,06/02/2008,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,66,01/27/2020,01/27/2020,2
BRIGHTWATERS FARMS LLC,1113 HERKIMER ROAD,,UTICA,NY,13502,09/14/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,06/29/2017,03/27/2020,1
BRIGHTWATERS VILLAGE,40 SENECA DRIVE,,BRIGHTWATERS,NY,11718,11/24/2014,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,24,01/13/2017,,1
BRIGIOTTAS FARMLAND PRODUCE AND GARDEN CENTER,414 FAIRMOUNT AVENUE,,JAMESTOWN,NY,14701,04/27/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
BRILLIANT TRANSPORTATION,29 CLAY ST,,BROOKLYN,NY,11222,01/28/2013,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
BRILLIANT TRANSPORTATION,116 SULLIVAN ST,,NEW YORK,NY,10012,10/17/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,11,09/16/2015,06/12/2015,0
BRIMILY TRANSPOTATION NY INC.,2 HIGHLAND AVE,,DIX HILLS,NY,11746,11/22/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,19,06/22/2019,04/02/2019,1
BRITTONKILL CENTRAL SCHOOL,3992 NY2,,TROY,NY,12180,01/08/2008,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,25,01/13/2020,01/13/2020,1
BROAD CHANNEL FIRE DEPARTMENT,15 NOEL ROAD,,BROAD CHANNEL,NY,11693,02/01/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,2,08/12/2019,01/02/2019,1
BROAD CHANNEL VOLUNTEER FIRE DEPT/EMS,15 NOEL RD,,BROAD CHANNEL,NY,11693,06/10/2002,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,0
BROADALBIN KENNYETTO FIRE COMPANY INC,14 PINE ST,,BROADALBIN,NY,12025,08/29/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,41,12/31/2019,12/10/2019,1
BROADALBIN VOLUNTEER AMBULANCE CORPS.,8 CENTER ST.,PO BOX 23,BROADALBIN,NY,10205,03/26/2014,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,2,09/26/2015,,0
BROADALBIN-PERTH CENTRAL SCHOOL  DISTRICT,20 PINE STREET,,BROADALBIN,NY,12025,12/27/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,37,03/11/2020,12/09/2019,2
BROADBAND EXPRESS,374 WESTDALE AVE SUITE B,,WESTERVILLE,OH,43082,07/31/2007,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,192,10/29/2015,05/16/2016,0
"BROADSTONE REAL ESTATE, LLC",530 CLINTON SQUARE,,ROCHESTER,NY,14604,12/22/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
BROADWAY HEIGHTS DAIRY,1510 FIFTH AVE,,BAYSHORE,NY,11706,12/29/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,18,07/28/2017,08/24/2017,1
BROADWAY PARTY RENTALS,134 MORGAN AVE,,BROOKLYN,NY,11237,05/10/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,43,04/18/2018,02/27/2020,1
BROCKMAN TREE AND LAWN CARE LLC,"727 WHITNEY RD, FAIRPORT, NY",,FAIRPORT,NY,14450,09/10/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,Y,N,0,,,1
BROCKPORT AUXILIARY SERVICE CORPORATION,350 NEW CAMPUS DRIVE,,BROCKPORT,NY,14420,08/16/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,77,03/03/2020,04/27/2020,2
BROCKPORT CENTRAL SCHOOL DISTRICT,58 OWENS ROAD,,BROCKPORT,NY,14420,11/14/2019,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,0,,,0
BROCKPORT CENTRAL SCHOOL DISTRICT,58 OWENS ROAD,,BROCKPORT,NY,14420,04/29/2014,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,92,03/03/2020,02/26/2020,1
BROCKPORT CSD DRIVER EDUCATION,40 ALLEN STREET,,BROCKPORT,NY,14420,06/20/2016,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,5,08/14/2018,,1
BROCKPORT FIRE DISTRICT,38 MARKET STREET,,BROCKPORT,NY,14420,07/26/2012,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,106,12/03/2018,10/21/2019,1
BROCKPORT VILLAGE,127 MAIN STREET,,BROCKPORT,NY,14420,12/16/2003,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,32,10/28/2019,09/10/2019,1
BROCKPORT VOLUNTEER AMBULANCE CORPS,3 BURROUGHS TERRACE,,BROCKPORT,NY,14420,02/14/2020,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,12,04/28/2020,,1
BROCTON CENTRAL SCHOOL DISTRICT,138 WEST MAIN,,BROCTON,NY,14716,07/23/2009,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,18,02/19/2020,02/25/2020,1
BROME LLC,1201 CORBIN STREET,,ELIZABETH,NJ,07201,05/10/2004,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
BRONX CHILDRENS PSYCHIATRIC CTR,1300 WATERS PL,,BRONX,NY,10461,07/31/2006,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,66,05/11/2015,11/12/2015,0
BRONX COUNTY DA,198E 161ST STREET ROOM 924,,BRONX,NY,10451,01/21/2015,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,Y,0,,,1
BRONX COUNTY DA,198 E. 161 STREET,,BRONX,NY,10451,09/30/2014,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,Y,Y,Y,10,12/13/2018,04/30/2019,1
BRONX COUNTY PUBLIC ADMINISTRATOR,"851 GRAND CONCOURSE, ROOM 336",,BRONX,NY,10451,05/09/2013,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
BRONX DRIVING SCHOOL CORP,1213 CASTLE HILL AVENUE,,BRONX,NY,10462,01/23/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,N,N,N,N,11,02/21/2020,08/21/2019,1
BRONX GENERAL POST OFFICE,558 GRAND CONCOURSE,,BRONX,NY,104519441,09/28/2000,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
"BRONX PARENT HOUSUNG NETWORK, INC.",488 E 164TH ST,,BRONX,NY,10456,06/14/2018,PAYING,ACTIVE,05/07/2020,Y,Y,N,N,Y,N,N,N,N,11,03/28/2019,02/14/2019,2
BRONXVILLE VILLAGE,200 PONDFIELD RD,,BRONXVILLE,NY,10804,04/06/2016,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,29,01/27/2020,01/16/2020,1
BROOK TRAILER SERVICE INC,19 MUNSELL ROAD,,MEDFORD,NY,11763,07/13/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,11,02/17/2020,11/14/2019,1
BROOKDALE UNIV HOSPITAL & MEDICAL CNTR,0NE BROOKDALE PLAZA,,BROOKLYN,NY,11212,05/16/2005,PAYING,NOT ACTIVE,05/07/2020,N,Y,Y,N,N,N,N,N,N,0,,,0
BROOKFIELD CENTRAL SCHOOL DISTRICT,1910 FAIRGROUND ROAD,PO BOX 60,BROOKFIELD,NY,13314,10/17/2013,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,9,05/23/2019,07/24/2019,1
BROOKFIELD RENEWABLE POWER,800 STARBUCK AVE SUITE 802,,WATERTOWN,NY,13601,06/10/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,182,04/09/2020,04/09/2020,3
BROOKHAVEN AMBULANCE CO,PO BOX 596,,BROOKHAVEN,NY,11719,06/29/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,107,12/23/2019,01/09/2018,1
BROOKHAVEN FIRE DISTRICT,2486 MONTAUK HIGHWAY,,BROOKHAVEN,NY,11719,06/21/2002,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,80,02/05/2020,01/29/2020,1
BROOKHAVEN HWY DEPT,1140 OLD TOWN RD,,CORAM,NY,11727,02/26/1997,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,N,N,216,03/06/2020,03/06/2020,1
BROOKHAVEN TOWN,ONE INDEPENDENCE HILL,,FARMINGVILLE,NY,11838,04/09/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1189,04/28/2020,05/05/2020,1
BROOKLYN ARCHWAY INC.,333 HALSEY STREET,,BROOKLYN,NY,11216,07/25/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
BROOKLYN BOTTLING CO. OF MILTON NY,643 SOUTH RD,PO BOX 808,MILTON,NY,12547,03/08/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,17,02/26/2014,04/16/2014,2
"BROOKLYN COMMUNITY HOUSING & SERVICES, INC.",105 CARLTON AVENUE,,BROOKLYN,NY,11205,01/20/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,13,09/03/2019,07/15/2019,1
BROOKLYN COMMUNITY SERVICES,151 LAWRENCE STREET,,BROOKLYN,NY,11201,04/05/2019,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
BROOKLYN ELEVATOR CORPORATION,246 AVENUE U,,BROOKLYN,NY,11223,05/01/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
BROOKLYN HOSPITAL CTR,121 DEKALB AVE,,BROOKLYN,NY,11201,11/09/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,10,02/13/2008,,1
BROOKLYN INFORMATION & CULTURE,647 FULTON STREET,STE 1,BROOKLYN,NY,112171139,06/12/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,49,11/15/2019,06/03/2019,1
BROOKLYN LOW VOLTAGE SUPPLY,PO BOX 297134,,BROOKLYN,NY,11229,07/07/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,16,11/21/2017,11/20/2017,1
BROOKLYN NAVY YARD DEVELOPMENT CORP.,141 FLUSHING AVE SUITE 80,,BROOKLYN,NY,11205,10/31/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,N,N,0,,,1
BROOKLYN NAVY YARD DEVELOPMENT CORPORATION,"141 FLUSHING AVENUE, SUITE 801",,BROOKLYN,NY,11205,05/23/2018,PAYING,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,N,N,125,03/25/2020,03/25/2020,1
BROOKLYN PROCESSING II INC,538 STEWART AVENUE,,BROOKLYN,NY,11222,08/14/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
BROOKLYN PUBLIC LIBRARY,GRAND ARMY PLAZA,,BROOKLYN,NY,11238,05/08/2001,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,211,03/16/2020,05/06/2020,3
BROOKLYN REBAR LLC,367 VANDERVOORT AVENUE,,BROOKLYN,NY,11211,08/05/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,03/02/2020,,1
BROOKLYN RESOURCE RECOVERY INC,5811 PRESTON COURT,,BROOKLYN,NY,11234,12/22/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,4,06/19/2015,03/12/2013,1
BROOKLYN ROASTING COMPANY,50 JOHN STREET,,BROOKLYN,NY,11201,01/18/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
BROOKLYN TRANS CORP,400 STANLEY AVENUE,,BROOKLYN,NY,11207,01/30/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,32,05/05/2020,01/20/2020,4
BROOKLYN UNION GAS,1 METROTECH CENTER 22ND FL,,BROOKLYN,NY,11201,09/29/1999,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,10/09/2004,09/26/2019,0
BROOKS HOUSE OF BAR-B-QUE,5560 STATE HWY 7,,ONEONTA,NY,13820,05/09/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,N,N,27,04/17/2020,04/17/2020,1
BROOKS RIGGING CORP.,621 CONLEY RD,,ELMA,NY,14059,01/21/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
