Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/07/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,757,0.93,71,0,15,86,
05/07/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,783,0.97,70,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,16,793,1.06,72,,10,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,35,702,0.93,81,17,,102,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,40,733,0.98,78,18,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,30,635,0.86,49,,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,15,471,0.64,31,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,,176,0.2,12,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,724,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,776,1.08,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,726,0.99,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,0.99,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,777,1.03,35,0,10,45,
05/07/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,728,0.95,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,751,1.04,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,737,1.01,43,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,20,722,0.99,47,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,21,675,0.95,45,11,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,20,554,0.77,26,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,13,398,0.57,22,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,0,182,0.23,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1952,0.68,106,0,12,118,
05/07/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1959,0.68,91,0,13,104,
05/07/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1928,0.67,117,0,14,131,
05/07/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1911,0.68,100,0,16,116,
05/07/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1956,0.7,97,0,14,111,
05/07/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1931,0.69,106,0,27,133,
05/07/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2048,0.74,120,0,24,144,
05/07/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2183,0.79,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,49,2550,0.94,187,26,20,230,
05/07/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,183,2815,1.05,260,77,10,376,
05/07/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,550,3195,1.19,427,226,,752,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,720,3209,1.22,421,266,,877,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,403,1696,0.66,213,150,,468,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,,772,0.28,49,,0,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,218,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,180,0.8,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,235,1.11,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,246,1.13,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,188,0.93,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,203,0.97,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,167,0.86,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,16,195,0.9,13,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,22,173,0.89,13,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,25,140,0.68,17,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,13,58,0.29,,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,,11,0.05,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1029,0.98,59,0,10,69,
05/07/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1094,1.07,60,0,17,77,
05/07/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,998,0.98,69,0,16,85,
05/07/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1032,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1038,1.1,57,0,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1126,1.14,63,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1095,1.12,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1062,1.07,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,1021,1.07,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,34,1030,1.06,81,17,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,50,1099,1.15,76,18,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,42,981,1.07,70,14,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,22,718,0.78,52,,0,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,0,294,0.31,14,0,0,14,
05/07/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/07/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,1.1,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,165,0.98,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/07/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,163,1.02,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,142,0.88,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,131,0.82,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,107,0.74,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,0,32,0.19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1580,1.04,125,0,12,137,
05/07/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1603,1.01,123,0,14,137,
05/07/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1439,0.93,114,0,14,128,
05/07/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1502,1,98,0,10,108,
05/07/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1482,1.01,108,0,15,123,
05/07/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1593,1.09,118,0,13,131,
05/07/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1567,1.06,104,0,12,116,
