Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,820436,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,11/21/2017,12/13/2017,02/18/2019,12/14/2018,Finaled,0,"Pre-construction meeting required prior to the start of any work.&nbsp; This permit is issued to add a second septic tank in series to accommodate a proposed building addition � existing trench capacity is suitable to serve the house with the proposed addition.&nbsp; Existing septic tank to be evaluated with baffles and manholes replaced as necessary.&nbsp; New 1000-gallon top seam septic tank to be installed in series after existing septic tank and connected to existing trenches with schedule 40 PVC or equivalent.&nbsp; Condition of existing trenches to be confirmed at pre-construction meeting. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.

&nbsp;",1905,,CARTER MILL,WAY,,BROOKEVILLE,MD,20833,39.17363,-77.043101,,POINT (-77.043101 39.17363)
SEWAGE DISPOSAL,778031,REPLACE,SINGLE FAMILY DWELLING,10/25/2016,04/12/2017,05/26/2017,,Finaled,0,"This permit is issued to replace the existing septic tank only � the original tank failed a recent real estate inspection. &nbsp;The existing drainfield has been confirmed in acceptable condition to remain. The new septic tank shall be connected to the existing drainfield with new schedule 40 PVC pipe.&nbsp; A new distribution box with observation port shall be installed after the B.A.T. tank and connected to the existing drainfield with new schedule 40 PVC pipe.&nbsp; The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This septic permit is issued to replace the existing septic tank ONLY � issuance of this permit does not constitute approval for any future building permit applications for the property.",12409,,NEEDLE,DR,,CLARKSBURG,MD,20871,39.245945,-77.258956,,POINT (-77.258956 39.245945)
SEWAGE DISPOSAL,874217,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,05/02/2019,05/08/2019,05/09/2019,,Finaled,0,This permit is only to replace the exising septic system.&nbsp; Observations ports to be installed at the ends of all trenches.,13121,,BRANDON WAY,RD,,GAITHERSBURG,MD,20878,39.123972,-77.272618,,POINT (-77.272618 39.123972)
SEWAGE DISPOSAL,637338,REMOVE AND REPLACE,,06/04/2013,06/07/2013,07/01/2013,,Finaled,0,This permit to place new septic tank and pump chamber to allow for a building addition. Total number of bedrooms must not exceed six (6). The exisitng tanks are to be pumped dry and removed. New tanks to meet all Montgomery County requirements for size (2000 gal) and access. Septic tank to be 2-compartment. The pump chamber is to be a 1000 gal. top-seam tank. Do not disturb the adjacent conservation easment. The dual pumps are to be transferred to the new pump chamber and cycled during the final inspection.,2606,,TRIADELPHIA LAKE,RD,,BROOKEVILLE,MD,20833,39.226858,-77.052086,,POINT (-77.052086 39.226858)
SEWAGE DISPOSAL,618702,CONSTRUCT,SINGLE FAMILY DWELLING,11/23/2012,11/30/2012,08/19/2013,,Finaled,0,No basement sewer by gravity flow.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications. &nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,20915,,BIG WOODS,RD,,DICKERSON,MD,20842,39.199774,-77.404994,,POINT (-77.404994 39.199774)
SEWAGE DISPOSAL,770624,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,09/01/2016,12/16/2016,09/22/2017,,Finaled,0,"This permit is for an innovative drip disposal system.&nbsp; The conditions of this use are subject to a recorded agreement in the land records.&nbsp; A pre-construction meeting is required.&nbsp; Construction during periods of wet soils is prohibited.&nbsp; Installation shall be completed by an installer certified by the manufacturer.&nbsp; The manufacturer shall provide a certification that the system has been installed in accordance with their specifications.&nbsp; The existing septic tank shall be pumped, collapsed and backfilled. A variance has been granted to allow installation of the septic system 50 feet from the existing well.

The system being permitted utilizes electrical devices that will need to be connected to the home�s electrical service.&nbsp; The electrical service panel should be examined by a licensed electrician before work begins.&nbsp; All connections must be made by a licensed electrician and inspected by a Montgomery County electrical inspector.",22405,,NICHOLSON FARM,RD,,DICKERSON,MD,20842,39.223633,-77.422826,,POINT (-77.422826 39.223633)
SEWAGE DISPOSAL,803752,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,06/21/2017,07/13/2017,07/13/2017,,Finaled,0,This permit is only to connect to all the existing trenches that were found to be dry with new solid pipe.&nbsp; The first trench was the only one found to be saturated and the black corrugated pipe in it was choked up and squashed.&nbsp;,12307,,GLEN,RD,,POTOMAC,MD,20854,39.067567,-77.251969,,POINT (-77.251969 39.067567)
SEWAGE DISPOSAL,885962,RESTORE AND / OR REPAIR,"ASSEMBLY, CHURCHES",08/12/2019,09/16/2019,11/27/2019,,Finaled,0,Pre-construction meeting shall be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing.&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; New 1000-gallon top seam septic tank to be installed in series after existing septic tank.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.***Existing house is currently being used as worship center.&nbsp; Declaration of Covenant to be recorded for current use of property.&nbsp; Use and Occupancy permit to be obtained from Department of Permitting Services.&nbsp; Property to be in compliance with all applicable DPS requirements within 60 days of septic permit issuance.***,3911,,DUSTIN,RD,,BURTONSVILLE,MD,20866,39.12426,-76.930427,,POINT (-76.930427 39.12426)
SEWAGE DISPOSAL,687761,CONSTRUCT,SINGLE FAMILY DWELLING,09/15/2014,09/30/2014,,10/01/2015,Issued,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

&nbsp;Plumbing elevation of house sewer line is critical and must be carefully established when constructing house

No basement plumbing facilities by gravity flow.

&nbsp;Trenches to be constructed on contour.

&nbsp;Septic trenches to be 100 feet&nbsp; from any well location

Utilties must be 10 feet minimum from septic reserve area.

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septi",5810,,DIMES,RD,,ROCKVILLE,MD,20855,39.108322,-77.119401,,POINT (-77.119401 39.108322)
SEWAGE DISPOSAL,804492,CONSTRUCT,SINGLE FAMILY DWELLING,06/27/2017,08/16/2017,10/24/2017,08/17/2018,Finaled,0,No basement plumbing facilities by gravity flow. Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.,20366,,PEACH TREE,RD,,DICKERSON,MD,20842,39.191286,-77.381208,,POINT (-77.381208 39.191286)
SEWAGE DISPOSAL,824609,CONSTRUCT,SINGLE FAMILY DWELLING,01/10/2018,02/15/2018,04/25/2018,02/16/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.,20362,,PEACH TREE,RD,,DICKERSON,MD,20842,39.191711,-77.38268,,POINT (-77.38268 39.191711)
SEWAGE DISPOSAL,675428,CONSTRUCT,SINGLE FAMILY DWELLING,06/05/2014,06/12/2014,07/24/2014,,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications. &nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",15915,,RIVER,RD,,GERMANTOWN,MD,20874,39.078699,-77.331198,,POINT (-77.331198 39.078699)
SEWAGE DISPOSAL,614467,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/11/2012,10/18/2012,10/31/2012,,Finaled,0,"This permit is to replace the septic tank only.&nbsp; A pre-construction meeing is required prior to the start of any work to confirm the location of the new septic tank.&nbsp; Prior to final approval of this permit, the condition of the existing drainfield must be confirmed.&nbsp; If the drainfield is found to be failing, then a new drainfield must be installed prior to consideration for any building permit(s) for the property.&nbsp; Septic tank access port to be installed as per well and septic standards and specifications.&nbsp; The existing septic tank must be pumped by a licensed scavenger, crushed, and backfilled.

Inspection and approval of this septic tank in no way implies automatic approval for future additions to the existing house.",18404,,GOSHEN,RD,,GAITHERSBURG,MD,20879,39.160985,-77.192564,,POINT (-77.192564 39.160985)
SEWAGE DISPOSAL,784911,CONSTRUCT,"RESIDENTIAL, SINGLE FAMILY DET",12/29/2016,01/12/2017,06/08/2017,01/13/2018,Finaled,0,"Existing septic tank and seepage pit to be abandoned. Split system-distribution box required. See site plan for trench details. Both starting points of initial absorption systems to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

&nbsp;",21405,,CLARKSBURG,RD,,BOYDS,MD,20841,39.207185,-77.300828,,POINT (-77.300828 39.207185)
