Registration Number,Name,Street Address,City,State,Zip,Registration Date,Registration Expiration Date,Registration Status,Location
00-SA-000052,Danco Electronic Service Specialists,929 Gist Avenue,Silver Spring,Maryland,20910,01/05/2018,01/05/2019,Expired,"929 Gist Avenue
Silver Spring, Maryland 20910
(38.989551, -77.025182)"
13-SA-000157,Antonic Appliance Repair,"5286 Cedar Lane, #192",Columbia,MD,21044,02/05/2013,02/05/2014,Expired,"5286 Cedar Lane, #192
Columbia, MD 21044
(39.229905, -76.889665)"
00-SA-000464,A + Inc.,12129 Darnestown Road,Gaithersburg,MD,20878,07/16/2001,07/16/2002,Expired,"12129 Darnestown Road
Gaithersburg, MD 20878
(39.117468, -77.25126)"
06-SA-000321,Intelligent Home Theater,1601 Northcrest Drive,Silver Spring,MD,20904,01/18/2010,01/18/2011,Expired,"1601 Northcrest Drive
Silver Spring, MD 20904
(39.076655, -76.979121)"
00-SA-000249,"H & M Appliances, Inc.",4909-B Niagara Road,College Park,MD,20740,08/06/2002,07/31/2003,Expired,"4909-B Niagara Road
College Park, MD 20740
(39.017447, -76.921819)"
,,1714 Terrapin Hills Dr,Mitchellville,Maryland,20721,,,,"1714 Terrapin Hills Dr
Mitchellville, Maryland 20721
(38.913899, -76.822202)"
08-SA-000342,"Mark M. Services, LLC",P.O. Box 274,Boyds,MD,20841,03/28/2018,03/28/2019,Expired,"P.O. Box 274
Boyds, MD 20841"
09-SA-000345,Xu's Home Appliance,10644 Chisholm Landing Terrace,North Potomac,MD,20878,01/21/2010,01/21/2011,Expired,"10644 Chisholm Landing Terrace
North Potomac, MD 20878
(39.098886, -77.220069)"
16-SA-000179,"Sears, Roebuck and Co.","3333 Beverly Road, A4250B",Hoffman Estates,IL,60179,09/19/2016,09/19/2017,Expired,"3333 Beverly Road, A4250B
Hoffman Estates, IL 60179
(42.07778, -88.223535)"
07-SA-000329,Q Technology,610 Whispering Wind Court,Gaithersburg,MD,20877,04/19/2018,04/19/2019,Expired,"610 Whispering Wind Court
Gaithersburg, MD 20877
(39.144823, -77.184764)"
07-SA-000331,JK Appliance Repair,24 Capricorn Court,Rockville,MD,20855,03/13/2007,03/13/2008,Expired,"24 Capricorn Court
Rockville, MD 20855
(39.139363, -77.163421)"
00-SA-000084,"A & G Refrigeration Service, Inc.",6305 Summerday Court,Burke,VA,22015,06/16/2005,06/16/2006,Expired,"6305 Summerday Court
Burke, VA 22015
(38.778523, -77.28667)"
00-SA-000448,"A-1 TV Sales & Service, LLC","2141 Industrial Pkwy, Suite 102",Silver Spring,MD,20904,04/14/2017,04/14/2018,Expired,"2141 Industrial Pkwy, Suite 102
Silver Spring, MD 20904
(39.053691, -76.968745)"
04-SA-000291,Radio Technology,19851 Chesley Knoll Drive,Gaithersburg,MD,20879,05/15/2017,05/15/2018,Expired,"19851 Chesley Knoll Drive
Gaithersburg, MD 20879
(39.181311, -77.183992)"
00-SA-000220,Vacuum Man,5308 Sunnyside Avenue,Beltsville,MD,20705,10/07/2014,10/07/2015,Expired,"5308 Sunnyside Avenue
Beltsville, MD 20705
(39.023951, -76.913711)"
00-SA-000255,Cabcom Services,P. O. Box 335,Poolesville,MD,20837,03/02/1990,03/02/1991,Expired,"P. O. Box 335
Poolesville, MD 20837"
05-SA-000301,"Myer-Emco, Inc.",209 Edison Park Drive,Gaithersburg,MD,20878,04/27/2009,04/27/2010,Expired,"209 Edison Park Drive
Gaithersburg, MD 20878
(39.112695, -77.234442)"
00-SA-000024,Alltech Appliances,19005 Canadian Court,Gaithersburg,MD,20879,08/19/1999,08/19/2000,Expired,"19005 Canadian Court
Gaithersburg, MD 20879
(39.168128, -77.217148)"
07-SA-000334,"Genial Electric, LLC",3808 Lansdale Court,Burtonsville,MD,20866,10/17/2009,10/17/2010,Expired,"3808 Lansdale Court
Burtonsville, MD 20866
(39.084287, -76.93197)"
00-SA-000384,E. S. Enright Co.,3633 Singleton Terrace,Frederick,MD,21704,08/16/2002,08/16/2003,Expired,"3633 Singleton Terrace
Frederick, MD 21704
(39.331862, -77.341757)"
00-SA-000407,American Computer Services,356 Hungerford Drive,Rockville,MD,20850,02/06/2002,02/06/2003,Expired,"356 Hungerford Drive
Rockville, MD 20850
(39.087294, -77.150062)"
00-SA-000399,A.G. Electronics,3712 Monitor Place,Olney,MD,20832,07/21/2017,07/21/2018,Expired,"3712 Monitor Place
Olney, MD 20832
(39.143663, -77.073865)"
00-SA-000414,Amtech Security,9244 East Hampton Dr. Suite 601,Silver Spring,MD,20904,09/05/1997,09/05/1998,Expired,"9244 East Hampton Dr. Suite 601
Silver Spring, MD 20904"
00-SA-000080,"Presidential Heating & Air Conditioning, Inc.",8000 Cessna Avenue,Gaithersburg,MD,20879,02/07/2017,02/07/2018,Expired,"8000 Cessna Avenue
Gaithersburg, MD 20879
(39.172617, -77.16403)"
00-SA-000044,"Simtech, Inc.",489 South Stonestreet Avenue,Rockville,MD,20850,08/11/2005,08/11/2006,Expired,"489 South Stonestreet Avenue
Rockville, MD 20850
(39.082898, -77.143596)"
00-SA-000258,"Consumer & Broadcast Electronics, Inc.",15498 Old Columbia Pike Road,Burtonsville,MD,20866,06/21/2003,06/21/2004,Expired,"15498 Old Columbia Pike Road
Burtonsville, MD 20866
(39.109686, -76.934886)"
00-SA-000186,"Brother Sewing Machine of Washington, Inc.",10153 New Hampshire Ave,Silver Spring,MD,20903,12/04/2017,12/04/2018,Expired,"10153 New Hampshire Ave
Silver Spring, MD 20903
(39.021465, -76.976931)"
00-SA-000257,Oreck Floor Care Ctrs. of Metro. Wash.,110 Market Street,Gaithersburg,MD,20878,04/03/2004,04/03/2005,Expired,"110 Market Street
Gaithersburg, MD 20878
(39.12283, -77.234918)"
10-SA-000356,"Health Home Solutions of N. Virginia, Inc.",1067 Rockville Pike,Rockville,MD,20852,05/27/2010,05/27/2011,Expired,"1067 Rockville Pike
Rockville, MD 20852
(39.070871, -77.132082)"
1271,Superior Installations,9909 Sutherland Road,Silver Spring,MD,20901,04/19/2018,04/19/2019,Expired,"9909 Sutherland Road
Silver Spring, MD 20901
(39.017819, -77.016482)"
00-SA-000128,"Golden Electric, Inc.",100 S. Adams Street,Rockville,MD,20850,07/25/2017,07/25/2018,Expired,"100 S. Adams Street
Rockville, MD 20850
(39.082952, -77.154771)"
12-SA-000149,"Via, Inc.",2124 Baldwin Avenue,Crofton,MD,21114,06/15/2017,06/15/2018,Expired,"2124 Baldwin Avenue
Crofton, MD 21114
(38.990958, -76.695257)"
16-SA-000171,"American International Export, Inc.",8309 Sherwick Ct.,Jessup,MD,20794,05/17/2017,05/17/2018,Expired,"8309 Sherwick Ct.
Jessup, MD 20794
(39.149231, -76.796326)"
00-SA-000242,"Atlantic Times MD Lab Aaban,O'Daly",Box #130,Harwood,MD,20776,04/02/1996,04/02/1997,Expired,"Box #130
Harwood, MD 20776"
01-SA-000264,THP Capstar Acquisition Corp.,"801 N.E. Street, 2A",Frederick,MD,21701,07/24/2005,06/16/2006,Expired,"801 N.E. Street, 2A
Frederick, MD 21701
(39.314985, -77.614786)"
00-SA-000390,"High Technology Electronic Serv., Inc.",7700 Old Georgetown Road,Bethesda,MD,20814,08/03/1994,08/03/1995,Expired,"7700 Old Georgetown Road
Bethesda, MD 20814
(38.986805, -77.097633)"
00-SA-000438,Tri - L - Tronics,3801 Brooke Meadow Lane,Olney,MD,20832,02/12/2006,02/12/2007,Expired,"3801 Brooke Meadow Lane
Olney, MD 20832
(39.163951, -77.075546)"
00-SA-000060,"Conditioned Air, Inc.",416 North Stonestreet Avenue,Rockville,MD,20850,12/10/1995,12/10/1996,Expired,"416 North Stonestreet Avenue
Rockville, MD 20850
(39.089757, -77.148798)"
17-SA-001014,Acker & Sons,10516 Summit Ave,Kensington,MD,20895,11/20/2017,11/20/2018,Expired,"10516 Summit Ave
Kensington, MD 20895
(39.029026, -77.078639)"
00-SA-000457,J.C. Electronics,1101 Knoll Mist Lane,Gaithersburg,MD,20879,12/17/2001,07/11/2002,Expired,"1101 Knoll Mist Lane
Gaithersburg, MD 20879
(39.162313, -77.215228)"
00-SA-000394,"Universal Electronics, Inc.",10600 McArthur Blvd.,Potomac,MD,20854,02/22/2017,02/22/2018,Expired,"10600 McArthur Blvd.
Potomac, MD 20854
(38.980398, -77.221345)"
00-SA-000192,"Rockville TV, Co., Inc.",8625-A Zetts Avenue,Gaithersburg,MD,20877,03/27/2010,03/27/2011,Expired,"8625-A Zetts Avenue
Gaithersburg, MD 20877
(39.121127, -77.178304)"
18-SA-002060,"Best Buy Stores,  #293",1200 Rockville Pike,Rockville,MD,20852,03/29/2018,03/29/2019,Expired,"1200 Rockville Pike
Rockville, MD 20852
(39.070452, -77.131502)"
00-SA-000029,T & T Video & Electrical Repairs,971 Thayer Avenue,Silver Spring,MD,20910,05/21/1990,05/21/1991,Expired,"971 Thayer Avenue
Silver Spring, MD 20910
(38.992983, -77.026059)"
09-SA-000349,"Stellar Installation Service, LLC",13012 Thunderhead Drive,Germantown,MD,20874,06/29/2009,06/29/2010,Expired,"13012 Thunderhead Drive
Germantown, MD 20874
(39.188169, -77.269969)"
00-SA-000132,Laurel TV,502 Main Street,Laurel,MD,20707,05/15/2000,04/12/2001,Expired,"502 Main Street
Laurel, MD 20707
(39.107035, -76.850402)"
00-SA-000442,"Superior Electronic, Inc.",10 Joshua Tree Court,North Potomac,MD,20778,04/22/2002,03/11/2003,Expired,"10 Joshua Tree Court
North Potomac, MD 20778
(39.101666, -77.232722)"
00-SA-000404,Lawsons Fix-it-Rite Electronics,19630 Twinflower Circle,Germantown,MD,20876,11/21/1995,11/21/1996,Expired,"19630 Twinflower Circle
Germantown, MD 20876
(39.177043, -77.242881)"
16-SA-000177,"A & E Factory Service, LLC","3333 Beverly Road, A4250B",Hoffman Estates,IL,60179,10/18/2017,10/18/2018,Expired,"3333 Beverly Road, A4250B
Hoffman Estates, IL 60179
(42.07778, -88.223535)"
00-SA-000429,"OEM Audio & Video, Inc.",10526 Connecticut Avenue,Kensington,MD,20895,08/20/2008,08/20/2009,Expired,"10526 Connecticut Avenue
Kensington, MD 20895
(39.028135, -77.076475)"
02-SA-000269,America's Mobile Communications,1919 Bronzegate Blvd.,Silver Spring,MD,20904,05/29/2002,05/29/2003,Expired,"1919 Bronzegate Blvd.
Silver Spring, MD 20904
(39.05351, -76.972551)"
00-SA-000135,National T.V. & Stereo Service,930 Philadelphia Avenue,Silver Spring,MD,20910,08/21/2000,10/31/2000,Expired,"930 Philadelphia Avenue
Silver Spring, MD 20910
(38.989313, -77.025547)"
00-SA-000353,"The Donohoe Companies, Inc.","2101 Wisconsin Avenue, N.W.",Washington,DC,20007,08/13/2005,08/13/2006,Expired,"2101 Wisconsin Avenue, N.W.
Washington, DC 20007
(38.917326, -77.069049)"
10-SA-000355,Eddy Heating and Air Conditioning,16929 Glen Oak Run,Rockville,MD,20855,05/26/2014,05/26/2015,Expired,"16929 Glen Oak Run
Rockville, MD 20855
(39.13393, -77.137424)"
00-SA-000243,Haskell's Heating & Air Conditioning,8862 Signal Drive,Williamsport,MD,21795,11/14/2009,11/14/2010,Expired,"8862 Signal Drive
Williamsport, MD 21795
(39.557565, -77.800993)"
00-SA-000092,"E. S. Htg., Refrig., & Air Cond.",610 Kenbrook Drive,Silver Spring,MD,20902,07/12/1996,07/12/1997,Expired,"610 Kenbrook Drive
Silver Spring, MD 20902
(39.039741, -77.01985)"
00-SA-000385,"Murrell's Television, Inc.","2140 Wisconsin Avenue, N.W.",Washington,DC,20007,08/16/1999,08/16/2000,Expired,"2140 Wisconsin Avenue, N.W.
Washington, DC 20007
(38.918814, -77.070315)"
00-SA-000381,"Bishop Equipment Co., Inc.",2825 Dorr Avenue,Fairfax,VA,22031,11/26/2016,11/26/2017,Expired,"2825 Dorr Avenue
Fairfax, VA 22031
(38.875715, -77.233988)"
00-SA-000239,Hyssong Appliance Center,"93 MONOCACY BLVD., A8",FREDERICK,Maryland,21701,02/20/2018,02/20/2019,Expired,"93 MONOCACY BLVD., A8
FREDERICK, Maryland 21701
(39.404993, -77.392388)"
00-SA-000113,"Acker & Sons, Inc.",10516 Summit Avenue,Kensington,MD,20895,08/06/2013,08/06/2014,Expired,"10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
09-SA-000348,"Tidewater Refrigeration, LLC",5201 Grenock Drive,Lothian,MD,20711,03/09/2009,03/09/2010,Expired,"5201 Grenock Drive
Lothian, MD 20711
(38.825742, -76.652606)"
00-SA-000406,"All Variety Service, Inc..",2800 Dorr Ave,Fairfax,VA,22031,01/18/2017,01/18/2018,Expired,"2800 Dorr Ave
Fairfax, VA 22031
(38.877816, -77.233671)"
00-SA-000003,"Human Circuit, Inc.",9346 Gaither Road,Gaithersburg,MD,20877,11/04/2016,11/04/2017,Expired,"9346 Gaither Road
Gaithersburg, MD 20877
(39.117901, -77.192875)"
00-SA-000088,Ace Services,7921 Parston Drive,Forestville,MD,20747,03/29/2004,02/14/2005,Expired,"7921 Parston Drive
Forestville, MD 20747
(38.846082, -76.869509)"
05-SA-000308,Star Appliance Repair,462 West Deer Park Road,Gaithersburg,MD,20877,06/02/2017,06/02/2018,Expired,"462 West Deer Park Road
Gaithersburg, MD 20877
(39.128914, -77.200766)"
12-SA-000151,Quick Service,P.O. Box 1281,Beltsville,MD,20704,08/20/2015,08/20/2016,Expired,"P.O. Box 1281
Beltsville, MD 20704"
00-SA-000023,"Charles A. Klein & Sons, Inc.",5220 Klees Mill Road,Sykesville,MD,21784,12/18/2017,12/18/2018,Expired,"5220 Klees Mill Road
Sykesville, MD 21784
(39.43181, -76.99225)"
00-SA-000038,Mike's*,9700 Culver Street,Kensngton,MD,20895,12/21/1991,12/21/1992,Expired,"9700 Culver Street
Kensngton, MD 20895
(39.012589, -77.087866)"
00-SA-000391,Tech VCR Repair,1015 Hollywood Avenue,Silver Spring,MD,20904,10/05/1997,10/05/1998,Expired,"1015 Hollywood Avenue
Silver Spring, MD 20904
(39.063954, -76.990782)"
00-SA-000195,H &  H Electronics,21 South Summit AVE.,Gaithersburg,MD,20884-0502,06/01/2016,06/01/2017,Expired,"21 South Summit AVE.
Gaithersburg, MD 20884-0502
(39.140767, -77.193667)"
00-SA-000240,"Apel's Air Central, Inc.",2821 Rolling Fork Way,Glenwood,MD,21738,07/06/2017,07/06/2018,Expired,"2821 Rolling Fork Way
Glenwood, MD 21738
(39.303728, -77.016567)"
00-SA-000431,Koger Home Services,4202 Dahill Road,Silver Spring,MD,20906,10/21/1996,10/21/1997,Expired,"4202 Dahill Road
Silver Spring, MD 20906
(39.047914, -77.083427)"
00-SA-000014,"Dynatemp, Inc.",15220 Dino Drive,Burtonsville,MD,20866,10/22/1991,10/22/1992,Expired,"15220 Dino Drive
Burtonsville, MD 20866
(39.108682, -76.92406)"
00-SA-000455,"Aerus, LLC",1067 Rockville Pike,Rockville,MD,20852,12/02/2003,11/16/2004,Expired,"1067 Rockville Pike
Rockville, MD 20852
(39.070871, -77.132082)"
00-SA-000100,Village Vacuums & Oriental Carpets,13623C Georgia Avenue,Silver Spring,MD,20906,08/28/1996,08/28/1997,Expired,"13623C Georgia Avenue
Silver Spring, MD 20906
(39.079042, -77.07271)"
00-SA-000222,Callas Appliance Service,17618 Taylors Landing Road,Sharpsburg,MD,21782,08/13/2011,08/12/2012,Expired,"17618 Taylors Landing Road
Sharpsburg, MD 21782
(39.503984, -77.754938)"
00-SA-000046,Anytime Appliance Service,3141 UNIVERSITY BLVD W APT 4,KENSINGTON,Maryland,20895-1815,08/14/2016,08/14/2017,Expired,"3141 UNIVERSITY BLVD W APT 4
KENSINGTON, Maryland 20895-1815
(39.035819, -77.06469)"
15-SA-000169,"MC Appliance Repair, Inc.",6132 Perry Street,Hyattsville,MD,20785,08/02/2016,08/02/2017,Expired,"6132 Perry Street
Hyattsville, MD 20785
(38.935818, -76.911557)"
12-SA-000144,"Asurion Delivery and Installation Services, Inc.",22894 Pacific Blvd.,Sterling,VA,20166,02/06/2018,02/06/2019,Expired,"22894 Pacific Blvd.
Sterling, VA 20166
(38.981609, -77.435017)"
00-SA-000046,Anytime Appliance Service,3141 UNIVERSITY BLVD.,KENSINGTON,MARYLAND,20895,08/14/2016,08/14/2017,Expired,"3141 UNIVERSITY BLVD.
KENSINGTON, MARYLAND 20895
(39.035819, -77.06469)"
00-SA-000432,M-Cal (Micro-Computer),2257 Bel Pre Road,Silver Spring,MD,20906,11/13/1996,11/13/1997,Expired,"2257 Bel Pre Road
Silver Spring, MD 20906
(39.09049, -77.048474)"
00-SA-000105,J & K Air Conditioning & Heating,"18775 N. Frederick Avenue, Ste N",Clarksburg,MD,20871,03/20/2013,03/20/2014,Expired,"18775 N. Frederick Avenue, Ste N
Clarksburg, MD 20871"
00-SA-000003,"Human Circuit, Inc.",9346 Gaither Road,Gaithersburg,Maryland,20877,11/04/2016,11/04/2017,Expired,"9346 Gaither Road
Gaithersburg, Maryland 20877
(39.117901, -77.192875)"
15-SA-000170,"At Your Service Repairs, Inc.",502 McCormick Dr.,Glen Burnie,MD,21061,11/15/2017,11/15/2018,Expired,"502 McCormick Dr.
Glen Burnie, MD 21061
(39.160176, -76.67471)"
00-SA-000028,"Jerry Peake Co., Inc.",8870 Monard Drive,Silver Spring,MD,20910,08/06/1998,08/06/1999,Expired,"8870 Monard Drive
Silver Spring, MD 20910
(39.001117, -77.058597)"
00-SA-000411,A + Inc.,8375 Snouffer School Road,Gaithersburg,MD,20879,05/09/1999,05/09/2000,Expired,"8375 Snouffer School Road
Gaithersburg, MD 20879
(39.166752, -77.171596)"
00-SA-000375,"Richard M. Tunis, Inc.",7032 Wisconsin Avenue,Chevy Chase,MD,20815,08/21/2000,07/16/2001,Expired,"7032 Wisconsin Avenue
Chevy Chase, MD 20815
(38.979935, -77.092166)"
00-SA-000099,Montgomery Service Co.,"13813 Connecticut Avenue,  #900",Silver Spring,MD,20906,06/06/1999,06/06/2000,Expired,"13813 Connecticut Avenue, #900
Silver Spring, MD 20906
(39.080636, -77.080248)"
18-SA-002061,"Best Buy Stores, LP #288",15750 Shady Grove Rd,Gaithersburg,MD,20877,04/02/2018,04/02/2019,Expired,"15750 Shady Grove Rd
Gaithersburg, MD 20877
(39.115192, -77.185397)"
00-SA-000386,"Bishop Equipment Co., Inc.",2825 Dorr Avenue,Fairfax,VA,22031,11/26/1998,11/26/1999,Expired,"2825 Dorr Avenue
Fairfax, VA 22031
(38.875715, -77.233988)"
00-SA-000187,"Brother Sewing Machine of Wash., Inc.",4826 St. Elmo Avenue,Bethesda,Maryland,20814,08/17/2016,08/17/2017,Expired,"4826 St. Elmo Avenue
Bethesda, Maryland 20814
(38.989175, -77.09711)"
00-SA-000239,Hyssong Appliance Center,93 Monocacy Blvd,Frederick,MD,21701,02/20/2018,02/20/2019,Expired,"93 Monocacy Blvd
Frederick, MD 21701
(39.404993, -77.392388)"
10-SA-000352,"Mid-Atlantic Managed Services, Inc.",3709 Plyers Mill Road,Kensington,MD,20895,03/08/2010,03/08/2011,Expired,"3709 Plyers Mill Road
Kensington, MD 20895
(39.029687, -77.074446)"
00-SA-000090,Davric Video Service,10516 Connecticut Avenue,Kensington,MD,20895,05/12/2001,05/12/2002,Expired,"10516 Connecticut Avenue
Kensington, MD 20895
(39.028699, -77.076296)"
00-SA-000379,Tate's Appliance Service,1016 Gadsden Avenue,Silver Spring,MD,20905,11/20/1996,11/20/1997,Expired,"1016 Gadsden Avenue
Silver Spring, MD 20905
(39.140222, -76.99174)"
00-SA-000245,"McLaughlin Radio, Inc.",9508 Watts Branch Drive,Rockville,MD,20850,09/18/2007,09/18/2008,Expired,"9508 Watts Branch Drive
Rockville, MD 20850
(39.065411, -77.196695)"
00-SA-000389,Ruths Entertainment Communications,10152 Clearspring Road,Damascus,MD,20872,05/09/2018,05/09/2019,Expired,"10152 Clearspring Road
Damascus, MD 20872
(39.27096, -77.21142)"
00-SA-000040,"Advanced TV & Video Service, Inc.",19332  Montgomery Village Avenue,Gaithersburg,MD,20886,02/08/2017,02/08/2018,Expired,"19332 Montgomery Village Avenue
Gaithersburg, MD 20886
(39.173342, -77.203729)"
00-SA-000467,R & D Services,14425 Gunstock Court,Silver Spring,MD,20906,10/22/1998,10/22/1999,Expired,"14425 Gunstock Court
Silver Spring, MD 20906
(39.09247, -77.048752)"
12-SA-000148,"Jaks Services, Inc.",9113 Glenville Road,Silver Spring,MD,20901,06/28/2017,06/28/2018,Expired,"9113 Glenville Road
Silver Spring, MD 20901
(39.004162, -76.99769)"
00-SA-000046,Anytime Appliance Service,3141-4 University Blvd. West,Kensington,MD,20895,12/12/2017,12/12/2018,Expired,"3141-4 University Blvd. West
Kensington, MD 20895
(39.035623, -77.065604)"
00-SA-000061,Kingman Appliance Service Center,12129 Suffolk Terrace,Gaithersburg,MD,20878,09/21/2013,09/21/2014,Expired,"12129 Suffolk Terrace
Gaithersburg, MD 20878
(39.132475, -77.251848)"
00-SA-000427,"Arrow Refrigeration & Appliance, Inc.",5108 Baltimore Avenue,Hyattsville,MD,20781,11/04/2005,11/04/2006,Expired,"5108 Baltimore Avenue
Hyattsville, MD 20781
(38.951817, -76.940661)"
00-SA-000406,"All Variety Service, Inc..","231 Mill Street, NE",Vienna,VA,22180,01/18/2017,01/18/2018,Expired,"231 Mill Street, NE
Vienna, VA 22180
(38.904473, -77.265799)"
00-SA-000237,"Eaton Services, Inc.",6757 Mid Cities Avenue,Beltsville,MD,20705,08/13/2005,07/12/2006,Expired,"6757 Mid Cities Avenue
Beltsville, MD 20705
(39.053744, -76.88925)"
00-SA-000447,"Circuit City Stores, Inc.",111100 Viers Mill Road,Wheaton,MD,20902,05/19/1999,05/19/2000,Expired,"111100 Viers Mill Road
Wheaton, MD 20902"
00-SA-000393,Harold Stanley Block,6412 Ruffin Road,Chevy Chase,MD,20815,11/13/2004,11/13/2005,Expired,"6412 Ruffin Road
Chevy Chase, MD 20815
(38.974792, -77.093243)"
17-SA-000485,Temo's Home Services,15 Orion Club Dr.,Ashton,MD,20861,08/08/2017,08/08/2018,Expired,"15 Orion Club Dr.
Ashton, MD 20861
(39.150548, -77.013314)"
00-SA-000392,"Sentry Installation, Inc.",15940 Derwood Road,Rockville,MD,20855,11/17/2002,10/21/2003,Expired,"15940 Derwood Road
Rockville, MD 20855
(39.116526, -77.160547)"
15-SA-000167,"Meza Service, LLC",14521 Dunsinane Terrace,Silver Spring,MD,20906,07/01/2015,07/01/2016,Expired,"14521 Dunsinane Terrace
Silver Spring, MD 20906
(39.094909, -77.073981)"
00-SA-000425,Rawlings Security & Electric,18702 Ginger Court,Germantown,MD,20874,06/06/2003,06/06/2004,Expired,"18702 Ginger Court
Germantown, MD 20874
(39.162684, -77.265385)"
03-SA-000286,"American Great Improvement, LLC",14801 Birch Springs Court,Silver Spring,MD,20905,10/09/2008,10/09/2009,Expired,"14801 Birch Springs Court
Silver Spring, MD 20905
(39.098355, -76.975938)"
17-SA-001015,FAMILY FIRST APPLIANCE REPAIR LLC,50 LOG CANOE CIRCLE,STEVENSVILLE,MD,21666,11/24/2017,11/24/2018,Expired,"50 LOG CANOE CIRCLE
STEVENSVILLE, MD 21666
(38.985558, -76.318671)"
03-SA-000065,"Atlas Service Center, Inc.",7715 Tuckerman Lane,Potomac,MD,20854,03/19/2015,03/19/2016,Expired,"7715 Tuckerman Lane
Potomac, MD 20854
(39.039329, -77.156313)"
00-SA-000031,APS Climate Service,12217 Cedar Hill Drive,Silver Spring,MD,20904,08/06/1999,08/06/2000,Expired,"12217 Cedar Hill Drive
Silver Spring, MD 20904
(39.054886, -76.975359)"
00-SA-000229,"Mark's Communications Support, Inc.",10504 South Dunmoor Drive,Silver Spring,MD,20901,10/04/2015,10/04/2016,Expired,"10504 South Dunmoor Drive
Silver Spring, MD 20901
(39.025483, -77.007783)"
00-SA-000219,Tiller Appliances,12226 Centerhill Street,Silver Spring,MD,20902,01/27/1987,01/27/1998,Expired,"12226 Centerhill Street
Silver Spring, MD 20902
(39.055962, -77.069301)"
05-SA-000303,Superior Vacuums,2212 Hermitage Avenue,Wheaton,MD,20902,05/10/2008,05/10/2009,Expired,"2212 Hermitage Avenue
Wheaton, MD 20902
(39.048376, -77.047927)"
99-SA-000479,"Solid State Systems, LLC",9 Meem Avenue,Gaithersburg,MD,20877,12/14/2015,12/14/2016,Expired,"9 Meem Avenue
Gaithersburg, MD 20877
(39.141234, -77.202901)"
00-SA-000018,"Bettar, Inc.",10503 Wheatley St.,Kensington,MD,20895,11/07/2016,11/07/2017,Expired,"10503 Wheatley St.
Kensington, MD 20895
(39.027384, -77.070982)"
10-SA-000354,"Best Buy Stores, #1129",10901 Georgia Avenue,Wheaton,MD,20902,03/28/2018,03/28/2019,Expired,"10901 Georgia Avenue
Wheaton, MD 20902
(39.033894, -77.048925)"
00-SA-000403,Jr's Washer & Dryer Service,P.O. Box 5432,Takoma Park,MD,20913,11/15/2000,10/10/2001,Expired,"P.O. Box 5432
Takoma Park, MD 20913"
,,1102 Travis Lane,Gaithersburg,MD,20879,,,,"1102 Travis Lane
Gaithersburg, MD 20879
(39.162996, -77.21657)"
00-SA-000466,Kim's TV/VCR Repair Service,4402 Randolph Road,Wheaton,MD,20906,10/13/1998,09/16/1999,Expired,"4402 Randolph Road
Wheaton, MD 20906
(39.055167, -77.083926)"
00-SA-000380,"B & F Radio, Inc.",15871 Redland Road,Rockville,MD,20855,11/08/2004,06/30/2005,Expired,"15871 Redland Road
Rockville, MD 20855
(39.117069, -77.164788)"
13-SA-000156,International Wireless,8201 Fenton Street,Silver Spring,MD,20910,01/18/2013,01/18/2014,Expired,"8201 Fenton Street
Silver Spring, MD 20910
(38.992016, -77.024042)"
13-SA-000160,"Associated Appliance Service, Inc",3001 Taylor Ave,Baltimore,Maryland,21234,05/26/2017,05/26/2018,Expired,"3001 Taylor Ave
Baltimore, Maryland 21234
(39.373557, -76.542448)"
00-SA-000473,O & R Home Services,"416-H Stonestreet Avenue, Suite #",Rockville,MD,20850,07/09/2008,07/09/2009,Expired,"416-H Stonestreet Avenue, Suite #
Rockville, MD 20850
(39.089757, -77.148798)"
00-SA-000050,Suburban Electrical Appliance Co.,"4128 Howard Avenue,  (Rear)",Kensington,MD,20895,10/01/1997,10/01/1998,Expired,"4128 Howard Avenue, (Rear)
Kensington, MD 20895
(39.030487, -77.081652)"
00-SA-000253,"Commodore Productions, Inc.",10632 Little Patuxent Pkwy #326,Columbia,MD,21044,08/13/1996,08/13/1997,Expired,"10632 Little Patuxent Pkwy #326
Columbia, MD 21044
(39.214081, -76.871494)"
00-SA-000054,"Ajax Appliance Repair, LLC",911 Malta Lane,Silver Spring,MD,20901,01/04/2004,12/20/2004,Expired,"911 Malta Lane
Silver Spring, MD 20901
(39.037816, -77.01662)"
00-SA-000020,Appliance Master,21920 New Hampshire Ave.,Brookeville,MD,20833,12/04/2017,12/04/2018,Expired,"21920 New Hampshire Ave.
Brookeville, MD 20833
(39.216149, -77.052287)"
00-SA-000017,"B & B Air Conditioning & Heating Service Co., Inc.",12324 Wilkins Avenue,Rockville,MD,20852,11/21/2005,11/21/2006,Expired,"12324 Wilkins Avenue
Rockville, MD 20852
(39.0586, -77.112824)"
00-SA-000109,"Miketronics, Inc.",8735-G Bollman Place,Savage,MD,20763,10/27/2002,10/27/2003,Expired,"8735-G Bollman Place
Savage, MD 20763
(39.131576, -76.803685)"
00-SA-000227,Compute-Air Heating & Air Conditioning,10825 Santa Anita Terrace.,Damascus,MD,20872,08/19/1998,08/19/1999,Expired,"10825 Santa Anita Terrace.
Damascus, MD 20872
(39.252578, -77.224791)"
