Location_No,Report_Date,Indicator_Name,Indicator_Value
67,04/01/2018,Same Day SNAP Issuance (weekly Avg),0.9505
64,06/01/2018,Cash Assistance Application Timeliness,0.9828
18,07/01/2018,Fair Hearing Affirmation Rate,0.467
70,08/01/2018,Fair Hearing Request Rate,0.0303
63,05/01/2018,Reported Placements,121
53,07/01/2018,Missing or Outdated Employment Plan,0.9823
67,09/01/2018,% SI over 45 Days,0.1778
47,02/01/2018,Fair Hearing Withdrawal Rate,0.056
47,02/01/2018,Eligible & Referred to Appropriate Activities,0.9091
47,06/01/2018,Spot Violation,0
66,09/01/2018,Reported Placements,169
13,09/01/2018,SNAP Application Timeliness,0.9874
63,03/01/2018,% SI over 45 Days,0
45,04/01/2018,SNAP Application Timeliness,0.9856
66,03/01/2018,Missing or Outdated Employment Plan,0.9582
35,05/01/2018,% SI over 45 Days,0
47,06/01/2018,Training Attendance Rate,1
13,09/01/2018,Missing or Outdated Employment Plan,0.9815
18,02/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
18,08/01/2018,SSN Validation,1
35,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9708
45,08/01/2018,Cases Budgeted Timely (35 days),0.8226
70,08/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0961
40,03/01/2018,Fair Hearing Withdrawal Rate,0.088
44,08/01/2018,Spot Violation,1
13,08/01/2018,Missing or Outdated Employment Plan,0.9858
54,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9922
63,07/01/2018,Overdue Face To Face Recertifications,0
18,04/01/2018,SNAP Separate Determination Rate,1
64,08/01/2018,SNAP Separate Determination Rate,0.9959
18,02/01/2018,% Placements w/FIA3As (Employment Form),0.9701
64,06/01/2018,SNAP Application Timeliness,0.9961
99,05/01/2018,SNAP Application Timeliness,0.9763
63,06/01/2018,Training Attendance Rate,0.9661
45,02/01/2018,Overdue Face To Face Recertifications,0
53,05/01/2018,Overdue Face To Face Recertifications,5
38,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.9886
99,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9939
70,05/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0878
44,07/01/2018,Rate of Child Care in Child Care System,0.871
45,09/01/2018,Training Attendance Rate,1
35,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.1706
35,06/01/2018,Spot Violation,0
44,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
13,06/01/2018,Spot Violation,1
23,02/01/2018,Overdue Face To Face Recertifications,5
47,06/01/2018,Eligible & Referred to Appropriate Activities,1
38,09/01/2018,Cash Assistance Application Timeliness,0.9356
18,04/01/2018,Overdue Face To Face Recertifications,0
79,05/01/2018,% Placements w/FIA3As (Employment Form),0.9796
46,04/01/2018,Cash Assistance Application Timeliness,0.9941
63,03/01/2018,Fair Hearing Request Rate,0.0426
99,05/01/2018,Fair Hearing Affirmation Rate,0.375
23,03/01/2018,Eligible & Referred to Appropriate Activities,0.9567
54,06/01/2018,Overdue Face To Face Recertifications,0
40,06/01/2018,Fair Hearing Withdrawal Rate,0.065
13,09/01/2018,Fair Hearing Request Rate,0.0307
66,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
13,07/01/2018,Overdue Face To Face Recertifications,1
64,07/01/2018,Eligible & Referred to Appropriate Activities,0.9579
13,05/01/2018,Same Day SNAP Issuance (weekly Avg),0.9956
99,05/01/2018,Overdue Face To Face Recertifications,12
99,04/01/2018,% Placements w/FIA3As (Employment Form),0.8704
47,02/01/2018,Fair Hearing Affirmation Rate,0
44,07/01/2018,Fair Hearing Request Rate,0.0594
64,07/01/2018,Spot Violation,0
66,03/01/2018,Fair Hearing Affirmation Rate,0.528
99,08/01/2018,% Placements w/FIA3As (Employment Form),0.9697
54,02/01/2018,SNAP Separate Determination Rate,0.9947
47,05/01/2018,Spot Violation,0
45,03/01/2018,Cash Assistance Application Timeliness,0.9262
18,06/01/2018,Fair Hearing Affirmation Rate,0.63
23,03/01/2018,Overdue Face To Face Recertifications,1
45,03/01/2018,% Placements w/FIA3As (Employment Form),0.8625
54,05/01/2018,Cases Budgeted Timely (35 days),0.9833
38,02/01/2018,Reported Placements,218
70,07/01/2018,SNAP Separate Determination Rate,0.9848
23,09/01/2018,Cash Assistance Application Timeliness,0.9829
46,05/01/2018,SNAP Separate Determination Rate,1
23,05/01/2018,Reported Placements,80
38,07/01/2018,Fair Hearing Withdrawal Rate,0.102
40,07/01/2018,Cases Budgeted Timely (35 days),0.9808
47,03/01/2018,Fair Hearing Withdrawal Rate,0.12
46,02/01/2018,Spot Violation,0
40,04/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
54,04/01/2018,Employed Cases with Current Documentation,0.9462
63,05/01/2018,Missing or Outdated Employment Plan,0.9869
47,09/01/2018,% SI over 45 Days,0
63,02/01/2018,SNAP Separate Determination Rate,1
35,08/01/2018,Eligible & Referred to Appropriate Activities,0.9578
45,04/01/2018,Missing or Outdated Employment Plan,0.9118
47,04/01/2018,Same Day SNAP Issuance (weekly Avg),1
46,04/01/2018,Fair Hearing Affirmation Rate,0.443
44,02/01/2018,Training Attendance Rate,0.9419
99,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.956
53,02/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
54,03/01/2018,Rate of Child Care in Child Care System,0.9474
13,05/01/2018,Fair Hearing Affirmation Rate,0.679
13,05/01/2018,Eligible & Referred to Appropriate Activities,0.9926
45,02/01/2018,SNAP Application Timeliness,0.9721
35,08/01/2018,Cases Budgeted Timely (35 days),1
66,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
53,05/01/2018,% Placements w/FIA3As (Employment Form),0.9351
64,05/01/2018,SSN Validation,0.9773
54,05/01/2018,Overdue Face To Face Recertifications,0
46,04/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
40,07/01/2018,Same Day SNAP Issuance (weekly Avg),0.9949
38,05/01/2018,% Placements w/FIA3As (Employment Form),0.9548
63,04/01/2018,Fair Hearing Withdrawal Rate,0.086
53,04/01/2018,Fair Hearing Affirmation Rate,0.42
53,06/01/2018,Cases Budgeted Timely (35 days),0.971
40,04/01/2018,Cash Assistance Application Timeliness,0.971
79,07/01/2018,SSN Validation,0.9167
45,02/01/2018,% Placements w/FIA3As (Employment Form),0.902
40,04/01/2018,% Placements w/FIA3As (Employment Form),0.9302
64,06/01/2018,Eligible & Referred to Appropriate Activities,0.9302
44,03/01/2018,SSN Validation,1
53,06/01/2018,SNAP Application Timeliness,0.9851
45,09/01/2018,Fair Hearing Affirmation Rate,0.382
67,07/01/2018,Same Day SNAP Issuance (weekly Avg),0.9664
18,06/01/2018,SNAP Application Timeliness,0.9928
47,07/01/2018,Missing or Outdated Employment Plan,1
38,04/01/2018,% Placements w/FIA3As (Employment Form),0.9603
44,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
23,04/01/2018,Employed Cases with Current Documentation,0.878
54,09/01/2018,Reported Placements,144
45,09/01/2018,Employed Cases with Current Documentation,0.7838
46,09/01/2018,Rate of Child Care in Child Care System,0.91
64,08/01/2018,% SI over 45 Days,0.0098
18,04/01/2018,Re-Engaged after Good Cause,1
40,03/01/2018,Rate of Child Care in Child Care System,0.9655
67,08/01/2018,Missing or Outdated Employment Plan,0.9533
13,02/01/2018,Eligible & Referred to Appropriate Activities,0.9798
99,02/01/2018,Cash Assistance Application Timeliness,0.9795
23,08/01/2018,Training Attendance Rate,1
67,03/01/2018,% SI over 45 Days,0
38,04/01/2018,Re-Engaged after Good Cause,1
79,04/01/2018,Fair Hearing Affirmation Rate,0.448
23,09/01/2018,% SI over 45 Days,0
70,04/01/2018,% Placements w/FIA3As (Employment Form),0.9275
67,09/01/2018,SNAP Application Timeliness,0.7255
13,02/01/2018,Rate of Child Care in Child Care System,1
54,08/01/2018,Cases Budgeted Timely (35 days),0.9919
79,06/01/2018,Eligible & Referred to Appropriate Activities,0.9029
40,05/01/2018,SSN Validation,0.9636
40,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.9683
38,08/01/2018,Reported Placements,220
35,04/01/2018,SSN Validation,0.9756
66,05/01/2018,Eligible & Referred to Appropriate Activities,0.9424
63,05/01/2018,SNAP Separate Determination Rate,0.9937
66,05/01/2018,SSN Validation,1
70,08/01/2018,SNAP Application Timeliness,1
54,02/01/2018,Overdue Face To Face Recertifications,0
79,07/01/2018,Fair Hearing Withdrawal Rate,0.174
53,09/01/2018,Missing or Outdated Employment Plan,0.984
23,09/01/2018,Training Attendance Rate,1
13,04/01/2018,SNAP Application Timeliness,0.9944
70,06/01/2018,Missing or Outdated Employment Plan,0.9978
53,08/01/2018,Training Attendance Rate,1
35,04/01/2018,Re-Engaged after Good Cause,0.9651
46,09/01/2018,Fair Hearing Request Rate,0.0424
44,04/01/2018,Reported Placements,169
38,03/01/2018,Missing or Outdated Employment Plan,0.9532
64,09/01/2018,Fair Hearing Withdrawal Rate,0.148
13,02/01/2018,Missing or Outdated Employment Plan,0.9828
13,02/01/2018,Fair Hearing Withdrawal Rate,0.095
44,07/01/2018,% SI over 45 Days,0
70,04/01/2018,SSN Validation,1
38,06/01/2018,Overdue Face To Face Recertifications,0
99,09/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
64,08/01/2018,Eligible & Referred to Appropriate Activities,0.9518
66,04/01/2018,Eligible & Referred to Appropriate Activities,0.9319
54,02/01/2018,Cases Budgeted Timely (35 days),1
63,02/01/2018,Rate of Child Care in Child Care System,0.9474
35,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
79,06/01/2018,Training Attendance Rate,1
66,09/01/2018,Cases Budgeted Timely (35 days),0.9773
44,03/01/2018,SNAP Separate Determination Rate,1
13,03/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
67,08/01/2018,Spot Violation,0
64,09/01/2018,Re-Engaged after Good Cause,0.9663
18,07/01/2018,Missing or Outdated Employment Plan,0.9374
44,05/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0568
53,07/01/2018,Fair Hearing Affirmation Rate,0.606
66,03/01/2018,Re-Engaged after Good Cause,0.9961
46,05/01/2018,Overdue Face To Face Recertifications,5
54,05/01/2018,Rate of Child Care in Child Care System,0.9403
53,02/01/2018,SSN Validation,0.9516
23,06/01/2018,Spot Violation,0
44,07/01/2018,SNAP Application Timeliness,0.9809
66,09/01/2018,Fair Hearing Request Rate,0.0542
35,07/01/2018,Spot Violation,0
35,02/01/2018,SSN Validation,0.9444
63,08/01/2018,Overdue Face To Face Recertifications,0
79,02/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
63,03/01/2018,Same Day SNAP Issuance (weekly Avg),1
66,04/01/2018,% Placements w/FIA3As (Employment Form),0.9346
13,04/01/2018,SNAP Separate Determination Rate,0.9621
23,02/01/2018,Missing or Outdated Employment Plan,0.9561
35,06/01/2018,Fair Hearing Affirmation Rate,0.571
63,07/01/2018,Same Day SNAP Issuance (weekly Avg),1
79,07/01/2018,Fair Hearing Affirmation Rate,0.769
44,03/01/2018,Re-Engaged after Good Cause,1
63,09/01/2018,Training Attendance Rate,0.9194
46,02/01/2018,SNAP Application Timeliness,0.9865
38,06/01/2018,SSN Validation,0.9565
44,07/01/2018,Cases Budgeted Timely (35 days),0.9792
53,07/01/2018,Eligible & Referred to Appropriate Activities,0.9313
46,08/01/2018,Missing or Outdated Employment Plan,0.968
63,07/01/2018,Rate of Child Care in Child Care System,0.8947
63,03/01/2018,% Placements w/FIA3As (Employment Form),0.9651
79,04/01/2018,Rate of Child Care in Child Care System,0.9524
64,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
44,02/01/2018,SNAP Separate Determination Rate,1
63,08/01/2018,Eligible & Referred to Appropriate Activities,0.9953
67,08/01/2018,Rate of Child Care in Child Care System,0.9706
66,03/01/2018,Rate of Child Care in Child Care System,0.9067
79,08/01/2018,Spot Violation,0
18,04/01/2018,Fair Hearing Request Rate,0.0331
46,09/01/2018,SNAP Application Timeliness,0.9569
79,07/01/2018,% Placements w/FIA3As (Employment Form),0.963
46,09/01/2018,Reported Placements,176
66,08/01/2018,Fair Hearing Affirmation Rate,0.385
99,05/01/2018,SSN Validation,1
63,06/01/2018,Same Day SNAP Issuance (weekly Avg),1
64,07/01/2018,Cases Budgeted Timely (35 days),0.8434
64,08/01/2018,Overdue Face To Face Recertifications,0
67,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9781
79,07/01/2018,Missing or Outdated Employment Plan,0.9714
63,05/01/2018,SSN Validation,1
53,03/01/2018,Spot Violation,0
40,02/01/2018,SNAP Separate Determination Rate,1
64,09/01/2018,Employed Cases with Current Documentation,0.8611
99,03/01/2018,Cases Budgeted Timely (35 days),0.9524
64,07/01/2018,SNAP Application Timeliness,0.9817
45,05/01/2018,Fair Hearing Affirmation Rate,0.532
40,03/01/2018,Cases Budgeted Timely (35 days),1
35,09/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0695
67,04/01/2018,Missing or Outdated Employment Plan,0.9534
23,05/01/2018,Fair Hearing Request Rate,0.045
67,09/01/2018,Employed Cases with Current Documentation,0.9
99,03/01/2018,Fair Hearing Request Rate,0.0299
23,02/01/2018,Eligible & Referred to Appropriate Activities,0.9729
63,05/01/2018,Cases Budgeted Timely (35 days),1
53,03/01/2018,Fair Hearing Request Rate,0.0328
45,04/01/2018,SSN Validation,0.9804
18,09/01/2018,% Placements w/FIA3As (Employment Form),0.9206
53,02/01/2018,Fair Hearing Withdrawal Rate,0.083
35,06/01/2018,SSN Validation,0.9333
63,09/01/2018,Fair Hearing Withdrawal Rate,0.079
44,07/01/2018,Cash Assistance Application Timeliness,0.9684
99,06/01/2018,Missing or Outdated Employment Plan,0.942
46,08/01/2018,% Placements w/FIA3As (Employment Form),0.912
63,02/01/2018,Same Day SNAP Issuance (weekly Avg),1
13,08/01/2018,Cases Budgeted Timely (35 days),0.9535
45,08/01/2018,Rate of Child Care in Child Care System,0.9434
54,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
79,09/01/2018,% Placements w/FIA3As (Employment Form),0.9167
66,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9733
18,06/01/2018,Fair Hearing Request Rate,0.0404
46,06/01/2018,% Placements w/FIA3As (Employment Form),0.8811
54,08/01/2018,Cash Assistance Application Timeliness,0.9867
53,03/01/2018,Fair Hearing Affirmation Rate,0.383
64,07/01/2018,Overdue Face To Face Recertifications,4
35,07/01/2018,Fair Hearing Request Rate,0.0389
66,08/01/2018,Fair Hearing Withdrawal Rate,0.118
18,08/01/2018,Cases Budgeted Timely (35 days),0.8824
64,02/01/2018,Employed Cases with Current Documentation,0.9355
13,08/01/2018,% Placements w/FIA3As (Employment Form),0.9341
66,09/01/2018,Overdue Face To Face Recertifications,0
18,08/01/2018,Employed Cases with Current Documentation,0.803
54,03/01/2018,Training Attendance Rate,1
64,03/01/2018,Eligible & Referred to Appropriate Activities,0.9427
70,07/01/2018,% SI over 45 Days,0
45,08/01/2018,Missing or Outdated Employment Plan,0.938
35,08/01/2018,Employed Cases with Current Documentation,0.8776
35,05/01/2018,Cash Assistance Application Timeliness,0.9877
46,03/01/2018,% SI over 45 Days,0.007
18,09/01/2018,Cash Assistance Application Timeliness,0.9896
45,06/01/2018,SNAP Separate Determination Rate,0.9681
54,04/01/2018,Fair Hearing Request Rate,0.0317
35,06/01/2018,Eligible & Referred to Appropriate Activities,0.931
38,05/01/2018,Re-Engaged after Good Cause,0.9908
64,09/01/2018,Cases Budgeted Timely (35 days),0.9474
44,08/01/2018,Fair Hearing Affirmation Rate,0.423
46,08/01/2018,% SI over 45 Days,0.0368
63,04/01/2018,% SI over 45 Days,0
53,06/01/2018,Rate of Child Care in Child Care System,0.963
67,05/01/2018,Fair Hearing Affirmation Rate,0.42
54,07/01/2018,Rate of Child Care in Child Care System,0.9643
53,04/01/2018,SNAP Application Timeliness,0.9983
70,06/01/2018,Rate of Child Care in Child Care System,0.9412
53,08/01/2018,Overdue Face To Face Recertifications,0
64,06/01/2018,Re-Engaged after Good Cause,0.9671
44,05/01/2018,% Placements w/FIA3As (Employment Form),0.9596
38,05/01/2018,SNAP Application Timeliness,0.9943
44,02/01/2018,Fair Hearing Request Rate,0.0464
46,05/01/2018,Same Day SNAP Issuance (weekly Avg),0.9883
66,08/01/2018,SNAP Application Timeliness,0.9459
18,06/01/2018,Employed Cases with Current Documentation,0.8548
35,03/01/2018,Overdue Face To Face Recertifications,0
13,08/01/2018,Fair Hearing Affirmation Rate,0.389
40,06/01/2018,Re-Engaged after Good Cause,0.9724
38,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9961
64,09/01/2018,Reported Placements,146
79,07/01/2018,Cash Assistance Application Timeliness,0.9813
53,04/01/2018,Rate of Child Care in Child Care System,0.963
13,07/01/2018,Fair Hearing Affirmation Rate,0.5
18,05/01/2018,Rate of Child Care in Child Care System,0.9259
18,02/01/2018,Training Attendance Rate,0.9831
67,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.97
99,02/01/2018,Overdue Face To Face Recertifications,0
66,02/01/2018,Employed Cases with Current Documentation,0.9747
66,02/01/2018,% SI over 45 Days,0.1084
66,09/01/2018,Same Day SNAP Issuance (weekly Avg),0.9793
67,05/01/2018,Fair Hearing Request Rate,0.0621
79,02/01/2018,Employed Cases with Current Documentation,0.6957
54,05/01/2018,Employed Cases with Current Documentation,0.9016
45,07/01/2018,Employed Cases with Current Documentation,0.8857
99,09/01/2018,Spot Violation,0
99,04/01/2018,Overdue Face To Face Recertifications,12
13,04/01/2018,Reported Placements,148
66,08/01/2018,Fair Hearing Request Rate,0.0616
70,09/01/2018,SSN Validation,0.963
47,04/01/2018,Eligible & Referred to Appropriate Activities,1
47,08/01/2018,% Placements w/FIA3As (Employment Form),0.8333
99,08/01/2018,Missing or Outdated Employment Plan,0.965
13,07/01/2018,Spot Violation,0
79,05/01/2018,% SI over 45 Days,0
67,03/01/2018,Overdue Face To Face Recertifications,119
23,09/01/2018,Fair Hearing Affirmation Rate,0.531
79,08/01/2018,Overdue Face To Face Recertifications,0
40,08/01/2018,SSN Validation,0.9787
23,06/01/2018,Rate of Child Care in Child Care System,0.95
45,08/01/2018,Fair Hearing Affirmation Rate,0.404
23,07/01/2018,Reported Placements,83
13,07/01/2018,Fair Hearing Request Rate,0.0332
54,02/01/2018,Eligible & Referred to Appropriate Activities,0.9729
54,08/01/2018,Spot Violation,0
67,09/01/2018,Same Day SNAP Issuance (weekly Avg),0.9263
54,03/01/2018,Re-Engaged after Good Cause,0.9689
35,09/01/2018,Fair Hearing Request Rate,0.0445
40,09/01/2018,% Placements w/FIA3As (Employment Form),0.8696
13,02/01/2018,SNAP Separate Determination Rate,0.9778
47,03/01/2018,Training Attendance Rate,1
18,04/01/2018,Cases Budgeted Timely (35 days),0.8857
67,06/01/2018,SSN Validation,0.9697
46,05/01/2018,Employed Cases with Current Documentation,0.8429
40,06/01/2018,Eligible & Referred to Appropriate Activities,0.9484
67,09/01/2018,Eligible & Referred to Appropriate Activities,0.9689
47,03/01/2018,Eligible & Referred to Appropriate Activities,0.8824
70,10/01/2018,Spot Violation,0
66,07/01/2018,Re-Engaged after Good Cause,0.988
40,06/01/2018,Reported Placements,138
35,03/01/2018,Spot Violation,0
45,08/01/2018,Cash Assistance Application Timeliness,0.6189
40,09/01/2018,Training Attendance Rate,0.9385
13,09/01/2018,% Placements w/FIA3As (Employment Form),0.9853
66,05/01/2018,Spot Violation,0
13,08/01/2018,SNAP Application Timeliness,0.9919
40,07/01/2018,% Placements w/FIA3As (Employment Form),0.9286
67,09/01/2018,SNAP Separate Determination Rate,0.9951
64,06/01/2018,SSN Validation,0.9444
23,06/01/2018,Missing or Outdated Employment Plan,0.9541
44,02/01/2018,Re-Engaged after Good Cause,0.9954
64,08/01/2018,Fair Hearing Request Rate,0.0659
79,03/01/2018,SNAP Application Timeliness,0.9957
47,05/01/2018,Rate of Child Care in Child Care System,1
67,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.011
70,02/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0159
