AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
FT-10460-68,2,University of North Texas,University,Denton,TX,76203-5017,USA,26,33.21142,-97.14631,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Addison Gunter [Project Director],1,"Philosophy, General"
FT-10462-68,2,University of Southern Florida,Four-Year College,Orlando,DE,32816,USA,7,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Richard Lukas [Project Director],1,"History, General"
FT-10464-68,2,Vanderbilt University,Four-Year College,Nashville,TN,37240-0001,USA,5,36.14108,-86.80676,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Literature, General",0,NULL,1,James Stathis [Project Director],2,"English; Literature, General"
FT-10468-68,2,University of Houston,Four-Year College,Houston,TX,77204-0001,USA,18,29.7277,-95.34755,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Gerald Goodwin [Project Director],1,U.S. History
FT-10472-68,2,Trinity University,University,San Antonio,TX,78212-7201,USA,21,29.46181,-98.48102,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,Frank Kersnowski [Project Director],1,American Literature
FT-10474-68,2,"University of Texas, Austin",Four-Year College,Austin,TX,78712-0100,USA,25,30.28544,-97.74177,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,F. Stoddard [Project Director],1,American Literature
FT-10482-68,2,Washington and Lee University,Four-Year College,Lexington,VA,24450-2116,USA,6,37.78645,-79.44404,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Dabney Stuart [Project Director],1,English
FT-10488-68,2,Gonzaga University,University,Spokane,WA,99258-1774,USA,5,47.6659,-117.39727,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Anthony Via [Project Director],1,"History, General"
FT-10738-69,2,University of Montana,Two-Year College,Missoula,MT,59801-4494,USA,1,46.86494,-113.98401,1969-02-01,1969,The Conception and Use of the Family in Political Theory,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1970-06-01,1970-08-31,"Study of the concept of family in the political theory of major writers from classical Greeks through Marx and Engels (Plato, Aristotle, Bodin, Hobbes, Filmer, Locke, Rousseau, Hume, Marx). Much concern among behavioral social scientist about the role of the family in political and cultural socialization but little study has been make of the roles that political theorist have attributed to the family. Fellow's dissertation, Leviathan Writ Small: Thomas Hobbes on the Family, dealt with Hobbes' conception of the family as an instrument of education and as an anaology to the state. ",None,"Political Science, General",0,NULL,1,Richard Chapman [Project Director],1,"Political Science, General"
FT-11410-67,2,"California State University, Northridge",Four-Year College,Northridge,CA,91330-0001,USA,30,34.26004,-118.52324,1967-01-01,1967,Title not available,Fellowships for College Teachers and Independent Scholars,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Music History and Criticism,0,NULL,1,Murry Lefkowitz [Project Director],1,Music History and Criticism
FT-11412-68,2,University of North Dakota,University,Grand Forks,ND,58201,USA,1,47.89673,-97.06422,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1968-06-01,1968-08-31,None,None,"Philosophy, General",0,NULL,1,Jackson Hirshbell [Project Director],1,"Philosophy, General"
FT-13650-68,2,Emory University,University,Atlanta,GA,30322-1018,USA,5,33.79528,-84.32291,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1967-11-01,1968-09-30,None,None,English,0,NULL,1,David Hesla [Project Director],1,English
GM-10001-67,1,Ohio Historical Society,Four-Year College,Columbus,OH,43211-2474,USA,3,40.00229,-82.99036,1967-01-01,1967,Museum Intern Program,Humanities Projects in Museums and Historical Organizations,Public Programs,12820.00,0.00,12820.00,0.00,12820.00,0.00,1967-07-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,William Keener [Project Director],1,"Interdisciplinary Studies, General"
GM-10011-67,1,University of Maryland University College,Four-Year College,College Park,MD,20742-0001,USA,5,38.99276,-76.94738,1967-05-01,1967,Museum Fellowship Program,Humanities Projects in Museums and Historical Organizations,Public Programs,10789.00,0.00,10789.00,0.00,10789.00,0.00,1967-06-01,1968-09-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,William Gerdts [Project Director],1,"Interdisciplinary Studies, General"
GM-10013-67,1,University of Delaware,University,Newark,DE,19716-0099,USA,1,39.68232,-75.75365,1967-05-01,1967,Museum Fellowship Program,Humanities Projects in Museums and Historical Organizations,Public Programs,16170.00,0.00,16170.00,0.00,16170.00,0.00,1967-06-01,1968-09-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,George Gibson [Project Director],1,"Interdisciplinary Studies, General"
GM-10015-68,1,"SUNY Research Foundation, College at Oneonta",Four-Year College,Oneonta,NY,13820-2685,USA,19,42.4529,-75.05487,1967-11-01,1967,Museum Intern Program,Humanities Projects in Museums and Historical Organizations,Public Programs,8457.00,0.00,8457.00,0.00,8457.00,0.00,1967-08-01,1968-07-31,"Grant award of $8,750",None,"Interdisciplinary Studies, General",0,NULL,1,Louis Jones [Project Director],1,"Interdisciplinary Studies, General"
GM-10017-68,1,Smithsonian Institution,Museum,Washington,DC,20560-0001,USA,1,38.88975,-77.02817,1967-11-01,1967,Intern Program for Humanistic Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,12619.00,0.00,12619.00,0.00,12619.00,0.00,1967-07-01,1968-07-31,"Grant award: $13,470",None,"Interdisciplinary Studies, General",0,NULL,1,Philip Bishop [Project Director],1,"Interdisciplinary Studies, General"
GM-10021-68,1,University of Delaware,University,Newark,DE,19716-0099,USA,1,39.68232,-75.75365,1968-02-01,1968,Museum fellowship program,Humanities Projects in Museums and Historical Organizations,Public Programs,21600.00,0.00,21600.00,0.00,21600.00,0.00,1968-09-01,1969-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,George Gibson [Project Director],1,"Interdisciplinary Studies, General"
GM-10023-67,1,"Museum of Northern Arizona, Inc.",General Museum,Flagstaff,AZ,86001-8348,USA,1,35.23399,-111.66524,1967-01-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,7530.00,0.00,7530.00,0.00,7530.00,0.00,1967-07-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Barton Wright [Project Director],1,"Interdisciplinary Studies, General"
GM-10024-67,1,University of Pennsylvania Museum,Museum,Philadelphia,PA,19104,USA,3,Unknown,unknown,1967-05-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,7890.00,0.00,7890.00,0.00,7890.00,0.00,1967-07-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,David Crownover [Project Director],1,"Interdisciplinary Studies, General"
GM-10025-67,1,Ohio Historical Society,Four-Year College,Columbus,OH,43211-2474,USA,3,40.00229,-82.99036,1967-05-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,6410.00,0.00,6410.00,0.00,6410.00,0.00,1967-07-01,1968-07-31,None,None,Archaeology,0,NULL,1,Raymond Baby [Project Director],2,"Archaeology; Interdisciplinary Studies, General"
GM-10026-67,1,Field Museum of Natural History,Natural History Museum,Chicago,IL,60605-2827,USA,7,41.86475,-87.61919,1967-05-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,11400.00,0.00,11400.00,0.00,11400.00,0.00,1967-07-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Donald Collier [Project Director],1,"Interdisciplinary Studies, General"
GM-10027-67,1,Bernice P. Bishop Museum,General Museum,Honolulu,HI,96817,USA,1,21.32447,-157.85913,1967-05-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,7860.00,0.00,7860.00,0.00,7860.00,0.00,1967-08-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Roland Force [Project Director],1,"Interdisciplinary Studies, General"
GM-10028-67,1,Bernice P. Bishop Museum,General Museum,Honolulu,HI,96817,USA,1,21.32447,-157.85913,1967-05-01,1967,Museum Intern Program,Humanities Projects in Museums and Historical Organizations,Public Programs,9310.00,0.00,9310.00,0.00,9310.00,0.00,1967-07-01,1968-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Roland Force [Project Director],1,"Interdisciplinary Studies, General"
GM-10029-68,1,University of Delaware,University,Newark,DE,19716-0099,USA,1,39.68232,-75.75365,1968-02-01,1968,Museum fellowship program,Humanities Projects in Museums and Historical Organizations,Public Programs,21600.00,0.00,21600.00,0.00,21600.00,0.00,1968-07-01,1969-06-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,Bigelow Cushman [Project Director],1,"Interdisciplinary Studies, General"
GM-10031-68,1,"SUNY Research Foundation, College at Oneonta",Four-Year College,Oneonta,NY,13820-2685,USA,19,42.4529,-75.05487,1968-02-01,1968,Museum fellowship program,Humanities Projects in Museums and Historical Organizations,Public Programs,32399.00,0.00,32399.00,0.00,32399.00,0.00,1968-09-01,1969-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Louis Jones [Project Director],1,"Interdisciplinary Studies, General"
GM-10033-68,1,George Washington University,Four-Year College,Washington,DC,20052-0001,USA,1,38.89963,-77.04553,1968-02-01,1968,Museum fellowship program,Humanities Projects in Museums and Historical Organizations,Public Programs,21600.00,0.00,21600.00,0.00,21600.00,0.00,1968-09-01,1969-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Arthur Burns [Project Director],1,"Interdisciplinary Studies, General"
GM-10037-68,1,"SUNY Research Foundation, College at Oneonta",Four-Year College,Oneonta,NY,13820-2685,USA,19,42.4529,-75.05487,1968-05-01,1968,Museum Internship program,Humanities Projects in Museums and Historical Organizations,Public Programs,8600.00,0.00,8600.00,0.00,8600.00,0.00,1968-07-01,1969-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Louis Jones [Project Director],1,"Interdisciplinary Studies, General"
GM-10039-68,1,Field Museum of Natural History,Natural History Museum,Chicago,IL,60605-2827,USA,7,41.86475,-87.61919,1968-05-01,1968,Museum Internship program,Humanities Projects in Museums and Historical Organizations,Public Programs,8090.00,0.00,8090.00,0.00,8090.00,0.00,1968-07-01,1969-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Donald Collier [Project Director],1,"Interdisciplinary Studies, General"
GM-10041-68,1,Ohio Historical Society,Four-Year College,Columbus,OH,43211-2474,USA,3,40.00229,-82.99036,1968-05-01,1968,Museum Internship Program,Humanities Projects in Museums and Historical Organizations,Public Programs,5590.00,0.00,5590.00,0.00,5590.00,0.00,1968-07-01,1969-06-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,Raymond Baby [Project Director],1,"Interdisciplinary Studies, General"
GM-10043-68,1,"Museum of Northern Arizona, Inc.",General Museum,Flagstaff,AZ,86001-8348,USA,1,35.23399,-111.66524,1968-05-01,1968,Museum of Northern Arizona,Humanities Projects in Museums and Historical Organizations,Public Programs,9139.00,0.00,9139.00,0.00,9139.00,0.00,1968-07-01,1969-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Edward Danson [Project Director],1,"Interdisciplinary Studies, General"
GM-10049-67,1,"University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,13,37.87029,-122.26813,1967-05-01,1967,Intern Program for Humanities Museums,Humanities Projects in Museums and Historical Organizations,Public Programs,6293.00,0.00,6293.00,0.00,6293.00,0.00,1967-07-01,1968-07-31,"{Total Grant Amount: $6,293.81}",None,"Interdisciplinary Studies, General",0,NULL,1,William Bascom [Project Director],1,"Interdisciplinary Studies, General"
GM-10051-69,1,University of Pennsylvania,University,Philadelphia,PA,19104-6205,USA,3,39.95298,-75.19276,1969-05-01,1969,Museum Internship Program,Humanities Projects in Museums and Historical Organizations,Public Programs,8690.00,0.00,8690.00,0.00,8690.00,0.00,1968-08-01,1969-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,David Crounover [Project Director],1,"Interdisciplinary Studies, General"
GM-10059-69,1,"University of California, Davis",Four-Year College,Davis,CA,95618-6153,USA,3,38.54336,-121.72946,1969-05-01,1969,"History, the Humanities, and Community Planning",Humanities Projects in Museums and Historical Organizations,Public Programs,16690.00,0.00,16690.00,0.00,16690.00,0.00,1969-07-01,1970-05-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Glen Burch [Project Director],1,"Interdisciplinary Studies, General"
GM-10061-68,1,"University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,13,37.87029,-122.26813,1968-05-01,1968,Museum Internship Program--Anthropology,Humanities Projects in Museums and Historical Organizations,Public Programs,7220.00,0.00,7220.00,0.00,7220.00,0.00,1968-07-01,1969-07-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,William Bascom [Project Director],1,"Interdisciplinary Studies, General"
GM-10067-69,1,University of Delaware,University,Newark,DE,19716-0099,USA,1,39.68232,-75.75365,1969-02-01,1969,Museum Fellowship Program with Hagley Museum,Humanities Projects in Museums and Historical Organizations,Public Programs,27000.00,0.00,27000.00,0.00,27000.00,0.00,1969-07-01,1970-08-31,None,None,"History, General",0,NULL,1,George Gibson [Project Director],1,"History, General"
GM-10075-69,1,University of Delaware,University,Newark,DE,19716-0099,USA,1,39.68232,-75.75365,1969-02-01,1969,Fellowships for Winterthur Program in Early American Culture,Humanities Projects in Museums and Historical Organizations,Public Programs,27000.00,0.00,27000.00,0.00,27000.00,0.00,1970-07-01,1971-06-30,"Training program at the Winterthur Museum in conjunction with the University of Delaware to help fill increasing need for qualified historical society and museum personnel. ABSTRACT: Since 1952 Winterthur Museum and University of Delaware have collaborated in an interdisciplinary program for the training of personnel for humanistic museums and historical societies. Program covers 2 academic years, one full summer and part of another, during which the Fellow takes a total of 41 hours of course work at the University and the Museum, 6 hours of thesis work, includes both practical and theoretical problems related to collections of American artifacts and the conservation, preservation, presentation and interpretation thereof. Leads to M.A. degree. Graduates in great demand because of excellence of training and ever increasing need for qualified museum personnel. Funds for 5 Fellow' stipends, tuition and dependency allowance. ",None,"Arts, General",0,NULL,1,George Frick [Project Director],1,"Arts, General"
GM-10089-69,1,Ohio Historical Society,Four-Year College,Columbus,OH,43211-2474,USA,3,40.00229,-82.99036,1969-05-01,1969,Museum Internship,Humanities Projects in Museums and Historical Organizations,Public Programs,6630.00,0.00,6630.00,0.00,6630.00,0.00,1969-08-01,1970-07-31,"Internship program to strengthen the personnel of small museums by sending them to larger museums for one year for training. ABSTRACT: This internship is one of several which were supported during fiscal year 1970. The general purpose of teh internship program is to strengthen the personnel of small museums. Certain larger museums agreed to take an intern for training purposes for a period of approximately one year. Grant funds to the larger museum include costs for the intern's salary and transportation, and a small amount for administrative costs. It is understood that, if appropriate arrangements can be made, the intern is to return to his home museum, after completion of his training. ",None,Archaeology,0,NULL,1,Raymond Baby [Project Director],1,Archaeology
GM-10091-69,1,University of Pennsylvania Museum,Museum,Philadelphia,PA,19104,USA,3,Unknown,unknown,1969-05-01,1969,Museum Internship,Humanities Projects in Museums and Historical Organizations,Public Programs,6300.00,0.00,6300.00,0.00,6300.00,0.00,1969-08-01,1970-07-31,"Internship program to strengthen the personnel of small museums by sending them to larger museums for one year for training. ABSTRACT: This internship is one of several which were supported during fiscal year 1970. The general purpose of teh internship program is to strengthen the personnel of small museums. Certain larger museums agreed to take an intern for training purposes for a period of approximately one year. Grant funds to the larger museum include costs for the intern's salary and transportation, and a small amount for administrative costs. It is understood that, if appropriate arrangements can be made, the intern is to return to his home museum, after completion of his training. ",None,Archaeology,0,NULL,1,David Crownover [Project Director],1,Archaeology
