State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
New York,2006,Both Sexes,All Ages,All Races-All Origins,1680,19104631,8.7937,0.21454,8.3732,9.2142,8.5737,0.21011,8.1619,8.9855,7.2–10.5,11.5373,11.4883,"per 100,000 population"
New York,2007,Both Sexes,All Ages,All Races-All Origins,1708,19132335,8.9273,0.21601,8.5039,9.3507,8.6449,0.2105,8.2323,9.0575,7.2–10.5,11.9543,11.8775,"per 100,000 population"
New York,2008,Both Sexes,All Ages,All Races-All Origins,1691,19212436,8.8016,0.21404,8.3821,9.2211,8.5369,0.20917,8.1269,8.9469,7.2–10.5,11.9864,11.8947,"per 100,000 population"
New York,2009,Both Sexes,All Ages,All Races-All Origins,1592,19307066,8.2457,0.20666,7.8406,8.6507,7.9913,0.20242,7.5946,8.3881,7.2–10.5,12.0624,11.9388,"per 100,000 population"
New York,2010,Both Sexes,All Ages,All Races-All Origins,1557,19378102,8.0348,0.20363,7.6357,8.4339,7.7953,0.19996,7.4034,8.1872,7.2–10.5,12.4144,12.2966,"per 100,000 population"
New York,2011,Both Sexes,All Ages,All Races-All Origins,1948,19465197,10.0076,0.22674,9.5632,10.452,9.6739,0.22219,9.2384,10.1094,7.2–10.5,13.2674,13.1852,"per 100,000 population"
New York,2012,Both Sexes,All Ages,All Races-All Origins,2106,19570261,10.7612,0.23449,10.3016,11.2208,10.4167,0.23038,9.9651,10.8682,7.2–10.5,13.2208,13.1422,"per 100,000 population"
New York,2013,Both Sexes,All Ages,All Races-All Origins,2309,19651127,11.75,0.24453,11.2707,12.2292,11.3102,0.23917,10.8414,11.779,10.5–12.8,13.9127,13.8005,"per 100,000 population"
New York,2014,Both Sexes,All Ages,All Races-All Origins,2300,19746227,11.6478,0.24287,11.1718,12.1238,11.3047,0.23982,10.8347,11.7747,10.5–12.8,14.7574,14.6831,"per 100,000 population"
New York,2015,Both Sexes,All Ages,All Races-All Origins,2754,19795791,13.912,0.2651,13.3925,14.4316,13.5823,0.26372,13.0654,14.0992,12.8–16.7,16.304,16.2923,"per 100,000 population"
New York,2016,Both Sexes,All Ages,All Races-All Origins,3638,19745289,18.4246,0.30547,17.8259,19.0234,18.0425,0.30527,17.4441,18.6408,16.7–57.8,19.6925,19.7851,"per 100,000 population"
New York,2017,Both Sexes,All Ages,All Races-All Origins,3921,19849399,19.7537,0.31546,19.1354,20.3721,19.448,0.31753,18.8257,20.0704,16.7–57.8,21.5637,21.7048,"per 100,000 population"
North Carolina,1999,Both Sexes,All Ages,All Races-All Origins,366,7949362,4.6041,0.24066,4.1324,5.0758,4.5836,0.24,4.1132,5.054,1.8–7.2,6.0382,6.057,"per 100,000 population"
North Carolina,2000,Both Sexes,All Ages,All Races-All Origins,491,8049313,6.0999,0.27528,5.5603,6.6395,6.015,0.27182,5.4822,6.5478,1.8–7.2,6.1882,6.1749,"per 100,000 population"
North Carolina,2001,Both Sexes,All Ages,All Races-All Origins,551,8210122,6.7112,0.28591,6.1508,7.2716,6.6398,0.28317,6.0848,7.1948,1.8–7.2,6.8057,6.7922,"per 100,000 population"
North Carolina,2002,Both Sexes,All Ages,All Races-All Origins,647,8326201,7.7707,0.3055,7.1719,8.3694,7.7261,0.30415,7.13,8.3223,7.2–10.5,8.1766,8.1957,"per 100,000 population"
North Carolina,2003,Both Sexes,All Ages,All Races-All Origins,762,8422501,9.0472,0.32775,8.4048,9.6896,9.0165,0.32724,8.3751,9.6578,7.2–10.5,8.8881,8.8765,"per 100,000 population"
North Carolina,2004,Both Sexes,All Ages,All Races-All Origins,854,8553152,9.9846,0.34167,9.315,10.6543,9.924,0.34083,9.256,10.5921,7.2–10.5,9.366,9.3831,"per 100,000 population"
North Carolina,2005,Both Sexes,All Ages,All Races-All Origins,1000,8705407,11.4871,0.36325,10.7751,12.1991,11.4133,0.36195,10.7039,12.1227,10.5–12.8,10.0884,10.0699,"per 100,000 population"
North Carolina,2006,Both Sexes,All Ages,All Races-All Origins,1059,8917270,11.8758,0.36494,11.1606,12.5911,11.8478,0.36526,11.1319,12.5637,10.5–12.8,11.5373,11.4883,"per 100,000 population"
North Carolina,2007,Both Sexes,All Ages,All Races-All Origins,1084,9118037,11.8885,0.36109,11.1808,12.5963,11.8643,0.36202,11.1548,12.5739,10.5–12.8,11.9543,11.8775,"per 100,000 population"
North Carolina,2008,Both Sexes,All Ages,All Races-All Origins,1196,9309449,12.8472,0.37149,12.1191,13.5753,12.7821,0.37186,12.0533,13.511,12.8–16.7,11.9864,11.8947,"per 100,000 population"
North Carolina,2009,Both Sexes,All Ages,All Races-All Origins,1191,9449566,12.6038,0.36521,11.8879,13.3196,12.5987,0.36783,11.8778,13.3197,10.5–12.8,12.0624,11.9388,"per 100,000 population"
North Carolina,2010,Both Sexes,All Ages,All Races-All Origins,1093,9535483,11.4625,0.34671,10.7829,12.142,11.4018,0.34792,10.7199,12.0837,10.5–12.8,12.4144,12.2966,"per 100,000 population"
North Carolina,2011,Both Sexes,All Ages,All Races-All Origins,1264,9656401,13.0898,0.36818,12.3681,13.8114,13.049,0.37105,12.3218,13.7763,12.8–16.7,13.2674,13.1852,"per 100,000 population"
North Carolina,2012,Both Sexes,All Ages,All Races-All Origins,1298,9752073,13.31,0.36944,12.5859,14.0341,13.325,0.37409,12.5918,14.0582,12.8–16.7,13.2208,13.1422,"per 100,000 population"
North Carolina,2013,Both Sexes,All Ages,All Races-All Origins,1259,9848060,12.7842,0.3603,12.0781,13.4904,12.8868,0.36796,12.1656,13.608,12.8–16.7,13.9127,13.8005,"per 100,000 population"
North Carolina,2014,Both Sexes,All Ages,All Races-All Origins,1358,9943964,13.6565,0.37059,12.9302,14.3829,13.8046,0.38038,13.059,14.5501,12.8–16.7,14.7574,14.6831,"per 100,000 population"
North Carolina,2015,Both Sexes,All Ages,All Races-All Origins,1567,10042802,15.6032,0.39417,14.8306,16.3758,15.7928,0.40522,14.9986,16.5871,12.8–16.7,16.304,16.2923,"per 100,000 population"
North Carolina,2016,Both Sexes,All Ages,All Races-All Origins,1956,10146788,19.277,0.43587,18.4227,20.1313,19.6947,0.45262,18.8076,20.5818,16.7–57.8,19.6925,19.7851,"per 100,000 population"
North Carolina,2017,Both Sexes,All Ages,All Races-All Origins,2414,10273419,23.4975,0.47825,22.5602,24.4349,24.1224,0.49937,23.1436,25.1012,16.7–57.8,21.5637,21.7048,"per 100,000 population"
North Dakota,1999,Both Sexes,All Ages,All Races-All Origins,12,644259,1.8626,0.53769,0.9624,3.2536,1.8205,0.5273,0.9407,3.1801,1.8–7.2,6.0382,6.057,"per 100,000 population"
North Dakota,2000,Both Sexes,All Ages,All Races-All Origins,14,642200,2.18,0.58263,1.1918,3.6577,2.1657,0.58338,1.184,3.6336,1.8–7.2,6.1882,6.1749,"per 100,000 population"
North Dakota,2001,Both Sexes,All Ages,All Races-All Origins,14,639062,2.1907,0.58549,1.1977,3.6756,2.3243,0.62529,1.2707,3.8998,1.8–7.2,6.8057,6.7922,"per 100,000 population"
North Dakota,2002,Both Sexes,All Ages,All Races-All Origins,17,638168,2.6639,0.64608,1.5518,4.2651,2.6141,0.63885,1.5228,4.1854,1.8–7.2,8.1766,8.1957,"per 100,000 population"
North Dakota,2003,Both Sexes,All Ages,All Races-All Origins,22,638817,3.4439,0.73423,2.1583,5.2141,3.5289,0.76055,2.2115,5.3428,1.8–7.2,8.8881,8.8765,"per 100,000 population"
North Dakota,2004,Both Sexes,All Ages,All Races-All Origins,17,644705,2.6369,0.63953,1.5361,4.2219,2.5764,0.63725,1.4727,4.184,1.8–7.2,9.366,9.3831,"per 100,000 population"
North Dakota,2005,Both Sexes,All Ages,All Races-All Origins,12,646089,1.8573,0.53616,0.9597,3.2444,1.8266,0.53578,0.9438,3.1907,1.8–7.2,10.0884,10.0699,"per 100,000 population"
North Dakota,2006,Both Sexes,All Ages,All Races-All Origins,14,649422,2.1558,0.57615,1.1786,3.617,2.1165,0.57709,1.127,3.6193,1.8–7.2,11.5373,11.4883,"per 100,000 population"
North Dakota,2007,Both Sexes,All Ages,All Races-All Origins,32,652822,4.9018,0.86652,3.3528,6.9199,4.7623,0.85627,3.2358,6.7597,1.8–7.2,11.9543,11.8775,"per 100,000 population"
North Dakota,2008,Both Sexes,All Ages,All Races-All Origins,46,657569,6.9955,1.03142,5.1216,9.331,7.3703,1.11385,5.3553,9.8943,7.2–10.5,11.9864,11.8947,"per 100,000 population"
North Dakota,2009,Both Sexes,All Ages,All Races-All Origins,27,664968,4.0603,0.78141,2.6758,5.9076,4.4054,0.86531,2.8778,6.455,1.8–7.2,12.0624,11.9388,"per 100,000 population"
North Dakota,2010,Both Sexes,All Ages,All Races-All Origins,23,672591,3.4196,0.71304,2.1677,5.1311,3.4089,0.72829,2.1364,5.1612,1.8–7.2,12.4144,12.2966,"per 100,000 population"
North Dakota,2011,Both Sexes,All Ages,All Races-All Origins,16,683932,2.3394,0.58485,1.3372,3.7991,2.0354,0.52198,1.1392,3.357,1.8–7.2,13.2674,13.1852,"per 100,000 population"
North Dakota,2012,Both Sexes,All Ages,All Races-All Origins,21,699628,3.0016,0.655,1.858,4.5883,3.1184,0.69702,1.9048,4.8162,1.8–7.2,13.2208,13.1422,"per 100,000 population"
North Dakota,2013,Both Sexes,All Ages,All Races-All Origins,20,723393,2.7647,0.61822,1.6888,4.2699,2.8154,0.64877,1.695,4.3965,1.8–7.2,13.9127,13.8005,"per 100,000 population"
North Dakota,2014,Both Sexes,All Ages,All Races-All Origins,43,739482,5.8149,0.88676,4.2083,7.8326,6.2628,0.98678,4.4742,8.5281,1.8–7.2,14.7574,14.6831,"per 100,000 population"
North Dakota,2015,Both Sexes,All Ages,All Races-All Origins,61,756927,8.0589,1.03184,6.1644,10.352,8.5971,1.12916,6.5281,11.1138,7.2–10.5,16.304,16.2923,"per 100,000 population"
North Dakota,2016,Both Sexes,All Ages,All Races-All Origins,77,757952,10.159,1.15772,8.0173,12.697,10.6102,1.24492,8.3167,13.3407,10.5–12.8,19.6925,19.7851,"per 100,000 population"
North Dakota,2017,Both Sexes,All Ages,All Races-All Origins,68,755393,9.0019,1.09165,6.9904,11.4121,9.2437,1.15164,7.1188,11.804,7.2–10.5,21.5637,21.7048,"per 100,000 population"
Ohio,1999,Both Sexes,All Ages,All Races-All Origins,467,11335457,4.1198,0.19064,3.7462,4.4935,4.1504,0.19217,3.7737,4.527,1.8–7.2,6.0382,6.057,"per 100,000 population"
Ohio,2000,Both Sexes,All Ages,All Races-All Origins,563,11353140,4.959,0.209,4.5493,5.3686,4.9882,0.21032,4.576,5.4004,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Ohio,2001,Both Sexes,All Ages,All Races-All Origins,737,11387404,6.4721,0.2384,6.0048,6.9393,6.4705,0.23859,6.0029,6.9382,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Ohio,2002,Both Sexes,All Ages,All Races-All Origins,931,11407889,8.161,0.26747,7.6368,8.6853,8.2032,0.2694,7.6752,8.7312,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Ohio,2003,Both Sexes,All Ages,All Races-All Origins,775,11434788,6.7776,0.24346,6.3004,7.2547,6.7936,0.24477,6.3139,7.2734,1.8–7.2,8.8881,8.8765,"per 100,000 population"
Ohio,2004,Both Sexes,All Ages,All Races-All Origins,1136,11452251,9.9194,0.29431,9.3426,10.4963,9.9421,0.29639,9.3612,10.523,7.2–10.5,9.366,9.3831,"per 100,000 population"
Ohio,2005,Both Sexes,All Ages,All Races-All Origins,1243,11463320,10.8433,0.30756,10.2405,11.4461,10.8982,0.31108,10.2885,11.508,10.5–12.8,10.0884,10.0699,"per 100,000 population"
Ohio,2006,Both Sexes,All Ages,All Races-All Origins,1515,11481213,13.1955,0.33901,12.531,13.8599,13.2315,0.34274,12.5597,13.9033,12.8–16.7,11.5373,11.4883,"per 100,000 population"
Ohio,2007,Both Sexes,All Ages,All Races-All Origins,1592,11500468,13.8429,0.34694,13.1629,14.5229,13.8858,0.35157,13.1968,14.5749,12.8–16.7,11.9543,11.8775,"per 100,000 population"
Ohio,2008,Both Sexes,All Ages,All Races-All Origins,1733,11515391,15.0494,0.36151,14.3409,15.758,15.1383,0.36837,14.4163,15.8603,12.8–16.7,11.9864,11.8947,"per 100,000 population"
Ohio,2009,Both Sexes,All Ages,All Races-All Origins,1236,11528896,10.7209,0.30494,10.1232,11.3186,10.8867,0.31441,10.2704,11.5029,10.5–12.8,12.0624,11.9388,"per 100,000 population"
Ohio,2010,Both Sexes,All Ages,All Races-All Origins,1835,11536504,15.906,0.37132,15.1783,16.6338,16.0885,0.38204,15.3397,16.8372,12.8–16.7,12.4144,12.2966,"per 100,000 population"
Ohio,2011,Both Sexes,All Ages,All Races-All Origins,2025,11544951,17.5401,0.38978,16.7762,18.3041,17.7178,0.40143,16.931,18.5046,16.7–57.8,13.2674,13.1852,"per 100,000 population"
Ohio,2012,Both Sexes,All Ages,All Races-All Origins,2125,11544225,18.4075,0.39931,17.6248,19.1901,18.897,0.41811,18.0775,19.7165,16.7–57.8,13.2208,13.1422,"per 100,000 population"
Ohio,2013,Both Sexes,All Ages,All Races-All Origins,2347,11570808,20.2838,0.41869,19.4632,21.1044,20.7926,0.43833,19.9335,21.6517,16.7–57.8,13.9127,13.8005,"per 100,000 population"
Ohio,2014,Both Sexes,All Ages,All Races-All Origins,2744,11594163,23.6671,0.45181,22.7815,24.5526,24.6364,0.48084,23.6939,25.5788,16.7–57.8,14.7574,14.6831,"per 100,000 population"
Ohio,2015,Both Sexes,All Ages,All Races-All Origins,3310,11613423,28.5015,0.4954,27.5305,29.4725,29.9118,0.53173,28.8696,30.954,16.7–57.8,16.304,16.2923,"per 100,000 population"
Ohio,2016,Both Sexes,All Ages,All Races-All Origins,4329,11614373,37.2728,0.5665,36.1624,38.3831,39.1225,0.60892,37.929,40.316,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Ohio,2017,Both Sexes,All Ages,All Races-All Origins,5111,11658609,43.8388,0.61321,42.637,45.0407,46.3469,0.66432,45.0448,47.649,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Oklahoma,1999,Both Sexes,All Ages,All Races-All Origins,178,3437148,5.1787,0.38816,4.4179,5.9395,5.3625,0.40217,4.5743,6.1508,1.8–7.2,6.0382,6.057,"per 100,000 population"
Oklahoma,2000,Both Sexes,All Ages,All Races-All Origins,237,3450654,6.8683,0.44614,5.9938,7.7427,7.1024,0.46174,6.1974,8.0074,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Oklahoma,2001,Both Sexes,All Ages,All Races-All Origins,269,3467100,7.7586,0.47305,6.8315,8.6858,7.9609,0.48636,7.0076,8.9142,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Oklahoma,2002,Both Sexes,All Ages,All Races-All Origins,240,3489080,6.8786,0.44401,6.0083,7.7489,7.069,0.45769,6.1719,7.9661,1.8–7.2,8.1766,8.1957,"per 100,000 population"
Oklahoma,2003,Both Sexes,All Ages,All Races-All Origins,400,3504892,11.4126,0.57063,10.2942,12.5311,11.7806,0.59164,10.6209,12.9402,10.5–12.8,8.8881,8.8765,"per 100,000 population"
Oklahoma,2004,Both Sexes,All Ages,All Races-All Origins,476,3525233,13.5027,0.61889,12.2896,14.7157,13.9302,0.64255,12.6708,15.1896,12.8–16.7,9.366,9.3831,"per 100,000 population"
Oklahoma,2005,Both Sexes,All Ages,All Races-All Origins,478,3548597,13.4701,0.61611,12.2625,14.6777,13.84,0.63787,12.5897,15.0902,12.8–16.7,10.0884,10.0699,"per 100,000 population"
Oklahoma,2006,Both Sexes,All Ages,All Races-All Origins,563,3594090,15.6646,0.66018,14.3706,16.9586,16.2335,0.69036,14.8804,17.5866,12.8–16.7,11.5373,11.4883,"per 100,000 population"
Oklahoma,2007,Both Sexes,All Ages,All Races-All Origins,666,3634349,18.3252,0.71009,16.9334,19.7169,18.8316,0.73754,17.386,20.2772,16.7–57.8,11.9543,11.8775,"per 100,000 population"
Oklahoma,2008,Both Sexes,All Ages,All Races-All Origins,564,3668976,15.3721,0.64728,14.1035,16.6408,15.631,0.6659,14.3258,16.9362,12.8–16.7,11.9864,11.8947,"per 100,000 population"
Oklahoma,2009,Both Sexes,All Ages,All Races-All Origins,756,3717572,20.3359,0.73961,18.8862,21.7855,20.6336,0.76153,19.141,22.1262,16.7–57.8,12.0624,11.9388,"per 100,000 population"
Oklahoma,2010,Both Sexes,All Ages,All Races-All Origins,717,3751351,19.1131,0.71379,17.7141,20.5121,19.4399,0.73842,17.9926,20.8872,16.7–57.8,12.4144,12.2966,"per 100,000 population"
Oklahoma,2011,Both Sexes,All Ages,All Races-All Origins,703,3791508,18.5414,0.6993,17.1708,19.9121,18.923,0.72549,17.5011,20.345,16.7–57.8,13.2674,13.1852,"per 100,000 population"
Oklahoma,2012,Both Sexes,All Ages,All Races-All Origins,771,3814820,20.2107,0.72787,18.784,21.6373,20.5919,0.75518,19.1118,22.0721,16.7–57.8,13.2208,13.1422,"per 100,000 population"
Oklahoma,2013,Both Sexes,All Ages,All Races-All Origins,790,3850568,20.5165,0.72994,19.0858,21.9471,20.6365,0.74929,19.1679,22.1051,16.7–57.8,13.9127,13.8005,"per 100,000 population"
Oklahoma,2014,Both Sexes,All Ages,All Races-All Origins,777,3878051,20.0358,0.71878,18.627,21.4446,20.3466,0.74521,18.886,21.8072,16.7–57.8,14.7574,14.6831,"per 100,000 population"
Oklahoma,2015,Both Sexes,All Ages,All Races-All Origins,725,3911338,18.5359,0.6884,17.1866,19.8851,19.0047,0.72147,17.5907,20.4188,16.7–57.8,16.304,16.2923,"per 100,000 population"
Oklahoma,2016,Both Sexes,All Ages,All Races-All Origins,813,3923561,20.721,0.72672,19.2966,22.1453,21.5304,0.77219,20.0169,23.0439,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Oklahoma,2017,Both Sexes,All Ages,All Races-All Origins,775,3930864,19.7158,0.70821,18.3277,21.1039,20.0795,0.73812,18.6328,21.5262,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Oregon,1999,Both Sexes,All Ages,All Races-All Origins,210,3393941,6.1875,0.42698,5.3506,7.0244,6.1303,0.42343,5.3004,6.9602,1.8–7.2,6.0382,6.057,"per 100,000 population"
Oregon,2000,Both Sexes,All Ages,All Races-All Origins,208,3421399,6.0794,0.42153,5.2532,6.9056,6.0151,0.4179,5.196,6.8342,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Oregon,2001,Both Sexes,All Ages,All Races-All Origins,241,3467937,6.9494,0.44765,6.072,7.8268,6.8739,0.44432,6.003,7.7447,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Oregon,2002,Both Sexes,All Ages,All Races-All Origins,318,3513424,9.051,0.50755,8.0562,10.0458,8.9269,0.50296,7.9411,9.9127,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Oregon,2003,Both Sexes,All Ages,All Races-All Origins,355,3547376,10.0074,0.53114,8.9664,11.0484,9.7885,0.52283,8.7637,10.8132,7.2–10.5,8.8881,8.8765,"per 100,000 population"
Oregon,2004,Both Sexes,All Ages,All Races-All Origins,365,3569463,10.2256,0.53523,9.1766,11.2747,10.0234,0.52899,8.9866,11.0602,7.2–10.5,9.366,9.3831,"per 100,000 population"
Oregon,2005,Both Sexes,All Ages,All Races-All Origins,386,3613202,10.683,0.54375,9.6173,11.7488,10.4134,0.53492,9.365,11.4619,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Oregon,2006,Both Sexes,All Ages,All Races-All Origins,485,3670883,13.2121,0.59993,12.0362,14.3879,12.8634,0.59011,11.7068,14.02,12.8–16.7,11.5373,11.4883,"per 100,000 population"
Oregon,2007,Both Sexes,All Ages,All Races-All Origins,502,3722417,13.4859,0.6019,12.3061,14.6656,13.1582,0.59454,11.9929,14.3235,12.8–16.7,11.9543,11.8775,"per 100,000 population"
Oregon,2008,Both Sexes,All Ages,All Races-All Origins,452,3768748,11.9934,0.56412,10.8877,13.099,11.8249,0.56415,10.7191,12.9306,10.5–12.8,11.9864,11.8947,"per 100,000 population"
Oregon,2009,Both Sexes,All Ages,All Races-All Origins,501,3808600,13.1544,0.5877,12.0026,14.3063,12.8968,0.58546,11.7492,14.0443,12.8–16.7,12.0624,11.9388,"per 100,000 population"
Oregon,2010,Both Sexes,All Ages,All Races-All Origins,503,3831074,13.1295,0.58541,11.9821,14.2769,12.9117,0.58572,11.7637,14.0598,12.8–16.7,12.4144,12.2966,"per 100,000 population"
Oregon,2011,Both Sexes,All Ages,All Races-All Origins,532,3871859,13.7402,0.59571,12.5726,14.9078,13.5494,0.5992,12.3749,14.7238,12.8–16.7,13.2674,13.1852,"per 100,000 population"
Oregon,2012,Both Sexes,All Ages,All Races-All Origins,490,3899353,12.5662,0.56768,11.4535,13.6788,12.4656,0.57366,11.3412,13.59,10.5–12.8,13.2208,13.1422,"per 100,000 population"
Oregon,2013,Both Sexes,All Ages,All Races-All Origins,455,3930065,11.5774,0.54276,10.5136,12.6412,11.3211,0.54315,10.2566,12.3857,10.5–12.8,13.9127,13.8005,"per 100,000 population"
Oregon,2014,Both Sexes,All Ages,All Races-All Origins,522,3970239,13.1478,0.57546,12.0199,14.2757,12.8483,0.57484,11.7216,13.975,12.8–16.7,14.7574,14.6831,"per 100,000 population"
Oregon,2015,Both Sexes,All Ages,All Races-All Origins,505,4028977,12.5342,0.55776,11.441,13.6274,12.0475,0.54973,10.97,13.125,10.5–12.8,16.304,16.2923,"per 100,000 population"
Oregon,2016,Both Sexes,All Ages,All Races-All Origins,506,4093465,12.3612,0.54952,11.2841,13.4382,11.9386,0.54378,10.8727,13.0044,10.5–12.8,19.6925,19.7851,"per 100,000 population"
Oregon,2017,Both Sexes,All Ages,All Races-All Origins,530,4142776,12.7934,0.55571,11.7042,13.8825,12.3672,0.55032,11.2886,13.4459,10.5–12.8,21.5637,21.7048,"per 100,000 population"
Pennsylvania,1999,Both Sexes,All Ages,All Races-All Origins,990,12263805,8.0725,0.25656,7.5697,8.5754,8.1463,0.25963,7.6375,8.6552,7.2–10.5,6.0382,6.057,"per 100,000 population"
Pennsylvania,2000,Both Sexes,All Ages,All Races-All Origins,1147,12281054,9.3396,0.27577,8.7991,9.8801,9.4647,0.28015,8.9156,10.0138,7.2–10.5,6.1882,6.1749,"per 100,000 population"
Pennsylvania,2001,Both Sexes,All Ages,All Races-All Origins,958,12298970,7.7893,0.25166,7.296,8.2825,7.8976,0.25586,7.3961,8.399,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Pennsylvania,2002,Both Sexes,All Ages,All Races-All Origins,1097,12331031,8.8963,0.2686,8.3698,9.4227,9.1004,0.27575,8.5599,9.6409,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Pennsylvania,2003,Both Sexes,All Ages,All Races-All Origins,1381,12374658,11.1599,0.30031,10.5713,11.7485,11.3719,0.30743,10.7694,11.9745,10.5–12.8,8.8881,8.8765,"per 100,000 population"
Pennsylvania,2004,Both Sexes,All Ages,All Races-All Origins,1544,12410722,12.4409,0.31661,11.8203,13.0614,12.7277,0.32586,12.089,13.3664,10.5–12.8,9.366,9.3831,"per 100,000 population"
Pennsylvania,2005,Both Sexes,All Ages,All Races-All Origins,1613,12449990,12.9558,0.32259,12.3236,13.5881,13.182,0.33092,12.5334,13.8306,12.8–16.7,10.0884,10.0699,"per 100,000 population"
Pennsylvania,2006,Both Sexes,All Ages,All Races-All Origins,1638,12510809,13.0927,0.3235,12.4586,13.7267,13.496,0.33666,12.8362,14.1559,12.8–16.7,11.5373,11.4883,"per 100,000 population"
