PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
QZ435,QZ435,Q,09,GREENSTREET,,QUEENS BLVD. MALLS & 80TH RD (2),Queens Blvd. Malls & 80th Rd (2),0.052,Greenstreet,Type 1,0,not yet,29,11415,409,DOT,"28, 27",14,6,102,0,,Q,Queens Bl Malls & 80th Rd  2
XZ444,XZ444,X,03,GREENSTREET,,Northeast corner of Claremont Pkwy & Ful,Northeast Corner Of Claremont Pkwy & Ful,0.035,Greenstreet,,0,,15,10457,203,DOT,79,33,15,42,0,,X,"Fulton Ave & Claremont Pkwy, NE"
XZ367,XZ367,X,12,GREENSTREET,,Ely Ave. And East 222nd St.,Ely Ave. And East 222nd St.,0.093,Greenstreet,,0,,12,10469,212,DOT,83,36,16,47,0,,X,Ely Ave. And East 222nd St.
BZ58,BZ58,B,17,GREENSTREET,,"RALPH AVE, CLARENDON ROAD, DITMAS AVENUE","Ralph Ave, Clarendon Road, Ditmas Avenue",0.04,Greenstreet,Type 1,1,,45,11236,317,DOT,58,21,8,67,0,,B,"Ralph Ave, Clarendon Road, Ditmas Avenue"
Q389,Q389,Q,14,BAYSIDE PLGD (JHS 180),,BEACH CHANNEL DR & SEASIDE AVE,Beach Channel Dr & Seaside Ave,1.21,Small Park,JOP,1,,32,11694,414,DPR/DOE,23,15,5,100,1,Q-14,Q,Beach Channel Dr. bet. Beach 104 St. and Seaside Ave.
MZ01,MZ256,M,05,GREENSTREET,,PARK AVE SOUTH BET. 28 ST & 29 ST,Park Ave South Bet. 28 St & 29 St,0.027,Greenstreet,Type 1,1,,2,10016,105,DOT,75,28,12,13,0,,M,Park Ave South Bet. E 28 & E 29 Sts
QZ385,QZ385,Q,08,GREENSTREET,,FRANCIS LEWIS BLVD BET. HORACE HARDING EXPWY & 73 AVE (7),Francis Lewis Blvd Bet. Horace Harding Expwy & 73 Ave (7),0.066,Greenstreet,Type 2,0,Just trees (type 2).,23,11364,408,DOT,25,16,6,107,0,,Q,FL Blvd bet 73 Av & Horace Harding Expwy (7)
MT08,MT08,M,08,DeKovats Triangle,,"York Ave., FDR Dr. bet. E. 92 St. and E. 93 St.","York Ave., Fdr Dr. Bet. E. 92 St. And E. 93 St.",0,Small Park,Sitting Area/Triangle/Mall,0,Rated as MZ464,5,10128,108,-,31,10,5,19,0,M-08,M,"York Ave., FDR Dr. bet. E. 92 St. and E. 93 St."
QZ449,QZ449,Q,09,GREENSTREET,,DREW ST. & LIBERTY AVE. & 101 AVE. (E),Drew St. & Liberty Ave. & 101 Ave. (e),0.004,Greenstreet,Type 1,1,,32,11208,305,DOT,54,19,8,75,0,,Q,Liberty Av & Drew St & 101 Av (East)
B385,B385,B,01,WNYC TRANSMITTER SITE,,"WEST AND KENT STREETS, GREENPOINT AVENUE","East River, btw Kent Streets and Greenpoint Avenue",6.611,Small Park,Neighborhood Park,1,Pending,33,11222,301,DPR,50,26,12,94,0,B-01,B,West St. bet. Kent St. and Greenpoint Ave.
QZ602,QZ602,Q,13,GREENSTREET,,"FRANCIS LEWIS BLVD, & SPRINGFIELD BLVD. & 119TH AVE.","Francis Lewis Blvd, & Springfield Blvd. & 119th Ave.",0.059,Greenstreet,Type 1,1,,27,11411,413,DOT,33,14,5,105,0,,Q,FL Blvd & 119 Av & Springfield Blvd
QZ252,QZ252,Q,03,GREENSTREET,,34TH AVE MALLS (11),34th Ave Malls (11),0.039,Greenstreet,Type 2,0,,25,11372,403,DOT,34,"13, 16",14,115,0,,Q,34 Av Bet 71 St & 72 St
B223R,B223R,B,01,CAMPIZ PLAYGROUND,,"HOPE ST, MARCY, METROPOLITAN AVES","Hope St, Marcy Ave, Metropolitan Ave",0.752,Small Park,Neighborhood Plgd,1,,34,11211,301,DPR,53,18,7,90,1,B-01,B,"Hope St., Marcy Ave., Metropolitan Ave."
X118,X118-ZN02,X,09,SOUNDVIEW PARK,,"BRONX R, LAFAYETTE, METCALF, BRONX RIVER AVES","Metcalf, Randall Aves, E/W Path Next to HBCT, N/S Path Through Center of Park",8.44,Large Park,Large Park Zone,1,,18,10473,209,DPR,85,32,15,43,0,,X,"Metcalf, Randall Aves, E/W Path Next to HBCT, N/S Path Through Center of Park"
BZ445,BZ445,B,12,GREENSTREET,,24th Ave / Avenue N / 60th Ave / Mcdonal,"24th Ave ,  Avenue N ,  60th Ave ,  Mcdonal",0.017,Greenstreet,,0,,44,"11204, 11230",311,DOT,48,17,10,62,0,,B,24th Ave / Avenue N / 60th Ave
RZ178,RZ178,R,03,GREENSTREET,,ENGLEWOOD AVE & VETERANS RD WEST,Englewood Ave & Veterans Rd West,0.016,Greenstreet,Type 1,1,,51,10309,503,DOT,62,24,11,123,0,,R,"Englewood Ave & Veterans Rd W, SE Corner"
Q024,Q024-ZN01,Q,07,KISSENA PARK,,"Underhill, Oak, Rose, Booth Memorial Aves, Kissena Blvd, Fresh Meadow Ln","Oak Ave, 164th St, Kissena Lake Area",28.393,Large Park,Large Park Zone,1,,20,11365,407,DPR,25,11,6,2,0,,Q,"Oak Ave, 164th St, Kissena Lake Area"
B223DF,B223DF,B,02,BROOKLYN HEIGHTS PROMENADE,,"BQE PROMENADE, B/W PIERREPONT & MONTAGUE ST","Bqe Promenade, B/w Pierrepont & Montague St",0.08,Small Park,Sitting Area/Triangle/Mall,0,LP,33,11201,302,DPR,52,26,7,84,0,B-02,B,BQE at Montague St.
X271A,X271A,X,04,DRED SCOTT BIRD SANCTUARY,,1302 & 1310 Grant Ave,1302 & 1310 Grant Ave,0,Small Park,Greenthumb,0,,16,10456,204,DPR,77,33,15,44,0,X-04,X,Grant Av bet. E 169 St and E 170 St
MZ135,MZ135,M,14,GREENSTREET,,RIVERSIDE DRIVE BET. 104 ST & 106 ST,Riverside Drive Bet. 104 & 106 St,0.069,Greenstreet,Type 2,0,Just trees (type 2).,9,10024,107,DOT,69,31,10,24,0,,M,Riverside Drive Bet. W. 104th St. And W. 106th St
QZ762,QZ762,Q,03,Greenstreet,,Astoria Bl & 90 Pl & 25 Av,Astoria Bl & 90 Pl & 25 Av,0.025,Greenstreet,,0,,21,11369,403,DOT,35,13,14,115,0,,Q,Astoria Bl & 90 Pl & 25 Av
B166D,B166D-01,B,18,JOSEPH T MCGUIRE PARK,,BERGEN AV AND AVE X AND AVE V,Bergen Ave And Avenue W,0.3,Small Park,Plgd Within Park,1,,46,11234,318,DPR,59,19,8,63,0,,B,Bergen Ave And Avenue W
BZ340,BZ340,B,01,GREENSTREET,,INDIA ST & JAVA ST & MCGUINNESS BLVD,India St & Java St & Mcguinness Blvd,0.038,Greenstreet,Type 1,1,,33,11222,301,DOT,50,18,12,94,0,,B,Mcguinness Blvd Bet India St & Java St
XZ11,XZ11,X,07,GREENSTREET,,JEROME AVE/W MOSHOLU PKWY (NORTHWEST),"Jerome Ave, W Mosholu Pkwy (Northwest)",0.025,Greenstreet,Type 1,1,,11,10467,207,DOT,80,34,13,52,0,,X,Mosholu Bet. Jerome And Paul
M155,M155,M,10,COURTNEY CALLENDER PLGD,,"5 AVE, W 130 TO W 131 STS","5 Ave, W 130 To W 131 Sts",0.653,Small Park,Neighborhood Plgd,1,,9,10037,110,DPR,70,30,13,32,0,M-10,M,"5 Ave., W. 130 St. To .W 131 St."
Q005,Q005-11,Q,12,BAISLEY POND PARK,,"N CONDUIT AVE, BAISLEY BLVD S, LAKE VIEW BLVD E",150 St & 130 Ave,3.093,Small Park,Plgd Within Park,1,,28,11434,412,DPR,32,10,5,113,1,,Q,150 St & 130 Ave
BZ125,BZ125,B,05,GREENSTREET,,LINDEN BLVD. BET. PENNSYLVANIA AVE. & WYONA ST. (1),Linden Blvd. Bet. Pennsylvania Ave. & Wyona St. (1),0.019,Greenstreet,Type 2,0,Just trees (type 2).,42,11207,305,DOT,60,19,8,75,0,,B,Linden Blvd btw Pennsylvania Ave & Wyona St
XZ277,XZ277,X,09,GREENSTREET,,BEACH AVE & SOUNDVIEW AVE,Beach Ave & Soundview Ave,0.02,Greenstreet,Type 1,1,,18,10473,209,DOT,85,34,15,43,0,,X,Beach Ave. And Soundview Ave.
X004,XZ203,X,14,GREENSTREET,,"WEBSTER AV, EAST OF 233RD @ ENTRANCE TO RAIL ROAD STATION","Webster Av, East Of 233rd @ Entrance To Rail Road Station",0.028,Greenstreet,Type 1,1,,11,10470,212,DOT,81,34,16,47,0,,X,Webster Av & Bx River Pkwy Rd
Q360R,Q360R,Q,05,SITTING AREA (T),,"58 AVE & SERVICE RD, NEAR 73 ST","58 Ave & Service Rd, Near 73 St",0.09,Small Park,Sitting Area/Triangle/Mall,1,,30,11378,405,DPR/SDOT,30,15,6,104,0,Q-05,Q,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S."
M071,M071-02,M,14,RIVERSIDE PARK,,"RIVERSIDE DR TO HUDSON RIVER, W 59 ST TO CLAIR PL",67th To 68th Sts Along Riverside Dr,0.256,Small Park,Plgd Within Park,0,Rated as M353-01,6,10023,107,DPR,67,27,10,20,0,,M,67th To 68th Sts Along Riverside Dr
QZ552,QZ552,Q,13,GREENSTREET,,137 AVE BET. 234 PL & 234 ST,137 Ave Bet. 234 Pl & 234 St,0.056,Greenstreet,Type 1,1,,31,11422,413,DOT,29,14,5,105,0,,Q,137 Av Bet 234 Pl & 234 St
QZ18,QZ18,Q,08,MALL SIXTY-NINE,,"69 AVE, 188 ST TO 193 LA","69 Ave, 188 St To 195 La",0,Small Park,Sitting Area/Triangle/Mall,1,,23,,408,DPR,,,,0,0,,Q,"69 AVE , 188 ST TO 193 LA"
M208,M208,M,11,HARLEM RIVER DRIVE,,,,0,Other,EXWY,0,,7,10035,111,DPR,,,,0,0,,M,
RZ306,RZ306,R,02B,GREENSTREET,,Father Capodanno Blvd AND PARKING LOT EN,Father Capodanno Blvd And Parking Lot En,0.003,Greenstreet,,0,,50,10305,502,DOT,64,23,11,122,0,,R,Father Capodanno Blvd AND PARKING LOT EN
M271A,M271A,M,11,Harlem RBI,,"E 100-101 STS, 1 TO 2 AVES","E 100-101 Sts, 1 To 2 Aves",0.9,Small Park,Undeveloped,0,LEARNING CENTER OPERATED BY LOCAL CHURCHES.  4/02 -AT,8,10029,111,DPR,68,29,13,23,0,M-11,M,E. 100 St. to E. 101 St. bet. 2 Ave. and 1 Ave.
B285,B285,B,17,HARRY MAZE MEMORIAL PARK,,AVE D BET E 56 & E 57 ST,Ave D Bet E 56 & E 57 St,2.427,Small Park,Neighborhood Plgd,1,,45,11203,317,DPR,58,21,9,67,1,B-17,B,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St."
QZ301,QZ301,Q,05,GREENSTREET,,"QUEENS MIDTOWN EXPRESSWAY (WESTBOUND), 69 ST, & GRAND AVE","Queens Midtown Expressway (westbound), 69 St, & Grand Ave",0.083,Greenstreet,Type 1,1,,30,11378,405,DOT,30,15,6,104,0,,Q,Queens Midtown Expwy wb 69 St & Grand Av
RZ124,RZ124,R,01,GREENSTREET,,CANAL ST BET. BROAD ST & WRIGHT ST (6) (SIXTH SITE FROM SOUTH END),Canal St Bet. Broad St & Wright St (6) (sixth Site From South End),0.015,Greenstreet,Type 1,1,,49,10304,501,DOT,61,23,11,120,0,,R,Canal And Wright
M081,M081-ZN02,M,08,CARL SCHURZ PARK,,"EAST END AVE TO EAST RIVER, E 84 TO E 90 STS","East End Ave To East River, N/o E 87th St",6.514,Large Park,Large Park Zone,1,,5,10028,108,DPR,76,29,12,3,1,,M,"East End Ave To East River, N/o E 87th St"
MZ01,MZ248,M,05,GREENSTREET,,PARK AVE SOUTH BET. 19 ST & 20 ST,Park Ave South Bet. 19 St & 20 St,0.022,Greenstreet,Type 1,1,,2,10003,105,DOT,74,28,12,13,0,,M,Park Ave South Bet. E 19 & E 20 Sts
MZ09,MZ09,M,03,GREENSTREET,,2 AVE & HOUSTON ST,2 Ave & Houston St,0.015,Greenstreet,Type 2,0,now just concrete 1/2018 AB.,1,10003,103,DOT,"66, 65",26,12,9,0,,M,2nd Ave And E. Houston st
RZ77,RZ77,R,01,GREENSTREET,,RICHMOND TERRACE & ST. PETER'S PLACE (E),Richmond Terrace & St. Peter's Place (e),0.035,Greenstreet,Type 2,0,Just trees (type 2).,49,10301,501,DOT,61,23,11,120,0,,R,Richmond Terr And Nicholas
X003,X003-ZN03,X,11,BRONX & PELHAM PKWY(2.5 MILES),,BRONX PARK TO PELHAM BAY PARK,"Pelham Pkwy N And S, Eastchester Rd, Stillwell Ave",12.656,Large Park,Large Park Zone,1,Pending,13,"10461, 10469",211,DPR,"82, 80",34,14,49,0,,X,"Pelham Pkwy N And S, Eastchester Rd, Stillwell Ave"
Q360F,Q360F,Q,05,TECHNICAL SERGEANT THOMAS J. DAVEY TRIANGLE,,"BORDEN AVE (LIE SERVICE RD WESTBOUND), JAY AVE, HAMILTON PL","Borden Ave (lie Service Rd Westbound), Jay Ave, Hamilton Pl",0.126,Small Park,Sitting Area/Triangle/Mall,1,,30,11378,405,DPR,30,15,6,104,0,Q-05,Q,"Borden Ave., Hamilton Pl., Jay Ave."
RZ207,RZ207,R,02B,GREENSTREET,,HYLAN BLVD & PARKINSON AVE,Hylan Blvd & Parkinson Ave,0.063,Greenstreet,Type 1,0,to be decommissioned 3/11/14 AB.,50,10305,502,DOT,64,"24, 23",11,122,0,,R,Hylan And Clove
BZ297,BZ297,B,02,GREENSTREET,,OLD FULTON ST & WATER ST,Old Fulton St & Water St,0.02,Greenstreet,Type 1,1,,33,11201,302,DOT,52,26,7,84,0,,B,Old Fulton St & Water St
BZ338,BZ338,B,01,GREENSTREET,,GREEN ST & HURON ST & MCGUINNESS BLVD,Green St & Huron St & Mcguinness Blvd,0.036,Greenstreet,Type 1,1,,33,11222,301,DOT,50,18,12,94,0,,B,Mcguinness Blvd Bet Green St & Huron St
B279,B279,B,18,WILSON PLGD,,"AVES J & K, E 100 TO E 101 STS","Aves J & K, E 100 To E 101 Sts",1.721,Small Park,JOP,1,,46,11236,318,DPR/DOE,58,19,8,69,0,B-18,B,Ave. K between E. 100 St. and E. 101 St.
X298,X298,X,04,GARDEN OF LIFE,,E173 BET WEEKS AND EASTBURN AVENUES,E173 Bet Weeks And Eastburn Avenues,0.183,Small Park,To Be Determined,0,,15,10457,204,DPR,86,33,15,44,0,X-04,X,E 173 St bet. Weeks Av and Eastburn Av
Q083,BZ269,B,05,GREENSTREET,,JACKIE ROBINSON PKWY ENTRANCE & HIGHLAND BLVD,Jackie Robinson Pkwy Entrance & Highland Blvd,0.07,Greenstreet,Type 2,0,,37,11207,305,DOT,54,18,7,75,0,,Q,h robinson py ap & jackie robinson py & highland bl
X121,X121,X,10,BUFANO PLGD,,"BRADFORD, EDISON, LA SALLE, WATERBURY AVES","Bradford, Edison, La Salle, Waterbury Aves",1.904,Small Park,Neighborhood Plgd,1,,13,10461,210,DPR,82,34,14,45,1,X-10,X,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.
Q391,Q391,Q,08,JOSEPH AUSTIN PLGD,,S/S GRAND CENTRAL PKWY BET 164 PL & 168 ST,S/s Grand Central Pkwy & 164 Pl,3.814,Small Park,JOP,1,,24,11432,408,DPR/DOE,24,11,6,107,1,Q-08,Q,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.
QZ732,QZ732,Q,07,Greenstreet,,150 St Bet Willets Point Bl & 24 Av,150 St Bet Willets Point Bl & 24 Av,0.041,Greenstreet,,0,,19,11357,407,DOT,40,11,3,109,0,,Q,150 St Bet Willets Point Bl & 24 Av
Q464,Q464,Q,14,BRANT POINT WILDLIFE SANCTUARY,,BAYFIELD & DECOSTA AVENUES,Bayfield & Decosta Avenues,19.556,Large Park,Large Park,0,marsh,31,11692,414,DPR,31,10,5,100,0,Q-14,Q,Beach 72 St. bet. Bayfields Ave. and Hillmeyer Ave.
M222,M222,M,02,GRAND & CANAL COURTS,,"THOMPSON & CANAL STS, AVE OF AMERICAS","Thompson & Canal Sts, Ave Of Americas",0.134,Small Park,Neighborhood Plgd,1,,1,10013,102,DPR,66,26,10,1,0,M-02,M,"Thompson St., Canal St., Ave. of the Americas"
MZ462,MZ462,M,11R,GREENSTREET,,South of MN State Hospital & Triborough Br.,South Of Mn State Hospital & Triborough Br.,0.028,Greenstreet,,0,,8,10035,111,DOT,68,29,12,25,0,,M,South of MN State Hospital & Triborough Br.
RZ322,RZ322,R,01,GREENSTREET,,Hylan Blvd bet Kay Pl & Maryland La North,Hylan Blvd Bet Kay Pl & Maryland La North,0.024,Greenstreet,,0,,49,10305,501,DOT,64,23,11,120,0,,R,Hylan Blvd bet Kay Pl & Maryland La North
B106B,BZ233,B,13,GREENSTREET,,BENSON AVE & STILLWELL AVE & 27TH ST,Benson Ave & Stillwell Ave & 27th St,0.121,Greenstreet,Type 1,0,"overlaps, and rated with, B106B. AB 7/25/14",47,11214,313,DOT,47,22,11,60,0,,B,"Benson Ave, Stillwell Ave, and 27th St"
MZ153,MZ153,M,10,GREENSTREET,,LENOX AVE BET. 119 ST & 120 ST,Lenox Ave Bet. 119 St & 120 St,0.071,Greenstreet,Type 1,1,,9,10026,110,DOT,70,30,13,28,0,,M,Lenox Ave Bet W 119 St And W 120 St
XZ239,XZ239,X,08,GREENSTREET,,GREYSTONE & WALDO & W 236 ST (NORTH),Greystone & Waldo & W 236 St (north),0.031,Greenstreet,Type 1,1,,11,10463,208,DOT,81,34,16,50,0,,X,Greystone Ave. And West 236th St.
XZ292,XZ292,X,10,GREENSTREET,,PELHAM BAY PKWY BET. HUTCHINSON PKWY ENTRANCE & I-95 NORTH (7) (WESTERNMOST OF 7 SITES),Pelham Bay Pkwy Bet. Hutchinson Pkwy Entrance & I-95 North (7) (westernmost Of 7 Sites),0.031,Greenstreet,Type 2,0,Just trees (type 2).,13,10461,210,DOT,82,34,14,45,0,,X,Pelham Bay Pkwy Bet. Hutchinson Pkwy Ent
B066,B066,B,10,OWLS HEAD PARK,,"SHORE PKWY, SHORE RD, COLONIAL RD, 68 ST","Shore Pkwy, Shore Rd, Colonial Rd, 68 St",24.218,Large Park,Large Park,1,,43,11220,310,DPR,64,22,10,68,1,B-10,B,"Shore Rd., 68 St., Colonial Rd."
X256,X256,X,11,PELHAM BAY LITTLE LEAGUE PARK,,"WESTCHESTER AVE, E TREMONT AVE, LITTLE LEAGUE PL","Westchester Ave, E Tremont Ave, Little League Pl",1.26,Small Park,Neighborhood Park,1,,13,10461,211,DPR,82,34,14,49,0,X-11,X,Westchester Ave. bet. Tan Pl. and Waters Ave.
X010B,X010B,X,03,HYLAN PARK,,"CROTONA PARK NORTH, E. 175TH ST & SOUTHERN BLVD","Crotona Park North, E. 175 St & Southern Blvd",3.7,Small Park,Sitting Area/Triangle/Mall,0,Rated as X010-ZN06,15,10460,203,DPR,,,,0,0,,X,"CROTONA PARK NORTH, E. 175 ST & SOUTHERN BLVD"
Q162,Q162-ZN02C,Q,14,ROCKAWAY BEACH & BOARDWALK,,B 3 TO B 73 STS,B 36 To B 44 Sts,21.553,Large Park,Beach Zone,1,,31,11691,414,DPR,23,15,5,101,0,,Q,B 36 To B 44 Sts
M344,M344,M,11,HUMACAO COMMUNITY GARDEN,,335 E. 108th St Bet 1st & 2nd Ave,335 E. 108th St Bet 1st & 2nd Ave,0.11,Small Park,Greenthumb,0,,8,10029,111,DPR,68,29,13,23,0,M-11,M,E. 108 St. bet. 1 Ave. and 2 Ave.
BZ490,BZ490,B,02,GREENSTREET,,Carlton Av Bet. Myrtle Av & Park Av (2),Carlton Av Bet. Myrtle Av & Park Av (2),0.166,Greenstreet,Type 2 Greenstreet,0,,35,11205,302,DOT,"50, 57",25,8,88,0,,B,Carlton Av Bet. Myrtle Av & Park Av (2)
M375,M375,M,11,PLEASANT PARK GARDEN,,437-39 E. 114th St,437-39 E. 114th St,0.116,Small Park,Greenthumb,0,,8,10029,111,DPR,68,29,13,23,0,M-11,M,E. 114 St. bet. 1 Ave. and Pleasant Ave.
M010,M010-ZN42&43,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS","5th Ave, CPN, Dana Discovery Center, Powell Blvd",10.741,Large Park,Flagship Park Zone,1,,6,10025,164,DPR,68,29,13,2,1,,M,"5 Ave, CPN, Dana Discovery Center, Powell Blvd"
XZ209,XZ209,X,05,GREENSTREET,,ANDREWS AVE & WEST TREMONT AVE,Andrews Ave & West Tremont Ave,0.035,Greenstreet,Type 1,1,,14,10453,205,DOT,86,29,15,46,0,,X,Andrews And Tremont
R119,R119,R,03,BLUE HERON PARK PRESERVE,,"AMBOY RD, BARCLAY AVE, HYLAN BLVD & BERTRAM AVE","Amboy Rd, Barclay Ave, Hylan Blvd & Bertram Ave",217.45,Large Park,Large Park,0,Rated as separate zones,51,10312,503,DPR,62,24,11,123,0,R-03,R,"Amboy Rd., Barclay Ave., Hylan Blvd. and Bertram Ave."
XZ20,XZ20,X,02,GREENSTREET,,PROSPECT AVE/167TH ST/REV JAMES POLITE AVE,"Prospect Ave, 167th St, rev James Polite Ave",0.104,Greenstreet,Type 1,1,,17,10459,202,DOT,79,32,15,41,0,,X,167th Street Bet. Prospect And Rev James
B113F,B113F,B,02,Columbus Plaza,,"Adam St., Jay St. bet. Johnson St. and Willoughby St.","Adam St., Jay St. Bet. Johnson St. And Willoughby St.",0,,,0,,33,11201,302,-,52,25,7,84,0,B-02,B,"Adam St., Jay St. bet. Johnson St. and Willoughby St."
B169B,B169B,B,13,POSEIDON PLGD,,"SURF AVE, W 25 TO W 27 STS, BOARDWALK",W 27 St & Boardwalk,2.944,Small Park,Neighborhood Plgd,1,,47,11224,313,DPR,46,23,8,60,0,B-13,B,"Surf Ave. bet. W. 25 St. to W. 27 St., Boardwalk"
Q162,Q162-ZN03,Q,14,ROCKAWAY BEACH & BOARDWALK,,B 3 TO B 73 STS,Btwn 44th St And 56th St,0,Large Park,Beach Zone,0,Split,31,11691,414,DPR,,,,0,0,,Q,BTWN 44TH ST AND 56TH ST
M096,MZ172,M,10,GREENSTREET,,ADAM CLAYTON POWELL BLVD BET. 135 ST & 136 ST,Adam Clayton Powell Blvd Bet. 135 St & 136 St,0.047,Greenstreet,Type 1,1,,9,10030,110,DOT,70,30,13,32,0,,M,Adam Clayton Powell Blvd Bet. 135 St & 136 st
QZ603,QZ603,Q,13,GREENSTREET,,FRANCIS LEWIS BLVD MALL BET. 130 AVE & 131 AVE (2),Francis Lewis Blvd Mall Bet. 130 Ave & 131 Ave (2),0.078,Greenstreet,Type 2,0,Just trees (type 2).,31,11413,413,DOT,29,14,5,105,0,,Q,francis lewis Blvd Mall  bet. 130 Av & 131 Av     (2)
M178,MZ129,M,03,GREENSTREET,,CHERRY & SOUTH STS & CATHERINE SLIP (2),Cherry & Water Sts & Catherine Slip (north),0.103,Greenstreet,Type 1,0,Rated as M178,1,10038,103,DOT,65,26,7,5,0,,M,Cherry & South Sts & Catherine Slip (2)
MZ205,MZ205,M,10,GREENSTREET,,MACOMBS PL BET. 152 ST & 153 ST,Macombs Pl Bet. 152 St & 153 St,0.024,Greenstreet,Type 1,1,,9,10039,110,DOT,71,30,13,32,0,,M,Macombs Place Bet W 152 St And W 153 St
BT17,BT17,B,11,Brooklyn Bay Center,,Shore Pkwy. bet. 24 Ave. and Bay 38 St.,Shore Pkwy. bet. 24 Ave. and Bay 38 St.,2.937,Other,REDEC,1,,43,11214,311,Private,46,23,11,,0,,B,Shore Pkwy. bet. 24 Ave. and Bay 38 St.
Q387E,Q387E,Q,07,BAYBRIDGE GREEN,,E/s Clearview Exwy & 15 Rd,E/s Clearview Exwy & 15 Rd,0.316,Other,STRIP,0,,19,11360,407,DPR,26,11,3,109,0,Q-07,Q,Clearview Exwy. bet. Lori Dr. and 15 Dr.
MZ460,MZ460,M,03,GREENSTREET,,Fulton Street between Pearl & Ryder Alley,Fulton Street Between Pearl & Ryder Alley,0.352,Greenstreet,,0,,1,10038,101,DOT,65,26,10,1,0,,M,Fulton Street between Pearl & Ryder Alley
Q140,QZ818,Q,03,Barclay Triangle,,Astoria Bl 31 Av 102 St,Astoria Bl 31 Av 102 St,0.147,Greenstreet,,0,,21,11369,403,DOT,35,13,14,115,0,,Q,Astoria Bl 31 Av 102 St
M046,M046,M,01,VIETNAM VETERANS PLAZA,,N/S SOUTH ST BET BROAD ST & OLD SLIP,N/s South St Bet Broad St & Old Slip,0.728,Small Park,Neighborhood Park,1,,1,10004,101,DPR,65,26,10,1,0,M-01,M,N/S South St bet. Broad St and Old Slip
BZ364,BZ364,B,13,GREENSTREET,,SURF AVE BET. SEABREEZE AVE & WEST 5 ST (3),Surf Ave Bet. Seabreeze Ave & West 5 St (3),0,Greenstreet,Type 2,0,Just trees (type 2).,0,11224,313,DPR,,,,0,0,,B,SURF AVE BET. SEABREEZE AVE & WEST 5 ST (3)
M010,M010-164,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS",81 St & Central Pk West,0.373,Small Park,Plgd Within Park,1,,6,10024,164,DPR,69,29,10,22,0,,M,81 St & Central Pk West
M029,M029-ZN06,M,12,FORT TRYON PARK,,"RIVERSIDE DR TO BROADWAY, W 192 TO DYCKMAN STS",Broadway Sidewalk And Adjacent Path From East-west Path Near Sherman Ave To Riverside Dr,3.929,Large Park,Large Park Zone,1,,10,10040,112,DPR,71,31,13,34,0,,M,Broadway Sidewalk And Adjacent Path From East-West Path Near Sherman Ave To Riverside Dr
QZ618,QZ618,Q,13,GREENSTREET,,JAMAICA AVE BET. COMMONWEALTH AVE & 249 ST (1),Jamaica Ave Bet. Commonwealth Ave & 249 St (1),0.031,Greenstreet,Type 2,0,Just trees (type 2).,23,11001,413,DOT,33,11,3,105,0,,Q,Jamaica Av bet Commonwealth Blv & 249 St   (1)
QZ356,QZ356,Q,07,GREENSTREET,,OAK ST & QUINCE AVE & 158 ST,Oak St & Quince Ave & 158 St,0.023,Greenstreet,Type 1,1,,20,11355,407,DOT,25,16,6,109,0,,Q,Oak St & Quince Av & 158 St
RZ71,RZ71,R,01,GREENSTREET,,RICHMOND TERRACE B/W SI FERRY & SCHUYLER ST (BORO HALL FRONT),Richmond Terrace B/w Si Ferry & Schuyler St (boro Hall Front),0.029,Greenstreet,Type 2,0,Just trees (type 2).,49,10301,501,DOT,61,23,11,120,0,,R,Richmond Terr And Schuyler
X241,X241,X,04,PARK (HOE AVE),,"E/S HOE AVE, S/O ALDUS ST","E/s Hoe Ave, S/o Aldus St",0.23,Small Park,Greenthumb,0,greenthumb,17,10459,202,DPR,85,32,15,41,0,X-04,X,Hoe Ave. bet. Aldus St. and Bruckner Blvd.
QZ533,QZ533,Q,13,GREENSTREET,,115 AVE & 217 ST,115 Ave & 217 St,0.067,Greenstreet,Type 1,1,,27,11411,413,DOT,33,14,5,105,0,,Q,115 Av & 217 St & 114 Rd
MZ90,MZ90,M,10,GREENSTREET,,FREDERICK DOUGLASS BLVD & 110TH ST (SW),Frederick Douglass Blvd & 110th St (sw),0,Greenstreet,Type 1,0,,8,10025,110,DPR,,,,0,0,,M,FREDERICK DOUGLASS BLVD & 110TH ST (SW)
MZ202,MZ202,M,12,GREENSTREET,,RIVERSIDE DRIVE & 157TH ST,Riverside Drive & 157th St,0.028,Greenstreet,Type 1,1,,7,10032,112,DOT,71,31,13,33,0,,M,Riverside Dr betw W 156-157 Sts
