Date,Program,Item,Value
09/01/2018,Total Home Care Cases,Housekeeper Cases,804
10/01/2018,Total Home Care Cases,Housekeeper Cases,801
11/01/2018,Total Home Care Cases,Housekeeper Cases,792
12/01/2018,Total Home Care Cases,Housekeeper Cases,773
01/01/2019,Total Home Care Cases,Housekeeper Cases,761
02/01/2019,Total Home Care Cases,Housekeeper Cases,760
03/01/2019,Total Home Care Cases,Housekeeper Cases,742
04/01/2019,Total Home Care Cases,Housekeeper Cases,730
05/01/2019,Total Home Care Cases,Housekeeper Cases,725
06/01/2019,Total Home Care Cases,Housekeeper Cases,710
07/01/2019,Total Home Care Cases,Housekeeper Cases,706
08/01/2019,Total Home Care Cases,Housekeeper Cases,685
09/01/2019,Total Home Care Cases,Housekeeper Cases,683
10/01/2019,Total Home Care Cases,Housekeeper Cases,676
11/01/2019,Total Home Care Cases,Housekeeper Cases,671
12/01/2019,Total Home Care Cases,Housekeeper Cases,660
01/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,504"
02/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,535"
03/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,504"
04/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,533"
05/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,556"
06/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,506"
07/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,395"
08/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,451"
09/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,432"
10/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,455"
11/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,452"
12/01/2016,Total Home Care Cases,Total Home Attendant Cases,"3,449"
01/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,379"
02/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,442"
03/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,424"
04/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,417"
05/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,428"
06/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,519"
07/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,520"
08/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,522"
09/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,561"
10/01/2017,Total Home Care Cases,Total Home Attendant Cases,"3,614"
11/01/2017,Total Home Care Cases,Total Home Attendant Cases,"2,784"
12/01/2017,Total Home Care Cases,Total Home Attendant Cases,"2,751"
01/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,711"
02/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,739"
03/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,764"
04/01/2018,Total Home Care Cases,Total Home Attendant Cases,N/A
05/01/2018,Total Home Care Cases,Total Home Attendant Cases,N/A
06/01/2018,Total Home Care Cases,Total Home Attendant Cases,N/A
07/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,449"
08/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,418"
09/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,411"
10/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,372"
11/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,402"
12/01/2018,Total Home Care Cases,Total Home Attendant Cases,"2,408"
01/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,372"
02/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,427"
03/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,412"
04/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,348"
05/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,345"
06/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,295"
07/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,267"
08/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,289"
09/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,248"
10/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,236"
11/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,247"
12/01/2019,Total Home Care Cases,Total Home Attendant Cases,"2,214"
01/01/2016,Total Home Care Cases,Total Home Care Cases,"126,433"
02/01/2016,Total Home Care Cases,Total Home Care Cases,"127,886"
03/01/2016,Total Home Care Cases,Total Home Care Cases,"129,293"
04/01/2016,Total Home Care Cases,Total Home Care Cases,"131,045"
05/01/2016,Total Home Care Cases,Total Home Care Cases,"132,945"
06/01/2016,Total Home Care Cases,Total Home Care Cases,"134,575"
07/01/2016,Total Home Care Cases,Total Home Care Cases,"136,367"
08/01/2016,Total Home Care Cases,Total Home Care Cases,"138,067"
09/01/2016,Total Home Care Cases,Total Home Care Cases,"139,557"
10/01/2016,Total Home Care Cases,Total Home Care Cases,"141,092"
11/01/2016,Total Home Care Cases,Total Home Care Cases,"142,949"
12/01/2016,Total Home Care Cases,Total Home Care Cases,"144,769"
01/01/2017,Total Home Care Cases,Total Home Care Cases,"146,301"
02/01/2017,Total Home Care Cases,Total Home Care Cases,"148,457"
03/01/2017,Total Home Care Cases,Total Home Care Cases,"149,563"
04/01/2017,Total Home Care Cases,Total Home Care Cases,"150,507"
05/01/2017,Total Home Care Cases,Total Home Care Cases,"152,278"
06/01/2017,Total Home Care Cases,Total Home Care Cases,"153,849"
07/01/2017,Total Home Care Cases,Total Home Care Cases,"155,504"
08/01/2017,Total Home Care Cases,Total Home Care Cases,"157,598"
09/01/2017,Total Home Care Cases,Total Home Care Cases,"158,992"
10/01/2017,Total Home Care Cases,Total Home Care Cases,"160,835"
11/01/2017,Total Home Care Cases,Total Home Care Cases,"162,223"
12/01/2017,Total Home Care Cases,Total Home Care Cases,"163,776"
01/01/2018,Total Home Care Cases,Total Home Care Cases,"165,419"
02/01/2018,Total Home Care Cases,Total Home Care Cases,"167,503"
03/01/2018,Total Home Care Cases,Total Home Care Cases,"168,889"
04/01/2018,Total Home Care Cases,Total Home Care Cases,N/A
05/01/2018,Total Home Care Cases,Total Home Care Cases,N/A
06/01/2018,Total Home Care Cases,Total Home Care Cases,N/A
07/01/2018,Total Home Care Cases,Total Home Care Cases,"175,184"
08/01/2018,Total Home Care Cases,Total Home Care Cases,"177,486"
09/01/2018,Total Home Care Cases,Total Home Care Cases,"178,006"
10/01/2018,Total Home Care Cases,Total Home Care Cases,"180,078"
11/01/2018,Total Home Care Cases,Total Home Care Cases,"183,089"
12/01/2018,Total Home Care Cases,Total Home Care Cases,"185,044"
01/01/2019,Total Home Care Cases,Total Home Care Cases,"187,412"
02/01/2019,Total Home Care Cases,Total Home Care Cases,"189,153"
03/01/2019,Total Home Care Cases,Total Home Care Cases,"190,843"
04/01/2019,Total Home Care Cases,Total Home Care Cases,"191,875"
05/01/2019,Total Home Care Cases,Total Home Care Cases,"194,014"
06/01/2019,Total Home Care Cases,Total Home Care Cases,"196,230"
07/01/2019,Total Home Care Cases,Total Home Care Cases,"198,891"
08/01/2019,Total Home Care Cases,Total Home Care Cases,"201,566"
09/01/2019,Total Home Care Cases,Total Home Care Cases,"203,633"
10/01/2019,Total Home Care Cases,Total Home Care Cases,"206,077"
11/01/2019,Total Home Care Cases,Total Home Care Cases,"207,713"
12/01/2019,Total Home Care Cases,Total Home Care Cases,"209,612"
01/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,423,364"
02/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,406,568"
03/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,387,459"
04/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,365,932"
05/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,346,478"
06/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,321,211"
07/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,303,170"
08/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,285,379"
09/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,262,070"
10/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,243,366"
11/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,224,754"
12/01/2016,Total Medicaid Enrollees,Medicaid - Only,"1,208,174"
01/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,189,528"
02/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,172,570"
03/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,161,927"
04/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,143,780"
05/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,126,904"
06/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,109,952"
07/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,097,828"
08/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,079,999"
09/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,066,276"
10/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,055,431"
11/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,036,341"
12/01/2017,Total Medicaid Enrollees,Medicaid - Only,"1,029,485"
01/01/2018,Total Medicaid Enrollees,Medicaid - Only,"1,017,121"
02/01/2018,Total Medicaid Enrollees,Medicaid - Only,"1,004,281"
03/01/2018,Total Medicaid Enrollees,Medicaid - Only,"1,002,253"
04/01/2018,Total Medicaid Enrollees,Medicaid - Only,"993,135"
05/01/2018,Total Medicaid Enrollees,Medicaid - Only,"986,095"
06/01/2018,Total Medicaid Enrollees,Medicaid - Only,"979,491"
07/01/2018,Total Medicaid Enrollees,Medicaid - Only,"975,112"
08/01/2018,Total Medicaid Enrollees,Medicaid - Only,"965,969"
09/01/2018,Total Medicaid Enrollees,Medicaid - Only,"961,960"
10/01/2018,Total Medicaid Enrollees,Medicaid - Only,"950,731"
11/01/2018,Total Medicaid Enrollees,Medicaid - Only,"936,246"
12/01/2018,Total Medicaid Enrollees,Medicaid - Only,"926,558"
01/01/2019,Total Medicaid Enrollees,Medicaid - Only,"915,580"
02/01/2019,Total Medicaid Enrollees,Medicaid - Only,"903,483"
03/01/2019,Total Medicaid Enrollees,Medicaid - Only,"903,454"
04/01/2019,Total Medicaid Enrollees,Medicaid - Only,"896,795"
05/01/2019,Total Medicaid Enrollees,Medicaid - Only,"886,737"
06/01/2019,Total Medicaid Enrollees,Medicaid - Only,"874,924"
07/01/2019,Total Medicaid Enrollees,Medicaid - Only,"862,126"
08/01/2019,Total Medicaid Enrollees,Medicaid - Only,"854,291"
09/01/2019,Total Medicaid Enrollees,Medicaid - Only,"847,109"
10/01/2019,Total Medicaid Enrollees,Medicaid - Only,"835,148"
11/01/2019,Total Medicaid Enrollees,Medicaid - Only,"827,019"
12/01/2019,Total Medicaid Enrollees,Medicaid - Only,"814,397"
01/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,196,950"
02/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,175,843"
03/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,151,805"
04/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,136,378"
05/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,108,266"
06/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,085,788"
07/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,074,089"
08/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,051,400"
09/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,033,637"
10/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"2,012,600"
11/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,995,245"
12/01/2016,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,981,474"
01/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,952,405"
02/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,933,439"
03/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,916,672"
04/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,904,189"
05/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,879,780"
06/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,869,505"
07/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,853,304"
08/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,835,192"
09/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,825,865"
10/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,810,252"
11/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,792,198"
12/01/2017,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,789,869"
01/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,771,230"
02/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,760,244"
03/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,753,772"
04/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,737,364"
05/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,727,925"
06/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,725,512"
07/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,712,990"
08/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,708,633"
09/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,705,106"
10/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,687,129"
11/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,676,372"
12/01/2018,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,658,450"
01/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,647,228"
02/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,633,171"
03/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,629,506"
04/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,614,447"
05/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,602,855"
06/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,593,507"
07/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,573,728"
08/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,570,911"
09/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,556,600"
10/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,543,973"
11/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,539,231"
12/01/2019,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,516,282"
01/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,032"
02/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,019"
03/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,028"
04/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,072"
05/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,051"
06/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,049"
07/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,045"
08/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,045"
09/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,043"
10/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,986"
11/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,985"
12/01/2016,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,981"
01/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,978"
02/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,973"
03/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,967"
04/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,967"
05/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,962"
06/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,962"
07/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,007"
08/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,006"
09/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,013"
10/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,009"
11/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,006"
12/01/2017,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,045"
01/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,045"
02/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,068"
03/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,039"
04/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,013"
05/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,058"
06/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,098"
07/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,098"
08/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,173"
09/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,063"
10/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,055"
11/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,035"
12/01/2018,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,035"
01/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,035"
02/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,056"
03/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,897"
04/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,894"
05/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,892"
06/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,876"
07/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,876"
08/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,871"
09/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,780"
10/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,780"
11/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,964"
12/01/2019,Total Supportive Housing Beds,Total Supportive Housing Beds,"13,972"
01/01/2016,Undercare Cases,Undercare Cases,"6,844"
02/01/2016,Undercare Cases,Undercare Cases,"6,819"
03/01/2016,Undercare Cases,Undercare Cases,"6,894"
04/01/2016,Undercare Cases,Undercare Cases,"6,852"
05/01/2016,Undercare Cases,Undercare Cases,"6,819"
06/01/2016,Undercare Cases,Undercare Cases,"6,818"
07/01/2016,Undercare Cases,Undercare Cases,"6,932"
08/01/2016,Undercare Cases,Undercare Cases,"7,025"
09/01/2016,Undercare Cases,Undercare Cases,"7,120"
10/01/2016,Undercare Cases,Undercare Cases,"7,171"
11/01/2016,Undercare Cases,Undercare Cases,"7,225"
12/01/2016,Undercare Cases,Undercare Cases,"7,302"
01/01/2017,Undercare Cases,Undercare Cases,"7,413"
02/01/2017,Undercare Cases,Undercare Cases,"7,411"
03/01/2017,Undercare Cases,Undercare Cases,"7,468"
04/01/2017,Undercare Cases,Undercare Cases,"7,554"
05/01/2017,Undercare Cases,Undercare Cases,"7,451"
06/01/2017,Undercare Cases,Undercare Cases,"7,510"
07/01/2017,Undercare Cases,Undercare Cases,"7,504"
08/01/2017,Undercare Cases,Undercare Cases,"7,561"
09/01/2017,Undercare Cases,Undercare Cases,"7,616"
10/01/2017,Undercare Cases,Undercare Cases,"7,606"
11/01/2017,Undercare Cases,Undercare Cases,"7,727"
12/01/2017,Undercare Cases,Undercare Cases,"7,539"
01/01/2018,Undercare Cases,Undercare Cases,"7,421"
02/01/2018,Undercare Cases,Undercare Cases,"7,374"
03/01/2018,Undercare Cases,Undercare Cases,"7,326"
04/01/2018,Undercare Cases,Undercare Cases,"7,245"
05/01/2018,Undercare Cases,Undercare Cases,"7,172"
06/01/2018,Undercare Cases,Undercare Cases,"7,179"
07/01/2018,Undercare Cases,Undercare Cases,"7,122"
08/01/2018,Undercare Cases,Undercare Cases,"7,245"
09/01/2018,Undercare Cases,Undercare Cases,"7,166"
10/01/2018,Undercare Cases,Undercare Cases,"7,121"
11/01/2018,Undercare Cases,Undercare Cases,"7,203"
12/01/2018,Undercare Cases,Undercare Cases,"7,107"
01/01/2019,Undercare Cases,Undercare Cases,"6,929"
02/01/2019,Undercare Cases,Undercare Cases,"6,808"
03/01/2019,Undercare Cases,Undercare Cases,"6,743"
04/01/2019,Undercare Cases,Undercare Cases,"6,799"
05/01/2019,Undercare Cases,Undercare Cases,"6,792"
06/01/2019,Undercare Cases,Undercare Cases,"6,727"
07/01/2019,Undercare Cases,Undercare Cases,"6,659"
08/01/2019,Undercare Cases,Undercare Cases,"6,604"
09/01/2019,Undercare Cases,Undercare Cases,"6,573"
10/01/2019,Undercare Cases,Undercare Cases,"6,456"
11/01/2019,Undercare Cases,Undercare Cases,"6,511"
12/01/2019,Undercare Cases,Undercare Cases,"6,544"
01/01/2020,Assessment cases,Assessment cases,"4,888"
01/01/2020,Cash Assistance Cases,60 Month converted to SNA,"25,373"
01/01/2020,Cash Assistance Cases,Cash Assistance Cases,"178,241"
01/01/2020,Cash Assistance Cases,FAP (formerly AFDC),"45,649"
01/01/2020,Cash Assistance Cases,SNA (formerly HR)**,"107,219"
01/01/2020,Cash Assistance Children,60 Month converted to SNA,"51,608"
01/01/2020,Cash Assistance Children,Cash Assistance Children,"144,919"
01/01/2020,Cash Assistance Children,FAP (formerly AFDC),"76,412"
01/01/2020,Cash Assistance Children,SNA (formerly HR)**,"16,899"
01/01/2020,Cash Assistance Recipients,60 Month converted to SNA,"80,845"
01/01/2020,Cash Assistance Recipients,Cash Assistance Recipients,"325,585"
01/01/2020,Cash Assistance Recipients,FAP (formerly AFDC),"107,945"
01/01/2020,Cash Assistance Recipients,SNA (formerly HR)**,"136,795"
01/01/2020,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"566,065"
01/01/2020,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"110,513"
01/01/2020,Cash Assistance Unduplicated (12 months),Recurring Assistance,"455,552"
01/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"9,238"
01/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"316,347"
01/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Total,"325,585"
01/01/2020,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"168,346"
01/01/2020,Homeless Households Serviced,Average Number of Families Served per Day,866
01/01/2020,Homeless Households Serviced,Homeless Households Serviced,N/A
01/01/2020,Job Placements,Job Placements,"3,326"
01/01/2020,Managed Care Enrollees,Managed Care Enrollees,"858,242"
01/01/2020,Managed Long Term Care,Managed Long Term Care,"208,658"
01/01/2020,Referrals Received,Referrals Received,"2,195"
01/01/2020,SNAP Households,Cash Assistance,"180,926"
01/01/2020,SNAP Households,Non-Cash Assistance & SSI,"694,104"
01/01/2020,SNAP Households,SNAP Recipient Households,"875,030"
01/01/2020,SNAP Recipients,Cash Assistance,"361,134"
01/01/2020,SNAP Recipients,Non-Cash Assistance & SSI,"1,126,686"
01/01/2020,SNAP Recipients,SNAP Recipients,"1,487,820"
01/01/2020,SSI Recipients,Aged,"107,941"
01/01/2020,SSI Recipients,Disabled & Blind,"314,785"
01/01/2020,SSI Recipients,SSI Recipients,"422,726"
01/01/2020,Total Cases (With Orders)c,CA Support Casesc,"27,347"
01/01/2020,Total Cases (With Orders)c,NCA Support Casesc,"230,037"
01/01/2020,Total Cases (With Orders)c,Total Cases (With Orders)c,"257,384"
01/01/2020,Total HASA Cases,Family Cases,"3,152"
01/01/2020,Total HASA Cases,Homemaker Cases,43
01/01/2020,Total HASA Cases,Single Cases,"30,714"
01/01/2020,Total HASA Cases,Total HASA Cases,"33,866"
01/01/2020,Total Home Care Cases,Housekeeper Cases,647
01/01/2020,Total Home Care Cases,Total Home Attendant Cases,"2,250"
01/01/2020,Total Home Care Cases,Total Home Care Cases,"211,555"
01/01/2020,Total Medicaid Enrollees,Medicaid - Only,"806,836"
01/01/2020,Total Medicaid Enrollees,Total Medicaid Enrollees,"1,508,507"
01/01/2020,Total Supportive Housing Beds,Total Supportive Housing Beds,"14,007"
01/01/2020,Undercare Cases,Undercare Cases,"6,630"
02/01/2020,Assessment cases,Assessment cases,"5,088"
02/01/2020,Cash Assistance Cases,60 Month converted to SNA,"25,964"
02/01/2020,Cash Assistance Cases,Cash Assistance Cases,"178,980"
02/01/2020,Cash Assistance Cases,FAP (formerly AFDC),"45,289"
02/01/2020,Cash Assistance Cases,SNA (formerly HR)**,"107,727"
02/01/2020,Cash Assistance Children,60 Month converted to SNA,"52,726"
02/01/2020,Cash Assistance Children,Cash Assistance Children,"144,843"
02/01/2020,Cash Assistance Children,FAP (formerly AFDC),"75,551"
02/01/2020,Cash Assistance Children,SNA (formerly HR)**,"16,566"
02/01/2020,Cash Assistance Recipients,60 Month converted to SNA,"82,885"
02/01/2020,Cash Assistance Recipients,Cash Assistance Recipients,"327,013"
02/01/2020,Cash Assistance Recipients,FAP (formerly AFDC),"107,082"
02/01/2020,Cash Assistance Recipients,SNA (formerly HR)**,"137,046"
02/01/2020,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"565,360"
02/01/2020,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,369"
02/01/2020,Cash Assistance Unduplicated (12 months),Recurring Assistance,"455,991"
02/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"8,021"
02/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"318,992"
02/01/2020,Cash Assistance Unduplicated Recipients (1 Month),Total,"327,013"
02/01/2020,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"170,945"
02/01/2020,Homeless Households Serviced,Average Number of Families Served per Day,N/A
02/01/2020,Homeless Households Serviced,Homeless Households Serviced,N/A
02/01/2020,Job Placements,Job Placements,"2,782"
02/01/2020,Managed Care Enrollees,Managed Care Enrollees,"846,910"
02/01/2020,Managed Long Term Care,Managed Long Term Care,"212,327"
02/01/2020,Referrals Received,Referrals Received,"2,493"
02/01/2020,SNAP Households,Cash Assistance,"178,888"
02/01/2020,SNAP Households,Non-Cash Assistance & SSI,"693,249"
02/01/2020,SNAP Households,SNAP Recipient Households,"872,137"
02/01/2020,SNAP Recipients,Cash Assistance,"357,423"
02/01/2020,SNAP Recipients,Non-Cash Assistance & SSI,"1,123,834"
02/01/2020,SNAP Recipients,SNAP Recipients,"1,481,257"
02/01/2020,SSI Recipients,Aged,"103,552"
02/01/2020,SSI Recipients,Disabled & Blind,"293,232"
02/01/2020,SSI Recipients,SSI Recipients,"396,784"
02/01/2020,Total Cases (With Orders)c,CA Support Casesc,"26,860"
02/01/2020,Total Cases (With Orders)c,NCA Support Casesc,"229,808"
02/01/2020,Total Cases (With Orders)c,Total Cases (With Orders)c,"256,668"
02/01/2020,Total HASA Cases,Family Cases,"3,137"
02/01/2020,Total HASA Cases,Homemaker Cases,44
02/01/2020,Total HASA Cases,Single Cases,"30,816"
02/01/2020,Total HASA Cases,Total HASA Cases,"33,953"
02/01/2020,Total Home Care Cases,Housekeeper Cases,648
02/01/2020,Total Home Care Cases,Total Home Attendant Cases,"2,200"
02/01/2020,Total Home Care Cases,Total Home Care Cases,"215,175"
02/01/2020,Total Medicaid Enrollees,Medicaid - Only,"801,895"
