the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.113065863217 29.946318146988),1337672,DRAGON KING,6221 S CLAIBORNE AVE,STE:102,NEW ORLEANS,LA,70125,504-865-0222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DRAGON KING INC,3667289.30106,528026.216383
POINT (-90.001739059241 30.011739043564),1338027,NATAL'S DELI,7342 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70126,504-242-3123,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),QUYNH NGUYEN INC,3702268.09674,552208.165206
POINT (-90.129765233795 29.947555335883),1338103,PHO BISTRREAUX RESTAURANT,1200 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-304-8334,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NGUYEN-ERS LLC,3661996.144,528420.17184
POINT (-90.06733242113 29.944809237054),1337693,EMERIL'S,800 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130-3614,504-581-4703,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),L J E PARTNERSHIP,3681778.39247,527634.649919
POINT (-90.075006833036 29.930625240837),1337842,JUAN'S FLYING BURRITO,2018 MAGAZINE ST,,NEW ORLEANS,LA,70130,050-456-9000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUAN'S FLYING BURRITO LLC,3679404.64181,522450.06489
POINT (-89.984197534889 30.014567291538),1338133,POPEYES CHICKEN #7255,8700 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),POPEYES CHICKEN #7255,3707807.40491,553301.559511
POINT (-90.080700299564 29.938881163854),1337501,CAFE ROMA,1800 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70115,504-524-2419,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1901 SOPHIE WRIGHT LLC,3677568.51355,525432.458941
POINT (-90.101109220361 29.920596290707),1337786,HEY! CAFE,4332 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-891-8682,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SKY BREW LLC,3671176.36513,518713.323255
POINT (-90.097434026903 29.9741486013),1338439,VESSEL,3835 IBERVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VESSEL NOLA,LLC",3672130.49748,538199.485065
POINT (-90.076058011873 29.937958170847),1338310,SUSHI BROTHER'S,1612 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUSHI BROTHER'S INC,3679042.44027,525112.927421
POINT (-90.034712989901 30.00637982159),1338473,WENDY'S #228,4605 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3691854.80067,550139.576404
POINT (-90.112184917723 29.916400605885),1337921,LUVI,5236 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PISCES RESTAURANT GROUP, LLC",3667684.22401,517150.059509
POINT (-90.10794374467 29.918402418427),1337550,CHERRY ESPRESSO BAR,4877 LAUREL ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHERRY COFFEE LLC,3669019.95425,517892.334326
POINT (-90.076989294557 29.951922709288),1337688,EL RINCONCITO,216/218 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-512-1993,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA FINCA HOME PLATE INN LLC,3678691.8167,530187.70942
POINT (-90.067593396111 29.961182517382),1338168,RED TRUCK CLUB HOUSE,740 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BYWATER BREWING LLC,3681629.9757,533587.661509
POINT (-90.05765579375 29.963689040391),1337633,DAT DOGS,601 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOGS ENTERPRISES LLC,3684766.42652,534534.020357
POINT (-90.070007565402 29.951161153922),1338277,STREETCAR CAFE,312 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MALKAWI LLC,3680905.7412,529935.088065
POINT (-90.07166079606 29.953942824124),1338382,THE ROOSEVELT HOTEL WAC,123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FCH SUB-TENANT, LLC",3680371.07893,530940.837378
POINT (-90.059115689952 29.960708857285),1337913,LOWER D SPORTS SALOON,1200 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LOWER D GROUP LLC,3684316.2342,533445.172804
POINT (-90.062764533542 29.94853775976),1338444,VILLA FRESH ITALIAN KITCHEN,1 POYDRAS ST,147,NEW ORLEANS,LA,70130,504-522-2458,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVER WALK PIZZA LLC,3683209.95157,529006.487168
POINT (-90.075257535793 29.948041883508),1338349,THE DAILY BEET,1000 GIROD ST,SUITE B6A,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUICE NOLA LLC,3679255.69909,528782.515456
POINT (-90.076989294557 29.951922709288),1337886,LE'S BAGUETTE,4607 DRYADES ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LE MYHAO INVESTMENT,LLC",3678691.8167,530187.70942
POINT (-90.12510622346 29.919047719689),1337580,CLANCY'S RESTAURANT,6100 ANNUNCIATION ST,,NEW ORLEANS,LA,70118,504-895-1111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ANNUNCIATION FOODS, INC",3663580.87117,518069.256566
POINT (-90.074991157744 29.953550921348),1337900,"LITTLE FIG, LLC",234 LOYOLA AVE,100B,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LITTLE FIG,3679318.05544,530786.730434
POINT (-90.041030646051 29.961536082276),1337690,ELIZABETH'S RESTAURANT,601 GALLIER ST,,NEW ORLEANS,LA,70117,504-944-9272,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PECK RESTAURANT GROUP LLC,3690039.22992,533810.113669
POINT (-90.104334296604 29.935070244595),1338360,THE HIGH HAT RESTAURANT,4500 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE HIGH HAT RESTAURANT LLC,3670098.31937,523965.61222
POINT (-90.134699603709 29.945681063537),1337452,BRIGTSEN'S,723 DANTE ST,,NEW ORLEANS,LA,70118,504-947-2981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRIGTSEN'S INC,3660440.65293,527722.234431
POINT (-90.070109719521 29.955482031308),1337930,MAHONY'S PO-BOYS,901 IBERVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAHONY'S 2 IBERVILLE,LLC",3680856.07016,531505.961283
POINT (-90.076989294557 29.951922709288),1337568,CHUCK E CHEESE'S,3701 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,214-258-8507,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CEC ENTERTAINMENT,INC",3678691.8167,530187.70942
POINT (-90.068970412144 29.935643184576),1337828,"JDMS ENTERPRISES, LLC SUBWAY",1420 ANNUNCIATION ST,117,NEW ORLEANS,LA,70130,504-606-1169,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"JDMS ENTERPRISES, LLC SUBWAY",3681296.43989,524295.815036
POINT (-90.065903472564 29.953582884153),1337517,CARRE RESTAURANT AND BAR,239 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE MUSE GROUP,LLC",3682195.63317,530830.069826
POINT (-90.114739904005 30.021411541659),1337872,LAKEVIEW HARBOR,8550 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70124,504-486-4887,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TOMAK L L C,3666468.75149,555327.528217
POINT (-90.057628258242 29.96325459788),1337707,FAVELA CHIC,525 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FAVELA CHIC LLC,3684776.90357,534376.138501
POINT (-90.074786691253 29.950719565469),1338460,WALK-ON'S BISTREAUX & BAR NEW ORLEANS,1009 POYDRAS ST,STE #A,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"W.O. 70112,LLC",3679394.11055,529757.856321
POINT (-90.106717512416 29.974227818509),1337980,MID CITY PIZZA,4400 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MID CITY PIZZA LLC,3669191.07873,538196.709513
POINT (-90.098099600274 29.983496495403),1338161,RALPH'S ON THE PARK,900 CITY PARK AVE,,NEW ORLEANS,LA,70119,000-581-9384,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),900 CITY PARK AVENUE LLC,3671883.13575,541596.47182
POINT (-90.076410588933 29.949541801152),1337440,BORGNE RESTAURANT,601 LOYOLA AVE,STE BORGNE,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BORGNE RESTAURANT LLC,3678884.56987,529323.933185
POINT (-90.079182579827 29.975395308063),1338063,ORCHID SEAFOOD,1201 N BROAD ST,,NEW ORLEANS,LA,70119,504-957-5582,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORCHID SEAFOOD LLC,3677903.85576,538715.620041
POINT (-90.076989294557 29.951922709288),1338239,SKINNY'S TAVERN & MARIE'S KITCHEN,3829 CLEMATIS ST,,NEW ORLEANS,LA,70122,504-304-1382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),J & M RESTAURANT CORP,3678691.8167,530187.70942
POINT (-90.099051569051 29.975651978908),1338498,YUMMY YUMMY 220 INC,220 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-483-9122,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YUMMY YUMMY 220 INC,3671612.50222,538740.651593
POINT (-90.119737328102 29.956246926158),1337463,BURGER KING #295,2423 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3665138.3129,531614.262851
POINT (-90.065547194647 29.956227745827),1338057,OMNI ROYAL ORLEANS HOTEL,621 ST LOUIS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OMNI NEW ORLEANS CORP,3682297.81064,531793.086915
POINT (-90.080665527772 29.939461097768),1337519,CASA BORREGA RESTAURANT,1719 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,504-292-3705,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASA BORREGA INC,3677577.2205,525643.463997
POINT (-90.032376124938 30.004970349265),1338077,PALATE PLEASERS,5000 OLD GENTILLY RD,STE A,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PALATE PLEASERS, LLC",3692600.21705,549635.427987
POINT (-90.070201419071 29.945990891977),1338163,REBELLION BAR AND URBAN KITCHEN,748 CAMP ST,,NEW ORLEANS,LA,70130,504-669-0774,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EMPIRE ASSOCIATES,LLC",3680865.07938,528054.315455
POINT (-90.068871587909 29.94700549857),1338462,WARBUCKS RESTAURANT,643 MAGAZINE ST,STE 402,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WARBUCKS RESTAURANT, LLC",3681282.14421,528427.908096
POINT (-89.956762236637 30.041817929488),1338305,SUPER CAJUN SEAFOOD,5971 BULLARD AVE,,NEW ORLEANS,LA,70128,504-241-3436,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TONY & JOHNNY LE LLC,3716370.61938,563314.1576
POINT (-90.127800824615 29.949439204804),1338080,PANCHITA'S,1434 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-367-1204,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PANCHITA'S MEXICAN CRIOLLA CUISINE, LLC.",3662611.02752,529111.758848
POINT (-90.05789158742 29.964124278964),1338245,SNUG HARBOR JAZZ BISTRO OF LA,626 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SNUG HARBOR JAZZ BISTRO OF LA LLC,3684690.00578,534691.458118
POINT (-90.108510782993 29.935109890114),1337577,CITY GREENS,5001 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CITY GREENS LLC,3668775.38983,523965.865212
POINT (-90.088523040513 29.923019913834),1337631,DAT DOG,3336 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOG ENTERPRISES LLC,3675153.65595,519637.732856
POINT (-90.076022653667 29.955466371932),1338494,WOW CAFE,1415 TULANE AVE,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CV TMC LLC,3678983.77896,531479.673603
POINT (-89.912000555058 30.036608904306),1337485,CAFE CHOT NHO,14399 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70129,504-919-8056,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE CHOT NHO, INC.",3730555.61651,561592.869791
POINT (-90.064072389173 29.957076222795),1337670,DORIS METROPOLITAN,620 CHARTRES ST,,NEW ORLEANS,LA,70116,BUS#:1-786-3420,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DMNO LLC,3682761.39234,532106.794115
POINT (-90.070745122632 29.953095919872),1337663,DOMINO'S PIZZA #5225,135 CARONDELET ST,,NEW ORLEANS,LA,70130,504-525-3663,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3680664.42837,530636.065794
POINT (-90.086036455249 29.924082042831),1338391,THE RUM HOUSE,3128 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-941-7560,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & P RESTAURANT GROUP LLC,3675937.09582,520032.526264
POINT (-90.080321193148 29.973221693146),1338311,SWEET SOULFOOD,1016 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SWEET SOULFOOD,INC",3677552.02414,537921.267145
POINT (-90.069924394499 29.949680082451),1338246,SODEXO  -  PAN AMERICAN,601 POYDRAS ST,,NEW ORLEANS,LA,70130,716-633-2222,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SODEXO OPERATIONS LLC,3680938.01679,529396.806657
POINT (-90.084005273822 29.925500261405),1337891,LEMONSHARK POKE,2901 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMAR ROSSIE LLC,3676574.85787,520555.250744
POINT (-90.042530046428 29.964964756911),1338301,SUIS GENERIS,3219 BURGUNDY ST,,NEW ORLEANS,LA,70117,504-338-2979,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE HUEY SUIS GENERIS, L.L.C.",3689550.42358,535051.552646
POINT (-90.093300987227 29.963205894998),1337427,BIG TASTEE RESTAURANT,2901 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BTBG LLC,3673482.06177,534234.434373
POINT (-90.060422683458 29.967404275542),1337877,LANGLOIS CULINARY CROSSROADS,1841 N RAMPART ST,,NEW ORLEANS,LA,70116,504-934-1010,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LANGLOIS NOLA LLC,3683875.34473,535875.274887
POINT (-90.073981624158 29.938764903539),1337346,1415 CREOLE GARDENS,1415 PRYTANIA ST,,NEW ORLEANS,LA,70130,504-569-8700,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CREOLE GARDENS, LLC",3679696.82831,525413.506301
POINT (-90.076989294557 29.951922709288),1338378,THE ORLEANS GRAPEVINE,720 ORLEANS AVE,,NEW ORLEANS,LA,70116,504-523-1927,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ORLEANS GRAPEVINE IN,3678691.8167,530187.70942
POINT (-90.094589004416 29.966012848953),1337681,ECHO'S,3200 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FAT LEO,LLC",3673063.20206,535250.738886
POINT (-90.06460061482 29.956493340144),1337537,CHARTRES HOUSE,540 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"540 CHARTRES, LLC",3682596.4772,531892.984003
POINT (-90.086835181146 29.966545109843),1338154,RALLY'S HAMBURGER #407,131 N BROAD ST,,NEW ORLEANS,LA,70119-5505,727-519-2001,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3675516.12021,535470.913158
POINT (-90.065513625191 29.951361285205),1338271,STARBUCKS COFFEE #6298,365 CANAL ST,2070,NEW ORLEANS,LA,70130,206-447-1575,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3682328.02095,530023.581121
POINT (-90.058101700726 29.966631654592),1338463,WASABI SUSHI & BAR,900 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-887-9943,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WASABI, LLC",3684613.33097,535602.49223
POINT (-90.069534942755 29.955082611144),1338016,MR. ED'S SEAFOOD AND OYSTER BAR,821 IBERVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"821 IBERVILLE , LLC.",3681039.67759,531362.724162
POINT (-90.117854118657 29.96246137889),1338167,RED STAR RESTAURANT LLC,8330 EARHART BLVD,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RED STAR RESTAURANT LLC,3665710.66496,533880.399237
POINT (-90.052247883495 29.94402462666),1338050,OFF DA HOOK CREOLE CREATIONS L3C,1113 TECHE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OFF DA HOOK CREOLE CREATIONS,3686558.66582,527402.432383
POINT (-90.120470287161 29.951836019041),1338185,RICCOBONO'S PANOLA ST CAFE,7801 PANOLA ST,,NEW ORLEANS,LA,70118,504-486-3489,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RICCOBOND'SPANOLA ST CAFCAFE LLC,3664923.19725,530007.829889
POINT (-90.072366076478 29.971229887707),1337418,BEST COAST IMPORT COMPANY,2024 BAYOU RD,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEST COAST IMPORT COMPANY LLC,3680078.56725,537224.6002
POINT (-90.073005522336 29.952530628439),1338429,TWO CHICKS CAFE,920  GRAVIER ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TWO NOLA CHICKS  LLC,3679950.90792,530422.624834
POINT (-90.098445630782 29.97174732027),1337738,FULLBLAST BRUNCH,139 S CORTEZ ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CB HOSPITALITY,LLC",3671819.63911,537322.833224
POINT (-90.134575584473 29.943094751057),1337881,LE CROISSANT CAFE,8100 ST CHARLES AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DAB INTERESTS INC,3660489.76742,526782.162494
POINT (-90.060510635556 29.959172962573),1337945,MARKET CAFE,1000 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BON JOUR CAFE INC,3683880.74709,532881.756228
POINT (-90.070033208846 29.951946172854),1338343,THE BOP,201 ST CHARLES AVE,,NEW ORLEANS,LA,70170,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),C1 MANAGEMENT INC,3680894.4733,530220.460225
POINT (-90.09368617784 29.942641887023),1338284,SUBWAY,2700 S CLAIBORNE AVE,STE 200,NEW ORLEANS,LA,70125,504-324-6749,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),3GXL INC,3673440.99931,526755.269502
POINT (-90.06984211644 29.97956620473),1337349,A TASTE OF SOUL EATERY LLC,2302  ST BERNARD AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),A TASTE OF SOUL EATERY LLC,3680844.2365,540264.803339
POINT (-90.11307422733 29.959752620029),1337676,DUNBAR'S CREOLE CUISINE,7834 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DUNBAR'S CREOLE CUISINE LLC,3667234.62676,532911.476036
POINT (-90.065735969283 29.956798164915),1337487,CAFE COUR,520 ROYAL ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HERITAGE FOOD LLC,3682235.7405,531999.850627
POINT (-90.06527140475 29.95571429726),1338068,ORIGINAL PIERRE MASPEROS,440 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIERRE MASPERO'S, LLC",3682387.20623,531607.344387
POINT (-90.022675508039 29.926207558706),1337960,MCDONALDS,3250 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-258-3039,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LJC MANAGEMENT,LLC",3695998.02685,521029.452985
POINT (-90.069450580293 29.945118016094),1337384,AUCTION HOUSE MARKET,801 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"801 MAGAZINE MARKET,LLC",3681106.35925,527739.527999
POINT (-90.104150054883 29.935642012469),1337415,BEARCAT CAFE,2521 JENA ST,STE A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEARCAT FRERET LLC,3670154.44212,524174.1543
POINT (-90.062764533542 29.94853775976),1337982,MIKE ANDERSON SEAFOOD,1 POYDRAS ST,250,NEW ORLEANS,LA,70130,504-524-3884,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MIKE ANDERSON SEAFOOD   OF RIVERWALK INC,3683209.95157,529006.487168
POINT (-90.064493350452 29.955419680856),1337840,JOHNNY'S PO-BOY RESTAURANT,511 ST LOUIS ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JOHNNY'S PO-BOY RESTAURANT INC,3682634.76578,531502.938435
POINT (-90.076989294557 29.951922709288),1337683,EL GATO NEGRO II,300 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-0107,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EL GATO NEGRO II, LLC.",3678691.8167,530187.70942
POINT (-90.074314397328 29.94030678773),1337641,DELMONICO RESTAURANT,1300 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-558-3944,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EMERIL LLC,3679585.27592,525973.033149
POINT (-90.129972208756 29.947383898266),1338205,RUE DE LA COURSE,1140 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-522-8497,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RACE STREET INC,3661931.25363,528357.142144
POINT (-90.065408938931 29.953614634769),1338384,THE ROUGE HOUSE,300 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ROUGE HOUSE LLC,3682352.10434,530843.348226
POINT (-90.07249343416 29.952586815966),1337362,ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HRI LODGING LLC,3680112.84251,530444.840962
POINT (-90.073390462031 29.931842124883),1337770,GRIS-GRIS,1800 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HEARTBREAK BEAT LLC,3679911.73397,522898.193083
POINT (-90.059073248755 29.964471218894),1338203,ROYAL SUSHI & BAR,1913 ROYAL ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HAIKU NOLA, LLC",3684314.45813,534813.455942
POINT (-90.057832071907 29.962685713974),1337998,MONA'S CAFE,504 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-400-3757,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONA'S PITA BREAD,INC",3684714.67311,534168.552773
POINT (-90.063011312082 29.956754868188),1337599,CORNER OYSTER HOUSE,500 ST PETER ST,,NEW ORLEANS,LA,70116,504-522-2999,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CORNER OYSTER HOUSE LLC,3683098.67644,531993.660995
POINT (-89.970874286465 30.01364169204),1338315,SYLVESTER'S GRILL,9809 OLD GENTILLY RD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SYLVESTER'S GRILL,3712027.72824,553014.867159
POINT (-90.067318764507 29.947885908781),1338375,THE OLD NO. 77  HOTEL & CHANDLERY - RESTAURANT,535 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOTEL AMBASSADOR NOLA LLC,3681770.35599,528753.487296
POINT (-90.092802370636 29.921976414053),1337898,LILETTE,3637 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-522-4056,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARRIS CUISINE LLC,3673802.2539,519243.578103
POINT (-90.016545142699 29.918919989576),1338431,UMI 2,3580 HOLIDAY DR,STE #8,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MEI SUSHI AND HIBACHI,LLC",3697970.24445,518401.712566
POINT (-90.076705371867 29.944927059752),1338083,PAPA JOHN'S,1029 ORETHA CASTLE HALEY BLVD,STE B,NEW ORLEANS,LA,70113,504-228-4420,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LMT SERVICES LLC DOWNTOWN,3678809.62363,527644.820031
POINT (-90.062927510427 29.972829998165),1337818,"J'S WINGS AND THANGZ, LLC",1700 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"J'S WINGS AND THANGZ, LLC",3683060.40226,537839.468681
POINT (-90.069624887326 29.954302044418),1338170,REDFISH GRILL,115 BOURBON ST,,NEW ORLEANS,LA,70130,504-523-6441,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),115 BOURBON ST LLC,3681014.32648,531078.567554
POINT (-90.094542563116 29.942157310829),1338321,TACO BELL  #27665,2800 S CLAIBORNE AVE,,NEW ORLEANS,LA,70113,985-384-3333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & G FOOD ENTERPRISES LLC,3673171.69089,526576.126206
POINT (-90.076989294557 29.951922709288),1337571,CHURCH'S CHICKEN #1139,4301 SAINT CLAUDE AVE,,NEW ORLEANS,LA,70117-4747,504-944-6978,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAJUN OPERATING COMPANY,3678691.8167,530187.70942
