Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP0113000W,16028269,Montgomery County Police,Property Damage Crash,06/06/2016 07:03:00 AM,Maryland (State),WISCONSIN AVE,County,CHELTENHAM DR,,N/A,PEDESTRIAN,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,54156241-9F04-4F2B-AFA2-00A5268C0822,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,NONE,38.988125,-77.09497,"(38.988125, -77.09497)"
MCP2730000M,15059015,MONTGOMERY,Injury Crash,11/19/2015 05:30:00 AM,Maryland (State),GERMANTOWN RD,Other Public Roadway,CRYSTAL ROCK DR,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,N/A,N/A,4A201E9E-E1D0-4CE4-ACB8-0E8454E57D12,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.18418,-77.26321,"(39.18418, -77.26321)"
MCP271700L4,180053259,Montgomery County Police,Injury Crash,10/24/2018 01:30:00 PM,,,,,801  ELLSWORTH DRIVE (FENTON STREET PARKING GARAGE),,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,C9857EE8-D632-45CB-A875-F18BA9DE62C0,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.997237,-77.02585,"(38.997237, -77.02585)"
MCP22910015,15023665,Montgomery County Police,Injury Crash,05/17/2015 05:49:00 PM,,,,,entrance/driveway to 4601 N.Park Avenue (The Elizabeth Apartments),,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,C4D96C75-B143-4126-AC1F-305A9427F23A,PEDESTRIAN,Standing,OTHER,CURB,N/A,N/A,,POSSIBLE INJURY,N/A,38.96341667,-77.09098333,"(38.96341667, -77.09098333)"
MCP26770014,170515744,Montgomery County Police,Injury Crash,06/25/2017 10:02:00 PM,County,SCENERY DR,Maryland (State),FREDERICK RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DARK LIGHTS ON,STOP SIGN,N/A,N/A,D10CAD68-7BB1-4040-9FC0-A2BA7537D10D,BICYCLIST,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.17546992,-77.23792076,"(39.17546992, -77.23792076)"
MCP2617006J,180059336,Montgomery County Police,Property Damage Crash,11/27/2018 06:20:00 PM,Maryland (State),OLNEY LAYTONSVILLE RD,Unknown,SPUR FR MD 97,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,93BF5695-ABF6-4243-91E9-E7D826E624E9,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,MEDIAN,NO PED. SIGNAL,DARK CLOTHING,Yes,NO APPARENT INJURY,NONE,39.15363833,-77.06758333,"(39.15363833, -77.06758333)"
MCP30680019,180032817,Montgomery County Police,Injury Crash,07/03/2018 04:44:00 AM,County,WILLARD AVE,Municipality,THE HILLS PLAZA,,FRIENDSHIP HEIGHTS,PEDESTRIAN,OTHER,RAINING,WET,DUSK,PERSON,N/A,N/A,9B7A0106-D447-4774-A1A8-228143AF4AA6,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.96192667,-77.08813,"(38.96192667, -77.08813)"
MCP24460019,15041947,MONTGOMERY,Injury Crash,08/21/2015 06:54:00 PM,County,MIDDLEBROOK RD,Unknown,CROSSRIDGE DR,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,9776FCF3-A24E-4EB2-9C91-AB37161FB41A,BICYCLIST,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.174871,-77.259142,"(39.174871, -77.259142)"
MCP1580004X,15062796,MONTGOMERY,Injury Crash,12/09/2015 06:37:00 AM,County,GAITHER RD,County,SHADY GROVE RD,,N/A,PEDESTRIAN,OTHER,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,UNKNOWN,F7C502CF-9CE1-40B0-9186-5614EACFAD09,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,DARK CLOTHING,No,POSSIBLE INJURY,N/A,39.11731,-77.18363667,"(39.11731, -77.18363667)"
MCP2046009K,190005442,Montgomery County Police,Injury Crash,02/04/2019 06:56:00 AM,County,MT PISGAH RD,County,OAKVIEW DR,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,NONE DETECTED,9A6A174D-01A7-48B6-989E-EC9D34069ABD,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.01507333,-76.97736,"(39.01507333, -76.97736)"
EJ7846001N,16048625,Gaithersburg Police Depar,Injury Crash,09/21/2016 08:12:00 PM,Municipality,SOUTHERN KNIGHT LA,Municipality,TRAVIS LA,,GAITHERSBURG,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,5E9DC48D-05E6-4B01-8DB4-2036770908ED,PEDESTRIAN,Other,OTHER,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,N/A,39.16285271,-77.2168453,"(39.16285271, -77.2168453)"
MCP2813005J,180046686,Montgomery County Police,Injury Crash,09/18/2018 07:50:00 PM,County,WINDHAM LA,Maryland (State),GEORGIA AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,N/A,N/A,D33485BE-C2F4-42DD-B7BE-EB3AFD9657D8,PEDESTRIAN,Walking/Riding against Traffic,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,38.99719833,-77.02999,"(38.99719833, -77.02999)"
MCP28300029,16046204,Montgomery County Police,Injury Crash,09/09/2016 12:25:00 PM,,,,,"18140 VILLAGE CENTER DR OLNEY MD 20832

PARKING LOT",,PEDESTRIAN,OTHER,N/A,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,88FE8152-3334-4469-9013-CD87382AC780,PEDESTRIAN,Standing,UNKNOWN,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Unknown,POSSIBLE INJURY,NONE,39.152723,-77.064416,"(39.152723, -77.064416)"
MCP13970005,15000489,Montgomery County Police,Injury Crash,01/22/2015 07:27:00 AM,Maryland (State),GERMANTOWN RD,Maryland (State),FREDERICK RD,,N/A,PEDESTRIAN,OTHER,FOGGY,WET,DAWN,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,D3F0B888-DDB6-4406-A65B-3528F036F90D,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,NONE,39.19185667,-77.24314333,"(39.19185667, -77.24314333)"
EJ7826004D,190022707,Gaithersburg Police Depar,Injury Crash,05/14/2019 12:17:00 PM,,ELLINGTON BLVD,,FIELDS RD,,N/A,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,N/A,N/A,N/A,004FB443-B5D0-45DA-8F3B-9888F495EC96,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.11518833,-77.20483333,"(39.11518833, -77.20483333)"
MCP29830034,180054646,Montgomery County Police,Injury Crash,10/31/2018 06:30:00 PM,County,BELVEDERE BLVD,Maryland (State),GEORGIA AVE,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,NONE DETECTED,33C0304F-5CBD-4399-969D-DA72C0281B80,BICYCLIST,Cross/Enter at Intersection,NOT VISIBLE,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,39.019225,-77.04421833,"(39.019225, -77.04421833)"
MCP1148002W,190016242,Montgomery County Police,Injury Crash,04/08/2019 07:23:00 AM,County,BETHESDA AVE,Maryland (State),WISCONSIN AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,7B4E485A-B4EC-4699-AAE4-7808CF43DD43,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,NONE,38.98089667,-77.09268667,"(38.98089667, -77.09268667)"
MCP27910022,16012504,MONTGOMERY,Injury Crash,03/13/2016 08:55:00 PM,,,,,PARKING LOT AT 13820 OLD COLUMBIA PIKE,,PEDESTRIAN,SINGLE VEHICLE,RAINING,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,19E161CF-5C1E-45B5-B69A-DFB59B9AD61D,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.083745,-76.95171167,"(39.083745, -76.95171167)"
MCP2728004X,180000764,Montgomery County Police,Injury Crash,01/05/2018 05:07:00 PM,,,,,PARKING LOT OF 7996 GEORGIA AVE,,PEDESTRIAN,OTHER,N/A,,DARK LIGHTS ON,PERSON,UNKNOWN,NONE DETECTED,3620A268-60B3-47A5-A01C-B9DBAD6A33C7,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.9871677,-77.02673435,"(38.9871677, -77.02673435)"
DD55950030,16046695,Rockville Police Departme,Injury Crash,09/12/2016 09:50:00 AM,Municipality,N WASHINGTON ST,Municipality,MARTINS LA,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,82816821-06D3-4721-890C-C675653FCA66,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,N/A,39.09095567,-77.153701,"(39.09095567, -77.153701)"
MCP2563000M,170529091,Montgomery County Police,Fatal Crash,09/06/2017 09:43:00 PM,Maryland (State),VEIRS MILL RD,County,NORRIS DR,,N/A,OTHER CONVEYANCE,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,UNKNOWN,F51A769D-D703-40C1-8400-E2368770C0EC,OTHER CONVEYANCE,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,FATAL INJURY,MC/BIKE HELMET,39.04391833,-77.063205,"(39.04391833, -77.063205)"
DD5604001G,17004413,Rockville Police Departme,Injury Crash,01/25/2017 07:42:00 AM,Municipality,ARDENNES AVE,Municipality,HOLLAND RD,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,NONE DETECTED,55819C62-56EF-4B7F-9453-E87AE89F6C03,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.06592833,-77.118435,"(39.06592833, -77.118435)"
MCP25880039,170539144,Montgomery County Police,Injury Crash,10/27/2017 11:54:00 AM,Maryland (State),CONNECTICUT AVE,County,ASPEN HILL RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,33EF0D58-57E7-464D-A499-C28D89F764AB,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,N/A,39.08011,-77.08141333,"(39.08011, -77.08141333)"
MCP02510012,16054086,Montgomery County Police,Injury Crash,10/20/2016 07:07:00 PM,,,,,"PARKING LOT OF 20910 FREDERICK RD. GERMANTOWN, MD. 20876",,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,2877D29B-3F0F-4027-82DD-DAFD3E61D6B1,PEDESTRIAN,Other,INATTENTIVE,OTHER,N/A,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,39.19856833,-77.25118,"(39.19856833, -77.25118)"
MCP2881001D,16016087,Montgomery County Police,Injury Crash,04/02/2016 12:53:00 PM,County,CRYSTAL ROCK DR,Maryland (State),GERMANTOWN RD,,N/A,PEDESTRIAN,OTHER,CLEAR,N/A,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,9D260BB3-19D3-4DC4-B54C-A73097E68DC2,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,NONE,39.17998167,-77.26487667,"(39.17998167, -77.26487667)"
MCP2080000D,170520175,Montgomery County Police,Property Damage Crash,07/20/2017 02:27:00 PM,,,,,PARKING LOT 13661 CONNECTICUT AVE,,OTHER,OTHER,N/A,,DAYLIGHT,N/A,UNKNOWN,NONE DETECTED,234C6078-B3A4-4F12-864D-9F1A368CE4E9,OTHER,N/A,NO IMPROPER ACTIONS,N/A,N/A,N/A,No,NO APPARENT INJURY,N/A,39.07840838,-77.0797348,"(39.07840838, -77.0797348)"
MCP3161000J,180052192,Montgomery County Police,Injury Crash,10/18/2018 01:28:00 PM,Maryland (State),OLD GEORGETOWN RD,County,TILDEN LA,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,6AA9F48C-CE12-41F9-B8D9-B523045B4C05,BICYCLIST,Unknown,UNKNOWN,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.04475341,-77.12065004,"(39.04475341, -77.12065004)"
MCP21070017,170523851,Montgomery County Police,Injury Crash,08/10/2017 11:05:00 AM,Maryland (State),BEALLSVILLE RD,County,SELLMAN RD,,N/A,MACHINE OPERATOR/RIDER,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,615971BA-6A17-418C-81B4-3533ABF3A8A0,MACHINE OPERATOR/RIDER,Other,FAILURE TO YIELD RIGHT OF WAY,OTHER,N/A,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,39.22051263,-77.37774298,"(39.22051263, -77.37774298)"
DD5601002Q,17012008,Rockville Police Departme,Injury Crash,03/07/2017 01:45:00 PM,Municipality,WOOTTON PKWY,Municipality,SEVEN LOCKS RD,,ROCKVILLE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,27A9C2D0-0873-4EC4-96A0-7665BEDE37D4,BICYCLIST,Walking/Riding against Traffic,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,REFLECTIVE MATERIAL,Unknown,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.06696392,-77.16167092,"(39.06696392, -77.16167092)"
MCP2559001G,16053346,Montgomery County Police,Fatal Crash,10/17/2016 11:28:00 AM,Government,LITTLE FALLS PKWY,County,ARLINGTON RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,OTHER,N/A,N/A,90F79E40-AFCC-4EDB-962E-D3A1CCA60003,BICYCLIST,Unknown,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,FATAL INJURY,MC/BIKE HELMET,38.97339908,-77.10130244,"(38.97339908, -77.10130244)"
MCP2475001V,170508891,Montgomery County Police,Injury Crash,05/20/2017 03:31:00 PM,,,,,IN PARKING LOT OF 8750 ARLISS ST.,,PEDESTRIAN,OTHER,N/A,,DAYLIGHT,N/A,UNKNOWN,N/A,387137AE-57B1-4718-819A-E951D91A3F9F,PEDESTRIAN,Other Working,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,38.99927545,-77.00235844,"(38.99927545, -77.00235844)"
MCP28120011,15005442,Montgomery County Police,Injury Crash,02/03/2015 10:09:00 AM,County,FENTON ST,County,ELLSWORTH DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,2D60AD7C-9329-47B4-9D4C-C951555264DA,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,,POSSIBLE INJURY,N/A,38.99688,-77.02540833,"(38.99688, -77.02540833)"
MCP27890021,15066997,Montgomery County Police,Injury Crash,12/30/2015 07:14:00 PM,Maryland (State),16TH ST,Maryland (State),EAST WEST HWY,,N/A,PEDESTRIAN,SINGLE VEHICLE,FOGGY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,N/A,E5109CE6-D4E4-4CD4-9299-3F102D4FDAA6,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.99486333,-77.03616333,"(38.99486333, -77.03616333)"
MCP14530036,16027529,Montgomery County Police,Injury Crash,06/02/2016 08:30:00 AM,County,RIMFIRE CT,County,RICHTER FARM RD,,N/A,OTHER,OTHER,CLEAR,DRY,DAYLIGHT,N/A,,NONE DETECTED,741D6EF6-370B-427F-9F84-0C8A02586270,OTHER,Other,OTHER,ON ROADWAY NOT AT CROSSWALK,OTHER,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,39.15750167,-77.29715167,"(39.15750167, -77.29715167)"
MCP2796002F,15058687,MONTGOMERY,Injury Crash,11/17/2015 01:47:00 PM,,,,,"Parking lot of KMart store located at 14014 Connecticut Avenue, Silver Spring",,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,N/A,NONE DETECTED,D9E844C2-E353-41E5-827A-FD615D20BA7F,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.08544,-77.07649167,"(39.08544, -77.07649167)"
MCP2944000R,15038282,MONTGOMERY,Injury Crash,08/02/2015 11:06:00 AM,County,MACARTHUR BLVD,County,MARYLAND AVE,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,FF989DF8-ED17-452D-9B69-D5D8E84351F9,BICYCLIST,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,SIDEWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.94555864,-77.12035418,"(38.94555864, -77.12035418)"
MCP2698000R,15018521,Montgomery County Police,Injury Crash,04/20/2015 02:20:00 PM,,,,,"3470 Olney Laytonsville Rd (Ledos Pizza)
Olney, MD 20832  - Occurred in parking retail parking lot.",,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,44A52EB6-C7DF-4985-ACFD-316C686A3156,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,N/A,N/A,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,39.15321833,-77.06855,"(39.15321833, -77.06855)"
MCP26590014,16037735,Montgomery County Police,Property Damage Crash,07/25/2016 11:18:00 PM,County,SEMINARY RD,Maryland (State),GEORGIA AVE,,N/A,BICYCLIST,OTHER,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,NONE DETECTED,1AA1402C-9D9D-47B2-B829-521E032B9D8A,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,NO APPARENT INJURY,NONE,39.00939,-77.040715,"(39.00939, -77.040715)"
MCP271700D9,170533084,Montgomery County Police,Property Damage Crash,09/25/2017 05:50:00 PM,County,TUCKERMAN LA,County,MARCLIFF RD,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,A8FE41B5-5B95-433E-B3A9-C71C1449B2E0,BICYCLIST,Other,FAILURE TO YIELD RIGHT OF WAY,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,MC/BIKE HELMET,39.03626933,-77.13243633,"(39.03626933, -77.13243633)"
MCP26870036,180038139,Montgomery County Police,Injury Crash,08/01/2018 02:12:00 PM,,,,,"FARMERS MARKET PARKING LOT. 
7155 WISCONSIN AVE BETHESDA MD",,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,2258A857-0F34-4DE0-B315-2A9727F899F6,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.98131333,-77.09236,"(38.98131333, -77.09236)"
MCP2738002B,170508751,Montgomery County Police,Injury Crash,05/19/2017 06:55:00 PM,,,,,PARKING LOT OF 12028 CHERRY HILL RD,,PEDESTRIAN,N/A,N/A,,DAYLIGHT,NO CONTROLS,N/A,N/A,01950E4E-4B10-4FE0-A117-85B90DA219EC,PEDESTRIAN,Cross/Enter not at Intersection,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,N/A,Unknown,SUSPECTED MINOR INJURY,N/A,39.05500003,-76.95592538,"(39.05500003, -76.95592538)"
MCP2546002H,180040021,Montgomery County Police,Fatal Crash,08/11/2018 11:30:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),VEIRS MILL RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,UNKNOWN,09BA6EF6-0D38-47E2-B63D-7E73FDF55718,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Unknown,FATAL INJURY,NONE,39.03765,-77.05047333,"(39.03765, -77.05047333)"
MCP2712001F,17000094,Montgomery County Police,Injury Crash,01/01/2017 12:02:00 PM,Maryland (State),NEW HAMPSHIRE AVE,Unknown,ENT TO WHITE OAK SHOPPING CENTER,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,DE54AC36-C656-4E20-8CFA-2FA6B0FE51AE,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.04091754,-76.99099258,"(39.04091754, -76.99099258)"
MCP2504000G,15002621,Montgomery County Police,Injury Crash,01/16/2015 06:17:00 PM,County,TUCKERMAN LA,County,DURYEA DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,NONE DETECTED,92E787A8-A90B-4CDB-8307-A15083A702A0,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,39.04316833,-77.179015,"(39.04316833, -77.179015)"
MCP1148000T,15028925,Montgomery County Police,Injury Crash,06/14/2015 10:24:00 AM,County,CLARENDON RD,County,BETHESDA AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,77614759-64DB-477A-8239-97342879CA7A,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,38.98095833,-77.10093667,"(38.98095833, -77.10093667)"
MCP2195000P,16015880,Montgomery County Police,Injury Crash,04/01/2016 09:50:00 AM,County,SOUTHLAWN LA,County,E GUDE DR,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,PERSON,NONE DETECTED,NONE DETECTED,6FF96CB5-39BC-490F-ADE7-B58104D84751,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,N/A,39.09779667,-77.13708167,"(39.09779667, -77.13708167)"
MCP2617002R,16065629,Montgomery County Police,Property Damage Crash,12/22/2016 08:16:00 AM,Maryland (State),MASSACHUSETTS AVE,County,WESTBARD AVE,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,F298094D-3987-488F-A3B7-77BEA038ED20,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,NO APPARENT INJURY,MC/BIKE HELMET,38.95845667,-77.10993833,"(38.95845667, -77.10993833)"
