Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,Informal,1081765,Pet Waste Removal Project,09/20/2017,10/17/2017,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,RFP,1074421,Demolition of the Parks Maintenance Facilities,03/16/2017,04/20/2017,,Y,N,"Collins, Todd",Department of General Services,Ronnie Warner,
Closed,RFP,1079133,Accreditation Manager Services,09/21/2017,10/25/2017,,N,Y,"DeLuca, Karen",Fire & Rescue Services,Scott Gutschick,
Closed,Informal,1082800,Program Development and Management Services,10/20/2017,10/30/2017,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1083073,1915 I Waiver,10/30/2017,11/08/2017,,N,N,--,Department of Health & Human Svcs,Shawn Lattanzio,
Closed,Informal,1081846,Gutter and Downspout Cleaning Services at County Facilities,10/02/2017,11/08/2017,,N,Y,--,Department of General Services,Gus Montes De Oca,
Closed,Informal,1082559,Heroin Coordinator Program-Intelligence Analyst,10/31/2017,11/10/2017,,N,N,--,Police,Patricia Ross,
Closed,Informal,1083583,Cleaning and Decontamination of County Vehicles,11/03/2017,11/13/2017,,N,N,--,Police,Greg Dilla,
Closed,RFP,1078200,Specimen Ballot Booklet Printing and Mailing Services,10/20/2017,11/28/2017,,N,N,"DeLuca, Karen",Board of Elections,Alysoun McLaughlin,
Closed,RFP,1081788,Montgomery County Pre-Release Dietary Facilities Improvements,10/10/2017,11/28/2017,,Y,N,"Collins, Todd",Department of General Services,Ahmed Naji,
Closed,Informal,1083075,"Fall Protection /Suspended Maintenance (rope descend) equipment/system Inspection, Maintenance and Repair",11/02/2017,12/05/2017,,N,Y,--,Department of General Services,Gus Montes De Oca,
Closed,RFP,1081120,Video Streaming and Legislative Content Management Services,10/30/2017,12/05/2017,,N,N,"DeLuca, Karen",Department of Technology Services,Donna Keating,
Closed,Informal,1081465,Moving and Record Storage Boxes,11/02/2017,12/05/2017,,N,Y,--,Department of General Services,Gus Montes De Oca,
Closed,RFP,1076446,LED Light Fixtures for MCDOT Parking Facilities,11/06/2017,12/06/2017,,N,Y,"Harris, Eric",Department of Transportation,Adrian Labor,
Closed,Informal,1071712,RFQ Onsite Dialysis Care Services,11/15/2017,12/15/2017,,N,N,--,Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,Informal,1084041,Part-time Personal Health Aide Services,12/13/2017,12/22/2017,,N,Y,--,Management and Budget Office,Amy Wilson,
Closed,Informal,1082625,Digital and Social Media Marketing Services,12/04/2017,12/29/2017,,N,Y,--,Office of Agriculture,Jacqueline Arnold,
Closed,RFP,1073301,Kensington Fire Station 25,10/31/2017,01/04/2018,,Y,N,"Collins, Todd",Department of General Services,Susanne Churchill,
Closed,Informal,1084006,Quality of Child Care Cost Modeling Study,12/11/2017,01/08/2018,,N,N,--,Department of Health & Human Svcs,Monica Ortiz Neustrup,
Closed,RFP,1080205,Cleaning Supplies for Swimming Pools,12/14/2017,01/18/2018,,N,N,"Chen, Jing",Department of Recreation,Melanie Sasse,
Closed,Informal,1085381,Rifle System,01/31/2018,02/08/2018,,N,N,--,Police,Darren Crandell,
Closed,Informal,1084503,Temporary Warehouse Staffing Services,02/01/2018,02/12/2018,,N,Y,--,Board of Elections,Alysoun McLaughlin,
Closed,Informal,1084536,"Aerial Equipment (Self-Propelled Elevated Work Platforms) and Forklifts Inspection, Maintenance and Repair",01/12/2018,02/16/2018,,N,N,--,Department of General Services,Gus Montes De Oca,
Closed,Informal,1084242,Life Skills Programming for Incarcerated Youth,01/26/2018,02/16/2018,,N,Y,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,Informal,1085637,Lighting for Independence Day Celebrations,02/09/2018,02/19/2018,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1085636,Sound for Independence Day Celebrations,02/09/2018,02/19/2018,,N,N,--,Department of Recreation,Allison Cohen,
Closed,Informal,1086100,Microfilm and Microfiche Conversion,02/15/2018,02/23/2018,,N,Y,--,Department of Permitting Services,Shilong Zheng,
Closed,Informal,1085587,Institutional Mattresses,01/26/2018,02/23/2018,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,Informal,1086232,Recovery Support Services,02/15/2018,03/05/2018,,N,N,--,Department of Health & Human Svcs,Kathleen Nevin,
Closed,RFP,1084489,Emergency Management Planning and Support,02/01/2018,03/05/2018,,N,N,"Norris, Robert",Department of Emergency Mgmt & Homeland Security,Michael Goldfarb,
Closed,Informal,1085576,"Fall Protection /Suspended Maintenance (rope descend) equipment/system Inspection, Maintenance and Repair",02/02/2018,03/06/2018,,N,N,--,Department of General Services,Danilo Chamorro,
Closed,Informal,1082495,Maintenance Services and Software Support for Kardex System,01/31/2018,03/06/2018,,N,N,--,Department of General Services,Damian D.Johnson,
Closed,RFP,1082507,Community Based Pre-Kindergarten Services,01/31/2018,03/08/2018,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Portia Willis,
Closed,RFP,1083209,Employment Related Services,01/30/2018,03/12/2018,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Monica Talley,
Closed,Informal,1071615,Free Video Relay Equipment and Interpreter Services,03/06/2018,03/12/2018,,N,N,--,Department of Public Libraries,Noah Stone,
Closed,Informal,1086226,Engineering Consulting Services,03/05/2018,03/12/2018,,N,Y,--,Department of Environmental Protection,Anthony Skinner,
Closed,Informal,1082994,MCPS Television Nexsan Hard Drive Replacement,02/14/2018,03/14/2018,,N,N,--,Department of Technology Services,Gaye Barksdale,
Closed,Informal,1082995,MCPS Television Studio Lighting System Replacement,02/15/2018,03/15/2018,,N,N,--,Department of Technology Services,Gaye Barksdale,
Closed,RFP,1083593,Up-County High School Based Wellness Center(s),02/14/2018,03/15/2018,,N,N,"McRae, Sarah",Department of Health & Human Svcs,Leslie Reyes-Rosa,
Closed,RFP,1083973,"Stop, Triage, Engage, Educate and Rehabilitate (STEER): Response Team",02/06/2018,03/15/2018,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Athena Morrow,
Closed,Informal,1086830,License Plate Recognition System Hardware and Software,03/09/2018,03/19/2018,,N,N,--,Department of Transportation,Javier Torres,
Closed,RFP,1083555,Employment & Training,02/07/2018,03/19/2018,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Aizat Oladapo,
Closed,RFP,1084093,Early Intervention Specialists-Embedded Nurses and Social Workers,02/14/2018,03/20/2018,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Wendy Baber,
Closed,Informal,1087242,Engineering Consulting Services Annual Review of Solid Waste Services,03/16/2018,03/22/2018,,N,N,--,Department of Environmental Protection,Anthony Skinner,
Closed,RFP,1083919,Home-Based Services Coordination & Family Skills Training,02/06/2018,03/23/2018,,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,Teresa Blair,
Closed,Informal,1086534,"Trailer Maintenance, Repair Service and Parts",03/15/2018,03/26/2018,,N,Y,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1085942,Kids Spot Waiting Room Child Supervision Services,02/14/2018,03/26/2018,,N,N,"DeLuca, Karen",Circuit Court,Melinda Sweeney,
Closed,RFP,1076774,Water Quality Improvements Credits - Stream Restoration Projects,09/07/2017,,Cancelled or Indefinitely Postponed,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurements,
Closed,RFP,1082480,Library Self Charge Machines,02/21/2018,03/28/2018,,N,N,"Yaeger, Segyung",Department of Public Libraries,Noah Stone,
Closed,RFP,1084036,Language Translation & interpretation Services,02/14/2018,03/29/2018,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Luis Martinez,
Closed,Informal,1086156,Lighting and Sound for Special Events,03/23/2018,03/30/2018,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,RFP,1082423,Labor/ Economic Consulting Services in Support of Collective Bargaining and Non-Collective Bargaining,02/28/2018,03/30/2018,,N,N,"Fornatora, Sarah",Office of Human Resources,Mary Wright,
Closed,Informal,1084735,Police Stress Management System,03/26/2018,04/02/2018,,N,N,--,Office of Human Resources,Jennifer Shovlin,
Closed,Informal,1086461,Ag Services: Land Preservation,03/06/2018,04/03/2018,,N,N,--,Office of Agriculture,Jacqueline Arnold,
Closed,Informal,1087524,Transaction Reconciliation Management Solution,03/28/2018,04/04/2018,,N,N,--,Department of Transportation,Alex Kinyenje,
Closed,RFP,1081519,Asset Inventory Services,02/23/2018,04/06/2018,,N,N,"Harris, Eric",Department of General Services,Isami Ayala-Collazo,
Closed,RFP,1085837,Construction Manager At-Risk (CMAR) US 29 Bus Rapid Transit (BRT) Improvements,03/05/2018,04/10/2018,,Y,N,"Norris, Robert",Department of Transportation,Marcelo Cortez,
Closed,RFP,1083151,Home Delivered Meals for Seniors and Individuals Suffering from Life Challenging Medical Conditions,02/02/2018,,Cancelled or Indefinitely Postponed,N,N,"Flood, Samuel",Department of Health & Human Svcs,Carol Craig,
Closed,Informal,1087461,Customer Service Satisfaction Survey Devices and Analysis,04/05/2018,04/16/2018,,N,N,--,Department of Liquor Control,Matthew Douglas,
Closed,Informal,1087390,Multilingual Certification Testing Services,04/04/2018,04/16/2018,,N,N,--,Office of Human Resources,Jennifer Shovlin,
Closed,Informal,1086542,Emergency Medical Services Adjunct Instructors,04/02/2018,04/17/2018,,N,Y,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1086559,Benthic Macroinvertebrate Identification,04/04/2018,04/18/2018,,N,N,--,Department of Environmental Protection,DEP,
Closed,RFP,1098632,Workforce Development and Training Program,03/07/2019,,Cancelled or Indefinitely Postponed,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Montrice Johnson,
Closed,Informal,1087290,Institutional Mattresses,03/30/2018,04/20/2018,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,RFP,1086030,Property & Casualty Insurance Broker Services,03/19/2018,04/20/2018,,N,N,"Fornatora, Sarah",Department of Finance,Kimberly Gay-Armour,
Closed,RFP,1085943,"Transcription Services for the Circuit Court for Montgomery County, MD",03/20/2018,04/24/2018,,N,Y,"DeLuca, Karen",Circuit Court,Shane Pyles,
Closed,RFP,1083129,"Web Services, Administration and Networking Services",03/19/2018,04/25/2018,,N,Y,"Harris, Eric",Department of Transportation,Scott Myers,
Closed,RFP,1081940,Third Party Consultant Services for Internal Combustion Fuel Procurement and Other Commodities and Management via Reverse Auction,03/28/2018,05/01/2018,,N,N,"Karakaya, Penny Perrus",Department of General Services,Bradley Weatherly,
Closed,RFP,1084651,Women�s Assessment Center/ Women�s Shelter,04/02/2018,05/08/2018,,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,Tanya Jones,
Closed,RFP,1085708,Auditing Services for Wage Requirements Law Compliance,04/09/2018,05/09/2018,,N,Y,"Yaeger, Segyung",Office of Procurement,John Gibala,
Closed,RFP,1068179,Active Ethernet Structured Cable Systems Design and Installation,09/22/2017,05/09/2018,,N,N,"Steed, Jeffrey",Department of Technology Services,John Castner,
Closed,Informal,1082421,Correctional Officers Entry Level Testing Service,05/07/2018,05/30/2018,,N,N,--,Office of Human Resources,Mary Wright,
Closed,Informal,1089272,"Maintenance of Meteorological Stations, Air Quality Monitoring Stations and Data Processing",05/24/2018,06/01/2018,,N,Y,--,Department of Environmental Protection,Godfrey Ampadu,
Closed,RFP,1073610,Promotional Exam Process for Public Safety Departments,05/01/2018,06/01/2018,,N,N,"Fornatora, Sarah",Office of Human Resources,Mary Wright,
Closed,RFP,1088210,Construction Manager At-Risk (CMAR) White Flint West Transportation,05/07/2018,06/08/2018,,Y,N,"Norris, Robert",Department of Transportation,Marcelo Cortez,
Closed,Informal,1089573,Graphic Design Services,06/01/2018,06/08/2018,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,RFP,1087293,Internal Audit Services,05/02/2018,06/11/2018,,N,N,"Davis-Martin, Mary Ellen",County Executive,William Broglie,
Closed,RFP,1080990,Articulated 60' Transit Buses,03/22/2018,06/12/2018,,N,N,"Steed, Jeffrey",Department of General Services,Kathleen Hynes,
Closed,Informal,1090041,Replacement and Installation of new Fire-Retardant Curtains in compliance with NFPA 701 Standard at the Black Box Theater,06/05/2018,06/15/2018,,N,N,--,Department of General Services,Gus Montes De Oca,
Closed,Informal,1088817,Inflatable Rescue Boats,06/26/2018,07/03/2018,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1085877,Streetlights Conversion to LED,04/23/2018,07/09/2018,,N,N,"Karakaya, Penny Perrus",Department of Transportation,Yazdan Sanayi,
Closed,RFP,1086101,Senior Citizens Fire Safety Education and Outreach Services,06/01/2018,07/11/2018,,N,Y,"DeLuca, Karen",Fire & Rescue Services,Beth Anne Nesselt,
Closed,Informal,1090351,Truck Scale Maintenance and Repair,06/29/2018,07/18/2018,,N,N,--,Department of Environmental Protection,Daniel Rogers,
Closed,Informal,1087730,"Hazardous Medical Waste Removal, Removal, Pick-Up, and Legal Disposal",07/09/2018,07/27/2018,,N,N,--,Department of Health & Human Svcs,Robert Morrow,
Closed,Informal,1088746,Graphic Design Services,06/15/2018,07/30/2018,,N,Y,--,Department of Environmental Protection,DEP.Procurements,
Closed,Informal,1113479,Business Radio Services and Equipment,01/27/2020,02/07/2020,,N,N,--,Department of Liquor Control,Courtney Orsini,
Closed,Informal,1111083,Mattresses and Box Springs for Fire Stations,03/12/2020,03/24/2020,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,10433642,Kitchen Incubator Project,07/09/2014,07/31/2014,,N,N,--,Department of Economic Development,Sarah Miller,
Closed,Informal,1110415,Consultant to Analyze Its Current Network of Incubators Available to Entrepreneurs and Start-Up Companies,10/23/2019,11/15/2019,,N,N,--,Department of Finance,Ruth Semple,
Closed,RFP,1110701,Counseling Services for Domestic Violence Offenders,01/31/2020,03/10/2020,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Marja Booker,
Closed,RFP,1111792,Construction Management and Related Services for Various County Facilities,12/24/2019,01/28/2020,,N,Y,"Norris, Robert",Department of General Services,Hamid Omidvar,
Active,RFP,1112001,Seneca Valley High School Wellness Center,04/08/2020,05/19/2020,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Leslie Reyes-Rosa,
Active,IFB,1113122,"Inspection, Repair, Maintenance, and Installation of Electronic Security System",04/23/2020,05/25/2020,,N,N,"Harris, Eric",Police,David Anderson,
Closed,RFP,1097750,"Parking Citation Processing and Collection Services, and Sales Stores Management Services",02/21/2020,04/17/2020,,N,N,"Harris, Eric",Department of Transportation,Javier Torres,
Closed,Informal,1111086,Fire and Rescue Service Books,12/11/2019,01/08/2020,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1106311,Inmate Telephone System,01/29/2020,03/16/2020,,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Kendra Jochum,
Closed,Informal,1114563,Facilities Consultant,03/09/2020,03/16/2020,,N,N,--,Department of Health & Human Svcs,Donna Potisk,
Closed,IFB,1050951,Streater Brand Shelving,03/02/2015,,Cancelled or Indefinitely Postponed,N,Y,"DeLuca, Karen",Department of Liquor Control,Diane Wurdeman,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1050951
Closed,IFB,1088447,HVAC/Refrigeration Equipment and Parts,06/08/2018,07/17/2018,,N,N,"Karakaya, Penny Perrus",Department of General Services,Frank Howard,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1088447
Closed,IFB,1051427,CIP Work Order Contract,12/04/2015,02/17/2016,,Y,N,"Norris, Robert",Department of Transportation,Mark Aebig,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051427
Closed,IFB,1027354,Online Bidding for Cooperative Purchase of Unleaded Gasoline and E85 (Reverse Auction),04/14/2014,05/15/2014,,N,N,"Harris, Eric",Department of General Services,Calvin Jones,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1027354
Closed,RFP,1100917,Video Streaming and Legislative Content Management Services,10/21/2019,01/02/2020,,N,N,"Giambra, Sarah",Department of Technology Services,Donna Keating,
Closed,IFB,1036999,Election Equipment,01/07/2014,,Cancelled or Indefinitely Postponed,N,N,"Thomas, Michael",Board of Elections,Margie Roher,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036999
Closed,IFB,1080308,Underground Utility Services,05/22/2018,06/25/2018,,N,N,"Vasileva, Renata",Department of Transportation,Kamal Hamud,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080308
Closed,IFB,1052192,"Installation, Removal & Storage of Seasonal Light Pole Banners and Snowflakes",05/08/2015,06/16/2015,,N,N,"Elliott, Darleen (Inactive Buyer)",Community Engagement Cluster,Sidney Cooper,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1052192
Active,RFP,1112666,Electric Powered Heavy-Duty Low Floor 35� and 40� Transit Buses,03/12/2020,07/09/2020,,N,N,"Steed, Jeffrey",Department of General Services,Kathleen Hynes,
