the_geom,OBJECTID,SSTYPE,SSSTAT,PROJID
"MULTILINESTRING ((-90.025496569935 30.0314466372, -90.025520463247 30.031527641448, -90.025520836633 30.03152865926, -90.02566258149 30.031915083529, -90.025952467649 30.032705363945, -90.025952569779 30.032705642861, -90.02602180789 30.032894395515, -90.026036298878 30.032931859848, -90.026048810228 30.03296420409, -90.02606059731 30.032994677318))",587983,Water Line Replacement (SWB),Planned,RR100
"MULTILINESTRING ((-90.110144495775 29.997525683711, -90.110234474751 29.997534643464, -90.110660718136 29.997572137538, -90.110738934373 29.997580005097, -90.111092816194 29.997609538509, -90.111180709533 29.997616907291))",590134,Sewer Line Repair (SSERP),Complete,PWF172
"MULTILINESTRING ((-90.118188315111 30.011435349544, -90.118164648801 30.011836833117, -90.118153886753 30.011968132469, -90.118147817665 30.012038086676, -90.118122580185 30.012337838835))",589988,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Complete,DPW059
"MULTILINESTRING ((-90.012713816565 29.976994442597, -90.012503538853 29.977645286416, -90.012372693077 29.978050271813))",593402,"Drainage Line, Sewer Line (ESSA), and Water Line Replacement",Complete,RR111
"MULTILINESTRING ((-90.094388487447 29.931528238931, -90.094819436775 29.932425125149))",590210,Sewer Line Repair (SSERP),Complete,RR129
"MULTILINESTRING ((-90.093351727672 29.945601886309, -90.093837257243 29.946249062478, -90.093909056117 29.946355065797))",588699,Water Line Replacement (FEMA),Planned,RR024
"MULTILINESTRING ((-90.052331424376 29.999152905506, -90.05239174644 29.999870052096, -90.052394298384 29.999946413999))",592317,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR057
"MULTILINESTRING ((-89.977600809708 30.048432196478, -89.977896938261 30.048863920388, -89.978288628715 30.049442687853, -89.978589576563 30.049879141221, -89.978652172794 30.049967364712))",587967,Sewer Line Repair (SSERP),Planned,RR100
"MULTILINESTRING ((-90.115127768417 29.924647754298, -90.116014729944 29.9248286064, -90.116117113108 29.924841915335))",590524,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.054548855406 29.999015054882, -90.054591042383 29.999076468544, -90.054696355708 29.999235827318, -90.054743498838 29.999307162956, -90.054914012708 29.999565180367, -90.054960002674 29.999636429747, -90.055003908927 29.999704450767, -90.055055992989 29.99978239251))",595559,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",Complete,DPW309
"MULTILINESTRING ((-90.014739637286 29.970808851991, -90.014793878703 29.970821126217, -90.015376501212 29.970952973121, -90.01547462459 29.970976986084))",593659,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR110
"MULTILINESTRING ((-90.064187471453 30.023691551685, -90.064130363764 30.023698357967, -90.06345644452 30.023712586353, -90.06336484707 30.023714778529))",592178,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR156
"MULTILINESTRING ((-90.064966225064 29.954382164204, -90.065061481531 29.954447469811, -90.065142302421 29.954502239028, -90.065355798581 29.954646917295, -90.065968162333 29.955066152759))",595121,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.063904592523 30.014390957128, -90.063822600434 30.014397309474, -90.0629741251 30.014442048046))",595448,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.006528817577 29.969614705402, -90.006429444803 29.969578451481, -90.005558819294 29.969254279936, -90.005448531079 29.969216495163))",593502,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW130
"MULTILINESTRING ((-90.09833437667 29.943069509094, -90.098407647242 29.94325418716, -90.098453989812 29.94337099217, -90.099127619752 29.945068838634, -90.099239470609 29.945359785764, -90.099315832973 29.945558431572))",590083,Water Line Replacement (FEMA),Planned,RR011
"MULTILINESTRING ((-90.037483881531 29.968194519439, -90.037458478301 29.9682627377, -90.037175302784 29.969239122158))",593744,Sewer Line Repair (SSERP),Complete,RR166
"MULTILINESTRING ((-90.053057317581 29.97895871989, -90.053033450159 29.978960062916, -90.052950576309 29.978964727853, -90.05282681002 29.978971695258))",595698,"Drainage Line, Sewer Line, and Water Line Replacement",Construction,DPW067
"MULTILINESTRING ((-90.09256246363 29.927751793828, -90.092739050024 29.927691173927))",593288,Sewer Line Repair (SSERP),Complete,DPW324
"MULTILINESTRING ((-90.051527401719 30.019431913733, -90.051567409701 30.019910965712, -90.051591033835 30.020203552246, -90.051604988468 30.020447086461))",595495,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.06579715374 29.942286095097, -90.06578776277 29.941834979937))",594547,Sewer Line Repair (SSERP),Complete,DPW386
"MULTILINESTRING ((-90.102347467282 29.930465274397, -90.102350939659 29.930499338917, -90.10235266087 29.930520370633, -90.102422947774 29.931240943185, -90.102431000459 29.931323497491, -90.102445131842 29.931436510171))",592941,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA23
"MULTILINESTRING ((-90.117245933061 29.97207998595, -90.116869453883 29.972434520826, -90.116578683407 29.972708323292))",588967,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR017
"MULTILINESTRING ((-90.10895947333 29.959949976111, -90.109629677668 29.960495333313))",589467,Sewer Line Repair (SSERP),Planned,RR015
"MULTILINESTRING ((-90.051328313637 29.972955096947, -90.051406715394 29.973887993073, -90.051416303242 29.973967090052))",594035,Water Line Replacement (FEMA),Planned,RR180
"MULTILINESTRING ((-90.034815218923 29.9641780914, -90.034787516326 29.964256910224, -90.034641785571 29.964745290922, -90.034568848029 29.964978182778, -90.034565957041 29.964987412029, -90.034446008071 29.965370410239))",593539,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),Planned,RR167
"MULTILINESTRING ((-89.920969775565 30.023893107694, -89.920814226987 30.023993846205, -89.920512715396 30.024189114322, -89.920259422512 30.024366657105, -89.920254379103 30.024370192868, -89.920175657033 30.024427256124, -89.919695652365 30.024787535888, -89.919577507787 30.024879955256, -89.919428979616 30.024996141529, -89.918981494588 30.025370253592, -89.918919133582 30.025425256983, -89.918711805192 30.025608120875, -89.918431260639 30.025858717961, -89.918085936938 30.026171543396, -89.917935623111 30.02630770952, -89.917541063211 30.026661726301, -89.917285612727 30.026862977954, -89.917272980334 30.026874396901, -89.917104812769 30.027026408146, -89.917074345793 30.027055691868, -89.916940759287 30.027184087178, -89.916886052073 30.027239898999, -89.916881640524 30.027244398873, -89.916823153582 30.027306943922, -89.91633181826 30.027761312642, -89.916320601239 30.027771325701, -89.915753970521 30.028277165458, -89.915660487134 30.028360618761, -89.915101630963 30.028864301763, -89.915015304531 30.028942104457, -89.914873613393 30.029069880807, -89.914762820057 30.029169793155, -89.914687958563 30.02923662072, -89.914396070038 30.029497182994, -89.914184415527 30.02968982055, -89.914117912002 30.029750349046, -89.913956976896 30.029894518096, -89.913756273706 30.030074312326, -89.913599827047 30.030215956201, -89.913368015469 30.030425831402, -89.913017825622 30.030746382029, -89.912962399534 30.030797116718, -89.912766858082 30.030971473205, -89.912431458235 30.031270534463, -89.912315118807 30.031376632243, -89.911978362398 30.031683740131, -89.911937018762 30.031719168434, -89.911920010315 30.031737006955, -89.911400379166 30.032203205899, -89.911379751273 30.032221711559, -89.911276092237 30.032313404887, -89.909666326219 30.033769701504, -89.909348544178 30.034057179449, -89.907878493139 30.03538451769, -89.907877446806 30.035385461695, -89.907329479311 30.03588021845, -89.90702755661 30.036157025161, -89.90699155322 30.036190033083, -89.906967296632 30.036211730654, -89.906485381135 30.036642813391, -89.906482243373 30.036645708923, -89.906374973424 30.036744675469, -89.906161055061 30.036942032124, -89.906160905885 30.036942165851, -89.906146750455 30.036954327909, -89.906001566815 30.037079057015, -89.905675603209 30.037350928152, -89.905617909515 30.037394744771, -89.905557240176 30.037444678036, -89.905517988075 30.037479867944, -89.90546769061 30.037528409518, -89.905425447389 30.037572461332, -89.905393190422 30.037611487653, -89.905367568118 30.037649200958, -89.905347849462 30.03768422932, -89.905330936424 30.037720870522, -89.905315352938 30.037764364113, -89.905302057117 30.03781908107, -89.905295792231 30.037866329828, -89.905294338504 30.037912431663, -89.905296786192 30.037952647226, -89.905301969431 30.037986786112, -89.905314892556 30.038031496445, -89.905354235531 30.038136446605, -89.905395760036 30.038247214694))",589007,Sewer Line Repair (SSERP),Complete,DPW142
"MULTILINESTRING ((-90.036985831995 29.972522203609, -90.036671872647 29.973561792889))",593722,Sewer Line Repair (SSERP),Complete,PWF099
"MULTILINESTRING ((-90.084470185614 29.952017779817, -90.084525269279 29.951976742424, -90.084563184558 29.95195168018, -90.084599563359 29.951929754968, -90.084622077246 29.951917150578, -90.084648766782 29.951904340643, -90.084705190041 29.951882250805, -90.084734654318 29.951873151735, -90.084764760622 29.951865914667, -90.084826940198 29.951857733207, -90.084858773442 29.951855959339, -90.084890712936 29.9518558861, -90.084947072925 29.951859976555, -90.085001482725 29.951869048632, -90.085046981254 29.951880643405, -90.08507656384 29.951890405674, -90.085105273276 29.951901642802, -90.08514350998 29.951921266218, -90.08517939899 29.951941895014, -90.085477935807 29.952162152393, -90.085499616218 29.952178147977))",591650,Water Line Replacement (FEMA),Planned,RR068
"MULTILINESTRING ((-90.046951354034 29.964859232711, -90.046836962963 29.965241361522, -90.046657788685 29.965829586151))",594208,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.113485299615 30.006453221904, -90.113479988162 30.006528710915, -90.113360591281 30.007715740145))",588084,Water Line Replacement (FEMA),Planned,RR084
"MULTILINESTRING ((-90.034506193711 29.968645355308, -90.034462853072 29.968625950001, -90.03361472544 29.968438447893, -90.033540204446 29.968420179823))",593774,Water Line Replacement (SWB),Planned,RR167
"MULTILINESTRING ((-90.12185649799 29.945064754713, -90.121230916264 29.945868565728))",588709,Water Line Replacement (FEMA),Planned,RR002
"MULTILINESTRING ((-90.06560817628 29.975143917426, -90.06562108409 29.975277614525, -90.065632563582 29.975417112705, -90.065632874119 29.975420880675, -90.065645436189 29.975604618967, -90.065656993634 29.975725834374, -90.065657123532 29.97572719346, -90.065657313599 29.975729194643, -90.065660581985 29.975748781761, -90.06566961526 29.975782317089, -90.065695066517 29.975863246481, -90.065709288373 29.975916218634))",591651,Sewer Line Repair (SSERP),Complete,RR003
"MULTILINESTRING ((-90.012092176265 29.96353951263, -90.012061210505 29.963620919492, -90.011745491209 29.964568766781))",594358,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR114
"MULTILINESTRING ((-90.120166066668 29.925706215863, -90.120260768971 29.925732728661, -90.120543903358 29.925816302501, -90.120806522468 29.925893051618, -90.120981060794 29.925946458053, -90.121066252179 29.925974827936, -90.121322800132 29.926063363605, -90.121457294533 29.926111495868, -90.121731617417 29.926218787609, -90.121816734921 29.926253546689))",593212,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.078579549249 30.024202766779, -90.0784496319 30.024282364705, -90.077984056077 30.024577176398, -90.077863812428 30.024649186486))",588611,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR071
"MULTILINESTRING ((-90.037741467472 29.946031811013, -90.037744694688 29.945986486571, -90.037784366095 29.945507141601, -90.037817349564 29.945108595078, -90.037821409156 29.945012225989))",595629,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW101
"MULTILINESTRING ((-89.988342615733 30.040964331222, -89.987645311232 30.041289624276))",589156,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW002
"MULTILINESTRING ((-90.12039780035 29.970537077267, -90.12119339096 29.97117218939, -90.121219009524 29.971188875573))",589284,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR065
"MULTILINESTRING ((-90.128147394145 29.96189149244, -90.128707761593 29.962341533393, -90.128943972635 29.962532712881))",595704,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA24A
"MULTILINESTRING ((-90.084190521123 29.933240966971, -90.084190738165 29.933241255912, -90.084235900681 29.933301437627, -90.084528974718 29.933691972011, -90.084742411528 29.933967891255, -90.084792570213 29.934042679259))",591908,Sewer Line Repair (SSERP),Complete,RR022
"MULTILINESTRING ((-90.068531803098 29.938758861101, -90.068544538468 29.938714653311, -90.068581436005 29.938594008246, -90.068594083023 29.938550629619, -90.068611137021 29.938492130586, -90.068694846986 29.938205000188, -90.06879721935 29.93785385638, -90.068841073603 29.937703832914))",595234,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.118329451673 29.959646306788, -90.118867173136 29.960078352354, -90.1191994934 29.960345467164, -90.119199586847 29.960345544762))",589566,Sewer Line Repair (ESSA),Planned,RR067
"MULTILINESTRING ((-90.057834178444 29.964517627987, -90.057181758184 29.964557978652, -90.057135451406 29.964560849823, -90.057100427303 29.964562862224, -90.057052958685 29.964565589571, -90.056791776287 29.96458132803, -90.056675750418 29.964589558632))",591464,Sewer Line Repair (SSERP),Complete,RR020
"MULTILINESTRING ((-90.015764761671 29.961325011696, -90.015628383312 29.961292357638, -90.014700310217 29.961080029091))",594181,Water Line Replacement (FEMA),Complete,
"MULTILINESTRING ((-90.102951808322 29.947561643472, -90.103461967991 29.947524506398, -90.103978161661 29.947482841408, -90.104078465379 29.947474396373))",590431,Sewer Line Repair (SSERP),Complete,RR010
"MULTILINESTRING ((-90.114931357395 30.00142879736, -90.114847324119 30.002525288087, -90.114832680229 30.002691419616))",588268,Water Line Replacement (FEMA),Complete,
"MULTILINESTRING ((-90.06656270037 29.959208724069, -90.066188275983 29.959632223792))",594979,Sewer Line Repair (SSERP),Complete,DPW368
"MULTILINESTRING ((-90.048551510105 29.982285894494, -90.047625489593 29.98233749345, -90.047543842414 29.982343226157))",594025,Water Line Replacement (SWB),Planned,RR180
"MULTILINESTRING ((-90.080577683297 30.023947399519, -90.079684247333 30.024001115204))",588168,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR071
"MULTILINESTRING ((-90.118667740243 30.004933998696, -90.118660733661 30.00501589142, -90.118638626997 30.005359136365, -90.118635212372 30.005412150734, -90.11861465924 30.005660010454, -90.118606775783 30.005753622153))",590739,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW058
"MULTILINESTRING ((-90.11930816779 29.963083040156, -90.119418790634 29.963169787181, -90.120115694249 29.963732205944, -90.120123326333 29.96373836551))",589569,"Drainage Line, Sewer Line, and Water Line Replacement (SWB WLM Project)",Planned,SWBTM006B
"MULTILINESTRING ((-90.066266019405 29.934954873477, -90.066233950116 29.93475356098, -90.066141661983 29.934174767958, -90.066130439618 29.934014763027))",595355,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.05987226462 30.023215626789, -90.059877291204 30.023280234696, -90.059916487654 30.023708613999, -90.059931396168 30.023890204521, -90.059927440537 30.023900607709, -90.059929109101 30.023918599592, -90.059934760527 30.023979104855, -90.059967566024 30.024398272143))",592136,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR131
"MULTILINESTRING ((-90.036548509486 29.976863155561, -90.036520910071 29.976942564717, -90.036264685145 29.977812820183, -90.036232263661 29.977895702274))",593356,Sewer Line Repair (SSERP),Complete,
