mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
269,23354,14047020,01- Annual,2018-01-01T00:00:00.000Z,387300,0,387300,32718600,0,32718600
273,23354,14047020,,2009-01-01T00:00:00.000Z,387300,0,387300,25109600,0,25109600
277,23354,14047020,01- Annual,2020-01-01T00:00:00.000Z,419600,0,419600,32718600,0,32718600
281,23846,14050036,,2009-01-01T00:00:00.000Z,588000,1177200,1765200,28908000,102627600,131535600
285,23846,14050036,01- Annual,2019-01-01T00:00:00.000Z,588000,3130900,3718900,37410000,132055500,169465500
289,23846,14050036,01- Annual,2015-01-01T00:00:00.000Z,588000,2177200,2765200,33495000,129326900,162821900
293,23850,14051019,01- Annual,2016-01-01T00:00:00.000Z,552000,0,552000,19197000,1000,19198000
297,23850,14051019,01- Annual,2019-01-01T00:00:00.000Z,552000,0,552000,20382000,1000,20383000
301,23850,14051019,,2009-01-01T00:00:00.000Z,552000,0,552000,15642000,1000,15643000
305,24283,14060013,,2009-01-01T00:00:00.000Z,4325600,1000,4326600,2504300,0,2504300
309,24296,14060036,,2009-01-01T00:00:00.000Z,5345200,1000,5346200,3094600,0,3094600
313,24307,14060058,,2009-01-01T00:00:00.000Z,3758800,1000,3759800,2176100,0,2176100
317,25775,15062003,,2008-01-01T00:00:00.000Z,215200,141300,356500,132000,51400,183400
321,25775,15062003,,2010-01-01T00:00:00.000Z,235200,96200,331400,112000,65800,177800
325,25815,15064001,,2012-01-01T00:00:00.000Z,359400,284800,644200,120000,112700,232700
329,25841,15066001,,2009-01-01T00:00:00.000Z,452400,424700,877100,132000,98500,230500
333,25841,15066001,,2011-01-01T00:00:00.000Z,474400,326000,800400,110000,109100,219100
337,25865,15067008,01- Annual,2015-01-01T00:00:00.000Z,560600,46200,606800,0,154600,154600
341,25865,15067008,,2012-01-01T00:00:00.000Z,500600,59500,560100,60000,61400,121400
345,25923,15070001,,2010-01-01T00:00:00.000Z,1480500,3893400,5373900,0,0,0
349,25996,15074008,,2009-01-01T00:00:00.000Z,33900,1247000,1280900,2724400,76490500,79214900
353,25996,15074008,01- Annual,2015-01-01T00:00:00.000Z,33900,1834500,1868400,3189400,14550400,17739800
357,25996,15074008,03- Board of Equalization,2019-10-10T00:00:00.000Z,34500,1443300,1477800,3550000,15225000,18775000
361,25996,15074008,01- Annual,2017-01-01T00:00:00.000Z,33900,2262000,2295900,3562100,14549700,18111800
365,25997,15074009,01- Annual,2018-01-01T00:00:00.000Z,33900,0,33900,3562100,0,3562100
369,25997,15074009,01- Annual,2016-01-01T00:00:00.000Z,33900,0,33900,3355000,14656500,18011500
373,25997,15074009,01- Annual,2014-01-01T00:00:00.000Z,33900,0,33900,2899400,14075600,16975000
377,25997,15074009,,2011-01-01T00:00:00.000Z,31100,0,31100,2485200,0,2485200
381,25998,15074010,,2012-01-01T00:00:00.000Z,25400,0,25400,2174600,0,2174600
385,25998,15074010,01- Annual,2013-01-01T00:00:00.000Z,25400,0,25400,2174600,8445300,10619900
389,25998,15074010,03- Board of Equalization,2016-09-19T00:00:00.000Z,25400,0,25400,2516300,11014300,13530600
393,25998,15074010,03- Board of Equalization,2018-08-21T00:00:00.000Z,25400,0,25400,2671600,11134700,13806300
397,25999,15074011,01- Annual,2020-01-01T00:00:00.000Z,28300,0,28300,2686300,11991700,14678000
401,25999,15074011,01- Annual,2019-01-01T00:00:00.000Z,25700,0,25700,2695500,11960400,14655900
405,25999,15074011,05- Review,2015-09-03T00:00:00.000Z,25700,0,25700,2413400,11038000,13451400
409,25999,15074011,,2008-01-01T00:00:00.000Z,25700,0,25700,2061500,0,2061500
413,25999,15074011,,2010-01-01T00:00:00.000Z,20500,0,20500,1749200,0,1749200
1658,54283,35003004,01- Annual,2019-01-01T00:00:00.000Z,217900,0,217900,11025900,0,11025900
1662,54284,35003005,01- Annual,2016-01-01T00:00:00.000Z,217900,0,217900,10384800,0,10384800
1666,54284,35003005,01- Annual,2018-01-01T00:00:00.000Z,217900,0,217900,11025900,0,11025900
1670,54284,35003005,01- Annual,2013-01-01T00:00:00.000Z,217900,0,217900,8974500,0,8974500
1674,54284,35003005,01- Annual,2020-01-01T00:00:00.000Z,236000,0,236000,11025900,0,11025900
1678,54285,35003006,,2011-01-01T00:00:00.000Z,148800,2070400,2219200,6000000,82072500,88072500
1682,54285,35003006,,2009-01-01T00:00:00.000Z,162400,0,162400,6600000,12816800,19416800
1686,54285,35003006,03- Board of Equalization,2017-10-31T00:00:00.000Z,162400,1899600,2062000,8762400,89608700,98371100
1690,54285,35003006,01- Annual,2014-01-01T00:00:00.000Z,162400,2325500,2487900,7000000,94669200,101669200
1694,54286,35003007,01- Annual,2015-01-01T00:00:00.000Z,162400,0,162400,7700000,0,7700000
1698,54286,35003007,01- Annual,2017-01-01T00:00:00.000Z,162400,0,162400,8600000,0,8600000
1702,54286,35003007,,2012-01-01T00:00:00.000Z,162400,0,162400,7000000,0,7000000
1706,54287,35003008,01- Annual,2020-01-01T00:00:00.000Z,175900,0,175900,8600000,0,8600000
1710,54287,35003008,01- Annual,2013-01-01T00:00:00.000Z,162400,0,162400,7000000,0,7000000
1714,54287,35003008,01- Annual,2018-01-01T00:00:00.000Z,162400,0,162400,8600000,0,8600000
1718,54287,35003008,01- Annual,2016-01-01T00:00:00.000Z,162400,0,162400,8100000,0,8100000
1722,54290,35003011,05- Review,2014-09-08T00:00:00.000Z,2327400,1000,2328400,44078300,0,44078300
1726,54293,35003015,01- Annual,2016-01-01T00:00:00.000Z,232000,1000,233000,15680300,0,15680300
1730,54293,35003015,01- Annual,2020-01-01T00:00:00.000Z,213200,0,213200,16840400,0,16840400
1734,54294,35003016,01- Annual,2018-01-01T00:00:00.000Z,102800,0,102800,8793500,0,8793500
1738,54294,35003016,05- Review,2014-09-08T00:00:00.000Z,121100,1000,122100,7075800,0,7075800
1742,54295,35003017,01- Annual,2016-01-01T00:00:00.000Z,121100,1000,122100,8187700,0,8187700
1746,54295,35003017,01- Annual,2020-01-01T00:00:00.000Z,111300,0,111300,8793500,0,8793500
1750,54296,35003018,01- Annual,2018-01-01T00:00:00.000Z,102800,0,102800,8796700,0,8796700
1754,54296,35003018,05- Review,2014-09-08T00:00:00.000Z,121200,1000,122200,7078400,0,7078400
1758,54297,35003019,01- Annual,2016-01-01T00:00:00.000Z,121400,1000,122400,8207300,0,8207300
1762,54298,35003020,01- Annual,2014-01-01T00:00:00.000Z,156000,1000,157000,5699400,0,5699400
1766,54299,35003021,01- Annual,2015-01-01T00:00:00.000Z,113100,1000,114100,7269800,0,7269800
1770,54325,35005022,01- Annual,2019-01-01T00:00:00.000Z,37700,70900,108600,25714000,77239500,102953500
1774,54325,35005022,01- Annual,2018-01-01T00:00:00.000Z,37700,70800,108500,25714000,76810400,102524400
1778,54325,35005022,01- Annual,2015-01-01T00:00:00.000Z,37700,70000,107700,23023000,76519600,99542600
1782,54325,35005022,,2010-01-01T00:00:00.000Z,30100,40500,70600,16744000,46730500,63474500
1786,54334,35005031,01- Annual,2013-01-01T00:00:00.000Z,21162600,102560400,123723000,35280000,139529400,174809400
1790,54334,35005031,,2011-01-01T00:00:00.000Z,19399100,106863300,126262400,30240000,79110600,109350600
1794,54334,35005031,01- Annual,2016-01-01T00:00:00.000Z,21162600,115744400,136907000,40824000,138609300,179433300
1798,54334,35005031,01- Annual,2018-01-01T00:00:00.000Z,21162600,167319800,188482400,43344000,138845100,182189100
1802,54334,35005031,01- Annual,2019-01-01T00:00:00.000Z,21162600,136915700,158078300,43344000,145455500,188799500
1806,55126,35008005,01- Annual,2018-01-01T00:00:00.000Z,158100,861800,1019900,18120000,30850100,48970100
1810,55126,35008005,01- Annual,2015-01-01T00:00:00.000Z,158100,637300,795400,23254000,27087700,50341700
1814,55126,35008005,,2010-01-01T00:00:00.000Z,126500,37100,163600,16912000,11426100,28338100
1818,55126,35008005,,2008-11-01T00:00:00.000Z,158100,86000,244100,19932000,21470800,41402800
1822,55375,35010023,,2012-01-01T00:00:00.000Z,185500,660000,845500,36512100,45636200,82148300
1826,55375,35010023,01- Annual,2018-01-01T00:00:00.000Z,185500,0,185500,44857700,0,44857700
1830,55380,35010032,01- Annual,2020-01-01T00:00:00.000Z,226300,0,226300,50520000,116135700,166655700
1834,55380,35010032,01- Annual,2016-01-01T00:00:00.000Z,208900,0,208900,47582800,101376100,148958900
1838,55380,35010032,,2011-01-01T00:00:00.000Z,191500,0,191500,35246500,49120000,84366500
1842,55381,35010033,,2010-01-01T00:00:00.000Z,159600,0,159600,31413600,43350100,74763700
1846,55381,35010033,01- Annual,2015-01-01T00:00:00.000Z,199500,0,199500,43193700,85276000,128469700
1850,55381,35010033,01- Annual,2019-01-01T00:00:00.000Z,199500,0,199500,48242300,92779900,141022200
1854,55383,35011007,,2010-01-01T00:00:00.000Z,164200,491800,656000,31823900,70551500,102375400
1858,55383,35011007,,2009-01-01T00:00:00.000Z,205200,704600,909800,37506800,81070300,118577100
1862,55384,35011008,,2010-01-01T00:00:00.000Z,160500,0,160500,31120100,112994900,144115000
1866,55663,36018005,,2011-01-01T00:00:00.000Z,216400,655300,871700,110000,252000,362000
1870,55663,36018005,,2009-01-01T00:00:00.000Z,380000,564700,944700,132000,230500,362500
1874,55672,36018014,01- Annual,2015-01-01T00:00:00.000Z,496800,2827500,3324300,63756000,148387000,212143000
1878,55672,36018014,01- Annual,2019-01-01T00:00:00.000Z,496800,2463000,2959800,92450000,176738000,269188000
1882,55672,36018014,03- Board of Equalization,2017-10-17T00:00:00.000Z,496800,1989800,2486600,92450000,132265300,224715300
1886,55672,36018014,,2010-01-01T00:00:00.000Z,397400,799100,1196500,60200000,111494300,171694300
1890,56542,37010004,,2011-01-01T00:00:00.000Z,195800,15000,210800,452300,147400,599700
1894,56542,37010004,,2009-01-01T00:00:00.000Z,217500,15000,232500,502500,147400,649900
1898,58083,38011004,01- Annual,2014-01-01T00:00:00.000Z,53400,1802700,1856100,7985100,199725000,207710100
1902,58083,38011004,01- Annual,2018-01-01T00:00:00.000Z,53400,1819900,1873300,9642000,194044400,203686400
1906,58083,38011004,,2008-01-01T00:00:00.000Z,41000,524900,565900,7210500,151949600,159160100
1910,58083,38011004,,2012-01-01T00:00:00.000Z,53400,1435300,1488700,7985100,170898400,178883500
1914,58084,38011005,,2011-01-01T00:00:00.000Z,24900,0,24900,3108300,0,3108300
1918,58084,38011005,,2009-01-01T00:00:00.000Z,20800,0,20800,3657100,0,3657100
1922,58084,38011005,01- Annual,2016-01-01T00:00:00.000Z,27100,0,27100,4657400,0,4657400
1926,58086,38011007,01- Annual,2015-01-01T00:00:00.000Z,79100,0,79100,13013500,0,13013500
1930,58086,38011007,01- Annual,2019-01-01T00:00:00.000Z,79100,0,79100,14285200,0,14285200
1934,58086,38011007,,2010-01-01T00:00:00.000Z,76000,0,76000,9079900,0,9079900
1938,58087,38011008,01- Annual,2020-01-01T00:00:00.000Z,56800,0,56800,9321300,0,9321300
1942,58087,38011008,01- Annual,2013-01-01T00:00:00.000Z,51600,0,51600,7719500,0,7719500
1946,58087,38011008,01- Annual,2017-01-01T00:00:00.000Z,51600,0,51600,9321300,0,9321300
1950,58087,38011008,01- Annual,2014-01-01T00:00:00.000Z,51600,0,51600,7719500,0,7719500
1954,58088,38011009,01- Annual,2018-01-01T00:00:00.000Z,11100,0,11100,1996400,0,1996400
1958,58088,38011009,,2008-01-01T00:00:00.000Z,8500,0,8500,1492900,0,1492900
1962,58088,38011009,,2012-01-01T00:00:00.000Z,11100,0,11100,1653300,0,1653300
1966,58089,38011010,,2011-01-01T00:00:00.000Z,8000,0,8000,993700,0,993700
1970,58089,38011010,,2009-01-01T00:00:00.000Z,6600,0,6600,1169200,0,1169200
1974,58089,38011010,01- Annual,2016-01-01T00:00:00.000Z,8700,0,8700,1488900,0,1488900
1978,58091,38011012,01- Annual,2015-01-01T00:00:00.000Z,106900,0,106900,17583100,0,17583100
1982,58091,38011012,01- Annual,2019-01-01T00:00:00.000Z,106900,0,106900,19301400,0,19301400
1986,58091,38011012,,2010-01-01T00:00:00.000Z,102600,0,102600,12268200,0,12268200
1990,58092,38011011,01- Annual,2020-01-01T00:00:00.000Z,13200,0,13200,2166800,0,2166800
1994,58092,38011011,,2009-01-01T00:00:00.000Z,9200,0,9200,1620400,0,1620400
1998,58092,38011011,01- Annual,2017-01-01T00:00:00.000Z,12000,0,12000,2166800,0,2166800
2002,58092,38011011,01- Annual,2014-01-01T00:00:00.000Z,12000,0,12000,1794400,0,1794400
2006,58116,18016019,,2008-01-01T00:00:00.000Z,12754300,82094500,94848800,19800000,39934300,59734300
2010,58116,18016019,,2011-01-01T00:00:00.000Z,11691500,66977000,78668500,18000000,45147700,63147700
2014,58264,15058015,,2010-01-01T00:00:00.000Z,151500,1167300,1318800,12264000,51354300,63618300
2018,58410,19015052,01- Annual,2013-01-01T00:00:00.000Z,33000,337700,370700,180000,67400,247400
2022,58410,19015052,,2012-01-01T00:00:00.000Z,33000,305100,338100,180000,169100,349100
2026,58884,14038008,01- Annual,2014-01-01T00:00:00.000Z,429000,2984400,3413400,16170000,68485100,84655100
2030,58884,14038008,01- Annual,2020-01-01T00:00:00.000Z,464800,3422700,3887500,19866000,81773700,101639700
2034,58884,14038008,,2010-01-01T00:00:00.000Z,343200,2800800,3144000,12936000,49669700,62605700
2038,58884,14038008,,2008-01-01T00:00:00.000Z,429000,3226600,3655600,15246000,61703800,76949800
2042,58908,06028028,01- Annual,2018-01-01T00:00:00.000Z,31000,0,31000,813400,0,813400
2046,58908,06028028,05- Review,2015-02-27T00:00:00.000Z,0,0,0,506500,0,506500
2050,59638,18027013,01- Annual,2014-01-01T00:00:00.000Z,845300,3223700,4069000,17640000,86669200,104309200
2054,59638,18027013,01- Annual,2018-01-01T00:00:00.000Z,845300,4023900,4869200,21672000,93006500,114678500
2058,59638,18027013,,2008-01-01T00:00:00.000Z,845300,3048400,3893700,16632000,70997200,87629200
2062,59638,18027013,,2010-01-01T00:00:00.000Z,676300,2344800,3021100,14112000,57339900,71451900
2066,59699,06026052,01- Annual,2015-01-01T00:00:00.000Z,867000,1355400,2222400,1452000,8515800,9967800
2070,60209,14043031,01- Annual,2013-01-01T00:00:00.000Z,576000,3064700,3640700,34930000,140106300,175036300
417,26000,15074012,,2009-01-01T00:00:00.000Z,17100,0,17100,1374400,0,1374400
421,26000,15074012,01- Annual,2015-01-01T00:00:00.000Z,17100,0,17100,1608900,7326800,8935700
425,26000,15074012,03- Board of Equalization,2019-10-10T00:00:00.000Z,17400,0,17400,1790800,7666500,9457300
429,26000,15074012,01- Annual,2017-01-01T00:00:00.000Z,17100,0,17100,1797000,7326500,9123500
433,26001,15074013,01- Annual,2018-01-01T00:00:00.000Z,17100,0,17100,1797000,0,1797000
437,26001,15074013,01- Annual,2016-01-01T00:00:00.000Z,17100,0,17100,1692500,7380200,9072700
441,26001,15074013,01- Annual,2014-01-01T00:00:00.000Z,17100,0,17100,1462700,7087700,8550400
445,26001,15074013,,2011-01-01T00:00:00.000Z,15700,0,15700,1253700,0,1253700
449,26002,15074014,,2012-01-01T00:00:00.000Z,17100,0,17100,1462700,0,1462700
453,26002,15074014,01- Annual,2013-01-01T00:00:00.000Z,17100,0,17100,1462700,5656700,7119400
457,26002,15074014,03- Board of Equalization,2016-09-19T00:00:00.000Z,17100,0,17100,1692500,7377500,9070000
461,26002,15074014,03- Board of Equalization,2018-08-21T00:00:00.000Z,17100,0,17100,1797000,7458100,9255100
465,26003,15074015,01- Annual,2020-01-01T00:00:00.000Z,9400,0,9400,895400,4034600,4930000
469,26003,15074015,01- Annual,2019-01-01T00:00:00.000Z,8600,0,8600,898500,4024100,4922600
473,26003,15074015,05- Review,2015-09-03T00:00:00.000Z,8600,0,8600,804500,3713700,4518200
477,26003,15074015,,2008-01-01T00:00:00.000Z,8600,0,8600,687200,0,687200
481,26003,15074015,,2010-01-01T00:00:00.000Z,6800,0,6800,583100,0,583100
485,26004,15074016,,2009-01-01T00:00:00.000Z,30700,0,30700,2469000,0,2469000
489,26004,15074016,01- Annual,2015-01-01T00:00:00.000Z,30700,0,30700,2890400,13208900,16099300
493,26004,15074016,03- Board of Equalization,2019-10-10T00:00:00.000Z,31200,0,31200,3217200,13821300,17038500
497,26004,15074016,01- Annual,2017-01-01T00:00:00.000Z,30700,0,30700,3228200,13208300,16436500
501,26005,15074017,01- Annual,2018-01-01T00:00:00.000Z,6700,0,6700,703200,0,703200
505,26005,15074017,01- Annual,2016-01-01T00:00:00.000Z,6700,0,6700,662300,2910500,3572800
509,26005,15074017,01- Annual,2014-01-01T00:00:00.000Z,6700,0,6700,572400,2795100,3367500
513,26005,15074017,,2011-01-01T00:00:00.000Z,6100,0,6100,490600,0,490600
517,26006,15074018,,2012-01-01T00:00:00.000Z,15100,0,15100,1292100,0,1292100
521,26006,15074018,01- Annual,2013-01-01T00:00:00.000Z,15100,0,15100,1292100,5019400,6311500
525,26006,15074018,03- Board of Equalization,2016-09-19T00:00:00.000Z,15100,0,15100,1495100,6546400,8041500
529,26006,15074018,03- Board of Equalization,2018-08-21T00:00:00.000Z,15100,0,15100,1587400,6617800,8205200
533,26007,15074019,01- Annual,2020-01-01T00:00:00.000Z,9400,0,9400,895400,4146700,5042100
537,26007,15074019,01- Annual,2019-01-01T00:00:00.000Z,8600,0,8600,898500,4135800,5034300
541,26007,15074019,05- Review,2015-09-03T00:00:00.000Z,8600,0,8600,804500,3816900,4621400
545,26007,15074019,,2008-01-01T00:00:00.000Z,8600,0,8600,687200,0,687200
549,26007,15074019,,2010-01-01T00:00:00.000Z,6800,0,6800,583100,0,583100
553,26012,15075007,01- Annual,2020-01-01T00:00:00.000Z,9200,0,9200,2023000,0,2023000
557,26013,15075008,01- Annual,2019-01-01T00:00:00.000Z,1700,0,1700,403600,0,403600
561,26014,15075011,01- Annual,2020-01-01T00:00:00.000Z,13400,0,13400,2955300,0,2955300
565,26015,15075012,01- Annual,2019-01-01T00:00:00.000Z,4100,0,4100,982700,0,982700
569,26016,15075013,01- Annual,2020-01-01T00:00:00.000Z,9200,0,9200,2023000,0,2023000
573,26017,15075014,01- Annual,2019-01-01T00:00:00.000Z,12700,0,12700,3027000,0,3027000
577,26018,15075016,01- Annual,2020-01-01T00:00:00.000Z,9200,0,9200,2023000,0,2023000
581,26019,15075017,01- Annual,2019-01-01T00:00:00.000Z,6800,0,6800,1614400,0,1614400
585,26020,15075018,01- Annual,2020-01-01T00:00:00.000Z,17900,0,17900,3940400,0,3940400
589,26021,15075019,01- Annual,2019-01-01T00:00:00.000Z,4200,0,4200,1009000,1000,1010000
593,26022,15075020,01- Annual,2020-01-01T00:00:00.000Z,36700,0,36700,8091900,0,8091900
597,26051,15078002,,2009-01-01T00:00:00.000Z,5000,76500,81500,66000,49200,115200
601,26052,15078003,,2008-01-01T00:00:00.000Z,46800,1000,47800,436400,0,436400
605,26052,15078003,,2010-01-01T00:00:00.000Z,37500,1000,38500,370300,0,370300
609,26053,15078004,,2009-01-01T00:00:00.000Z,208800,1000,209800,1946000,0,1946000
613,26054,15078005,,2008-01-01T00:00:00.000Z,91200,0,91200,850100,0,850100
617,26054,15078005,,2010-01-01T00:00:00.000Z,73000,0,73000,721300,0,721300
621,26055,15078006,01- Annual,2020-01-01T00:00:00.000Z,20700,1000,21700,4558600,0,4558600
625,26057,15078011,01- Annual,2017-01-01T00:00:00.000Z,6300,0,6300,1513700,0,1513700
629,26058,15078012,01- Annual,2018-01-01T00:00:00.000Z,4100,0,4100,982700,0,982700
633,26059,15078013,,2011-01-01T00:00:00.000Z,133800,0,133800,1236400,0,1236400
637,26060,15078014,01- Annual,2013-01-01T00:00:00.000Z,97300,0,97300,961600,0,961600
641,26060,15078014,,2012-01-01T00:00:00.000Z,97300,0,97300,961600,0,961600
645,26061,15078015,,2011-01-01T00:00:00.000Z,111500,0,111500,1030300,0,1030300
649,26062,15078016,01- Annual,2013-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
653,26062,15078016,,2012-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
657,26063,15078017,,2011-01-01T00:00:00.000Z,111500,0,111500,1030300,0,1030300
661,26064,15078018,01- Annual,2013-01-01T00:00:00.000Z,96600,0,96600,954300,0,954300
665,26064,15078018,,2012-01-01T00:00:00.000Z,96600,0,96600,954300,0,954300
669,26066,15078021,01- Annual,2019-01-01T00:00:00.000Z,6300,0,6300,1513700,1000,1514700
673,26068,15078023,,2010-01-01T00:00:00.000Z,37000,1000,38000,365800,0,365800
677,26068,15078023,,2008-01-01T00:00:00.000Z,46300,1000,47300,431100,0,431100
681,26069,15078024,01- Annual,2019-01-01T00:00:00.000Z,36600,0,36600,8747500,0,8747500
685,26395,15087028,01- Annual,2019-01-01T00:00:00.000Z,58682100,211129500,269811600,0,0,0
