Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2016,10/03/2016,FALL OF HORSE,Saratoga Gaming & Raceway,Paddock Gate,Racing,Harness,Cloudy,Riverofroyalty,DAVID L. SPAGNOLA, ,Riverofroyalty-Tr. Dave Spagnola-reared and fell-horse rose without assistance-no injury to horse-sulky damaged and tagged,Accident
2016,10/05/2016,FALL OF RIDER,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Clear/68,Tale of a Song,LINDA L. RICE,OSCAR D. GOMEZ,Tale of a Song-Tr. Linda Rice-clipped heels unseating Jockey Oscar Gomez-rider uninjured and horse walked off under own power, 
2016,10/05/2016,RACING INCIDENT,Belmont Park (NYRA),Paddock,Racing,Thoroughbred, ,Achnaha,GEORGE R. WEAVER,MANUEL FRANCO,Achnaha-Tr.- George Weaver-scratched from race-tying up-horse treated-doing fine, 
2016,10/05/2016,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/4 pole,Racing,Harness,clear/warm-68,Call Me Capone,DAVID F. MCGINNIS,KYLE W. DIBENEDETTO,Call Me Capone-Tr. David McGinnis-stopped pacing-pulled up-DNF-suspected A-fib-must qualify,Steward's List
2016,10/05/2016,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,After the 1/2,Racing,Harness,Clear/Sunny 68,Always Right,DOUGLAS A. GOSNEY,JAMES R. TAGGART JR,Always Right-Tr. Douglas Gosney-pulled up-lame R foot-DNF-must qualify,Steward's List
2016,10/08/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred, ,unnamed Freud's Dream,MICHAEL A. LECESSE, ,Unnamed 2yo Freud's Dream 2014-Tr. Michael LeCesse-fx pelvis while training-treated for couple days without improvement-euthanized,Equine Death
2016,10/08/2016,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,60* Cloudy,Protonico,TODD A. PLETCHER, ,Protonico-Tr. Todd Pletcher-pulled up-vanned off-retired to stud,Injury
2016,10/08/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,5/8ths,Racing,Thoroughbred,Rain/60,Jeb,DYLAN M. CLARKE,LUIS E. PEREZ,Jeb-Tr. Dylan Clarke-unseated Jockey Luis Perez-horse sustained knee fx and will be retired-rider uninjured,Injury
2016,10/11/2016,EQUINE DEATH,Belmont Park (NYRA),Barn/Stall,Other,Thoroughbred, ,Willy,NAIPAUL R. CHATTERPAUL, ,Willy (pony)-Tr. Naipaul Chatterpaul-treated for colic without improvement-euthanized,Equine Death
2016,10/11/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Clear/65,Take Me Away,RALPH D'ALESSANDRO,JAIME RODRIGUEZ,Take Me Away-Tr. Ralph D'Alessandro-switched leads-took a bad step-was pulled up-fx R knee-euthanzied on track-investigation continues,Equine Death
2016,10/12/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,after finich,Racing,Thoroughbred, ,Hay Fever,EDWARD J. BABCOCK,EMANUEL DE DIEGO,Hay Fever-Tr. Edward Babcock-pulled up-vanned off-xrays revealed fx R knee-to be retired,Injury
2016,10/14/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness Track,Racing,Harness, ,JK Pearls Delight, ,AUSTIN T. SIEGELMAN,J K Pearls Delight-Tr. Ruth Calcagni-horse appeared to be in distress-driver pulled up-exam within normal limits except for slightly irregular heartbeat-not able to recheck-horse removed from track property, 
2016,10/14/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness Track,Racing,Harness, ,JK Pearls Delight,RUTH A. CALCAGNI,AUSTIN T. SIEGELMAN,J K Pearls Delight-Tr. Ruth Calcagni-horse appeared to be in distress-driver pulled up-exam within normal limits except for slightly irregular heartbeat-not able to recheck-horse removed from track property, 
2016,10/15/2016,EQUINE DEATH,Belmont Park (NYRA),1/2 mile pole,Racing,Thoroughbred, ,Cinder Block,MICHAEL V. PINO,KENDRICK CARMOUCHE,Cinder Block-Tr. Mike Pino-pulled up-vanned off-RF leg fracture-euthanized,Equine Death
2016,10/17/2016,EQUINE DEATH,Belmont Park (NYRA),Belmont TT,Training,Thoroughbred, ,The Silver Frisby,GARY C. CONTESSA, ,The Silver Frisby-Tr. Gary Contessa-sustained LF leg fx while galloping-xray confirmed injury-euthanized,Equine Death
2016,10/17/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Cloudy/72,Sachicomula,RALPH D'ALESSANDRO,JOEL CRUZ,Sachicomula-Tr. Ralph D'Alessandro-pulled up-rider off-severe swelling upper femur/pelvic region-suspect fx hip/pelvis-euthanized on track,Equine Death
2016,10/17/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,after race,Racing,Thoroughbred, ,crypto coyote,NEVILLE G. HENRY,CHIN C. YANG,Crypto Coyote-Tr. Neville Henry-vanned off-exam revealed bowed tendon-retired to farm in Syracuse,Injury
2016,10/19/2016,EQUINE DEATH,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,Clear,She's My Ghibli,GARY P. GULLO, ,She's My Ghibli-Tr. Gary Gullo-eased to wire-pulled up-rider off-vanned to Ruffian-xrays revealed slab fx R carpus-euthanized,Equine Death
2016,10/19/2016,EQUINE DEATH,Belmont Park (NYRA),Belmont TT-1/8 pole,Training,Thoroughbred, ,A Chip and a Chair,GARY C. CONTESSA, ,A Chip and a Chair-Tr. Gary Contessa-sustained fx both RF sesamoids while breezing-euthanized on track,Equine Death
2016,10/20/2016,EQUINE DEATH,Belmont Park (NYRA),Belmont TT,Training,Thoroughbred, ,Baccelo,DAVID JACOBSON, ,Baccelo-Tr. David Jacobson Rider-unseated rider while galloping-fx RF leg running loose-caught and ambulanced off-euthanized,Equine Death
2016,10/20/2016,EQUINE DEATH,Belmont Park (NYRA),Stall,Other,Thoroughbred, ,Winter Games,RODOLFO (RUDY) RODRIGUEZ, ,Winter Games-Tr. Rudy Rodriguez-suffered fx to RR leg- later euthanized,Equine Death
2016,10/21/2016,EQUINE DEATH,Belmont Park (NYRA),Main Track,Training,Thoroughbred,65* Cloudy,Long Blooming Rose,BRUCE N. LEVINE, ,Long Blooming Rose-Tr. Bruce Levine-cooled out lame back at the barn after breezing-suffered rupture LR suspensory-euthanized,Equine Death
2016,10/22/2016,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Old Harbor,RUSSELL J. CASH,MANUEL FRANCO,Old Harbor-Tr. Russell Cash-pulled up-ambulanced off track-wrenched ankle  damaged ligaments-retired as brood mare,Lameness
2016,10/22/2016,STEWARDS/VETS LIST,Belmont Park (NYRA),Around 3/8 pole,Racing,Thoroughbred,CLOUDY/RAIN,E Warfare,JUAN ORTIZ,LUIS SAEZ,E Warfare-Tr. Juan Ortiz-pulled up-ambulanced off-Bled-treated-doing good,Steward's List
2016,10/23/2016,RACING INJURY,Belmont Park (NYRA),1/4 mile pole,Racing,Thoroughbred,Sunny,Midnight Hawk,RODOLFO (RUDY) RODRIGUEZ,IRAD ORTIZ JR,Midnight Hawk-Tr. Rudy Rodriguez-pulled up-ambulanced off-injury to left front tendon-retired to stud,Injury
2016,10/27/2016,ACCIDENT - ON TRACK,Monticello Raceway & Mighty M Gaming,5/8 pole,Racing,Harness,Cold/rain/snow,Goin Mobile,RICHARD CAMPOLONG,MICHAEL J. MERTON,Goin Mobile-Tr. R. Campolong-fell unseating driver Mike Merton-Sound and Fury-Tr. S. Gastelu-fell over downed horse also unseating driver Steven Gastelu-investigation continues,Accident
2016,10/27/2016,ACCIDENT - ON TRACK,Monticello Raceway & Mighty M Gaming,5/8 pole,Racing,Harness,Cold/rain/snow,Sound And Fury,STEVEN GASTELU,STEVEN GASTELU,Goin Mobile-Tr. R. Campolong-fell unseating driver Mike Merton-Sound and Fury-Tr. S. Gastelu-fell over downed horse also unseating driver Steven Gastelu-investigation continues,Steward's List
2016,10/29/2016,FALL OF HORSE,Batavia Downs,first turn -Batavia Downs,Racing,Harness,clear and 60 degrees.,KJ's Flash Jordan,MICHAEL J. CARRUBBA,MICHAEL W. WHELAN,KJ'S Flash Jordan-Tr. Mike Carrubba-horse broke and fell unseating driver Michael Whelan-horse sustained lacerations to both knees but otherwise okay-to be given rest to heal-driver treated and released,Injury
2016,10/29/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Other,Harness,Cloudy,Babinga Wood,JOSEPH A. CILIONE, ,Babinga Wood - Tr. Joseph Cilione - Late Scratch (lameness left rear foot),Steward's List
2016,10/30/2016,RACING INCIDENT,Belmont Park (NYRA),AT THE WIRE,Racing,Thoroughbred, ,Boomerang Toy,MICHELLE C. NEVIN,JOSE L. ORTIZ,Boomerang Toy-Tr. Michelle Nevin-was eased at wire-no injuries reported, 
2016,11/03/2016,FALL OF HORSE,Saratoga Gaming & Raceway,During Warm-Up,Racing,Harness,Cloudy,Riverofroyalty,DAVID L. SPAGNOLA,FRANK J. COPPOLA JR,Riverofroyalty-Tr. Dave Spagnola-filly reared and fell-stood up without assistance-no obvious injuries reported-scratched as precaution,Steward's List
2016,11/04/2016,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1/16 just before wire,Racing,Thoroughbred,Clear/55,Clifton Pleasure,NAIPAUL R. CHATTERPAUL,AARON T. GRYDER,Clifton Pleasure-Tr. Naipaul Chatterpaul-pulled up-walked off-no long in training, 
2016,11/05/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred, ,surreal dream,HAROLD G. ALVAREZ, ,Surreal Dream-Tr. Harold Alvarez-treated for septicemia of unknown origin without any improvement-euthanized,Equine Death
2016,11/05/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Racing,Thoroughbred, ,Spectacular Shirin,RAFAEL A. RAMOS,LUIS FIGUEROA,Spectacular Shirin-Tr. Rafael Ramos-bumped at start-pulled up-fx RF leg-euthanized on track,Equine Death
2016,11/10/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,clear 57 degrees,No Mine,JOHN W. TEBBUTT JR,OSCAR D. GOMEZ,No Mine-Tr. John Tebbutt-threw a shoe during race-vanned off-sore knee-to be given a year of rest and possibly bring back racing, 
2016,11/10/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,Clear/57,Crafty Peace,MATTHEW D. CLARKE,LUIS E. PEREZ,Crafty Peace-Tr. Matthew Clarke-vanned off-sesamoid injury-sent to farm for rest, 
2016,11/12/2016,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Training,Thoroughbred,458 Clear,Daves gone bananas,THOMAS MORLEY, ,Daves Gone Bananas-Tr. Tom Morley-suffered injury while breezing-splint applied-ambulanced to barn-exam revealed fx LF leg-euthanized,Equine Death
2016,11/12/2016,EQUINE DEATH,Belmont Park (NYRA),Finish line,Training,Thoroughbred,45* Clear,Englehart,JEREMIAH C. ENGLEHART, ,Englehart-Tr. Jeremiah Englehart-sustained injury breezing-exam revealed fx LF leg-euthanized on track,Equine Death
2016,11/13/2016,RACING INCIDENT,Saratoga Gaming & Raceway,Outside of test barn,Other,Harness,Sunny,Dions Prayer,ANDREW B. BYLER,BILLY A. DOBSON,Dions Prayer - Tr. Andrew Byler - Post Race Blood Test on Winner (needle broke/lodged in vein)-meds administered-procedure performed to remove needle fragment-horse to resume racing, 
2016,11/13/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,1/8 Pole,Racing,Harness,Sunny,Stirling Cadet,JACKIE L. GREENE,FRANK J. COPPOLA JR,Stirling Cadet - Tr. Jackie Rousse - broke - pulled up - DNF - lameness LF leg - exam revealed fx LF coffin bone - horse will get complete rest for 3 mos - no training/racing for 6 mos,Steward's List
2016,11/15/2016,RACING INCIDENT,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,Clear/56,Silver Notes,PAUL W. BARROW,JEREMIAS FLORES,Silver Notes-Tr. Paul Barrow-vanned off-horse done racing due to lameness-retired to farm,Lameness
2016,11/16/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Cloudy/53,Zingarella,THOMAS S. MCCOOEY JR,TAMMI ANN M. PIERMARINI,Zingarella-Tr. Thomas McCooey  Jr.-pulled up-vanned off-Sustained fx RF leg-euthanized,Equine Death
2016,11/18/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct,Training,Thoroughbred,408 Clear,Our Sweet Lilly,LINDA L. RICE, ,Our Sweet Lilly-Tr. Linda Rice-suffered RF leg fracture while breezing-euthanized-investigation continues,Equine Death
2016,11/19/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),Stall,Other,Thoroughbred,40* clear,Actively,PHILLIP E. SCOTT, ,Actively-Tr. Phillip Scott-died in stall-apparent colic,Equine Death
2016,11/19/2016,FALL OF RIDER,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,Enchanteresse,THOMAS F. PROCTOR,CHRISTOPHER P. DECARLO,Enchanteresse-Tr. Tom Proctor-clipped heels and stumbled unseating jockey Christopher DeCarlo who was alert  talking-taken to Jamaica Hosipital-no reported injuries to horse,Accident
2016,11/19/2016,RACING INJURY,Aqueduct Racetrack (NYRA),AFTER THE RACE,Racing,Thoroughbred,SUNNY 61*,Caught a Heater,THOMAS MORLEY,JOHN R. VELAZQUEZ,Caught a Heater-Tr. Thomas Morley-pulled up-vanned off-fx RF leg-retired to Kentucky to be pleasure riding horse,Steward's List
2016,11/23/2016,RACING INJURY,Aqueduct Racetrack (NYRA),After the race,Racing,Thoroughbred, ,Dannie's Deceiver,DAVID A. CANNIZZO,MANUEL FRANCO,Dannie's Deciever-Tr. David Cannizzo-pulled up-vanned off-exam revealed cracked hind sesamoid-surgery at Ruffian Clinic-horse on the mend-possibly race again, 
2016,11/25/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,45* cloudy,KIM ROYALE,CHRISTOPHER J. ENGLEHART,ANTONIO GALLARDO,Kim Royale-Tr. Chris Englehart-pulled up-rider off-vanned off-exam revealed pelvic fracture-no improvement overnight-euthanized next morning,Equine Death
2016,11/25/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Cloudy,Clear Winner, , ,Clear Winner - Tr. Chris McCracken - lameness left front ankle - scratched from race,Steward's List
2016,11/29/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred, ,Flat Out Licked Em,MICHAEL A. LECESSE,MICHAEL A. DAVILA JR,Flat Out Licked Em-Tr. Michael A. LeCesse-pulled up-fx RF carpus-euthanized,Equine Death
2016,11/30/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,5/8ths pole,Racing,Thoroughbred,Cloudy/56,Justenuffaddie,AMBER R. COBB,JAIME RODRIGUEZ,Justenuffaddie-Tr. Amber Cobb-pulled up-sustained fx scapula-euthanized on track,Equine Death
2016,11/30/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,first turn,Racing,Thoroughbred,Cloudy/56,Flaming Fever,EDWARD J. BABCOCK,EMANUEL DE DIEGO,Flaming Fever-Tr. Edward Babcock-hard collision out of gate-pulled up-fx RF sesamoid-euthanized,Equine Death
2016,11/30/2016,RACING INJURY,Aqueduct Racetrack (NYRA),Finish Line,Racing,Thoroughbred, ,Star of the Forrest,WILLIAM YOUNGHANS,ANGEL S. SAEZ-ARROYO,Star of the Forest-Tr. William Younghans-eased to wire-ambulanced off-bowed tendon L leg-retired to stud on farm in Germantown, 
2016,12/05/2016,EQUINE DEATH,Belmont Park (NYRA),5/8 pole,Training,Thoroughbred, ,Sinistra,DAVID JACOBSON, ,Sinistra-Tr. David Jacobson-pulled up after breezing-collapsed and died-cardiovascular collapse,Equine Death
2016,12/07/2016,RACING INCIDENT,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,45* cloudy,Private Tale,EDMUND PRINGLE WHILBY, ,Private Tale-Tr. Edmund Pringle-pulled up-vanned off-no reported injury-back in training, 
2016,12/10/2016,EQUINE DEATH,Belmont Park (NYRA),Belmont Training Track,Training,Thoroughbred, ,Cyrstal Belle,ASSAF RONEN, ,Crystal Belle-Tr. Assaf Ronen-sustained injury galloping-splint applied-ambulanced to barn-xray revealed fx LF both sesamoids-euthanized,Injury
2016,12/10/2016,FALL OF HORSE,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,35* Party Cloudy,Ackeret,RODOLFO (RUDY) RODRIGUEZ,JACQUELINE A. DAVIS,Ackeret-Tr. Rudy Rodriguez-fell while galloping out after finish unseating rider Jacqueline Davis-rider ambulanced to first aid-treated and returned to race-horse back in training, 
2016,12/10/2016,RACING INJURY,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,35* Partly Cloudy,My Savannah Belle,ASSAF RONEN,RAJIV C. MARAGH,My Savannah Belle-Tr. Assaf Ronen-pulled up-vanned off-hairline fx LF cannon bone-retired to brood mare, 
2016,12/14/2016,FALL OF RIDER,Aqueduct Racetrack (NYRA),near gate,Racing,Thoroughbred, ,E Warfare,JUAN ORTIZ,ALAN GARCIA,E Warfare-Tr. Juan Ortiz-unseated Jockey Alan Garcia after going through rail-horse ambulanced off-no apparent injuries to horse or rider, 
2016,12/18/2016,FALL OF RIDER,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred, ,He's Cheeky,RODOLFO (RUDY) RODRIGUEZ,IRAD ORTIZ JR,He's Cheeky-Tr. Rudy Rodriguez-stumbled out of gate unseating jockey Irad Ortez  Jr. who was ambulanced off-investigation continues, 
2016,12/31/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred,45* Mostly cloudy,Condo Prince,RODOLFO (RUDY) RODRIGUEZ,ANGEL S. SAEZ-ARROYO,Condo Prince-Tr. Rudy Rodriguez-fell unseating Rider Angel Arroyo-horse ran loose-sustained fx LF cannon bone-euthanized on track-Arroyo treated and released,Equine Death
2017,01/01/2017,RACING INJURY,Aqueduct Racetrack (NYRA),3/8 Pole,Racing,Thoroughbred, ,Milkyyourway,DANIEL H. CONWAY JR,JACQUELINE A. DAVIS,Milkyyourway-Tr. Daniel Conway-bumped in race-took bad step-pulled up-ambulanced off-xrays revealed fx LF sesamoid- now retired-to be broodmare,Injury
2017,01/13/2017,DRIVER/JOCKEY INJURED,Aqueduct Racetrack (NYRA),Aqueduct Paddocks,Racing,Thoroughbred, ,Dublin Leprechaun,JOHN O. HERTLER,HARRY HERNANDEZ,Dublin Leprechaun-Tr. J.O Hertler-kicked Jockey Harry Hernandez before race-scratched from race-jockey to first aid-treated  released and cleared to ride,Accident
2017,01/16/2017,EQUINE DEATH,Aqueduct Racetrack (NYRA),Backstretch,Other,Thoroughbred, ,Fortune Faded,DOMINIC GIGLIO JR, ,Fortune Faded-Tr. Dominic Giglio-12 yo retired racehorse/pony-euthanized for chronic severe laminitis,Equine Death
2017,01/17/2017,EQUINE DEATH,Belmont Park (NYRA),Belmont TT,Training,Thoroughbred, ,Upside Brown,GARY J. SCIACCA, ,Upside Brown-Tr. Gary Sciacca-fx RF leg while breezing-ambulanced to Ruffian clinic-xrays confirmed fx RF leg-euthanized,Injury
2017,01/20/2017,RACING INCIDENT,Aqueduct Racetrack (NYRA),After Finish,Racing,Thoroughbred, ,Storm Pursuit,CHRISTOPHER J. ENGLEHART,MANUEL FRANCO,Storm Pursuit-Tr. Christopher Englehart-pulled up-ambulanced off-claim voided-horse no longer training-on farm to possibly be retired, 
2017,01/21/2017,EQUINE DEATH,Aqueduct Racetrack (NYRA),After Finish,Other,Thoroughbred, ,PRINCE ZURS,DENNIS S. LALMAN,RAYAN J. GAZADER,Prince Zurs-Tr. Dennis Lalman-pulled up-ambulanced off-claim voided-treated for RF supensory issue-developed colic-treated without improvement-euthanized,Equine Death
2017,01/22/2017,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred, ,Lost Note,GASTON G. GRANT,DALTON F. BROWN,Lost Note-Tr. Gaston Grant-stumbled and fell-unseating Dalton Brown-stood up and rand loose-fx RF leg-horse euthanized ontrack-Dalton cleared to ride,Equine Death
2017,01/22/2017,EQUINE DEATH,Aqueduct Racetrack (NYRA),Inner Track at wire,Training,Thoroughbred, ,Charming Vicky,RAINDRANAUTH . PERSAUD RANDI, ,Charming Vicky-Tr. Randi Persaud-pulled up at wire galloping on inner dirt-splint applied-ambulanced to barn-X-rays revealed fx RF sesamoids-euthanized-investigation continues,Equine Death
2017,01/22/2017,EQUINE DEATH,Aqueduct Racetrack (NYRA),Paddock ramp that leads to track before race,Racing,Thoroughbred, ,Kristi Q,PATRICK J. QUICK,DYLAN DAVIS,Kristi Q-Tr. Patrick Quick-flipped over  hitting head and died walking up ramp to track,Equine Death
2017,01/22/2017,RACING INCIDENT,Aqueduct Racetrack (NYRA),before finish,Racing,Thoroughbred, ,Storm Prophet,MICHAEL E. HUSHION,JOSE L. ORTIZ,Storm Prophet-Tr. Mike Hushion-pulled up-walked off track-back training, 
2017,01/23/2017,EQUINE DEATH,Belmont Park (NYRA),Barn 61,Other,Thoroughbred, ,MASSENA,JOHN T. TOSCANO JR, ,Massena-Tr. John Toscano  Jr.-severe laminitis due to post op complications-euthanized-investigation to follow,Equine Death
2017,01/26/2017,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,Frat Star,NAIPAUL R. CHATTERPAUL,JACQUELINE A. DAVIS,Frat Star-Tr. Naipaul Chatterpaul-sustained trauma in gate and was scratched-rider Jackie Davis ambulanced to N. Shore hospital with foot injury-horse back training, 
2017,01/27/2017,EQUINE DEATH,Belmont Park (NYRA), ,Other,Thoroughbred, ,Jules,PATRICK J. QUICK, ,Jules-Tr. Patrick Quick-11 yo retired racehorse used as pony-dx w/ squamous cell carconoma-devoloped secondary complications-euthanized, 
2017,01/27/2017,EQUINE DEATH,Belmont Park (NYRA),Training Track 1/4 pole,Training,Thoroughbred, ,Yankee Tales,MARK A. HENNIG, ,Yankee Tales-Tr. Mark Hennig-injured breezing-unseated rider & ran loose caught on horse path-fx LF sesamoids-euthanized,Equine Death
2017,01/27/2017,RACING INCIDENT,Aqueduct Racetrack (NYRA),After the finish,Racing,Thoroughbred,42° overcast/windy,High Barbaree,JOSEPH A. LOSTRITTO,HECTOR R. DIAZ JR,High Barbaree - Tr. Joseph Lostritto - fell unseating rider Hector Diaz  Jr. - horse ambulanced off - rider OK, 
