ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2017_5218,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,5,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,5,5,,,9,5,9,,5,9,,,,Austin,8,-97.782,30.196
2017_5219,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,4,0.6448,,5,5,5,,2,,5,,,,,,,,,,,,,,,,4,4,,,5,5,5,,5,5,,,,Austin,9,-97.812,30.16
2017_5220,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,3,2,0.6448,,5,5,4,,3,,3,,,,,,,,,,,,,,,,4,4,,,3,2,1,,1,2,,,,Austin,10,-97.757,30.364
2017_5221,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,4,0.6448,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,1,,,9,3,3,,4,9,,,,Austin,9,-97.719,30.355
2017_5222,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,2,4,0.6448,,5,4,2,,1,,4,,,,,,,,,,,,,,,,2,4,,,4,3,2,,3,9,,,,Austin,5,-97.747,30.291
2017_5223,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,4,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,4,,,4,3,2,,2,2,,,,Austin,9,-97.71,30.382
2017_5224,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,4,0.6448,,5,5,4,,3,,4,,,,,,,,,,,,,,,,3,3,,,3,2,4,,3,2,,,,Austin,8,-97.744,30.265
2015_332,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,4,,,,5,4,4,,,9,,,,Austin,1,-97.671,30.379
2017_5225,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,5,5,4,,4,,4,,,,,,,,,,,,,,,,4,3,,,9,4,3,,9,4,,,,Austin,6,-97.766,30.208
2017_5226,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,2,3,0.6448,,2,2,3,,2,,2,,,,,,,,,,,,,,,,4,2,,,5,2,3,,4,9,,,,Austin,3,-97.703,30.394
2017_5227,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,4,4,2,,1,,9,,,,,,,,,,,,,,,,2,1,,,2,2,2,,2,4,,,,Austin,10,-97.757,30.254
2017_5228,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,3,3,0.6448,,5,5,5,,5,,4,,,,,,,,,,,,,,,,4,4,,,9,3,3,,3,9,,,,Austin,3,-97.85,30.181
2017_5229,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,4,4,0.6448,,5,4,3,,2,,4,,,,,,,,,,,,,,,,4,4,,,4,5,4,,4,5,,,,Austin,3,-97.765,30.206
2017_5230,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,4,4,0.6448,,5,5,4,,3,,4,,,,,,,,,,,,,,,,4,3,,,2,3,2,,3,3,,,,Austin,8,-97.809,30.176
2016_2549,01/01/2016 12:00:00 AM,,,,,3,0,,,,,9,9,0.6421,,4,3,3,,1,,9,,,,,,,,,,,,,,,,3,3,,,9,3,2,,,4,,,,Austin,5,-97.801,30.217
2017_5231,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,5,3,0.6448,,3,3,5,,2,,4,,,,,,,,,,,,,,,,2,2,,,5,4,2,,3,4,,,,Austin,1,-97.701,30.387
2017_5232,01/01/2017 12:00:00 AM,Mail,,,,2,0,,,,,3,3,0.6448,,4,4,3,,2,,4,,,,,,,,,,,,,,,,3,3,,,3,2,1,,3,3,,,,Austin,6,-97.695,30.419
2017_5233,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,4,4,3,,9,,3,,,,,,,,,,,,,,,,4,4,,,5,4,3,,9,9,,,,Austin,7,-97.778,30.262
2017_5234,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,5,4,0.6448,,5,4,5,,9,,4,,,,,,,,,,,,,,,,9,2,,,9,4,4,,4,1,,,,Austin,4,-97.711,30.367
2017_5235,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,4,4,9,,2,,9,,,,,,,,,,,,,,,,3,9,,,9,1,1,,9,2,,,,Austin,6,-97.705,30.234
2017_5236,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,9,3,0.6448,,5,5,4,,2,,2,,,,,,,,,,,,,,,,3,3,,,3,3,3,,9,4,,,,Austin,10,-97.796,30.173
2017_5282,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,5,4,0.6448,,4,4,5,,4,,4,,,,,,,,,,,,,,,,4,4,,,9,4,4,,4,4,,,,Austin,2,-97.661,30.396
2017_5237,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,5,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,5,,,5,4,5,,9,5,,,,Austin,7,-97.651,30.404
2017_5238,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,4,0.6448,,5,5,9,,9,,5,,,,,,,,,,,,,,,,3,3,,,4,4,4,,9,9,,,,Austin,8,-97.742,30.407
2017_5239,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,4,4,0.6448,,4,4,2,,1,,2,,,,,,,,,,,,,,,,3,2,,,4,2,3,,1,3,,,,Austin,5,-97.784,30.246
2017_5240,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,3,3,9,,9,,9,,,,,,,,,,,,,,,,3,9,,,5,4,3,,9,3,,,,Austin,1,-97.78,30.501
2017_5241,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,3,1,,,5,4,4,,5,4,,,,Austin,1,-97.75,30.336
2017_5242,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,4,5,0.6448,,3,2,3,,1,,2,,,,,,,,,,,,,,,,3,2,,,4,3,4,,5,9,,,,Austin,2,-97.812,30.16
2017_5244,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,3,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,2,5,,,4,3,2,,2,3,,,,Austin,9,-97.751,30.185
2017_5245,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,3,4,0.6448,,4,4,9,,9,,3,,,,,,,,,,,,,,,,3,3,,,4,4,4,,9,3,,,,Austin,4,-97.784,30.243
2017_5246,01/01/2017 12:00:00 AM,Mail,,,,5,9,,,,,5,5,0.6448,,5,4,5,,2,,4,,,,,,,,,,,,,,,,4,5,,,5,4,3,,9,9,,,,Austin,10,-97.741,30.355
2017_5247,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,3,4,0.6448,,4,4,3,,3,,4,,,,,,,,,,,,,,,,3,3,,,4,4,4,,2,5,,,,Austin,2,-97.74,30.192
2017_5248,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,1,3,,,4,3,2,,9,9,,,,Austin,2,-97.767,30.207
2017_5249,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,4,0.6448,,4,3,4,,2,,4,,,,,,,,,,,,,,,,4,4,,,4,5,3,,4,4,,,,Austin,10,-97.892,30.24
2017_5295,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,2,,,4,3,4,,9,9,,,,Austin,7,-97.747,30.189
2017_5250,01/01/2017 12:00:00 AM,Web,,,,1,0,,,,,4,4,0.6448,,3,4,4,,4,,4,,,,,,,,,,,,,,,,2,2,,,3,1,1,,2,2,,,,Austin,6,-97.734,30.258
2017_5251,01/01/2017 12:00:00 AM,Mail,,,,1,1,,,,,4,4,0.6448,,1,1,4,,1,,1,,,,,,,,,,,,,,,,3,1,,,3,1,1,,3,9,,,,Austin,4,-97.715,30.253
2017_5253,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,9,0.6448,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,2,,,4,3,3,,4,9,,,,Austin,10,-97.866,30.224
2017_5254,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,3,4,0.6448,,5,4,5,,4,,5,,,,,,,,,,,,,,,,2,4,,,5,4,3,,4,9,,,,Austin,4,-97.843,30.187
2017_5255,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,9,0.6448,,5,3,5,,4,,4,,,,,,,,,,,,,,,,4,3,,,9,4,2,,4,9,,,,Austin,9,-97.762,30.392
2017_5256,01/01/2017 12:00:00 AM,Web,,,,4,9,,,,,3,4,0.6448,,5,5,5,,5,,5,,,,,,,,,,,,,,,,4,4,,,4,4,3,,4,4,,,,Austin,9,-97.781,30.341
2015_333,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,2,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,,,,4,4,4,,,4,,,,Austin,7,-97.722,30.419
2017_5257,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,4,4,0.6448,,4,4,4,,3,,2,,,,,,,,,,,,,,,,4,3,,,4,3,1,,3,2,,,,Austin,8,-97.741,30.351
2017_5258,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,9,4,0.6448,,5,4,5,,3,,5,,,,,,,,,,,,,,,,4,4,,,9,3,1,,1,2,,,,Austin,8,-97.788,30.46
2017_5259,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,9,9,0.6448,,3,3,4,,3,,3,,,,,,,,,,,,,,,,3,1,,,9,1,1,,9,2,,,,Austin,9,-97.801,30.433
2017_5260,01/01/2017 12:00:00 AM,Web,,,,3,0,,,,,4,9,0.6448,,4,2,3,,1,,4,,,,,,,,,,,,,,,,3,3,,,4,3,1,,1,3,,,,Austin,3,-97.803,30.206
2017_5261,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,3,4,,3,,4,,,,,,,,,,,,,,,,4,5,,,4,5,4,,4,4,,,,Austin,6,-97.815,30.15
2017_5262,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,3,0.6448,,4,3,2,,1,,9,,,,,,,,,,,,,,,,3,2,,,9,3,3,,3,3,,,,Austin,6,-97.726,30.224
2015_349,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,4,0.6257,,4,4,2,,1,,2,,,,,,,,,,,,,,,,2,,,,4,2,2,,,1,,,,Austin,1,-97.728,30.268
2017_5263,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,9,0.6448,,5,4,3,,2,,3,,,,,,,,,,,,,,,,3,3,,,5,5,5,,5,4,,,,Austin,4,-97.774,30.214
2017_5264,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,4,0.6448,,5,4,5,,4,,5,,,,,,,,,,,,,,,,4,4,,,5,4,4,,4,5,,,,Austin,1,-97.763,30.376
2017_5265,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,4,4,0.6448,,5,5,5,,5,,5,,,,,,,,,,,,,,,,2,4,,,5,5,4,,4,5,,,,Austin,5,-97.694,30.431
2017_5266,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,2,,,5,5,3,,4,4,,,,Austin,7,-97.827,30.432
2017_5267,01/01/2017 12:00:00 AM,Mail,,,,2,0,,,,,9,9,0.6448,,2,2,2,,2,,2,,,,,,,,,,,,,,,,3,9,,,9,9,2,,9,3,,,,Austin,1,-97.7,30.385
2017_5268,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,5,0.6448,,5,5,5,,3,,4,,,,,,,,,,,,,,,,4,4,,,4,4,3,,5,5,,,,Austin,10,-97.826,30.19
2017_5269,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,3,3,0.6448,,5,5,5,,4,,4,,,,,,,,,,,,,,,,3,2,,,5,4,3,,4,4,,,,Austin,7,-97.708,30.356
2017_5270,01/01/2017 12:00:00 AM,Mail,,,,3,9,,,,,4,4,0.6448,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,3,,,4,4,2,,3,4,,,,Austin,7,-97.767,30.49
2017_5271,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,9,9,0.6448,,5,4,9,,9,,9,,,,,,,,,,,,,,,,4,9,,,9,4,3,,9,3,,,,Austin,9,-97.71,30.272
2017_5272,01/01/2017 12:00:00 AM,Mail,,,,1,0,,,,,3,3,0.6448,,4,2,4,,1,,1,,,,,,,,,,,,,,,,1,3,,,4,1,9,,1,2,,,,Austin,8,-97.715,30.414
2017_5273,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,4,0.6448,,4,4,4,,9,,4,,,,,,,,,,,,,,,,3,3,,,5,3,4,,4,4,,,,Austin,8,-97.796,30.424
2017_5274,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,3,3,0.6448,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,3,,,4,4,2,,3,4,,,,Austin,8,-97.752,30.421
2017_5275,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,9,4,0.6448,,4,4,4,,2,,3,,,,,,,,,,,,,,,,2,2,,,4,4,3,,5,5,,,,Austin,7,-97.772,30.294
2017_5276,01/01/2017 12:00:00 AM,Mail,,,,2,0,,,,,5,5,0.6448,,5,4,4,,3,,3,,,,,,,,,,,,,,,,2,1,,,4,3,2,,4,4,,,,Austin,2,-97.839,30.177
2017_5277,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,9,0.6448,,5,5,9,,9,,9,,,,,,,,,,,,,,,,5,5,,,9,5,5,,9,9,,,,Austin,10,-97.841,30.175
2017_5278,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,4,0.6448,,4,3,4,,2,,4,,,,,,,,,,,,,,,,3,3,,,4,4,9,,4,5,,,,Austin,9,-97.794,30.228
2017_5279,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,5,5,0.6448,,5,5,2,,1,,5,,,,,,,,,,,,,,,,3,2,,,3,4,5,,5,5,,,,Austin,8,-97.778,30.427
2017_5280,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,2,1,4,,1,,9,,,,,,,,,,,,,,,,4,4,,,5,4,4,,9,1,,,,Austin,4,-97.764,30.421
2017_5281,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,5,4,3,,1,,4,,,,,,,,,,,,,,,,3,2,,,5,4,4,,9,4,,,,Austin,5,-97.874,30.231
2017_5283,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,4,0.6448,,5,5,5,,5,,4,,,,,,,,,,,,,,,,1,4,,,4,3,3,,4,5,,,,Austin,9,-97.678,30.387
2017_5284,01/01/2017 12:00:00 AM,Web,,,,5,1,,,,,4,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,2,,,5,4,4,,5,5,,,,Austin,7,-97.753,30.278
2017_5285,01/01/2017 12:00:00 AM,Web,,,,5,0,,,,,9,5,0.6448,,5,4,5,,3,,5,,,,,,,,,,,,,,,,4,4,,,9,5,4,,9,9,,,,Austin,3,-97.801,30.208
2017_5286,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,3,3,0.6448,,5,5,3,,3,,3,,,,,,,,,,,,,,,,2,3,,,9,3,3,,2,3,,,,Austin,8,-97.778,30.209
2017_5287,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,4,4,4,,3,,3,,,,,,,,,,,,,,,,4,3,,,4,4,3,,4,3,,,,Austin,7,-97.861,30.217
2017_5288,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,2,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,2,,,9,3,4,,9,4,,,,Austin,9,-97.897,30.187
2017_5309,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,4,4,0.6448,,3,3,4,,4,,3,,,,,,,,,,,,,,,,4,4,,,4,2,1,,2,3,,,,Austin,4,-97.737,30.321
2017_5289,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,1,1,0.6448,,5,2,4,,1,,3,,,,,,,,,,,,,,,,3,2,,,2,2,2,,2,4,,,,Austin,9,-97.765,30.257
2017_5290,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,5,4,0.6448,,5,4,4,,4,,4,,,,,,,,,,,,,,,,5,3,,,9,5,9,,9,5,,,,Austin,1,-97.691,30.421
2017_5291,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,4,0.6448,,5,5,5,,9,,4,,,,,,,,,,,,,,,,1,1,,,5,4,4,,2,5,,,,Austin,9,-97.733,30.196
2017_5292,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,5,0.6448,,5,4,5,,4,,5,,,,,,,,,,,,,,,,4,4,,,9,5,4,,4,3,,,,Austin,9,-97.837,30.185
2017_5293,01/01/2017 12:00:00 AM,Web,,,,1,0,,,,,5,4,0.6448,,4,4,4,,4,,3,,,,,,,,,,,,,,,,1,1,,,2,1,1,,1,2,,,,Austin,9,-97.858,30.215
2017_5294,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,5,0.6448,,5,4,4,,3,,5,,,,,,,,,,,,,,,,3,2,,,5,4,3,,5,9,,,,Austin,10,-97.856,30.208
2017_5296,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,2,2,4,,1,,3,,,,,,,,,,,,,,,,2,2,,,4,4,2,,4,5,,,,Austin,7,-97.691,30.386
2017_5297,01/01/2017 12:00:00 AM,Mail,,,,2,1,,,,,4,3,0.6448,,5,5,5,,3,,5,,,,,,,,,,,,,,,,2,1,,,4,3,1,,4,2,,,,Austin,7,-97.781,30.338
2017_5298,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,3,0.6448,,5,4,4,,3,,4,,,,,,,,,,,,,,,,2,4,,,4,4,3,,2,4,,,,Austin,7,-97.816,30.198
2017_5299,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,3,3,0.6448,,2,2,2,,2,,2,,,,,,,,,,,,,,,,2,3,,,3,3,3,,3,9,,,,Austin,8,-97.697,30.387
2017_5300,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,4,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,2,,,5,4,4,,4,4,,,,Austin,8,-97.777,30.361
2017_5301,01/01/2017 12:00:00 AM,Mail,,,,2,0,,,,,3,3,0.6448,,4,3,2,,1,,1,,,,,,,,,,,,,,,,2,2,,,3,2,2,,9,4,,,,Austin,5,-97.801,30.268
2017_5302,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,9,9,0.6448,,5,5,5,,2,,4,,,,,,,,,,,,,,,,4,3,,,9,3,4,,9,3,,,,Austin,10,-97.753,30.509
2017_5303,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,5,5,5,,9,,9,,,,,,,,,,,,,,,,4,4,,,5,4,3,,9,3,,,,Austin,8,-97.798,30.204
2017_5304,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,5,0.6448,,5,5,5,,4,,2,,,,,,,,,,,,,,,,5,5,,,5,5,5,,5,1,,,,Austin,5,-97.777,30.219
2017_5305,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,3,3,0.6448,,3,2,3,,1,,2,,,,,,,,,,,,,,,,3,2,,,3,3,2,,2,3,,,,Austin,7,-97.689,30.346
2017_5306,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,3,3,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,5,4,,,3,2,3,,2,4,,,,Austin,3,-97.757,30.173
2017_5307,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,9,0.6448,,5,5,5,,5,,4,,,,,,,,,,,,,,,,4,4,,,5,4,4,,5,4,,,,Austin,4,-97.765,30.354
2017_5308,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,5,4,0.6448,,4,3,3,,2,,3,,,,,,,,,,,,,,,,4,3,,,5,2,4,,4,4,,,,Austin,1,-97.754,30.178
2017_5310,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,9,0.6448,,4,3,1,,1,,3,,,,,,,,,,,,,,,,2,3,,,9,4,3,,9,5,,,,Austin,10,-97.846,30.201
2017_5311,01/01/2017 12:00:00 AM,Mail,,,,4,9,,,,,4,3,0.6448,,5,5,3,,2,,3,,,,,,,,,,,,,,,,4,3,,,9,3,4,,9,9,,,,Austin,6,-97.849,30.204
2017_5312,01/01/2017 12:00:00 AM,Mail,,,,1,0,,,,,2,2,0.6448,,4,3,5,,2,,4,,,,,,,,,,,,,,,,3,2,,,5,4,1,,2,3,,,,Austin,4,-97.712,30.28
2017_5313,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,4,4,,9,,9,,,,,,,,,,,,,,,,4,4,,,9,4,4,,4,4,,,,Austin,4,-97.687,30.309
2017_5314,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,5,0.6448,,4,4,5,,4,,5,,,,,,,,,,,,,,,,5,5,,,3,5,3,,4,4,,,,Austin,2,-97.84,30.174
2017_5315,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,3,3,0.6448,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,3,,,4,3,3,,9,9,,,,Austin,10,-97.758,30.503
2015_350,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,4,0.6257,,4,4,4,,2,,2,,,,,,,,,,,,,,,,4,,,,9,3,2,,,3,,,,Austin,8,-97.879,30.214
2017_5316,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,3,9,0.6448,,5,3,4,,3,,5,,,,,,,,,,,,,,,,3,4,,,4,5,5,,4,9,,,,Austin,2,-97.847,30.233
2017_5317,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,3,0.6448,,5,5,4,,2,,5,,,,,,,,,,,,,,,,3,1,,,9,3,3,,9,9,,,,Austin,8,-97.781,30.339
2017_5318,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,2,4,,2,,4,,,,,,,,,,,,,,,,2,3,,,5,4,3,,3,4,,,,Austin,7,-97.718,30.427
2017_5319,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,9,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,2,,,9,4,3,,4,9,,,,Austin,7,-97.668,30.386
2017_5320,01/01/2017 12:00:00 AM,Mail,,,,2,1,,,,,3,9,0.6448,,3,3,9,,9,,9,,,,,,,,,,,,,,,,3,9,,,1,1,1,,9,9,,,,Austin,6,-97.78,30.241
2017_5321,01/01/2017 12:00:00 AM,Mail,,,,2,0,,,,,3,3,0.6448,,4,4,4,,2,,3,,,,,,,,,,,,,,,,4,3,,,4,2,1,,3,3,,,,Austin,10,-97.748,30.313
2017_5322,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,9,9,0.6448,,4,3,4,,9,,9,,,,,,,,,,,,,,,,3,9,,,9,3,3,,4,4,,,,Austin,5,-97.832,30.184
2017_5323,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,4,0.6448,,5,5,5,,5,,5,,,,,,,,,,,,,,,,4,4,,,5,5,4,,9,1,,,,Austin,5,-97.802,30.261
2017_5324,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,3,3,0.6448,,5,2,3,,9,,9,,,,,,,,,,,,,,,,3,1,,,4,5,3,,4,4,,,,Austin,4,-97.722,30.342
2017_5325,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,4,0.6448,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,5,,,5,4,2,,3,9,,,,Austin,6,-97.714,30.34
2017_5326,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,3,4,0.6448,,4,4,4,,4,,3,,,,,,,,,,,,,,,,2,3,,,3,3,2,,4,9,,,,Austin,6,-97.745,30.293
2017_5327,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,5,5,5,,5,,5,,,,,,,,,,,,,,,,4,4,,,3,4,4,,3,3,,,,Austin,6,-97.78,30.3
2017_5328,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,3,2,0.6448,,4,4,4,,4,,3,,,,,,,,,,,,,,,,3,4,,,4,4,1,,2,2,,,,Austin,2,-97.77,30.224
2017_5329,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,4,3,0.6448,,4,3,5,,3,,4,,,,,,,,,,,,,,,,4,9,,,4,3,2,,9,5,,,,Austin,1,-97.74,30.304
