Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
091064,Site Improvements Main Entrance,02/13/2020,08/02/2021,College at Oneonta,Mohawk Valley,In Design,Preservation of Facilities,N,Active
09X308,"Rehabilitation of Fitzelle Hall, Bldg. No. 26",06/04/2008,10/10/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X312,"Rehabilitate Physical Science Building, Bldg no. 0025",08/16/2010,02/19/2020,College at Oneonta,Mohawk Valley,Pending Final Construction Payment,Preservation of Facilities,Y,Active
09X313,"Rehabilitate Fine Arts Building, Phase II",05/24/2006,06/11/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X315,"Rehabilitate Biological Field Station- Cooperstown Facility, Bldg. No. 36",01/01/2007,12/31/2013,College at Oneonta,Mohawk Valley,Closed,Program Improvement or Program Change,Y,Complete
09X322,"Replace HVAC/Domestic Hot Water Equipment, Instructional Resource Center",03/13/2008,12/26/2014,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X330,Emergency Creek Bank Stabilization,02/08/2008,04/07/2009,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X331,"Replace VAT Flooring,  Phase II",02/14/2008,12/31/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X335,Replace Medium Temperature Water Lines,04/02/2008,03/30/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X340,Rehab Lecture Halls,05/03/2010,04/23/2014,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X345,Upgrade Central Heating Plant - Phase III,06/16/2009,06/14/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X347,Replace Windows - Alumni/Willsbach/Mills Halls,08/15/2009,02/25/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X349,Replace Steam PRVs & HVAC Equipment - Chase PE Building,05/01/2009,04/20/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X354,"Rehab Showers/Locker Rooms/ADA Modifications, - Chase PE Building",10/15/2009,12/31/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X358,Replace Gym  &.Dance Studio Floors & Seating - PE Building,02/15/2010,08/25/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X359,Upgrade Campus Electrical Metering,06/10/2009,06/03/2014,College at Oneonta,Mohawk Valley,Closed,Energy Conservation,N,Complete
09X361,Upgrade ADA Restrooms - Phase III,12/31/2009,12/31/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X362,Replace HVAC/Domestic Hot Water Equipment -  Alumni Hall,02/18/2010,02/25/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X363,Replace HVAC Equipment & Domestic Hot Water Heaters - Hulbert Dining Hall,02/12/2010,01/30/2017,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X364,Replace Windows - Fine Arts & Lee Hall,12/08/2009,01/06/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X365,Upgrade HVAC Systems Lecture Hall & Vivarium - Science I,01/13/2010,04/20/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X366,Replace HVAC Equipment - Hunt College Union,01/11/2010,12/15/2021,College at Oneonta,Mohawk Valley,In Guarantee,Preservation of Facilities,Y,Active
09X368,Replace HVAC Motors - Phase II,03/23/2010,06/25/2014,College at Oneonta,Mohawk Valley,Closed,Energy Conservation,N,Complete
09X369,Upgrade HVAC Systems - Lee Hall,02/16/2010,07/31/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X370,Upgrade Plumbing/HVAC Systems - Bugbee Hall,03/05/2007,09/01/2021,College at Oneonta,Mohawk Valley,In Guarantee,Preservation of Facilities,Y,Active
09X373,Rehab Health Center,02/16/2010,07/06/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X375,Rehab Athletic Fields,07/03/2009,04/05/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X376,Replace Roof - Fine Arts,08/02/2010,02/11/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X379,Rehab Field Lab at Moe Pond,08/23/2010,03/11/2015,College at Oneonta,Mohawk Valley,Closed,Program Improvement or Program Change,N,Complete
09X381,Replace Steam Condensate Lines Phase 2,10/04/2010,06/14/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X382,Replace Windows - Hulbert Hall,10/18/2010,04/05/2017,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X384,Replace Steam Condensate Lines Littell,11/08/2010,01/29/2014,College at Oneonta,Mohawk Valley,In Guarantee,Preservation of Facilities,N,Complete
09X386,Upgrade Telecommunications & Data Infrastructure,11/05/2010,02/04/2021,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X388,Upgrade Chase Physical Education - Phase,05/06/2011,11/14/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X390,Site Mitigation - Northern Campus,07/15/2011,06/13/2016,College at Oneonta,Mohawk Valley,Closed,Environment Protection or Improvements,N,Complete
09X393,Rehabilitate Learning Lab & Lobby Science I Lecture Hall,08/16/2011,08/25/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X395,ADA Modifications Various Buildings Ph. III,11/30/2011,02/20/2019,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X396,Rehabilitate Concrete Spandrels - Milne Library,11/15/2012,10/23/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X398,Upgrade Fine Arts Loading Docks & Sidewalks,11/18/2011,08/25/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X399,Upgrade Plumbing  - Chase PE,11/30/2011,02/25/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X400,Upgrade Electrical Substation,11/30/2011,09/24/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X402,Replace Windows - IRC,03/06/2018,07/26/2021,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X403,Rehabilitate HVAC Mills & Wilsbach Dining Halls,02/22/2012,08/06/2019,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X405,Abate Hulbert Dining Fireproofing,04/13/2012,08/19/2015,College at Oneonta,Mohawk Valley,Closed,"Health, Safety, Security",N,Complete
09X406,New Fire Escape - Bugbee School,04/16/2012,12/05/2014,College at Oneonta,Mohawk Valley,Closed,"Health, Safety, Security",N,Complete
09X407,Upgrade Water Lines & Metering - Various Buildings,04/19/2012,03/05/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X408,Site Improvements - East Campus,04/30/2012,09/28/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X409,Upgrade Hulbert Loading Dock,02/15/2012,08/14/2014,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X410,Restoration of MTW Lines - Hulbert Tunnel,04/10/2012,08/15/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09x412,Replace Dust Collection System,02/14/2014,05/26/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09x413,Rehabilitate Exterior Stairs & Wall Schumacher Hall,12/27/2012,06/30/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Cancelled
09X418,Construct New Welcome Center,04/15/2014,07/10/2020,College at Oneonta,Mohawk Valley,Closed,New Facilities and Equipment Replacement,Y,Complete
09X419,Milne Library Partial Interior Renovation,08/18/2014,02/03/2021,College at Oneonta,Mohawk Valley,Final Construction Payment,Preservation of Facilities,Y,Active
09X420,Rehab North Quad,08/22/2014,05/16/2019,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09x421,Construct New OAS Facility,08/18/2014,03/31/2020,College at Oneonta,Mohawk Valley,Closed,New Facilities and Equipment Replacement,N,Complete
09x423,Upgrade Mechanical Systems Morris Hall,08/04/2014,07/19/2018,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Complete
09X5A1,Campus Capital Plan - Professional Staff,09/26/2008,07/01/2013,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X622,Site Representative - Campus (MK),10/06/2008,12/30/2020,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X623,Site Representative - HD Campus,05/26/2009,10/13/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X624,Site Representative - SUCF,03/15/2010,02/26/2014,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X626,Site Representative - Campus,04/22/2011,04/04/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09X627,Site Representative - Engineering Aide,08/22/2012,08/14/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09x7A7,Modify BFS Exhaust Fans,05/01/2013,05/27/2015,College at Oneonta,Mohawk Valley,Closed,"Health, Safety, Security",N,Complete
09x7A8,Asbestos Abatement - Wilsbach Hall,08/29/2013,07/16/2014,College at Oneonta,Mohawk Valley,Closed,"Health, Safety, Security",Y,Complete
09X824,Campus Wide Utility Study,04/01/2010,01/20/2011,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,Y,Cancelled
09XM08,Minor Rehab 08-13,10/01/2008,08/12/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09XM13,Minor Critical Maintenance,04/29/2013,12/29/2015,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
09XM14,Minor Critical Maintenance - 2014,01/23/2015,12/27/2016,College at Oneonta,Mohawk Valley,Closed,Preservation of Facilities,N,Complete
101000,Renovate Wilber Hall for SOE,06/17/2015,09/02/2020,SUNY Oswego,Central NY,In Guarantee,Preservation of Facilities,N,Active
101001,Upgrade MEP Systems Penfield & Lanigan,09/03/2020,08/25/2025,SUNY Oswego,Central NY,In Planning,Preservation of Facilities,Y,Suspended
101002,Renovate Interior Penfield Library,09/02/2014,01/29/2016,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101003,Rehab Exterior - Lee Hall,01/15/2015,11/10/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,Y,Complete
101004,Rehab Tyler Hall Phase II,12/04/2014,03/04/2022,SUNY Oswego,Central NY,In Guarantee,Preservation of Facilities,Y,Active
101005,Program Study - Lee Hall,03/27/2015,05/04/2017,SUNY Oswego,Central NY,Closed,Preservation of Facilities,Y,Complete
101006,Renovate/Upgrades Building No. 5,04/01/2016,04/18/2018,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101007,Replace Roof at  Rich Hall,05/01/2015,08/25/2015,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101008,Minor Critical Maintenance 2015-16,04/01/2015,06/09/2016,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101009, Program Study - Laker Hall,07/15/2015,05/04/2017,SUNY Oswego,Central NY,Closed,Preservation of Facilities,Y,Complete
101010,Renovate Mary Walker Health Center,01/04/2016,12/15/2020,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101011,Site Representative - LP,12/15/2014,11/14/2018,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101012,Abate & Renovate Lobby - Laker Hall,01/05/2016,09/01/2016,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101013,Campus-wide Steam Submetering,11/30/2015,10/20/2017,SUNY Oswego,Central NY,Closed,Energy Conservation,N,Complete
101014,"Upgrade lighting at Laker, Lee & Campus Center",08/10/2015,07/30/2020,SUNY Oswego,Central NY,In Guarantee,Energy Conservation,N,Active
101015,Consulting for Campuswide EO88 Compliance & Planning,04/13/2016,07/21/2020,SUNY Oswego,Central NY,In Guarantee,Energy Conservation,N,Active
101016,Renovations for Music Spaces in Tyler Hall,11/02/2015,04/21/2017,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101017,Upgrade Culkin Hall Data Center,02/22/2016,09/26/2019,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101018,Minor Critical Maintenance 2016-17,04/08/2016,09/12/2017,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101019,Site Representative - Campus (JR),03/01/2016,11/14/2018,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101020,Installation of CO detectors campus wide,05/25/2016,01/29/2020,SUNY Oswego,Central NY,Closed,"Health, Safety, Security",N,Complete
101021,Reconstruct Pedestrian Pathway Lighting  Campus Spine,03/13/2017,12/29/2020,SUNY Oswego,Central NY,In Guarantee,"Health, Safety, Security",N,Active
101022,Reconstruct Culkin Hall Elevators,03/10/2017,08/13/2021,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101023,Minor Critical Maintenance 2017/18,03/16/2017,07/16/2019,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101024,Reconstruct Convocation Center Ice Arena Refrigeration,04/10/2017,08/13/2021,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101025,Replace/Reconstruct Terracotta - Sheldon Hall,06/01/2017,01/11/2024,SUNY Oswego,Central NY,In Design,"Health, Safety, Security",Y,Active
101026,Site Representative - Campus (AE),08/07/2017,10/05/2020,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101027,Renovate Hewitt Hall,11/17/2017,03/17/2026,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,Y,Active
101028,Upgrade Emergency Power - Various Buildings,07/15/2019,07/25/2024,SUNY Oswego,Central NY,In Planning,"Health, Safety, Security",N,Active
101029,Renovate Exterior - Tyler Hall,08/20/2018,12/16/2024,SUNY Oswego,Central NY,In Planning,Preservation of Facilities,Y,Suspended
101030,Minor Critical Maintenance FY 2018/19,02/20/2018,07/07/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101031,Update Facilities Master Plan - Oswego,05/01/2018,08/10/2020,SUNY Oswego,Central NY,In Design,Preservation of Facilities,Y,Active
101032,SUNY 2020 BioHealth Informatics Initiative - Syracuse Lab,02/20/2018,07/15/2020,SUNY Oswego,Central NY,In Construction,Program Improvement or Program Change,N,Active
101033,Site Representative - Campus (ML),06/01/2018,08/02/2021,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101034,Site Representative - Campus (RR),06/11/2018,03/29/2021,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
101035,"Replace Roofs - Poucher, Lanigan, Commissary, Littlepage & Mahar",09/04/2018,07/31/2024,SUNY Oswego,Central NY,In Design,Preservation of Facilities,N,Active
101036,Rehabilitate Cold Storage - Commissary,07/05/2017,09/08/2020,SUNY Oswego,Central NY,In Guarantee,Preservation of Facilities,N,Active
101037,Renovate Penfield for Learning Services & Poucher for Classrooms,10/03/2018,08/05/2022,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101038,Minor Critical Maintenance FY 2019/20,02/07/2019,06/23/2021,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101039,Site Representative - Campus (JK),03/05/2019,03/21/2022,SUNY Oswego,Central NY,In Construction,Preservation of Facilities,N,Active
101040,Reconstruct Northeast Corridor - Wilber Hall,04/17/2019,01/18/2022,SUNY Oswego,Central NY,In Design,Preservation of Facilities,N,Active
101041,Relocate Hewitt Catering Kitchen to Mackin Hall,09/18/2019,01/18/2022,SUNY Oswego,Central NY,In Design,Preservation of Facilities,N,Active
101042,Renovations for Extended Learning Center- Sheldon Hall,10/09/2019,12/17/2021,SUNY Oswego,Central NY,In Construction,Program Improvement or Program Change,N,Active
101043,Minor Critical Maintenance FY 2020/21,02/26/2020,06/08/2022,SUNY Oswego,Central NY,In Planning,Preservation of Facilities,N,Active
101044,Construct Covered Bicycle Parking  Multiple Locations,03/17/2020,10/18/2021,SUNY Oswego,Central NY,In Design,Program Improvement or Program Change,N,Active
101045,Replace Steam Lines & Manholes - Main and West Campus,03/27/2020,07/31/2023,SUNY Oswego,Central NY,In Design,Preservation of Facilities,N,Active
10X325,ADA Building Signage - Campus Wide,12/19/2005,11/01/2018,SUNY Oswego,Central NY,Closed,Facilities for Physically Disabled,N,Complete
10X326,Rehab Lanigan Hall,10/04/2012,09/09/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Cancelled
10X327,Restoration Exterior Penfield Library,07/05/2011,09/28/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Cancelled
10X328,Rehabilitate Park  and Wilber Halls,07/02/2007,03/16/2018,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
10X332,Recreation and Athletics Fields Rehabilitation & Upgrades,02/16/2010,01/23/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Cancelled
10X334,Campus-wide Repair and/or Replace Vehicle and Pedestrian Surfaces,05/09/2005,10/15/2015,SUNY Oswego,Central NY,Closed,Preservation of Facilities,N,Complete
10X340,Renovation/Additions to Science Engineering and Technologies Phase I,04/02/2007,02/03/2020,SUNY Oswego,Central NY,Closed,Preservation of Facilities,Y,Complete
10X344,Historic Preservation  - Sheldon Hall,03/03/2009,10/19/2015,SUNY Oswego,Central NY,Closed,Preservation of Facilities,Y,Complete
