Permit Number,Status,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip code,Work Type,Use Code,Added Date,Issue Date,Final Date,Description,Application Type,Location
317205,Finaled,6300,E,HALBERT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/29/2003,12/02/2003,01/09/2004,,DEMOLITION OR MOVE PERMIT,"6300 HALBERT E RD
BETHESDA, MD 20817
(38.972596, -77.14038)"
342606,Finaled,5708,,LONE OAK,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/29/2004,11/22/2004,12/21/2004,,DEMOLITION OR MOVE PERMIT,"5708 LONE OAK DR
BETHESDA, MD 20814
(39.019899, -77.114934)"
344387,Completed,4501,,WINDSOR,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/13/2004,09/15/2004,10/15/2004,CASH BOND PS5A19113,DEMOLITION OR MOVE PERMIT,"4501 WINDSOR LN
BETHESDA, MD 20814
(38.995438, -77.089199)"
344440,Finaled,8504,,RAYBURN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2004,07/16/2004,08/09/2004,,DEMOLITION OR MOVE PERMIT,"8504 RAYBURN RD
BETHESDA, MD 20817
(38.994831, -77.120465)"
344441,Open,17510,,SIR GALAHAD,WAY,,ASHTON,MD,20861,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2004,,,"This permit number was given to correspond with building permit 341614 a house destroyed by lightning, memo from Robert Hubbard that a demo permit is not required per sec. 8-27 removal of buildings. In this case building permit will be issued without the impact fees.",DEMOLITION OR MOVE PERMIT,"17510 SIR GALAHAD WAY
ASHTON, MD 20861
(39.145923, -76.998777)"
344633,Issued,730,,ELLSWORTH,DR,,SILVER SPRING,MD,20910,DEMOLISH,GARAGE,05/17/2004,02/15/2005,,Green Tape,DEMOLITION OR MOVE PERMIT,"730 ELLSWORTH DR
SILVER SPRING, MD 20910
(38.997858, -77.024728)"
344869,Completed,5817,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/18/2004,07/28/2004,01/05/2005,,DEMOLITION OR MOVE PERMIT,"5817 WILMETT RD
BETHESDA, MD 20817
(39.008944, -77.1184)"
344927,Finaled,9412,,ROSEHILL,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/18/2004,09/30/2004,10/15/2004,,DEMOLITION OR MOVE PERMIT,"9412 ROSEHILL DR
BETHESDA, MD 20817
(39.009475, -77.158046)"
345004,Completed,5505,,NAMAKAGAN,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,05/19/2004,07/20/2004,11/12/2004,,DEMOLITION OR MOVE PERMIT,"5505 NAMAKAGAN RD
BETHESDA, MD 20816
(38.957885, -77.111404)"
345026,Completed,4611,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/19/2004,08/26/2004,09/13/2004,,DEMOLITION OR MOVE PERMIT,"4611 CHESTNUT ST
BETHESDA, MD 20814
(38.99354, -77.092858)"
345039,Completed,9006,,EWING,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/19/2004,06/23/2004,07/19/2004,Cash Bond PS4A17289,DEMOLITION OR MOVE PERMIT,"9006 EWING DR
BETHESDA, MD 20817
(39.003812, -77.123302)"
345349,Completed,5820,,PHOENIX,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/21/2004,07/23/2004,12/01/2004,CASH BOND PS4A17328,DEMOLITION OR MOVE PERMIT,"5820 PHOENIX DR
BETHESDA, MD 20817
(39.007235, -77.116771)"
345438,Completed,27,,JONESVILLE,CT,,POOLESVILLE,MD,20837,DEMOLISH,SINGLE FAMILY DWELLING,05/21/2004,11/05/2004,06/13/2006,PERFORMANCE BOND 25364413/TRACKING NO. 17722,DEMOLITION OR MOVE PERMIT,"27 JONESVILLE CT
POOLESVILLE, MD 20837
(39.159168, -77.396016)"
345875,Finaled,604,,OLNEY SANDY SPRING,RD,,SANDY SPRING,MD,20860,DEMOLISH,SINGLE FAMILY DWELLING,05/25/2004,02/10/2005,12/10/2006,Performance Bond # 17463,DEMOLITION OR MOVE PERMIT,"604 OLNEY SANDY SPRING RD
SANDY SPRING, MD 20860
(39.149117, -77.023715)"
345892,Completed,414,,VALLEY BROOK,DR,,SILVER SPRING,MD,20904,DEMOLISH,SINGLE FAMILY DWELLING,05/25/2004,08/18/2004,08/20/2004,"Demolish a barn, tennis court, and pool in ground",DEMOLITION OR MOVE PERMIT,"414 VALLEY BROOK DR
SILVER SPRING, MD 20904
(39.058009, -77.001179)"
346079,Completed,5803,,JOHNSON,CT,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/26/2004,09/02/2004,06/07/2006,,DEMOLITION OR MOVE PERMIT,"5803 JOHNSON CT
BETHESDA, MD 20817
(39.005978, -77.116131)"
346117,Completed,6105,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,05/26/2004,01/11/2005,02/07/2007,PS4-17398,DEMOLITION OR MOVE PERMIT,"6105 WALHONDING RD
BETHESDA, MD 20816
(38.963387, -77.124116)"
346576,Completed,5301,,MCKINLEY,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2004,09/02/2004,08/18/2005,CASH BOND TRACKING #PS4A17467,DEMOLITION OR MOVE PERMIT,"5301 MCKINLEY ST
BETHESDA, MD 20814
(38.99634, -77.105609)"
346594,Finaled,4817,,LELAND,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2004,09/10/2004,03/09/2005,,DEMOLITION OR MOVE PERMIT,"4817 LELAND ST
BETHESDA, MD 20814
(38.979825, -77.094846)"
346596,Finaled,5913,,WALTON,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2004,08/02/2004,05/01/2008,CASH BOND TRACKING #PS4A17480,DEMOLITION OR MOVE PERMIT,"5913 WALTON RD
BETHESDA, MD 20817
(39.009401, -77.120296)"
346801,Completed,5916,,BEECH,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/03/2004,07/28/2004,01/05/2005,,DEMOLITION OR MOVE PERMIT,"5916 BEECH AVE
BETHESDA, MD 20817
(39.006883, -77.12015)"
346847,Completed,6011,,ANNISTON,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/03/2004,10/04/2004,11/18/2004,CASH BOND TRACKING# PS5A19448,DEMOLITION OR MOVE PERMIT,"6011 ANNISTON RD
BETHESDA, MD 20817
(39.00728, -77.122945)"
347195,Finaled,9009,,CONGRESSIONAL,CT,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,06/07/2004,09/15/2004,03/16/2005,Cash Bond PS4-17548,DEMOLITION OR MOVE PERMIT,"9009 CONGRESSIONAL CT
POTOMAC, MD 20854
(39.001841, -77.185604)"
310969,Completed,7402,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/02/2003,09/17/2003,12/16/2004,,DEMOLITION OR MOVE PERMIT,"7402 FAIRFAX RD
BETHESDA, MD 20814
(38.983588, -77.105246)"
347228,Finaled,2607,,BLUERIDGE,AVE,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,06/07/2004,08/03/2004,08/27/2004,,DEMOLITION OR MOVE PERMIT,"2607 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.043161, -77.054181)"
347236,Completed,2605,,BLUERIDGE,AVE,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,06/07/2004,08/03/2004,08/27/2004,,DEMOLITION OR MOVE PERMIT,"2605 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.043125, -77.053989)"
347239,Finaled,2609,,BLUERIDGE,AVE,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,06/07/2004,08/03/2004,08/27/2004,,DEMOLITION OR MOVE PERMIT,"2609 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.043218, -77.054407)"
347383,Finaled,25,,FROUDE,CIR,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,06/08/2004,05/18/2005,06/13/2005,,DEMOLITION OR MOVE PERMIT,"25 FROUDE CIR
CABIN JOHN, MD 20818
(38.97157, -77.15131)"
347697,Completed,5509,,WILSON,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/10/2004,08/03/2004,12/06/2004,LETTER OF CREDIT BOND TRACKING #17646,DEMOLITION OR MOVE PERMIT,"5509 WILSON LN
BETHESDA, MD 20814
(38.987053, -77.111131)"
347846,Completed,7701,,WESTFIELD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/11/2004,11/09/2004,01/24/2005,,DEMOLITION OR MOVE PERMIT,"7701 WESTFIELD DR
BETHESDA, MD 20817
(38.986755, -77.125276)"
348172,Completed,12518,,GREENLY,DR,,SILVER SPRING,MD,20906,MOVE,STORAGE BUILDING,06/15/2004,08/25/2004,06/02/2005,"MOVE & CONSTRUCT SHED ===SEE 385622

MOVED FROM 12518 GREENLY DR. S.S. TO 4610 RENN STREET, ROCKVILLE, MD
CASH BOND TRACKING #PS4A17700",DEMOLITION OR MOVE PERMIT,"12518 GREENLY DR
SILVER SPRING, MD 20906
(39.0602, -77.07974)"
348437,Completed,116,E,MELROSE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,06/17/2004,08/10/2004,09/02/2004,LETTER OF CREDIT BOND TRACKING #18550,DEMOLITION OR MOVE PERMIT,"116 MELROSE E ST
CHEVY CHASE, MD 20815
(38.971976, -77.07298)"
348798,Completed,9131,,HOLLYOAK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/21/2004,08/30/2004,09/09/2004,"Demo ONLY.  Must stay below 5,000 sf of land disturbance.",DEMOLITION OR MOVE PERMIT,"9131 HOLLYOAK DR
BETHESDA, MD 20817
(39.006668, -77.16397)"
348870,Completed,4315,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/22/2004,08/31/2004,10/12/2005,,DEMOLITION OR MOVE PERMIT,"4315 CHESTNUT ST
BETHESDA, MD 20814
(38.993635, -77.086537)"
349260,Finaled,4608,N,CHELSEA,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/24/2004,07/14/2004,08/16/2004,GARAGE ONLY-PS4A17806,DEMOLITION OR MOVE PERMIT,"4608 CHELSEA N LN
BETHESDA, MD 20814
(38.994762, -77.09282)"
349314,Completed,8008,,GLENBROOK,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/24/2004,07/16/2004,08/18/2004,CASH BOND TRACKING #PS4A17811,DEMOLITION OR MOVE PERMIT,"8008 GLENBROOK RD
BETHESDA, MD 20814
(38.989676, -77.101257)"
349546,Finaled,7107,,BROXBURN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/25/2004,08/26/2004,10/04/2004,Cash Bond PS4A17848,DEMOLITION OR MOVE PERMIT,"7107 BROXBURN DR
BETHESDA, MD 20817
(38.980955, -77.145099)"
350015,Finaled,5919,,ANNISTON,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/30/2004,09/10/2004,02/06/2008,Cash Bond PS4A17882,DEMOLITION OR MOVE PERMIT,"5919 ANNISTON RD
BETHESDA, MD 20817
(39.007933, -77.119183)"
350020,Completed,5917,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/30/2004,08/30/2004,09/28/2004,CASH BOND TRACKING #PS5A18130,DEMOLITION OR MOVE PERMIT,"5917 WILMETT RD
BETHESDA, MD 20817
(39.008564, -77.120589)"
350402,Completed,8706,,IRVINGTON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/02/2004,08/16/2004,09/24/2004,,DEMOLITION OR MOVE PERMIT,"8706 IRVINGTON AVE
BETHESDA, MD 20817
(38.998774, -77.119333)"
350498,Finaled,6905,,MUNCASTER MILL,RD,,ROCKVILLE,MD,20855,DEMOLISH,SINGLE FAMILY DWELLING,07/02/2004,07/26/2004,04/08/2005,CASH BOND PS5A18280,DEMOLITION OR MOVE PERMIT,"6905 MUNCASTER MILL RD
ROCKVILLE, MD 20855
(39.142829, -77.139868)"
350608,Finaled,19225,,LIBERTY MILL,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,07/06/2004,11/23/2004,01/18/2005,,DEMOLITION OR MOVE PERMIT,"19225 LIBERTY MILL RD
GERMANTOWN, MD 20874
(39.171569, -77.273554)"
351177,Completed,6528,,79TH,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,07/09/2004,11/22/2004,08/21/2006,,DEMOLITION OR MOVE PERMIT,"6528 79TH ST
CABIN JOHN, MD 20818
(38.977088, -77.163068)"
351181,Completed,4216,,DRESDEN,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,07/09/2004,12/01/2004,01/03/2006,,DEMOLITION OR MOVE PERMIT,"4216 DRESDEN ST
KENSINGTON, MD 20895
(39.021625, -77.083668)"
351234,Completed,5715,,LONE OAK,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/12/2004,01/06/2005,01/28/2005,PERFORMANCE BOND TRACKING #19831,DEMOLITION OR MOVE PERMIT,"5715 LONE OAK DR
BETHESDA, MD 20814
(39.019869, -77.11543)"
351236,Completed,6205,W,HALBERT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/12/2004,11/16/2004,12/07/2004,,DEMOLITION OR MOVE PERMIT,"6205 HALBERT W RD
BETHESDA, MD 20817
(38.972449, -77.142877)"
351326,Completed,7513,,MARBURY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/12/2004,10/21/2004,12/15/2004,PS5A19607,DEMOLITION OR MOVE PERMIT,"7513 MARBURY RD
BETHESDA, MD 20817
(38.985956, -77.121475)"
339627,Finaled,6004,,POINDEXTER,LN,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,04/02/2004,09/03/2004,09/29/2004,,DEMOLITION OR MOVE PERMIT,"6004 POINDEXTER LN
ROCKVILLE, MD 20852
(39.040292, -77.12312)"
351364,Finaled,7625,,FENTON,ST,,SILVER SPRING,MD,20910,DEMOLISH,EDUCATIONAL,07/13/2004,08/13/2004,06/06/2006,Green Tape     Pavilion,DEMOLITION OR MOVE PERMIT,"7625 FENTON ST
SILVER SPRING, MD 20910
(38.98324, -77.021801)"
351392,Completed,10123,,FALLS,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,07/13/2004,01/07/2005,04/29/2005,,DEMOLITION OR MOVE PERMIT,"10123 FALLS RD
POTOMAC, MD 20854
(39.023084, -77.207051)"
351573,Completed,12315,,STONEY CREEK,RD,,ROCKVILLE,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,07/14/2004,07/28/2004,10/26/2007,,DEMOLITION OR MOVE PERMIT,"12315 STONEY CREEK RD
ROCKVILLE, MD 20854
(39.057724, -77.262305)"
351634,Completed,4319,,MAPLE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/14/2004,11/08/2004,12/29/2004,,DEMOLITION OR MOVE PERMIT,"4319 MAPLE AVE
BETHESDA, MD 20814
(38.992086, -77.08656)"
351659,Completed,3602,,THORNAPPLE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/14/2004,09/16/2004,12/13/2004,,DEMOLITION OR MOVE PERMIT,"3602 THORNAPPLE ST
CHEVY CHASE, MD 20815
(38.982377, -77.072432)"
351818,Finaled,4902,,ESSEX,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/15/2004,10/06/2004,03/09/2005,,DEMOLITION OR MOVE PERMIT,"4902 ESSEX AVE
CHEVY CHASE, MD 20815
(38.967252, -77.098917)"
352001,Completed,9908,,NEWHALL,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,07/16/2004,07/30/2004,09/28/2004,CASH BOND TRACKING #PS5A18168,DEMOLITION OR MOVE PERMIT,"9908 NEWHALL RD
POTOMAC, MD 20854
(39.009754, -77.204732)"
352148,Completed,7008,,GEORGIA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/19/2004,10/08/2004,11/09/2004,,DEMOLITION OR MOVE PERMIT,"7008 GEORGIA ST
CHEVY CHASE, MD 20815
(38.980587, -77.07213)"
352314,Completed,5704,,OLDCHESTER,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/20/2004,09/14/2004,10/08/2004,cash bond tracking #ps5a19093,DEMOLITION OR MOVE PERMIT,"5704 OLDCHESTER RD
BETHESDA, MD 20817
(38.984158, -77.115834)"
352337,Finaled,11701,,DANVILLE,DR,,ROCKVILLE,MD,20852,DEMOLISH,EDUCATIONAL BUILDING,07/20/2004,10/21/2004,11/10/2004,,DEMOLITION OR MOVE PERMIT,"11701 DANVILLE DR
ROCKVILLE, MD 20852
(39.048891, -77.132726)"
352369,Finaled,717,,KENNEBEC,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,SINGLE FAMILY DWELLING,07/21/2004,02/02/2005,01/31/2006,CASH BOND TRACKING #PS5A21132,DEMOLITION OR MOVE PERMIT,"717 KENNEBEC AVE
TAKOMA PARK, MD 20912
(38.989438, -77.002385)"
352417,Completed,13404,,DARNESTOWN,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,07/21/2004,08/25/2004,09/10/2004,also Detached Garage,DEMOLITION OR MOVE PERMIT,"13404 DARNESTOWN RD
GAITHERSBURG, MD 20878
(39.11114, -77.27818)"
352451,Completed,10111,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/21/2004,09/07/2004,01/21/2005,PERFORMANCE BOND TRACKING NO. 18960,DEMOLITION OR MOVE PERMIT,"10111 DICKENS AVE
BETHESDA, MD 20814
(39.021895, -77.113632)"
352454,Completed,10109,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/21/2004,09/07/2004,01/21/2005,,DEMOLITION OR MOVE PERMIT,"10109 DICKENS AVE
BETHESDA, MD 20814
(39.021762, -77.113635)"
352559,Completed,7825,,RIVER,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/22/2004,01/05/2005,08/21/2006,CERTIFICATE OF GUARANTEE BOND TRACKING #20668,DEMOLITION OR MOVE PERMIT,"7825 RIVER RD
BETHESDA, MD 20817
(38.991878, -77.160456)"
352859,Completed,4209,,THORNAPPLE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/26/2004,10/05/2004,01/07/2005,PERFORMANCE BOND TRACKING #18381,DEMOLITION OR MOVE PERMIT,"4209 THORNAPPLE ST
CHEVY CHASE, MD 20815
(38.980905, -77.084469)"
353040,Finaled,5820,,DURBIN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/27/2004,09/13/2004,03/23/2005,,DEMOLITION OR MOVE PERMIT,"5820 DURBIN RD
BETHESDA, MD 20817
(38.98232, -77.118688)"
353129,Finaled,7201,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/28/2004,08/31/2004,12/16/2004,,DEMOLITION OR MOVE PERMIT,"7201 FAIRFAX RD
BETHESDA, MD 20814
(38.981971, -77.105169)"
352568,Completed,6810,,HILLMEAD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/22/2004,11/22/2004,07/05/2019,,DEMOLITION OR MOVE PERMIT,"6810 HILLMEAD RD
BETHESDA, MD 20817
(39.001377, -77.139381)"
353222,Completed,3400,,CUMMINGS,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/28/2004,11/10/2004,01/06/2006,Cash Bond PS4A18354,DEMOLITION OR MOVE PERMIT,"3400 CUMMINGS LN
CHEVY CHASE, MD 20815
(38.978823, -77.0675)"
353340,Completed,12619,,FELLOWSHIP,WAY,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,07/29/2004,11/16/2004,06/21/2005,,DEMOLITION OR MOVE PERMIT,"12619 FELLOWSHIP WAY
GAITHERSBURG, MD 20878
(39.111796, -77.254201)"
353375,Completed,5914,,SONOMA,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/29/2004,10/08/2004,10/19/2004,,DEMOLITION OR MOVE PERMIT,"5914 SONOMA RD
BETHESDA, MD 20817
(39.002899, -77.12004)"
353878,Finaled,15700,,KRUHM,RD,,BURTONSVILLE,MD,20866,DEMOLISH,SINGLE FAMILY DWELLING,08/03/2004,09/10/2004,10/06/2007,,DEMOLITION OR MOVE PERMIT,"15700 KRUHM RD
BURTONSVILLE, MD 20866
(39.114397, -76.948495)"
354116,Finaled,13931,,SCHAEFFER,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,08/05/2004,11/12/2004,11/17/2005,,DEMOLITION OR MOVE PERMIT,"13931 SCHAEFFER RD
GERMANTOWN, MD 20874
(39.159305, -77.290193)"
332358,Finaled,10100,,GARY,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,02/13/2004,03/03/2004,03/30/2004,,DEMOLITION OR MOVE PERMIT,"10100 GARY RD
POTOMAC, MD 20854
(39.021588, -77.210579)"
354145,Completed,5905,,MELVERN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/05/2004,09/22/2004,11/18/2005,,DEMOLITION OR MOVE PERMIT,"5905 MELVERN DR
BETHESDA, MD 20817
(39.010297, -77.119531)"
354162,Completed,4306,,DRESDEN,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,08/05/2004,09/07/2004,01/09/2006,cash bond tracking #ps5a18987,DEMOLITION OR MOVE PERMIT,"4306 DRESDEN ST
KENSINGTON, MD 20895
(39.022332, -77.085763)"
354606,Completed,21201,,GEORGIA,AVE,,BROOKEVILLE,MD,20833,DEMOLISH,SINGLE FAMILY DWELLING,08/10/2004,01/06/2005,03/23/2005,,DEMOLITION OR MOVE PERMIT,"21201 GEORGIA AVE
BROOKEVILLE, MD 20833
(39.204452, -77.063682)"
354730,Finaled,9930,,FLEMING,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/11/2004,11/23/2004,12/07/2004,ps520191,DEMOLITION OR MOVE PERMIT,"9930 FLEMING AVE
BETHESDA, MD 20814
(39.01948, -77.111802)"
354760,Completed,5526,,TRENT,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,08/11/2004,10/18/2004,12/06/2004,,DEMOLITION OR MOVE PERMIT,"5526 TRENT ST
CHEVY CHASE, MD 20815
(38.965278, -77.095637)"
355173,Issued,5103,,MOORLAND,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/16/2004,10/29/2004,,Demo existing single family dwelling/ PS5b-18666,DEMOLITION OR MOVE PERMIT,"5103 MOORLAND LN
BETHESDA, MD 20814
(38.985944, -77.101674)"
355178,Issued,7424,,EXETER,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/16/2004,11/17/2004,,demo PS5B 18667,DEMOLITION OR MOVE PERMIT,"7424 EXETER RD
BETHESDA, MD 20814
(38.983887, -77.103185)"
355207,Finaled,8502,,RAYBURN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/17/2004,11/17/2004,12/01/2004,CASH BOND TRACKING #PS5A18682,DEMOLITION OR MOVE PERMIT,"8502 RAYBURN RD
BETHESDA, MD 20817
(38.994659, -77.120492)"
355209,Completed,6911,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/17/2004,10/04/2004,10/12/2005,CASH BOND TRACKING #PS5A18683,DEMOLITION OR MOVE PERMIT,"6911 FAIRFAX RD
BETHESDA, MD 20814
(38.9793, -77.102131)"
355270,Completed,4409,,WALSH,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,08/17/2004,04/12/2005,05/02/2005,,DEMOLITION OR MOVE PERMIT,"4409 WALSH ST
CHEVY CHASE, MD 20815
(38.979693, -77.0881)"
355352,Finaled,6114,,MADAWASKA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/18/2004,10/22/2004,04/01/2005,,DEMOLITION OR MOVE PERMIT,"6114 MADAWASKA RD
BETHESDA, MD 20816
(38.958476, -77.12519)"
355531,Completed,14706,,CROSSWAY,RD,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,08/19/2004,10/12/2004,08/26/2005,,DEMOLITION OR MOVE PERMIT,"14706 CROSSWAY RD
ROCKVILLE, MD 20853
(39.097909, -77.087253)"
355538,Completed,7208,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/19/2004,10/27/2004,04/29/2005,CASH BOND TRACKING #PS5A18717,DEMOLITION OR MOVE PERMIT,"7208 FAIRFAX RD
BETHESDA, MD 20814
(38.982291, -77.105192)"
355680,Completed,20000,,MOUTH OF MONOCACY,RD,,DICKERSON,MD,20842,DEMOLISH,SINGLE FAMILY DWELLING,08/20/2004,08/30/2005,09/13/2005,,DEMOLITION OR MOVE PERMIT,"20000 MOUTH OF MONOCACY RD
DICKERSON, MD 20842
(39.222726, -77.418004)"
355701,Finaled,4118,,STANFORD,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,08/20/2004,12/03/2004,12/20/2004,,DEMOLITION OR MOVE PERMIT,"4118 STANFORD ST
CHEVY CHASE, MD 20815
(38.978757, -77.082784)"
355838,Completed,1352,,HOLTON,LN,,TAKOMA PARK,MD,20912,DEMOLISH,INDUSTRIAL BUILDING,08/23/2004,12/23/2004,09/27/2005,Green Tape     Performance bond tracking #19201,DEMOLITION OR MOVE PERMIT,"1352 HOLTON LN
TAKOMA PARK, MD 20912
(38.985681, -76.985509)"
355852,Finaled,8806,,LOWELL,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/23/2004,11/08/2004,05/02/2005,,DEMOLITION OR MOVE PERMIT,"8806 LOWELL ST
BETHESDA, MD 20817
(38.99981, -77.125207)"
355869,Completed,5817,,PHOENIX,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/24/2004,12/03/2004,12/21/2004,CASH BOND TRACKING# PS5A18778,DEMOLITION OR MOVE PERMIT,"5817 PHOENIX DR
BETHESDA, MD 20817
(39.007294, -77.116726)"
