Permit Number,Processed Date,Issued Date,Finaled Date,Building Area,Declared Valuation,Description,Work Type,Use Code,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
622047,12/28/2012,01/23/2013,,780,5000.00,Interior Alterations,ALTER,BUSINESS BUILDING,8737,,COLESVILLE,RD,,SILVER SPRING,MD,20910
580880,09/29/2011,10/12/2011,11/10/2011,8217,114000.00,,ALTER,MERCANTILE BUILDING,4860,,BETHESDA,AVE,,BETHESDA,MD,20814
533693,03/25/2010,03/25/2010,06/07/2010,360,15000.00,3rd Floor,ALTER,BUSINESS BUILDING,9715,,KEY WEST,AVE,,ROCKVILLE,MD,20850
312317,07/15/2003,07/24/2003,08/29/2003,2152,35000.00,,ALTER,BUSINESS BUILDING,5515,,SECURITY,LN,,ROCKVILLE,MD,20852
540900,06/17/2010,06/30/2010,02/24/2011,60,12000.00,"5th Floor/501Q    *Architecture, Mechanical & Electrical Revision 11/08/2010*",ALTER,BUSINESS BUILDING,6011,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
278424,05/23/2002,06/13/2002,12/03/2002,815,35000.00,,ALTER,BUSINESS,8204,,NOLTE,AVE,,SILVER SPRING,MD,20910
662807,02/07/2014,04/08/2014,06/09/2014,1567,75000.00,interior alterations business offices,ALTER,BUSINESS BUILDING,2115,E,JEFFERSON,ST,,ROCKVILLE,MD,20852
217812,05/01/2000,05/11/2000,07/13/2000,7235,59000.00,SUITE 200,ALTER,BUSINESS BUILDING,12520,,PROSPERITY,DR,,SILVER SPRING,MD,20904
294653,12/18/2002,01/31/2003,06/26/2003,19600,175000.00,upper level of sears,ALTER,BUSINESS BUILDING,7103,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
389980,07/07/2005,07/28/2005,10/25/2005,3391,10000.00,"5th flr
**REVISION - submitted on 10/18/05, Approved 10/19/05**",ALTER,BUSINESS BUILDING,2101,,JEFFERSON,ST,,ROCKVILLE,MD,20852
821519,12/04/2017,12/04/2017,12/04/2018,52130,57521.70,"Systems furniture - 52,130 sf",ALTER,BUSINESS BUILDING,9211,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
329478,01/12/2004,01/16/2004,02/25/2004,1132,30500.00,ste 100,ALTER,BUSINESS BUILDING,1502,,ROCKWOOD,DR,,ROCKVILLE,MD,20851
250684,06/12/2001,09/05/2001,10/31/2001,,,,ALTER,BUSINESS BUILDING,10446,,AUTO PARK,AVE,,BETHESDA,MD,20817
810354,08/16/2017,08/25/2017,10/27/2017,1989,19890.00,INTERIOR ALTERATION TO SUITE #310.,ALTER,BUSINESS BUILDING,9211,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
425500,06/26/2006,07/05/2006,,14000,8000.00,,ALTER,MERCANTILE BUILDING,5500,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
597488,04/30/2012,05/09/2012,10/04/2012,11748,44000.00,interior alteration- ste 525,ALTER,BUSINESS BUILDING,6600,,ROCKLEDGE,DR,,BETHESDA,MD,20817
291286,10/30/2002,11/15/2002,01/31/2003,1776,,,ALTER,BUSINESS BUILDING,12250,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
589178,01/19/2012,01/30/2012,,216,2500.00,NEW OFFICE SPACE WITHIN EXISTING WAREHOUSE,ALTER,BUSINESS BUILDING,11834,,COAKLEY,CIR,,ROCKVILLE,MD,20852
339476,04/01/2004,04/07/2004,04/30/2004,3561,60213.00,11th fl,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
270306,02/26/2002,02/26/2002,05/06/2002,1600,500.00,shopping center MAILING Address is : 11456,ALTER,BUSINESS BUILDING,11650,,CHERRY HILL,RD,,SILVER SPRING,MD,20904
277839,05/17/2002,05/17/2002,05/31/2002,2483,7500.00,BAY I,ALTER,BUSINESS BUILDING,5268,,NICHOLSON,LN,,KENSINGTON,MD,20895
266291,12/26/2001,12/27/2001,,4620,21500.00,,ALTER,BUSINESS BUILDING,20250,,CENTURY,BLVD,,GERMANTOWN,MD,20874
822911,12/18/2017,12/18/2017,,1931,13000.00,Bank,ALTER,BUSINESS BUILDING,5418,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
576480,08/08/2011,08/10/2011,,,10000.00,INTERIOR DEMOLITION - Stores #12 & 13,ALTER,BUSINESS BUILDING,4848,,BETHESDA,AVE,,BETHESDA,MD,20814
282919,07/17/2002,07/17/2002,,,15000.00,,ALTER,BUSINESS,3760,,BEL PRE,RD,,SILVER SPRING,MD,20906
248389,05/17/2001,05/17/2001,06/21/2001,1349,10000.00,suite 605,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
354504,08/10/2004,08/16/2004,,4241,8000.00,Sherwin Williams Store,ALTER,MERCANTILE BUILDING,8301,,GRUBB,RD,,SILVER SPRING,MD,20910
253201,07/12/2001,08/13/2001,11/02/2001,7373,100000.00,,ALTER,BUSINESS,9900,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850
216111,04/11/2000,04/11/2000,,,,,ALTER,BUSINESS BUILDING,6125,,MONTROSE,RD,,ROCKVILLE,MD,20852
631297,04/11/2013,04/16/2013,08/08/2013,25376,7500.00,modular furniture,ALTER,BUSINESS BUILDING,9715,,KEY WEST,AVE,,ROCKVILLE,MD,20850
802019,06/07/2017,06/08/2017,09/24/2018,6969,125037.00,Interior alteration in Suites 200 &amp; 230,ALTER,BUSINESS BUILDING,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
216984,04/20/2000,04/20/2000,,2820,37000.00,,ALTER,BUSINESS BUILDING,6701,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
577119,08/15/2011,09/12/2011,11/16/2011,160,20000.00,kiosk,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
367416,12/08/2004,01/12/2005,05/12/2005,3710,100000.00,WHEATON REVITALIZATION PROGRAM-PACIFIC SUNWEAR STORES CORPORATION-SUITE 144 (u/o 233658),ALTER,MERCANTILE,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
545551,08/05/2010,08/06/2010,02/17/2011,7589,25000.00,Suite 1000,ALTER,BUSINESS BUILDING,2,,WISCONSIN,CIR,,CHEVY CHASE,MD,20815
420714,05/11/2006,05/12/2006,05/30/2006,581,45000.00,interior alteration,ALTER,BUSINESS BUILDING,8676,,GEORGIA,AVE,,SILVER SPRING,MD,20910
234135,11/06/2000,11/06/2000,,4493,50000.00,,ALTER,"STORAGE, MODERATE HAZARD",4330,,EAST WEST,HWY,,BETHESDA,MD,20814
223694,07/11/2000,07/11/2000,08/08/2000,1400,8000.00,,ALTER,EDUCATIONAL,9715,,SUMMIT,AVE,,KENSINGTON,MD,20895
428474,07/27/2006,08/29/2006,10/26/2006,18165,216536.00,,ALTER,BUSINESS BUILDING,4800,,HAMPDEN CONDO C-1,LN,,BETHESDA,MD,20814
584320,11/10/2011,11/10/2011,03/09/2012,1200,25000.00,Restoration from Fire Damage,ALTER,MULTI-FAMILY DWELLING,18915,,SMOOTHSTONE,WAY,,MONTGOMERY VILLAGE,MD,20886
481510,04/02/2008,04/02/2008,06/16/2008,6036,129000.00,Business Office - Suite #550,ALTER,BUSINESS BUILDING,8484,,GEORGIA,AVE,,SILVER SPRING,MD,20910
751889,04/18/2016,04/18/2016,04/20/2017,1700,10800.00,"BATHROOM ALTERATION, FLOOR/SUITE# 8TH",ALTER,BUSINESS BUILDING,4520,,EAST WEST,HWY,,BETHESDA,MD,20814
387133,06/14/2005,09/12/2005,03/22/2006,640,75000.00,,ALTER,MERCANTILE BUILDING,5500,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
422615,05/31/2006,05/31/2006,06/15/2006,100,10000.00,Repair damage done by car. Per Hadi Mansouri.,ALTER,MERCANTILE BUILDING,5400,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
312624,07/17/2003,07/17/2003,02/05/2004,3189,15000.00,,ALTER,BUSINESS BUILDING,962,,WAYNE,AVE,,SILVER SPRING,MD,20910
564763,04/01/2011,04/01/2011,08/23/2011,,3000.00,"UNIT 104
ELECTRICAL ONLY",ALTER,MULTI-FAMILY DWELLING,4970,,BATTERY,LN,,BETHESDA,MD,20814
782216,12/01/2016,12/01/2016,06/01/2017,332,50000.00,alter bus office,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
647544,09/04/2013,09/04/2013,,2723,148000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
773888,09/26/2016,09/26/2016,06/24/2017,7351,47000.00,alter business office,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
246275,04/24/2001,04/25/2001,04/29/2005,1222,16010.00,,ALTER,RESTAURANT,2509,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
547449,08/26/2010,09/30/2010,01/27/2011,3078,227000.00,10th Floor,ALTER,BUSINESS BUILDING,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
506562,03/10/2009,03/10/2009,,200,9200.00,interior alteration,ALTER,BUSINESS BUILDING,1400,,FOREST GLEN,RD,,SILVER SPRING,MD,20910
387054,06/13/2005,06/15/2005,06/16/2005,,,4th floor,ALTER,BUSINESS,11428,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
503637,01/15/2009,01/23/2009,05/15/2009,5407,15000.00,Interior Alteration; construct internal offices.,ALTER,BUSINESS BUILDING,4920,,ELM,ST,,BETHESDA,MD,20814
862561,01/04/2019,01/04/2019,04/01/2019,2125,16000.00,Interior alteration 2125 sqft.,ALTER,BUSINESS BUILDING,12510,,PROSPERITY,DR,,SILVER SPRING,MD,20904
244617,04/04/2001,04/04/2001,08/10/2001,900,1200.00,Structural Repair to Multi-Family Unit 103,ALTER,MULTI-FAMILY DWELLING,9804,,BRISTOL SQUARE,LN,,BETHESDA,MD,20814
362286,10/19/2004,10/19/2004,,2834,22000.00,,ALTER,BUSINESS BUILDING,962,,WAYNE,AVE,,SILVER SPRING,MD,20910
735911,11/12/2015,11/12/2015,10/11/2016,7998,20000.00,furniture Only,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
239957,02/06/2001,02/13/2001,03/01/2001,2300,20000.00,,ALTER,MERCANTILE BUILDING,5268,,NICHOLSON,LN,,KENSINGTON,MD,20895
557267,12/21/2010,12/21/2010,03/04/2011,5672,90000.00,interior alteration   SUITE 210,ALTER,BUSINESS BUILDING,15850,,CRABBS BRANCH,WAY,,ROCKVILLE,MD,20855
682512,07/31/2014,09/18/2014,,4017,195000.00,INTERIOR ALTER,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
632258,04/19/2013,05/22/2013,,9300,350000.00,10th Floor,ALTER,BUSINESS BUILDING,8757,,GEORGIA,AVE,,SILVER SPRING,MD,20910
404216,11/17/2005,11/17/2005,12/13/2005,700,3000.00,Alteration.,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
438806,11/15/2006,11/16/2006,01/16/2007,2762,65000.00,9th floor - monte bohre (301) 440-7888,ALTER,BUSINESS BUILDING,4900,,ROCKMERE,CT,,BETHESDA,MD,20816
815631,10/05/2017,10/05/2017,,5922,20000.00,SUITE 340 - TENANT FIT OUT,ALTER,BUSINESS BUILDING,9211,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
526520,11/30/2009,12/09/2009,02/19/2010,1385,65000.00,INTERIOR ALTERATION,ALTER,BUSINESS BUILDING,11200,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
542304,06/30/2010,,,4398,90000.00,ALTER & DEMO  BUSINESS OFFICES- SUITE 860,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
419684,05/03/2006,06/06/2006,09/29/2006,1944,125000.00,,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
313765,07/29/2003,07/29/2003,09/09/2003,1000,10000.00,,ALTER,"ASSEMBLY, RESTAURANTS",3710,,MITCHELL,ST,,KENSINGTON,MD,20895
701629,01/26/2015,01/27/2015,07/20/2015,1187,10000.00,"demo interior

***revision*** adding door ...REVISION issued on 7/14/15 (emc)",ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
689292,09/25/2014,09/29/2014,08/03/2015,263,43000.00,Restroom renovation=Metro Level,ALTER,BUSINESS BUILDING,4800,,MONTGOMERY,LN,,BETHESDA,MD,20814
253702,07/18/2001,08/09/2001,11/07/2001,1836,80000.00,,ALTER,BUSINESS BUILDING,5809,,NICHOLSON,LN,,ROCKVILLE,MD,20852
370676,01/14/2005,02/07/2005,04/29/2005,150,1200.00,WHEATON REVITALIZATION PROGRAM-FASHION TIME - SPACE 9115-U&O 234108,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
502210,12/16/2008,12/17/2008,,1960,35000.00,"Interior Alteration - Suite 125.
*REVISION #1, submitted 12/29/08; Approved - 12/30/2008.*",ALTER,BUSINESS BUILDING,20251,,CENTURY,BLVD,,GERMANTOWN,MD,20874
445530,02/20/2007,02/22/2007,06/06/2007,333,39607.50,Damascus Community Bank 3rd floor,ALTER,BANK,26500,,RIDGE,RD,,DAMASCUS,MD,20872
223969,07/14/2000,08/03/2000,11/02/2000,2975,40000.00,,ALTER,MERCANTILE BUILDING,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895
667089,03/25/2014,05/15/2014,10/23/2014,1125,38000.00,ALL INTERIOR,ALTER,BUSINESS BUILDING,8305,,16TH,ST,,SILVER SPRING,MD,20910
463066,08/15/2007,08/15/2007,11/01/2007,2067,350000.00,Interior Alterations  SPACE 1302,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
498345,10/21/2008,10/29/2008,,4800,80000.00,Interior Demolition,ALTER,BUSINESS BUILDING,12401,,PROSPERITY,DR,,SILVER SPRING,MD,20904
620023,12/06/2012,,,14000,100000.00,Interior renovation-second floor,ALTER,MERCANTILE BUILDING,11416,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
640206,06/27/2013,07/19/2013,,1555,160000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,4920,,ELM,ST,,BETHESDA,MD,20814
457843,06/26/2007,07/25/2007,,2442,16500.00,,ALTER,BUSINESS BUILDING,4936,,FAIRMONT,AVE,,BETHESDA,MD,20814
747869,03/14/2016,03/14/2016,,1600,5000.00,"INTERIOR DEMO.

- STE 202",ALTER,BUSINESS BUILDING,6000,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
643675,07/30/2013,08/02/2013,,1247,7200.00,INTERIOR ALTERATIONS-SUITE 1030,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
496687,09/29/2008,10/07/2008,11/12/2008,13000,57000.00,"modular furniture only
1st floor",ALTER,BUSINESS BUILDING,6610,,ROCKLEDGE,DR,,BETHESDA,MD,20817
581158,10/03/2011,10/13/2011,11/18/2011,10000,110000.00,Interior Alter,ALTER,MERCANTILE BUILDING,8510,,FENTON,ST,,SILVER SPRING,MD,20910
399426,10/04/2005,12/02/2005,05/17/2006,1285,111302.00,3rd floor,ALTER,BUSINESS BUILDING,15020,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
332968,02/19/2004,02/23/2004,,9000,14500.00,Demo,ALTER,BUSINESS,7735,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
861450,12/19/2018,12/27/2018,04/08/2019,10124,322195.00,Interior only.,ALTER,BUSINESS BUILDING,10770,,COLUMBIA,PIKE,,SILVER SPRING,MD,20901
251083,06/15/2001,06/18/2001,,19000,30000.00,,ALTER,BUSINESS BUILDING,11921,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
350172,07/01/2004,07/01/2004,01/05/2005,500,25000.00,Restore/Repair - Winexburg Apartments-Wheaton Revitalization Area-#201/Fire repair,ALTER,MULTI-FAMILY DWELLING,2209,,GLENALLAN,AVE,,SILVER SPRING,MD,20906
227097,08/23/2000,08/23/2000,02/09/2001,48,6000.00,revision to permit #207921,ALTER,STORAGE BUILDING,15211,,FREDERICK,RD,,ROCKVILLE,MD,20850
867851,03/04/2019,03/04/2019,04/19/2019,17796,25000.00,5TH FLOOR ALTERATION,ALTER,BUSINESS BUILDING,7255,,WOODMONT,AVE,,BETHESDA,MD,20814
442040,01/03/2007,01/29/2007,03/30/2007,524,54000.00,Sunglass Hut - White Flint Mall,ALTER,MERCANTILE BUILDING,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895
298849,02/25/2003,02/28/2003,,6609,120000.00,6th floor,ALTER,BUSINESS BUILDING,7700,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
369089,12/28/2004,01/18/2005,04/06/2005,2144,80000.00,Suite 1200,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
643776,07/31/2013,,,14025,999490.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,6700,,ROCKLEDGE,DR,,BETHESDA,MD,20817
567044,04/29/2011,05/05/2011,06/20/2011,,,,ALTER,BUSINESS BUILDING,9513,,KEY WEST,AVE,,ROCKVILLE,MD,20850
522268,09/29/2009,09/29/2009,,3522,120370.00,"interior alteration
Suite 310",ALTER,BUSINESS BUILDING,15850,,CRABBS BRANCH,WAY,,ROCKVILLE,MD,20855
856784,10/30/2018,10/30/2018,,343,62500.00,,ALTER,BUSINESS BUILDING,6111,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
383764,05/17/2005,05/23/2005,08/17/2005,2600,39592.00,Tenant fit-out.,ALTER,BUSINESS BUILDING,4900,,ROCKMERE,CT,,BETHESDA,MD,20816
691505,10/15/2014,11/10/2014,,1257,75260.00,interior alterations,ALTER,BUSINESS BUILDING,7255,,WOODMONT,AVE,,BETHESDA,MD,20814
829410,03/02/2018,03/02/2018,04/27/2018,11166,32000.00,,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
614634,10/12/2012,,,0,15500.00,"OFFICE FURNITURE

FLOORS 3 &amp; 4",ALTER,BUSINESS BUILDING,7735,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
590042,02/01/2012,02/01/2012,,600,18000.00,INTERIOR ALTERATION,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
319647,09/26/2003,10/01/2003,11/12/2003,750,18000.00,,ALTER,BUSINESS BUILDING,10411,,MOTOR CITY,DR,,BETHESDA,MD,20817
528858,01/07/2010,01/11/2010,04/27/2010,12900,250000.00,interior alteration - Suite 901,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
757294,05/27/2016,,,1765,58000.00,,ALTER,BUSINESS BUILDING,6700,,ROCKLEDGE,DR,,BETHESDA,MD,20816
497970,10/15/2008,10/15/2008,12/09/2008,908,15000.00,interior 2nd flr suite 260,ALTER,BUSINESS BUILDING,4922,,FAIRMONT,AVE,,BETHESDA,MD,20814
320360,10/02/2003,10/13/2003,05/07/2004,1325,30000.00,Business Office - has U & O,ALTER,BUSINESS BUILDING,3300,,OLNEY SANDY SPRING,RD,,OLNEY,MD,20832
296234,01/17/2003,01/17/2003,04/18/2003,2280,45000.00,,ALTER,RESTAURANT,9736,,TRAVILLE GATEWAY,DR,,ROCKVILLE,MD,20850
313116,07/23/2003,07/30/2003,09/22/2003,1100,30000.00,ste 3700,ALTER,BUSINESS BUILDING,6420,,ROCKLEDGE,DR,,BETHESDA,MD,20817
456104,06/08/2007,12/14/2007,01/29/2008,1,1500.00,Interior Alteration,ALTER,MULTI-FAMILY DWELLING,8806,,GLENVILLE,RD,,SILVER SPRING,MD,20901
584631,11/15/2011,11/15/2011,01/03/2012,13555,10000.00,interior demo,ALTER,BUSINESS BUILDING,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
241022,02/20/2001,03/29/2001,,78,5000.00,,ALTER,EDUCATIONAL BUILDING,12301,,ACADEMY,WAY,,ROCKVILLE,MD,20852
501327,12/03/2008,,,1785,50000.00,interior alteration,ALTER,BUSINESS BUILDING,7519,,STANDISH,PL,,ROCKVILLE,MD,20855
390650,07/14/2005,07/14/2005,10/13/2005,150,151000.00,,ALTER,MERCANTILE BUILDING,2271,,BEL PRE,RD,,SILVER SPRING,MD,20906
284146,07/31/2002,07/31/2002,,30000,20000.00,,ALTER,BUSINESS,12420,,MILESTONE CENTER,DR,,GERMANTOWN,MD,20876
237906,01/04/2001,01/30/2001,08/28/2001,,200000.00,,ALTER,"INSTITUTIONAL, INCAPACITATED",8600,,OLD GEORGETOWN,RD,,BETHESDA,MD,20817
746983,03/04/2016,03/04/2016,04/15/2016,1690,21000.00,interior alterations,ALTER,BUSINESS BUILDING,8455,,COLESVILLE,RD,,SILVER SPRING,MD,20910
371320,01/20/2005,06/16/2005,,621,12000.00,,ALTER,MERCANTILE BUILDING,13814,,OUTLET,DR,,SILVER SPRING,MD,20904
744367,02/11/2016,03/11/2016,04/08/2016,800,6500.00,Interior alterations,ALTER,BUSINESS BUILDING,12510,,PROSPERITY,DR,,SILVER SPRING,MD,20904
429669,08/08/2006,09/11/2006,,200,10000.00,interior alteration,ALTER,BANK,7653,,LINDBERGH,DR,,GAITHERSBURG,MD,20879
828123,02/16/2018,02/20/2018,06/08/2018,646,28000.00,,RESTORE AND / OR REPAIR,BUSINESS BUILDING,537,,THAYER,AVE,,SILVER SPRING,MD,20910
412071,02/16/2006,02/21/2006,04/20/2006,778,150000.00,,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
415437,03/23/2006,03/31/2006,,1217,8000.00,Interior Demolition,ALTER,BUSINESS BUILDING,7529,,STANDISH,PL,,ROCKVILLE,MD,20855
680373,07/15/2014,08/04/2014,,1993,199958.00,Interior Alteration,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
604046,07/06/2012,07/06/2012,07/13/2012,100,5500.00,Interior alteration &nbsp;,ALTER,BUSINESS BUILDING,12601,,TWINBROOK,PKWY,,ROCKVILLE,MD,20852
261904,10/29/2001,11/06/2001,10/30/2002,2180,50000.00,Arcade/U&O 214442,ALTER,BUSINESS,2412,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
211816,02/18/2000,02/23/2000,04/07/2000,,20000.00,GREENTAPE,ALTER,BUSINESS BUILDING,8455,,COLESVILLE,RD,,SILVER SPRING,MD,20910
637645,06/06/2013,06/12/2013,08/29/2013,0,57800.00,interior alterations,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
666086,03/14/2014,03/18/2014,04/28/2014,3406,89000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
308344,06/09/2003,06/09/2003,08/01/2003,3426,107000.00,,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
660100,01/10/2014,02/24/2014,04/26/2014,1438,36000.00,"Interior Alterations Bldg. #3, Ground Floor - SUITE 127",ALTER,BUSINESS BUILDING,9605,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850
445386,02/15/2007,02/16/2007,05/18/2007,2381,27000.00,"Interior Alteration.
Suite 530",ALTER,BUSINESS BUILDING,11820,,PARKLAWN,DR,,ROCKVILLE,MD,20852
258695,09/18/2001,09/18/2001,05/28/2002,640,22000.00,M-200-295 MODIFICATION BOCA 503.2 AND TABLE 602; LIFE SAFETY CODE TABLE 18.1.6.2,ALTER,INSTITUTIONAL BUILDING,7600,,CARROLL,AVE,,TAKOMA PARK,MD,20912
425183,06/22/2006,06/22/2006,,823,13000.00,interior altertion Business offices,ALTER,BUSINESS BUILDING,20420,,CENTURY,BLVD,,GERMANTOWN,MD,20874
807502,07/24/2017,07/24/2017,10/02/2017,13025,71000.00,INTERIOR DEMOLITION - 15TH FLOOR,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
710817,04/29/2015,04/29/2015,04/30/2016,800,1250.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,7810,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
479744,03/11/2008,03/11/2008,04/23/2008,13000,51000.00,1st Floor,ALTER,BUSINESS BUILDING,10401,,FERNWOOD,RD,,BETHESDA,MD,20817
498867,10/28/2008,11/05/2008,12/16/2008,5411,75000.00,"Alteration.
*REVISION #1, submitted 12/10/2008; To change some interior walls;",ALTER,BUSINESS BUILDING,11200,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
409110,01/17/2006,01/18/2006,,15744,75000.00,"*Revision, walls being demolished - 4/26/06",ALTER,MULTI-FAMILY DWELLING,3221,S,LEISURE WORLD,BLVD,,SILVER SPRING,MD,20906
335963,03/02/2004,03/02/2004,,9525,3800.00,,ALTER,BUSINESS BUILDING,12200,,TECH,RD,,SILVER SPRING,MD,20904
616862,11/06/2012,11/07/2012,08/08/2013,2811,2500.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,16051,,FREDERICK,RD,,ROCKVILLE,MD,20855
542998,07/08/2010,07/08/2010,08/16/2010,28897,333063.34,Systems Furniture,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
834316,04/18/2018,04/18/2018,04/18/2019,1207,37800.00,,ALTER,BUSINESS BUILDING,20440,,CENTURY,BLVD,,GERMANTOWN,MD,20874
569734,05/31/2011,05/31/2011,07/06/2011,2543,22131.00,Suite 655,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
460812,07/24/2007,07/26/2007,09/27/2007,5633,80000.00,Interior Alterations,ALTER,BUSINESS BUILDING,4350,,EAST WEST,HWY,,BETHESDA,MD,20814
390068,07/08/2005,07/13/2005,09/16/2005,12042,200000.00,Mechanical Revision 09/15/05,ALTER,BUSINESS BUILDING,801,,ROEDER,RD,,SILVER SPRING,MD,20910
239853,02/05/2001,02/14/2001,03/27/2001,6000,65000.00,,ALTER,BUSINESS BUILDING,801,,ROEDER,RD,,SILVER SPRING,MD,11111
330752,01/27/2004,02/11/2004,02/25/2004,6000,20000.00,3rd floor,ALTER,BUSINESS BUILDING,9221,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
840025,06/05/2018,06/06/2018,07/09/2018,20950,46197.40,DEMO only.,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
550825,10/05/2010,,,239,10000.00,ALTER/ADD WALLS - see notes and Vivian Delaluz or Angela Clark.,ALTER,BUSINESS BUILDING,5020,,NICHOLSON,CT,,KENSINGTON,MD,20895
225594,08/03/2000,08/30/2000,,,96000.00,,ALTER,INDUSTRIAL BUILDING,7622,,RICKENBACKER,DR,,GAITHERSBURG,MD,20879
292608,11/18/2002,11/18/2002,03/04/2003,486,7290.00,,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
747287,03/08/2016,03/08/2016,08/05/2016,400,25662.00,interior alterations,ALTER,BUSINESS BUILDING,2,,WISCONSIN,CIR,,CHEVY CHASE,MD,20815
314764,08/06/2003,08/18/2003,10/02/2003,7631,106818.00,,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
