the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.101321445137 29.950467165736, -90.101383702431 29.950432539291, -90.1014193619 29.950412898781, -90.101473232819 29.950383357214, -90.101675614483 29.950273078047, -90.101717103267 29.950250779932, -90.101761175074 29.95022619899, -90.102120010078 29.950026061957, -90.10227656576 29.949927517769, -90.102301514532 29.949906267388, -90.102324754812 29.949883594448, -90.102348276818 29.949857063514, -90.102410139514 29.949803133382, -90.102475053017 29.949751994376, -90.102542850982 29.949703777562, -90.102590387876 29.949673987728, -90.102626537166 29.949653399627, -90.10287304551 29.949520033793, -90.10305282983 29.949420284005, -90.103134630811 29.949374541803, -90.103202131945 29.949338422531, -90.103519459031 29.949154060628, -90.103900697171 29.948942458784))",44969,S BROAD ST,1190,{C21F1349-3974-4AC2-B909-759AB92F6FD5},,,,0,,True,1,2015,3Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:40:55 PM +0000,2030,,Bike Lane,Completed,0.18742732,0.18742732,0.09371366,,989.61624081145419
"MULTILINESTRING ((-90.089043461179 29.980635362896, -90.088521125591 29.981221834682))",44679,MAGNOLIA BR,1122,{05051560-C2FE-4F0A-9ED8-E7E1C440ED41},,,,1,,False,0,1989,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.05111295,0.1022259,0.05111295,,269.8763705565853
"MULTILINESTRING ((-90.063526686927 29.955924437687, -90.063537588766 29.956001212459, -90.063359711315 29.956197617077, -90.063238364998 29.956333715419, -90.063071904517 29.956513415018, -90.062854324784 29.956748300079, -90.062102377162 29.957595219877, -90.06173549559 29.958004866757, -90.061588569739 29.958167747159, -90.061404689809 29.958371364001))",45021,DECATUR ST,1040,{98E3310A-894B-4005-9F26-AF0ECBA31AD2},,,,0,,0,0,2012,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:04 PM +0000,2030,,Shared Lane,Completed,0.21272745,0.207,0.21272745,,1123.2009247422343
"MULTILINESTRING ((-90.082201164297 30.011227806311, -90.081005191084 30.011300070683, -90.079504934565 30.011389891848, -90.0793882657 30.011397845333, -90.0767375583 30.011558750602, -90.075075731724 30.011659225944, -90.074962700892 30.011666028374, -90.074860171276 30.01167219848, -90.074616087717 30.011686887372, -90.074568336267 30.011689760938, -90.073670111592 30.011744677498, -90.073581119676 30.01175011812, -90.072724899667 30.011798588606, -90.071778247842 30.011855440229))",44845,FILMORE AVE,1057,{E904F47B-7228-4780-91E8-031711049DCA},,,,0,,True,1,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Bike Lane,Completed,0.62626782,0.62626782,0.31313391,,3306.6940619541438
"MULTILINESTRING ((-90.041382960137 29.937988650406, -90.04137973556 29.937848759152, -90.041381997241 29.937778800592, -90.041389266766 29.9376781756, -90.041403985084 29.937474437211, -90.041409620106 29.937396442203, -90.041414902238 29.937310016877, -90.04142748375 29.937104168823, -90.041428315689 29.937090556888, -90.041434309048 29.937015446224, -90.041441697521 29.936916107168, -90.041557744576 29.935355769504, -90.041561568562 29.935243926563, -90.041571555919 29.935128893393, -90.041592911775 29.934882951383, -90.041609916696 29.934633898148, -90.041615190657 29.934554722147, -90.04162110474 29.934465945453, -90.041627767781 29.9343641208, -90.041666977348 29.933764921397, -90.041670935511 29.933696321976, -90.041670951501 29.933696046952, -90.041673621155 29.933649768757, -90.041675679106 29.933617538641, -90.041713338774 29.933027838003, -90.041717472654 29.932956301727, -90.041720194402 29.93290919669, -90.041757516204 29.932286571084, -90.041762472932 29.932215080772, -90.041808863725 29.931545978071, -90.04180870335 29.93147176149, -90.04181197405 29.931397758137, -90.041825135506 29.931099985232, -90.041839240384 29.930780851276, -90.041836757481 29.930759958241, -90.041840923157 29.93067490409, -90.04184371312 29.930617955439, -90.041846656806 29.930557852284, -90.041853357481 29.930421061884, -90.04188710626 29.929856851274, -90.041895754385 29.929712281073, -90.041945256443 29.928909675387, -90.041946185573 29.928873330809, -90.041946485932 29.928861565022, -90.041948718839 29.928774170427))",44976,L B LANDRY AVE,1106,{7EB660BB-0D29-43F5-BEF0-807EE9337080},,,,0,,True,1,2016,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:40:55 PM +0000,2030,,Bike Lane,Completed,0.63563425,0.63563425,0.31781712,,3356.1488213647203
"MULTILINESTRING ((-90.075847754889 29.950908762794, -90.076035346588 29.950964515002, -90.07647197265 29.951106844602, -90.076741079084 29.951195770706, -90.07761178353 29.951491548226, -90.077809986804 29.951572469353, -90.07789938619 29.951611302542, -90.078189531204 29.951750065148, -90.078328372751 29.951827758547))",44731,POYDRAS ST,1177,{16FFCBAD-DA02-45A8-AE0F-0D85BA813C9B},,,,0,,1,1,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,2030,,Shared Lane,Completed,0.16204561,0.162,0.08102281,,855.60080919428867
"MULTILINESTRING ((-90.103027049192 29.959073813639, -90.103112516772 29.958968734824, -90.103128719793 29.958948813609, -90.103195955373 29.958868871694, -90.10347930497 29.958623745864, -90.103512809833 29.958590647816, -90.103576490012 29.958519693824, -90.103640171147 29.958448738908, -90.103681825767 29.958397250241, -90.103749442862 29.958309824949, -90.104008697851 29.957957043141, -90.104091397687 29.957844508015, -90.104193543763 29.957705511785, -90.104214676381 29.957622240759, -90.104305103796 29.95742779883, -90.104374012582 29.957282091636, -90.104400513935 29.957246361124, -90.104411543022 29.957226868708, -90.10446544326 29.957150416818, -90.104596906606 29.956974249924, -90.104704649156 29.956829868748, -90.104873881186 29.956603087539, -90.104967361985 29.956497171985, -90.105354897282 29.955970482066))",44783,S JEFFERSON DAVIS PW,1193,{12CB092B-748F-4200-836B-656D9B9D13DB},,,,0,,True,1,2012,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:33:39 PM +0000,NOTMP,,Bike Lane,Completed,0.25680564,0.25680564,0.12840282,,1355.9337869948386
"MULTILINESTRING ((-90.018305543294 29.91386115168, -90.01830362711 29.913764234021, -90.018211834074 29.913748891266, -90.018147741465 29.913725809955, -90.018091281873 29.913681967765, -90.018038798236 29.913615725759, -90.01800289078 29.913548046224, -90.017977854177 29.913493298895, -90.017962733175 29.913384153771, -90.01796408476 29.913281583779, -90.017998799045 29.912881214745, -90.018031081645 29.912525702277, -90.018070624588 29.912156384171))",45103,BEHRMAN HWY,1248,{9E8DFE07-226D-42DC-9AB5-596462ABB694},,,,1,,0,0,2016,2Q,,,,KRODRIGUEZ,06/05/2018 09:36:33 PM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,,,Shared Use Path,Completed,0.12812101,0.25624202,0.12812101,,676.47926396017408
"MULTILINESTRING ((-90.050150024761 30.002860745176, -90.050051309579 30.002866691282, -90.049696967742 30.002888639755, -90.049285043018 30.002916962845, -90.049209277949 30.002922656693, -90.049126787201 30.002928855096, -90.048950425674 30.002941115459, -90.048736283429 30.002952979869, -90.048534284104 30.002961275953, -90.048242875217 30.002967279785, -90.048109620491 30.002967444159, -90.047981480377 30.002967602397, -90.04773963027 30.00294984442, -90.047550564018 30.002927052862, -90.047448026473 30.002911790811, -90.047351219788 30.002896083025, -90.047238695346 30.002874425733, -90.046997045879 30.00282144824, -90.046673485434 30.002740753729, -90.046486634563 30.002698232609, -90.046393366349 30.002677846388, -90.046299171515 30.002660990465, -90.046168676411 30.002643657759, -90.046086920102 30.002635681186, -90.046004982243 30.002629564073, -90.045976745528 30.002629250063, -90.045869758198 30.002628059458, -90.045742562779 30.002633118413, -90.045667838901 30.002636206664, -90.045594193655 30.002639249486, -90.045456305522 30.002647060013, -90.045442817953 30.002647823975, -90.045275866145 30.002659553446, -90.04491769358 30.002684715827, -90.04439168119 30.002715533947))",44820,CHEF MENTEUR HWY,1072,{6F6277E1-9294-4C98-9B28-D79D711A28A4},,,,0,,1,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:02 PM +0000,NOTMP,,Buffered Bike Lane,Completed,0.34822056,0.34799999,0.17411028,,1838.6045894923768
"MULTILINESTRING ((-90.013704990461 29.929722647935, -90.013754035816 29.928897392682, -90.013809880155 29.928018102932, -90.01382225885 29.92782257085, -90.013899235994 29.926608206548, -90.013941089808 29.925884343404, -90.013973716596 29.925392860619, -90.01398300116 29.925306998567, -90.013992284624 29.925221140111, -90.014016750411 29.924999420859, -90.014023541686 29.924909803948, -90.014037208815 29.924683891052, -90.014042452319 29.924592414442))",44946,HOLIDAY DR,1093,{994A11E8-2EDF-468D-903C-5AC17320C984},,,,0,,True,1,2012,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:37:24 PM +0000,2030,,Bike Lane,Completed,0.35394437,0.35394437,0.17697219,,1868.8262707423016
"MULTILINESTRING ((-90.090770788054 29.976411436052, -90.090755348854 29.97647834805, -90.090733949891 29.97654408863, -90.090700575035 29.976665090101, -90.090674376101 29.976773899904, -90.090661650035 29.976813094134, -90.09062601023 29.976913748006, -90.090573601929 29.977042834993, -90.090558082676 29.977077223761, -90.090522753193 29.977130742969, -90.090397304232 29.977300389809, -90.090351825929 29.97735157832, -90.08996557842 29.977829147985, -90.08991636817 29.977876818508, -90.089861901348 29.97791993906, -90.089802730578 29.977958072766, -90.089024667222 29.978286343555, -90.088986188303 29.978304538501, -90.088915350659 29.978343862514, -90.088870624279 29.978392163294, -90.088855740905 29.978411320223, -90.088835969519 29.978444652679, -90.088820933666 29.978473538641, -90.088804503191 29.9785096283, -90.088790003152 29.978546900078, -90.088663036483 29.978815545427, -90.088613213397 29.978916393933, -90.088491485971 29.979154607043, -90.088422815969 29.979316550813, -90.088355664782 29.979477932392, -90.088316024744 29.979572921527, -90.088156215218 29.979937005943, -90.088151145128 29.979951640758, -90.088148776291 29.979964987492, -90.0881585746 29.980003954282, -90.088296006951 29.98010141605, -90.088664781837 29.980365238637, -90.089043461179 29.980635362896, -90.089071696212 29.980655503989, -90.089203818521 29.980761232178, -90.089446275312 29.980950770242, -90.089665425927 29.981125877616, -90.089691631588 29.981138822213, -90.089791022367 29.981227209255, -90.089925513995 29.981336451586, -90.090114538059 29.981496933649, -90.09030957166 29.981675622202, -90.090437254297 29.981804676559, -90.090615703212 29.982008973707, -90.090702444739 29.982111252122, -90.090737245475 29.98215472406, -90.090803587281 29.982242030504, -90.090841539338 29.982297513679, -90.090877262267 29.982353906894, -90.090944791693 29.982469280891, -90.090977539135 29.982528184845, -90.091039261137 29.982645541192))",44669,MOSS AVE,1139,{E925970B-87E0-4EE9-ADF9-94947F9F3C1A},,,,1,,0,0,2008,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,NOTMP,Wisner,Shared Lane,Completed,0.56036023,1.12,0.56036023,,2958.7019691457958
"MULTILINESTRING ((-90.09274345947 29.971971866115, -90.092808293763 29.972014913357, -90.093619572834 29.972561332594, -90.0944268845 29.973109841312, -90.094440707525 29.973119508841, -90.094531214307 29.973182802783, -90.095242344117 29.973665181962, -90.095258584753 29.973676284125, -90.095289309939 29.973697287307, -90.096085219282 29.97423331787, -90.096133198625 29.974265630924, -90.096963488399 29.97482392942, -90.097021646538 29.974863034964, -90.097083275359 29.974904474655, -90.097750192718 29.975361786725, -90.097943517693 29.975491961703, -90.097991281452 29.975524123172, -90.098471038835 29.975849931357, -90.09880927582 29.976079629153))",44919,BIENVILLE ST,1015,{0EE8F6A4-6F39-4563-9048-D07949A8479D},,,,0,,1,1,2014,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:03 PM +0000,2030,,Shared Lane,Completed,0.46081616,0.461,0.23040808,,2433.1092577313248
"MULTILINESTRING ((-90.052034229475 29.96903115904, -90.05203890748 29.969089863828, -90.052056019279 29.969304617186, -90.05206323707 29.969395198044, -90.052082261328 29.969633958438, -90.05207506494 29.969658865648, -90.052084141639 29.969760593577, -90.052095952643 29.969845163392))",44892,ST ROCH AVE,1214,{3A4D8113-B15C-499D-BD93-24FAB4B7EE6E},,,,0,,True,1,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:12 PM +0000,NOTMP,,Shared Lane,Completed,0.05628175,0.05628175,0.02814087,,297.16767172211536
"MULTILINESTRING ((-89.976899485115 30.038301298894, -89.976998695099 30.03844356854, -89.977032174331 30.038493055732, -89.977396286598 30.038983595192, -89.977399173501 30.038987485536, -89.977401545867 30.038990780527, -89.977916910369 30.039706830399, -89.977968565449 30.039778602586, -89.978715712004 30.040813885658, -89.979122686538 30.041382366435, -89.979164743951 30.041444360363, -89.979252634074 30.041581598265, -89.979276339697 30.041624136467, -89.979312473703 30.041688974605, -89.979361259836 30.041784456935, -89.979425488355 30.041917331891, -89.979460316246 30.041993601271, -89.979494328003 30.042077129668, -89.979532920042 30.042171899935, -89.979616410114 30.042426066605, -89.979689452244 30.042648422568, -89.979720951341 30.042732667598, -89.979763888265 30.042825424465, -89.979879212357 30.04304509135, -89.980066117597 30.043357148786, -89.980094849087 30.043402840309, -89.98034989487 30.043808063658, -89.980376447998 30.043849922642, -89.980520978663 30.044064822043, -89.980550382351 30.044108541784, -89.980683679287 30.044302526636, -89.980813380626 30.044492285392, -89.980837377157 30.044527392844, -89.980956170513 30.044704617613, -89.98144024165 30.045479443913, -89.981610986514 30.045752743151, -89.981647767796 30.045811748929, -89.981903523864 30.046222026916, -89.981937408785 30.046276383501, -89.982205486065 30.046717365421, -89.982651232982 30.04743566094, -89.982763585732 30.047617698, -89.982786276339 30.047654461688, -89.982982862243 30.047982242139, -89.983025263183 30.048057077772, -89.983383353814 30.048719561646, -89.983527297088 30.048976462519, -89.983586141504 30.049074902608, -89.983749518231 30.049348529279, -89.98375932547 30.049364952784, -89.983810969852 30.049451445735))",45095,READ BLVD,1263,{0735BCC4-3921-49FA-B387-076587667BD1},,,,0,,1,1,2018,2Q,,,,KRODRIGUEZ,02/16/2018 07:40:28 PM +0000,KRODRIGUEZ,04/17/2019 03:30:32 PM +0000,2030,,Bike Lane,Completed,0.87448838,0.87448838,0.43724419,,4617.2986649797349
"MULTILINESTRING ((-90.127655416127 29.93340576942, -90.127045322578 29.933045061475))",44986,AP HURST ST,1007,{38C19DEC-5BA5-43CC-BDA0-E7F299D4DAAD},,,,0,,0,0,0,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.0442346,0.044,0.0442346,,233.55871089552926
"MULTILINESTRING ((-90.050164878039 30.002980547337, -90.049295282752 30.00303239305, -90.049215460781 30.003037572764, -90.04912511173 30.003043434675, -90.04876374622 30.003065536783, -90.048587474173 30.003076139249, -90.048375172315 30.003086173281, -90.048331242068 30.003089353386, -90.048287183518 30.003090584324, -90.047989307252 30.003081925589, -90.047791698214 30.003067814272, -90.047689773454 30.003058315484, -90.047592156285 30.003047247316, -90.047440787418 30.003027120829, -90.047360863497 30.003013991403, -90.047229657179 30.002990750461, -90.047199716282 30.002985447008, -90.047013871672 30.002947555861, -90.04689148848 30.002918727607, -90.046684701367 30.002865691421, -90.04643258363 30.002800106658, -90.046372076461 30.002787290036, -90.046311037649 30.002776553228, -90.046245636741 30.002766229367, -90.046150989221 30.002754083935, -90.046043400129 30.0027443318, -90.045984508495 30.002741036626, -90.0458667905 30.002734449545, -90.045812128216 30.002731390536, -90.045546745173 30.002739496997, -90.045281722898 30.002754017656, -90.045275374036 30.002754480632, -90.044461768392 30.002813840774, -90.044359396133 30.002821203001))",44819,CHEF MENTEUR HWY,1072,{EF23041F-B771-4AC5-8074-AEAD88F0F67A},,,,0,,1,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:02 PM +0000,NOTMP,,Buffered Bike Lane,Completed,0.35116048,0.35100001,0.17558024,,1854.1272973678379
"MULTILINESTRING ((-90.089052491398 29.98767223974, -90.089042860537 29.987671522557, -90.089003493442 29.987661841283, -90.088921603028 29.9876317052, -90.088860268143 29.987602479773, -90.088806326687 29.987574039682, -90.088742667386 29.987533334, -90.0886938674 29.987488472411, -90.088668885337 29.987446699679, -90.088654758758 29.987392139543, -90.088655268066 29.987351324217, -90.088668249596 29.987299884969, -90.088690323728 29.987244950779, -90.08871557297 29.987199356638, -90.088749896919 29.987151700105, -90.088794029045 29.987109149048, -90.088847101851 29.987075276173, -90.088903420209 29.987045013979, -90.088946479277 29.987022504616, -90.089007858511 29.986982264729, -90.089057774914 29.986937620073, -90.089090283265 29.986903552703, -90.089122085926 29.986860168624, -90.089154039363 29.986804611375, -90.089183507477 29.986750463355, -90.089229820736 29.986664964433, -90.089267514868 29.986610894144, -90.08930851602 29.986555422371, -90.089365379702 29.986481481337, -90.089412076904 29.986431077012, -90.089452068603 29.986390634798, -90.089496977224 29.986351671764, -90.089540196581 29.98631627277, -90.08958768965 29.986268024095, -90.089625222737 29.986226842232, -90.089657846716 29.986183466686, -90.089689809604 29.986127193031, -90.089712616447 29.98607942743, -90.089731364848 29.986027326197, -90.08974525774 29.98596873361, -90.089753410857 29.985908654966, -90.089759077672 29.98584998556, -90.089772138783 29.985792101476, -90.089790108926 29.985736411959, -90.089815366212 29.985690101317, -90.089848857378 29.985643152994, -90.08988887536 29.985600562704, -90.089932997397 29.985558726633, -90.089977145123 29.9855147435, -90.090014677766 29.985473561522, -90.090048991584 29.985426620017, -90.090074212961 29.985383174444, -90.090095320294 29.985339689105, -90.0901116099 29.985286848227, -90.090116803479 29.985266129024, -90.090122363986 29.985216052263, -90.090130158803 29.985184615769, -90.090137999275 29.985149598785, -90.090159054028 29.985110409322, -90.090189872211 29.985079906638, -90.090223068522 29.985056587346, -90.090261119268 29.985039758466, -90.090318805023 29.985031710475, -90.0903803975 29.985040170323, -90.090426255866 29.985057074334, -90.090469350369 29.985097585044, -90.090505007083 29.985140890067, -90.090532447805 29.98518340114, -90.090567988598 29.985236015083, -90.090600328443 29.985281437855, -90.090635171396 29.985324018792, -90.090672527395 29.985363043427, -90.090720557938 29.985403600652, -90.090766908263 29.985447006553, -90.090812302029 29.985501145265, -90.090841289441 29.985551549075, -90.090865306436 29.985604769613, -90.09088271525 29.985660076864, -90.090888599967 29.985715991698, -90.090889576666 29.98576971111, -90.090888040336 29.985826987721, -90.090891734154 29.985860681792, -90.090900425211 29.985889409384, -90.09091714611 29.985933967374, -90.09093638793 29.985974252774, -90.09096308651 29.98601031217, -90.091002901386 29.986050075374, -90.091046926381 29.986082000999, -90.091095940746 29.986109677315, -90.09113686388 29.986126534493, -90.091179485115 29.986139111301, -90.091218064662 29.986145920845, -90.091252558976 29.986150542734, -90.091310969009 29.986150377539, -90.091359589655 29.986143675376, -90.091403326911 29.986132629835, -90.091464499568 29.98610885783, -90.091510060715 29.986083506685, -90.091559073541 29.98604529804, -90.091601611843 29.985998433729, -90.091619260095 29.985968522838, -90.091651176201 29.985915829194, -90.091689566768 29.985871790284, -90.091737676391 29.985840018528, -90.091781493689 29.985822528142, -90.091804623186 29.985814868103, -90.091862255798 29.985811115314, -90.09191810021 29.985818802954, -90.091969681142 29.985838625849, -90.092022727439 29.985872784417, -90.092064215035 29.985910414882, -90.092109779008 29.985950948328, -90.092151274535 29.985987863377, -90.092196847491 29.986027680512, -90.092246488964 29.986071116912, -90.092292053085 29.986111650294, -90.092344206591 29.986151529421, -90.092388215274 29.986184887168, -90.092436353806 29.986216851104, -90.092487792538 29.986248129769, -90.092541617495 29.986285877284, -90.092586403556 29.986322822307, -90.0926302788 29.986366920568, -90.092665865655 29.986415953436, -90.092690750133 29.986465601783, -90.092709081937 29.986513039271, -90.092724874049 29.986566182831, -90.092732368828 29.986624977294, -90.092731754333 29.986674384396, -90.092725364353 29.986725170692, -90.092710650297 29.98678375493, -90.092685306047 29.986837227128, -90.092655892216 29.986887079142, -90.092631388549 29.986939126524, -90.092617586288 29.986990558409, -90.092619350078 29.987047150665, -90.092630215243 29.987099531426))",44891,CP BIG LAKE,1016,{AD613C1A-46E1-44A2-A8AD-EAB68F9B6DEB},,,,0,,0,0,2009,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.4929431,0.4929431,0.4929431,,2602.7396646435063
