Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
13389,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13390,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13391,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13392,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13393,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13394,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13395,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13396,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13397,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13398,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13399,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13400,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13401,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13402,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13403,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13404,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,42876.00,182222.00
13405,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13406,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
13407,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13408,EXECUTIVE PROGRAM SPECIALIST (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13409,STRATEGIC INITIATIVE SPECIALIS,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13602,DIRECTOR MANAGEMENT INFORMATIO,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
13603,COOPERATIVE EDUCATION TRAINEE-,35,00,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
13605,DIRECTOR OF TECHNOLOGY DEVELOP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
13606,CHIEF INFORMATION TECHNOLOGY O,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
13607,CHIEF INFORMATION TECHNOLOGY O,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
13611,COMPUTER ASSOC (TECH SUPP),35,01,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,57327.00,72584.00
13611,COMPUTER ASSOC (TECH SUPP),35,02,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,68770.00,87853.00
13611,COMPUTER ASSOC (TECH SUPP),35,03,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,82071.00,109608.00
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,46818.00,53061.00
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,51066.00,65888.00
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,70691.00,91589.00
13615,COMPUTER SERVICE TECHNICIAN (C,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,47139.00,53061.00
13615,COMPUTER SERVICE TECHNICIAN (C,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,51065.00,65888.00
13616,SUPERVISING COMPUTER SERVICE T,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,68632.00,88921.00
13616,SUPERVISING COMPUTER SERVICE T,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,70691.00,91589.00
13620,COMPUTER AIDE,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,47139.00,53061.00
13620,COMPUTER AIDE,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,51065.00,65888.00
13621,COMPUTER ASSOC (OPERATIONS),35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,58918.00,74652.00
13621,COMPUTER ASSOC (OPERATIONS),35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,70691.00,91589.00
13621,COMPUTER ASSOC (OPERATIONS),35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,84362.00,112111.00
13622,COMPUTER SPECIALIST (OPERATION,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,85554.00,116126.00
13622,COMPUTER SPECIALIST (OPERATION,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,88121.00,119610.00
13631,COMPUTER ASSOC (SOFTWARE),35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,76587.00,92323.00
13631,COMPUTER ASSOC (SOFTWARE),35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,82463.00,99805.00
13631,COMPUTER ASSOC (SOFTWARE),35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,88072.00,112111.00
13632,COMPUTER SPECIALIST (SOFTWARE),35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,102136.00
13632,COMPUTER SPECIALIST (SOFTWARE),35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,109990.00
13632,COMPUTER SPECIALIST (SOFTWARE),35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,119610.00
13632,COMPUTER SPECIALIST (SOFTWARE),35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,136951.00
13633,CYBER SECURITY ANALYST,35,01,661,COMPETITIVE OJ,N/U,Non-Union,63860.00,77250.00
13633,CYBER SECURITY ANALYST,35,02,661,COMPETITIVE OJ,N/U,Non-Union,92700.00,113300.00
13643,CERT IT DEVELOPER (APP),35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13643,CERT IT DEVELOPER (APP),35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13643,CERT IT DEVELOPER (APP),35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13643,CERT IT DEVELOPER (APP),35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13644,CERT IT ADMINISTRATOR (DB),35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13644,CERT IT ADMINISTRATOR (DB),35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13644,CERT IT ADMINISTRATOR (DB),35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13644,CERT IT ADMINISTRATOR (DB),35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13650,COMPUTER PROG ANALYST TRAINEE,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,47176.00,47176.00
13651,COMPUTER PROGRAMMER ANALYST,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,58918.00,70735.00
13651,COMPUTER PROGRAMMER ANALYST,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,68733.00,83740.00
13652,CERTIFIED IT ADMINISTRATOR (LA,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13652,CERTIFIED IT ADMINISTRATOR (LA,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13652,CERTIFIED IT ADMINISTRATOR (LA,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13652,CERTIFIED IT ADMINISTRATOR (LA,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13691,*CERTIFIED LOCAL AREA NETWORKA,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13691,*CERTIFIED LOCAL AREA NETWORKA,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13691,*CERTIFIED LOCAL AREA NETWORKA,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13691,*CERTIFIED LOCAL AREA NETWORKA,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13692,*CERTIFIED WIDE AREA NETWORKAD,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13692,*CERTIFIED WIDE AREA NETWORKAD,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13692,*CERTIFIED WIDE AREA NETWORKAD,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13692,*CERTIFIED WIDE AREA NETWORKAD,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13693,*CERTIFIED APPLICATIONSDEVELOP,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13693,*CERTIFIED APPLICATIONSDEVELOP,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13693,*CERTIFIED APPLICATIONSDEVELOP,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13693,*CERTIFIED APPLICATIONSDEVELOP,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
13694,*CERTIFIED DATABASE ADMINISTRA,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,94244.00,111330.00
13694,*CERTIFIED DATABASE ADMINISTRA,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,98177.00,119883.00
13694,*CERTIFIED DATABASE ADMINISTRA,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,106023.00,130372.00
13694,*CERTIFIED DATABASE ADMINISTRA,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,113736.00,149277.00
15878,EXECUTIVE ASSISTANT TO THE COM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
20100,ENGINEERING WORK STUDY TRAINEE,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,34162.00,43997.00
20104,Cooperative EducationTrainee E,35,00,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
20113,ENGINEERING TECHNICIAN,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,44769.00,50506.00
20113,ENGINEERING TECHNICIAN,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,48431.00,59724.00
20113,ENGINEERING TECHNICIAN,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,56354.00,72195.00
20113,ENGINEERING TECHNICIAN,35,04,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,64479.00,78142.00
20121,ESTIMATOR (ELECTRICAL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20122,ESTIMATOR (GENERAL CONSTRUCTIO,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20123,ESTIMATOR (MECHANICAL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20126,SENIOR ESTIMATOR (ELECTRICAL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20127,SENIOR ESTIMATOR (GENERAL CONS,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20128,SENIOR ESTIMATOR (MECHANICAL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20130,AUTOMOTIVE SPECIALIST,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20131,SENIOR AUTOMOTIVE SPECIALIST,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,85847.00,109409.00
20202,CIVIL ENGINEERING INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
20210,ASSISTANT CIVIL ENGINEER,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20211,LEGISLATIVE ENGINEER,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
20215,CIVIL ENGINEER,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20215,CIVIL ENGINEER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
20215,CIVIL ENGINEER,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
20221,ASSISTANT DIRECTOR OF TECHNICA,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
20235,PUBLIC HEALTH ENGINEERING CONS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
20246,TELECOMMUNICATIONS ASSOCIATE (,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,49901.00,75436.00
20246,TELECOMMUNICATIONS ASSOCIATE (,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,69632.00,82985.00
20246,TELECOMMUNICATIONS ASSOCIATE (,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,74835.00,90524.00
20246,TELECOMMUNICATIONS ASSOCIATE (,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,83564.00,113419.00
20247,TELECOMMUNICATIONS ASSOCIATE (,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,49901.00,75436.00
20247,TELECOMMUNICATIONS ASSOCIATE (,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,69632.00,82985.00
20247,TELECOMMUNICATIONS ASSOCIATE (,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,74835.00,90524.00
20247,TELECOMMUNICATIONS ASSOCIATE (,35,04,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,83564.00,113419.00
20271,OPERATIONS COMMUNICATION SPECI,35,01,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,46105.00,54018.00
20271,OPERATIONS COMMUNICATION SPECI,35,02,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,54018.00,61932.00
20272,ASSOCIATE OPERATIONS COMMUNICA,35,01,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,54846.00,61311.00
20272,ASSOCIATE OPERATIONS COMMUNICA,35,02,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,61311.00,67775.00
20302,ELECTRICAL ENGINEERING INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
20310,ASSISTANT ELECTRICAL ENGINEER,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20315,ELECTRICAL ENGINEER,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20315,ELECTRICAL ENGINEER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
20315,ELECTRICAL ENGINEER,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
20403,MECHANICAL ENGINEERING INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
20410,ASSISTANT MECHANICAL ENGINEER,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20415,MECHANICAL ENGINEER,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20415,MECHANICAL ENGINEER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
20415,MECHANICAL ENGINEER,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
20503,CHEMICAL ENGINEERING INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
20510,ASSISTANT CHEMICAL ENGINEER (C,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20515,CHEMICAL ENGINEER,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20515,CHEMICAL ENGINEER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
20515,CHEMICAL ENGINEER,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
20616,ENVIRONMENTAL ENGINEERING INTE,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
20617,ASSISTANT ENVIRONMENTAL ENGINE,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
20618,ENVIRONMENTAL ENGINEER,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
20618,ENVIRONMENTAL ENGINEER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
20618,ENVIRONMENTAL ENGINEER,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
20835,CONSULTING ENGINEER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
21006,TAX MAP CARTOGRAPHER,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
21006,TAX MAP CARTOGRAPHER,35,1A,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,65640.00
21006,TAX MAP CARTOGRAPHER,35,1B,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,71777.00,83972.00
21015,SURVEYOR,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
21015,SURVEYOR,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,85847.00,109409.00
21015,SURVEYOR,35,1A,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,65640.00
21015,SURVEYOR,35,1B,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,71777.00,83972.00
21136,DEPT ENGINR (WATER SUPPLY)-DEP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
21137,DEPUTY DIRECTOR OF DESIGN,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,45758.00,196574.00
21138,DEPUTY DIRECTOR OF CONSTRUCTIO,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
21146,DIRECTOR OF DEVELOPMENT (HA),35,00,720,COMPETITIVE OJ (HA),N/U,Non-Union,58926.00,234738.00
21161,DIRECTOR OF DESIGN,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
21162,DIRECTOR OF CONSTRUCTION,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
21174,CHIEF ENGINEER (DEP),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
21175,DEPUTY CHIEF ENGINEER (DEP),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
21205,ARCHITECTURAL INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
21210,ASSISTANT ARCHITECT,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
21215,ARCHITECT,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
21215,ARCHITECT,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
21215,ARCHITECT,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
21306,LANDSCAPE ARCHITECT INTERN,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,59125.00,62260.00
21310,ASSISTANT LANDSCAPE ARCHITECT,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
21315,LANDSCAPE ARCHITECT,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
21315,LANDSCAPE ARCHITECT,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,92640.00,111917.00
21315,LANDSCAPE ARCHITECT,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,103631.00,122168.00
21512,LABORATORY ASSOCIATE,35,01,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,45219.00,48033.00
21512,LABORATORY ASSOCIATE,35,02,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,48792.00,50389.00
21513,LABORATORY MICROBIOLOGIST,35,01,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,49353.00,58727.00
21513,LABORATORY MICROBIOLOGIST,35,02,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,56690.00,72497.00
21514,ASSOCIATE LABORATORY MICROBIOL,35,01,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,63649.00,82646.00
21514,ASSOCIATE LABORATORY MICROBIOL,35,02,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,76820.00,94683.00
21514,ASSOCIATE LABORATORY MICROBIOL,35,03,093,MICROBIOLIGISTS L144 SEIU,SEIU,Service Employees Int'l Union,83400.00,110115.00
21516,SCIENTIST (RADIATION CONTROL),35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
21516,SCIENTIST (RADIATION CONTROL),35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
21516,SCIENTIST (RADIATION CONTROL),35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,85847.00,109409.00
21537,SCIENTIST (WATER ECOLOGY) TRAI,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,45095.00,45095.00
21538,SCIENTIST (WATER ECOLOGY),35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,52255.00,68757.00
21538,SCIENTIST (WATER ECOLOGY),35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,60871.00,77517.00
21538,SCIENTIST (WATER ECOLOGY),35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,75758.00,93984.00
21562,BIO-MEDICAL EQUIPMENT TECHNICI,35,00,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,49965.00,56578.00
21740,RESEARCH ASSISTANT BEHAV SCI,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,63794.00
21744,CITY RESEARCH SCIENTIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,70554.00,77609.00
21744,CITY RESEARCH SCIENTIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,86830.00,94761.00
21744,CITY RESEARCH SCIENTIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,97138.00,111003.00
21744,CITY RESEARCH SCIENTIST,35,4A,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,108426.00,122290.00
21744,CITY RESEARCH SCIENTIST,35,4B,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,111288.00,140660.00
21755,RESEARCH SCIENTIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,86830.00,94761.00
21755,RESEARCH SCIENTIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,97138.00,111003.00
21755,RESEARCH SCIENTIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,108426.00,122290.00
21822,ASSOCIATE CHEMIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,51972.00,51972.00
21822,ASSOCIATE CHEMIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,60862.00,77500.00
21822,ASSOCIATE CHEMIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,69045.00,89049.00
21822,ASSOCIATE CHEMIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,81908.00,100719.00
21822,ASSOCIATE CHEMIST,35,04,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,89847.00,118657.00
21849,CRIMINALIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,51862.00,65360.00
21849,CRIMINALIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65934.00,90722.00
21849,CRIMINALIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,82196.00,108277.00
21849,CRIMINALIST,35,04,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,94841.00,123885.00
2184A,CRIMINALIST DIRECTOR OF LABORA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
2184B,CRIMINALIST DEPUTY DIRECTOR OF,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
2184C,CRIMINALIST ASSISTANT DIRECTOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
21915,GEOLOGIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,56727.00,56727.00
21915,GEOLOGIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
21915,GEOLOGIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
22015,PHYSICIST,35,01,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,65640.00,85646.00
22015,PHYSICIST,35,02,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,77921.00,98128.00
22015,PHYSICIST,35,03,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,85847.00,109409.00
