LocationAbbr,LocationDesc,Year,Topic,Indicator,SubMeasure,Amount,Data_Value_Unit,Data_Value_Footnote_Symbol,Data_Value_Footnote,GeoLocation,TopicTypeId,TopicId,MeasureId,Source,SubMeasureID,DisplayOrder
KS,Kansas,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,57966389.39,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,94263839.37,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,91152731.38,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ND,North Dakota,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,39152240.40,$,,,"(47.475319779, -100.118421049)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38331894.98,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
RI,Rhode Island,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,41360339.27,$,,,"(41.708280193, -71.522470314)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,33141735.09,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,211047094.59,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IL,Illinois,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,322400086.02,$,,,"(40.485010283, -88.997710178)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AZ,Arizona,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,85967058.97,$,,,"(34.86597028, -111.763811277)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,131033579.19,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,514500000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,245172565.07,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,28176986.17,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NH,New Hampshire,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,30763953.99,$,,,"(43.655950113, -71.50036092)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,166183781.99,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ID,Idaho,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,22064064.78,$,,,"(43.682630005, -114.363730042)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OR,Oregon,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,82327644.23,$,,,"(44.567449424, -120.155031326)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,0.00,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CT,Connecticut,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,128977356.83,$,,,"(41.56266102, -72.649840952)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38406910.17,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
PA,Pennsylvania,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,339110711.37,$,,,"(40.793730152, -77.860700294)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,828824306.45,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,92001276.68,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,774792759.73,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,474559651.80,$,,,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,273576617.61,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
GA,Georgia,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,168925935.16,$,,,"(32.839681093, -83.627580346)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,68612915.82,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24436999.12,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MN,Minnesota,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,326710745.00,$,,,"(46.355648736, -94.794200503)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WV,West Virginia,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,61405103.45,$,,,"(38.665510202, -80.712640135)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IA,Iowa,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,40175747.57,$,,,"(42.469400913, -93.816490556)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,388000000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,103675616.87,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AZ,Arizona,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,90151541.04,$,,,"(34.86597028, -111.763811277)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,37119646.57,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24216093.96,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,72001410.90,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,52626243.06,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,735787248.90,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,129467003.21,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,396361448.65,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,138621827.01,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,190832699.62,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
RI,Rhode Island,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,48620448.79,$,,,"(41.708280193, -71.522470314)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,142369718.53,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ME,Maine,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,77954569.89,$,,,"(45.254228894001, -68.985031336)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MN,Minnesota,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,179854485.48,$,,,"(46.355648736, -94.794200503)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,124688831.02,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OK,Oklahoma,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,59611429.39,$,,,"(35.472031356, -97.521070214)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NM,New Mexico,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,48856383.63,$,,,"(34.520880952, -106.240580985)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,26700412.16,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,39370381.04,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ME,Maine,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,56392902.34,$,,,"(45.254228894001, -68.985031336)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,71456309.72,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,147442295.22,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24959601.33,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,121976812.54,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ID,Idaho,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24444484.46,$,,,"(43.682630005, -114.363730042)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
GA,Georgia,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,213174312.13,$,,,"(32.839681093, -83.627580346)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,41629101.14,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OH,Ohio,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,293822142.78,$,,,"(40.060210141, -82.404260056)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,146358489.00,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,35356419.99,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24134906.16,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,123894407.92,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NH,New Hampshire,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,44596908.73,$,,,"(43.655950113, -71.50036092)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,141639664.10,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,149184319.98,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,43616092.74,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,37930273.08,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,30363605.65,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,764570098.77,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,34513818.86,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,237766181.05,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AK,Alaska,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,34743106.46,$,,,"(64.845079957001, -147.722059036)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,32000000.00,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WA,Washington,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,120732577.21,$,,,"(47.522278629, -120.47001079)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,175503257.63,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,52425020.27,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,55989218.94,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,21334168.94,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
