Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
AMER. SAMOA,2015,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
RHODE ISLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,14,,31,,46,,"RHODE ISLAND
(41.708281, -71.522466)",
MICHIGAN,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,56,,365,,387,,"MICHIGAN
(44.661322, -84.714386)",
FLORIDA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,137,,110,,225,,2123,,2024,,"FLORIDA
(28.932043, -81.928958)",
SOUTH CAROLINA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,25,,77,,447,,355,,"SOUTH CAROLINA
(33.998822, -81.045366)",
ALASKA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,4,,28,,35,,"ALASKA
(64.845078, -147.72206)",
IOWA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,276,,193,,"IOWA
(42.469401, -93.816487)",
COLORADO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,26,,48,,266,,"COLORADO
(38.843843, -106.133609)",
MAINE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,58,,60,,"MAINE
(45.254229, -68.985026)",
ARIZONA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,19,,41,,406,,381,,"ARIZONA
(34.865974, -111.763807)",
WYOMING,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,33,,37,,"WYOMING
(43.235541, -108.109827)",
CALIFORNIA,2015,26,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,39,,78,,169,,1749,,2305,,"CALIFORNIA
(37.638642, -120.999996)",
WISCONSIN,2015,26,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,78,,270,,400,,"WISCONSIN
(44.393191, -89.816366)",
OKLAHOMA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,11,,53,,205,,279,,"OKLAHOMA
(35.472031, -97.521068)",
LOUISIANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,22,,51,,397,,403,,"LOUISIANA
(31.312663, -92.445678)",
VERMONT,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,37,,41,,"VERMONT
(43.625384, -72.517637)",
AMER. SAMOA,2015,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
PACIFIC,2015,46,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,60,,116,,258,,6353,,6209,,,
MARYLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,16,,50,,372,,290,,"MARYLAND
(39.290583, -76.60926)",
NORTH CAROLINA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,24,,190,,425,,528,,"NORTH CAROLINA
(35.46622, -79.15925)",
AMER. SAMOA,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
DIST. OF COL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,1,,24,,DIST. OF COL.,
E.S. CENTRAL,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,60,,154,,1072,,1309,,,
OREGON,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,9,,17,,203,,153,,"OREGON
(44.56745, -120.155029)",
MOUNTAIN,2015,26,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,45,,53,,135,,1256,,1193,,,
GUAM,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
INDIANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,25,,208,,336,,"INDIANA
(39.766913, -86.149956)",
GEORGIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,29,,94,,583,,678,,"GEORGIA
(32.839683, -83.627579)",
PACIFIC,2015,26,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,65,,109,,220,,2353,,2853,,,
NEW YORK,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,24,,58,,525,,477,,"NEW YORK
(42.827004, -75.543966)",
DELAWARE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,2,,15,,49,,46,,"DELAWARE
(39.008834, -75.577736)",
MINNESOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,31,,,-,335,,"MINNESOTA
(46.355649, -94.7942)",
MONTANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,95,,60,,"MONTANA
(47.066528, -109.424416)",
UNITED STATES,2015,26,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,606,,823,,1648,,16736,,18247,,,
NEW YORK CITY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,17,,37,,354,,423,,"NEW YORK CITY
(40.714268, -74.005969)",
WASHINGTON,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,14,,44,,269,,238,,"WASHINGTON
(47.522288, -120.470028)",
NEW ENGLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,41,,87,,808,,851,,,
CONNECTICUT,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,23,,166,,187,,"CONNECTICUT
(41.562661, -72.64984)",
NEBRASKA,2015,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,5,,13,,118,,84,,"NEBRASKA
(41.641044, -99.365719)",
TENNESSEE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,16,,54,,329,,351,,"TENNESSEE
(35.680941, -85.774487)",
MISSOURI,2015,26,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,13,,36,,86,,306,,"MISSOURI
(38.635791, -92.566299)",
ARKANSAS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,13,,29,,240,,172,,"ARKANSAS
(34.74865, -92.27449)",
KANSAS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,178,,161,,"KANSAS
(38.347743, -98.200778)",
VIRGIN ISL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
VIRGINIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,20,,58,,371,,357,,"VIRGINIA
(37.542681, -78.457889)",
W.S. CENTRAL,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,132,,146,,275,,2481,,2199,,,
UTAH,2015,26,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,6,,14,,164,,191,,"UTAH
(39.360701, -111.587128)",
PUERTO RICO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,10,,34,,151,,340,,"PUERTO RICO
(18.248289, -66.49989)",
NEW JERSEY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,50,,101,,451,,"NEW JERSEY
(40.130571, -74.273688)",
KENTUCKY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,173,,256,,"KENTUCKY
(37.645973, -84.774968)",
OHIO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,23,,46,,605,,520,,"OHIO
(40.060212, -82.404257)",
PENNSYLVANIA,2015,38,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,17,,27,,63,,1064,,1122,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,28,,23,,48,,1047,,902,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2015,38,,-,0,,2,,6,,4,,,-,0,,1,,1,,1,,982,,917,,1443,,34532,,36145,,,
MONTANA,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,35,,154,,101,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2015,2,1,,0,,2,,1,,,-,,-,0,,0,,,-,,-,267,,832,,1597,,639,,909,,,
NEW ENGLAND,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,39,,86,,3,,38,,,
MID. ATLANTIC,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,29,,71,,186,,60,,91,,,
E.N. CENTRAL,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,16,,96,,204,,48,,109,,,
W.N. CENTRAL,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,13,,40,,79,,37,,39,,,
S. ATLANTIC,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,120,,231,,568,,295,,342,,,
DIST. OF COL.,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,1,,DIST. OF COL.,
E.S. CENTRAL,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,57,,157,,19,,73,,,
W.S. CENTRAL,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,39,,139,,251,,78,,40,,,
MOUNTAIN,2015,2,1,,0,,1,,1,,,-,,-,0,,0,,,-,,-,5,,58,,91,,22,,58,,,
PACIFIC,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,36,,127,,243,,77,,119,,,
WISCONSIN,2015,38,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,82,,403,,686,,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
C.N.M.I.,2015,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
GEORGIA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,29,,94,,633,,732,,"GEORGIA
(32.839683, -83.627579)",
HAWAII,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,104,,125,,"HAWAII
(21.304852, -157.857748)",
OKLAHOMA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,11,,53,,215,,298,,"OKLAHOMA
(35.472031, -97.521068)",
TENNESSEE,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,54,,352,,371,,"TENNESSEE
(35.680941, -85.774487)",
VERMONT,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,38,,42,,"VERMONT
(43.625384, -72.517637)",
W.S. CENTRAL,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,91,,146,,275,,2534,,2357,,,
DELAWARE,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,50,,49,,"DELAWARE
(39.008834, -75.577736)",
C.N.M.I.,2015,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
CALIFORNIA,2015,27,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,22,,78,,169,,1816,,2433,,"CALIFORNIA
(37.638642, -120.999996)",
CONNECTICUT,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,23,,166,,202,,"CONNECTICUT
(41.562661, -72.64984)",
UTAH,2015,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,6,,14,,166,,199,,"UTAH
(39.360701, -111.587128)",
IOWA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,23,,299,,211,,"IOWA
(42.469401, -93.816487)",
TEXAS,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,38,,90,,218,,1616,,1441,,"TEXAS
(31.82724, -99.426768)",
NORTH CAROLINA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,72,,25,,190,,527,,528,,"NORTH CAROLINA
(35.46622, -79.15925)",
VIRGINIA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,20,,58,,398,,378,,"VIRGINIA
(37.542681, -78.457889)",
W.N. CENTRAL,2015,27,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,10,,41,,109,,821,,1269,,,
GUAM,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731496)",
KENTUCKY,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,25,,173,,273,,"KENTUCKY
(37.645973, -84.774968)",
MONTANA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,3,,35,,100,,61,,"MONTANA
(47.066528, -109.424416)",
COLORADO,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,26,,48,,276,,"COLORADO
(38.843843, -106.133609)",
E.S. CENTRAL,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,59,,154,,1161,,1402,,,
ARKANSAS,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,13,,29,,263,,186,,"ARKANSAS
(34.74865, -92.27449)",
NEW YORK CITY,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,16,,37,,379,,440,,"NEW YORK CITY
(40.714268, -74.005966)",
PENNSYLVANIA,2015,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,19,,25,,69,,552,,593,,"PENNSYLVANIA
(40.793734, -77.860697)",
MICHIGAN,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,56,,370,,418,,"MICHIGAN
(44.661322, -84.714386)",
MISSOURI,2015,27,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,12,,36,,86,,330,,"MISSOURI
(38.635791, -92.566299)",
NEW HAMPSHIRE,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,62,,88,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
S. ATLANTIC,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,324,,230,,563,,4839,,4623,,,
MASSACHUSETTS,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,22,,53,,489,,464,,"MASSACHUSETTS
(42.276874, -72.082687)",
LOUISIANA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,22,,51,,440,,432,,"LOUISIANA
(31.312663, -92.445678)",
C.N.M.I.,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
SOUTH DAKOTA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,79,,69,,"SOUTH DAKOTA
(44.35313, -100.373529)",
OHIO,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,49,,23,,46,,653,,547,,"OHIO
(40.060212, -82.404257)",
NEVADA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,66,,66,,"NEVADA
(39.493242, -117.071839)",
PACIFIC,2015,27,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,62,,105,,220,,2471,,3012,,,
MARYLAND,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,28,,16,,50,,406,,306,,"MARYLAND
(39.290583, -76.60926)",
E.N. CENTRAL,2015,27,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,50,,92,,206,,2188,,2547,,,
FLORIDA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,161,,114,,225,,2286,,2122,,"FLORIDA
(28.932572, -81.928326)",
AMER. SAMOA,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
NEW YORK,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,58,,552,,516,,"NEW YORK
(42.827004, -75.543966)",
ALASKA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,28,,37,,"ALASKA
(64.845087, -147.722028)",
NEW ENGLAND,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,41,,87,,855,,906,,,
ARIZONA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,19,,41,,418,,411,,"ARIZONA
(34.865974, -111.763807)",
ILLINOIS,2015,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,32,,65,,664,,798,,"ILLINOIS
(40.485012, -88.997709)",
MINNESOTA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,31,,,-,353,,"MINNESOTA
(46.355649, -94.7942)",
VIRGIN ISL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
UNITED STATES,2015,47,,-,0,,2,,5,,5,,,-,0,,1,,1,,1,,406,,881,,1578,,45575,,46972,,,
WISCONSIN,2015,27,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,79,,285,,424,,"WISCONSIN
(44.393191, -89.816366)",
MISSISSIPPI,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,16,,58,,284,,287,,"MISSISSIPPI
(32.745513, -89.538027)",
INDIANA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,25,,216,,360,,"INDIANA
(39.766913, -86.149956)",
IDAHO,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,4,,105,,379,,74,,"IDAHO
(43.682632, -114.363727)",
NEW MEXICO,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,123,,129,,"NEW MEXICO
(34.520881, -106.240578)",
UNITED STATES,2015,27,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,688,,861,,1648,,17788,,19397,,,
MOUNTAIN,2015,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,42,,52,,149,,1334,,1256,,,
SOUTH CAROLINA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,25,,77,,466,,390,,"SOUTH CAROLINA
(33.998822, -81.045366)",
DIST. OF COL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,1,,26,,DIST. OF COL.,
UNITED STATES,2015,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,296,,837,,1598,,1023,,1386,,,
NEW ENGLAND,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,39,,86,,7,,61,,,
MID. ATLANTIC,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,21,,71,,187,,90,,155,,,
E.N. CENTRAL,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,21,,96,,204,,83,,156,,,
W.N. CENTRAL,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,40,,79,,64,,51,,,
S. ATLANTIC,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,135,,233,,570,,447,,534,,,
DIST. OF COL.,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,DIST. OF COL.,
E.S. CENTRAL,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,57,,157,,34,,101,,,
W.S. CENTRAL,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,56,,147,,252,,141,,83,,,
MOUNTAIN,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,58,,91,,36,,85,,,
PACIFIC,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,31,,127,,245,,121,,160,,,
AMER. SAMOA,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
WYOMING,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,5,,34,,40,,"WYOMING
(43.235541, -108.109827)",
NEW JERSEY,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,50,,102,,476,,"NEW JERSEY
(40.130571, -74.273688)",
WEST VIRGINIA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,72,,92,,"WEST VIRGINIA
(38.665511, -80.712638)",
MID. ATLANTIC,2015,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,71,,72,,182,,1585,,2025,,,
WASHINGTON,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,14,,44,,298,,252,,"WASHINGTON
(47.522288, -120.470028)",
NEBRASKA,2015,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,5,,13,,126,,90,,"NEBRASKA
(41.641044, -99.365719)",
KANSAS,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,189,,174,,"KANSAS
(38.347743, -98.200778)",
RHODE ISLAND,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,1,,14,,35,,48,,"RHODE ISLAND
(41.708281, -71.522466)",
NORTH DAKOTA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,42,,42,,"NORTH DAKOTA
(47.475319, -100.118428)",
PUERTO RICO,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,10,,34,,151,,360,,"PUERTO RICO
(18.24829, -66.499887)",
OREGON,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,9,,17,,225,,165,,"OREGON
(44.56745, -120.155029)",
ALABAMA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,17,,56,,352,,471,,"ALABAMA
(32.840572, -86.631857)",
MAINE,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,2,,7,,65,,62,,"MAINE
(45.254229, -68.985026)",
MASSACHUSETTS,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,22,,53,,903,,878,,"MASSACHUSETTS
(42.268546, -72.085064)",
W.S. CENTRAL,2015,38,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,252,,149,,275,,5162,,4815,,,
E.S. CENTRAL,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,64,,136,,2433,,2777,,,
SOUTH CAROLINA,2015,38,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,42,,25,,66,,1068,,979,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,43,,37,,90,,1521,,1612,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,32,,518,,910,,"NEW JERSEY
(40.121601, -74.321404)",
NEBRASKA,2015,40,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,203,,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,55,,DIST. OF COL.,
W.S. CENTRAL,2015,40,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,164,,149,,321,,5655,,5283,,,
WASHINGTON,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,39,,14,,74,,797,,525,,"WASHINGTON
(47.517368, -120.467672)",
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
ARKANSAS,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,13,,34,,583,,474,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,3,,35,,163,,106,,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,21,,390,,494,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,2,,8,,69,,66,,"MAINE
(45.254229, -68.985026)",
TENNESSEE,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,16,,54,,383,,408,,"TENNESSEE
(35.680941, -85.774487)",
CALIFORNIA,2015,28,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,24,,78,,169,,1893,,2570,,"CALIFORNIA
(37.638642, -120.999996)",
LOUISIANA,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,22,,51,,490,,475,,"LOUISIANA
(31.312663, -92.445678)",
NEW YORK,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,24,,58,,563,,551,,"NEW YORK
(42.827004, -75.543966)",
IDAHO,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,4,,107,,398,,76,,"IDAHO
(43.682632, -114.363727)",
ARIZONA,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,19,,41,,430,,434,,"ARIZONA
(34.865974, -111.763807)",
RHODE ISLAND,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,14,,35,,56,,"RHODE ISLAND
(41.708281, -71.522466)",
NEW JERSEY,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,48,,102,,526,,"NEW JERSEY
(40.130571, -74.273688)",
