Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Wilderwood,78702,11/04/2019,70,"1300 E 7TH ST
AUSTIN, TX 78702
(30.264864, -97.72873)",11758714,Routine Inspection
Ramsey Edition,78660,08/25/2017,92,"15630 VISION DR
AUSTIN, TX 78660
(30.450478, -97.661801)",11325268,Routine Inspection
Sushi Zushi,78703,05/28/2019,84,"1611 W 5TH ST
AUSTIN, TX 78703
(30.274466, -97.764336)",10285387,Routine Inspection
HEB Food Store #465 - Retail,78702,08/03/2018,97,"2701 E 7TH ST
AUSTIN, TX 78702
(30.26053, -97.711148)",2803572,Routine Inspection
Fat Dragon,78759,09/18/2019,70,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433558, -97.771837)",11875666,Routine Inspection
Lone Star Kolaches,78750,12/19/2019,86,"13764 N US 183 HWY
AUSTIN, TX 78750",10944885,Routine Inspection
El Tacorrido,78723,08/01/2017,81,"5811 BERKMAN DR
AUSTIN, TX 78723
(30.312538, -97.693481)",11198000,Routine Inspection
Early Childhood Program @JCAA,78731,11/20/2019,97,"7300 HART LN
AUSTIN, TX 78731
(30.357405, -97.754669)",10104464,Routine Inspection
Dessau Mini Mart,78754,07/10/2017,96,"12915 DESSAU RD
AUSTIN, TX 78754
(30.397717, -97.642135)",10557944,Routine Inspection
Barley Bean,78701,02/13/2018,83,"303 COLORADO ST
AUSTIN, TX 78701
(30.265936, -97.745057)",11524788,Routine Inspection
Thirsty Planet Brewing Co.,78745,03/07/2019,94,"8201 S CONGRESS AVE
AUSTIN, TX 78745
(30.17636, -97.78422)",11747729,Routine Inspection
Cherrywood,78722,07/27/2017,85,"1400 E 38TH HALF ST
AUSTIN, TX 78722",2802807,Routine Inspection
BC - Pei Wei Asian Diner,78738,11/21/2017,90,"12913 GALLERIA CIR
BEE CAVE, TX 78738
(30.308782, -97.942739)",10299580,Routine Inspection
Chinatown Restaurant,78731,05/25/2018,73,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.356842, -97.747275)",2800414,Routine Inspection
Circle K #2741311,78735,08/19/2019,90,"7622 W SH
AUSTIN, TX 78735",2803529,Routine Inspection
Starbucks  #6356,78704,09/05/2018,97,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251939, -97.764498)",2801683,Routine Inspection
OOB-Korea House,78757,04/18/2018,87,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358106, -97.735077)",11232712,Routine Inspection
Menchie's Frozen Yogurt,78732,02/27/2020,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390402, -97.884768)",10883922,Routine Inspection
Cash Corner,78704,07/19/2018,82,"2000 S IH
AUSTIN, TX 78704",11341161,Routine Inspection
WL - Randall's #2477-Bakery,78746,10/13/2017,100,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2749, -97.801111)",10223150,Routine Inspection
Tokyo Gardens Catering LLC,78756,03/07/2019,98,"5808 BURNET RD
AUSTIN, TX 78756
(30.334128, -97.739946)",10515079,Routine Inspection
Taco Cabana #140,78745,03/25/2019,86,"6430 S IH
AUSTIN, TX 78745",2800939,Routine Inspection
Jack in the Box #845,78741,12/13/2018,90,"1936 E OLTORF ST
AUSTIN, TX 78741
(30.230942, -97.733802)",10789482,Routine Inspection
Barton Creek Market,78735,08/13/2019,79,"2700 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28894, -97.871342)",10368062,Follow-Up Inspection
Amaya's Taco Village,78751,10/23/2019,95,"5804 N IH
AUSTIN, TX 78751",10581694,Routine Inspection
Jack in the Box #848,78753,08/01/2017,79,"8630 N LAMAR BLVD
AUSTIN, TX 78753
(30.355288, -97.702961)",10789914,Routine Inspection
LW - McArthur's,78734,01/23/2018,80,"1516 S FM 620 RD
LAKEWAY, TX 78734",11587090,Routine Inspection
Sugar Mama's Bakeshop,78704,09/26/2018,99,"1905 S 1ST ST
AUSTIN, TX 78704
(30.246222, -97.75658)",10182564,Routine Inspection
Mort Subite,78701,02/07/2018,99,"308 CONGRESS AVE
AUSTIN, TX 78701
(30.265615, -97.743698)",11593140,Routine Inspection
Randall's #2480-Retail,78749,03/13/2019,100,"6600 S MOPAC EXPY
AUSTIN, TX 78749
(30.220579, -97.837688)",2803484,Routine Inspection
Amy's Ice Cream,78748,02/07/2019,93,"9600 S IH
AUSTIN, TX 78748",10014585,Routine Inspection
Wal-Mart Supercenter #1253-Meat/Produce,78704,11/09/2017,100,"710 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.218964, -97.755433)",2804121,Routine Inspection
La Michoacana - Austin #3 (Retail),78745,07/18/2019,88,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.207855, -97.780106)",12149229,Routine Inspection
Los Jaliscienses #2,78723,03/09/2020,86,"6201 E US 290 HWY
AUSTIN, TX 78723",10869258,Routine Inspection
Austin Habibi,78705,01/14/2020,85,"3316 HARMON AVE
AUSTIN, TX 78705
(30.290822, -97.723934)",11792449,Routine Inspection
Costco #681 Food Court & Deli,78759,11/28/2017,100,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.396085, -97.745776)",2801807,Routine Inspection
Tokyo Gardens Catering,78741,04/13/2018,100,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234706, -97.723507)",10750623,Routine Inspection
Epoch Coffee,78757,06/05/2017,96,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358106, -97.735077)",11028095,Routine Inspection
Wal-Mart Supercenter #2133 -Deli,78749,02/23/2018,100,"5017 W US 290 HWY
AUSTIN, TX 78749",10193630,Routine Inspection
First Watch Restaurants #351,78757,01/17/2020,94,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",11688224,Routine Inspection
Mathews Elementary School,78703,11/07/2019,99,"906 WEST LYNN ST
AUSTIN, TX 78703
(30.278077, -97.760581)",2800428,Routine Inspection
Applebee's,78752,01/08/2018,71,"7522 N IH
AUSTIN, TX 78752",10870114,Routine Inspection
MN - Wal-Mart # 3169 - Deli,78653,06/17/2019,93,"11923 E US 290 HWY
MANOR, TX 78653
(30.349044, -97.543734)",11087502,Routine Inspection
Caffe Macs Riata Vista 2,78727,07/25/2019,100,"12545 RIATA VISTA CIR
AUSTIN, TX 78727
(30.430659, -97.734852)",2802381,Routine Inspection
Clifton Center,78752,02/26/2020,90,"1519 CORONADO HILLS DR
AUSTIN, TX 78752
(30.326754, -97.687198)",2800600,Routine Inspection
Chipotle Mexican Grill #620,78745,08/09/2018,92,"610 E STASSNEY LN
AUSTIN, TX 78745
(30.201253, -97.769464)",10179276,Routine Inspection
LW - Thai Spice,78734,04/17/2019,87,"2121 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34188, -97.970376)",10792531,Routine Inspection
Accent Food Services,78704,09/19/2017,97,"721 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258978, -97.75186)",11560833,Routine Inspection
BC - Alive and Well,78738,12/21/2018,89,"3944 S FM 620 RD
BEE CAVE, TX 78738",11906667,Routine Inspection
Shipley Donuts,78757,12/19/2019,95,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.355045, -97.728669)",10896718,Routine Inspection
Sheraton Austin At The Capitol,78701,01/16/2019,88,"701 E 11TH ST
AUSTIN, TX 78701
(30.270817, -97.73425)",11300802,Routine Inspection
"Pho Noodle House, The",78752,02/11/2020,78,"609 CLAYTON LN
AUSTIN, TX 78752",12185939,Routine Inspection
Avenue B Grocery,78751,04/15/2019,96,"4403 AVENUE
AUSTIN, TX 78751
(30.309476, -97.732649)",2800110,Routine Inspection
China Palace,78752,07/09/2018,71,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.330666, -97.715653)",2801495,Routine Inspection
Tokyo Garden Catering,78731,07/30/2019,100,"7025 VILLAGE CENTER DR
AUSTIN, TX 78731
(30.352555, -97.756199)",2802634,Routine Inspection
Bread Basket,78727,10/21/2019,85,"1800 SCOFIELD RIDGE PKWY
AUSTIN, TX 78727
(30.428436, -97.68125)",11927255,Routine Inspection
Riverside Nursing and Rehabilitation Center,78741,11/14/2019,84,"6801 E RIVERSIDE DR
AUSTIN, TX 78741
(30.222957, -97.698928)",12175762,Routine Inspection
Sam's Town Point,78748,05/10/2018,97,"2115 ALLRED DR
AUSTIN, TX 78748
(30.172701, -97.827603)",11693851,Routine Inspection
The Rolling Rooster,78727,09/06/2017,80,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",11692367,Routine Inspection
BC - Whole Foods Market - Meat,78738,07/16/2018,94,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744450,Routine Inspection
Galloway's Sandwich Shop,78702,06/04/2018,84,"1914 E 12TH ST
AUSTIN, TX 78702
(30.27386, -97.719363)",2801329,Routine Inspection
Madam Mam's Thai Cuisine,78748,01/09/2018,95,"9911 BRODIE LN
AUSTIN, TX 78748
(30.184608, -97.849046)",11494053,Routine Inspection
Kikka Sushi @ Whole Foods,78759,08/09/2019,96,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.388391, -97.743593)",2802155,Routine Inspection
Austin Daily Press,78722,01/15/2020,86,"1900 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.279823, -97.721055)",10816913,Routine Inspection
El Tacorrido,78704,10/05/2017,98,"2316 S 1ST ST
AUSTIN, TX 78704
(30.242282, -97.759391)",11074173,Routine Inspection
Pop,78701,09/14/2017,89,"620 W 6TH ST
AUSTIN, TX 78701
(30.26989, -97.749345)",11115760,Routine Inspection
Quick Stop Grocery,78702,04/17/2019,100,"1197 HARGRAVE ST
AUSTIN, TX 78702
(30.275555, -97.707791)",2803867,Routine Inspection
Moonlight Bakery,78704,04/04/2018,95,"2300 S LAMAR BLVD
AUSTIN, TX 78704
(30.247352, -97.774757)",10167921,Routine Inspection
HandleBar,78701,10/12/2017,87,"121 E 5TH ST
AUSTIN, TX 78701
(30.266795, -97.741984)",10734366,Routine Inspection
Signature #9,78701,10/29/2018,92,"900 N IH
AUSTIN, TX 78701",10769075,Routine Inspection
Phil's Ice House,78756,08/21/2018,95,"5620 BURNET RD
AUSTIN, TX 78756
(30.332203, -97.740065)",2802967,Routine Inspection
Dennis Cowan Elementary,78748,10/31/2019,99,"2817 KENTISH DR
AUSTIN, TX 78748
(30.18872, -97.831231)",2801291,Routine Inspection
"Taqueria Las Chivas, Inc.",78753,05/02/2019,60,"8624 N LAMAR BLVD
AUSTIN, TX 78753
(30.355051, -97.703286)",10781392,Routine Inspection
Arby's,78729,07/25/2019,98,"13201 N FM 620 RD
AUSTIN, TX 78729",11848079,Routine Inspection
Accent Food Services,78746,05/26/2017,100,"1301 S MOPAC EXPY
AUSTIN, TX 78746",11566530,Routine Inspection
Blake Manor Elementary School,78653,03/25/2019,92,"18010 BLAKE MANOR RD
AUSTIN, TX 78653
(30.307619, -97.534255)",10002545,Routine Inspection
7-Eleven Convenience Store #21884,78703,12/15/2017,89,"917 N LAMAR BLVD
AUSTIN, TX 78703
(30.27481, -97.752341)",10294642,Routine Inspection
7 - Eleven # 23807B,78745,02/14/2019,98,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209124, -97.804503)",11639640,Routine Inspection
BC - Panera Bread,78738,10/14/2019,89,"12901 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309594, -97.941933)",10261319,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78613,04/30/2019,92,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.476816, -97.801366)",11015114,Routine Inspection
Grisham Middle School,78750,05/16/2019,98,"10805 SCHOOL HOUSE LN
AUSTIN, TX 78750
(30.457632, -97.80617)",10314281,Routine Inspection
7-Eleven Convenience Store # 35878B,78701,09/11/2018,98,"613 CONGRESS AVE
AUSTIN, TX 78701
(30.268601, -97.742613)",11727227,Routine Inspection
Muchos Imports#2,78741,12/02/2019,97,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.232796, -97.738153)",2803619,Routine Inspection
"Quarries of Hyde Park, The",78759,09/18/2019,98,"11400 N MOPAC EXPY
AUSTIN, TX 78759
(30.404569, -97.727315)",2803212,Routine Inspection
Sodexo @ United Club Aus Per Pax,78719,02/01/2018,97,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",11610413,Routine Inspection
"Cups and Cones, LLC",78732,09/25/2017,93,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368684, -97.893093)",10046868,Routine Inspection
Asti Trattoria,78751,04/09/2019,78,"408 E 43RD ST
AUSTIN, TX 78751
(30.304836, -97.726561)",2801708,Routine Inspection
Anita Uphaus Early Childhood Center,78744,11/27/2017,99,"5200 FREIDRICH LN
AUSTIN, TX 78744
(30.201443, -97.755342)",10795661,Routine Inspection
Friends,78701,06/08/2017,78,"208 E 6TH ST
AUSTIN, TX 78701
(30.267512, -97.740877)",2801887,Routine Inspection
Forest Bluff Grocery,78724,02/21/2019,87,"14300 FM 969 RD
AUSTIN, TX 78724
(30.247473, -97.583335)",11508620,Routine Inspection
Speakeasy,78701,09/20/2018,88,"412 CONGRESS AVE
AUSTIN, TX 78701
(30.26674, -97.743283)",2801822,Routine Inspection
McDonald's at Parmer & Dessau,78753,04/10/2020,98,"1608 E PARMER LN
AUSTIN, TX 78753
(30.387711, -97.649564)",11024144,Routine Inspection
"Buzz Mill, The",78741,07/23/2019,99,"1505 TOWN CREEK DR
AUSTIN, TX 78741
(30.241829, -97.727141)",10835409,Routine Inspection
Happy Vegan Bakery,78758,01/16/2020,99,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11021799,Routine Inspection
"Sahara,The",78721,08/03/2017,87,"1413 WEBBERVILLE RD
AUSTIN, TX 78721
(30.279781, -97.681678)",10594068,Routine Inspection
Westwood Country Club,78703,01/31/2018,91,"3808 W 35TH ST
AUSTIN, TX 78703
(30.312717, -97.773191)",2800194,Routine Inspection
Gus Garcia Young Men's Leadership Academy,78724,05/31/2017,96,"7414 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.310982, -97.640492)",10065968,Routine Inspection
Poco Loco Supermercado - Deli & Bakery,78745,10/31/2017,79,"611 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.226725, -97.770608)",11055998,Routine Inspection
Banger's Sausage House & Beer Garden,78701,11/05/2019,98,"81 RAINEY ST
AUSTIN, TX 78701
(30.259309, -97.738582)",12032296,Routine Inspection
Scruffy's Convenient Store,78701,06/22/2018,95,"307 E 6TH ST
AUSTIN, TX 78701
(30.26728, -97.74004)",2801370,Routine Inspection
Speedy Express,78653,05/23/2018,86,"12836 E US 290 HWY
MANOR, TX 78653
(30.349678, -97.526006)",10479775,Routine Inspection
7-Eleven #12705,78701,04/03/2018,95,"408 W 15TH ST
AUSTIN, TX 78701
(30.278193, -97.743785)",10207779,Routine Inspection
BC - Daily Juice Cafe,78738,05/21/2019,93,"12921 SHOPS PKWY
BEE CAVE, TX 78738
(30.30675, -97.945008)",11128918,Routine Inspection
OOB - Comfort Suites Hotel,78741,05/30/2019,99,"7501 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.217053, -97.693823)",10126693,Routine Inspection
Trinity Child Development Center,78723,07/05/2017,87,"5801 WESTMINSTER DR
AUSTIN, TX 78723
(30.311954, -97.690691)",10383930,Routine Inspection
Halal Bros,78705,06/30/2017,82,"2712 GUADALUPE ST
AUSTIN, TX 78705
(30.292641, -97.741411)",11040224,Routine Inspection
Subway #45205,78717,12/11/2017,100,"9900 W PARMER LN
AUSTIN, TX 78717
(30.486294, -97.770552)",10340373,Routine Inspection
El Teriyaki,78753,07/11/2019,99,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374751, -97.69044)",11666597,Routine Inspection
Firefly Sushi,78758,10/24/2019,100,"12221 N MOPAC EXPY
AUSTIN, TX 78758
(30.412144, -97.708113)",11997300,Routine Inspection
Subway #16850,78704,07/17/2019,90,"500 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.220081, -97.757534)",10053502,Routine Inspection
Pizza Hut,78745,07/19/2017,91,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202651, -97.805566)",2802765,Routine Inspection
Shop 24,78701,12/27/2017,97,"213 E 6TH ST
AUSTIN, TX 78701
(30.267519, -97.740902)",2800797,Routine Inspection
Pizza Hut,78727,04/23/2019,94,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",2802722,Routine Inspection
Mooyah Burgers Fries Shakes,78717,11/30/2018,93,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11508273,Routine Inspection
Egg Roll Express,78729,11/28/2018,89,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",10467276,Routine Inspection
Chicha's Fire and Grill,78759,05/21/2019,85,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.431004, -97.763845)",11975368,Routine Inspection
Polvo's Restaurant & Bar,78704,11/29/2017,92,"2004 S 1ST ST
AUSTIN, TX 78704
(30.245099, -97.757298)",2801085,Routine Inspection
BC - Grace House Assisted Living Building #1,78738,09/26/2018,87,"11825 FM 2244 RD
BEE CAVE, TX 78738",11839702,Routine Inspection
Long John Silver's,78704,09/28/2018,90,"1910 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.230085, -97.78757)",10007069,Routine Inspection
Teapioca Arboretum,78759,01/11/2019,93,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",11793105,Routine Inspection
Tino's Greek Cafe,78750,10/04/2017,78,"13450 N US 183 HWY
AUSTIN, TX 78750",2802725,Routine Inspection
Koriente Restaurant,78701,11/02/2017,91,"621 E 7TH ST
AUSTIN, TX 78701
(30.267163, -97.735929)",2803147,Routine Inspection
Flea Market #H,78754,10/13/2018,100,"9500 E US 290 HWY
AUSTIN, TX 78754",2800525,Routine Inspection
Mad Greens LLC,78613,01/07/2020,85,"13000 N FM 620 RD
AUSTIN, TX 78613",11625814,Routine Inspection
Jimmy John's Gourmet Sandwiches,78759,01/06/2020,88,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746122)",11230944,Routine Inspection
Split Level,78701,02/13/2018,85,"300 E 6TH ST
AUSTIN, TX 78701
(30.267328, -97.74022)",10939459,Routine Inspection
Happy Vegan Bakery,78758,05/01/2018,95,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11021799,Routine Inspection
Family Dollar Store #22739,78702,10/25/2018,97,"2765 E 7TH ST
AUSTIN, TX 78702
(30.260336, -97.710206)",10053183,Routine Inspection
Wienerschnitzel #816,78758,05/30/2017,95,"2512 W BRAKER LN
AUSTIN, TX 78758
(30.390691, -97.71938)",10676946,Routine Inspection
Sims Elementary,78721,09/13/2018,99,"1203 SPRINGDALE RD
AUSTIN, TX 78721
(30.279122, -97.68694)",2800259,Routine Inspection
Clairmont- Austin,78729,01/28/2019,84,"12463 LOS INDIOS TRL
AUSTIN, TX 78729
(30.439356, -97.761305)",10246567,Routine Inspection
R S Food Mart,78702,06/13/2018,91,"1219 ROSEWOOD AVE
AUSTIN, TX 78702
(30.268639, -97.725824)",10229991,Routine Inspection
LW - Titas Tacos,78734,02/04/2019,97,"2103 S FM 620 RD
LAKEWAY, TX 78734",11968326,Routine Inspection
Rain on 4th,78701,01/30/2018,87,"217 W 4TH ST
AUSTIN, TX 78701
(30.266774, -97.745586)",2802019,Routine Inspection
Cain & Abel's,78705,10/25/2017,91,"2313 RIO GRANDE ST
AUSTIN, TX 78705
(30.287706, -97.744683)",2800382,Routine Inspection
Dawson Elementary,78704,09/19/2017,99,"3001 S 1ST ST
AUSTIN, TX 78704
(30.235243, -97.763964)",2800137,Routine Inspection
Taco Bell #030263,78753,08/15/2018,91,"1548 E PARMER LN
AUSTIN, TX 78753
(30.38864, -97.650982)",11096280,Routine Inspection
Afri Carib Market,78753,07/02/2018,98,"825 E RUNDBERG LN
AUSTIN, TX 78753
(30.357466, -97.686736)",2804104,Routine Inspection
Manor Express,78722,02/06/2018,90,"2101 MANOR RD
AUSTIN, TX 78722
(30.284171, -97.719891)",2803762,Routine Inspection
Mexitas Inc.,78741,06/05/2019,96,"1919 E RIVERSIDE DR
AUSTIN, TX 78741
(30.241927, -97.728463)",11863121,Routine Inspection
Delco Primary,78754,02/28/2020,100,"12900 DESSAU RD
AUSTIN, TX 78754
(30.398176, -97.642067)",2801854,Routine Inspection
Lou's Bodega,78702,01/28/2020,94,"1900 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25706, -97.724453)",12093095,Routine Inspection
Speedy Mart,78750,03/02/2018,95,"10300 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447158, -97.804346)",2803804,Routine Inspection
Subway,78752,12/07/2018,93,"7020 EASY WIND DR
AUSTIN, TX 78752
(30.338555, -97.719075)",11780819,Routine Inspection
"Grove Wine Bar and Kitchen, The",78701,05/12/2017,79,"800 W 6TH ST
AUSTIN, TX 78701
(30.2704, -97.750976)",11297105,Routine Inspection
Elmcroft of Austin,78745,10/10/2019,100,"7017 MANCHACA RD
AUSTIN, TX 78745
(30.200923, -97.80719)",11905686,Routine Inspection
Colonial Gardens of Austin A-1,78727,01/29/2019,92,"3700 ADELPHI LN
AUSTIN, TX 78727
(30.421112, -97.714846)",11713509,Routine Inspection
TCBY,78701,05/08/2018,99,"303 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281383, -97.740746)",2801749,Routine Inspection
Lucy's Fried Chicken,78734,03/17/2020,95,"2900 N FM 620 RD
AUSTIN, TX 78734",11403648,Routine Inspection
Applebee's,78744,04/30/2019,93,"6315 S IH
AUSTIN, TX 78744",10870122,Routine Inspection
"Patika Coffee, LLC",78704,01/12/2018,97,"2159 S LAMAR BLVD
AUSTIN, TX 78704
(30.247678, -97.772678)",11213569,Routine Inspection
Caffe Medici,78704,03/08/2018,94,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255454, -97.761872)",11353321,Routine Inspection
"VV - AC VIP Marina, LLC",78641,07/21/2017,100,"16107 FM
UNIT B VOLENTE, TX 78641",10406162,Routine Inspection
Viva Food Mart - Taqueria,78753,08/14/2018,87,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",11570417,Follow-Up Inspection
Javelina,78701,12/21/2017,90,"69 RAINEY ST
AUSTIN, TX 78701
(30.258136, -97.739008)",10708039,Routine Inspection
Daily Food Store,78721,06/22/2018,93,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272251, -97.691247)",2803877,Routine Inspection
Salata,78759,02/04/2019,91,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",11105285,Routine Inspection
McDonald's Restaurant at North Lamar,78753,07/26/2017,93,"9422 N LAMAR BLVD
AUSTIN, TX 78753
(30.364105, -97.696449)",11348389,Routine Inspection
Pret Manger,78751,02/14/2019,93,"5301 N LAMAR BLVD
AUSTIN, TX 78751
(30.321271, -97.729274)",10596854,Routine Inspection
University Towers,78705,01/30/2019,86,"801 W 24TH ST
AUSTIN, TX 78705
(30.288042, -97.746267)",10814775,Routine Inspection
Wendy's W123,78702,10/28/2019,90,"619 N IH
AUSTIN, TX 78702",11119164,Routine Inspection
Whataburger #346,78704,03/07/2019,96,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258513, -97.750505)",2800311,Routine Inspection
Travel Lodge,78741,12/11/2017,96,"2915 S IH
AUSTIN, TX 78741",10994739,Routine Inspection
Child Inc. - Rosewood Zaragosa,78702,06/22/2018,97,"2800 WEBBERVILLE RD
AUSTIN, TX 78702
(30.265057, -97.709684)",2800504,Routine Inspection
7-Eleven Convenience Store # 36612A,78752,02/23/2018,89,"6707 CAMERON RD
AUSTIN, TX 78752
(30.322544, -97.694393)",11459860,Routine Inspection
Nightcap,78703,10/26/2018,92,"1401 W 6TH ST
AUSTIN, TX 78703
(30.273946, -97.760331)",11444601,Routine Inspection
Tacodeli III,78756,06/12/2017,97,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.310352, -97.739751)",10423805,Routine Inspection
Stepping Stone School XVIII,78748,03/29/2018,100,"9325 ALICE MAE LN
AUSTIN, TX 78748
(30.165711, -97.794227)",11273477,Routine Inspection
Eastside King,78758,03/09/2018,82,"11601 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401654, -97.722538)",11478841,Routine Inspection
