Application Type,Application Number,Process Date,Approved Date,Project Name,Comments,WSSC Map,Tax Map,Site Area,Proposed Disturbed Area,Proposed Impervious Area,Current Zoning,Proposed Zoning,Current Land use,Proposed Land Use,Watershed,State Water Use,Tributary,Requested Waiver,Resubmittal,Revision,Onsite Quantity Control,Quantity Control,Onsite Quality Control,Quality Control,Quantity Waiver Proposed,Quantity Waiver Acres Proposed,Quality Waiver Proposed,Quality Waiver Acres Proposed,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Work Location
STORMWATER CONCEPT,234611,10/01/2008,,SHERWOOD ELEMENTARY SCHOOL,,224NW02,JT22,10.7,1.8,0.4,RE-2,RE-2,SCHOOL,SCHOOL,NWB,RECREATION TROUT,,N,N,N,N,2.0,N,2.0,N,0.0,N,0.0,1403,,OLNEY SANDY SPRING,RD,,SANDY SPRING,MD,20860,
STORMWATER CONCEPT,211452,02/24/2004,11/30/2005,HERMITAGE,Parcel N265; Lots proposed 19-24/4,217NW2,JR121,1.8,1.9,0.4,R-90,R-90,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,N,0.0,Y,0.0,N,0.0,Y,1.9,13220,,EWOOD,LN,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,269035,10/14/2014,,White Oak Town Center,Customer wants to continue the review process via ePlans.&nbsp;,216,KQ23,7.0,7.2,5.8,,,,,PBR,,,N,N,N,Y,7.0,Y,7.0,N,0.0,N,0.0,12345,,COLUMBIA,PIKE,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,219986,08/12/2005,02/21/2007,MAINHART PROPERTY,Parcel P520,224NW08,GT122,3.3,3.5,1.7,RT12.5,RT12.5,SF RESID,MF RESID,GSC,GENERAL USE,,N,N,N,Y,3.3,Y,3.3,N,0.0,N,0.0,17720,,WASHINGTON GROVE,LN,,GAITHERSBURG,MD,20877,
STORMWATER CONCEPT,231033,03/29/2007,06/15/2007,COMMERCE BANK-ASPEN HILL,,218NW04,HR42,0.8,0.8,0.5,C-2,C-2,COMMERC,COMMERC,LRC,GENERAL USE,,N,N,N,Y,0.8,Y,0.8,N,0.0,N,0.0,13800,,GEORGIA,AVE,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,230973,03/21/2007,08/22/2007,AHMADIYYA MOVEMENT IN ISLAM,,220NE02,KS121,16.7,4.8,0.3,RE-1,RE-1,WORSHIP,WORSHIP,PBR,NATURAL TROUT,LEFT FORK,N,N,N,Y,16.7,Y,16.7,N,0.0,N,0.0,15000,,GOOD HOPE,RD,,SILVER SPRING,MD,20905,
STORMWATER CONCEPT,205260,04/17/2002,04/18/2002,CHESTNUT HILLS,Lots 15-17,214NW1.5,JQ121,0.9,0.9,0.3,R-60,R-60,,,SCR,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.9,Y,0.9,,,,,,,,,"WHEATON LANE & JEWETT STREET, LOTS 15-17"
STORMWATER CONCEPT,204939,02/25/2002,03/26/2002,HOWARD HUGHES MEDICAL INSTITUT,"5/7/03 Reconfirmation, Parcels A, P60, 212. Revision submitted 9/11/06. HOLDING FOR ADDITIONAL FEE OF $236.50. Balance of fee paid 9/27/06. Revision approved 1/10/07",210NW4,HN343,36.2,4.5,1.5,R-90,R-90,PRI INST,PRI INST,LRC,GENERAL USE,,N,N,N,Y,7.6,Y,7.6,N,0.0,N,0.0,4000,,JONES BRIDGE,RD,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,225474,04/14/2006,08/16/2006,FAIRLAND RD/BATCHELORS FOREST,Parcel P920,218NE03,KR342,2.5,1.8,0.4,R-200,R-200,RESID,RESID,PBR,NATURAL TROUT,,N,N,N,N,0.0,Y,2.1,N,0.0,N,0.0,2115,,FAIRLAND,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,281613,01/08/2016,01/22/2016,Little Falls Swim Club,,,,0.0,0.0,0.0,,,,,LFB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,5001,,LITTLE FALLS,DR,,BETHESDA,MD,20816,
STORMWATER CONCEPT,203608,04/24/2001,11/30/2001,KOREAN JOOAN PRESBYTERIAN,"lots 6, 7, 8/F",223NW07,GT41,2.7,1.8,0.7,R-200,R-200,RESID,CHURCH,URC,RECREATION TROUT,,N,N,N,Y,1.8,Y,0.6,N,0.0,N,0.0,6904,,MUNCASTER MILL,RD,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,237428,03/02/2010,11/03/2010,CHEVY CHASE SECTION 4 5/37-39,,209NW04,HN342,1.3,1.3,0.3,R-60,R-60,RESIDENT,RESIDENT,LRC,GENERAL USE,,N,Y,N,Y,1.3,Y,1.3,N,0.0,N,0.0,7206,,MEADOW,LN,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,251471,03/14/2013,05/28/2013,FALLS ROAD LOCAL PARK,PARKING LOT EXPANSION,216NW08,FQ563,19.3,2.8,1.6,R-150,R-150,PARK,PARK,WBR,,,N,N,N,Y,2.8,Y,2.8,N,0.0,N,0.0,12600,,FALLS,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,212547,05/03/2004,05/19/2004,FARI ESTATES,"Parcel 235, Proposed Lots 1-8; Revision approved 9/9/04. 2nd revision submitted 4/11/06, proposed 1-7. Approved 5/23/06",217NE1,JR61,2.8,2.4,0.6,R-90,R-90,VACANT,RESID,PBR,NATURAL TROUT,,N,N,Y,N,0.0,Y,0.6,N,0.0,N,0.0,,,,,,,,,"EAST RANDOLPH ROAD, 140 FT EAST OF BURKHART STREET (PARCEL 235)"
STORMWATER CONCEPT,256533,09/06/2013,01/15/2014,WATKINS MILL ELEMENTARY SCHOOL,,226NW10,FU41,10.1,1.8,1.0,T-S,T-S,SCHOOL,SCHOOL,GSC,,,N,Y,N,Y,1.8,Y,1.8,N,0.0,N,0.0,19001,,WATKINS MILL,RD,,MONTGOMERY VILLAGE,MD,20886,
STORMWATER CONCEPT,237759,05/05/2010,,MONTGOMERY CO ANIMAL SHELTER,"MONTGOMERY COUNTY ANIMAL SHELTER - PARCEL 162
***THIS SHOULD HAVE BEEN LOADED IN AS AN SPA PROJECT!  ALL FEES FOR THIS PROJECT WILL REFLECT SPA CHARGES.ctc***FWQP SUBMITTED FOR REVIEW 6/28/2010 ctc***",225NW07,GT 34,48.2,7.4,2.1,RE-1,RE-1,VACANT,ASHELTER,URC,NATURAL TROUT,,N,N,N,Y,7.0,Y,7.0,N,0.0,N,0.0,7315,,MUNCASTER MILL,RD,,GAITHERSBURG,MD,20879,"MUNCASTER MILL ROAD, GAITHERSBURG, MD 20879 (PARCEL 162)"
STORMWATER CONCEPT,216991,03/17/2005,04/20/2005,ALLANWOOD,Lot 1/H; Proposed Lot 12 & 13/H,221NW02,JS12,1.3,0.3,0.1,R-200,R-200,,,NWB,RECREATION TROUT,,N,N,N,Y,0.3,Y,0.1,N,0.0,N,0.0,15704,,ALLANWOOD,DR,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,255133,07/19/2013,11/12/2013,7340 WISCONSIN AVENUE,PROPOSED 14 STORY RESIDENTIAL BLDG WITH GROUND FLOOR RETAIL SHOPS AND 4 LEVELS OF BELOW GRADE PARKING.,209NW05,HN22,0.4,0.6,0.6,CBD-2,CBD-2,COMM,COMM,,GENERAL USE,,N,N,N,N,0.0,Y,0.6,Y,0.6,N,0.0,7340,,WISCONSIN,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,200771,02/22/2000,07/19/2000,PANAGOS TRACT/KENTDALE ESTATES,"Revision Lots 43-57; Parcels 764, 929, 966////REVISION:  2/27/2012-- ONE LOT 0.588 ACRES",204NW9,FQ561,11.9,8.4,2.2,RE-2,R-200,RESID,RESID,CJC,GENERAL USE,BUCK BRNCH,N,N,N,Y,11.9,Y,11.9,N,0.0,N,0.0,,,,,,,,,"AT THE INTERSECTION OF WILLOWBROOK DR & BELLS MILL RD IN POTOMAC, MD"
STORMWATER CONCEPT,251411,03/13/2013,,SHADY GROVE STATION - WEST,,222NW08,GS23,44.8,44.4,38.8,TMX-2,TMX-2,INSTITUT,MIXED,URC,,,N,N,N,Y,0.0,Y,0.0,N,0.0,N,0.0,,,,,,,,,INTERSECTION OF SHADY GROVE ROAD & CRABBS BRANCH WAY
STORMWATER CONCEPT,231367,05/17/2007,07/03/2007,AVERY VILLAGE,,221NW06,GS62,4.2,1.0,0.2,RE-2,RE-2,RESID,RESID,URC,RECREATION TROUT,NORTH BR,N,N,N,Y,4.2,Y,4.2,N,0.0,N,0.0,5926,,SERENITY,LN,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,269935,11/13/2014,08/20/2015,Mount Prospect,,217NW12,ER561,9.5,3.9,0.6,RE-2,RE-2,Resident,Resident,WBR,GENERAL USE,,N,N,N,Y,3.9,Y,3.9,N,0.0,N,0.0,12230,,MCCROSSIN,LN,,ROCKVILLE,MD,20854,
STORMWATER CONCEPT,233240,03/19/2008,01/15/2009,DAY PROPERTY-PARCEL 100,New Residential Development - REVISION TO SWM CONCEPT FOR 10 PROPOSED SINGLE FAMILY HOUSES ALONG WITH ASSOCIATED DRIVEWAYS &amp; A PUBLIC ROADWAY PROCESSED ON 10/11/2013 FOR REVIEW,221NW06,GS562,52.3,23.1,3.6,RE-2,RE-2,RESID,RESID,URC,RECREATION TROUT,,N,N,Y,Y,23.1,Y,23.1,N,0.0,N,0.0,16000,,AVERY,RD,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,238896,10/11/2010,11/23/2010,EVANS PKWY NEIGHBORHOOD PARK,,213NE02,JP13,7.3,7.3,0.0,R-60,R-60,PARK,PARK,SCR,GENERAL USE,WHEATON BR,N,N,N,N,0.0,Y,7.3,N,0.0,N,0.0,,,,,,,,,"EVANS PARKWAY AND GEORGIA AVE, SILVER SPRING, MD  20902"
STORMWATER CONCEPT,204591,12/19/2001,01/17/2002,ST. ANDREWS CHURCH,Parcel N625,215NW2,JQ122,10.0,1.1,0.2,R-90,R-90,CHURCH,CHURCH,SCR,GENERAL USE,,N,N,N,N,0.0,Y,0.2,Y,0.2,N,0.0,11600,,KEMP MILL,RD,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,273736,03/25/2015,04/30/2015,GAME PRESERVE,,226NW10,FU31,11.1,1.5,0.0,R-200,R-200,,,LSC,,,N,N,N,Y,34.9,N,0.0,N,0.0,N,0.0,,,,,,,,,"STEDWICK ROAD, MONTGOMERY VILLAGE, MD"
STORMWATER CONCEPT,207456,03/17/2003,03/26/2003,BEL PRE SCHOOL,Block 10,218NW03,HR62,7.2,0.6,0.2,R-150,R-150,SCHOOL,SCHOOL,NWB,RECREATION TROUT,,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,13801,,RIPPLING BROOK,DR,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,234430,09/03/2008,11/26/2008,WENDY'S COLESVILLE,,217NE01,JR51,0.5,0.5,0.4,C-1,C-1,RES,COM,PBR,NATURAL TROUT,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,20,,RANDOLPH,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,218627,06/01/2005,06/13/2005,NORTHWOOD H S BASEBALL FIELD,Baseball field,214NW01,JQ31,29.4,3.6,0.0,R-60,R-60,SCHOOL,SCHOOL,NWB,RECREATION TROUT,,N,N,N,Y,3.1,Y,3.1,N,0.0,N,0.0,919,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901,
STORMWATER CONCEPT,281901,04/18/2016,10/17/2016,LAUREL HILL,,,,1.9,0.0,0.0,,,,,CJC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,9220,,SEVEN LOCKS,RD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,282807,03/15/2017,03/24/2017,Germantown Park - WRE 12-22#11165,,,,2.4,0.0,0.0,,,,,,,GUNNERS BR,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"Intersection of Mateny Road and Dairymaid Drive, Germantown, MD 20874"
STORMWATER CONCEPT,216990,03/17/2005,09/08/2005,LAYHILL OVERLOOK,"Pt of Lots 3, 4, & 5; Revision submitted 10/19/05; recomfirmation submittal on 05/14/2008 // REVISION SUBMITTED 5/21/2010",219NW03,HR563,16.0,12.3,5.3,PD-2,,WOR/SFD,RES/INST,NWB,RECREATION TROUT,,N,N,N,Y,16.6,Y,9.9,N,0.0,N,0.0,3031,,BEL PRE,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,233595,05/07/2008,,EZ STORAGE/ LANSDALE,,224NW01,JT342,1.8,1.5,1.2,C-2,C-2,COMMERC,COMMERC,NWB,RECREATION TROUT,,N,N,N,Y,1.7,Y,1.7,N,0.0,N,0.0,,,,,,,,,OLNEY SANDY SPRING ROAD (MD ROUTE 108)
STORMWATER CONCEPT,234081,07/21/2008,04/03/2009,TD BANK OLNEY,,224/225N,HT52,13.0,13.0,11.6,,,SHOP CTR,SHOP CTR,HWR,RECREATION TROUT,,N,N,N,Y,13.0,Y,8.0,N,0.0,N,0.0,18100,,TOWN CENTER,DR,,OLNEY,MD,20832,
STORMWATER CONCEPT,216133,02/04/2005,03/01/2005,ALTA VISTA,Proposed Lots 22 & 23/D,211NW05,HP121,0.5,0.4,0.2,,,,,LRC,GENERAL USE,,N,N,N,Y,0.5,N,0.0,N,0.0,Y,0.5,5221,,LOCUST,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,235751,05/20/2009,,IGLESIA EVANGELICIA BEREU,,221NW3,HS62,0.0,0.2,0.0,R-200,R-200,RES,CHURCH,NWB,RECREATION TROUT,,N,N,N,Y,0.2,Y,0.2,N,0.0,N,0.0,2630,,NORBECK,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,200947,03/27/2000,03/28/2000,WHEATON WOODS ELEM. SCHOOL,,217NW4,HR341,8.0,0.5,0.2,R-60,R-60,PUB SCH,PUB SCH,LRC,GENERAL USE,,Y,N,N,N,0.0,Y,0.5,Y,0.5,N,0.0,4510,,FAROE,PL,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,268157,09/11/2014,02/11/2016,OFFUTT ESTATES,RECONFIRMATION Application&nbsp;submission: 12/08/2017.,214NW5,HQ121,0.5,1.1,0.6,RT12.5,RT12.5,SF,Town Hou,LRC,GENERAL USE,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,5421,,HILLERY,WAY,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,200705,02/01/2000,02/04/2000,GREENLEA HEIGHTS,,,,1.9,1.2,0.4,R-200,R-200,,,CJC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,2.0,Y,2.0,,,,,,,,,"ON GREEN TREE RD, EAST OF SEVEN LOCKS RD, LOTS 14, 15, 16/A"
STORMWATER CONCEPT,207474,03/19/2003,04/10/2003,PAINT BRANCH HIGH SCHOOL,Parcel P895,218NE03,KR43,33.6,1.4,0.2,R-200,R-200,SCHOOL,SCHOOL,PBR,NATURAL TROUT,,N,N,N,N,0.0,Y,1.4,Y,1.4,N,0.0,14201,,OLD COLUMBIA,PIKE,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,207121,12/31/2002,02/02/2005,VILLAGE OF POTOMAC,"Parcels P533, P534",212NW10,FP342,0.5,0.5,0.1,R-200,R-200,,,ROR,GENERAL USE,,Y,N,N,N,0.0,N,0.0,Y,0.5,Y,0.5,9900,,RIVER,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,269235,10/16/2014,12/11/2014,WOODMONT LOT 663,,210NW05,HN23,1.0,0.5,0.0,CR,CR,OFFICE,OFFICE,LRC,GENERAL USE,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,4907,,RUGBY,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,237075,12/21/2009,10/01/2010,1000 WESTMORE INDUSTRIAL PARK,***************** REVISION TO S/W SUBMITTED 2/15/2011 ******************,219NW07,GR343,10.0,0.0,0.0,I-1,I-1,INDUSTRI,INDUSTRI,URC,RECREATION TROUT,,N,N,N,Y,10.0,Y,10.0,N,0.0,N,0.0,1000,,WESTMORE,AVE,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,235443,03/26/2009,04/08/2009,"CHINMAYA MISSION, PARCEL B",*********** REVISION SUBMITTED 1/26/2011 **************,,JS561,4.2,1.3,0.2,RE-2C,RE-2C,CHURCH,CHURCH,NWB,RECREATION TROUT,,N,N,N,Y,1.3,Y,1.3,N,0.0,N,0.0,46,,NORWOOD,RD,,SILVER SPRING,MD,20905,
STORMWATER CONCEPT,280215,10/14/2015,,Gateway Center Silver Spring,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"Downtown Silver Spring Gateway/Southeast corner of Colesville Road and Georgia Avenue/Silver Spring, MD 20910"
STORMWATER CONCEPT,240405,06/08/2011,,WESTBROOK ELEM. SCHOOL,"Westbrook Elementary SchoolRevision submitted 8/29/2011 to replace two outdated existing oil/grit seperators with Montgomery County seperator sand filters due to using different RV etc.

Resubmission of revision to S/W Concept submitted 9/20/2011",207NW5,HM123,9.7,3.4,1.5,R-60,R-60,INSTITUT,INSTITUT,LFB,GENERAL USE,,N,N,N,Y,2.2,Y,2.2,N,0.0,N,0.0,5110,,ALLAN,TER,,BETHESDA,MD,20816,
STORMWATER CONCEPT,218557,05/26/2005,06/22/2005,POTOMAC INTERCEPTOR [SITE 17],"Odor Abatement Program, Parcel P369",208NW08,GN11,23.0,0.4,0.0,,,,,PRD,GENERAL USE,,N,N,N,N,0.0,Y,0.3,N,0.0,N,0.0,,,,,,,,,MACARTHUR BLVD 000000M [SITE 17]
STORMWATER CONCEPT,226182,05/19/2006,10/02/2014,MILLER PROPERTY,Parcel P606,221NW14,ES122,15.2,3.1,0.9,,,,,GSC,GENERAL USE,,N,N,N,Y,15.2,Y,15.2,N,0.0,N,0.0,13635,,DARNESTOWN,RD,,GAITHERSBURG,MD,20878,
STORMWATER CONCEPT,282887,04/10/2017,07/12/2018,MONTGOMERTY VILLAGE CENTER,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,MONTGOMERY VILLAGE AVENUE (1900 BLOCK)
STORMWATER CONCEPT,264535,05/20/2014,07/02/2014,GERMANTOWN PARK SWM POND,GERMANTOWN PARK SWM POND (MCDEP ASSET# 11156),225NW12,ET43,1.2,0.0,2.8,,,,,GSC,,,N,N,N,Y,8.3,Y,8.3,N,0.0,N,0.0,,,,,,,,,"NORTHEAST OF RED PEPPER COURT, SOUTHEAST OF NUTMEG PLACE

GERMANTOWN, MD 20874"
STORMWATER CONCEPT,235619,04/24/2009,,BERMAN PROP / WILLERBURN ACRES,REVISION SUBMITTED 8/11/2010,215NW8,GQ122,4.3,1.6,0.6,R-90,,"RES,SFD","RES,SFD",CJC,GENERAL USE,13,N,Y,Y,Y,2.1,Y,2.1,N,0.0,N,0.0,,,,,,,,,"GAINSBOROUGH ROAD, POTOMAC, MD  20854"
STORMWATER CONCEPT,232461,10/26/2007,04/16/2008,ACADEMY CHILD DEVELOPMENT CTR,,218NW10,FR343,0.5,0.6,0.3,R-90,R-90,RESIDENT,PKG LOT,MBR,GENERAL USE,SHADY BR,N,N,N,N,0.0,Y,0.5,Y,0.5,N,0.0,10109,,DARNESTOWN,RD,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,252133,04/02/2013,05/24/2013,POPLAR RUN,,217NW1,JR121,4.9,4.9,1.0,R-200,R-200,,,NWB,RECREATION TROUT,,N,N,N,Y,4.9,Y,4.9,N,0.0,N,0.0,,,,,,,,,TIVOLI LAKE BLVD BETWEEN HUGO CIRCLE AND REDSPIRE DRIVE
STORMWATER CONCEPT,237329,02/09/2010,05/19/2010,NORWOOD SCHOOL,Site Development / Stormwater Management Plan ePermits/ePlans revision application submitted as of 04/27/2018,211NW08N,FP561,38.1,0.0,0.0,RE-2,RE-2,SCHOOL,SCHOOL,CJC,GENERAL USE,,N,Y,N,N,0.0,N,0.0,N,0.0,N,0.0,8821,,RIVER,RD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,283698,03/01/2018,04/03/2018,,"Customer Wants To Use ePlans,New Church to built on property. All buildings to b eon recorded Lot 3. Septic areas to be on recorded lot 4Stormwater Concept/SD Plan Combo",,123,13.1,4.6,0.0,RE-2,RE-2,,,HWR,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,20533,,ZION,RD,,BROOKEVILLE,MD,20833,
STORMWATER CONCEPT,283281,09/05/2017,09/28/2017,7359 WISCONSIN AVE,,,,0.8,1.1,1.1,CR,CR,Commerci,Commerci,LRC,GENERAL USE,,N,N,N,N,0.0,Y,1.1,Y,1.1,N,0.0,7359,,WISCONSIN,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,230469,01/11/2007,10/02/2014,JACKSON ACRES,Parcel 444,217NE02,KR11,0.9,0.5,0.1,R-90,R-90,VACANT,RESID,PBR,NATURAL TROUT,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,1327,,SMITH VILLAGE,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,239006,10/27/2010,07/12/2012,MARTEN'S PROPERTY,REVISION SUBMITTED 7/12/2012,227NW13,EU32,26.5,27.2,14.1,RMX-2,RMX-2,OPEN/STO,RES/COMM,LSC,NATURAL TROUT,,N,N,N,Y,25.3,Y,21.5,N,0.0,N,0.0,19430,,WATERS,RD,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,256153,08/20/2013,03/31/2014,PLEASANT PLAINS - LOT 4,"PROPOSED SFD AND DRIVEWAY ON LOT 4, (PARCEL 404)",233NW07,GW32,15.1,1.9,0.4,RDT,RDT,VACANT,RES-SFD,GSC,GENERAL USE,,N,Y,N,Y,1.6,Y,1.6,N,0.0,N,0.0,7209,,HAWKINS CREAMERY,RD,,GAITHERSBURG,MD,20882,
STORMWATER CONCEPT,283073,06/15/2017,10/20/2017,BANK OF AMERICA WALNUT HILL,"Stormwater Management Concept / Site Development Plan Combo

Customer Wants To Use ePlans, New Commercial Building (Bank of America) with Drive-Through",,563,0.4,0.4,0.0,CRT,CRT,,,PIB,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,South Frederick Avenue and North Westland Drive
STORMWATER CONCEPT,280375,10/19/2015,,Cashell Estates,,,,2.0,2.0,0.0,RE-1,,RES,RES,URC,RECREATION TROUT,,N,N,N,Y,2.0,Y,2.0,N,0.0,N,0.0,7009,,GARRETT,RD,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,219607,07/25/2005,12/22/2005,LAKE POTOMAC,"Lot 27/B, Parcel P270",214NW12,EQ61,5.6,3.6,2.1,,,,,WBR,GENERAL USE,,N,N,N,Y,5.6,Y,5.6,N,0.0,N,0.0,12219,,RIVER,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,207102,12/24/2002,01/23/2003,MAPLE RIDGE TOWNHOMES,"Burnt Mills, Parcels P491, P533, P545",214NE1,,8.1,6.2,4.0,RT-8.0,RT-8.0,,,NWB,RECREATION TROUT,,N,N,N,Y,6.0,Y,6.0,N,0.0,N,0.0,,,,,,,,,"BURNT MILLS, ADJACENT TO LOCKWOOD DR ACROSS FROM ARRINGTON DR."
STORMWATER CONCEPT,238450,08/06/2010,09/28/2010,KENSINGTON NURSING HOME PROP,,,,0.4,0.3,0.1,R-60,R-60,NURS HO,NUR/RES,LRC,GENERAL USE,,N,N,N,Y,0.4,Y,0.4,N,0.0,N,0.0,3000,,MCCOMAS,AVE,,KENSINGTON,MD,20895,
STORMWATER CONCEPT,218128,05/10/2005,06/30/2005,BEL PRE ESTATES,Parcels 630 & 722; Proposed Lots 1-8,219NW03,,4.3,1.8,0.6,RE-2,RE-2C,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,Y,4.3,Y,4.3,N,0.0,N,0.0,2621,,BEL PRE,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,240591,07/01/2011,11/02/2012,OLNEY ASSISTED LIVING,Assisted Living Facility,223NW03,HT561,3.5,3.2,1.3,R-200,R-200,VACANT,CARE,URC,NATURAL TROUT,,Y,N,Y,Y,3.5,Y,3.5,Y,0.3,Y,0.3,,,,,,,,,"GEORGIA AVENUE, SOUTH OF OLD BALTIMORE ROAD IN OLENY, MD"
STORMWATER CONCEPT,274016,04/02/2015,04/13/2015,SOUTH LAKE ELEMENTARY SCHOOL,,225NW09,FT53,10.2,0.2,0.1,T-S,T-S,EC,EC,GSC,,,N,N,N,Y,0.0,Y,0.1,N,0.0,N,0.0,18201,,CONTOUR,RD,,MONTGOMERY VILLAGE,MD,20886,
STORMWATER CONCEPT,242985,05/15/2012,09/28/2012,TAKOMA PARK METAPHYSICAL CHAPEL,"TAKOMA PARK METAPHYSICAL CHAPEL - LOT 1, HILLANDALE SECTION 4 SUBDIVISION",213NE02,KP23,1.2,1.2,0.0,R-90,R-90,CHURCH,CHURCH,PBR,NATURAL TROUT,,N,N,Y,Y,1.2,Y,1.2,N,0.0,N,0.0,1901,,POWDER MILL,RD,,SILVER SPRING,MD,20903,
STORMWATER CONCEPT,206654,09/23/2002,10/11/2002,CALVERTON,Lots 17-20/29,216NW4,,1.5,1.3,0.4,R-90,R-90,SF,SF,LPB,GENERAL USE,,N,N,N,Y,1.5,Y,1.5,N,0.0,N,0.0,,,,,,,,,FAIRLAND ROAD
STORMWATER CONCEPT,204040,08/02/2001,06/11/2002,PIEDMONT CROSSING - PHASE I,"Parcels P433, P543, N759, N725, P615; 3rd revision approved 5/25/04 - 3RD REVISION PROCESSED 08/09/2006 -",223NW8,GT121,65.6,16.0,5.7,R-90,R-90,,RESIDENT,URC,NATURAL TROUT,,N,N,Y,Y,16.0,Y,16.0,N,0.0,N,0.0,,,,,,,,,"AMITY DRIVE, 250 FEET WEST OF BOUNDING BEND COURT, PARCELS P433, P543, N759, N725, P615"
STORMWATER CONCEPT,283602,01/24/2018,02/15/2018,CHABAD CENTER OF BETHESDA,"Stormwater Management Concept / Site Development Stormwater Management Plan

Customer Wants To Use ePlans,Project proposes to convert existing single family residence to a Place of Worship.",,22,0.9,0.3,0.0,R-90,R-90,,,LFB,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,5324,,GOLDSBORO,RD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,214023,08/18/2004,11/08/2004,"WOODLAKE, SECTION 1",Parcel J:  Revision approved 5/26/05,219NE4,KR52,3.9,3.6,2.0,R-H,R-H,VACANT,APTS,LPB,GENERAL USE,,N,N,N,Y,3.9,Y,3.9,N,0.0,N,0.0,,,,,,,,,"CASTLE BLVD NORTH OF BRIGGS CHANEY, EAST OF RT 29"
STORMWATER CONCEPT,203426,03/19/2001,08/08/2008,MATTHEW HENSON #1 SANDFILTER,Matthew Henson #1 Sand filter,217NW03,HR561,22.4,2.5,0.0,R-60,R-60,CONSERVA,CONSERVA,LRC,GENERAL USE,,N,N,N,N,0.0,Y,105.0,N,0.0,N,0.0,,,,,,,,,13400 BLOCK OF GEORGIA AVE
STORMWATER CONCEPT,231965,08/01/2007,,ZIMMERMAN CENTER,,,,5.1,5.4,3.2,I-1,I-1,VACANT,OFFICE,LPB,GENERAL USE,,N,N,N,Y,5.1,Y,5.1,N,0.0,N,0.0,,,,,,,,,CORNER OF STAR POINT DRIVE AND ROUTE 198
