Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2043 Independence St,2043 Independence St,Accessory STR,2,4,07/16/2020 11:59:59 PM,"(29.976398947661, -90.0349185971235)",3691911.47,539238.62
2508 Dauphine St,2508 Dauphine St,Accessory STR,3,6,08/18/2020 11:59:59 PM,"(29.9658010343872, -90.0515849903002)",3686678.22,535325.42
4711 Venus St,4711 Venus St,Temporary STR,2,4,11/17/2020 11:59:59 PM,"(30.0073028131727, -90.0513308057473)",3686589.85,550417.94
3715 Magazine St,3715 Magazine St,Commercial STR,2,4,11/13/2020 11:59:59 PM,"(29.9217297397993, -90.0937402501267)",3673504.34,519152.61
2850 Annunciation St,2850 Annunciation St,Accessory STR,1,2,09/13/2020 11:59:59 PM,"(29.9229243546863, -90.0816637058543)",3677324.98,519628.6
339 Carondelet St Unit 4F,339 Carondelet St Unit 4F,Commercial STR,1,2,10/16/2020 11:59:59 PM,"(29.9511369433853, -90.0717196092223)",3680361.89,529922.26
742 Pleasant St,742 Pleasant St,Accessory STR,1,2,11/26/2020 11:59:59 PM,"(29.9206287046858, -90.0856262932086)",3676078.89,518780.13
123 E. Sprague,123 E. Sprague,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518787926012, -90.0715084393355)",3680425.79,530192.76
2808 N Rampart St,2808 N Rampart St,Accessory STR,2,4,11/12/2020 11:59:59 PM,"(29.9671730007282, -90.0483779823903)",3687688.03,535835.69
3339 Dauphine St,3339 Dauphine St,Accessory STR,2,4,06/04/2020 11:59:59 PM,"(29.963796140259, -90.0415214567715)",3689872.76,534632.15
2163 Sumpter St,2163 Sumpter St,Temporary STR,3,6,06/05/2020 11:59:59 PM,"(30.0051272005873, -90.0604459348106)",3683713.8,549594.64
1416 Erato St,1416 Erato St,Commercial STR,2,4,10/10/2020 11:59:59 PM,"(29.9395106585327, -90.0728984015036)",3680035.11,525690.41
4930 S Galvez St,4930 S Galvez St,Accessory STR,1,2,06/21/2020 11:38:37 AM,"(29.9442185099036, -90.1076539931287)",3669009.52,527282.95
3212 Royal St,3212 Royal St,Accessory STR,1,2,11/06/2020 11:59:59 PM,"(29.9629036451263, -90.043317369112)",3689307.78,534301.2
934 French St,934 French St,Accessory STR,1,2,11/22/2020 11:59:59 PM,"(30.002082539245, -90.1027831799391)",3670326.09,548341.1
4234 Canal St,4234 Canal St,Commercial STR,2,4,05/23/2020 11:59:59 PM,"(29.9758685635199, -90.1032699650762)",3670274.35,538807
337 S Telemachus St,337 S Telemachus St,Accessory STR,2,4,11/12/2020 11:59:59 PM,"(29.9696045611577, -90.0990535563424)",3671633.76,536543.52
900 Bartholomew St Unit 415,900 Bartholomew St Unit 415,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636780343351, -90.0363136065955)",3691522.19,534607.83
1812 Terpsichore St,1812 Terpsichore St,Commercial STR,2,4,05/14/2020 11:59:59 PM,"(29.9398844056846, -90.0788681629008)",3678142.97,525805.57
2433 St Claude Ave c/o Paul Coughlin,2433 St Claude Ave c/o Paul Coughlin,Commercial STR,5,10,11/24/2020 11:59:59 PM,"(29.9698982393295, -90.0676058298448)",3681589.23,536758.93
1668 N Broad St,1668 N Broad St,Commercial STR,3,6,10/23/2020 11:59:59 PM,"(29.9803813984315, -90.0740459186106)",3679508.35,540548.54
4416 S Galvez St,4416 S Galvez St,Accessory STR,2,4,11/26/2020 11:59:59 PM,"(29.9444332729336, -90.1045836242571)",3669981.04,527371.46
7001 Pritchard Pl,7001 Pritchard Pl,Accessory STR,2,4,10/13/2020 11:59:59 PM,"(29.9548819035509, -90.1106407645757)",3668022.26,531150.46
600 Canal St APT 405,600 Canal St APT 405,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.952439615297, -90.0685369711525)",3681364.5,530407.07
1417 Royal St,1417 Royal St,Accessory STR,3,6,05/17/2020 11:59:59 PM,"(29.9638458995986, -90.0596432204765)",3684134.72,534586.01
2505 Upperline St,2505 Upperline St,Commercial STR,3,6,11/21/2020 11:59:59 PM,"(29.93511727279, -90.1071580070144)",3669202.01,523975.08
"1722 Martin Luther King, Jr Blvd","1722 Martin Luther King, Jr Blvd",Accessory STR,1,2,07/28/2020 11:59:59 PM,"(29.9400080827045, -90.0773703181116)",3678616.85,525855.74
2425 Bayou Rd,2425 Bayou Rd,Commercial STR,3,6,07/18/2020 11:59:59 PM,"(29.9752356529511, -90.0755615457774)",3679049.08,538672.08
2835 Ap Tureaud Ave,2835 Ap Tureaud Ave,Accessory STR,3,6,10/29/2020 11:59:59 PM,"(29.9869030699576, -90.0675895740239)",3681526.07,542942.59
417 Vallette St,417 Vallette St,Accessory STR,,,06/04/2020 11:59:59 PM,"(29.9516757448625, -90.0492974880258)",3687460.05,530197.06
32 Versailles Blvd,32 Versailles Blvd,Accessory STR,1,2,11/03/2020 11:59:59 PM,"(29.9508866989809, -90.1129693495197)",3667300.37,529689.79
2323 Dauphine St,2323 Dauphine St,Accessory STR,1,2,11/22/2020 11:59:59 PM,"(29.9659294612504, -90.0547202526613)",3685685.01,535361.03
631 Lowerline Street,631 Lowerline Street,Accessory STR,3,6,05/10/2020 11:59:59 PM,"(29.9388134459441, -90.1275530775154)",3662728.34,525250.6
1826 Mcshane Pl,1826 Mcshane Pl,Commercial STR,2,4,05/09/2020 11:59:59 PM,"(29.9679634936047, -90.0607916415686)",3683754.47,536079.28
900 Bartholomew St Unit 514,900 Bartholomew St Unit 514,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636491621112, -90.036288778775)",3691530.17,534597.42
2217 Soniat St,2217 Soniat St,Accessory STR,3,6,11/21/2020 11:59:59 PM,"(29.9344279925367, -90.1092197912276)",3668551.68,523717.45
7100 Sycamore St,7100 Sycamore St,Accessory STR,2,4,05/31/2020 11:59:59 PM,"(29.9497269533964, -90.116009962194)",3666341.98,529257.82
2314 Annunciation St,2314 Annunciation St,Accessory STR,1,2,07/04/2020 02:00:36 PM,"(29.9262593457535, -90.0759778820685)",3679112.7,520861.04
2400 Marengo St,2400 Marengo St,Accessory STR,2,4,11/25/2020 11:59:59 PM,"(29.9346728501389, -90.0995373541153)",3671617.36,523839.38
2918 Gravier St,2918 Gravier St,Commercial STR,3,6,12/11/2019 11:59:59 PM,"(29.9619409270227, -90.094905359529)",3672977.24,533770.9
2000 St Philip St,2000 St Philip St,Accessory STR,2,4,05/20/2020 11:59:59 PM,"(29.9682606737662, -90.0740612666197)",3679551.93,536140.93
2340 General Pershing St,2340 General Pershing St,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9343042255382, -90.1017368956896)",3670922.16,523697.84
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2020 11:59:59 PM,"(29.9468749490493, -90.0685180116884)",3681392.84,528383.62
3313 Constance St,3313 Constance St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(29.9224973145952, -90.0876177781128)",3675440.67,519452.76
514 S Telemachus St,514 S Telemachus St,Accessory STR,2,4,08/15/2020 11:59:59 PM,"(29.9680663008176, -90.1001181159932)",3671302.73,535980.52
1201 Baronne St Unit 5,1201 Baronne St Unit 5,Commercial STR,1,2,08/12/2020 07:37:52 PM,"(29.9426828362743, -90.0765605126641)",3678862.65,526831.19
"1817 Martin Luther King, Jr Blvd","1817 Martin Luther King, Jr Blvd",Commercial STR,2,4,11/05/2020 11:59:59 PM,"(29.9408289824332, -90.0783152735474)",3678314.31,526150.97
1729 Marigny St,1729 Marigny St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(29.9753710095667, -90.05593459372)",3685262.25,538790.04
604 Julia St Ste 102,604 Julia St Ste 102,Commercial STR,1,2,06/20/2020 11:59:59 PM,"(29.9455655242708, -90.070698427847)",3680707.59,527899.85
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2020 11:59:59 PM,"(29.9468580725228, -90.0684359346531)",3681418.9,528377.77
745 Sixth St,745 Sixth St,Accessory STR,,,10/16/2020 11:59:59 PM,"(29.9228334281985, -90.0817723414371)",3677290.93,519595.16
1932 Lapeyrouse St,1932 Lapeyrouse St,Accessory STR,2,4,11/21/2020 11:59:59 PM,"(29.9747974032282, -90.0691739992415)",3681073.08,538534.97
5141 Chamberlain Dr,5141 Chamberlain Dr,Temporary STR,3,6,11/26/2020 11:59:59 PM,"(30.0098569567195, -90.0732403524461)",3679645.5,551269.81
1201 Baronne St Unit 6,1201 Baronne St Unit 6,Commercial STR,1,2,08/12/2020 07:37:39 PM,"(29.9426601536116, -90.076578291508)",3678857.11,526822.88
816 N Dorgenois St,816 N Dorgenois St,Accessory STR,3,6,11/21/2020 11:59:59 PM,"(29.9706287177864, -90.0805502966954)",3677488,536979.52
1670 N Claiborne Ave,1670 N Claiborne Ave,Commercial STR,4,8,11/25/2020 11:59:59 PM,"(29.9727851260964, -90.0637830869391)",3682787.91,537822.1
6321 Patton St,6321 Patton St,Accessory STR,2,4,07/17/2020 11:59:59 PM,"(29.9223578221359, -90.1266968756763)",3663062.52,519269.57
1235 Constance St,1235 Constance St,Accessory STR,2,4,05/29/2020 11:59:59 PM,"(29.9382892993175, -90.0701915135955)",3680897.29,525255.72
339 Carondelet St Apt 2A,339 Carondelet St Apt 2A,Commercial STR,1,2,08/02/2020 11:59:59 PM,"(29.9510567616476, -90.0716544969658)",3680382.83,529893.33
421 Harmony St,421 Harmony St,Commercial STR,4,8,10/13/2020 11:59:59 PM,"(29.9193950993223, -90.0837568692269)",3676675.95,518338
ET Al 1210 Pauline St,ET Al 1210 Pauline St,Accessory STR,2,4,09/06/2020 10:10:25 AM,"(29.9672699114282, -90.0369797310055)",3691296.5,535911.58
506 Opelousas Ave,506 Opelousas Ave,Commercial STR,1,2,10/07/2020 11:59:59 PM,"(29.9488805240997, -90.0502692763063)",3687163.7,529177.17
1111 Louisa St,1111 Louisa St,Commercial STR,,,06/05/2020 11:59:59 PM,"(29.9676207996498, -90.0422375968094)",3689630.34,536020.38
607 Austerlitz St.,607 Austerlitz St.,Accessory STR,1,2,09/19/2020 11:59:59 PM,"(29.9185652870011, -90.0953698729008)",3673000.57,517996.32
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2020 11:59:59 PM,"(29.9468818993739, -90.0683999816302)",3681430.19,528386.56
5860 Colbert St,5860 Colbert St,Accessory STR,2,4,10/23/2020 11:59:59 PM,"(29.9972980110961, -90.1124594146071)",3667282.03,546568.49
925 Common St Unit 908 Unit 908,925 Common St Unit 908 Unit 908,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9538153485274, -90.0725191633896)",3680097.98,530893.44
3031 Esplanade Ave,3031 Esplanade Ave,Accessory STR,3,6,08/25/2020 11:59:59 PM,"(29.979595015303, -90.0830458985207)",3676662.3,540231.38
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,2,4,06/04/2020 11:59:59 PM,"(29.9533156652462, -90.0707830768902)",3680649.73,530717.79
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2020 11:59:59 PM,"(29.9468652257296, -90.0683361538285)",3681450.47,528380.72
1218 Joliet St,1218 Joliet St,Accessory STR,2,4,10/28/2020 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3660990.06,529482.76
4518 Pitt St #New Orleans 70115,4518 Pitt St #New Orleans 70115,Accessory STR,3,6,06/03/2020 11:59:59 PM,"(29.9254578517266, -90.1038750352918)",3670279.48,520473.7
524 Iberville,524 Iberville,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9531562605331, -90.0670154508209)",3681843.43,530672.99
923 St Roch Ave,923 St Roch Ave,Accessory STR,1,2,10/30/2020 11:59:59 PM,"(29.9674499552378, -90.0519346975879)",3686560.79,535923.79
1833 Hastings Pl,1833 Hastings Pl,Commercial STR,2,4,05/09/2020 11:59:59 PM,"(29.9314113225673, -90.0734695420636)",3679886.61,522743.21
435 N Galvez St,435 N Galvez St,Commercial STR,2,4,11/20/2020 11:59:59 PM,"(29.9654071561998, -90.0798087192271)",3677743.56,535083.33
3029 Hudson Pl,3029 Hudson Pl,Accessory STR,3,6,09/15/2020 11:59:59 PM,"(29.9221938529088, -90.0004667556354)",3703047.72,519653.03
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518567137257, -90.0714944763795)",3680430.3,530184.78
2824 Baronne St,2824 Baronne St,Accessory STR,1,2,07/29/2020 11:59:59 PM,"(29.9322543821266, -90.0877841265356)",3675349.41,523000.21
307 Opelousas Ave,307 Opelousas Ave,Accessory STR,1,2,10/23/2020 01:34:02 PM,"(29.948349875086, -90.0533459878007)",3686191.54,528973.31
437 Diana St,437 Diana St,Accessory STR,2,4,07/30/2020 11:59:59 PM,"(29.9442815592392, -90.0511752957313)",3686895.5,527501.61
2924 Orleans Ave,2924 Orleans Ave,Accessory STR,1,1,11/25/2020 11:59:59 PM,"(29.9724441563484, -90.0856517485661)",3675865.66,537622.06
1822 Laharpe St,1822 Laharpe St,Accessory STR,1,2,11/21/2020 11:59:59 PM,"(29.9732274590357, -90.0689389324293)",3681153.8,537964.9
2019 St Ann St,2019 St Ann St,Accessory STR,2,4,11/10/2020 11:59:59 PM,"(29.9670251267132, -90.0756712463708)",3679047.12,535686.04
524 Iberville,524 Iberville,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9531294349562, -90.0670369495135)",3681836.73,530663.16
1919 Sophie Wright Pl Unit 6,1919 Sophie Wright Pl Unit 6,Commercial STR,1,2,09/03/2020 11:59:59 PM,"(29.932080196211, -90.074790123981)",3679465.67,522981.84
2516 Chartres St,2516 Chartres St,Accessory STR,2,4,11/25/2020 11:59:59 PM,"(29.9637782215931, -90.0524127722443)",3686424.35,534586.92
3633 Metairie Ct,3633 Metairie Ct,Commercial STR,2,4,10/24/2020 11:59:59 PM,"(29.9680212231366, -90.0590843152384)",3684294.8,536106.28
"6020 Freret, New Orleans, LA","6020 Freret, New Orleans, LA",Accessory STR,1,2,11/18/2020 11:59:59 PM,"(29.936411668973, -90.1166098372118)",3666203.43,524413.86
3420 Trafalgar St,3420 Trafalgar St,Accessory STR,2,4,09/03/2020 11:59:59 PM,"(29.9874780494927, -90.0801533672377)",3677546.66,543107.96
931 N Claiborne Ave,931 N Claiborne Ave,Commercial STR,3,6,11/26/2020 11:59:59 PM,"(29.9663129168754, -90.0717677701204)",3680285.88,535440.64
311 S Cortez St,311 S Cortez St,Accessory STR,2,4,07/23/2020 11:59:59 PM,"(29.970609827653, -90.0995092392844)",3671485.55,536907.52
900 Bartholomew St Unit 505,900 Bartholomew St Unit 505,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636095320508, -90.0361434441726)",3691576.35,534583.53
505 Frenchmen St Apt 3,505 Frenchmen St Apt 3,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9627655622639, -90.0575706367776)",3684795.33,534200.46
2623 Short St,2623 Short St,Accessory STR,2,4,12/21/2020 11:59:59 PM,"(29.9571034997742, -90.1173559987071)",3665887.26,531935.69
1824 Burgundy St Unit A,1824 Burgundy St Unit A,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9661800675046, -90.0612979344543)",3683601.37,535428.98
7619 Burke Ave,7619 Burke Ave,Temporary STR,4,8,11/04/2020 11:59:59 PM,"(30.0408071991184, -89.990880732354)",3705578.83,562820.5
4760 Baccich St,4760 Baccich St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(30.0084480199516, -90.0479102691806)",3687667.74,550846.51
3011 Ponce De Leon St,3011 Ponce De Leon St,Accessory STR,1,2,11/15/2020 11:59:59 PM,"(29.9804664007975, -90.081804431266)",3677051.86,540552.54
315 S Salcedo St,315 S Salcedo St,Accessory STR,2,2,12/08/2020 11:59:59 PM,"(29.9661720097878, -90.0933527163341)",3673452.21,535314.8
1530 St Roch Ave,1530 St Roch Ave,Accessory STR,2,4,05/21/2020 11:59:59 PM,"(29.9735163695406, -90.0527492698867)",3686278.23,538126.88
334 Carondelet St Unit 211,334 Carondelet St Unit 211,Commercial STR,1,2,03/05/2021 11:59:59 PM,"(29.9508121111939, -90.0713637502216)",3680475.88,529805.38
5107 Conti St Apt A,5107 Conti St Apt A,Commercial STR,,,08/08/2020 11:59:59 PM,"(29.9834829279441, -90.1077102567593)",3668838.98,541560.82
7142 Foch Rd,7142 Foch Rd,Temporary STR,2,4,11/14/2020 11:59:59 PM,"(30.0253139244895, -90.0203417747267)",3696322.47,557078.53
2411 Lapeyrouse St New Orleans,2411 Lapeyrouse St New Orleans,Accessory STR,2,6,11/25/2020 11:59:59 PM,"(29.9778310133824, -90.0729003186508)",3679881.22,539625.11
100 Hathaway Pl,100 Hathaway Pl,Accessory STR,3,6,03/01/2021 11:59:59 PM,"(29.9892167035451, -90.0776205228014)",3678341.51,543748.98
630 St Roch Ave,630 St Roch Ave,Accessory STR,1,2,09/10/2020 11:59:59 PM,"(29.9645944827918, -90.0518965829981)",3686584.47,534885.57
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2020 11:59:59 PM,"(29.9469223272474, -90.0684260258469)",3681421.78,528401.17
2809 Fourth St,2809 Fourth St,Commercial STR,1,2,08/06/2020 11:59:59 PM,"(29.9415334295659, -90.0924818134477)",3673824.98,526358.27
2724 General Pershing St,2724 General Pershing St,Commercial STR,3,6,10/08/2020 11:59:59 PM,"(29.9378452980983, -90.1020821938138)",3670798.96,524984.33
1301 Poland Ave,1301 Poland Ave,Accessory STR,1,2,10/25/2020 01:58:15 PM,"(29.9667212590783, -90.0306747256768)",3693295.03,535734.71
1722 Pauger St,1722 Pauger St,Commercial STR,3,6,05/09/2020 11:59:59 PM,"(29.9678056266332, -90.0606874692877)",3683788.09,536022.24
4704 Perrier St,4704 Perrier St,Accessory STR,3,6,08/21/2020 11:59:59 PM,"(29.9239576672556, -90.105591009061)",3669741.79,519922.35
2124 Palmer Ave,2124 Palmer Ave,Accessory STR,3,6,11/26/2020 11:59:59 PM,"(29.9375649021049, -90.1173620564256)",3665960.74,524830.69
1711 Marigny St,1711 Marigny St,Accessory STR,3,4,11/19/2020 11:59:59 PM,"(29.9749930237589, -90.0559119851319)",3685270.94,538652.67
1629 St Charles Ave apt c,1629 St Charles Ave apt c,Commercial STR,2,4,06/05/2020 12:04:23 PM,"(29.93796557256, -90.0766759950315)",3678844.89,525115.42
1465 N Villere St,1465 N Villere St,Accessory STR,3,6,11/11/2020 11:59:59 PM,"(29.9695426228794, -90.0658527174403)",3682145.71,536635.75
2011 Robert St,2011 Robert St,Accessory STR,1,2,08/17/2020 11:59:59 PM,"(29.9322821910361, -90.1080903891829)",3668917.73,522940.98
326 Camp St Apt 304,326 Camp St Apt 304,Commercial STR,2,4,11/20/2020 11:59:59 PM,"(29.9503011672488, -90.0687349166675)",3681310.4,529628.76
2138 Royal St #4,2138 Royal St #4,Commercial STR,1,2,12/02/2020 02:43:17 PM,"(29.9644813488405, -90.0568966322238)",3685001.79,534826.76
3904 Baronne St,3904 Baronne St,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9288342914049, -90.097116407173)",3672407.03,521724.53
421 Virginia St,421 Virginia St,Temporary STR,1,2,07/18/2020 11:59:59 PM,"(29.984193953351, -90.1081790543038)",3668687.81,541817.79
416 Nashville Ave,416 Nashville Ave,Accessory STR,1,2,10/16/2020 11:59:59 PM,"(29.9183598541681, -90.1199855765185)",3665203.79,517838.21
334 Carondelet St Unit 206,334 Carondelet St Unit 206,Commercial STR,1,2,08/05/2020 11:59:59 PM,"(29.9509791541659, -90.0713904059021)",3680466.77,529866.03
1224 St Anthony St,1224 St Anthony St,Accessory STR,3,4,11/21/2020 11:59:59 PM,"(29.9688118534971, -90.0616950011929)",3683465.03,536384.6
711 S Peters St Apt 211,711 S Peters St Apt 211,Commercial STR,2,4,08/20/2020 11:59:59 PM,"(29.9458727961444, -90.0662003176721)",3682130.84,528027.31
900 S Figueroa St 1502,900 S Figueroa St 1502,Commercial STR,4,8,12/09/2020 11:59:59 PM,"(29.9605543666208, -90.089308754908)",3674754.79,533285.89
926 Charbonnet St,926 Charbonnet St,Accessory STR,2,4,07/28/2020 11:59:59 PM,"(29.9591482044796, -90.014574677278)",3698424.27,533039.19
211 S Broad St B,211 S Broad St B,Commercial STR,4,8,11/04/2020 11:59:59 PM,"(29.964585632541, -90.0887013015104)",3674931.21,534753.9
900 Bartholomew St Unit 504,900 Bartholomew St Unit 504,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636045531067, -90.0361237695996)",3691582.6,534581.79
4723 Toulouse St 4725 Toulouse St.,4723 Toulouse St 4725 Toulouse St.,Accessory STR,2,4,05/31/2020 11:59:59 PM,"(29.9831457531155, -90.1037798165592)",3670084.54,541451.54
160 Bainbridge St,160 Bainbridge St,Commercial STR,2,4,10/14/2020 11:59:59 PM,"(29.9762384657214, -90.0772060071659)",3678524.46,539031.03
4415 Cleveland Ave,4415 Cleveland Ave,Accessory STR,3,6,11/25/2020 11:59:59 PM,"(29.976411116495, -90.1053766175459)",3669605.29,538997.14
829 Eighth St,829 Eighth St,Accessory STR,2,4,11/12/2020 11:59:59 PM,"(29.9226494324428, -90.0839397995148)",3676605.1,519520.76
5208 Burgundy St,5208 Burgundy St,Accessory STR,3,6,07/15/2020 11:59:59 PM,"(29.9599144716209, -90.0209375001643)",3696406.35,533294.7
841 Washington Ave,841 Washington Ave,Accessory STR,2,4,11/13/2020 11:59:59 PM,"(29.9244940983672, -90.0810381534897)",3677516.89,520201.58
5507 Wickfield Dr,5507 Wickfield Dr,Temporary STR,3,6,06/02/2020 11:59:59 PM,"(30.0146817849518, -90.0682851472267)",3681194.36,553041.59
3601 Banks St,3601 Banks St,Accessory STR,,,08/15/2020 11:59:59 PM,"(29.9689557626919, -90.0982919661504)",3671877.43,536310.19
932 Kerlerec St,932 Kerlerec St,Accessory STR,,,07/15/2020 11:59:59 PM,"(29.9657428255263, -90.0617311812539)",3683465.96,535268.46
3726 Bienville Ave,3726 Bienville Ave,Commercial STR,3,6,06/23/2020 11:59:59 PM,"(29.973811770357, -90.0960704546651)",3672561.72,538083.61
2840 Fortin St,2840 Fortin St,Accessory STR,1,2,11/17/2020 11:59:59 PM,"(29.9812449802157, -90.0785785907605)",3678069.98,540846.83
710 Milan St,710 Milan St,Accessory STR,2,4,03/08/2021 11:59:59 PM,"(29.9192083422373, -90.0990652484462)",3671827.46,518217.53
2439 Gravier St,2439 Gravier St,Commercial STR,3,6,07/16/2020 11:59:59 PM,"(29.9594664908736, -90.088694322252)",3674953.64,532892.41
7801 Freret St,7801 Freret St,Accessory STR,2,4,08/07/2020 11:59:59 PM,"(29.9440766697424, -90.1287837684176)",3662318.45,527160.41
446 Elmira Ave,446 Elmira Ave,Accessory STR,1,2,05/21/2020 11:59:59 PM,"(29.950954804257, -90.0467525413839)",3688268.89,529943.94
343 S Cortez St,343 S Cortez St,Accessory STR,,,06/10/2020 11:59:59 PM,"(29.9701055472142, -90.0999681170342)",3671342.24,536722.58
