the_geom,OBJECTID,UNDERGROUND_TANK_SYSTEM_ID,UST_ID,FACILITY_NAME,APPROXIMATE_LOCATION_OF_TANK,FACILITY_ADDRESS,STREET_NAME,FACILITY_TANK_NUMBER,ORDINANCE_FOR_ROW,SOURCE,TCEQ_NUMBER,HYPERLINK_TO_COUNCIL_MINUTES,DATE,REMEDIATION_ATAUS,LOCATED_IN_RECHARGE_ZONE,PERMIT_STATUS,LEAKING_STORAGE_TANK_NUMBER,TANK_TYPE,TANK_SYSTEM_STATUS,HISTORICAL_RECORD,CONFIRMED_INSTALLED,COMMENTS
POINT (-97.672380234165 30.349047273656),1837,1839,C0263,Classic Marble Co,,9204 Brown Ln,BROWN,,,,,,,,N,C,,,,N,,
POINT (-97.744420652348 30.267298367188),2461,2470,C0696,Kenichi,,121 W 5th St,5TH,,,,,,,,N,C,,,,N,,
POINT (-97.742754747786 30.266914253001),236,236,H0062,,under sidewalk,101 E 5th,E 5th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90016,07/03/1918 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Replaced old tank
POINT (-97.760181819976 30.226347664248),798,798,H0834,Woodward Inc,,118 E Alpine,E Alpine,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41220,05/25/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.704447884559 30.276075627807),406,406,H0393,L.G. Jolley,SW Corner,E 12th & Harvey,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88162,06/27/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.743886420622 30.264537124092),17,17,H0205,,,207 Congress,Congress,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=89810,06/28/1928 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.751487906355 30.307468563718),639,639,H0574,Continental Oil Comp.,South side of W35th,W 35th between Jefferson & Glenview,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88597,07/15/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.68520487984 30.300631574987),1214,1215,00865,Sam's Service Station,,5313 Manor Rd,MANOR,,,,,,,,N,C,,,,N,,
POINT (-97.739254204701 30.235568375631),1421,1423,03078,Custom Car Care Center,,2121 S Ih 35,IH 35,,,,,,,,N,C,,,,N,,
POINT (-97.741957687718 30.28143136451),730,730,H0648,Augusta L. Wende,SW Corner,W 19th & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44688,03/01/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741827272171 30.315292009253),490,490,H0444,R.V. Murray,SW Corner,W 45th & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89655,05/20/1948 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742586134156 30.311712255221),603,603,H0614,Capitol Floors,,4204 Alice,Alice,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44547,07/28/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.785463108974 30.17323983237),1137,1138,00639,Shop N Carry Food #1,,8422 S Congress Ave,CONGRESS,,,,,,,,N,P,,,,N,,
POINT (-97.749753694512 30.266771081968),496,496,H0449,Quality Mills,,208 Nueces,Nueces,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88286,01/20/1949 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.726534141129 30.283209488121),300,300,H0311,H.F. Ritter,,Manor & Cameron,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89361,01/29/1931 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Renovation
POINT (-97.734613234682 30.34961235337),1275,1276,01146,Sunrise Mini Mart #5,,7401 Burnet Rd,BURNET,,,,,,,,N,P,,,,N,,
POINT (-97.739525989443 30.260282762963),635,635,H0570,Massengale Produce CO,,80 Red River,Red River,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88592,06/17/1954 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.696507117753 30.269603736631),620,620,H0555,Richard Kouri,SE corner,Gunter and Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88499,01/14/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.688619379065 30.23974306732),606,606,H0618,M.E. Chernosky,NW Corner,Vargas & Bastrop Hwy,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44556,08/11/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.731529178347 30.229645799297),1391,1393,03013,Oltorf Food Mart,,2225 E Oltorf St,OLTORF,,,,,,,,N,P,,,,N,,
POINT (-97.807765309011 30.199958588925),1270,1271,01141,Friendly Mart,,7200 Manchaca Rd,MANCHACA,,,,,,,,N,P,,,,N,,
POINT (-97.767984025343 30.296806398619),1337,1338,01789,Broaddus Tarrytown Chevron,,3118 Windsor Rd,WINDSOR,,,,,,,,Y,C,,,,N,,
POINT (-97.717559489925 30.333306902929),1217,1218,00885,Super K Grocery,,6700 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.752307420062 30.241979902321),130,130,H0273,E.G. Kingsbury,NE Corner,Live Oak & S Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90560,09/12/1929 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Renovation
POINT (-97.699837803861 30.252558408539),584,584,H0594,Allied Oil Co.,,5001 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44535,03/24/1955 12:00:00 AM +0000,,N,H,,Storage Tank,,Y,,Private use
POINT (-97.753291037651 30.269314857817),616,616,H0551,Bohl's Featherlite Block Co,,310 N Lamar,N Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88516,10/28/1953 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.702943215741 30.225114861863),1441,1443,03120,Corner Store #1300,,6306 E Riverside Dr,RIVERSIDE,,,,,,,,N,P,,,,N,,
POINT (-97.739705822535 30.33459131435),440,440,H0492,Continental Oil Comp.,SE Corner,Burnet and Koenig,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88476,11/23/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.686680129595 30.23677082809),1956,1959,C0390,Killgore & Capps,,520 Bastrop Hwy,BASTROP,,,,,,,,N,C,,,,N,,
POINT (-97.683862621512 30.385258299672),1309,1310,01276,Garey Construction Co Inc,,11607 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.731351292167 30.318252313465),263,263,H0398,Sinclair Refining,SW Corner,Georgetown & Capitol Court,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88174,09/19/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.701257842244 30.25181518639),773,773,H0731,Ingram Equipment Co.,,4826 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44698,07/17/1958 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.712153356893 30.307464413685),856,857,H0787,Capitol City Oil Co.,SW Corner,E 49th & IRH,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41318,03/10/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.728404986169 30.268740948407),275,275,H0410,Harlem Taxi Co.,,1123 E 11th,E 11th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88606,04/03/1947 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.791779991719 30.230933464154),1038,1039,00256,Ben White Shell,,2125 W Ben White Blvd,BEN WHITE,,,,,,,,N,P,,,,N,,
POINT (-97.770839971739 30.315426632998),2047,2051,C0503,Davis Water Treatment Plant,,3500 W 35th St,35TH,,,,,,,,Y,C,,,,N,,
POINT (-97.799876874433 30.291142643668),2391,2399,OJ061,City Of Westlake,,911 Westlake Dr,WESTLAKE,,,,,,,,Y,X,,,,N,,
POINT (-97.963758690748 30.351220493652),2371,2379,OJ032,Austin Boats And Motors,,1208 S Fm 620 Rd,FM 620,,,,,,,,N,X,,,,N,,
POINT (-97.733720247643 30.300559218432),370,370,H0228,Texas Co.,,38th & Speedway,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89899,08/23/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Adding new pumps
POINT (-97.747833634909 30.297956328365),986,987,H1004,,,2901 Lamar Boulevard,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=44585,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.735305280934 30.270960540955),163,163,H0114,Magnolia Petroleum Comp.,SE Corner,E 11th & Red River,,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88999,07/02/1923 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.734076926597 30.268899983762),822,822,H0870,Calhoun-Smith Distributing C,NW Corner,E 9th & East Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41193,06/28/1962 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.734146707418 30.308693623235),935,936,H0906,,,4303 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118355,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.723326125771 30.269179239102),608,608,H0620,D.P. Johnson,NE Corner,Rosewood & Comal,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44558,08/25/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.737753195938 30.266830139671),880,881,H0886,,,508 E 6th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118268,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.728885165272 30.364954926948),1209,1210,00847,Quickie Pickie #3,,8400 Burnet Rd,BURNET,,,,,,,,N,P,,,,N,,
POINT (-97.764852989599 30.221773710643),643,643,H0578,Texas Company-Goodnight prop.,1413 feet from St Elmo-,Congress (west side) and St Elm,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88436,09/30/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.749029806283 30.288050881798),2340,2347,N0152,Unlimited Auto Service,,1023 W 24th St,24TH,,,,,,,,N,C,,,,N,,
POINT (-97.689369195034 30.377146110691),1101,1102,00393,Lamar Food Mart,,10810 N Lamar Blvd,LAMAR,,,,,,,,N,P,,,,N,,
POINT (-97.687907894071 30.183512788878),1336,1337,01780,Race Express,,4718 S Us 183 Hwy,US 183,,,,,,,,N,P,,,,N,,
POINT (-97.72963870905 30.362367871342),1071,1072,00349,Starstop 37 (Burnet Shell),,8224 Burnet Rd,BURNET,,,,,,,,N,P,,,,N,,
POINT (-97.742464104058 30.268516345079),68,68,H0160,,,611 Congress,Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89226,06/17/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.746906574615 30.258713085145),926,927,H0890,,,201 Barton Springs Road,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118272,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.725000740712 30.260948939137),274,274,H0409,Sweeny & Co.,,409 Chalmers,Chalmers,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88640,03/13/1947 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744256267841 30.264900342685),347,347,H0356,Public Oils,,212-214 Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88899,05/25/1933 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.839182903183 30.238063465285),1723,1725,C0144,Hammill Offices,,5341 Industrial Oaks Blvd,INDUSTRIAL OAKS,,,,,,,,Y,C,,,,N,,
POINT (-97.697538232306 30.251079974735),654,654,H0753,Ranney Builders,,5215 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44615,05/28/1959 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.706078158584 30.255071055313),2005,2009,C0456,NCC. Warehouse,,3222 E 5th St,5TH,,,,,,,,N,C,,,,N,,
POINT (-97.74158186523 30.278132613733),216,216,H0043,,under sidewalk,1523 Lavaca,Lavaca,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89533,11/02/1916 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.768574501537 30.215899620423),618,618,H0553,Archie Fitzgerald,,4632 S Congress Ave,S Congress,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88524,12/17/1953 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.681609131551 30.304533193142),1032,1033,00234,Diamond Food Mart,,5618 Manor Rd,MANOR,,,,,,,,N,P,,,,N,,
POINT (-97.73696346615 30.277131778112),143,143,H0287,Magnolia Petroleum Co.,SW Corner,E 16th & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89283,04/24/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.743698216148 30.267171665986),212,212,H0039,Texas Oil Company,under sidewalk,101 W 5th,W 5th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89505,09/07/1916 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.738828272758 30.210985010846),2457,2466,A0030,Todd Lane Service Center,,4108 Todd Ln,TODD,,,,,,,,N,A,,,,N,,
POINT (-97.751504737007 30.253132133315),2224,2228,EX005,Texas School For The Deaf,,1102 S Congress Ave,CONGRESS,,,,,,,,N,X,,,,N,,
POINT (-97.719388974505 30.381554201825),1659,1661,C0080,Alamo Steel & Machine,,2311 Rutland Dr,RUTLAND,,,,,,,,N,C,,,,N,,
POINT (-97.77584950066 30.282296192495),1181,1182,00796,Seven Eleven #25157,,2620 Lake Austin Blvd,LAKE AUSTIN,,,,,,,,Y,P,,,,N,,
POINT (-97.740528784103 30.299266149327),381,381,H0479,A Wayne Price,,Guadalupe and W 32nd St,,0,No,No Online Info Found,0,http://www.ci.austin.tx.us/edims/document.cfm?id=88534,03/16/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.73683862578 30.290269655499),447,447,H0362,B.M. Button,,2610 Speedway,Speedway,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88875,01/18/1934 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.750388662002 30.247054230535),536,536,H0671,LMN Corp,NE corner,Milton & S Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44504,09/27/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.738588119561 30.26186782424),272,272,H0407,Superior Daries,,600 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88637,02/27/1947 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.729196311392 30.329980530982),1113,1114,00463,Snippy Mart #1,,1112 W Koenig Ln,KOENIG,,,,,,,,N,P,,,,N,,
POINT (-97.715040135876 30.322540779133),839,840,H0768,Austin Baking Co.,,5800 Airport,Airport,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44658,10/29/1959 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.729363799711 30.323669753455),854,855,H0785,E.A. Grimmer,,833 Houston,Houston,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41313,02/25/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.740190033754 30.331121729551),569,569,H0541,L L Meyers,,5528-30 Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88319,05/21/1953 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.698105316876 30.343547552628),1851,1853,C0278,Exxon #62726,,8100 N I 35,I 35,,,,,,,,N,C,,,,N,,
POINT (-97.700085757088 30.25143021274),811,811,H0858,J.A. Miller,,5005 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41247,02/01/1962 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.71158779126 30.259545207716),820,820,H0868,Brunson Transfer Inc.,,621 Calles,Calles,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41185,05/24/1962 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.714512802725 30.258071849767),33,33,H0013,Magnolia Petroleum Comp.,North half of block 6,North half of blk 6,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89749,05/25/1911 12:00:00 AM +0000,,N,H,,Oil Storage,,Y,,refinery?
POINT (-97.724763505878 30.307100349),985,986,H0966,,,4500 Duval Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118560,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.771895629285 30.189906719087),2098,2102,C0559,Michael's (former Woolco),,801 E William Cannon Dr,WILLIAM CANNON,,,,,,,,N,C,,,,N,,
POINT (-97.704922412282 30.31284106892),998,999,00070,M & S Food Mart,,5511 Cameron Rd,CAMERON,,,,,,,,N,P,,,,N,,
POINT (-97.7168461755 30.280379036443),1825,1827,C0250,Exxon #63745,,2301 E Martin Luther King Blvd,MARTIN LUTHER KING,,,,,,,,N,C,,,,N,,
POINT (-97.745131946577 30.255630838161),1297,1298,01189,Diamond Shamrock #2066,,160 E Riverside Dr,RIVERSIDE,,,,,,,,N,C,,,,N,,
POINT (-97.745392960662 30.15879682565),2529,2540,03320,Bread Basket East Cannon,,8101 Salt Springs Dr,SALT SPRINGS,,,,,,,,N,P,,,,N,,
POINT (-97.741437487251 30.290591445662),144,144,H0270,Henry Wukasch,NW Corner,W 26th & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90553,08/01/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.744822023457 30.266150561402),67,67,H0159,Coca Cola Bottling Co.,,311 Colorado,Colorado,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89226,06/10/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.743526690978 30.267086269961),214,214,H0041,,under sidewalk,W 5th & Colorado,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89505,09/15/1916 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.789008391651 30.229185994356),1265,1266,01132,Seven Eleven #12690,,4416 Manchaca Rd,MANCHACA,,,,,,,,N,C,,,,N,,
POINT (-97.783704079115 30.428349838531),1840,1842,C0266,Canyon Vista Middle School,,8455 Spicewood Springs Rd,SPICEWOOD SPRINGS,,,,,,,,Y,C,,,,N,,
POINT (-97.80661724657 30.219310984429),1281,1282,01157,QP - West Gate Convenience Store,,5625 West Gate Blvd,WEST GATE,,,,,,,,N,P,,,,N,,
POINT (-97.745343751085 30.28286400592),972,973,H0964,,,1900 Rio Grande Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118557,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.733811542835 30.275466073857),18,18,H0206,Brackenridge,Brackenridge Hospital,Brackenridge Hospital,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89810,06/28/1928 12:00:00 AM +0000,,N,H,,Fuel Oil Tank,,Y,,
POINT (-97.750851641916 30.247019848117),303,303,H0314,T.J. Caldwell,SW Corner,Milton & S Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90005,04/30/1931 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744876672583 30.263182881023),211,211,H0037,,under sidewalk,80-84 Congress,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89435,08/17/1916 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.752792641892 30.212399595254),1062,1063,00327,Circle K 2704677,,1601 E St Elmo Rd,ST ELMO,,,,,,,,N,P,,,,N,,
POINT (-97.722708812729 30.261616073682),172,172,H0112,,,E 6th St & Chicon,,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88854,04/23/1923 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.719236107286 30.294488022639),1215,1216,00873,S&SM,,3735 N I 35,I 35,,,,,,,,N,P,,,,N,,
POINT (-97.724861579828 30.307148956513),1884,1886,C0314,Hyde Park Texaco,,4500 Duval St,DUVAL,,,,,,,,Y,C,,,,N,,
POINT (-97.689213156093 30.275329865386),759,759,H0717,Gulf Oil Company,,1131 Springdale,Springdale,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44779,01/23/1958 12:00:00 AM +0000,,N,H,,Storage Tanks,,Y,,AST
POINT (-97.774428840174 30.226339695175),1119,1120,00532,South Austin Hospital,,901 W Ben White Blvd,BEN WHITE,,,,,,,,N,P,,,,N,,
POINT (-97.746493954562 30.259091672277),938,939,H0916,,,Barton Springs Rd & S Congress Ave,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118413,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.805470888261 30.477280784506),2494,2505,03358,"HEB Austin #16, #659",,14028 N Us 183 Hwy Sb,US 183,,,,,,,,Y,F,,,,N,,
POINT (-97.816567686931 30.186528774095),1505,1507,03195,Power Stop,,8600 Manchaca Rd,MANCHACA,,,,,,,,N,P,,,,N,,
POINT (-97.747297754499 30.221072759141),1847,1849,C0273,Veterans Administration,,1615 Woodward St,WOODWARD,,,,,,,,N,C,,,,N,,
POINT (-97.725218502892 30.343433545366),1212,1213,00855,Crestview Service Station,,7200 Woodrow Ave,WOODROW,,,,,,,,N,C,,,,N,,
POINT (-97.697667139151 30.2528686522),687,687,H0824,Economy Furniture,,5100 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41180,03/01/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.698401140336 30.255571321903),665,665,H0765,A&A Transport,,4819 Gonzales,Gonzales,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44667,09/24/1959 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.701422281851 30.223879611038),765,765,H0723,Harvey Massey,,6505 Riverside,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44796,04/10/1958 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.780991480408 30.227001321816),1965,1968,C0399,Firestone Mastercare Store,,1323 W Ben White Blvd,BEN WHITE,,,,,,,,N,C,,,,N,,
POINT (-97.741748141397 30.281888756986),445,445,H0360,W. Gillespie Stacy,NE Corner,W 19th & Guadalupe,,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88966,08/31/1933 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Provisional approval
POINT (-97.728755118916 30.235898854455),1299,1300,01191,Stop-n-Save #3,,1800 Burton Dr,BURTON,,,,,,,,N,P,,,,N,,
POINT (-97.711861738481 30.260356896928),719,719,H0636,Reed Phillips Oil Co.,SW Corner,E 7th & Calles,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44579,11/10/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.766106597294 30.250122018913),2107,2111,C0569,Beck Auto And Electric,,1803 S Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.697521369735 30.273514993243),1230,1231,00958,Leos Service Station,,1149.5 Airport Blvd,AIRPORT,,,,,,,,N,P,,,,N,,
POINT (-97.741033710537 30.27949167069),247,247,H0079,Texas Oil Company,1700 block,Lavaca,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90122,06/12/1919 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
