Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
08/05/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1370,16,1.2,12277.00
08/05/2013,OFFICE OF THE MAYOR,MAYOR,115,0,0.0,0.00
08/05/2013,POLICE,POLICE,13656,53,0.4,27268.08
08/05/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
08/05/2013,PUBLIC HEALTH,HEALTH,584,0,0.0,0.00
08/05/2013,STREETS AND SANITATION,STREETSAN,2085,6,0.3,417.73
08/05/2013,TRANSPORTATION,TRANS,1195,7,0.6,941.65
08/05/2013,WATER MANAGEMENT,WATER,1825,5,0.3,3483.72
08/10/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
08/10/2013,AVIATION,AVIATION,1211,2,0.2,2229.54
08/10/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,111,0,0.0,0.00
08/10/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
08/10/2013,BUILDINGS,BUILDINGS,246,0,0.0,0.00
08/10/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,178,0,0.0,0.00
08/10/2013,CHICAGO BOARD OF EDUCATION,CBOE,48630,1731,3.6,1035501.51
08/10/2013,CHICAGO HOUSING AUTHORITY,CHA,457,1,0.2,200.00
08/10/2013,CHICAGO PARK DISTRICT,CPDT,3234,109,3.4,72386.15
08/10/2013,CHICAGO PUBLIC LIBRARY,CPL,870,2,0.2,488.70
08/10/2013,CHICAGO TRANSIT AUTHORITY,CTA,10773,1388,12.9,716456.48
08/10/2013,CITY COLLEGES OF CHICAGO,CCC,6830,94,1.4,64806.43
08/10/2013,CITY COUNCIL,COUNCIL,438,5,1.1,3083.34
08/10/2013,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/10/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,63,1,1.6,2063.66
08/10/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
08/10/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,207,1,0.5,217.94
08/10/2013,CULTURAL AFFAIRS,CA,80,0,0.0,0.00
08/10/2013,DOIT,DOIT,102,0,0.0,0.00
08/10/2013,FINANCE,FINANCE,523,0,0.0,0.00
08/10/2013,FIRE DEPARTMENT,CFD,4676,17,0.4,9436.44
08/10/2013,FLEET AND FACILITY MGMT,FLEETFM,913,3,0.3,3767.02
08/10/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/10/2013,IPRA,IPRA,85,0,0.0,0.00
08/10/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/10/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
08/10/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1346,12,0.9,9491.94
08/10/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
08/10/2013,POLICE,POLICE,13662,48,0.4,26580.97
08/10/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
08/10/2013,PUBLIC HEALTH,HEALTH,581,0,0.0,0.00
08/10/2013,STREETS AND SANITATION,STREETSAN,2076,5,0.2,350.00
08/10/2013,TRANSPORTATION,TRANS,1176,7,0.6,941.65
08/10/2013,WATER MANAGEMENT,WATER,1837,6,0.3,3717.14
08/17/2013,ADMINISTRATIVE HEARING,AHMS,42,1,2.4,156.50
08/17/2013,AVIATION,AVIATION,1211,2,0.2,2229.54
08/17/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,111,0,0.0,0.00
08/17/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
08/17/2013,BUILDINGS,BUILDINGS,246,0,0.0,0.00
08/17/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,178,0,0.0,0.00
08/17/2013,CHICAGO BOARD OF EDUCATION,CBOE,48630,1714,3.5,1028435.36
08/17/2013,CHICAGO HOUSING AUTHORITY,CHA,457,1,0.2,200.00
08/17/2013,CHICAGO PARK DISTRICT,CPDT,3234,101,3.1,69816.03
08/17/2013,CHICAGO PUBLIC LIBRARY,CPL,870,2,0.2,488.70
08/17/2013,CHICAGO TRANSIT AUTHORITY,CTA,10773,1377,12.8,710495.17
08/17/2013,CITY COLLEGES OF CHICAGO,CCC,6830,95,1.4,66150.84
08/17/2013,CITY COUNCIL,COUNCIL,438,5,1.1,3087.11
08/17/2013,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/17/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,63,2,3.2,2213.66
08/17/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
08/17/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,207,1,0.5,217.94
08/17/2013,CULTURAL AFFAIRS,CA,80,0,0.0,0.00
08/17/2013,DOIT,DOIT,102,0,0.0,0.00
08/17/2013,FINANCE,FINANCE,523,0,0.0,0.00
08/17/2013,FIRE DEPARTMENT,CFD,4676,19,0.4,10653.92
08/17/2013,FLEET AND FACILITY MGMT,FLEETFM,913,3,0.3,3772.19
08/17/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/17/2013,IPRA,IPRA,85,0,0.0,0.00
08/17/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/17/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
08/17/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1346,13,1.0,10722.59
08/17/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
08/17/2013,POLICE,POLICE,13662,45,0.3,26493.98
08/17/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
08/17/2013,PUBLIC HEALTH,HEALTH,581,0,0.0,0.00
08/17/2013,STREETS AND SANITATION,STREETSAN,2076,6,0.3,435.20
08/17/2013,TRANSPORTATION,TRANS,1176,6,0.5,642.91
08/17/2013,WATER MANAGEMENT,WATER,1837,7,0.4,4088.39
08/24/2013,AVIATION,AVIATION,1211,1,0.1,1854.81
08/24/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,111,0,0.0,0.00
08/24/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
08/24/2013,BUILDINGS,BUILDINGS,246,0,0.0,0.00
08/24/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,178,0,0.0,0.00
08/24/2013,CHICAGO BOARD OF EDUCATION,CBOE,48630,1627,3.4,978933.39
08/24/2013,CHICAGO PARK DISTRICT,CPDT,3234,95,2.9,67400.59
08/24/2013,CHICAGO PUBLIC LIBRARY,CPL,870,1,0.1,410.70
08/24/2013,CHICAGO TRANSIT AUTHORITY,CTA,10773,1355,12.6,705558.19
08/24/2013,CITY COLLEGES OF CHICAGO,CCC,6830,89,1.3,57936.80
08/24/2013,CITY COUNCIL,COUNCIL,438,2,0.5,320.00
08/24/2013,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/24/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,63,2,3.2,2213.66
08/24/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
08/24/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,207,0,0.0,0.00
08/24/2013,CULTURAL AFFAIRS,CA,80,0,0.0,0.00
08/24/2013,DOIT,DOIT,102,0,0.0,0.00
08/24/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,761,1,0.1,120.00
08/24/2013,FINANCE,FINANCE,523,0,0.0,0.00
08/24/2013,FIRE DEPARTMENT,CFD,4676,18,0.4,9297.64
08/24/2013,FLEET AND FACILITY MGMT,FLEETFM,913,3,0.3,3777.38
08/24/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/24/2013,IPRA,IPRA,85,0,0.0,0.00
08/24/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/24/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
08/24/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1346,12,0.9,9325.80
08/24/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
08/24/2013,POLICE,POLICE,13662,33,0.2,22476.74
08/24/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
08/24/2013,PUBLIC HEALTH,HEALTH,581,0,0.0,0.00
08/24/2013,STREETS AND SANITATION,STREETSAN,2076,7,0.3,487.55
08/24/2013,TRANSPORTATION,TRANS,1176,6,0.5,542.91
08/24/2013,WATER MANAGEMENT,WATER,1837,7,0.4,4093.18
08/31/2013,AVIATION,AVIATION,1211,1,0.1,1754.81
08/31/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,111,0,0.0,0.00
08/31/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
08/31/2013,BUILDINGS,BUILDINGS,246,0,0.0,0.00
08/31/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,178,0,0.0,0.00
08/31/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,1408,3.1,784110.47
08/31/2013,CHICAGO PARK DISTRICT,CPDT,7177,87,1.2,65250.22
08/31/2013,CHICAGO PUBLIC LIBRARY,CPL,870,2,0.2,412.70
08/31/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,1279,11.2,656134.95
08/31/2013,CITY COLLEGES OF CHICAGO,CCC,5837,52,0.9,24295.37
08/31/2013,CITY COUNCIL,COUNCIL,438,2,0.5,320.00
08/31/2013,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/31/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,63,2,3.2,2213.66
08/31/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
08/31/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,207,0,0.0,0.00
08/31/2013,CULTURAL AFFAIRS,CA,80,0,0.0,0.00
08/31/2013,DOIT,DOIT,102,0,0.0,0.00
08/31/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,761,2,0.3,266.40
08/31/2013,FINANCE,FINANCE,523,0,0.0,0.00
08/31/2013,FIRE DEPARTMENT,CFD,4676,18,0.4,9183.50
08/31/2013,FLEET AND FACILITY MGMT,FLEETFM,913,4,0.4,3861.91
08/31/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/31/2013,IPRA,IPRA,85,0,0.0,0.00
08/31/2013,LAW,LAW,433,0,0.0,0.00
08/31/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/31/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
08/31/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1346,12,0.9,9255.13
08/31/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
08/31/2013,POLICE,POLICE,13662,33,0.2,22483.66
08/31/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
08/31/2013,PUBLIC HEALTH,HEALTH,581,0,0.0,0.00
08/31/2013,STREETS AND SANITATION,STREETSAN,2076,8,0.4,1287.68
08/31/2013,TRANSPORTATION,TRANS,1176,6,0.5,542.91
08/31/2013,WATER MANAGEMENT,WATER,1837,7,0.4,4097.98
09/07/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
09/07/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,2,3.3,2213.66
09/07/2013,AVIATION,AVIATION,1207,0,0.0,0.00
09/07/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0.0,0.00
09/07/2013,BUILDINGS,BUILDINGS,244,0,0.0,0.00
09/07/2013,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/07/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,1403,3.1,782584.64
09/07/2013,CITY COLLEGES OF CHICAGO,CCC,5837,50,0.9,23503.81
09/07/2013,FIRE DEPARTMENT,CFD,4644,18,0.4,8963.20
09/07/2013,CHICAGO HOUSING AUTHORITY,CHA,457,0,0.0,0.00
09/07/2013,CITY CLERK,CLERK,87,0,0.0,0.00
09/07/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,208,0,0.0,0.00
09/07/2013,CITY COUNCIL,COUNCIL,432,2,0.5,320.00
09/07/2013,CHICAGO PARK DISTRICT,CPDT,7177,114,1.6,89920.45
09/07/2013,CHICAGO PUBLIC LIBRARY,CPL,869,1,0.1,358.70
09/07/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,1277,11.2,650739.72
09/07/2013,DOIT,DOIT,100,0,0.0,0.00
09/07/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,0,0.0,0.00
09/07/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
09/07/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,748,2,0.3,266.40
09/07/2013,FINANCE,FINANCE,526,0,0.0,0.00
09/07/2013,FLEET AND FACILITY MGMT,FLEETFM,916,5,0.5,4357.10
09/07/2013,PUBLIC HEALTH,HEALTH,577,0,0.0,0.00
09/07/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
09/07/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/07/2013,IPRA,IPRA,85,0,0.0,0.00
09/07/2013,LAW,LAW,450,0,0.0,0.00
09/07/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
09/07/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
09/07/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
09/07/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1328,12,0.9,9671.34
09/07/2013,POLICE,POLICE,13655,34,0.2,22950.40
09/07/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
09/07/2013,STREETS AND SANITATION,STREETSAN,2073,9,0.4,9399.04
09/07/2013,TRANSPORTATION,TRANS,1179,6,0.5,542.91
09/07/2013,CITY TREASURER,TREASURER,25,0,0.0,0.00
09/07/2013,WATER MANAGEMENT,WATER,1842,7,0.4,4102.78
09/14/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
09/14/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,2,3.3,2213.66
09/14/2013,AVIATION,AVIATION,1207,0,0.0,0.00
09/14/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0.0,0.00
09/14/2013,BUILDINGS,BUILDINGS,244,0,0.0,0.00
09/14/2013,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/14/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,1376,3.0,768880.00
09/14/2013,CITY COLLEGES OF CHICAGO,CCC,5837,50,0.9,23369.18
09/14/2013,FIRE DEPARTMENT,CFD,4644,17,0.4,8932.42
09/14/2013,CHICAGO HOUSING AUTHORITY,CHA,450,0,0.0,0.00
09/14/2013,CITY CLERK,CLERK,87,0,0.0,0.00
09/14/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,208,0,0.0,0.00
09/14/2013,CITY COUNCIL,COUNCIL,432,1,0.2,300.00
09/14/2013,CHICAGO PARK DISTRICT,CPDT,7177,110,1.5,86633.03
09/14/2013,CHICAGO PUBLIC LIBRARY,CPL,869,0,0.0,0.00
09/14/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,1269,11.1,647060.05
09/14/2013,DOIT,DOIT,100,0,0.0,0.00
09/14/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,0,0.0,0.00
09/14/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
09/14/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,748,0,0.0,0.00
09/14/2013,FINANCE,FINANCE,526,0,0.0,0.00
09/14/2013,FLEET AND FACILITY MGMT,FLEETFM,916,5,0.5,2359.24
09/14/2013,PUBLIC HEALTH,HEALTH,577,0,0.0,0.00
09/14/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
09/14/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/14/2013,IPRA,IPRA,85,0,0.0,0.00
09/14/2013,LAW,LAW,450,0,0.0,0.00
09/14/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
09/14/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
09/14/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
09/14/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1328,12,0.9,9600.52
09/14/2013,POLICE,POLICE,13655,35,0.3,23166.07
09/14/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
09/14/2013,STREETS AND SANITATION,STREETSAN,2073,9,0.4,10779.75
09/14/2013,TRANSPORTATION,TRANS,1179,6,0.5,1338.87
09/14/2013,CITY TREASURER,TREASURER,25,0,0.0,0.00
09/14/2013,WATER MANAGEMENT,WATER,1842,7,0.4,4828.24
09/21/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
09/21/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,4,6.6,4774.50
09/21/2013,AVIATION,AVIATION,1207,39,3.2,15860.25
09/21/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,5,2.8,1782.24
09/21/2013,BUILDINGS,BUILDINGS,244,8,3.3,2746.67
09/21/2013,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/21/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,2626,5.7,1485405.16
09/21/2013,CITY COLLEGES OF CHICAGO,CCC,5837,241,4.1,110108.95
09/21/2013,FIRE DEPARTMENT,CFD,4644,219,4.7,82716.59
09/21/2013,CHICAGO HOUSING AUTHORITY,CHA,450,26,5.8,9456.02
09/21/2013,CITY CLERK,CLERK,87,0,0.0,0.00
09/21/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,208,9,4.3,2630.08
09/21/2013,CITY COUNCIL,COUNCIL,432,21,4.9,6264.70
09/21/2013,CHICAGO PARK DISTRICT,CPDT,7177,431,6.0,326421.64
09/21/2013,CHICAGO PUBLIC LIBRARY,CPL,869,37,4.3,9479.55
09/21/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,2218,19.5,1368994.12
09/21/2013,DOIT,DOIT,100,6,6.0,1482.25
09/21/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,4,3.6,866.56
09/21/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
09/21/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,748,25,3.3,7146.41
09/21/2013,FINANCE,FINANCE,526,22,4.2,5509.44
09/21/2013,FLEET AND FACILITY MGMT,FLEETFM,916,50,5.5,15501.49
09/21/2013,PUBLIC HEALTH,HEALTH,577,27,4.7,10134.47
09/21/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
09/21/2013,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/21/2013,IPRA,IPRA,85,0,0.0,0.00
09/21/2013,LAW,LAW,450,10,2.2,2719.69
09/21/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
09/21/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,100.00
09/21/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
09/21/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1328,94,7.1,47721.16
09/21/2013,POLICE,POLICE,13655,497,3.6,175258.13
09/21/2013,PROCUREMENT SERV,PROCUREMENT,70,1,1.4,59.62
09/21/2013,STREETS AND SANITATION,STREETSAN,2073,162,7.8,68134.74
09/21/2013,TRANSPORTATION,TRANS,1179,84,7.1,39880.48
09/21/2013,CITY TREASURER,TREASURER,25,1,4.0,333.00
09/21/2013,WATER MANAGEMENT,WATER,1842,126,6.8,49401.06
09/28/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
09/28/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,4,6.6,4774.50
09/28/2013,AVIATION,AVIATION,1207,28,2.3,13344.86
09/28/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,3,1.7,1532.46
09/28/2013,BUILDINGS,BUILDINGS,244,7,2.9,2165.57
09/28/2013,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/28/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,2487,5.4,1424909.64
09/28/2013,CITY COLLEGES OF CHICAGO,CCC,5837,228,3.9,102616.01
09/28/2013,FIRE DEPARTMENT,CFD,4644,195,4.2,74430.74
09/28/2013,CHICAGO HOUSING AUTHORITY,CHA,450,24,5.3,7673.65
09/28/2013,CITY CLERK,CLERK,87,0,0.0,0.00
09/28/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,208,9,4.3,2318.29
09/28/2013,CITY COUNCIL,COUNCIL,432,15,3.5,4492.87
09/28/2013,CHICAGO PARK DISTRICT,CPDT,7177,419,5.8,320086.62
09/28/2013,CHICAGO PUBLIC LIBRARY,CPL,869,30,3.5,8003.93
09/28/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,2171,19.0,1345712.54
09/28/2013,DOIT,DOIT,100,3,3.0,800.00
10/12/2013,CITY COLLEGES OF CHICAGO,CCC,5837,216,3.7,100410.99
09/28/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,4,3.6,866.56
09/28/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
09/28/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,748,18,2.4,5311.61
09/28/2013,FINANCE,FINANCE,526,15,2.9,4178.64
09/28/2013,FLEET AND FACILITY MGMT,FLEETFM,916,47,5.1,14930.68
09/28/2013,PUBLIC HEALTH,HEALTH,577,18,3.1,8342.94
09/28/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
09/28/2013,HUMAN RESOURCES,HUMANRESOURCES,70,1,1.4,276.82
09/28/2013,IPRA,IPRA,85,0,0.0,0.00
09/28/2013,LAW,LAW,450,9,2.0,2585.41
09/28/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
09/28/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,100.00
09/28/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
09/28/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1328,90,6.8,46363.39
09/28/2013,POLICE,POLICE,13655,299,2.2,116008.91
09/28/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
09/28/2013,STREETS AND SANITATION,STREETSAN,2073,153,7.4,63416.62
09/28/2013,TRANSPORTATION,TRANS,1179,75,6.4,35588.16
09/28/2013,CITY TREASURER,TREASURER,25,1,4.0,333.00
09/28/2013,WATER MANAGEMENT,WATER,1842,109,5.9,42734.11
10/05/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
10/05/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,4,6.6,4774.50
10/05/2013,AVIATION,AVIATION,1207,22,1.8,9734.12
10/05/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,2,1.1,439.80
10/05/2013,BUILDINGS,BUILDINGS,244,2,0.8,778.80
10/05/2013,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
10/05/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,2402,5.2,1323533.73
10/05/2013,CITY COLLEGES OF CHICAGO,CCC,5837,222,3.8,100897.25
10/05/2013,FIRE DEPARTMENT,CFD,4644,151,3.3,63655.80
10/05/2013,CHICAGO HOUSING AUTHORITY,CHA,450,17,3.8,5681.97
10/05/2013,CITY CLERK,CLERK,87,0,0.0,0.00
10/05/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,208,5,2.4,1228.29
10/05/2013,CITY COUNCIL,COUNCIL,432,14,3.2,4074.02
10/05/2013,CHICAGO PARK DISTRICT,CPDT,7177,413,5.8,317018.03
10/05/2013,CHICAGO PUBLIC LIBRARY,CPL,869,28,3.2,7519.99
10/05/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,2122,18.6,1316772.57
10/05/2013,DOIT,DOIT,100,2,2.0,600.00
10/05/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,2,1.8,500.56
10/05/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
10/05/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,748,11,1.5,4230.21
10/05/2013,FINANCE,FINANCE,526,7,1.3,1900.00
10/05/2013,FLEET AND FACILITY MGMT,FLEETFM,916,40,4.4,12563.65
10/05/2013,PUBLIC HEALTH,HEALTH,577,14,2.4,5422.34
10/05/2013,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
10/05/2013,HUMAN RESOURCES,HUMANRESOURCES,70,1,1.4,276.82
10/05/2013,IPRA,IPRA,85,0,0.0,0.00
10/05/2013,LAW,LAW,450,8,1.8,2467.07
10/05/2013,OFFICE OF THE MAYOR,MAYOR,112,0,0.0,0.00
10/05/2013,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
10/05/2013,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0.0,0.00
10/05/2013,OFFICE OF EMERGENCY MGMT & COM,OEMC,1328,77,5.8,39640.83
10/05/2013,POLICE,POLICE,13655,222,1.6,91839.25
10/05/2013,PROCUREMENT SERV,PROCUREMENT,70,0,0.0,0.00
10/05/2013,STREETS AND SANITATION,STREETSAN,2073,133,6.4,56546.09
10/05/2013,TRANSPORTATION,TRANS,1179,72,6.1,26073.87
10/05/2013,CITY TREASURER,TREASURER,25,0,0.0,0.00
10/05/2013,WATER MANAGEMENT,WATER,1842,95,5.2,37940.91
10/12/2013,ADMINISTRATIVE HEARING,AHMS,42,0,0.0,0.00
10/12/2013,COMM ANIMAL CARE AND CONTROL,ANIMAL,61,2,3.3,3493.00
10/12/2013,AVIATION,AVIATION,1218,17,1.4,8303.29
10/12/2013,BUS AFFAIRS AND CONSUMER PROT,BACP,180,2,1.1,439.80
10/12/2013,BUILDINGS,BUILDINGS,247,1,0.4,366.00
10/12/2013,CULTURAL AFFAIRS,CA,79,0,0.0,0.00
10/12/2013,CHICAGO BOARD OF EDUCATION,CBOE,45792,2339,5.1,1297492.04
10/12/2013,FIRE DEPARTMENT,CFD,4623,128,2.8,54023.70
10/12/2013,CHICAGO HOUSING AUTHORITY,CHA,450,17,3.8,5613.59
10/12/2013,CITY CLERK,CLERK,86,0,0.0,0.00
10/12/2013,COMMUNITY DEVELOPMENT,COMM_DEVEL,210,3,1.4,788.29
10/12/2013,CITY COUNCIL,COUNCIL,380,11,2.9,3036.40
10/12/2013,CHICAGO PARK DISTRICT,CPDT,7177,389,5.4,301941.95
10/12/2013,CHICAGO PUBLIC LIBRARY,CPL,943,22,2.3,6407.71
10/12/2013,CHICAGO TRANSIT AUTHORITY,CTA,11399,1975,17.3,1233641.09
10/12/2013,DOIT,DOIT,98,1,1.0,200.00
10/12/2013,BOARD OF ELECTION COMMISSIONER,ELECTIONS,110,1,0.9,360.00
10/12/2013,BOARD OF ETHICS,ETHICS,9,0,0.0,0.00
10/12/2013,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,723,9,1.2,3823.81
10/12/2013,FINANCE,FINANCE,520,5,1.0,930.00
10/12/2013,FLEET AND FACILITY MGMT,FLEETFM,913,29,3.2,9352.66
