Reporting Area,MMWR Year,MMWR Week,"Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag","Tularemia, Cum 2018†","Tularemia, Cum 2018†, flag","Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†, flag",Location 1,Location 2
EAST NORTH CENTRAL,2019,17,,-,2,,,-,,-,2,,2,,5,,5,,,EAST NORTH CENTRAL
SOUTH DAKOTA,2019,17,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.43614, -100.230491)",
WEST VIRGINIA,2019,17,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MICHIGAN,2019,17,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
NEW ENGLAND,2019,17,,-,1,,,-,1,,,-,1,,,-,,-,,NEW ENGLAND
MASSACHUSETTS,2019,17,,-,1,,,-,1,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
SOUTH CAROLINA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
WISCONSIN,2019,17,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",
MAINE,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
INDIANA,2019,17,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.919991, -86.2818)",
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OHIO,2019,17,,-,1,,,-,,-,2,,1,,3,,2,,"OHIO
(40.415534, -82.70936)",
NEBRASKA,2019,17,1,,1,,3,,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
ARIZONA,2019,17,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.293239, -111.664616)",
LOUISIANA,2019,17,,-,0,,,-,,-,,-,1,,,-,7,,"LOUISIANA
(30.921314, -91.840238)",
ILLINOIS,2019,17,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.124144, -89.148632)",
NEW YORK,2019,17,,-,0,,,-,,-,,-,1,,1,,1,,"NEW YORK
(42.921241, -75.59655)",
HAWAII,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH DAKOTA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
KANSAS,2019,17,,-,3,,,-,4,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
TENNESSEE,2019,17,,-,1,,,-,,-,,-,1,,1,,2,,"TENNESSEE
(35.842998, -86.343226)",
UTAH,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
US RESIDENTS,2019,17,2,,18,,11,,12,,2,,4,,16,,28,,,US RESIDENTS
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2019,17,1,,13,,1,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NEW HAMPSHIRE,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.680429, -71.57139)",
IDAHO,2019,17,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
GEORGIA,2019,17,,-,0,,,-,,-,,-,1,,2,,1,,"GEORGIA
(32.638481, -83.426574)",
WEST SOUTH CENTRAL,2019,17,1,,14,,2,,1,,,-,1,,,-,7,,,WEST SOUTH CENTRAL
EAST SOUTH CENTRAL,2019,17,,-,3,,1,,,-,,-,1,,1,,2,,,EAST SOUTH CENTRAL
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MARYLAND,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WASHINGTON,2019,17,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
NEW YORK CITY,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
OREGON,2019,17,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",
NEW JERSEY,2019,17,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.110253, -74.655514)",
WYOMING,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
WEST NORTH CENTRAL,2019,17,1,,6,,5,,5,,,-,0,,,-,4,,,WEST NORTH CENTRAL
MONTANA,2019,17,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
WEST NORTH CENTRAL,2019,18,,-,6,,5,,6,,,-,1,,1,,4,,,WEST NORTH CENTRAL
IDAHO,2019,18,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
EAST SOUTH CENTRAL,2019,18,,-,3,,1,,,-,,-,1,,1,,3,,,EAST SOUTH CENTRAL
SOUTH DAKOTA,2019,18,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.43614, -100.230491)",
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
MONTANA,2019,18,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
VIRGINIA,2019,18,,-,1,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
ALASKA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2019,18,,-,2,,2,,,-,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",
NEW ENGLAND,2019,18,,-,1,,,-,1,,,-,1,,,-,,-,,NEW ENGLAND
DELAWARE,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
WASHINGTON,2019,18,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
EAST NORTH CENTRAL,2019,18,,-,2,,,-,,-,,-,2,,5,,5,,,EAST NORTH CENTRAL
TOTAL,2019,18,,-,18,,13,,16,,1,,4,,16,,29,,,TOTAL
MICHIGAN,2019,18,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
WEST SOUTH CENTRAL,2019,18,,-,14,,3,,3,,,-,1,,,-,8,,,WEST SOUTH CENTRAL
TEXAS,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",
KANSAS,2019,18,,-,3,,,-,5,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
MISSOURI,2019,18,,-,4,,1,,1,,,-,1,,1,,4,,"MISSOURI
(38.3675, -92.477244)",
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2019,18,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.526683, -85.290484)",
MOUNTAIN,2019,18,,-,3,,1,,1,,,-,1,,2,,2,,,MOUNTAIN
MISSISSIPPI,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
IOWA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
COLORADO,2019,18,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
NORTH DAKOTA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
DISTRICT OF COLUMBIA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
MINNESOTA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
CONNECTICUT,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
TENNESSEE,2019,18,,-,1,,,-,,-,,-,1,,1,,2,,"TENNESSEE
(35.842998, -86.343226)",
LOUISIANA,2019,18,,-,0,,,-,,-,,-,1,,,-,8,,"LOUISIANA
(30.921314, -91.840238)",
FLORIDA,2019,18,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
NEBRASKA,2019,18,,-,1,,3,,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
ILLINOIS,2019,18,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.124144, -89.148632)",
OHIO,2019,18,,-,1,,,-,,-,,-,2,,3,,2,,"OHIO
(40.415534, -82.70936)",
CALIFORNIA,2019,18,,-,1,,,-,3,,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",
GEORGIA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
VERMONT,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PACIFIC,2019,18,,-,3,,2,,3,,,-,0,,,-,,-,,PACIFIC
SOUTH CAROLINA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
WISCONSIN,2019,18,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",
NEVADA,2019,18,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",
NEW HAMPSHIRE,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MIDDLE ATLANTIC,2019,18,,-,1,,1,,,-,1,,2,,5,,6,,,MIDDLE ATLANTIC
WEST VIRGINIA,2019,18,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MARYLAND,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
UTAH,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARKANSAS,2019,18,,-,10,,2,,3,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
ALABAMA,2019,18,,-,1,,1,,,-,,-,1,,,-,1,,"ALABAMA
(32.756889, -86.844516)",
SOUTH ATLANTIC,2019,18,,-,2,,,-,2,,,-,1,,2,,1,,,SOUTH ATLANTIC
INDIANA,2019,18,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.919991, -86.2818)",
ARIZONA,2019,18,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.293239, -111.664616)",
NORTH CAROLINA,2019,18,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
NEW YORK,2019,18,,-,0,,,-,,-,1,,1,,2,,1,,"NEW YORK
(42.921241, -75.59655)",
RHODE ISLAND,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
MAINE,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NEW YORK CITY,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
HAWAII,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MASSACHUSETTS,2019,18,,-,1,,,-,1,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
WYOMING,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
US RESIDENTS,2019,18,,-,18,,13,,16,,1,,4,,16,,29,,,US RESIDENTS
NEW MEXICO,2019,18,,-,1,,1,,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.421369, -106.108388)",
AMERICAN SAMOA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
PENNSYLVANIA,2019,18,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.896694, -77.838886)",
OKLAHOMA,2019,18,,-,13,,1,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NEW JERSEY,2019,18,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.110253, -74.655514)",
NORTH DAKOTA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
OHIO,2019,19,,-,1,,,-,,-,,-,2,,3,,3,,"OHIO
(40.415534, -82.70936)",
TEXAS,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2019,19,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.43614, -100.230491)",
COLORADO,2019,19,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
US RESIDENTS,2019,19,2,,18,,16,,21,,1,,4,,17,,31,,,US RESIDENTS
MISSOURI,2019,19,,-,4,,1,,1,,1,,1,,2,,4,,"MISSOURI
(38.3675, -92.477244)",
WEST SOUTH CENTRAL,2019,19,2,,14,,6,,3,,,-,1,,,-,8,,,WEST SOUTH CENTRAL
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2019,19,,-,3,,,-,7,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
PACIFIC,2019,19,,-,3,,2,,4,,,-,0,,,-,,-,,PACIFIC
NEBRASKA,2019,19,,-,1,,3,,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
EAST NORTH CENTRAL,2019,19,,-,2,,,-,,-,,-,2,,5,,7,,,EAST NORTH CENTRAL
TOTAL,2019,19,2,,18,,16,,21,,1,,4,,17,,31,,,TOTAL
ARIZONA,2019,19,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.293239, -111.664616)",
VERMONT,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
SOUTH CAROLINA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
EAST SOUTH CENTRAL,2019,19,,-,3,,1,,,-,,-,1,,1,,3,,,EAST SOUTH CENTRAL
MONTANA,2019,19,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
MINNESOTA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MARYLAND,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
ALASKA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
MISSISSIPPI,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
OKLAHOMA,2019,19,2,,13,,3,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
WISCONSIN,2019,19,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",
CALIFORNIA,2019,19,,-,1,,,-,3,,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",
MOUNTAIN,2019,19,,-,3,,1,,2,,,-,1,,2,,2,,,MOUNTAIN
NEW YORK,2019,19,,-,0,,,-,,-,,-,1,,2,,1,,"NEW YORK
(42.921241, -75.59655)",
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OREGON,2019,19,,-,2,,2,,1,,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",
MIDDLE ATLANTIC,2019,19,,-,1,,1,,,-,,-,2,,5,,6,,,MIDDLE ATLANTIC
ARKANSAS,2019,19,,-,10,,3,,3,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
MICHIGAN,2019,19,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
GEORGIA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
HAWAII,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NEW HAMPSHIRE,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.680429, -71.57139)",
DISTRICT OF COLUMBIA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
KENTUCKY,2019,19,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.526683, -85.290484)",
WASHINGTON,2019,19,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
ILLINOIS,2019,19,,-,2,,,-,,-,,-,1,,1,,2,,"ILLINOIS
(40.124144, -89.148632)",
NEW JERSEY,2019,19,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.110253, -74.655514)",
DELAWARE,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
IOWA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
WEST VIRGINIA,2019,19,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
TENNESSEE,2019,19,,-,1,,,-,,-,,-,1,,1,,2,,"TENNESSEE
(35.842998, -86.343226)",
VIRGINIA,2019,19,,-,1,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
MASSACHUSETTS,2019,19,,-,1,,,-,2,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
NEW MEXICO,2019,19,,-,1,,1,,1,,,N,,NC,,N,,N,"NEW MEXICO
(34.421369, -106.108388)",
IDAHO,2019,19,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
INDIANA,2019,19,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.919991, -86.2818)",
WYOMING,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
FLORIDA,2019,19,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
UTAH,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
NEW ENGLAND,2019,19,,-,1,,,-,2,,,-,1,,,-,,-,,NEW ENGLAND
PENNSYLVANIA,2019,19,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.896694, -77.838886)",
CONNECTICUT,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
LOUISIANA,2019,19,,-,0,,,-,,-,,-,0,,,-,8,,"LOUISIANA
(30.921314, -91.840238)",
AMERICAN SAMOA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
SOUTH ATLANTIC,2019,19,,-,2,,,-,2,,,-,1,,2,,1,,,SOUTH ATLANTIC
MAINE,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
WEST NORTH CENTRAL,2019,19,,-,6,,5,,8,,1,,1,,2,,4,,,WEST NORTH CENTRAL
NORTH CAROLINA,2019,19,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
RHODE ISLAND,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
ALABAMA,2019,19,,-,1,,1,,,-,,-,0,,,-,1,,"ALABAMA
(32.756889, -86.844516)",
NEVADA,2019,19,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",
NEW YORK CITY,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
EAST SOUTH CENTRAL,2019,20,,-,3,,1,,1,,,-,1,,1,,3,,,EAST SOUTH CENTRAL
MARYLAND,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
SOUTH ATLANTIC,2019,20,,-,2,,,-,2,,,-,1,,3,,1,,,SOUTH ATLANTIC
MICHIGAN,2019,20,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
PENNSYLVANIA,2019,20,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.896694, -77.838886)",
SOUTH CAROLINA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
VIRGINIA,2019,20,,-,1,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
NEW HAMPSHIRE,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.680429, -71.57139)",
NEW MEXICO,2019,20,,-,1,,1,,1,,,N,,NC,,N,,N,"NEW MEXICO
(34.421369, -106.108388)",
WEST NORTH CENTRAL,2019,20,1,,6,,6,,13,,,-,1,,2,,4,,,WEST NORTH CENTRAL
ILLINOIS,2019,20,,-,2,,,-,1,,,-,1,,1,,3,,"ILLINOIS
(40.124144, -89.148632)",
NORTH CAROLINA,2019,20,,-,2,,,-,1,,,-,1,,2,,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
NEW ENGLAND,2019,20,,-,1,,,-,2,,,-,1,,,-,,-,,NEW ENGLAND
GUAM,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2019,20,,-,1,,,-,2,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
MISSISSIPPI,2019,20,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
COLORADO,2019,20,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
KANSAS,2019,20,,-,3,,,-,7,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
U.S. VIRGIN ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MOUNTAIN,2019,20,,-,3,,1,,2,,,-,1,,2,,2,,,MOUNTAIN
US RESIDENTS,2019,20,2,,18,,21,,31,,,-,4,,18,,33,,,US RESIDENTS
MISSOURI,2019,20,,-,4,,1,,4,,,-,1,,2,,4,,"MISSOURI
(38.3675, -92.477244)",
DELAWARE,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
IOWA,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
ALABAMA,2019,20,,-,1,,1,,,-,,-,0,,,-,1,,"ALABAMA
(32.756889, -86.844516)",
HAWAII,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
VERMONT,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
TOTAL,2019,20,2,,18,,21,,31,,,-,4,,18,,33,,,TOTAL
PACIFIC,2019,20,,-,3,,3,,4,,,-,0,,,-,,-,,PACIFIC
OREGON,2019,20,,-,2,,2,,1,,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",
AMERICAN SAMOA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
NON-US RESIDENTS,2019,20,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
GEORGIA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
FLORIDA,2019,20,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
ARKANSAS,2019,20,1,,10,,6,,3,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
NEW YORK CITY,2019,20,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
NEVADA,2019,20,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",
WEST VIRGINIA,2019,20,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
INDIANA,2019,20,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.919991, -86.2818)",
DISTRICT OF COLUMBIA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
TENNESSEE,2019,20,,-,1,,,-,1,,,-,1,,1,,2,,"TENNESSEE
(35.842998, -86.343226)",
ARIZONA,2019,20,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.293239, -111.664616)",
CALIFORNIA,2019,20,,-,1,,1,,3,,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",
LOUISIANA,2019,20,,-,0,,,-,,-,,-,0,,,-,8,,"LOUISIANA
(30.921314, -91.840238)",
MIDDLE ATLANTIC,2019,20,,-,1,,1,,,-,,-,2,,5,,6,,,MIDDLE ATLANTIC
