File Number,Date,Source,Allegation,Status,Finding
15-0021,02/25/2015,External,Maintenance of Property,Completed,Sustained
16-0084,04/20/2016,External,Courtesy,Completed,No Corrective Action Tak
16-0143,06/23/2016,External,Conformance to Law,Completed,No Corrective Action Tak
15-0106,06/16/2015,External,Conduct Unbecoming,Completed,Sustained
13-0319,12/02/2013,Internal,Conduct Unbecoming,Completed,Sustained
15-0021,02/25/2015,External,Conduct Unbecoming,Completed,Sustained
15-0106,06/16/2015,External,Conformance to Law,Completed,Administrative Closure
15-0021,02/25/2015,External,Conformance to Law,Completed,Sustained
13-0319,12/02/2013,Internal,Conformance to Law,Completed,Sustained
16-0130,06/06/2016,External,Conformance to Law,Completed,Corrective Action Taken
15-0021,02/25/2015,External,Att to Duty/Use Alch-Drugs,Completed,Sustained
14-0085,05/01/2014,Internal,Att to Duty/Use Alch-Drugs,Completed,Sustained
14-0085,05/01/2014,Internal,Conduct Unbecoming,Completed,Sustained
16-0102,05/16/2016,External,Courtesy,Completed,No Corrective Action Tak
14-0085,05/01/2014,Internal,Conformance to Law Re: Criminal,Completed,Sustained
16-0102,05/16/2016,External,Conduct Unbecoming,Completed,No Corrective Action Tak
14-0085,05/01/2014,Internal,Maintenance of Property,Completed,Sustained
15-0042,03/12/2015,External,Conduct Unbecoming,Completed,No Corrective Action Tak
14-0099,05/14/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0154,07/16/2014,External,Abuse of Process,Completed,Exonerated
14-0099,05/14/2014,External,Courtesy,Completed,No Corrective Action Tak
14-0198,09/30/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0074,04/24/2015,External,Conduct Unbecoming,Completed,Corrective Action Taken
16-0062,03/16/2016,External,Conf T/L Traffic,Completed,Corrective Action Taken
15-0042,03/12/2015,External,Courtesy,Completed,No Corrective Action Tak
16-0024,02/08/2016,External,Conformance to Law,Completed,Exonerated
14-0106,05/16/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0218,12/04/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
14-0154,07/16/2014,External,Conduct Unbecoming,Completed,Sustained
16-0028,02/10/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0062,03/16/2016,External,Courtesy,Completed,Corrective Action Taken
16-0024,02/08/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
16-0108,05/20/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0042,03/12/2015,External,Abuse of Authority,Completed,No Corrective Action Tak
14-0154,07/16/2014,External,Abuse of Authority,Completed,Sustained
16-0093,04/28/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0093,04/28/2016,External,Courtesy,Completed,Corrective Action Taken
14-0131,06/19/2014,External,Courtesy,Completed,Sustained
14-0131,06/19/2014,External,Conformance to Law,Completed,Sustained
16-0081,04/14/2016,Internal,Conformance to Law,Completed,Administrative Closure
16-0161,07/20/2016,Internal,Secondary Employment,Completed,Administrative Closure
16-0155,07/15/2016,External,Conduct Unbecoming,Completed,Declined
16-0167,07/25/2016,External,Conformance to Law,Completed,Declined
16-0004,01/05/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0097,05/09/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0148,06/30/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0047,03/07/2016,Internal,Conformance to Law,Completed,Unfounded
16-0131,06/09/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0057,03/11/2016,Internal,Maintenance of Property,Completed,Sustained
16-0047,03/07/2016,Internal,Conduct Unbecoming,Completed,Unfounded
16-0144,06/23/2016,Internal,Conformance to Law,Completed,Corrective Action Taken
16-0141,06/23/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0132,06/20/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0157,07/15/2016,Internal,Punctuality,Completed,Corrective Action Taken
16-0142,06/23/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0115,05/26/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0112,05/23/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0115,05/26/2016,External,Courtesy,Completed,Corrective Action Taken
16-0137,06/21/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0122,06/02/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0150,07/05/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0196,08/17/2016,Internal,Conformance to Law,Active,
16-0158,07/19/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0196,08/17/2016,Internal,Conduct Unbecoming,Active,
16-0176,08/02/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0239,12/12/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
16-0116,05/31/2016,Internal,Conformance to Law,Completed,Administrative Closure
15-0215,12/02/2015,External,Conformance to Law,Completed,Administrative Closure
14-0239,12/12/2014,External,Conduct Unbecoming,Completed,Administrative Closure
16-0056,03/10/2016,Internal,Punctuality,Completed,Administrative Closure
15-0089,05/20/2015,External,Courtesy,Completed,Administrative Closure
15-0162,09/08/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
15-0025,02/27/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
16-0118,05/31/2016,External,Conformance to Law,Completed,Administrative Closure
15-0138,08/03/2015,Internal,Courtesy,Completed,Administrative Closure
16-0092,04/27/2016,Internal,Punctuality,Completed,Administrative Closure
15-0138,08/03/2015,Internal,Conformance to Law,Completed,Administrative Closure
16-0321,01/05/2017,Internal,Use of Force,Active,
16-0171,07/28/2016,External,Conformance to Law,Completed,Corrective Action Taken
15-0138,08/03/2015,Internal,Conduct Unbecoming,Completed,Administrative Closure
16-0103,05/16/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0092,04/27/2016,Internal,Compliance with Orders,Completed,Administrative Closure
16-0191,08/16/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0181,08/09/2016,External,Conformance to Law,Completed,No Corrective Action Tak
15-0138,08/03/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
16-0049,03/07/2016,Internal,Abuse of Process,Completed,Sustained
16-0049,03/07/2016,Internal,Conduct Unbecoming,Completed,Exonerated
16-0205,08/30/2016,External,Discrim/Race/Sex,Completed,No Corrective Action Tak
16-0173,07/29/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0164,07/21/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0151,07/05/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0189,08/16/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0036,02/18/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0202,08/24/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0183,09/29/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0177,08/03/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0183,09/29/2015,External,Courtesy,Completed,No Corrective Action Tak
16-0170,07/28/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0215,09/12/2016,External,Conformance to Law,Completed,Declined
16-0164,07/21/2016,External,Courtesy,Completed,No Corrective Action Tak
16-0180,08/09/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0178,08/08/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0169,07/25/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0214,09/12/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0169,07/25/2016,Internal,Conduct Unbecoming,Completed,No Corrective Action Tak
16-0230,09/20/2016,External,Conformance to Law,Completed,Declined
16-0233,09/26/2016,External,Conformance to Law,Completed,Declined
15-0195,10/26/2015,Internal,Conduct Unbecoming,Completed,Insufficent Evidence
15-0216,12/03/2015,Internal,Conformance to Law,Completed,Unfounded
15-0216,12/03/2015,Internal,Courtesy,Completed,Unfounded
15-0216,12/03/2015,Internal,Conduct Unbecoming,Completed,Sustained
15-0216,12/03/2015,Internal,Discrimination/Harassment,Completed,Unfounded
15-0195,10/26/2015,Internal,Discrimination/Harassment,Completed,Exonerated
15-0195,10/26/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Insufficent Evidence
15-0195,10/26/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
15-0195,10/26/2015,Internal,Conduct Unbecoming,Completed,Unfounded
15-0195,10/26/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
16-0236,09/29/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0216,12/03/2015,Internal,Conduct Unbecoming,Completed,Unfounded
15-0195,10/26/2015,Internal,Discrimination/Harassment,Completed,Insufficent Evidence
16-0120,05/31/2016,External,Courtesy,Completed,No Corrective Action Tak
15-0195,10/26/2015,Internal,Conformance to Law,Completed,Unfounded
15-0195,10/26/2015,Internal,Conduct Unbecoming,Completed,Exonerated
16-0120,05/31/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0114,06/30/2015,Internal,Conformance to Law,Completed,Sustained
15-0114,06/30/2015,Internal,Conduct Unbecoming,Completed,Sustained
16-0211,09/07/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0182,08/11/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0235,09/29/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0123,06/11/2014,Internal,Courtesy,Completed,Administrative Closure
16-0017,01/28/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
16-0033,02/16/2016,External,Conformance to Law,Completed,Declined
14-0123,06/11/2014,Internal,Untruthful Statements,Completed,Administrative Closure
14-0123,06/11/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
16-0017,01/28/2016,External,Abuse of Authority,Completed,Exonerated
14-0034,02/20/2014,Internal,Abuse of Process,Completed,Administrative Closure
16-0016,01/27/2016,Internal,Conformance to Law,Completed,Sustained
14-0034,02/20/2014,Internal,Untruthful Statements,Completed,Administrative Closure
16-0172,07/28/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0251,10/20/2016,External,Neglect of Duty/Unsatisfactory Performance,Active,
16-0166,07/25/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0016,01/27/2016,Internal,Discrimination/Harassment,Completed,Sustained
16-0106,05/17/2016,Internal,Use of Force,Completed,Exonerated
16-0106,05/17/2016,Internal,Conformance to Law,Completed,Exonerated
14-0034,02/20/2014,Internal,Conformance to Law Re: Criminal,Completed,Administrative Closure
14-0003,01/09/2014,External,Untruthful Statements,Completed,Exonerated
16-0016,01/27/2016,Internal,Untruthful Statements,Completed,Sustained
16-0138,06/22/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0003,01/09/2014,External,Secondary Employment,Completed,Sustained
16-0245,10/17/2016,External,Use of Force,Completed,Declined
16-0016,01/27/2016,Internal,Conduct Unbecoming,Completed,Sustained
14-0034,02/20/2014,Internal,Conduct Unbecoming,Completed,Administrative Closure
16-0201,08/23/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0201,08/23/2016,External,Courtesy,Completed,No Corrective Action Tak
16-0192,08/16/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0229,09/20/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0083,04/20/2016,External,Abuse of Authority,Completed,No Corrective Action Tak
16-0229,09/20/2016,External,Courtesy,Completed,No Corrective Action Tak
16-0072,04/11/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0160,07/19/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0098,05/10/2016,Internal,Conduct Unbecoming,Completed,Insufficent Evidence
16-0160,07/19/2016,External,Carry Credent/Identification,Completed,Corrective Action Taken
16-0200,08/22/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0179,08/08/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0072,04/11/2016,Internal,Abuse of Authority,Completed,No Corrective Action Tak
16-0098,05/10/2016,Internal,Use of Force,Completed,Exonerated
16-0086,04/21/2016,External,Courtesy,Completed,Corrective Action Taken
16-0184,08/15/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0149,07/05/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0072,04/11/2016,Internal,Discrimination/Harassment,Completed,No Corrective Action Tak
16-0259,10/27/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
16-0185,08/15/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0193,08/17/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0152,07/06/2016,External,Carry Credent/Identification,Completed,Corrective Action Taken
16-0086,04/21/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0168,07/25/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0098,05/10/2016,Internal,Conformance to Law,Completed,Exonerated
16-0210,09/07/2016,External,Conformance to Law,Completed,No Corrective Action Tak
16-0243,10/13/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0269,11/08/2016,External,Use of Force,Completed,Declined
16-0114,05/26/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0270,11/08/2016,External,Conformance to Law,Completed,Declined
16-0276,11/10/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
16-0165,07/25/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0244,10/17/2016,External,Conformance to Law,Completed,Corrective Action Taken
16-0207,09/06/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0146,06/29/2016,External,Abuse of Authority,Completed,Administrative Closure
16-0187,08/16/2016,External,Carry Credent/Identification,Completed,No Corrective Action Tak
16-0146,06/29/2016,External,Courtesy,Completed,Administrative Closure
16-0231,09/26/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0198,11/03/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
