Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2
NORTH CAROLINA,2019,17,6,,17,,91,,76,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
UTAH,2019,17,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",
DISTRICT OF COLUMBIA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
WYOMING,2019,17,,-,3,,3,,11,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
TOTAL,2019,17,29,,108,,539,,828,,,-,1,,,-,1,,,TOTAL
PENNSYLVANIA,2019,17,,-,13,,,-,73,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
MIDDLE ATLANTIC,2019,17,14,,36,,164,,232,,,-,0,,,-,,-,,MIDDLE ATLANTIC
CALIFORNIA,2019,17,,-,9,,29,,29,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
ALASKA,2019,17,1,,2,,7,,2,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
IOWA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
RHODE ISLAND,2019,17,,-,3,,,-,6,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
COLORADO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
SOUTH CAROLINA,2019,17,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
WEST VIRGINIA,2019,17,3,,10,,22,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MICHIGAN,2019,17,1,,7,,4,,4,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
EAST SOUTH CENTRAL,2019,17,,-,8,,12,,15,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
NEBRASKA,2019,17,,-,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
TEXAS,2019,17,,-,44,,,-,167,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
KANSAS,2019,17,2,,3,,15,,14,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
EAST NORTH CENTRAL,2019,17,2,,24,,11,,5,,,-,0,,,-,,-,,EAST NORTH CENTRAL
FLORIDA,2019,17,,-,24,,43,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
IDAHO,2019,17,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
NEW YORK,2019,17,14,,29,,164,,159,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NEVADA,2019,17,,-,2,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
ALABAMA,2019,17,,-,5,,10,,13,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
OREGON,2019,17,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
MONTANA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
PACIFIC,2019,17,1,,9,,36,,31,,,-,0,,,-,,-,,PACIFIC
TENNESSEE,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
NEW HAMPSHIRE,2019,17,,-,3,,7,,14,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH DAKOTA,2019,17,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
MICHIGAN,2019,18,,-,7,,4,,6,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
COLORADO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
TOTAL,2019,18,26,,108,,572,,901,,,-,1,,,-,1,,,TOTAL
WASHINGTON,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
MARYLAND,2019,18,,-,11,,84,,77,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
NEBRASKA,2019,18,,-,3,,1,,5,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
ILLINOIS,2019,18,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
ALASKA,2019,18,,-,2,,7,,2,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
NEW YORK CITY,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
US RESIDENTS,2019,18,26,,108,,572,,901,,,-,1,,,-,1,,,US RESIDENTS
GEORGIA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
ARIZONA,2019,18,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
NORTH DAKOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
MISSISSIPPI,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
NEW HAMPSHIRE,2019,18,,-,3,,7,,15,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
UTAH,2019,18,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",
VIRGINIA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2019,18,,-,3,,,-,8,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
WISCONSIN,2019,18,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
PENNSYLVANIA,2019,18,,-,13,,,-,82,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
NEW JERSEY,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2019,18,2,,3,,17,,15,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
MOUNTAIN,2019,18,,-,6,,10,,17,,,-,1,,,-,,-,,MOUNTAIN
PACIFIC,2019,18,1,,9,,39,,32,,,-,0,,,-,,-,,PACIFIC
NEW ENGLAND,2019,18,2,,13,,37,,58,,,-,0,,,-,,-,,NEW ENGLAND
MASSACHUSETTS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
NEVADA,2019,18,,-,2,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
CONNECTICUT,2019,18,,-,3,,7,,12,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
SOUTH ATLANTIC,2019,18,1,,34,,242,,294,,,-,1,,,-,1,,,SOUTH ATLANTIC
TENNESSEE,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
NORTH CAROLINA,2019,18,,-,17,,91,,83,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
IOWA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
SOUTH CAROLINA,2019,18,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
ARKANSAS,2019,18,7,,3,,11,,7,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
OREGON,2019,18,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
OKLAHOMA,2019,18,,-,8,,8,,4,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
MAINE,2019,18,2,,5,,23,,15,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
DISTRICT OF COLUMBIA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
EAST SOUTH CENTRAL,2019,18,1,,8,,14,,17,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
CALIFORNIA,2019,18,1,,9,,32,,30,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
INDIANA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
AMERICAN SAMOA,2019,18,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
TEXAS,2019,18,,-,44,,,-,189,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
WEST VIRGINIA,2019,18,1,,10,,23,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
IDAHO,2019,18,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
WEST NORTH CENTRAL,2019,18,2,,6,,24,,25,,,-,0,,,-,,-,,WEST NORTH CENTRAL
EAST NORTH CENTRAL,2019,18,,-,24,,11,,8,,,-,0,,,-,,-,,EAST NORTH CENTRAL
HAWAII,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
KENTUCKY,2019,18,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
MISSOURI,2019,18,,-,4,,6,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
DELAWARE,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
NEW MEXICO,2019,18,,-,2,,7,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
VERMONT,2019,18,,-,5,,,-,8,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
MONTANA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
MIDDLE ATLANTIC,2019,18,12,,36,,176,,250,,,-,0,,,-,,-,,MIDDLE ATLANTIC
ALABAMA,2019,18,1,,5,,12,,15,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
FLORIDA,2019,18,,-,25,,44,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
NEW YORK,2019,18,12,,29,,176,,168,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
MINNESOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
SOUTH DAKOTA,2019,18,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
OHIO,2019,18,,-,6,,4,,1,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
WYOMING,2019,18,,-,3,,3,,14,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
WEST SOUTH CENTRAL,2019,18,7,,45,,19,,200,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
EAST NORTH CENTRAL,2019,19,3,,24,,14,,10,,,-,0,,,-,,-,,EAST NORTH CENTRAL
SOUTH CAROLINA,2019,19,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
FLORIDA,2019,19,,-,26,,45,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2019,19,,-,13,,3,,2,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
ARIZONA,2019,19,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
NORTH CAROLINA,2019,19,5,,17,,103,,89,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
IOWA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
ARKANSAS,2019,19,1,,7,,12,,7,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
DELAWARE,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
IDAHO,2019,19,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW ENGLAND,2019,19,1,,13,,39,,60,,,-,0,,,-,,-,,NEW ENGLAND
WASHINGTON,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
WEST SOUTH CENTRAL,2019,19,1,,45,,20,,218,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
AMERICAN SAMOA,2019,19,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
PENNSYLVANIA,2019,19,,-,13,,,-,95,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
MARYLAND,2019,19,6,,11,,105,,83,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
MICHIGAN,2019,19,,-,7,,4,,6,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
MONTANA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
EAST SOUTH CENTRAL,2019,19,1,,8,,15,,17,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
INDIANA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
OREGON,2019,19,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
MAINE,2019,19,,-,5,,23,,15,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
ALASKA,2019,19,,-,2,,7,,3,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
NEBRASKA,2019,19,1,,3,,2,,6,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
ALABAMA,2019,19,1,,5,,13,,15,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
OKLAHOMA,2019,19,,-,8,,8,,4,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NEVADA,2019,19,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
MINNESOTA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
LOUISIANA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
DISTRICT OF COLUMBIA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
RHODE ISLAND,2019,19,1,,3,,1,,8,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
PACIFIC,2019,19,,-,9,,39,,37,,,-,0,,,-,,-,,PACIFIC
HAWAII,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
UTAH,2019,19,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",
KENTUCKY,2019,19,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
OHIO,2019,19,3,,6,,7,,2,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
WISCONSIN,2019,19,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MOUNTAIN,2019,19,,-,6,,10,,18,,,-,1,,,-,,-,,MOUNTAIN
CALIFORNIA,2019,19,,-,9,,32,,34,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
COLORADO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
TENNESSEE,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
NEW MEXICO,2019,19,,-,2,,7,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WYOMING,2019,19,,-,3,,3,,14,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
US RESIDENTS,2019,19,24,,108,,619,,965,,,-,1,,,-,1,,,US RESIDENTS
WEST NORTH CENTRAL,2019,19,1,,6,,25,,27,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NEW JERSEY,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
NEW HAMPSHIRE,2019,19,,-,3,,7,,15,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MISSISSIPPI,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
NEW YORK CITY,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
TOTAL,2019,19,24,,108,,619,,965,,,-,1,,,-,1,,,TOTAL
MISSOURI,2019,19,,-,4,,6,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
KANSAS,2019,19,,-,3,,17,,15,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
NEW YORK,2019,19,4,,29,,180,,177,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NORTH DAKOTA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
MIDDLE ATLANTIC,2019,19,4,,36,,180,,272,,,-,0,,,-,,-,,MIDDLE ATLANTIC
VERMONT,2019,19,,-,5,,,-,8,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
SOUTH DAKOTA,2019,19,,-,2,,,-,4,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
GEORGIA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
MASSACHUSETTS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
WEST VIRGINIA,2019,19,2,,10,,24,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
TEXAS,2019,19,,-,44,,,-,207,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
SOUTH ATLANTIC,2019,19,13,,35,,277,,306,,,-,1,,,-,1,,,SOUTH ATLANTIC
CONNECTICUT,2019,19,,-,3,,8,,14,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
EAST NORTH CENTRAL,2019,20,2,,24,,18,,11,,,-,0,,,-,,-,,EAST NORTH CENTRAL
TOTAL,2019,20,23,,108,,648,,1038,,,-,1,,,-,1,,,TOTAL
NEW HAMPSHIRE,2019,20,,-,3,,7,,15,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MIDDLE ATLANTIC,2019,20,8,,36,,188,,308,,,-,0,,,-,,-,,MIDDLE ATLANTIC
GUAM,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
AMERICAN SAMOA,2019,20,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
SOUTH DAKOTA,2019,20,,-,2,,,-,5,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
WYOMING,2019,20,,-,3,,3,,16,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
US RESIDENTS,2019,20,23,,108,,648,,1038,,,-,1,,,-,1,,,US RESIDENTS
TENNESSEE,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
IDAHO,2019,20,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
VERMONT,2019,20,,-,5,,,-,10,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
NEW YORK,2019,20,8,,29,,188,,205,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
SOUTH ATLANTIC,2019,20,11,,35,,290,,314,,,-,1,,,-,1,,,SOUTH ATLANTIC
CALIFORNIA,2019,20,,-,9,,32,,39,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
NEW YORK CITY,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
MASSACHUSETTS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
WEST VIRGINIA,2019,20,1,,10,,25,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
ALASKA,2019,20,,-,2,,7,,3,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
NORTH DAKOTA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
MINNESOTA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
SOUTH CAROLINA,2019,20,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
EAST SOUTH CENTRAL,2019,20,,-,8,,15,,19,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
HAWAII,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
MAINE,2019,20,,-,5,,24,,16,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
KANSAS,2019,20,1,,3,,19,,15,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
CONNECTICUT,2019,20,,-,3,,8,,15,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
NEW ENGLAND,2019,20,,-,13,,40,,64,,,-,0,,,-,,-,,NEW ENGLAND
MOUNTAIN,2019,20,,-,6,,10,,20,,,-,1,,,-,,-,,MOUNTAIN
TEXAS,2019,20,,-,44,,,-,219,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
KENTUCKY,2019,20,,-,8,,2,,3,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
UTAH,2019,20,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",
NON-US RESIDENTS,2019,20,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
GEORGIA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
WEST SOUTH CENTRAL,2019,20,1,,45,,21,,232,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
NEVADA,2019,20,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
MONTANA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
OKLAHOMA,2019,20,,-,8,,8,,4,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
MISSISSIPPI,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
DISTRICT OF COLUMBIA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
LOUISIANA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
U.S. VIRGIN ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VIRGINIA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
NORTH CAROLINA,2019,20,10,,17,,113,,95,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
WISCONSIN,2019,20,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
WASHINGTON,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
OREGON,2019,20,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
PUERTO RICO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2019,20,,-,13,,4,,2,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
MICHIGAN,2019,20,,-,7,,5,,6,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
MARYLAND,2019,20,,-,11,,105,,85,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
NORTHERN MARIANA ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DELAWARE,2019,20,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
OHIO,2019,20,2,,6,,9,,3,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
IOWA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
RHODE ISLAND,2019,20,,-,3,,1,,8,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
ALABAMA,2019,20,,-,5,,13,,16,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
