Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
KITH,Misc Non-Food Retail - 817,Refund Policy - R01,09/09/2019,10/02/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,136.00,337,LAFAYETTE ST,,NEW YORK,NY,10012,11746,,
APPLIANCES CONNECTION,Appliances - 244,Non-Delivery of Goods - N01,02/08/2019,02/15/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1870,BATH AVE,,BROOKLYN,NY,11214,21231,,
"AKA WIRELESS, INC.",Electronic Store - 001,Billing Dispute - B02,06/06/2019,06/14/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1430,2ND AVE,,NEW YORK,NY,10021,10021,,
"SEON, JUNGRYE",Dry Cleaners - 230,Non-Delivery of Service - N02,10/21/2019,11/22/2019,No Business Response - NVR,No,0.00,3308,28TH AVE,,ASTORIA,NY,11103,,-73.91833556880395,40.76765030600843
"CREDIT CONTROL, LLC",Debt Collection Agency - 122,Billing Dispute - B02,02/15/2019,03/18/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,5757,PHANTOM DR,STE 330,HAZELWOOD,MO,63042,11691,,
,Dry Cleaners - 230,Damaged Goods - D01,02/19/2019,02/27/2019,No Satisfactory Agreement - NSA,No,0.00,,,,,,,10471,-73.90235853741447,40.90462369079202
YES AUTOS INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,01/22/2019,03/05/2019,Consumer Took Action - CTA,No,0.00,7402,QUEENS BLVD,,ELMHURST,NY,11373,11413,-73.8895200992918,40.73906442522318
B & W DELI GROCERY CORP,Grocery-Retail - 808,Surcharge/Overcharge - S02,01/13/2020,01/31/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,373,W 34TH ST,,NEW YORK,NY,10001,,-73.98988342353871,40.750686093341734
J.S. BAUM FLOOR COVERING AND HOUSE FURNISHINGS INC,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/17/2019,06/11/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,138,E 170TH ST,,BRONX,NY,10452,10456,,
STUDIOANISE,Furniture Sales - 242,Non-Delivery of Goods - N01,11/27/2019,01/06/2020,No Business Response - NVR,No,0.00,21,GREENE ST,,NEW YORK,NY,10013,10013,-74.00262272256012,40.72114747472924
ALBA HOME IMPROVEMENTS NY INC.,Home Improvement Contractor - 100,Misrepresentation - M01,10/31/2018,01/08/2019,No Consumer Response - NCR,NA,0.00,P O,P O BOX 364,,MAHOPAC FALLS,NY,10542,10024,,
ROYAL WORLD USA INC,Electronic Store - 001,Misrepresentation - M01,12/07/2018,01/08/2019,Unable to Locate Business - ULV,NA,0.00,488,7TH AVE,,NEW YORK,NY,10018,,,
"VULCAN BASEMENT WATERPROOFING & FLOORING, INC.",Home Improvement Contractor - 100,,07/16/2019,09/11/2019,Advised to Sue - ATS,No,0.00,8,OAK ST,,CLIFTON,NJ,07014,11221,-73.92173968806077,40.69103279006081
BROOKLYN AUTO MALL LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,12/28/2018,01/02/2019,Goods Received - GDR,Yes,0.00,2122,86TH ST,2F,BROOKLYN,NY,11214,11207,-73.90123258119685,40.676401097321225
TMT COLLISION SPECIALIST LLC,Tow Truck Company - 124,Misrepresentation - M01,03/26/2019,04/24/2019,Cash Amount - AMT,Yes,63.00,3346,PROVOST AVE,,BRONX,NY,10475,10463,-73.82589416213214,40.88253228491347
"EXPEDIA, INC.",Travel Agency - 440,Billing Dispute - B02,08/16/2019,09/09/2019,Cash Amount - AMT,Yes,252.00,333,108TH AVE NE,,BELLEVUE,WA,98004,11377,-73.90433399018903,40.74359280183799
AMERICAN USA AUCTIONEERS,Auction House - 128,Misrepresentation - M01,12/23/2019,12/26/2019,Complaint Invalid - CIN,NA,0.00,297,KENT AVE,,BROOKLYN,NY,11249,10065,-73.83041271031962,40.71173157575187
S.H.BAADSHAH CONTRACTING & WATERPROOFING INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/14/2019,03/11/2019,Advised to Sue - ATS,No,0.00,2144,BRONX PARK E,,BRONX,NY,10462,10469,-73.86947556893274,40.854563686628666
PRECISION EYE CARE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/08/2019,06/03/2019,Consumer Took Action - CTA,No,0.00,12512,ROOSEVELT AVE,,CORONA,NY,11368,11355,-73.84388815631091,40.75513428955433
SPARTAN AUTO GROUP LLC,Secondhand Dealer Auto - 005,Breach of Contract - B03,01/22/2019,02/26/2019,Cash Amount - AMT,Yes,2500.00,4101,BOSTON RD,,BRONX,NY,10466,11214,-73.82894585166179,40.88554503116475
BHI DEALS INC,Electronic Store - 001,Misrepresentation - M01,03/05/2019,05/03/2019,No Business Response - NVR,No,0.00,526,FASHION AVE,STORE3,NEW YORK,NY,10018,,,
EMPIRE COACH INC,Tow Truck Company - 124,Misrepresentation - M01,12/28/2018,02/01/2019,Advised to Sue - ATS,No,0.00,1501,BASSETT AVE,,BRONX,NY,10461,10460,-73.84220939026419,40.85281142964483
P.T. CONSTRUCTION GROUP INC.,Home Improvement Contractor - 100,Quality of Work - Q01,09/25/2019,10/28/2019,Referred to Manufacturer - RMF,NA,0.00,150,GLENWOOD AVE,,YONKERS,NY,10703,10023,,
GARET MOTORS INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,01/31/2019,03/13/2019,Referred to Outside - RTO,NA,0.00,6120,FLUSHING AVE,,MASPETH,NY,11378,11249,-73.90380335072956,40.72119789465793
HOTEL PENNSYLVANIA,Hotel/Motel - 460,Refund Policy - R01,12/14/2018,01/16/2019,Advised to Sue - ATS,No,0.00,401,7TH AVE,,NEW YORK,NY,10001,02446,,
ZENITH PARKING LLC,Garage - 049,Damage / Estimate,06/18/2019,06/25/2019,Cash Amount - AMT,Yes,999.00,205,E 38TH ST,,NEW YORK,NY,10016,07652,-73.98693988186386,40.761126808576385
TOP VIEW SIGHTSEEING,Sightseeing Bus - 078,Exchange Goods/Contract Cancelled - E01,08/19/2019,09/09/2019,No Satisfactory Agreement - NSA,No,0.00,2,E 42ND ST,,NEW YORK,NY,10017,30135,-73.98065392916737,40.75337202022346
BAY RIDGE VOLVO-AMERICAN INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,05/22/2019,07/12/2019,Cash Amount - AMT,Yes,500.00,8919,4TH AVE,,BROOKLYN,NY,11209,11237,-74.0292423714472,40.62064656160213
J.W. CUSTOM DESIGNS INC.,Home Improvement Contractor - 100,Misrepresentation - M01,04/11/2019,05/30/2019,Advised to Sue - ATS,No,0.00,288,TAYLOR ST,,STATEN ISLAND,NY,10310,10312,,
RUNWAY TOWING CORP.,Tow Truck Company - 124,Billing Dispute - B02,07/10/2019,08/07/2019,Cash Amount - AMT,Yes,125.00,12420,S CONDUIT AVE,,S OZONE PARK,NY,11420,11208,-73.81646246804654,40.66515602871917
"BIONAIRE, JARDEN CONSUMER SOLUTIONS",Other,,12/02/2019,12/18/2019,Cash Amount - AMT,Yes,62.00,PO BOX,P O BOX 3900,,PEORIA,IL,61612,11215,,
"WALGREEN EASTERN CO., INC.",Drug Store Retail - 810,Damaged Goods - D01,02/19/2019,02/27/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,200,WILMOT RD,MS #2002,DEERFIELD,IL,60015,11423,-73.74531544343759,40.692490324385446
TOP NOTCH APPLIANCE REPAIR,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,12/14/2018,01/15/2019,No Satisfactory Agreement - NSA,No,0.00,401,SCHENECTADY AVE,,BROOKLYN,NY,11213,11358,-73.93434755375743,40.66397444916069
TICKETNETWORK,Ticket Seller,Non-Delivery of Goods - N01,02/20/2020,04/15/2020,Advised to Sue - ATS,No,0.00,75,GERBER RD E,,SOUTH WINDSOR,CT,06074,10454,,
AQ CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,09/27/2019,10/25/2019,Advised to Sue - ATS,No,0.00,1854,TOMLINSON AVE,,BRONX,NY,10461,10466,,
"TRINCHESE CONSTRUCTION, INC.",Home Improvement Contractor - 100,Non-Delivery of Service - N02,05/24/2019,06/17/2019,Referred to Outside - RTO,NA,0.00,9805,163RD AVE,,HOWARD BEACH,NY,11414,11228,,
MOBILESHACK INC,Electronic Store - 001,Misrepresentation - M01,04/18/2019,05/23/2019,Advised to Sue - ATS,No,0.00,566,FASHION AVE,,NEW YORK,NY,10018,04721,,
"BRAMBLE, CECIL P",Home Improvement Contractor - 100,Quality of Work - Q01,08/16/2019,09/24/2019,Referred to Outside - RTO,NA,0.00,6125,98TH ST,16F,REGO PARK,NY,11374,11229,-73.86387604993837,40.741589591310955
US LEVIN GROUP INC,Home Improvement Contractor - 100,Quality of Work - Q01,04/24/2019,05/31/2019,Referred to Outside - RTO,NA,0.00,8635,21ST AVE,6H,BROOKLYN,NY,11214,11235,-73.99682735454735,40.60252361616561
AA'S TOWING & COLLISION INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,08/29/2019,10/15/2019,Advised to Sue - ATS,No,0.00,79,14TH ST,,BROOKLYN,NY,11215,11701,-73.99506865169111,40.669202665947815
REHAB ASSOCIATES INC.,Home Improvement Contractor - 100,Damaged Goods - D01,07/05/2019,08/29/2019,Goods Repaired - GRS,Yes,0.00,90,GOLD ST,20M,NEW YORK,NY,10038,11236,,
DOMINIQUE SALON NY,Salons And Barbershop - 841,Surcharge/Overcharge - S02,01/11/2019,02/21/2019,Cash Amount - AMT,Yes,130.00,2,E 61ST ST,,NEW YORK,NY,10065,DD5 3,-73.97186370749705,40.76540865606737
RICHMOND WATERPROOFING INC,Home Improvement Contractor - 100,Quality of Work - Q01,10/02/2019,11/22/2019,No Consumer Response - NCR,NA,0.00,11B,KERMIT AVE,,STATEN ISLAND,NY,10305,10312,-74.1727569092839,40.5331943933614
FASA CONTRACTING INC.,Home Improvement Contractor - 100,Misrepresentation - M01,01/28/2020,03/05/2020,Goods Repaired - GRS,Yes,0.00,4109,NATIONAL ST,2,CORONA,NY,11368,11104,,
,Electronic Store - 001,Non-Delivery of Goods - N01,04/14/2020,04/30/2020,Advised to Sue - ATS,No,0.00,,,,,,,11757,-73.94237906943455,40.692398146421
JAJ AUTOMOTIVE CORP,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,12/14/2018,02/15/2019,No Business Response - NVR,No,0.00,9709,150TH ST,,JAMAICA,NY,11435,,-73.80251538308453,40.698358487562
RUNWAY TOWING CORP.,Tow Truck Company - 124,Misrepresentation - M01,07/16/2019,08/12/2019,No Satisfactory Agreement - NSA,No,0.00,12420,S CONDUIT AVE,,S OZONE PARK,NY,11420,10028,-73.81646246804654,40.66515602871917
TOUR AMERICA LLC,Sightseeing Bus - 078,Billing Dispute - B02,04/25/2019,05/23/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,110.00,525,W 54TH ST,,NEW YORK,NY,10019,11216,,
"JENNIFER CONVERTIBLES, INC.",Furniture Sales - 242,Damaged Goods - D01,04/05/2019,04/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1995,BROADHOLLOW RD,,FARMINGDALE,NY,11735,11224,-73.98452362199234,40.68916995790888
SPRINT SPECTRUM L.P.,Electronic Store - 001,Advertising/Misleading - A02,05/21/2019,06/10/2019,Complaint Invalid - CIN,NA,0.00,6500,SPRINT PARKWAY,,OVERLAND PARK,NY,66251,10024,-73.97064439828804,40.796198792146804
KLEINFELD BRIDAL CORP.  (DEL),Retail Store - 820,Restock Fee,12/14/2018,01/30/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,221.00,110,W 20TH ST,,NEW YORK,NY,10011,10027,,
HOME DEPOT USA INC,Appliances - 244,Damaged Goods - D01,06/06/2019,07/16/2019,Cash Amount - AMT,Yes,876.00,2455,PACES FERRY RD SE,,ATLANTA,GA,30339,10032,-73.93084279791283,40.82155675598264
J & L HOME SUPPLY INC.,Appliances - 244,Damaged Goods - D01,07/26/2019,08/15/2019,Referred to Manufacturer - RMF,NA,0.00,6208,18TH AVE,,BROOKLYN,NY,11204,10314,-73.98854509767371,40.620759501777435
VERIZON COMMUNICATIONS INC.,Electronic Store - 001,Other - Z01,02/07/2020,02/20/2020,Bill Reduced - BLR,Yes,200.00,140,WEST ST,,NEW YORK,NY,10007,10025,,
SPANKY'S ASSET RECOVERY INC.,Tow Truck Company - 124,Damaged Goods - D01,03/01/2019,04/05/2019,Advised to Sue - ATS,No,0.00,2126,31ST AVE,APT 1R,ASTORIA,NY,11106,07306,-73.919912468776,40.75624151187227
"NICKY'S BOYS AUTO GLASS, INC.",Secondhand Dealer [General] - 006,,03/01/2019,04/25/2019,Referred to Outside - RTO,NA,0.00,1523,NEPTUNE AVE,,BROOKLYN,NY,11224,,-73.98341514229108,40.5791367686982
CLEAN 88 INC.,Laundry - 064,Damaged Goods - D01,11/19/2019,12/05/2019,Store Credit - SCR,Yes,6.00,7107,NEW UTRECHT AVE,,BROOKLYN,NY,11228,11228,-73.99907066735733,40.61879479772289
EAGLE VISION CONSTRUCTION INC,Home Improvement Contractor - 100,Quality of Work - Q01,11/30/2018,01/02/2019,No Satisfactory Agreement - NSA,No,0.00,12805,VAN WYCK EXPY,,S OZONE PARK,NY,11436,11361,-73.8006387038837,40.672282601252206
NETCOST MARKET- SHEEPSHEAD BAY,Grocery-Retail - 808,Surcharge/Overcharge - S02,06/03/2019,07/08/2019,Referred to Outside - RTO,NA,0.00,608,SHEEPSHEAD BAY RD,,BROOKLYN,NY,11224,11224,-73.97465260582312,40.57997233445759
"NATIONWIDE CREDIT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,02/24/2020,04/17/2020,Unable to Locate Consumer - ULC,NA,0.00,3600,E UNIVERSITY DR,STE B1350,PHOENIX,AZ,85034,10459,,
AMSTERDAM FURNITURE INC.,Furniture Sales - 242,Surcharge/Overcharge - S02,05/08/2019,06/03/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1985,AMSTERDAM AVE,,NEW YORK,NY,10032,10032,-73.94142918032631,40.833675047439094
"ZION TALIS MANUFACTURING CO., INC.",Misc Non-Food Retail - 817,Billing Dispute - B02,06/19/2019,07/19/2019,Unable to Locate Business - ULV,NA,0.00,1026,6TH AVE,402,NEW YORK,NY,10018,94602,-73.98576132339385,40.752549340812095
NYCITY WIRELESS CHAMPS INC.,Electronic Store - 001,Misrepresentation - M01,11/15/2019,11/26/2019,Bill Reduced - BLR,Yes,53.00,3110,BROADWAY,,ASTORIA,NY,11106,11106,,
OPTIMUM CABLE,Other,,07/22/2019,08/06/2019,Referred to Outside - RTO,NA,0.00,1111,STEWART AVE,,BETHPAGE,NY,11714,11216,-73.95390232147902,40.67393102007607
JUJU SUPPLY CO.,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,01/06/2020,02/05/2020,Advised to Sue - ATS,No,0.00,141,NEVINS ST,119,BROOKLYN,NY,11217,10003,-73.98384689474406,40.68431710983572
ECONOPARK JFK,Parking Lot - 050,Damage / Estimate,07/17/2019,08/16/2019,No Business Response - NVR,No,0.00,13398,,,SOUTH OZONE PARK,NY,11436,10710,-73.79732692320542,40.66833530531546
"AHMAD, ADNAN",Home Improvement Contractor - 100,Non-Delivery of Service - N02,07/10/2019,07/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1601,W 7TH ST,B2,BROOKLYN,NY,11223,11223,-73.98062412887425,40.60764656090676
AMERICAN EDUCATION SERVICES,Debt Collection Agency - 122,,07/09/2019,07/30/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,PO BOX,,HARRISBURG,PA,17130,10467,-73.87294162416983,40.87757088012353
GDS DIRECT ACCESS,Travel Agency - 440,Advertising/Misleading - A02,02/28/2020,04/22/2020,Unable to Locate Business - ULV,NA,0.00,42,BROADWAY,12-417,NEW YORK,NY,10004,91354,-74.01290870587448,40.70627017391471
,Pedicab Business - 130,Non-Delivery of Service - N02,02/24/2020,04/02/2020,No Business Response - NVR,No,0.00,,,,,,,11234,,
HAIM TOWING INC.,Tow Truck Company - 124,Contact Sign Not Posted,07/22/2019,09/09/2019,No Consumer Response - NCR,NA,0.00,1979,STILLWELL AVE,,BROOKLYN,NY,11223,11229,-73.99241702098571,40.592661350479844
ASHLEY FURNITURE HOMESTORE,Furniture Sales - 242,Defective Goods - D02,10/04/2019,11/04/2019,No Consumer Response - NCR,NA,0.00,1,ASHLEY WAY,,ARCADIA,WI,54612,11355,,
"JAMAICA TOWING, INC.",Tow Truck Company - 124,Billing Dispute - B02,12/14/2018,02/19/2019,Cash Amount - AMT,Yes,229.00,17028,JAMAICA AVE,,JAMAICA,NY,11432,07106,-73.79118411431989,40.7041299594793
"MAJOR WORLD CHEVROLET, L.L.C.",Secondhand Dealer Auto - 005,Misrepresentation - M01,05/02/2019,05/13/2019,Advised to Sue - ATS,No,0.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11581,-73.91968481352149,40.753460924751224
MOBILESHACK INC,Electronic Store - 001,Misrepresentation - M01,01/16/2019,03/22/2019,No Satisfactory Agreement - NSA,No,0.00,566,FASHION AVE,,NEW YORK,NY,10018,,,
"CITY WORLD MOTORS, L.L.C.",Secondhand Dealer Auto - 005,Damaged Goods - D01,07/09/2019,07/23/2019,Goods Repaired - GRS,Yes,0.00,3333,BOSTON RD,,BRONX,NY,10469,10469,-73.85244221316086,40.87422540923242
COMMENTARY MAGAZINE,Misc Non-Food Retail - 817,Misrepresentation - M01,10/28/2019,10/31/2019,Goods Received - GDR,Yes,0.00,561,7TH AVE,16,NEW YORK,NY,10018,03302,,
147-36 94TH AVENUE PARKING CORP.,Garage - 049,Non-Delivery Goods/Services,10/23/2019,11/12/2019,Referred to Outside - RTO,NA,0.00,107,W 13TH ST,,NEW YORK,NY,10011,11435,-73.80627061223024,40.699256921088654
HOTEL EDISON,Hotel/Motel - 460,Breach of Contract - B03,07/23/2019,08/07/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,393.00,228,W 47TH ST,,NEW YORK,NY,10036,24153,-73.98588612806316,40.759726865080566
INTERNATIONAL TOWING & RECOVERY INC.,Tow Truck Company - 124,Damaged Goods - D01,03/01/2019,04/01/2019,No Consumer Response - NCR,NA,0.00,21525,99TH AVE,,QUEENS VLG,NY,11429,,-73.74380267082242,40.71455222737292
BEYER CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,12/07/2018,01/03/2019,Advised to Sue - ATS,No,0.00,40,DURGES ST,,STATEN ISLAND,NY,10304,10314,,
"KOEPPEL VOLKSWAGEN, INC.",Secondhand Dealer Auto - 005,Billing Dispute - B02,02/07/2019,02/15/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,5701,NORTHERN BLVD,,WOODSIDE,NY,11377,10039,-73.90378538668863,40.75363263989879
TRANSWORLD SYSTEMS INC.,Debt Collection Agency - 122,Billing Dispute - B02,05/06/2019,06/11/2019,Bill Reduced - BLR,Yes,251.00,500,VIRGINIA DR,514,FT WASHINGTON,PA,19034,11411,,
JOMASHOP,Mailorder Misc - 319,Other - Z01,04/21/2020,04/24/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,140,58TH ST,3B,BROOKLYN,NY,11220,,,
DESIGNER CONCEPTS AND RESTORATION LLC,Home Improvement Contractor - 100,Misrepresentation - M01,01/25/2019,03/26/2019,Goods Repaired - GRS,Yes,0.00,11527,127TH ST,,S OZONE PARK,NY,11420,11435,,
HOME DEPOT USA INC,Misc Non-Food Retail - 817,Damaged Goods - D01,02/13/2019,03/07/2019,Cash Amount - AMT,Yes,473.00,2455,PACES FERRY RD SE,,ATLANTA,GA,30339,10034,-73.93084279791283,40.82155675598264
U-HAUL MOVING & STORAGE OF JAMAICA,Mini-Storage Company - 830,,05/01/2020,05/04/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,16811,DOUGLAS AVE,,JAMAICA,NY,11433,11413,-73.78999112962342,40.70386703563315
"UNION 99 CENT & UP, INC",Misc Non-Food Retail - 817,Damaged Goods - D01,06/25/2019,07/12/2019,Goods Exchanged - GEX,Yes,10.00,2812,UNION ST,,FLUSHING,NY,11354,11357,-73.82652023860146,40.772873448525175
SPECTRUM,Misc Non-Food Retail - 817,Misrepresentation - M01,03/15/2019,04/08/2019,Bill Reduced - BLR,Yes,528.00,400,ATLANTIC ST,10,STAMFORD,CT,06901,10312,,
CK CONSTRUCTION MANAGEMENT INC.,Home Improvement Contractor - 100,,12/16/2019,12/26/2019,Advised to Sue - ATS,No,0.00,106,10TH ST,,HICKSVILLE,NY,11801,11218,-73.97934234840216,40.65310278550462
BRONX PARKING RUPPERT,Garage & Parking Lot - 098,Surcharge/Overcharge - S02,06/25/2019,07/16/2019,Unable to Locate Business - ULV,NA,0.00,1,MACOMBS DAM PARK,,BRONX,NY,10452,10021,,
,Home Improvement Contractor - 100,Quality of Work - Q01,08/29/2019,09/16/2019,No Satisfactory Agreement - NSA,No,0.00,,,,,,,11208,,
PRESTO MYHOME,Home Improvement Contractor - 100,Unlicensed,08/02/2019,09/17/2019,Advised to Sue - ATS,No,0.00,135,E 57TH ST,14,NEW YORK,NY,10022,10128,,
HOME CONNECTION CONTRACTING INC,Home Improvement Contractor - 100,Breach of Contract - B03,04/19/2019,06/17/2019,Advised to Sue - ATS,No,0.00,7126,71ST ST,,GLENDALE,NY,11385,10011,,
MIG FURNITURE INC,Furniture Sales - 242,Advertising/Misleading - A02,02/13/2019,03/15/2019,No Consumer Response - NCR,NA,0.00,1950,MCDONALD AVE,,BROOKLYN,NY,11223,11235,-73.9723202241904,40.60506749783552
1STOPBEDROOMS.COM,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/17/2020,02/13/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,1716,CONEY ISLAND AVE,5,BROOKLYN,NY,11230,11561,,
OCEAN VIEW OPTICAL,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,12/14/2018,01/10/2019,Advised to Sue - ATS,No,0.00,1075,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11235,,
"PRESTIGE AUTO NYC, INC.",Tow Truck Company - 124,Damaged Goods - D01,07/26/2019,08/28/2019,Advised to Sue - ATS,No,0.00,2013,3RD AVE,,NEW YORK,NY,10029,10506,-73.98515502769288,40.736056061882145
R.T.R. FINANCIAL SERVICES INC.,Debt Collection Agency - 122,Misrepresentation - M01,01/30/2020,02/11/2020,Bill Reduced - BLR,Yes,1707.00,2,TELEPORT DR,302,STATEN ISLAND,NY,10311,10314,,
NYC NU CONTRACTOR INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/26/2019,04/03/2019,No Business Response - NVR,No,0.00,4768,BROADWAY,,NEW YORK,NY,10034,11375,-73.92674758992915,40.86570834538767
TICKETMASTER,Tickets-Live Perf - 260,Misrepresentation - M01,01/06/2020,01/24/2020,Goods Exchanged - GEX,Yes,763.00,9348,CIVIC CENTER DR,,BEVERLY HILLS,CA,90210,12590,-73.95022130135806,40.81919531330129
"DZYN, LLC",Home Improvement Contractor - 100,Quality of Work - Q01,11/14/2019,01/07/2020,Advised to Sue - ATS,No,0.00,222,VARET ST,2E,BROOKLYN,NY,11206,11215,-73.9742572585689,40.671686658978956
CESARE & SON CONTRACTING CORP,Home Improvement Contractor - 100,Quality of Work - Q01,06/19/2019,08/01/2019,Advised to Sue - ATS,No,0.00,PO BOX,P O BOX 570306,,WHITESTONE,NY,11357,11356,-73.82568355962073,40.787688296632126
BD IRON WORKS,Home Improvement Contractor - 100,Quality of Work - Q01,08/23/2019,09/24/2019,Goods Repaired - GRS,Yes,0.00,251,E 88TH ST,,BROOKLYN,NY,11236,11413,,
ALL PHASES HOME IMPROVEMENT LLC,Home Improvement Contractor - 100,Breach of Contract - B03,03/15/2019,04/09/2019,Unable to Locate Business - ULV,NA,0.00,3303,BARCLAY CT,,RANDOLPH,NJ,07869,11216,,
COP VS DROP,Secondhand Dealer [General] - 006,Non-Delivery of Goods - N01,03/28/2019,05/15/2019,Unable to Locate Business - ULV,NA,0.00,218,E 5TH ST,,NEW YORK,NY,10003,11417,,
FIVE STAR ELECTRONICS AND APPLIANCES INC.,Electronic Store - 001,Damaged Goods - D01,12/09/2019,01/08/2020,No Business Response - NVR,No,0.00,918,UTICA AVE,,BROOKLYN,NY,11203,,-73.93028469930775,40.65073123294259
T-MOBILE NORTHEAST LLC,Other,Misrepresentation - M01,04/17/2020,05/06/2020,Advised to Sue - ATS,No,0.00,PO BOX,P O BOX 37380,,ALBUQUERQUE,NM,87176,11372,,
"S.I. PLUMBING, HEATING, SEWER & DRAINS",Home Improvement Contractor - 100,Defective Goods - D02,04/04/2019,05/07/2019,Cash Amount - AMT,Yes,300.00,2500,RICHMOND AVE,,STATEN ISLAND,NY,10314,10304,,
LIC MOTOR GROUP LLC,Auto Leasing - 211,Breach of Contract - B03,08/15/2019,08/20/2019,Referred to Outside - RTO,NA,0.00,4605,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11370,-73.91632036981859,40.75388396565878
ROYAL FURNITURE INC,Furniture Sales - 242,Damaged Goods - D01,10/07/2019,10/21/2019,No Satisfactory Agreement - NSA,No,0.00,960,FLATBUSH AVE,,BROOKLYN,NY,11226,11419,-73.95820134666424,40.64802743121189
CITY AUTOMOTIVE INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/11/2019,03/01/2019,No Business Response - NVR,No,0.00,21625,HEMPSTEAD AVE,,QUEENS VILLAGE,NY,11429,11356,-73.74258420610671,40.715282363656655
ATHENS WOODWORKING INC.,Furniture Sales - 242,Damaged Goods - D01,07/25/2019,08/02/2019,Cash Amount - AMT,Yes,1165.00,5877,57TH ST,,MASPETH,NY,11378,11233,-73.9220334960208,40.60937841963367
LOUIS VUITTON NEW YORK MACY'S HERALD SQ,Misc Non-Food Retail - 817,Damaged Goods - D01,09/10/2019,09/25/2019,Goods Exchanged - GEX,Yes,2270.00,151,W 34TH ST,1,NEW YORK,NY,10001,11208,,
